EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,FTOffRebounds,LostBallSteals,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,Blocked3s,BlockedArc3,BlockedShortMidRange,3SecondViolations,DefCorner3ReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,Corner3Assists,BlockedCorner3,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,SecondChanceFg3Pct,SecondChanceArc3Accuracy,BlockedLongMidRange,SecondChanceArc3PctAssisted,on,SecondChanceCorner3FGM,Clear Path Fouls,OffensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes
1496,1610612755,Keith Van Horn,Keith Van Horn,1496,PHI,10236.0,171,27,321,328,124,111,53,649,20.0,32.0,6.0,8.0,10.0,13.0,10.0,17.0,4.0,10.0,2.0,5.0,3.0,9.0,1.0,3.0,6.0,34.0,59,5.0,14.0,38.0,121.0,339,7.0,11,1.0,7.0,21.0,13.0,22.0,3.0,6.0,14.0,49.0,46.0,22.0,15.0,10.0,9.0,3.0,7.0,8.0,1.0,9.0,1.0,5.0,1.0,2.0,19.0,3.0,11.0,8.0,16.0,1.0,25,14.0,39,1.0,3.0,3.0,4.0,1.0,1.0,9.0,1.0,3.0,4.0,13.0,2.0,5.0,7.0,20,2.0,3.0,45.0,1.0,20.0,3.0,2.0,2.0,2.0,2.0,49.0,124,4.0,0.6764705882352942,0.7931034482758621,1.0,0.35714285714285715,0.5,0.35714285714285715,0.576271186440678,0.6363636363636364,0.5909090909090909,0.5684931506849316,0.5833333333333334,0.625,0.6368421052631579,0.65625,0.6805555555555556,0.1917808219178082,0.11864406779661017,0.15625,0.11764705882352941,28.198433420365536,0.3076923076923077,0.14285714285714285,0.1391304347826087,0.10476190476190476,0.25,0.08571428571428572,0.16326530612244897,0.1,0.13333333333333333,0.034482758620689655,0.12903225806451613,0.043478260869565216,0.16666666666666666,0.13157894736842105,0.18518518518518517,0.12,0.2962962962962963,0.037037037037037035,1.0,0.4383561643835616,0.625,0.7407407407407407,0.7,0.2328767123287671,0.5882352941176471,0.6666666666666666,0.5,0.136986301369863,0.4,0.4,1.0,0.0684931506849315,0.4,0.4,1.0,0.1232876712328767,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.75,0.16666666666666666,0.08333333333333333,0.4642857142857143,0.7692307692307693,0.21428571428571427,0.5,0.6301369863013698,0.3333333333333333,0.5057945205479453,0.523265,0.5078232142857143,0.21739130434782608,0.2564102564102564,0.17355371900826447,0.4049586776859504,5.2406779661016945,25.22857142857143,0.3862928348909657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1609,1610612755,Art Long,Art Long,1609,PHI,2730.0,46,-13,94,101,53,77,14,195,6.0,12.0,2.0,4.0,4.0,8.0,2.0,6.0,,6.0,,,1.0,1.0,,1.0,1.0,8.0,24,1.0,1.0,1.0,20.0,97,2.0,6,,,4.0,4.0,13.0,1.0,1.0,,11.0,12.0,4.0,,4.0,1.0,1.0,4.0,,1.0,1.0,1.0,,,,3.0,,4.0,1.0,8.0,,9,5.0,14,1.0,1.0,,3.0,,2.0,1.0,,1.0,,4.0,,2.0,6.0,9,1.0,1.0,3.0,1.0,2.0,,5.0,5.0,5.0,2.0,11.0,53,1.0,0.75,1.0,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3076923076923077,0.38,0.3333333333333333,0.39285714285714285,0.38461538461538464,0.3333333333333333,0.39285714285714285,0.04,0.16666666666666666,0.3333333333333333,,27.027027027027025,0.75,,0.24242424242424243,0.09090909090909091,0.06666666666666667,,0.1875,0.08,0.06666666666666667,0.07692307692307693,0.125,,,0.16666666666666666,0.3,0.2727272727272727,0.07692307692307693,0.08333333333333333,0.4,0.48,0.5,0.75,0.6666666666666666,0.24,0.3333333333333333,0.3333333333333333,1.0,0.24,,,,,,,,0.04,1.0,1.0,,0.6666666666666666,0.5,,,0.5714285714285714,0.5,0.07142857142857142,1.0,0.52,1.0,0.488324,0.55625,0.5177785714285714,0.07692307692307693,0.08,0.2,0.55,6.6625000000000005,24.9,0.5638297872340425,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1730,1610612755,Brian Skinner,Brian Skinner,1730,PHI,14618.0,244,-56,479,504,202,256,66,983,23.0,31.0,7.0,9.0,10.0,12.0,3.0,12.0,2.0,4.0,,,,,,,,28.0,47,,,8.0,64.0,522,8.0,12,,3.0,19.0,12.0,20.0,,,3.0,27.0,46.0,10.0,,6.0,,,5.0,3.0,,3.0,,2.0,1.0,,6.0,4.0,16.0,12.0,29.0,5.0,46,20.0,66,1.0,8.0,2.0,6.0,1.0,1.0,10.0,,5.0,,16.0,2.0,2.0,18.0,37,5.0,7.0,17.0,1.0,7.0,2.0,7.0,6.0,8.0,6.0,27.0,202,5.0,0.8214285714285714,0.92,,,,,0.5957446808510638,0.6666666666666666,0.6,0.5957446808510638,0.6666666666666666,0.6,0.5818181818181818,0.6333333333333333,0.5869565217391305,,0.10638297872340426,0.0967741935483871,0.16666666666666666,12.65597147950089,0.375,0.2631578947368421,0.19333333333333333,0.0855614973262032,0.19672131147540983,0.10810810810810811,0.1943127962085308,0.08928571428571429,0.1,0.07692307692307693,0.08,0.12,0.08333333333333333,0.13043478260869565,0.2631578947368421,0.19696969696969696,0.22,0.07142857142857142,0.75,0.6595744680851063,0.7419354838709677,0.8214285714285714,0.782608695652174,0.2553191489361702,0.25,0.3,1.0,0.0851063829787234,0.5,0.5,1.0,,,,,,,,,0.75,0.7777777777777778,0.2857142857142857,,0.6,0.8333333333333334,,,0.6595744680851063,,0.5102148936170213,0.49467272727272726,0.51107,0.1320754716981132,0.1320754716981132,0.296875,0.421875,3.576595744680851,,0.42171189979123175,,,6.0,1.0,3.0,,1.0,1.0,1.0,2.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,29702.0,495,-2,965,999,447,471,135,1964,19.0,37.0,4.0,8.0,7.0,14.0,4.0,16.0,15.0,32.0,7.0,22.0,3.0,9.0,1.0,2.0,6.0,38.0,85,10.0,31.0,26.0,132.0,988,6.0,16,4.0,3.0,15.0,17.0,43.0,6.0,17.0,18.0,70.0,54.0,22.0,30.0,8.0,9.0,3.0,13.0,43.0,4.0,47.0,1.0,18.0,8.0,17.0,98.0,4.0,12.0,14.0,28.0,1.0,43,16.0,59,3.0,17.0,10.0,20.0,1.0,17.0,9.0,1.0,3.0,1.0,29.0,3.0,14.0,20.0,53,7.0,2.0,35.0,1.0,14.0,4.0,3.0,1.0,6.0,5.0,70.0,447,7.0,0.7105263157894737,0.7941176470588235,1.0,0.3225806451612903,0.35294117647058826,0.3225806451612903,0.4470588235294118,0.375,0.3953488372093023,0.45689655172413796,0.3,0.43333333333333335,0.49624060150375937,0.3409090909090909,0.49295774647887325,0.2672413793103448,0.15294117647058825,0.24324324324324326,0.1875,14.412811387900355,0.6896551724137931,0.03225806451612903,0.08722741433021806,0.03428571428571429,0.12727272727272726,0.047058823529411764,0.09744779582366589,0.0367816091954023,0.046875,0.0449438202247191,0.015037593984962405,0.07547169811320754,,0.09433962264150944,0.12658227848101267,0.058823529411764705,0.09523809523809523,0.05660377358490566,0.8333333333333334,0.31896551724137934,0.5135135135135135,0.6785714285714286,0.7894736842105263,0.13793103448275862,0.25,0.3076923076923077,0.5,0.27586206896551724,0.46875,0.4838709677419355,0.6666666666666666,0.1896551724137931,0.3181818181818182,0.3181818181818182,1.0,0.07758620689655173,0.3333333333333333,0.375,1.0,0.4,0.5,0.25,0.05,0.23333333333333334,0.5,0.1,0.3333333333333333,0.5862068965517241,0.3333333333333333,0.4868052173913045,0.4667694444444445,0.4604186440677966,0.10852713178294573,0.14285714285714285,0.11363636363636363,0.5303030303030303,8.428235294117647,24.709677419354843,0.46321243523316064,,,7.0,,1.0,,3.0,2.0,2.0,1.0,0.23076923076923078,3.0,4.0,11.0,1.0,3.0,1.0,0.03225806451612903,0.03125,0.1111111111111111,0.15,0.18333333333333332,0.36363636363636365,,,,,,,,,,,True,,,,,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,12023.0,200,15,384,405,145,163,54,789,11.0,18.0,1.0,1.0,4.0,6.0,3.0,8.0,8.0,21.0,1.0,8.0,2.0,7.0,,1.0,3.0,22.0,47,3.0,15.0,20.0,73.0,384,1.0,3,1.0,,2.0,5.0,13.0,1.0,6.0,11.0,24.0,28.0,16.0,9.0,2.0,7.0,2.0,6.0,29.0,4.0,33.0,1.0,17.0,4.0,8.0,70.0,,6.0,15.0,10.0,4.0,29,6.0,35,,17.0,13.0,5.0,,3.0,2.0,,2.0,,7.0,,3.0,4.0,11,,2.0,23.0,1.0,8.0,2.0,1.0,1.0,1.0,,24.0,145,,0.6363636363636364,0.6666666666666666,1.0,0.2,0.16666666666666666,0.2,0.46808510638297873,0.3333333333333333,0.38461538461538464,0.4274193548387097,0.25,0.34210526315789475,0.5,0.25,0.5,0.24193548387096775,0.1276595744680851,0.2777777777777778,0.125,17.752808988764045,0.7142857142857143,0.25,0.08064516129032258,0.04838709677419355,0.29411764705882354,,0.14285714285714285,0.03773584905660377,0.07142857142857142,,0.05357142857142857,,,0.02564102564102564,0.05714285714285714,0.14,0.28205128205128205,,,0.2903225806451613,0.6111111111111112,0.8461538461538461,0.5454545454545454,0.12903225806451613,0.375,0.42857142857142855,,0.3387096774193548,0.38095238095238093,0.38095238095238093,1.0,0.12903225806451613,0.125,0.125,1.0,0.11290322580645161,0.2857142857142857,0.2857142857142857,1.0,0.25,1.0,,,0.3157894736842105,0.6666666666666666,0.15789473684210525,0.3333333333333333,0.532258064516129,0.2857142857142857,0.4732564516129032,0.43339999999999995,0.48793421052631575,0.12857142857142856,0.14814814814814814,0.0273972602739726,0.3287671232876712,9.329787234042554,24.600000000000005,0.3776041666666667,,,4.0,,1.0,,,,,,0.3333333333333333,1.0,,3.0,,3.0,,,,,0.25,0.15789473684210525,,1.0,1.0,0.0625,,,,,,,,True,,,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,18964.0,316,16,613,636,269,278,85,1249,33.0,62.0,2.0,5.0,18.0,34.0,12.0,25.0,32.0,69.0,1.0,3.0,6.0,33.0,3.0,5.0,18.0,77.0,156,7.0,36.0,63.0,238.0,631,3.0,12,3.0,6.0,15.0,36.0,68.0,5.0,20.0,32.0,119.0,64.0,90.0,9.0,,32.0,6.0,11.0,39.0,5.0,44.0,2.0,25.0,6.0,8.0,93.0,3.0,2.0,3.0,20.0,2.0,25,5.0,30,2.0,29.0,16.0,27.0,2.0,17.0,12.0,3.0,10.0,1.0,39.0,3.0,18.0,1.0,14,,6.0,75.0,5.0,31.0,8.0,,,1.0,,119.0,269,4.0,0.4155844155844156,0.4155844155844156,0.42857142857142855,0.19444444444444445,0.25,0.2,0.4935897435897436,0.25,0.5294117647058824,0.4557291666666667,0.3,0.4943181818181818,0.5243362831858407,0.4166666666666667,0.5613207547169812,0.1875,0.07051282051282051,0.12903225806451613,0.08,37.01117318435754,0.6923076923076923,0.14285714285714285,0.09345794392523364,0.009523809523809525,0.043478260869565216,0.047619047619047616,0.0812720848056537,0.018315018315018316,0.011235955056179775,0.022222222222222223,,0.046511627906976744,0.05,0.058823529411764705,0.06666666666666667,0.13953488372093023,0.05357142857142857,0.020833333333333332,,0.3229166666666667,0.532258064516129,0.6111111111111112,0.42424242424242425,0.13020833333333334,0.48,0.5217391304347826,0.3333333333333333,0.359375,0.463768115942029,0.47058823529411764,0.4375,0.015625,0.3333333333333333,0.3333333333333333,,0.171875,0.18181818181818182,0.18181818181818182,0.5,0.3333333333333333,0.4,1.0,0.2,0.38636363636363635,0.5294117647058824,0.20454545454545456,0.2777777777777778,0.5104166666666666,0.1875,0.4915554973821989,0.42118333333333324,0.4989890804597703,0.14220183486238533,0.17032967032967034,0.06302521008403361,0.5,9.537820512820513,26.388888888888886,0.43882544861337686,12.0,,13.0,,1.0,,1.0,1.0,,,,,,2.0,,3.0,,,0.014492753623188406,,,0.022727272727272728,,2.0,,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,True,,,,,,,,
1928,1610612755,Todd MacCulloch,Todd MacCulloch,1928,PHI,3832.0,64,-6,123,130,60,55,18,253,6.0,8.0,2.0,2.0,4.0,6.0,,1.0,,1.0,,,,,,,,6.0,10,,,7.0,19.0,121,2.0,2,,2.0,6.0,4.0,6.0,,,2.0,10.0,10.0,2.0,,,,,1.0,,1.0,1.0,1.0,,,,3.0,2.0,2.0,2.0,13.0,,15,5.0,20,,1.0,1.0,,,,1.0,,,,1.0,,1.0,1.0,4,1.0,,10.0,,3.0,2.0,1.0,1.0,1.0,1.0,10.0,60,,0.8333333333333334,0.8333333333333334,,,,,0.6,1.0,0.6666666666666666,0.6,1.0,0.6666666666666666,0.6333333333333333,1.0,0.625,,0.1,0.125,,10.95890410958904,,,0.2549019607843137,0.047619047619047616,0.14285714285714285,0.11764705882352941,0.23076923076923078,0.06779661016949153,,0.15384615384615385,,0.125,0.1111111111111111,0.35714285714285715,0.16666666666666666,0.2631578947368421,0.125,,1.0,0.8,0.75,0.8571428571428571,0.8333333333333334,0.1,,,,0.1,,,,,,,,,,,,1.0,1.0,0.5,,1.0,0.6666666666666666,,,0.8,,0.5376799999999999,0.6285,0.5635666666666667,0.23076923076923078,0.23076923076923078,0.3157894736842105,0.5263157894736842,2.3899999999999997,,0.4878048780487805,,1.0,,,,0.2,,,,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,13486.0,225,-3,436,446,236,222,57,882,14.0,24.0,,1.0,7.0,11.0,4.0,10.0,10.0,21.0,,2.0,1.0,7.0,,,4.0,28.0,55,1.0,9.0,39.0,98.0,448,,4,,2.0,2.0,13.0,26.0,,6.0,28.0,54.0,36.0,20.0,,,6.0,1.0,3.0,33.0,2.0,35.0,2.0,21.0,2.0,10.0,72.0,2.0,1.0,4.0,14.0,1.0,19,3.0,22,1.0,10.0,7.0,4.0,3.0,3.0,3.0,,1.0,,7.0,1.0,4.0,5.0,16,1.0,,43.0,2.0,16.0,6.0,1.0,1.0,1.0,,54.0,236,5.0,0.6428571428571429,0.6428571428571429,,0.1111111111111111,,0.125,0.509090909090909,,0.5,0.4609375,,0.40625,0.5773809523809523,0.2,0.5888888888888889,0.140625,0.05454545454545454,0.08333333333333333,0.1,18.127490039840637,0.5714285714285714,0.08333333333333333,0.09523809523809523,0.006535947712418301,0.08888888888888889,0.05128205128205128,0.09375,0.015625,0.015873015873015872,,,0.07142857142857142,,0.10638297872340426,0.05263157894736842,0.11290322580645161,0.11764705882352941,0.037037037037037035,,0.375,0.5833333333333334,0.6363636363636364,0.5714285714285714,0.15625,0.4,0.4444444444444444,1.0,0.328125,0.47619047619047616,0.47619047619047616,0.6,0.03125,,,,0.109375,0.14285714285714285,0.14285714285714285,,0.25,,,,0.34375,0.6363636363636364,0.125,,0.515625,0.16666666666666666,0.4756214285714286,0.36369999999999997,0.46781612903225805,0.20512820512820512,0.2318840579710145,0.02040816326530612,0.5510204081632653,8.08,29.922222222222224,0.5412844036697247,3.0,,3.0,,1.0,,,,,,,,,2.0,,,,,,,,0.0625,,1.0,,,,,1.0,,,,,True,,,,,,,,
1761,1610612755,Greg Buckner,Greg Buckner,1761,PHI,10535.0,176,-5,351,366,171,191,53,717,15.0,24.0,4.0,4.0,9.0,14.0,5.0,13.0,2.0,6.0,,3.0,3.0,7.0,1.0,,1.0,22.0,43,3.0,10.0,5.0,58.0,364,4.0,7,1.0,,8.0,11.0,22.0,,3.0,4.0,26.0,22.0,22.0,9.0,6.0,7.0,3.0,4.0,9.0,1.0,10.0,1.0,5.0,,4.0,21.0,3.0,6.0,4.0,21.0,4.0,29,9.0,38,3.0,10.0,4.0,6.0,3.0,5.0,3.0,,1.0,,9.0,,3.0,7.0,20,,,7.0,1.0,2.0,2.0,1.0,,2.0,1.0,26.0,171,5.0,0.5,0.5789473684210527,1.0,0.3,,0.3,0.5116279069767442,0.5714285714285714,0.5,0.5,0.5,0.44,0.5178571428571429,0.5,0.48148148148148145,0.18867924528301888,0.09302325581395349,0.16666666666666666,,15.776699029126213,0.6666666666666666,0.4,0.19444444444444445,0.041666666666666664,0.09523809523809523,0.10714285714285714,0.16666666666666666,0.05232558139534884,0.08,0.02564102564102564,0.01818181818181818,0.058823529411764705,0.18181818181818182,0.11764705882352941,0.3684210526315789,0.18181818181818182,0.06666666666666667,0.13043478260869565,0.5,0.4528301886792453,0.625,0.75,0.4,0.24528301886792453,0.38461538461538464,0.38461538461538464,0.6,0.11320754716981132,0.3333333333333333,0.3333333333333333,1.0,0.05660377358490566,,,,0.1320754716981132,0.42857142857142855,0.42857142857142855,1.0,0.5,1.0,,0.125,0.56,0.6428571428571429,0.04,,0.6415094339622641,0.42857142857142855,0.5030603773584906,0.4920562500000001,0.5403020000000001,0.037037037037037035,0.045454545454545456,0.13793103448275862,0.4482758620689655,5.427906976744185,24.690000000000005,0.48717948717948717,,,6.0,,,,1.0,1.0,1.0,,0.16666666666666666,,,2.0,,,,,,,,0.08,,,,,,,,,,,,True,,,,,,,,
95,1610612755,Mark Bryant,Mark Bryant,95,PHI,1022.0,17,-7,36,36,17,19,4,72,,,,,,,,1.0,,2.0,,,,,,,,,3,,,,,27,,1,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,3.0,,,,2.0,,2,,2,,,,1.0,,,1.0,,1.0,,2.0,,1.0,,2,,1.0,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,12.5,0.5,,0.125,,,,0.10526315789473684,,,,,,,,,0.2857142857142857,,,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,0.38599999999999995,0.3516,,,,,,12.833333333333334,,0.4722222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
