EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,BadPassOutOfBoundsTurnovers,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,BadPassTurnovers,BlockedAtRim,DefensiveGoaltends,OffCorner3ReboundPct,Corner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PtsUnassisted3s,HeaveAttempts,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,on,PenaltyCorner3FGM,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3Accuracy,OffensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls
111,1610612748,LaPhonso Ellis,LaPhonso Ellis,111,MIA,5067.0,84,13,160,161,59,50,17,321,7.0,10.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,8,3.0,1.0,2.0,3.0,12.0,2.0,2.0,6.0,12.0,22,3.0,15.0,6.0,39.0,146,2.0,4.0,3.0,1.0,5.0,4.0,6,2.0,8.0,4.0,18.0,18.0,6.0,9.0,2.0,12.0,3.0,2.0,5.0,1.0,4.0,16.0,1.0,21.0,6.0,27.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,7.0,13.0,1.0,1.0,9.0,1.0,4.0,1.0,18.0,59,1.0,0.75,0.8181818181818182,1.0,0.2,0.25,0.2,0.5454545454545454,0.5,0.6666666666666666,0.44594594594594594,0.2857142857142857,0.5,0.47560975609756095,0.3125,0.5625,0.40540540540540543,0.09090909090909091,0.2,25.139664804469273,0.25,0.08333333333333333,0.14285714285714285,0.22857142857142856,0.10638297872340426,0.21052631578947367,0.2247191011235955,0.07352941176470588,0.125,0.09090909090909091,0.10714285714285714,0.10526315789473684,0.2608695652173913,0.2857142857142857,0.26666666666666666,0.05263157894736842,0.2702702702702703,0.7,0.875,0.8571428571428571,0.10810810810810811,0.5,0.5,0.21621621621621623,0.375,0.375,1.0,0.08108108108108109,0.32432432432432434,0.25,0.25,1.0,0.42857142857142855,0.6666666666666666,0.5,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.0,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.6756756756756757,0.25,0.4990310810810811,0.5626857142857143,0.4570142857142857,0.1,0.16,0.1282051282051282,0.46153846153846156,8.399999999999999,24.80666666666667,0.36875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,1210.0,20,-15,40,41,22,16,7,81,,1.0,,,,,,,,3,,,,,,,,,,4,,,,,44,,1.0,,,,,3,,,,,,,,,,,1.0,,,,2.0,,2.0,,2.0,,1.0,,1.0,1.0,3.0,1.0,,4.0,,3.0,,,,,,,,,,22,,,,,,,,,,,,,,,,,,0.25,1.0,17.391304347826086,0.25,,,0.11764705882352941,,,0.08695652173913043,,,,,0.16666666666666666,,0.2,,,0.25,,,,,,,0.75,,,,,,,,,,,,,,,,,,,0.25,,0.41435,0.335,0.36433333333333334,,,,,12.65,,0.55,2.0,2.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2253,1610612748,Sean Lampley,Sean Lampley,2253,MIA,7098.0,118,6,222,223,74,46,23,445,9.0,15.0,3.0,5.0,3.0,4.0,3.0,7.0,1.0,4,,,,,1.0,1.0,,1.0,13.0,26,,1.0,9.0,35.0,207,4.0,6.0,1.0,1.0,9.0,3.0,4,,1.0,7.0,13.0,14.0,12.0,,4.0,1.0,,3.0,5.0,,3.0,7.0,2.0,12.0,7.0,19.0,,2.0,2.0,,,1.0,,,1.0,,,2.0,12.0,2.0,1.0,18.0,,6.0,3.0,13.0,74,1.0,0.5384615384615384,0.6363636363636364,,,,,0.5,0.6666666666666666,0.75,0.48148148148148145,0.5714285714285714,0.6,0.4861111111111111,0.5,0.5909090909090909,0.037037037037037035,0.11538461538461539,0.13333333333333333,14.919354838709678,,0.18181818181818182,,0.07692307692307693,0.06172839506172839,0.11538461538461539,0.08547008547008547,0.0673076923076923,,0.05263157894736842,0.09302325581395349,0.12,0.06666666666666667,0.05555555555555555,0.09523809523809523,,0.5555555555555556,0.6,0.6923076923076923,0.6666666666666666,0.25925925925925924,0.42857142857142855,0.5,0.14814814814814814,0.25,0.25,,,0.037037037037037035,,,,0.7142857142857143,0.6,,,0.14285714285714285,0.8,0.75,,0.2,,0.5925925925925926,,0.5140018518518519,0.5465875,0.55359,0.18181818181818182,0.1875,0.2571428571428571,0.37142857142857144,4.773076923076923,24.3,0.3333333333333333,9.0,11.0,4.0,3.0,24.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.08695652173913043,0.10526315789473684,0.2,1.0,0.3333333333333333,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2256,1610612748,Ken Johnson,Ken Johnson,2256,MIA,9335.0,156,-14,292,298,108,80,30,590,2.0,5.0,,,,,10.0,19.0,3.0,13,,,,,,,,,15.0,37,,,2.0,32.0,297,,2.0,,,,5.0,12,,,,10.0,22.0,8.0,,,,,3.0,1.0,,3.0,19.0,6.0,28.0,4.0,32.0,,1.0,1.0,,2.0,4.0,1.0,,6.0,,3.0,10.0,20.0,,3.0,6.0,,2.0,1.0,10.0,108,4.0,0.7333333333333333,0.7333333333333333,,,,,0.40540540540540543,,0.4166666666666667,0.40540540540540543,,0.4166666666666667,0.4,,0.38461538461538464,,0.08108108108108109,0.2,14.153846153846153,0.3333333333333333,0.375,,0.16379310344827586,0.009708737864077669,0.0967741935483871,0.14965986394557823,0.029850746268656716,,,0.018867924528301886,0.11428571428571428,0.23076923076923078,0.14285714285714285,0.07692307692307693,,0.13513513513513514,0.4,0.5,1.0,0.5135135135135135,0.5263157894736842,0.5882352941176471,0.35135135135135137,0.23076923076923078,0.23076923076923078,0.6666666666666666,,,,,,,,,,,,,,,,0.13513513513513514,,0.40621891891891887,0.34575,0.36086666666666667,0.05128205128205128,0.05128205128205128,,0.3125,10.445945945945947,,0.3698630136986301,,,,,,1.0,,,,,3.0,12.0,3.0,12.0,7.0,0.10526315789473684,0.0967741935483871,0.09090909090909091,0.2,0.5833333333333334,0.7,1.0,9.0,3.0,0.1111111111111111,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2446,1610612748,Rasual Butler,Rasual Butler,2446,MIA,3593.0,60,-13,113,117,60,54,10,230,1.0,2.0,,,1.0,1.0,3.0,5.0,1.0,6,3.0,,1.0,1.0,4.0,,1.0,2.0,5.0,13,3.0,7.0,6.0,25.0,122,,1.0,,,,4.0,7,1.0,3.0,4.0,15.0,2.0,8.0,9.0,,4.0,1.0,1.0,,,,4.0,1.0,5.0,,5.0,,,,,1.0,2.0,1.0,1.0,3.0,,2.0,2.0,4.0,,1.0,7.0,,1.0,2.0,15.0,60,1.0,0.2,0.2,1.0,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.38461538461538464,,0.5714285714285714,0.475,,0.55,0.5434782608695652,,0.625,0.35,0.07692307692307693,0.5,20.634920634920636,0.3333333333333333,0.125,,0.08888888888888889,,,0.06451612903225806,,,,,,0.2857142857142857,,,,0.1,0.5,1.0,1.0,0.25,0.6,0.6,0.3,0.16666666666666666,0.16666666666666666,,0.15,0.2,0.25,0.25,1.0,,,,,,0.1,1.0,0.1,0.2,0.5,0.45,0.25,0.4430275,0.3933,0.426665,0.047619047619047616,0.07142857142857142,,0.6,12.876923076923076,24.41428571428571,0.5309734513274337,2.0,3.0,,1.0,7.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,2.0,0.6666666666666666,0.6666666666666666,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2067,1610612748,Eddie House,Eddie House,2067,MIA,4969.0,83,13,152,153,56,40,19,305,2.0,2.0,,,,,4.0,6.0,9.0,18,2.0,,2.0,2.0,8.0,,1.0,1.0,15.0,26,2.0,10.0,3.0,39.0,121,3.0,3.0,,1.0,7.0,4.0,9,1.0,3.0,,11.0,20.0,10.0,,,8.0,2.0,1.0,1.0,,,4.0,,4.0,1.0,5.0,,4.0,3.0,1.0,4.0,1.0,1.0,,5.0,,,2.0,7.0,,,5.0,1.0,3.0,,11.0,56,1.0,0.6666666666666666,0.6666666666666666,,0.2,0.3333333333333333,0.2,0.5769230769230769,1.0,0.4444444444444444,0.5,1.0,0.4583333333333333,0.5131578947368421,0.875,0.4583333333333333,0.2777777777777778,0.038461538461538464,,24.71264367816092,0.8,,,0.058823529411764705,0.018518518518518517,,0.047058823529411764,0.013513513513513514,0.09090909090909091,,,0.1,,0.08333333333333333,,,0.05555555555555555,1.0,1.0,0.5,0.16666666666666666,0.6666666666666666,0.8,0.5,0.5,0.5,0.7777777777777778,0.05555555555555555,0.2222222222222222,0.25,0.25,,,,,,,,,0.16666666666666666,0.08333333333333333,1.0,0.3333333333333333,0.25,0.4395722222222222,0.40700000000000003,0.3966541666666667,0.07894736842105263,0.10714285714285714,0.1794871794871795,0.28205128205128205,15.642307692307693,24.790000000000003,0.3684210526315789,3.0,4.0,3.0,,9.0,1.0,1.0,1.0,,,,,,,,0.16666666666666666,,,,,0.5,3.0,,,,,,,,6.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2229,1610612748,Mike James,Mike James,2229,MIA,4641.0,77,29,146,150,65,35,16,296,6.0,9.0,,,2.0,3.0,2.0,4.0,,3,2.0,,2.0,5.0,7.0,,2.0,2.0,8.0,16,5.0,9.0,4.0,35.0,142,1.0,1.0,,,2.0,3.0,6,2.0,4.0,2.0,14.0,4.0,12.0,6.0,,6.0,5.0,3.0,,,1.0,3.0,1.0,5.0,1.0,6.0,,1.0,,1.0,5.0,1.0,1.0,,6.0,,2.0,2.0,4.0,,,4.0,,2.0,,14.0,65,1.0,0.25,0.25,0.4,0.5555555555555556,0.5,0.625,0.5,1.0,0.5,0.62,1.0,0.6,0.6481481481481481,1.0,0.6363636363636364,0.36,0.1875,0.2222222222222222,20.245398773006137,0.8333333333333334,0.1111111111111111,,0.05357142857142857,,0.1,0.06060606060606061,0.015151515151515152,,,,0.05,,0.1111111111111111,0.1111111111111111,,0.36,0.6666666666666666,0.8571428571428571,0.3333333333333333,0.16,0.5,0.6666666666666666,0.12,,,,0.08,0.28,0.7142857142857143,0.7142857142857143,0.4,,,,,,0.3,0.6666666666666666,0.2,0.2,1.0,0.72,0.8333333333333334,0.54844375,,0.562325,0.07407407407407407,0.1111111111111111,0.05714285714285714,0.4,5.737500000000001,27.388888888888886,0.4452054794520548,14.0,17.0,6.0,4.0,37.0,,3.0,3.0,,4.0,1.0,,,,,0.25,0.058823529411764705,0.09090909090909091,,,,4.0,,,,,,,,9.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,
2406,1610612748,Caron Butler,Caron Butler,2406,MIA,3488.0,58,-36,106,111,31,30,8,217,5.0,8.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2,1.0,,,2.0,7.0,,1.0,3.0,8.0,14,2.0,8.0,6.0,28.0,133,2.0,2.0,,2.0,6.0,3.0,4,1.0,3.0,3.0,12.0,8.0,8.0,3.0,,6.0,2.0,3.0,,,3.0,7.0,,10.0,,10.0,,2.0,1.0,1.0,3.0,1.0,1.0,,4.0,,2.0,1.0,3.0,,,6.0,1.0,2.0,1.0,12.0,31,,0.5,0.5,0.5,0.25,0.3333333333333333,0.2857142857142857,0.5714285714285714,1.0,0.75,0.5,1.0,0.6428571428571429,0.5625,1.0,0.75,0.36363636363636365,0.21428571428571427,0.25,24.56140350877193,0.75,,,0.21212121212121213,,0.23076923076923078,0.21739130434782608,,,,,0.2,0.1,0.3076923076923077,0.2727272727272727,,0.36363636363636365,0.625,0.8333333333333334,0.6,0.18181818181818182,0.25,0.3333333333333333,0.09090909090909091,1.0,1.0,0.5,0.045454545454545456,0.3181818181818182,0.2857142857142857,0.2857142857142857,0.5,1.0,1.0,0.5,,,0.14285714285714285,1.0,,0.42857142857142855,0.3333333333333333,0.7272727272727273,0.3333333333333333,0.5027425,0.5660499999999999,0.48089166666666666,0.08695652173913043,0.13333333333333333,0.21428571428571427,0.42857142857142855,4.385714285714285,31.299999999999997,0.29245283018867924,13.0,14.0,4.0,6.0,29.0,1.0,1.0,1.0,,3.0,,1.0,1.0,1.0,,0.25,,,,,,2.0,,,,,,,,3.0,1.0,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,
696,1610612748,Travis Best,Travis Best,696,MIA,3668.0,61,-21,116,118,30,23,11,234,5.0,7.0,,,3.0,3.0,4.0,5.0,3.0,9,,,,1.0,4.0,,,1.0,12.0,21,1.0,4.0,3.0,30.0,137,,,,,,5.0,7,,1.0,,10.0,4.0,20.0,3.0,,4.0,1.0,1.0,1.0,,3.0,6.0,1.0,10.0,1.0,11.0,,3.0,,3.0,4.0,1.0,1.0,,5.0,,,,2.0,,,4.0,1.0,2.0,,10.0,30,1.0,0.16666666666666666,0.16666666666666666,1.0,0.25,,0.25,0.5714285714285714,,0.7142857142857143,0.54,,0.625,0.5576923076923077,,0.625,0.16,0.047619047619047616,0.14285714285714285,24.21875,0.8,0.14285714285714285,,0.13043478260869565,0.025,0.375,0.16666666666666666,0.019230769230769232,,,0.05263157894736842,0.25,,0.17647058823529413,0.2857142857142857,,0.28,0.7142857142857143,0.8333333333333334,0.2,0.2,0.8,0.8,0.36,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.16,0.25,0.25,1.0,,,,,,0.375,1.0,,0.125,,0.44,0.25,0.48400600000000005,,0.52141875,0.07692307692307693,0.09090909090909091,,0.3333333333333333,10.014285714285714,25.425,0.25862068965517243,6.0,8.0,3.0,3.0,18.0,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,
1735,1610612748,Vladimir Stepania,Vladimir Stepania,1735,MIA,755.0,13,-1,23,24,8,7,1,47,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2,,,,,,,,,3.0,4,,,,6.0,24,1.0,1.0,,,2.0,1.0,1,,,,2.0,4.0,2.0,,,,,,,,1.0,3.0,,4.0,1.0,5.0,,,,,1.0,,,,1.0,,,,,,,,,,,2.0,8,,0.6666666666666666,0.6666666666666666,,,,,0.75,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,,,,20.833333333333336,1.0,,,0.25,,0.5,0.2857142857142857,0.16666666666666666,,,,,0.2,0.5,0.5,,0.25,1.0,1.0,,0.25,1.0,1.0,0.5,0.5,0.5,1.0,,,,,,1.0,1.0,,,,,,,,,0.25,,0.428925,,0.3869,,,0.3333333333333333,0.3333333333333333,11.425,,0.34782608695652173,1.0,1.0,1.0,,2.0,,,,,,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
