EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,NonShootingFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LostBallSteals,Technical Free Throw Trips,BlockedShortMidRange,BadPassOutOfBoundsTurnovers,LostBallTurnovers,2pt And 1 Free Throw Trips,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,PtsUnassisted3s,ThreePtAssists,Corner3Assists,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SelfOReb,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Arc3Assists,on,HeaveMakes,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceFtPoints,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,OffCorner3ReboundPct,OffensiveGoaltends,3pt And 1 Free Throw Trips,BlockedCorner3,Corner3PctBlocked
1510,1610612763,Brevin Knight,Brevin Knight,1510,MEM,83.0,1,-1,2,3,3.0,5,5,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1722,1610612763,Michael Dickerson,Michael Dickerson,1722,MEM,5242.0,87,-9,165,164,34.0,329,184,8.0,8.0,2.0,16.0,36.0,13.0,4.0,7.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,9.0,1.0,1.0,6.0,13.0,4.0,11.0,5.0,29.0,1.0,2.0,3.0,3.0,9.0,4.0,8.0,12.0,9.0,3.0,1.0,5.0,1.0,1.0,1.0,4.0,5.0,1.0,6.0,5.0,5.0,6.0,2.0,6.0,1.0,2.0,4.0,16.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,36.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.36363636363636365,0.6666666666666666,0.36363636363636365,0.46153846153846156,0.5,0.75,0.5576923076923077,0.9,0.4583333333333333,0.07692307692307693,0.14285714285714285,17.97752808988764,0.2,0.06779661016949153,0.04,0.05952380952380952,0.16,0.0625,1.0,0.2916666666666667,0.5714285714285714,0.6666666666666666,0.25,0.08333333333333333,0.5,0.5,0.16666666666666666,0.25,0.25,1.0,0.08333333333333333,0.5,0.5,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,0.5,0.25,1.0,0.75,0.3333333333333333,0.5186125,0.55305,0.07692307692307693,0.07142857142857142,0.08333333333333333,0.3103448275862069,7.6692307692307695,24.672727272727272,0.21818181818181817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,2669.0,44,-18,89,88,25.0,177,112,2.0,2.0,1.0,4.0,27.0,6.0,5.0,7.0,2.0,5.0,8.0,1.0,1.0,,,,,,,,,11.0,16.0,,,5.0,27.0,4.0,,,5.0,11.0,10.0,12.0,,,,2.0,1.0,,,1.0,4.0,6.0,3.0,9.0,,,2.0,,3.0,,,1.0,4.0,,,2.0,8.0,3.0,,,,,,11.0,27.0,1.0,0.45454545454545453,0.5,,,,,0.6875,0.6875,0.75,0.675,0.6875,,0.125,0.2857142857142857,24.210526315789476,,0.16,0.08333333333333333,0.13513513513513514,0.2,0.1111111111111111,,0.4375,0.7142857142857143,1.0,0.6,0.5,0.625,0.625,0.0625,1.0,1.0,1.0,,,,,,,,,0.5,,,,,0.4375,,0.46518125000000005,0.511775,0.15789473684210525,0.15789473684210525,,0.4074074074074074,5.10625,,0.30337078651685395,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.3333333333333333,1.0,0.05,0.2,0.1,0.1111111111111111,0.25,0.16666666666666666,0.1111111111111111,0.2,1.0,1.0,0.5,0.5696,0.07407407407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,954.0,16,-8,31,31,12.0,62,37,,,,,7.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,3.0,5.0,1.0,,,2.0,4.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,1.0,,1.0,1.0,4.0,7.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,5.88235294117647,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,0.6452,0.6452,,,,0.8,,,0.22580645161290322,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2400,1610612763,Drew Gooden,Drew Gooden,2400,MEM,3764.0,63,-15,118,119,17.0,237,137,1.0,1.0,1.0,2.0,20.0,9.0,8.0,10.0,1.0,5.0,11.0,1.0,3.0,1.0,1.0,1.0,1.0,,3.0,,,14.0,24.0,1.0,4.0,4.0,35.0,3.0,1.0,1.0,,7.0,22.0,6.0,3.0,3.0,,1.0,,,,4.0,6.0,10.0,1.0,11.0,1.0,1.0,4.0,,6.0,1.0,1.0,2.0,5.0,,2.0,,6.0,4.0,,1.0,1.0,1.0,1.0,7.0,20.0,,0.7857142857142857,0.7857142857142857,1.0,0.25,1.0,0.25,0.5833333333333334,0.5535714285714286,0.875,0.5833333333333334,0.875,0.14285714285714285,0.041666666666666664,0.1,28.346456692913385,,0.14634146341463414,0.19047619047619047,0.16129032258064516,0.0625,0.23076923076923078,1.0,0.35714285714285715,0.8,0.8888888888888888,0.875,0.39285714285714285,0.45454545454545453,0.45454545454545453,0.10714285714285714,0.3333333333333333,0.3333333333333333,,0.03571428571428571,1.0,1.0,1.0,0.10714285714285714,,,,0.25,0.25,1.0,,,0.5,,0.4781660714285714,0.5014,0.13333333333333333,0.15384615384615385,,0.2,6.333333333333333,24.8,0.1694915254237288,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,,1.0,,2.0,1.0,,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.034482758620689655,,0.024390243902439025,,,0.15384615384615385,0.25,0.8,0.3333333333333333,1.0,1.0,0.36765,0.05714285714285714,,,,2.0,1.0,2.0,0.125,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,1876.0,31,-10,64,63,8.0,127,77,8.0,9.0,6.0,19.0,17.0,4.0,,2.0,,1.0,1.0,2.0,3.0,,,,,1.0,5.0,,2.0,3.0,6.0,1.0,5.0,,9.0,,,2.0,,,,6.0,,5.0,1.0,1.0,1.0,1.0,,2.0,4.0,6.0,,6.0,1.0,1.0,2.0,,6.0,,,,,,,,,,,,,,,,17.0,,,,,0.2,,0.2,0.5,0.4090909090909091,,0.4090909090909091,,0.45454545454545453,0.16666666666666666,0.5,24.999999999999996,,0.18181818181818182,0.2222222222222222,0.1935483870967742,0.125,0.14285714285714285,,0.18181818181818182,,,,0.09090909090909091,1.0,1.0,0.2727272727272727,0.6666666666666666,0.6666666666666666,,,,,,0.45454545454545453,0.2,0.2,,,,,1.0,,0.6363636363636364,0.2,0.5198772727272728,0.564675,,,,,11.65,26.520000000000003,0.265625,,,,,,,,,,,,4.0,2.0,,,,,,0.6666666666666666,,,,,,,0.16666666666666666,0.25,,,,,,,,,,2.0,2.0,,,0.5,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1921,1610612763,Gordan Giricek,Gordan Giricek,1921,MEM,88.0,1,-1,3,2,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,33.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,3342.0,56,-1,101,101,24.0,202,105,,,,,22.0,8.0,5.0,7.0,3.0,2.0,3.0,,1.0,,,,,,,,,7.0,11.0,,,3.0,17.0,4.0,,,,4.0,12.0,2.0,,,,1.0,,,,1.0,7.0,8.0,2.0,10.0,1.0,1.0,3.0,,7.0,,1.0,2.0,3.0,,,,5.0,3.0,,1.0,,1.0,,4.0,22.0,,0.8571428571428571,1.0,,,,,0.6363636363636364,0.6363636363636364,0.5,0.6538461538461539,0.5,,0.09090909090909091,0.14285714285714285,18.34862385321101,,0.1794871794871795,0.058823529411764705,0.14285714285714285,0.23529411764705882,,,0.6363636363636364,0.7142857142857143,0.8333333333333334,0.8,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.09090909090909091,,,,,,,,,,,,0.75,,,,,0.6363636363636364,,0.5368090909090909,0.5677000000000001,0.23076923076923078,0.23076923076923078,,0.23529411764705882,3.8,,0.21782178217821782,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,4.0,1.0,,0.5,0.5,0.5,0.5,0.5714285714285714,,0.037037037037037035,0.1,0.05405405405405406,,0.1111111111111111,0.15384615384615385,0.1111111111111111,1.0,1.0,0.5,0.6666666666666666,0.5504,0.11764705882352941,,,1.0,1.0,3.0,1.0,0.125,0.16666666666666666,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
445,1610612763,Wesley Person,Wesley Person,445,MEM,1018.0,17,-6,36,38,1.0,74,46,1.0,1.0,1.0,2.0,10.0,2.0,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,2.0,,,,,2.0,,,,,,1.0,,,,,,3.0,3.0,6.0,,6.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,1.0,,,5.2631578947368425,,0.1875,0.5,0.2727272727272727,0.16666666666666666,0.4,,,,,,,,,,,,,0.5,,,,0.5,,,,,0.5,,0.5,,1.0,,0.58485,0.58485,,,,,,24.0,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,607.0,10,13,18,17,8.0,35,15,2.0,2.0,1.0,4.0,9.0,1.0,2.0,2.0,1.0,,,2.0,2.0,,,,,1.0,2.0,,1.0,4.0,4.0,1.0,2.0,,11.0,1.0,,1.0,,2.0,8.0,,3.0,2.0,1.0,,,1.0,,,3.0,3.0,,3.0,,,1.0,,2.0,,1.0,,2.0,,,,,,,,,,,2.0,9.0,,1.0,1.0,1.0,0.5,,0.5,1.0,0.9166666666666666,0.5,0.9166666666666666,0.5,0.3333333333333333,,,42.10526315789474,,0.3,,0.2727272727272727,0.25,,,0.3333333333333333,1.0,1.0,1.0,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,0.5,0.5,1.0,0.5,,,0.5,,0.6666666666666666,0.5,0.5632,0.69585,,,,0.18181818181818182,8.875,24.6,0.5,,,1.0,,,3.0,1.0,,,,,1.0,1.0,,,1.0,1.5,1.5,0.5,,,,,,,,0.5,,,,1.0,,0.2727272727272727,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
