EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Defensive 3 Seconds Violations,FoulsDrawn,Offensive Fouls Drawn,Blocked3s,BlockedCorner3,3SecondViolations,DefensiveGoaltends,OffensiveGoaltends,BlockedArc3,Corner3PctBlocked,on
1065,1610612754,Erick Strickland,Erick Strickland,1065,IND,76649.0,1277,53.0,2408,2405,756,675,310,4813,48,81,5.0,6.0,17.0,26.0,14.0,43.0,39.0,96.0,9.0,30.0,3.0,5.0,2.0,7.0,53.0,130.0,5.0,10.0,16.0,41.0,101,220,62.0,160.0,70.0,458,2419,12.0,18.0,8.0,15.0,6.0,54.0,32.0,62.0,18.0,48.0,39.0,157.0,100.0,102.0,165.0,21.0,12.0,1.0,129.0,53.0,10.0,3.0,171.0,38.0,209.0,33.0,5.0,63.0,38.0,70.0,456.0,4.0,18.0,1.0,22.0,94.0,6.0,122.0,23.0,145,6.0,38.0,19.0,19.0,63.0,19.0,44.0,35.0,4.0,19.0,5.0,98.0,5.0,31.0,36,111,1.0,7.0,7.0,87.0,5.0,2.0,6.0,31.0,2.0,11.0,7.0,3.0,2.0,2.0,7.0,5.0,157.0,756,22.0,0.49504950495049505,0.5263157894736842,0.8870967741935484,0.3875,0.5333333333333333,0.375,0.389937106918239,0.4590909090909091,0.6666666666666666,0.5161290322580645,0.5105263157894737,0.7272727272727273,0.5363636363636364,0.5419664268585132,0.7571428571428571,0.6007751937984496,0.42105263157894735,0.01875,0.045454545454545456,0.09876543209876543,0.023255813953488372,0.010416666666666666,0.023076923076923078,18.55855855855856,0.6428571428571429,0.0759493670886076,0.014084507042253521,0.09611451942740286,0.01978021978021978,0.09053497942386832,0.016877637130801686,0.095004095004095,0.01918047079337402,0.025210084033613446,0.014134275618374558,0.02056555269922879,0.016304347826086956,0.018867924528301886,0.06506849315068493,0.11728395061728394,0.10220994475138122,0.09574468085106383,0.07272727272727272,0.029850746268656716,0.7142857142857143,0.2131578947368421,0.5925925925925926,0.6575342465753424,0.4791666666666667,0.11315789473684211,0.32558139534883723,0.3333333333333333,0.42857142857142855,0.25263157894736843,0.40625,0.4105263157894737,0.5384615384615384,0.07894736842105263,0.3,0.3,0.8888888888888888,0.34210526315789475,0.4076923076923077,0.41732283464566927,0.8867924528301887,0.18181818181818182,0.8333333333333334,0.4,0.15151515151515152,0.6,0.6666666666666666,0.30303030303030304,0.5,1.0,0.23636363636363636,0.6538461538461539,0.06363636363636363,0.2857142857142857,0.37272727272727274,0.3902439024390244,0.6342105263157894,0.4108527131782946,0.489440583554377,0.5198283333333333,0.48838055555555554,0.0812807881773399,0.12601626016260162,0.0125,0.11790393013100436,0.34279475982532753,10.266363636363634,25.31875,0.313953488372093,,,,,,,,,,,True
1500,1610612754,Ron Mercer,Ron Mercer,1500,IND,38246.0,637,-28.0,1196,1196,336,310,162,2392,24,37,2.0,4.0,4.0,6.0,9.0,24.0,68.0,171.0,,1.0,,,,,,4.0,,,,2.0,101,232,,5.0,22.0,224,1239,8.0,21.0,,,1.0,17.0,23.0,60.0,,2.0,15.0,61.0,166.0,36.0,,,2.0,2.0,2.0,,6.0,,36.0,12.0,48.0,12.0,,15.0,5.0,16.0,108.0,3.0,8.0,,11.0,40.0,,51.0,11.0,62,2.0,16.0,10.0,6.0,15.0,2.0,9.0,7.0,1.0,6.0,1.0,22.0,1.0,5.0,15,41,,1.0,3.0,26.0,2.0,,,7.0,,7.0,6.0,3.0,2.0,1.0,6.0,3.0,61.0,336,6.0,0.8217821782178217,0.83,,,,,,0.4353448275862069,0.38095238095238093,0.38333333333333336,0.42616033755274263,0.38095238095238093,0.3709677419354839,0.4497991967871486,0.40476190476190477,0.4295774647887324,0.02109704641350211,,0.02586206896551724,0.10810810810810811,0.08333333333333333,,,19.51043916486681,0.6818181818181818,,,0.0814663951120163,0.016260162601626018,0.09565217391304348,0.03260869565217391,0.08415841584158416,0.018835616438356163,0.018691588785046728,0.006944444444444444,0.02074688796680498,0.04,,0.07947019867549669,0.08522727272727272,0.07926829268292683,0.07692307692307693,0.16666666666666666,0.015873015873015872,0.5,0.15611814345991562,0.6486486486486487,0.7272727272727273,0.6666666666666666,0.10126582278481013,0.375,0.4090909090909091,0.6666666666666666,0.7215189873417721,0.39766081871345027,0.39766081871345027,0.8970588235294118,0.004219409282700422,,,,0.016877637130801686,,,,0.19047619047619047,0.5,0.5,,,,,,,0.0967741935483871,0.6666666666666666,,,0.03225806451612903,,0.17721518987341772,,0.42109361702127657,0.41102941176470587,0.38817166666666664,0.028925619834710745,0.029535864978902954,,0.07589285714285714,0.27232142857142855,14.754741379310342,33.86,0.2809364548494983,,,,,,,,,,,True
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,20188.0,336,11.0,626,626,177,136,79,1252,18,32,3.0,6.0,3.0,5.0,3.0,7.0,11.0,34.0,3.0,9.0,,,1.0,1.0,10.0,30.0,,1.0,1.0,4.0,32,73,13.0,39.0,25.0,128,624,4.0,8.0,,1.0,1.0,9.0,8.0,19.0,2.0,5.0,8.0,30.0,42.0,22.0,36.0,3.0,6.0,,30.0,10.0,7.0,1.0,28.0,6.0,34.0,6.0,,11.0,9.0,8.0,74.0,1.0,14.0,,9.0,50.0,8.0,67.0,15.0,82,1.0,3.0,2.0,1.0,10.0,,5.0,4.0,,5.0,1.0,14.0,2.0,4.0,12,19,,1.0,1.0,30.0,4.0,,1.0,11.0,,6.0,6.0,3.0,,3.0,6.0,3.0,30.0,177,4.0,0.65625,0.7241379310344828,0.9230769230769231,0.3333333333333333,,0.4,0.3333333333333333,0.4383561643835616,0.5,0.42105263157894735,0.45982142857142855,0.4444444444444444,0.4583333333333333,0.508,0.45,0.5172413793103449,0.3482142857142857,0.02564102564102564,0.0958904109589041,0.1875,0.14285714285714285,,0.03333333333333333,19.27877947295423,0.7142857142857143,0.42105263157894735,,0.19011406844106463,0.058333333333333334,0.14754098360655737,0.0136986301369863,0.18209876543209877,0.04792332268370607,0.09523809523809523,,0.06837606837606838,0.017857142857142856,,0.1794871794871795,0.1827956989247312,0.20652173913043478,0.16,0.09090909090909091,0.017241379310344827,0.5,0.2857142857142857,0.5625,0.6923076923076923,0.5555555555555556,0.0625,0.42857142857142855,0.5,0.6666666666666666,0.30357142857142855,0.3235294117647059,0.3235294117647059,0.8181818181818182,0.08035714285714286,0.3333333333333333,0.3333333333333333,1.0,0.26785714285714285,0.3333333333333333,0.3448275862068966,0.9,0.6666666666666666,0.5,,,,,0.1111111111111111,,,0.20833333333333334,0.6,0.041666666666666664,1.0,0.16666666666666666,0.25,0.6339285714285714,0.3333333333333333,0.48065133928571424,0.5162583333333334,0.4395645833333334,0.09243697478991597,0.1375,,0.0703125,0.234375,10.26712328767123,25.141025641025646,0.2827476038338658,1.0,,,,,,,,,,True
1733,1610612754,Al Harrington,Al Harrington,1733,IND,49492.0,825,20.0,1519,1513,450,363,186,3032,49,95,15.0,34.0,10.0,23.0,36.0,86.0,47.0,103.0,2.0,4.0,1.0,1.0,,1.0,3.0,13.0,,,,6.0,132,284,5.0,17.0,71.0,350,1542,21.0,51.0,1.0,1.0,12.0,57.0,25.0,67.0,,7.0,29.0,79.0,124.0,140.0,15.0,,26.0,2.0,11.0,3.0,27.0,,23.0,16.0,39.0,14.0,2.0,9.0,5.0,9.0,94.0,7.0,48.0,1.0,24.0,91.0,10.0,125.0,56.0,181,9.0,21.0,13.0,8.0,26.0,8.0,9.0,44.0,5.0,17.0,8.0,70.0,12.0,21.0,33,118,,12.0,19.0,89.0,12.0,,,41.0,,9.0,12.0,2.0,4.0,6.0,13.0,12.0,79.0,450,13.0,0.4696969696969697,0.5210084033613446,1.0,0.29411764705882354,1.0,,0.3333333333333333,0.4647887323943662,0.4117647058823529,0.373134328358209,0.4634551495016611,0.4326923076923077,0.33783783783783783,0.5162241887905604,0.475,0.4388888888888889,0.05647840531561462,,0.09507042253521127,0.21052631578947367,0.08139534883720931,,,23.51926394479586,0.37142857142857144,0.22727272727272727,0.02564102564102564,0.14991762767710048,0.0840630472854641,0.14906832298136646,0.050359712230215826,0.14973958333333334,0.07746478873239436,0.11428571428571428,0.08064516129032258,0.06938775510204082,0.04672897196261682,0.0625,0.15730337078651685,0.15609756097560976,0.13839285714285715,0.125,0.24242424242424243,0.06976744186046512,0.9230769230769231,0.31561461794019935,0.5157894736842106,0.6533333333333333,0.3673469387755102,0.2857142857142857,0.4186046511627907,0.45569620253164556,0.4722222222222222,0.34219269102990035,0.4563106796116505,0.4563106796116505,0.574468085106383,0.013289036544850499,0.5,0.5,1.0,0.04318936877076412,0.23076923076923078,0.23076923076923078,1.0,0.6538461538461539,0.4411764705882353,0.06666666666666667,0.019230769230769232,1.0,1.0,,,,0.3108108108108108,0.43478260869565216,0.013513513513513514,,0.08108108108108109,,0.37209302325581395,0.2727272727272727,0.4482586148648647,0.5028693181818182,0.4344152173913042,0.12424242424242424,0.13099041533546327,,0.16285714285714287,0.2257142857142857,9.743309859154932,29.729411764705887,0.29624753127057274,1.0,1.0,1.0,1.0,1.0,2.0,,,,,True
1802,1610612754,Brad Miller,Brad Miller,1802,IND,33593.0,560,49.0,1047,1055,326,279,131,2102,44,73,15.0,25.0,14.0,24.0,8.0,33.0,15.0,38.0,,,,,,,2.0,5.0,,1.0,1.0,2.0,67,144,2.0,5.0,62.0,202,1066,17.0,29.0,,1.0,9.0,43.0,20.0,38.0,1.0,2.0,27.0,70.0,98.0,36.0,6.0,,20.0,,5.0,2.0,19.0,,41.0,7.0,48.0,6.0,1.0,23.0,2.0,16.0,103.0,10.0,35.0,,18.0,72.0,9.0,99.0,45.0,144,3.0,12.0,10.0,2.0,20.0,3.0,12.0,10.0,,8.0,,30.0,5.0,9.0,23,45,,6.0,2.0,78.0,6.0,,2.0,33.0,,8.0,6.0,6.0,,,6.0,4.0,70.0,326,8.0,0.7313432835820896,0.8596491228070176,1.0,0.4,,0.5,0.4,0.4652777777777778,0.5862068965517241,0.5263157894736842,0.4697986577181208,0.5666666666666667,0.5375,0.5434782608695652,0.6323529411764706,0.6272727272727273,0.03355704697986577,,0.13194444444444445,0.1506849315068493,0.24242424242424243,,,17.71523178807947,0.6666666666666666,0.32142857142857145,,0.1718377088305489,0.09408602150537634,0.1565217391304348,0.09615384615384616,0.16853932584269662,0.09453781512605042,0.12962962962962962,0.09649122807017543,0.06666666666666667,0.1125,0.041666666666666664,0.17886178861788618,0.18705035971223022,0.15286624203821655,0.13636363636363635,0.2222222222222222,0.05,0.6666666666666666,0.4899328859060403,0.6027397260273972,0.7096774193548387,0.6363636363636364,0.2214765100671141,0.24242424242424243,0.32,0.75,0.2550335570469799,0.39473684210526316,0.39473684210526316,1.0,,,,,0.03355704697986577,0.4,0.4,1.0,0.8333333333333334,0.6,0.26666666666666666,,,,0.03333333333333333,,,0.6,0.5833333333333334,,,0.05,0.5,0.5234899328859061,0.4,0.4781828859060404,0.5403192307692308,0.4875225,0.1875,0.19298245614035087,,0.21287128712871287,0.3465346534653465,7.5256944444444445,25.2,0.3113658070678128,,,,,,3.0,1.0,,,,True
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,29090.0,485,23.0,917,926,337,250,113,1843,33,53,6.0,11.0,11.0,15.0,10.0,32.0,16.0,38.0,4.0,12.0,1.0,2.0,1.0,3.0,14.0,39.0,2.0,6.0,5.0,15.0,59,123,18.0,51.0,54.0,226,944,10.0,17.0,3.0,8.0,6.0,35.0,23.0,42.0,6.0,18.0,29.0,93.0,52.0,66.0,48.0,6.0,8.0,,39.0,14.0,13.0,,35.0,16.0,51.0,12.0,4.0,12.0,3.0,20.0,118.0,1.0,14.0,,13.0,29.0,1.0,43.0,15.0,58,1.0,35.0,23.0,12.0,16.0,4.0,10.0,17.0,2.0,6.0,5.0,33.0,2.0,15.0,19,53,1.0,5.0,5.0,78.0,7.0,,,33.0,,9.0,10.0,5.0,2.0,3.0,10.0,5.0,93.0,337,12.0,0.4406779661016949,0.4727272727272727,0.8888888888888888,0.35294117647058826,0.375,0.3333333333333333,0.35294117647058826,0.4796747967479675,0.5882352941176471,0.5476190476190477,0.4942528735632184,0.58,0.5333333333333333,0.5406698564593302,0.625,0.6038961038961039,0.29310344827586204,,0.10569105691056911,0.1509433962264151,0.09375,0.05263157894736842,,23.047619047619047,0.48484848484848486,0.037037037037037035,,0.07712765957446809,0.043209876543209874,0.12264150943396226,0.010752688172043012,0.08713692946058091,0.03597122302158273,0.07777777777777778,0.008695652173913044,0.05042016806722689,0.014084507042253521,,0.056451612903225805,0.07964601769911504,0.09352517985611511,0.16455696202531644,,0.01282051282051282,0.5,0.3045977011494253,0.6226415094339622,0.7333333333333333,0.48484848484848486,0.1839080459770115,0.3125,0.3448275862068966,0.4,0.21839080459770116,0.42105263157894735,0.4444444444444444,0.375,0.06896551724137931,0.3333333333333333,0.3333333333333333,1.0,0.22413793103448276,0.358974358974359,0.358974358974359,0.8571428571428571,0.44,0.5454545454545454,0.3333333333333333,0.08,0.5,1.0,0.24,0.3333333333333333,0.5,0.25,0.7333333333333333,0.05,0.3333333333333333,0.25,0.3333333333333333,0.5977011494252874,0.358974358974359,0.4848913294797688,0.48178684210526307,0.4645271186440678,0.165,0.2214765100671141,,0.15486725663716813,0.41150442477876104,8.536585365853659,25.415686274509806,0.3675027262813522,,,,,,,,,,,True
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,22367.0,373,-14.0,683,695,172,215,119,1378,18,40,10.0,24.0,2.0,3.0,4.0,16.0,8.0,31.0,,,,,,,,,,,,,30,87,,,25.0,85,676,10.0,30.0,,,18.0,38.0,5.0,15.0,,,11.0,21.0,32.0,28.0,,,20.0,,,,8.0,,21.0,6.0,27.0,5.0,1.0,10.0,3.0,8.0,60.0,13.0,55.0,2.0,14.0,52.0,11.0,77.0,70.0,147,3.0,10.0,4.0,6.0,8.0,3.0,4.0,8.0,,4.0,1.0,16.0,4.0,5.0,23,55,,12.0,2.0,36.0,6.0,,,16.0,,5.0,13.0,11.0,,2.0,13.0,8.0,21.0,172,4.0,0.5333333333333333,0.8,,,,,,0.3448275862068966,0.3333333333333333,0.3333333333333333,0.3448275862068966,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.475,0.45652173913043476,,,0.09195402298850575,0.125,0.125,0.03225806451612903,,14.234016887816647,0.5,0.4230769230769231,0.07407407407407407,0.1890909090909091,0.18032786885245902,0.23333333333333334,0.18571428571428572,0.19701492537313434,0.18133333333333335,0.2,0.17721518987341772,0.17218543046357615,0.1568627450980392,0.2631578947368421,0.11688311688311688,0.18681318681318682,0.24299065420560748,0.2608695652173913,0.14285714285714285,0.061224489795918366,0.6153846153846154,0.45977011494252873,0.45,0.5142857142857142,0.3333333333333333,0.1839080459770115,0.25,0.2857142857142857,0.75,0.3563218390804598,0.25806451612903225,0.26666666666666666,0.875,,,,,,,,,0.8,0.4166666666666667,,,,,,,,0.2,0.6666666666666666,,,,,0.45977011494252873,,0.46007241379310326,0.518874074074074,0.43071333333333334,0.16494845360824742,0.16494845360824742,,0.4470588235294118,0.24705882352941178,8.014942528735634,,0.2518301610541728,,,,,,1.0,1.0,,,,True
2056,1610612754,Primoz Brezec,Primoz Brezec,2056,IND,5111.0,85,23.0,170,166,67,82,22,336,5,9,3.0,6.0,2.0,6.0,6.0,11.0,1.0,8.0,,,,,,,,,,,,,12,28,,,9.0,33,156,4.0,7.0,,,3.0,11.0,4.0,16.0,,,6.0,14.0,10.0,14.0,,,4.0,,,,1.0,,4.0,,4.0,,,2.0,1.0,1.0,8.0,4.0,4.0,,1.0,6.0,,7.0,8.0,15,1.0,1.0,1.0,,4.0,1.0,1.0,2.0,,3.0,,6.0,1.0,3.0,5,14,,2.0,,17.0,1.0,,,6.0,,3.0,4.0,3.0,,1.0,4.0,4.0,14.0,67,7.0,0.4166666666666667,0.5,,,,,,0.42857142857142855,0.5714285714285714,0.25,0.42857142857142855,0.5714285714285714,0.25,0.4583333333333333,0.55,0.3333333333333333,,,0.03571428571428571,0.1111111111111111,,,,21.761658031088082,0.6666666666666666,,,0.08571428571428572,0.07272727272727272,0.058823529411764705,0.2857142857142857,0.08045977011494253,0.11594202898550725,0.13333333333333333,0.13333333333333333,,0.2,0.5,0.041666666666666664,0.16666666666666666,0.07142857142857142,0.08333333333333333,,0.06666666666666667,1.0,0.32142857142857145,0.5555555555555556,0.625,0.4,0.39285714285714285,0.5454545454545454,0.5454545454545454,0.5,0.2857142857142857,0.125,0.125,,,,,,,,,,0.8571428571428571,0.5,,,,,,,,0.375,0.3333333333333333,,,,,0.32142857142857145,,0.39913571428571426,0.45446666666666663,0.3838875,0.18181818181818182,0.18181818181818182,,0.3333333333333333,0.42424242424242425,8.828571428571427,,0.3941176470588235,,,,,,,,1.0,,,True
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,8365.0,139,47.0,277,272,112,100,30,549,7,13,,2.0,5.0,7.0,5.0,8.0,1.0,4.0,1.0,2.0,,,1.0,1.0,,5.0,,,,1.0,13,25,1.0,7.0,6.0,35,259,,2.0,,,,,7.0,12.0,1.0,2.0,5.0,22.0,8.0,18.0,3.0,,,,5.0,,3.0,,20.0,9.0,29.0,5.0,4.0,7.0,6.0,7.0,67.0,2.0,3.0,,5.0,9.0,,14.0,5.0,19,1.0,4.0,3.0,1.0,4.0,1.0,3.0,1.0,,1.0,,5.0,,3.0,2,14,1.0,,,9.0,1.0,,,3.0,,2.0,,,,,1.0,1.0,22.0,112,5.0,0.3076923076923077,0.3076923076923077,1.0,0.14285714285714285,,0.5,0.14285714285714285,0.52,,0.5833333333333334,0.453125,,0.6071428571428571,0.4861111111111111,,0.6470588235294118,0.21875,,0.12,0.15384615384615385,0.125,,,13.183279742765274,0.8,,,0.09,0.03260869565217391,0.2,0.06666666666666667,0.112,0.040983606557377046,0.043478260869565216,0.03571428571428571,0.024390243902439025,0.041666666666666664,0.16666666666666666,0.1111111111111111,,0.14285714285714285,0.2631578947368421,,0.06666666666666667,1.0,0.40625,0.5384615384615384,0.6363636363636364,0.2857142857142857,0.25,0.625,0.7142857142857143,0.4,0.125,0.25,0.25,,0.0625,0.5,0.5,1.0,0.15625,,,,1.0,,,,,,,,,0.5,0.7142857142857143,0.07142857142857142,1.0,0.07142857142857142,,0.625,,0.4948890624999999,0.6094,0.49743571428571426,0.08823529411764706,0.1111111111111111,,,0.6285714285714286,6.992000000000001,24.62857142857143,0.4043321299638989,,,,1.0,,,,,1.0,,True
397,1610612754,Reggie Miller,Reggie Miller,397,IND,29595.0,493,19.0,947,934,332,299,107,1881,10,16,1.0,3.0,2.0,4.0,5.0,9.0,15.0,38.0,4.0,10.0,,,2.0,2.0,22.0,62.0,2.0,2.0,6.0,27.0,30,63,26.0,72.0,43.0,181,975,4.0,6.0,2.0,2.0,5.0,19.0,9.0,18.0,8.0,29.0,16.0,58.0,56.0,4.0,78.0,,,1.0,61.0,22.0,2.0,1.0,37.0,6.0,43.0,3.0,3.0,17.0,12.0,8.0,92.0,,3.0,,3.0,34.0,,37.0,3.0,40,2.0,13.0,5.0,8.0,8.0,1.0,7.0,9.0,2.0,1.0,,17.0,2.0,6.0,6,25,,,6.0,46.0,3.0,1.0,7.0,13.0,2.0,6.0,2.0,2.0,,,3.0,2.0,58.0,332,6.0,0.9333333333333333,0.9333333333333333,1.0,0.3611111111111111,1.0,0.27586206896551724,0.36619718309859156,0.47619047619047616,0.6666666666666666,0.5,0.5111111111111111,0.875,0.44680851063829785,0.5756578947368421,0.9,0.5277777777777778,0.5333333333333333,0.013888888888888888,0.031746031746031744,0.0625,0.1111111111111111,,,15.720930232558139,0.47058823529411764,,,0.09631728045325778,0.009433962264150943,0.03409090909090909,,0.08390022675736962,0.0069124423963133645,0.02912621359223301,,,,,0.1,0.0743801652892562,0.11363636363636363,0.016129032258064516,0.07692307692307693,0.028169014084507043,0.6666666666666666,0.11851851851851852,0.625,0.6666666666666666,1.0,0.06666666666666667,0.5555555555555556,0.625,0.8,0.2814814814814815,0.39473684210526316,0.39473684210526316,0.9333333333333333,0.07407407407407407,0.4,0.4444444444444444,1.0,0.45925925925925926,0.3548387096774194,0.3548387096774194,1.0,0.375,0.3333333333333333,1.0,,,,0.25,1.0,1.0,0.0851063829787234,0.5,0.0425531914893617,1.0,0.574468085106383,0.2222222222222222,0.6518518518518519,0.36065573770491804,0.4862847014925373,0.4960142857142858,0.469679347826087,0.10273972602739725,0.1780821917808219,0.0273972602739726,0.10497237569060773,0.32044198895027626,13.147619047619045,26.12361111111111,0.3505807814149947,,,,1.0,1.0,,,,,0.1,True
