EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Blocked3s,BlockedArc3,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,HeaveMakes,3pt And 1 Free Throw Trips,OffensiveGoaltends,on,Corner3PctBlocked
1498,1610612757,Antonio Daniels,Antonio Daniels,1498,POR,25311.0,422,28,767,785,202.0,202,110.0,1552,16.0,26.0,2.0,2.0,5.0,6.0,9.0,15.0,7.0,23.0,5.0,8.0,1.0,3.0,2.0,3.0,6.0,21.0,2.0,2.0,6.0,32.0,64.0,11.0,29.0,29.0,126.0,780.0,3.0,4.0,1.0,5.0,9.0,9.0,14.0,4.0,9.0,13.0,43.0,30.0,34.0,27.0,6.0,2.0,1.0,20.0,6.0,5.0,25.0,7.0,32.0,5.0,2.0,14.0,4.0,7.0,71.0,2.0,4.0,1.0,5.0,22.0,1.0,28.0,7.0,35.0,1.0,10.0,8.0,2.0,15.0,2.0,10.0,3.0,5.0,18.0,4.0,4.0,12.0,25.0,1.0,32.0,4.0,7.0,7.0,3.0,2.0,1.0,3.0,2.0,1.0,43.0,202.0,3.0,0.46875,0.4838709677419355,0.8181818181818182,0.3793103448275862,0.2,0.4444444444444444,0.39285714285714285,0.5,0.75,0.6428571428571429,0.521505376344086,0.5,0.6521739130434783,0.5700934579439252,0.5,0.7,0.3118279569892473,0.078125,0.11538461538461539,0.06666666666666667,0.043478260869565216,13.839285714285714,0.8333333333333334,0.05555555555555555,0.037037037037037035,0.07885304659498207,0.014336917562724014,0.060240963855421686,0.025974025974025976,0.07458563535911603,0.016853932584269662,0.012987012987012988,0.009174311926605505,0.021505376344086023,0.03333333333333333,0.014285714285714285,0.09333333333333334,0.1044776119402985,0.06896551724137931,0.04,0.022727272727272728,0.6666666666666666,0.27956989247311825,0.6153846153846154,0.6956521739130435,0.5,0.16129032258064516,0.6,0.6428571428571429,0.3333333333333333,0.24731182795698925,0.30434782608695654,0.3181818181818182,0.5714285714285714,0.08602150537634409,0.625,0.625,1.0,0.22580645161290322,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.2222222222222222,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.2608695652173913,0.8333333333333334,0.13043478260869565,0.6666666666666666,0.2608695652173913,0.3333333333333333,0.5913978494623656,0.3,0.5059809782608695,0.5027,0.4868318181818181,0.07,0.09859154929577464,0.07142857142857142,0.3412698412698413,9.128125,25.320689655172412,0.2633637548891786,,,,,,,,,,,,,,,,,,,,,,,,,True,
1507,1610612757,Derek Anderson,Derek Anderson,1507,POR,115344.0,1922,222,3615,3597,836.0,700,448.0,7212,88.0,131.0,16.0,26.0,16.0,27.0,21.0,54.0,73.0,180.0,19.0,61.0,4.0,8.0,7.0,16.0,66.0,187.0,14.0,12.0,43.0,182.0,365.0,85.0,248.0,174.0,793.0,3651.0,25.0,58.0,8.0,22.0,80.0,35.0,72.0,19.0,59.0,73.0,200.0,204.0,160.0,216.0,39.0,26.0,3.0,184.0,66.0,14.0,204.0,49.0,253.0,30.0,19.0,101.0,45.0,58.0,555.0,12.0,28.0,3.0,32.0,126.0,10.0,168.0,43.0,211.0,9.0,74.0,39.0,35.0,61.0,16.0,38.0,41.0,23.0,102.0,3.0,22.0,44.0,108.0,5.0,200.0,34.0,56.0,30.0,11.0,6.0,3.0,11.0,6.0,4.0,200.0,836.0,13.0,0.5604395604395604,0.6035502958579881,0.8470588235294118,0.34274193548387094,0.36363636363636365,0.3220338983050847,0.3469387755102041,0.4986301369863014,0.43103448275862066,0.4861111111111111,0.5048939641109299,0.4625,0.4847328244274809,0.5513748191027497,0.4759036144578313,0.5808383233532934,0.40456769983686786,0.038356164383561646,0.06870229007633588,0.05555555555555555,0.011111111111111112,19.135056776999274,0.5980392156862745,0.12048192771084337,0.028846153846153848,0.0929889298892989,0.022764227642276424,0.08333333333333333,0.029411764705882353,0.09085681426106958,0.02442002442002442,0.028328611898016998,0.02631578947368421,0.01609657947686117,0.033444816053511704,0.08174386920980926,0.07471264367816093,0.109375,0.07553956834532374,0.10377358490566038,0.027950310559006212,0.5454545454545454,0.2137030995106036,0.6717557251908397,0.7213114754098361,0.5909090909090909,0.08809135399673736,0.3888888888888889,0.4117647058823529,0.42857142857142855,0.2936378466557912,0.40555555555555556,0.4101123595505618,0.5616438356164384,0.09951060358890701,0.3114754098360656,0.3114754098360656,0.9473684210526315,0.30505709624796085,0.35294117647058826,0.35294117647058826,0.8181818181818182,0.325,0.6153846153846154,0.25,0.1,0.5,0.75,0.175,0.20610687022900764,0.5925925925925926,0.12213740458015267,0.4375,0.3282442748091603,0.27906976744186046,0.6182707993474714,0.358695652173913,0.5146574590163934,0.49253467741935486,0.5011321705426357,0.08623298033282904,0.13592233009708737,0.1008827238335435,0.25220680958385877,10.780273972602739,24.68629032258064,0.23125864453665285,4.0,6.0,5.0,8.0,7.0,9.0,1.0,2.0,1.0,0.01834862385321101,0.2857142857142857,0.5,0.004016064257028112,,,,,,,,,,,,True,
1719,1610612757,Bonzi Wells,Bonzi Wells,1719,POR,102304.0,1705,169,3220,3215,786.0,633,406.0,6435,158.0,257.0,19.0,41.0,27.0,44.0,46.0,122.0,77.0,210.0,11.0,41.0,1.0,2.0,4.0,11.0,14.0,42.0,2.0,3.0,10.0,281.0,589.0,25.0,83.0,174.0,811.0,3264.0,33.0,76.0,1.0,4.0,87.0,55.0,115.0,7.0,21.0,68.0,199.0,296.0,266.0,72.0,3.0,30.0,2.0,40.0,14.0,42.0,156.0,30.0,186.0,21.0,9.0,102.0,28.0,26.0,402.0,15.0,55.0,4.0,53.0,140.0,7.0,200.0,74.0,274.0,14.0,79.0,48.0,31.0,87.0,21.0,48.0,70.0,39.0,157.0,16.0,35.0,49.0,150.0,3.0,239.0,1.0,104.0,22.0,9.0,3.0,5.0,11.0,6.0,3.0,199.0,786.0,19.0,0.5266903914590747,0.556390977443609,0.96,0.30120481927710846,0.25,0.3333333333333333,0.30864197530864196,0.4770797962648557,0.4342105263157895,0.4782608695652174,0.4739583333333333,0.43125,0.48161764705882354,0.5185659411011524,0.4627659574468085,0.5467032967032966,0.12351190476190477,0.07130730050933787,0.13229571984435798,0.04918032786885246,0.009523809523809525,25.413167163370364,0.554140127388535,0.08139534883720931,0.038834951456310676,0.11725293132328309,0.0499092558983666,0.15497076023391812,0.04451038575667656,0.12565104166666666,0.048644892286309936,0.07255520504731862,0.03133903133903134,0.04838709677419355,0.048582995951417005,0.07308970099667775,0.12386706948640483,0.13701067615658363,0.16141732283464566,0.13636363636363635,0.0440251572327044,0.5454545454545454,0.38244047619047616,0.6147859922178989,0.7085201793721974,0.5822784810126582,0.18154761904761904,0.3770491803278688,0.39655172413793105,0.32608695652173914,0.3125,0.36666666666666664,0.3701923076923077,0.5324675324675324,0.06101190476190476,0.2682926829268293,0.2682926829268293,1.0,0.0625,0.3333333333333333,0.34146341463414637,0.9285714285714286,0.5125,0.4634146341463415,0.2631578947368421,0.025,0.5,1.0,0.025,0.3235294117647059,0.6136363636363636,0.08088235294117647,0.36363636363636365,0.07352941176470588,0.3,0.5059523809523809,0.35,0.4938045522388059,0.47966716417910443,0.4685895522388059,0.1383399209486166,0.15407407407407409,0.10727496917385944,0.24537607891491986,8.575212224108657,24.50722891566265,0.24409937888198757,,18.0,11.0,11.0,24.0,18.0,1.0,1.0,1.0,0.03333333333333333,,,0.011904761904761904,1.0,2.0,2.0,1.0,0.012048192771084338,0.023809523809523808,,,,,,True,
1739,1610612757,Ruben Patterson,Ruben Patterson,1739,POR,57457.0,958,101,1746,1771,443.0,377,241.0,3517,118.0,188.0,21.0,43.0,23.0,34.0,17.0,51.0,18.0,54.0,,,,,,,1.0,4.0,,1.0,4.0,153.0,293.0,1.0,4.0,70.0,379.0,1791.0,23.0,60.0,,,55.0,31.0,57.0,1.0,4.0,19.0,84.0,216.0,90.0,3.0,,30.0,2.0,2.0,1.0,31.0,41.0,11.0,52.0,10.0,1.0,22.0,9.0,10.0,115.0,23.0,49.0,3.0,27.0,51.0,1.0,79.0,75.0,154.0,11.0,41.0,29.0,12.0,34.0,13.0,18.0,39.0,16.0,73.0,6.0,23.0,25.0,91.0,14.0,119.0,,59.0,7.0,14.0,12.0,2.0,17.0,8.0,2.0,84.0,443.0,11.0,0.7058823529411765,0.782608695652174,1.0,0.25,,0.25,0.5,0.5221843003412969,0.38333333333333336,0.543859649122807,0.5202020202020202,0.38333333333333336,0.5327868852459017,0.5429799426934098,0.4166666666666667,0.5526315789473685,0.013468013468013467,0.10580204778156997,0.09574468085106383,0.23529411764705882,0.018518518518518517,20.716740304369168,0.4657534246575342,0.023809523809523808,0.0410958904109589,0.07657657657657657,0.07928802588996764,0.1323529411764706,0.12921348314606743,0.0896551724137931,0.09045226130653267,0.11055276381909548,0.06701030927835051,0.06222222222222222,0.1297709923664122,0.0425531914893617,0.11042944785276074,0.07936507936507936,0.16083916083916083,0.06557377049180328,0.10576923076923077,0.47058823529411764,0.632996632996633,0.6276595744680851,0.6941176470588235,0.6694915254237288,0.1717171717171717,0.3333333333333333,0.4358974358974359,0.6470588235294118,0.18181818181818182,0.3333333333333333,0.33962264150943394,1.0,,,,,0.013468013468013467,0.25,0.25,1.0,0.7166666666666667,0.4883720930232558,0.14285714285714285,,,,,0.5573770491803278,0.6764705882352942,,,0.06557377049180328,0.25,0.6464646464646465,0.5,0.5305088435374151,0.5057999999999999,0.5182310344827586,0.17251461988304093,0.17455621301775148,0.14511873350923482,0.22163588390501318,4.669624573378841,51.974999999999994,0.25372279495990835,,9.0,2.0,6.0,12.0,14.0,,,,0.1276595744680851,,,,,3.0,,3.0,,,1.0,3.0,,,,True,
739,1610612757,Rasheed Wallace,Rasheed Wallace,739,POR,161196.0,2687,279,4989,4990,1196.0,1014,659.0,9979,158.0,232.0,39.0,69.0,35.0,49.0,154.0,325.0,93.0,230.0,18.0,52.0,2.0,6.0,6.0,14.0,92.0,255.0,20.0,26.0,73.0,405.0,787.0,110.0,307.0,200.0,1340.0,5055.0,54.0,99.0,8.0,26.0,157.0,87.0,170.0,32.0,87.0,63.0,333.0,496.0,314.0,309.0,21.0,64.0,2.0,252.0,91.0,30.0,131.0,22.0,153.0,16.0,6.0,84.0,23.0,24.0,328.0,24.0,87.0,2.0,94.0,309.0,32.0,435.0,113.0,548.0,13.0,70.0,34.0,36.0,84.0,22.0,52.0,56.0,32.0,140.0,12.0,33.0,121.0,223.0,13.0,272.0,1.0,122.0,23.0,76.0,50.0,22.0,77.0,44.0,1.0,333.0,1196.0,18.0,0.6123456790123457,0.6648793565683646,0.9363636363636364,0.3583061889250814,0.3076923076923077,0.367816091954023,0.35737704918032787,0.5146124523506989,0.5454545454545454,0.5117647058823529,0.5210237659963437,0.528,0.5252918287937743,0.5505756578947368,0.5567375886524822,0.5568561872909699,0.2806215722120658,0.03811944091486658,0.05603448275862069,0.04923076923076923,0.004347826086956522,23.53758028120118,0.6,0.2689075630252101,0.012048192771084338,0.16471215351812366,0.04977116704805492,0.17279411764705882,0.04519774011299435,0.1665289256198347,0.04870557261956999,0.0625,0.05197132616487455,0.038348082595870206,0.027989821882951654,0.16096579476861167,0.17777777777777778,0.1595022624434389,0.16666666666666666,0.18831168831168832,0.02411873840445269,0.5714285714285714,0.21206581352833637,0.6810344827586207,0.7214611872146118,0.6518987341772152,0.2970749542961609,0.47384615384615386,0.49838187702265374,0.5844155844155844,0.21023765996343693,0.4043478260869565,0.40611353711790393,0.5913978494623656,0.04753199268738574,0.34615384615384615,0.34615384615384615,0.8333333333333334,0.23308957952468007,0.3607843137254902,0.3607843137254902,0.9565217391304348,0.552,0.5652173913043478,0.23076923076923078,0.048,0.3333333333333333,1.0,0.16,0.19066147859922178,0.7142857142857143,0.054474708171206226,0.42857142857142855,0.2840466926070039,0.3561643835616438,0.4926873857404022,0.3611111111111111,0.4734479357798165,0.5116989361702128,0.46168700787401556,0.10477787091366303,0.13800904977375567,0.11716417910447761,0.24850746268656718,8.948665819567982,24.907166123778495,0.23972740028061737,6.0,25.0,12.0,8.0,11.0,25.0,3.0,4.0,3.0,0.09420289855072464,0.3,1.0,0.009708737864077669,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,True,
717,1610612757,Arvydas Sabonis,Arvydas Sabonis,717,POR,32659.0,544,150,1017,1005,282.0,265,118.0,2022,45.0,75.0,11.0,20.0,13.0,20.0,21.0,51.0,10.0,33.0,,,,,,,,,,,,76.0,159.0,,,60.0,212.0,959.0,13.0,28.0,,,40.0,20.0,39.0,,,19.0,59.0,106.0,46.0,,,20.0,,,,11.0,48.0,9.0,57.0,9.0,,29.0,9.0,10.0,123.0,6.0,32.0,2.0,19.0,77.0,10.0,106.0,40.0,146.0,10.0,25.0,15.0,10.0,22.0,4.0,18.0,14.0,4.0,36.0,3.0,6.0,39.0,66.0,8.0,78.0,,35.0,9.0,21.0,17.0,4.0,22.0,11.0,2.0,59.0,282.0,3.0,0.6973684210526315,0.803030303030303,,,,,,0.4779874213836478,0.4642857142857143,0.5128205128205128,0.4779874213836478,0.4642857142857143,0.5128205128205128,0.5492227979274611,0.5714285714285714,0.5784313725490197,,0.06918238993710692,0.08,0.0784313725490196,0.030303030303030304,19.79256698357822,0.6111111111111112,0.2857142857142857,0.05128205128205128,0.20533333333333334,0.09169054441260745,0.1557377049180328,0.06976744186046512,0.193158953722334,0.08735632183908046,0.15384615384615385,0.08256880733944955,0.04065040650406504,0.08771929824561403,0.20202020202020202,0.2524271844660194,0.1791907514450867,0.13253012048192772,0.20512820512820512,0.14084507042253522,0.5,0.4716981132075472,0.6,0.6521739130434783,0.6666666666666666,0.32075471698113206,0.4117647058823529,0.44680851063829785,0.6190476190476191,0.20754716981132076,0.30303030303030304,0.3125,1.0,,,,,,,,,0.7142857142857143,0.55,,,,,,0.5128205128205128,0.65,,,,,0.4716981132075472,,0.45803710691823907,0.502424,0.4618128205128204,0.19021739130434784,0.19021739130434784,0.18867924528301888,0.2783018867924528,6.464779874213836,,0.27728613569321536,,14.0,1.0,,6.0,10.0,,,1.0,0.034482758620689655,,,,,1.0,,3.0,,,1.0,1.0,,,,True,
757,1610612757,Damon Stoudamire,Damon Stoudamire,757,POR,54192.0,903,92,1629,1628,419.0,312,236.0,3257,23.0,47.0,2.0,5.0,6.0,11.0,18.0,53.0,40.0,114.0,6.0,17.0,2.0,5.0,2.0,9.0,20.0,59.0,5.0,5.0,18.0,81.0,214.0,26.0,76.0,39.0,279.0,1663.0,12.0,30.0,3.0,10.0,38.0,12.0,46.0,7.0,27.0,18.0,63.0,58.0,104.0,69.0,9.0,4.0,,59.0,20.0,10.0,109.0,39.0,148.0,28.0,11.0,57.0,20.0,32.0,335.0,10.0,19.0,1.0,16.0,67.0,1.0,84.0,30.0,114.0,3.0,19.0,5.0,14.0,41.0,5.0,26.0,14.0,15.0,55.0,2.0,15.0,14.0,42.0,1.0,46.0,2.0,15.0,8.0,4.0,1.0,3.0,4.0,4.0,,63.0,419.0,5.0,0.35802469135802467,0.3670886075949367,0.8846153846153846,0.34210526315789475,0.3,0.25925925925925924,0.34210526315789475,0.37850467289719625,0.4,0.2608695652173913,0.41379310344827586,0.4125,0.3082191780821918,0.4453376205787781,0.4523809523809524,0.375,0.2620689655172414,0.04672897196261682,0.14893617021276595,0.018867924528301886,0.017543859649122806,19.222689075630253,0.7454545454545455,0.030303030303030304,0.01818181818181818,0.1043613707165109,0.03150912106135987,0.09815950920245399,0.056179775280898875,0.1031055900621118,0.03713188220230474,0.04216867469879518,0.027932960893854747,0.027131782945736434,0.04477611940298507,0.08888888888888889,0.10285714285714286,0.11498257839721254,0.1111111111111111,0.06521739130434782,0.017857142857142856,1.0,0.16206896551724137,0.48936170212765956,0.575,0.391304347826087,0.18275862068965518,0.33962264150943394,0.34615384615384615,0.16666666666666666,0.3931034482758621,0.3508771929824561,0.35714285714285715,0.425,0.05862068965517241,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.20344827586206896,0.3389830508474576,0.3389830508474576,0.9,0.125,0.4,,0.125,0.4,1.0,0.125,0.1506849315068493,0.5454545454545454,0.1232876712328767,0.2222222222222222,0.2465753424657534,0.2777777777777778,0.4241379310344828,0.3389830508474576,0.4707666666666665,0.46925000000000006,0.4549471830985915,0.04950495049504951,0.06607929515418502,0.13620071684587814,0.22580645161290322,12.49766355140187,24.84210526315789,0.2572130141190915,1.0,5.0,4.0,2.0,,2.0,,,,0.09090909090909091,0.2,1.0,,,,,,,,,,,,,True,
905,1610612757,Dale Davis,Dale Davis,905,POR,105174.0,1753,153,3223,3220,674.0,505,415.0,6443,139.0,199.0,40.0,72.0,32.0,44.0,30.0,95.0,25.0,49.0,,,,,,,,,,,,194.0,343.0,,,81.0,469.0,3304.0,47.0,92.0,,,115.0,39.0,62.0,,,22.0,100.0,268.0,120.0,,,60.0,,,,31.0,47.0,23.0,70.0,20.0,3.0,21.0,8.0,18.0,163.0,38.0,132.0,3.0,49.0,170.0,25.0,244.0,173.0,417.0,19.0,42.0,27.0,15.0,27.0,3.0,10.0,32.0,17.0,59.0,12.0,11.0,65.0,145.0,19.0,134.0,,63.0,10.0,56.0,34.0,21.0,57.0,32.0,3.0,100.0,674.0,12.0,0.6907216494845361,0.8170731707317073,,,,,,0.565597667638484,0.5108695652173914,0.6290322580645161,0.565597667638484,0.5108695652173914,0.6290322580645161,0.5804455445544554,0.5324074074074074,0.6172839506172839,,0.09037900874635568,0.10552763819095477,0.09473684210526316,0.02040816326530612,12.496626180836708,0.4576271186440678,0.43859649122807015,0.031914893617021274,0.1362179487179487,0.12,0.14040114613180515,0.10215053763440861,0.13713212273011896,0.11548913043478261,0.1056338028169014,0.1246376811594203,0.12526539278131635,0.11307420494699646,0.13190184049079753,0.12539184952978055,0.14427860696517414,0.13438735177865613,0.15625,0.1623931623931624,0.5614035087719298,0.5801749271137027,0.6984924623115578,0.7808988764044944,0.7194244604316546,0.27696793002915454,0.3157894736842105,0.3488372093023256,0.5333333333333333,0.14285714285714285,0.5102040816326531,0.5208333333333334,0.72,,,,,,,,,0.782608695652174,0.5555555555555556,0.225,,,,,0.7096774193548387,0.7272727272727273,,,,,0.5801749271137027,,0.5015253644314871,0.5188325,0.513116129032258,0.1598984771573604,0.1598984771573604,0.24520255863539445,0.21321961620469082,5.00932944606414,,0.20912193608439342,,21.0,5.0,5.0,9.0,12.0,,1.0,1.0,0.06741573033707865,,,,,1.0,1.0,6.0,,,,,,,1.0,True,
2216,1610612757,Zach Randolph,Zach Randolph,2216,POR,20029.0,334,-12,612,610,147.0,135,113.0,1222,50.0,82.0,18.0,30.0,3.0,6.0,12.0,39.0,5.0,9.0,,1.0,,,,1.0,,2.0,,,1.0,67.0,130.0,,3.0,35.0,169.0,626.0,20.0,34.0,,,54.0,9.0,19.0,,2.0,11.0,29.0,76.0,58.0,,,30.0,1.0,1.0,,23.0,9.0,2.0,11.0,2.0,,6.0,3.0,,24.0,6.0,37.0,2.0,7.0,45.0,8.0,60.0,45.0,105.0,6.0,17.0,10.0,7.0,7.0,,5.0,5.0,2.0,12.0,2.0,2.0,9.0,26.0,4.0,49.0,,20.0,6.0,8.0,6.0,,8.0,4.0,,29.0,147.0,4.0,0.5671641791044776,0.7307692307692307,,,,,,0.5153846153846153,0.5882352941176471,0.47368421052631576,0.5037593984962406,0.5882352941176471,0.42857142857142855,0.5416666666666666,0.627906976744186,0.5,0.022556390977443608,0.17692307692307693,0.18292682926829268,0.20512820512820512,,22.611036339165548,0.5833333333333334,0.4,0.09523809523809523,0.20089285714285715,0.14068441064638784,0.12280701754385964,0.0967741935483871,0.18505338078291814,0.13230769230769232,0.23958333333333334,0.11956521739130435,0.04,0.08888888888888889,0.2222222222222222,0.2702702702702703,0.12643678160919541,0.1282051282051282,0.1111111111111111,0.14634146341463414,0.5,0.6165413533834586,0.6097560975609756,0.746268656716418,0.56,0.2932330827067669,0.3076923076923077,0.3870967741935484,0.5833333333333334,0.06766917293233082,0.5555555555555556,0.5555555555555556,0.6,0.007518796992481203,,,,0.015037593984962405,,,,0.8823529411764706,0.6,0.1111111111111111,,,,,0.2857142857142857,0.5,0.047619047619047616,,0.047619047619047616,,0.6390977443609023,,0.4939734848484849,0.5361862068965517,0.42879047619047617,0.13333333333333333,0.1360544217687075,0.31952662721893493,0.17159763313609466,3.7692307692307696,44.6,0.24019607843137256,,14.0,2.0,,,3.0,,2.0,,0.11764705882352941,,,,,,,3.0,,,,,,,,True,
2417,1610612757,Qyntel Woods,Qyntel Woods,2417,POR,7505.0,125,-9,224,234,50.0,66,34.0,458,5.0,10.0,2.0,4.0,,,2.0,9.0,3.0,8.0,1.0,1.0,,,,,,,,,,10.0,27.0,1.0,1.0,5.0,28.0,232.0,2.0,4.0,,,6.0,1.0,2.0,,,2.0,4.0,12.0,8.0,3.0,,4.0,,,,4.0,3.0,,3.0,,,2.0,,1.0,6.0,1.0,3.0,,3.0,13.0,,16.0,4.0,20.0,,6.0,3.0,3.0,3.0,,2.0,2.0,1.0,5.0,,2.0,8.0,16.0,,11.0,,5.0,1.0,,,,,,,4.0,50.0,,0.6,0.75,1.0,1.0,,,1.0,0.37037037037037035,0.5,0.5,0.4107142857142857,0.5,0.5,0.42424242424242425,0.6,0.5,0.03571428571428571,0.14814814814814814,0.1,0.2222222222222222,0.125,14.671814671814673,0.6,,,0.13978494623655913,0.03296703296703297,0.13043478260869565,0.041666666666666664,0.13793103448275862,0.034782608695652174,0.07142857142857142,0.029411764705882353,,0.047619047619047616,0.04,0.17391304347826086,0.17777777777777778,0.23076923076923078,,,,0.35714285714285715,0.5,0.5555555555555556,0.6,0.32142857142857145,0.2222222222222222,0.2857142857142857,0.5,0.2857142857142857,0.375,0.42857142857142855,0.6666666666666666,0.03571428571428571,1.0,1.0,1.0,,,,,1.0,0.5,,,,,,,,,,,,0.39285714285714285,,0.47405892857142856,0.576925,0.32575,0.15625,0.16129032258064516,0.21428571428571427,0.14285714285714285,9.114814814814814,22.7,0.22321428571428573,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,True,
