EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,Blocked3s,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,OffensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,on,3pt And 1 Free Throw Trips,Corner3PctBlocked,Clear Path Fouls
147,1610612741,Jalen Rose,Jalen Rose,147,CHI,60719.0,1012,-70,1994,1973,595,736,251.0,3967,33.0,74.0,3.0,6.0,8.0,22.0,40.0,104.0,75.0,196.0,8.0,19.0,6.0,8.0,34.0,81.0,1.0,5.0,10.0,21.0,148.0,374.0,42.0,100.0,152.0,574.0,2117,15.0,30.0,1.0,5.0,15.0,48.0,41.0,114.0,16.0,29.0,67.0,197.0,116.0,180.0,105.0,21.0,6.0,2.0,79.0,34.0,29.0,112.0,13.0,125.0,8.0,5.0,66.0,26.0,20.0,263.0,1.0,14.0,12.0,61.0,12.0,85,15.0,100,3.0,25.0,17.0,8.0,42.0,11.0,28.0,45.0,10.0,14.0,8.0,87.0,5.0,28.0,32,97,5.0,13.0,167.0,11.0,17.0,62.0,1.0,17.0,10.0,6.0,1.0,3.0,10.0,4.0,197.0,595,24.0,0.3918918918918919,0.4,0.8333333333333334,0.42,0.2,0.5517241379310345,0.42857142857142855,0.39572192513368987,0.5,0.35964912280701755,0.4451476793248945,0.4714285714285714,0.45454545454545453,0.5128913443830571,0.5476190476190477,0.5397727272727273,0.2109704641350211,0.07754010695187166,0.12162162162162163,0.1346153846153846,0.030612244897959183,27.41514360313316,0.4827586206896552,0.12121212121212122,0.08507670850767085,0.01818181818181818,0.058823529411764705,0.007142857142857143,0.07926167209554831,0.016483516483516484,0.032520325203252036,0.0125,0.01056338028169014,0.009009009009009009,0.06329113924050633,0.08108108108108109,0.10508474576271186,0.04827586206896552,0.0847457627118644,0.012048192771084338,0.4,0.15611814345991562,0.44594594594594594,0.5076923076923077,0.30303030303030304,0.21940928270042195,0.38461538461538464,0.4444444444444444,0.3,0.41350210970464135,0.3826530612244898,0.39473684210526316,0.48,0.04008438818565401,0.42105263157894735,0.42105263157894735,1.0,0.17088607594936708,0.41975308641975306,0.41975308641975306,0.7941176470588235,0.17142857142857143,0.5,0.14285714285714285,0.2,1.0,0.15384615384615385,0.36363636363636365,0.055944055944055944,0.75,0.14685314685314685,0.47619047619047616,0.3670886075949367,0.43037974683544306,0.45172616525423726,0.4287250000000001,0.437413028169014,0.11977186311787072,0.14588235294117646,0.009900990099009901,0.08362369337979095,0.343205574912892,12.043048128342248,25.609,0.29839518555667,,,,,,,,,,,,,,,,,,,,True,,,
1594,1610612741,Rick Brunson,Rick Brunson,1594,CHI,5580.0,93,3,177,175,50,79,20.0,352,3.0,7.0,,,,1.0,1.0,2.0,7.0,15.0,2.0,3.0,,1.0,,1.0,,,,1.0,11.0,24.0,2.0,4.0,4.0,32.0,195,,1.0,,,,,,3.0,,2.0,4.0,4.0,12.0,10.0,6.0,,,,1.0,,1.0,18.0,1.0,19.0,,1.0,8.0,7.0,3.0,39.0,,,2.0,5.0,1.0,8,,8,,3.0,2.0,1.0,7.0,,4.0,,,3.0,,7.0,,1.0,7,10,,,4.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,4.0,50,,0.5454545454545454,0.5454545454545454,1.0,0.5,,,0.5,0.4583333333333333,,,0.5,,,0.5333333333333333,,0.2857142857142857,0.14285714285714285,0.041666666666666664,0.14285714285714285,,,18.137254901960784,1.0,0.07142857142857142,0.08196721311475409,,0.1,,0.08641975308641975,,,,,,0.045454545454545456,0.06666666666666667,0.125,0.14285714285714285,,,1.0,0.25,0.42857142857142855,0.5,0.3333333333333333,0.07142857142857142,0.5,0.5,,0.5357142857142857,0.4666666666666667,0.4666666666666667,0.7142857142857143,0.10714285714285714,0.6666666666666666,0.6666666666666666,1.0,0.03571428571428571,,,,,,,,,0.2,,0.2,,0.2,,0.39285714285714285,,0.4631107142857143,0.3994,0.44745999999999997,0.034482758620689655,0.04,,,0.125,12.345833333333333,23.725,0.2824858757062147,1.0,0.25,1.0,,,,,,,,,,,,,,,,,True,,,
1944,1610612741,Eddie Robinson,Eddie Robinson,1944,CHI,81258.0,1354,-90,2649,2645,729,913,340.0,5294,79.0,117.0,16.0,32.0,20.0,33.0,33.0,73.0,40.0,111.0,2.0,5.0,1.0,3.0,1.0,9.0,,1.0,,5.0,152.0,301.0,3.0,14.0,51.0,364.0,2778,33.0,65.0,,1.0,10.0,76.0,38.0,69.0,1.0,8.0,14.0,93.0,212.0,92.0,6.0,3.0,48.0,3.0,6.0,1.0,6.0,54.0,12.0,66.0,10.0,2.0,27.0,18.0,9.0,144.0,15.0,59.0,37.0,84.0,3.0,124,76.0,200,7.0,62.0,41.0,21.0,34.0,10.0,25.0,18.0,3.0,9.0,2.0,52.0,2.0,18.0,65,120,,2.0,63.0,8.0,,31.0,1.0,3.0,12.0,5.0,4.0,3.0,13.0,5.0,93.0,729,19.0,0.6973684210526315,0.828125,0.6666666666666666,0.21428571428571427,,0.125,0.2727272727272727,0.5049833887043189,0.5076923076923077,0.5507246376811594,0.49682539682539684,0.5,0.512987012987013,0.5321637426900585,0.5277777777777778,0.5470588235294118,0.044444444444444446,0.019933554817275746,0.017094017094017096,0.0410958904109589,0.009009009009009009,12.86740692357936,0.6538461538461539,0.024,0.08888888888888889,0.05519176800748363,0.13074204946996468,0.09090909090909091,0.0985342019543974,0.059967585089141004,0.05830903790087463,0.04956268221574344,0.057441253263707574,0.06060606060606061,0.058823529411764705,0.09282700421940929,0.10945273631840796,0.13432835820895522,0.12195121951219512,0.0472972972972973,0.38461538461538464,0.37142857142857144,0.6752136752136753,0.6869565217391305,0.6582278481012658,0.23174603174603176,0.4520547945205479,0.4714285714285714,0.6666666666666666,0.3523809523809524,0.36036036036036034,0.36363636363636365,0.8,0.015873015873015872,0.4,0.4,1.0,0.02857142857142857,0.1111111111111111,0.1111111111111111,,0.48484848484848486,0.5,0.015151515151515152,,,0.42857142857142855,0.6060606060606061,0.03896103896103896,0.3333333333333333,0.06493506493506493,,0.4158730158730159,0.16666666666666666,0.49196522435897433,0.506328703703704,0.5040695945945945,0.0943952802359882,0.09567901234567901,0.06666666666666667,0.2087912087912088,0.2554945054945055,8.90664451827243,33.07142857142857,0.27519818799546997,,,,2.0,1.0,1.0,2.0,1.0,0.021739130434782608,0.21212121212121213,0.125,,,,,,,,,True,,,
2033,1610612741,Marcus Fizer,Marcus Fizer,2033,CHI,26830.0,447,57,860,849,244,272,121.0,1709,58.0,106.0,15.0,27.0,12.0,22.0,29.0,82.0,15.0,43.0,,,,,,3.0,,,,2.0,102.0,231.0,,3.0,52.0,256.0,843,17.0,39.0,,,7.0,41.0,21.0,55.0,,2.0,23.0,65.0,112.0,92.0,,,22.0,1.0,2.0,,19.0,26.0,5.0,31.0,4.0,1.0,11.0,5.0,10.0,67.0,8.0,32.0,19.0,49.0,13.0,81,42.0,123,6.0,11.0,5.0,6.0,10.0,1.0,5.0,17.0,3.0,5.0,5.0,27.0,4.0,4.0,17,39,5.0,6.0,78.0,9.0,,36.0,,7.0,11.0,8.0,2.0,1.0,11.0,4.0,65.0,244,3.0,0.5490196078431373,0.6153846153846154,,,,,,0.44155844155844154,0.4358974358974359,0.38181818181818183,0.4358974358974359,0.4358974358974359,0.3684210526315789,0.47761194029850745,0.4659090909090909,0.47101449275362317,0.01282051282051282,0.08225108225108226,0.10377358490566038,0.0975609756097561,,29.265873015873016,0.37037037037037035,0.37142857142857144,0.16498316498316498,0.08443271767810026,0.2087912087912088,0.1951219512195122,0.17525773195876287,0.09523809523809523,0.11570247933884298,0.09352517985611511,0.04201680672268908,0.16666666666666666,0.16049382716049382,0.15476190476190477,0.17424242424242425,0.2112676056338028,0.2,0.05454545454545454,0.36363636363636365,0.452991452991453,0.5471698113207547,0.6105263157894737,0.5,0.3504273504273504,0.35365853658536583,0.3918918918918919,0.6206896551724138,0.18376068376068377,0.3488372093023256,0.3488372093023256,0.6,,,,,0.01282051282051282,,,,0.6923076923076923,0.5555555555555556,,,,0.38596491228070173,0.5454545454545454,,,0.03508771929824561,,0.4658119658119658,,0.46641630901287545,0.51065625,0.4413955357142857,0.13793103448275862,0.13953488372093023,,0.16015625,0.25390625,6.3004329004329,31.233333333333338,0.2837209302325581,,,,2.0,,,4.0,,0.07142857142857142,0.2727272727272727,0.13333333333333333,1.0,,,,,,,,True,,,
2199,1610612741,Tyson Chandler,Tyson Chandler,2199,CHI,23511.0,392,-87,775,770,198,218,93.0,1545,45.0,69.0,15.0,30.0,9.0,11.0,10.0,34.0,3.0,7.0,,,,,,,,,,,58.0,110.0,,,31.0,147.0,876,16.0,33.0,,,7.0,39.0,13.0,20.0,,,7.0,33.0,74.0,42.0,,,30.0,,,,8.0,18.0,2.0,20.0,2.0,,5.0,5.0,8.0,42.0,4.0,37.0,17.0,50.0,10.0,77,43.0,120,5.0,5.0,3.0,2.0,18.0,1.0,8.0,13.0,1.0,10.0,,31.0,1.0,7.0,25,57,2.0,9.0,54.0,8.0,,25.0,,6.0,23.0,16.0,,7.0,23.0,16.0,33.0,198,2.0,0.6379310344827587,0.8604651162790697,,,,,,0.5272727272727272,0.48484848484848486,0.65,0.5272727272727272,0.48484848484848486,0.65,0.5526315789473685,0.527027027027027,0.5689655172413793,,0.07272727272727272,0.057971014492753624,0.08823529411764706,0.14285714285714285,18.365061590145576,0.5806451612903226,0.3333333333333333,0.17123287671232876,0.12131147540983607,0.2328767123287671,0.08888888888888889,0.18356164383561643,0.11714285714285715,0.22,0.09574468085106383,0.05405405405405406,0.10526315789473684,0.16822429906542055,0.15151515151515152,0.18487394957983194,0.1875,0.32,0.11363636363636363,0.6956521739130435,0.6272727272727273,0.6521739130434783,0.6923076923076923,0.6,0.3090909090909091,0.29411764705882354,0.3225806451612903,0.7,0.06363636363636363,0.42857142857142855,0.5,1.0,,,,,,,,,0.9090909090909091,0.5,,,,0.55,0.8181818181818182,,,,,0.6272727272727273,,0.5184581818181819,0.5552727272727273,0.50746,0.1968503937007874,0.1968503937007874,,0.2653061224489796,0.22448979591836735,3.894545454545455,,0.25548387096774194,,,,2.0,,,5.0,1.0,0.07407407407407407,,,1.0,,,,,,,,True,,,
2201,1610612741,Eddy Curry,Eddy Curry,2201,CHI,32065.0,534,-70,1040,1032,205,248,112.0,2072,70.0,114.0,16.0,24.0,7.0,14.0,32.0,59.0,1.0,6.0,,,,,,,,,,,103.0,179.0,,,67.0,273.0,1115,16.0,25.0,,,12.0,44.0,11.0,22.0,,,16.0,38.0,168.0,38.0,,,24.0,,,,16.0,11.0,4.0,15.0,3.0,1.0,1.0,5.0,5.0,34.0,2.0,37.0,15.0,54.0,9.0,78,39.0,117,7.0,7.0,4.0,3.0,22.0,1.0,7.0,29.0,2.0,15.0,4.0,51.0,3.0,4.0,41,86,8.0,19.0,106.0,10.0,,52.0,,7.0,20.0,14.0,1.0,5.0,20.0,10.0,38.0,205,3.0,0.8155339805825242,0.9230769230769231,,,,,,0.5754189944134078,0.64,0.5,0.5754189944134078,0.64,0.5,0.5986842105263158,0.6470588235294118,0.5588235294117647,,0.0893854748603352,0.13157894736842105,,0.16666666666666666,23.781009409751924,0.43137254901960786,0.23076923076923078,0.13917525773195877,0.09487179487179487,0.1388888888888889,0.03389830508474576,0.13911290322580644,0.08685968819599109,0.12686567164179105,0.09322033898305085,0.06521739130434782,0.02,0.13333333333333333,0.18947368421052632,0.11560693641618497,0.13253012048192772,0.16,0.11666666666666667,0.5,0.6368715083798883,0.6140350877192983,0.7070707070707071,0.7857142857142857,0.329608938547486,0.5423728813559322,0.5423728813559322,0.875,0.0335195530726257,0.16666666666666666,0.2,1.0,,,,,,,,,0.96,0.6666666666666666,,,,0.6363636363636364,0.5,,,,,0.6368715083798883,,0.5143877094972066,0.5703759999999999,0.49101818181818174,0.23529411764705882,0.23529411764705882,,0.16117216117216118,0.1391941391941392,3.2290502793296088,,0.1971153846153846,,,,,,,4.0,2.0,,0.1111111111111111,0.1875,2.0,,,,,,,,True,,,
916,1610612741,Corie Blount,Corie Blount,916,CHI,21488.0,358,29,678,685,214,345,93.0,1363,10.0,20.0,4.0,8.0,3.0,4.0,6.0,12.0,10.0,19.0,,,,,,,,,,,26.0,51.0,,,9.0,61.0,680,5.0,10.0,,,3.0,13.0,7.0,10.0,,,3.0,17.0,44.0,8.0,,,6.0,,,,5.0,15.0,5.0,20.0,4.0,1.0,8.0,5.0,2.0,45.0,4.0,20.0,7.0,40.0,13.0,60,25.0,85,1.0,13.0,7.0,6.0,16.0,,9.0,4.0,2.0,7.0,2.0,20.0,3.0,4.0,37,61,4.0,,16.0,2.0,,9.0,,,11.0,8.0,1.0,2.0,11.0,7.0,17.0,214,11.0,0.8461538461538461,0.9565217391304348,,,,,,0.5098039215686274,0.5,0.7,0.5098039215686274,0.5,0.7,0.5258620689655172,0.5909090909090909,0.7083333333333334,,0.09803921568627451,0.2,0.08333333333333333,,9.948979591836736,0.8,0.2653061224489796,0.16877637130801687,0.07751937984496124,0.09090909090909091,0.08888888888888889,0.14968152866242038,0.07920792079207921,0.07352941176470588,0.08433734939759036,0.07476635514018691,0.08108108108108109,0.16901408450704225,0.2033898305084746,0.14953271028037382,0.10869565217391304,0.06451612903225806,0.05,0.6363636363636364,0.39215686274509803,0.5,0.625,0.7,0.23529411764705882,0.5,0.5454545454545454,1.0,0.37254901960784315,0.5263157894736842,0.5263157894736842,0.9,,,,,,,,,0.8,0.5,,,,0.4,0.75,,,,,0.39215686274509803,,0.4669117647058823,0.5658428571428571,0.43796,0.15517241379310345,0.15517241379310345,,0.21311475409836064,0.2786885245901639,9.127450980392156,,0.31563421828908556,,,,1.0,,,,5.0,0.05,0.125,0.25,,,,,,,,,True,,,
923,1610612741,Donyell Marshall,Donyell Marshall,923,CHI,43307.0,722,-42,1437,1435,421,535,186.0,2872,88.0,146.0,28.0,53.0,26.0,36.0,26.0,82.0,12.0,35.0,4.0,10.0,1.0,1.0,3.0,12.0,,,1.0,4.0,126.0,263.0,7.0,22.0,52.0,325.0,1498,30.0,65.0,1.0,3.0,15.0,78.0,33.0,57.0,2.0,5.0,28.0,100.0,172.0,80.0,21.0,,52.0,,12.0,3.0,20.0,38.0,6.0,44.0,4.0,2.0,23.0,7.0,8.0,94.0,6.0,60.0,25.0,82.0,23.0,130,70.0,200,6.0,26.0,21.0,5.0,24.0,2.0,15.0,20.0,1.0,9.0,3.0,44.0,3.0,14.0,38,78,2.0,9.0,70.0,10.0,,27.0,,13.0,25.0,13.0,3.0,9.0,26.0,12.0,100.0,421,9.0,0.6825396825396826,0.86,1.0,0.3181818181818182,0.3333333333333333,0.4,0.3181818181818182,0.4790874524714829,0.46153846153846156,0.5789473684210527,0.4789473684210526,0.4632352941176471,0.5806451612903226,0.5158730158730159,0.52,0.625,0.07719298245614035,0.07604562737642585,0.0684931506849315,0.10975609756097561,0.02857142857142857,21.509886159376872,0.5454545454545454,0.32857142857142857,0.16302186878727634,0.10380622837370242,0.15723270440251572,0.05660377358490566,0.16163141993957703,0.09649122807017543,0.12698412698412698,0.10638297872340426,0.07960199004975124,0.07228915662650602,0.16201117318435754,0.225,0.12745098039215685,0.1592920353982301,0.15217391304347827,0.045454545454545456,0.46153846153846156,0.512280701754386,0.6027397260273972,0.6470588235294118,0.6363636363636364,0.28771929824561404,0.3170731707317073,0.3561643835616438,0.6923076923076923,0.12280701754385964,0.34285714285714286,0.35294117647058826,1.0,0.03508771929824561,0.4,0.4,1.0,0.042105263157894736,0.25,0.25,1.0,0.7794117647058824,0.5283018867924528,,,,0.5806451612903226,0.7222222222222222,0.016129032258064516,1.0,0.06451612903225806,0.25,0.5894736842105263,0.25,0.5054528070175439,0.5381725806451612,0.504800806451613,0.08940397350993377,0.09642857142857143,,0.24,0.3076923076923077,5.059695817490494,24.45454545454545,0.2929714683368128,,,,4.0,1.0,1.0,,5.0,0.08888888888888889,,0.07142857142857142,3.0,1.0,3.0,1.0,0.04411764705882353,0.3333333333333333,1.0,,True,,,
2037,1610612741,Jamal Crawford,Jamal Crawford,2037,CHI,45413.0,757,-42,1476,1470,377,486,197.0,2946,35.0,65.0,2.0,7.0,13.0,18.0,26.0,64.0,50.0,111.0,1.0,8.0,,2.0,22.0,73.0,2.0,6.0,10.0,28.0,111.0,240.0,23.0,81.0,37.0,328.0,1543,5.0,15.0,2.0,6.0,2.0,18.0,33.0,66.0,10.0,30.0,13.0,109.0,52.0,170.0,45.0,24.0,,3.0,70.0,22.0,8.0,120.0,11.0,131.0,6.0,5.0,63.0,19.0,38.0,273.0,,8.0,18.0,38.0,2.0,58,8.0,66,2.0,32.0,17.0,15.0,42.0,8.0,24.0,21.0,3.0,18.0,2.0,63.0,3.0,21.0,27,58,,4.0,50.0,3.0,1.0,20.0,2.0,3.0,5.0,1.0,1.0,3.0,9.0,8.0,109.0,377,8.0,0.23423423423423423,0.23423423423423423,0.6521739130434783,0.2839506172839506,0.3333333333333333,0.3333333333333333,0.2948717948717949,0.4625,0.3333333333333333,0.5,0.4532710280373832,0.38095238095238093,0.5,0.478134110787172,0.4090909090909091,0.529126213592233,0.2523364485981308,0.03333333333333333,0.046153846153846156,0.046875,0.018018018018018018,23.742690058479532,0.6666666666666666,0.03389830508474576,0.07407407407407407,0.013201320132013201,0.10112359550561797,,0.08104196816208394,0.011428571428571429,0.016129032258064516,0.01507537688442211,0.00904977375565611,,0.05806451612903226,0.022222222222222223,0.11659192825112108,0.1,0.10416666666666667,0.011627906976744186,0.8888888888888888,0.20249221183800623,0.5384615384615384,0.5645161290322581,0.4,0.19937694704049844,0.40625,0.4262295081967213,0.07692307692307693,0.34579439252336447,0.45045045045045046,0.45871559633027525,0.2,0.024922118380062305,0.125,0.125,1.0,0.22741433021806853,0.3013698630136986,0.3055555555555556,0.6363636363636364,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.3333333333333333,1.0,0.1875,0.7222222222222222,0.020833333333333332,,0.2916666666666667,0.35714285714285715,0.45482866043613707,0.3142857142857143,0.46791624605678234,0.47124210526315796,0.4506263440860216,0.06470588235294118,0.07782101167315175,0.024096385542168676,0.054878048780487805,0.3323170731707317,11.149583333333332,26.897530864197527,0.255420054200542,1.0,0.012345679012345678,0.0136986301369863,,4.0,,,1.0,,,,,,,,,,,4.0,True,,,
2239,1610612741,Trenton Hassell,Trenton Hassell,2239,CHI,3709.0,62,-32,121,130,34,50,13.0,251,,1.0,,1.0,,,,2.0,2.0,7.0,,,,,,,,,,,2.0,10.0,,,4.0,8.0,135,,1.0,,,,,,3.0,,,,,4.0,,,,,,,,1.0,4.0,1.0,5.0,1.0,,4.0,,,11.0,,1.0,1.0,7.0,,8,1.0,9,,2.0,1.0,1.0,2.0,,2.0,1.0,,,1.0,3.0,,1.0,3,7,,,4.0,,,2.0,,,,,,,,,,34,1.0,1.0,1.0,,,,,,0.2,,,0.2,,,0.3333333333333333,,,,0.1,,,0.14285714285714285,10.94890510948905,0.6666666666666666,,0.14583333333333334,0.017241379310344827,0.0625,,0.125,0.015873015873015872,,0.045454545454545456,,,0.1,0.2,0.16666666666666666,0.07692307692307693,,,,0.1,,,,0.2,,,,0.7,0.2857142857142857,0.3333333333333333,1.0,,,,,,,,,1.0,,,,,,,,,,,0.1,,0.41076999999999997,0.5689,0.37020000000000003,0.16666666666666666,0.16666666666666666,,,,13.73,,0.2809917355371901,,,,,,,,,,,,,,,,,,,,True,,,
