EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked3s,BlockedCorner3,LongMidRangePctBlocked,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,3SecondViolations,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,on,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedArc3,Corner3PctBlocked,HeaveMakes
1501,1610612749,Tim Thomas,Tim Thomas,1501,MIL,29840.0,497,-57,935,934,135,174,103,1869,32.0,46.0,6.0,11.0,2.0,4.0,14.0,44.0,20.0,55.0,4.0,15.0,1.0,1.0,12.0,31.0,1.0,3.0,2.0,9.0,66.0,145.0,16.0,46.0,32.0,212.0,1017,8.0,19.0,1.0,3.0,1.0,20.0,10.0,20.0,3.0,10.0,5.0,34.0,76.0,56.0,48.0,10.0,2.0,29.0,12.0,6.0,12.0,8.0,20,5.0,3.0,7.0,1.0,4.0,48,1.0,17.0,1.0,15.0,46.0,6.0,67.0,19.0,86.0,3.0,13.0,3.0,10.0,12.0,3.0,8.0,16.0,1.0,4.0,5.0,28.0,1.0,4.0,29.0,48.0,3.0,7.0,40.0,3.0,2.0,17.0,1.0,2.0,6.0,3.0,3.0,6.0,3.0,1.0,34.0,135,2.0,0.5757575757575758,0.6229508196721312,1.0,0.34782608695652173,0.3333333333333333,0.3,0.36363636363636365,0.45517241379310347,0.42105263157894735,0.5,0.4712041884816754,0.4318181818181818,0.48333333333333334,0.5072115384615384,0.43478260869565216,0.5151515151515151,0.24083769633507854,0.041379310344827586,0.043478260869565216,0.09090909090909091,22.454804947668887,0.42857142857142855,0.2,0.037037037037037035,0.13105413105413105,0.048295454545454544,0.13274336283185842,0.011764705882352941,0.1314655172413793,0.041189931350114416,0.0963855421686747,0.02857142857142857,0.03875968992248062,0.01694915254237288,0.10752688172043011,0.1271186440677966,0.15,0.14285714285714285,0.1111111111111111,0.030612244897959183,0.5,0.24083769633507854,0.6956521739130435,0.7272727272727273,0.5,0.23036649214659685,0.3181818181818182,0.35,0.5,0.2879581151832461,0.36363636363636365,0.36363636363636365,0.75,0.07853403141361257,0.26666666666666666,0.26666666666666666,1.0,0.16230366492146597,0.3870967741935484,0.3870967741935484,1.0,0.5,0.5454545454545454,0.3333333333333333,0.13636363636363635,0.3333333333333333,1.0,0.13333333333333333,0.5,0.03333333333333333,1.0,0.3,0.2222222222222222,0.4816753926701571,0.41379310344827586,0.4716909574468085,0.5081473684210526,0.4518803571428572,0.08737864077669903,0.1069182389937107,0.02127659574468085,0.09433962264150944,0.16037735849056603,9.668275862068965,26.528260869565212,0.1443850267379679,,,,,,,,,,,,,,,,,,True,,,,,
1563,1610612749,Kevin Ollie,Kevin Ollie,1563,MIL,22974.0,383,26,684,687,113,158,92,1371,14.0,27.0,1.0,3.0,2.0,3.0,11.0,26.0,18.0,36.0,1.0,1.0,1.0,1.0,,1.0,,,,,43.0,89.0,1.0,2.0,18.0,107.0,737,5.0,7.0,,,,10.0,4.0,12.0,1.0,1.0,3.0,14.0,64.0,22.0,3.0,,,1.0,,6.0,38.0,22.0,60,17.0,5.0,13.0,12.0,13.0,142,1.0,2.0,,1.0,18.0,,19.0,3.0,22.0,,4.0,2.0,2.0,8.0,2.0,6.0,3.0,,2.0,,11.0,1.0,4.0,13.0,30.0,,1.0,28.0,2.0,,14.0,,1.0,,,,1.0,,,14.0,113,4.0,0.7441860465116279,0.7441860465116279,1.0,0.5,,1.0,0.5,0.48314606741573035,0.7142857142857143,0.3333333333333333,0.489010989010989,0.7142857142857143,0.4230769230769231,0.5144230769230769,0.7142857142857143,0.4375,0.02197802197802198,0.06741573033707865,0.1111111111111111,0.07692307692307693,14.52020202020202,0.7272727272727273,,,0.06593406593406594,0.008298755186721992,0.016129032258064516,0.013888888888888888,0.056716417910447764,0.009584664536741214,0.025974025974025976,,,0.01818181818181818,0.03529411764705882,0.08139534883720931,0.0784313725490196,,0.05,,,0.2967032967032967,0.5185185185185185,0.5833333333333334,0.7142857142857143,0.2857142857142857,0.4230769230769231,0.4583333333333333,0.45454545454545453,0.3956043956043956,0.5,0.5142857142857142,0.9444444444444444,0.01098901098901099,1.0,1.0,1.0,0.01098901098901099,,,,0.42857142857142855,0.3333333333333333,1.0,,,,0.23076923076923078,0.6666666666666666,0.07692307692307693,1.0,,,0.31868131868131866,,0.44496043956043957,0.42928571428571427,0.43244230769230774,0.13592233009708737,0.13861386138613863,,0.09345794392523364,0.1308411214953271,10.140449438202246,23.5,0.1652046783625731,1.0,1.0,0.027777777777777776,,,,,,,,,,,,,,,True,,,,,
193,1610612749,Anthony Mason,Anthony Mason,193,MIL,18933.0,316,-42,595,587,112,169,47,1182,14.0,25.0,2.0,2.0,3.0,5.0,14.0,31.0,2.0,7.0,,,,,,,,,,,30.0,63.0,,,9.0,69.0,629,2.0,2.0,,,,4.0,5.0,8.0,,,6.0,16.0,26.0,34.0,,4.0,,,,5.0,20.0,11.0,31,11.0,,7.0,7.0,6.0,73,,10.0,,19.0,50.0,11.0,80.0,10.0,90.0,,6.0,5.0,1.0,7.0,,2.0,5.0,1.0,5.0,1.0,12.0,1.0,1.0,12.0,25.0,5.0,3.0,13.0,2.0,,5.0,,3.0,1.0,,,1.0,1.0,4.0,16.0,112,4.0,0.43333333333333335,0.4642857142857143,,,,,,0.47619047619047616,1.0,0.625,0.47619047619047616,1.0,0.625,0.5,1.0,0.6666666666666666,,0.07936507936507936,0.2,,12.404287901990811,0.5833333333333334,0.5789473684210527,,0.2304147465437788,0.046296296296296294,0.24358974358974358,,0.23389830508474577,0.03759398496240601,0.018867924528301886,0.054945054945054944,0.05555555555555555,,0.29310344827586204,0.2054794520547945,0.20930232558139536,0.26,0.21428571428571427,,1.0,0.3968253968253968,0.56,0.7,0.5,0.49206349206349204,0.45161290322580644,0.45161290322580644,0.2857142857142857,0.1111111111111111,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,1.0,1.0,,,,,0.625,0.6,,,,,0.3968253968253968,,0.4407444444444445,0.46435,0.48072500000000007,0.07575757575757576,0.07575757575757576,,0.057971014492753624,0.2318840579710145,6.344444444444443,,0.18823529411764706,,,,1.0,,,,,,,,,,,,,,True,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,35003.0,583,-70,1088,1092,213,316,139,2180,28.0,46.0,9.0,14.0,5.0,8.0,14.0,43.0,21.0,57.0,13.0,24.0,,2.0,26.0,65.0,2.0,4.0,5.0,13.0,63.0,146.0,39.0,89.0,32.0,275.0,1229,13.0,21.0,6.0,10.0,8.0,52.0,10.0,26.0,5.0,15.0,12.0,47.0,78.0,48.0,102.0,18.0,,65.0,26.0,12.0,16.0,5.0,21,3.0,2.0,10.0,2.0,4.0,47,7.0,24.0,1.0,13.0,52.0,3.0,68.0,32.0,100.0,5.0,13.0,11.0,2.0,12.0,6.0,7.0,13.0,2.0,5.0,,25.0,4.0,4.0,14.0,30.0,1.0,4.0,43.0,6.0,1.0,20.0,,4.0,4.0,1.0,1.0,4.0,1.0,1.0,47.0,213,3.0,0.6190476190476191,0.7222222222222222,0.8717948717948718,0.43820224719101125,0.6,0.3333333333333333,0.43820224719101125,0.4315068493150685,0.6190476190476191,0.38461538461538464,0.5170212765957447,0.7096774193548387,0.4268292682926829,0.541501976284585,0.7428571428571429,0.5,0.37872340425531914,0.0821917808219178,0.1956521739130435,0.06976744186046512,22.24,0.48,0.075,0.02857142857142857,0.12682926829268293,0.060453400503778336,0.13,0.06422018348623854,0.12745098039215685,0.06126482213438735,0.05454545454545454,0.07194244604316546,0.05405405405405406,0.060240963855421686,0.07317073170731707,0.14173228346456693,0.15625,0.12307692307692308,0.14285714285714285,0.04132231404958678,0.25,0.19574468085106383,0.6086956521739131,0.7567567567567568,0.6071428571428571,0.1829787234042553,0.32558139534883723,0.35,0.5714285714285714,0.2425531914893617,0.3684210526315789,0.3684210526315789,0.6666666666666666,0.10212765957446808,0.5416666666666666,0.5416666666666666,0.9230769230769231,0.2765957446808511,0.4,0.4,0.8461538461538461,0.45161290322580644,0.6428571428571429,0.1111111111111111,0.12903225806451613,0.5,1.0,0.1951219512195122,0.625,0.04878048780487805,,0.3170731707317073,0.38461538461538464,0.574468085106383,0.4,0.49364,0.5251124999999999,0.47910609756097566,0.08032128514056225,0.125,,0.1890909090909091,0.1709090909090909,9.954109589041092,24.88988764044944,0.1957720588235294,,,,2.0,4.0,6.0,15.0,1.0,0.07692307692307693,0.1935483870967742,0.6666666666666666,0.75,,,,,,True,,,,,
679,1610612749,Jason Caffey,Jason Caffey,679,MIL,53674.0,895,-46,1668,1672,310,429,199,3340,73.0,128.0,14.0,31.0,10.0,17.0,32.0,82.0,8.0,38.0,,,,,,,,,,,113.0,248.0,,,69.0,295.0,1798,16.0,44.0,,,16.0,48.0,17.0,32.0,,,11.0,45.0,138.0,88.0,,22.0,,,,27.0,29.0,9.0,38,9.0,,16.0,7.0,6.0,85,15.0,51.0,2.0,19.0,76.0,13.0,108.0,68.0,176.0,7.0,19.0,11.0,8.0,21.0,5.0,12.0,35.0,5.0,9.0,7.0,56.0,6.0,4.0,48.0,122.0,9.0,13.0,106.0,14.0,,55.0,,5.0,15.0,7.0,7.0,15.0,12.0,5.0,45.0,310,13.0,0.6106194690265486,0.6764705882352942,,,,,,0.45564516129032256,0.36363636363636365,0.53125,0.45564516129032256,0.36363636363636365,0.53125,0.5017006802721088,0.4444444444444444,0.5769230769230769,,0.10887096774193548,0.1484375,0.08536585365853659,18.43075302790943,0.375,0.22413793103448276,0.037037037037037035,0.11875,0.08346972176759411,0.10734463276836158,0.09202453987730061,0.11627906976744186,0.08527131782945736,0.11515151515151516,0.06637168141592921,0.07727272727272727,0.058823529411764705,0.11290322580645161,0.11940298507462686,0.1225296442687747,0.15384615384615385,0.016666666666666666,0.06481481481481481,0.8,0.5161290322580645,0.5703125,0.6697247706422018,0.6712328767123288,0.33064516129032256,0.3902439024390244,0.4266666666666667,0.4375,0.1532258064516129,0.21052631578947367,0.21621621621621623,0.75,,,,,,,,,0.7045454545454546,0.45161290322580644,0.07142857142857142,,,,0.53125,0.5882352941176471,,,,,0.5161290322580645,,0.47935725806451607,0.4842342105263159,0.482375,0.1903114186851211,0.1903114186851211,,0.16271186440677965,0.15254237288135594,5.483870967741933,,0.18585131894484413,,,0.02631578947368421,1.0,,,,4.0,0.18181818181818182,,,,2.0,,,,,True,,,,,
208,1610612749,Sam Cassell,Sam Cassell,208,MIL,31462.0,524,-41,1006,1001,221,274,118,2007,14.0,25.0,,4.0,5.0,8.0,34.0,73.0,37.0,87.0,3.0,7.0,1.0,2.0,2.0,19.0,,2.0,,6.0,85.0,185.0,5.0,26.0,61.0,246.0,1068,5.0,19.0,1.0,3.0,1.0,14.0,26.0,52.0,1.0,8.0,23.0,78.0,40.0,130.0,15.0,2.0,,19.0,2.0,8.0,71.0,15.0,86,10.0,5.0,32.0,15.0,24.0,187,1.0,9.0,,19.0,42.0,1.0,62.0,10.0,72.0,2.0,20.0,8.0,12.0,24.0,1.0,16.0,18.0,6.0,8.0,4.0,42.0,,12.0,11.0,47.0,6.0,4.0,66.0,2.0,3.0,24.0,1.0,7.0,2.0,,2.0,2.0,1.0,2.0,78.0,221,6.0,0.23529411764705882,0.23809523809523808,1.0,0.19230769230769232,0.3333333333333333,0.125,0.19230769230769232,0.4594594594594595,0.2631578947368421,0.5,0.43838862559241704,0.29545454545454547,0.4583333333333333,0.5062240663900415,0.30434782608695654,0.5416666666666666,0.12322274881516587,0.043243243243243246,0.08,0.0273972602739726,24.73776223776224,0.5714285714285714,0.02857142857142857,,0.11023622047244094,0.023076923076923078,0.16964285714285715,0.011627906976744186,0.12373225152129817,0.02100840336134454,0.021505376344086023,0.0196078431372549,0.027777777777777776,0.016666666666666666,0.057692307692307696,0.14782608695652175,0.11728395061728394,0.1282051282051282,0.2647058823529412,0.01818181818181818,0.5,0.11848341232227488,0.56,0.6086956521739131,0.14285714285714285,0.3459715639810427,0.4657534246575342,0.4788732394366197,0.23529411764705882,0.41232227488151657,0.42528735632183906,0.4457831325301205,0.2702702702702703,0.03317535545023697,0.42857142857142855,0.42857142857142855,1.0,0.09004739336492891,0.10526315789473684,0.1111111111111111,1.0,0.18181818181818182,,,0.09090909090909091,,,0.13333333333333333,0.625,0.03333333333333333,0.5,0.1,,0.24170616113744076,0.10526315789473684,0.4456888625592415,0.4380583333333333,0.44051583333333333,0.10683760683760683,0.11594202898550725,0.037037037037037035,0.056910569105691054,0.3170731707317073,12.583783783783787,24.830769230769235,0.21968190854870775,,,0.04597701149425287,,1.0,1.0,,,,0.045454545454545456,1.0,1.0,,1.0,0.038461538461538464,0.05263157894736842,,True,,,,,
951,1610612749,Ray Allen,Ray Allen,951,MIL,26855.0,448,51,838,835,138,194,82,1673,24.0,43.0,3.0,3.0,3.0,6.0,25.0,47.0,16.0,37.0,7.0,18.0,3.0,4.0,24.0,54.0,3.0,4.0,3.0,12.0,65.0,127.0,31.0,72.0,36.0,259.0,853,5.0,6.0,4.0,6.0,2.0,24.0,9.0,20.0,6.0,16.0,8.0,44.0,48.0,82.0,66.0,4.0,2.0,52.0,24.0,11.0,39.0,13.0,52,4.0,9.0,22.0,9.0,8.0,117,,8.0,,14.0,43.0,1.0,58.0,8.0,66.0,2.0,14.0,9.0,5.0,19.0,12.0,13.0,22.0,1.0,6.0,1.0,41.0,,3.0,19.0,33.0,1.0,7.0,36.0,4.0,2.0,15.0,2.0,1.0,4.0,3.0,1.0,4.0,3.0,,44.0,138,1.0,0.36923076923076925,0.38095238095238093,0.7096774193548387,0.4305555555555556,0.6666666666666666,0.375,0.44285714285714284,0.5118110236220472,0.8333333333333334,0.45,0.5603015075376885,0.9166666666666666,0.5,0.6032863849765259,1.0,0.55,0.36180904522613067,0.08661417322834646,0.13953488372093023,0.0425531914893617,27.282491944146077,0.4634146341463415,0.03333333333333333,,0.13271604938271606,0.031007751937984496,0.14583333333333334,,0.1357142857142857,0.022988505747126436,0.02631578947368421,0.041237113402061855,0.023529411764705882,,0.10576923076923077,0.14018691588785046,0.1504424778761062,0.15,0.1388888888888889,0.022222222222222223,0.75,0.21608040201005024,0.5581395348837209,0.6486486486486487,0.3333333333333333,0.23618090452261306,0.5319148936170213,0.5555555555555556,0.32,0.18592964824120603,0.43243243243243246,0.47058823529411764,0.5,0.09045226130653267,0.3888888888888889,0.3888888888888889,0.8571428571428571,0.271356783919598,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.25,1.0,,0.3333333333333333,0.75,1.0,0.16666666666666666,0.5,0.1111111111111111,0.75,0.3333333333333333,0.25,0.5778894472361809,0.46153846153846156,0.5011380710659898,0.5351166666666667,0.5043588235294117,0.08018867924528301,0.10869565217391304,0.02702702702702703,0.09266409266409266,0.16988416988416988,8.718110236220474,26.05138888888889,0.16467780429594273,,,0.08108108108108109,,1.0,2.0,27.0,,,0.16666666666666666,0.5,,,,,,1.0,True,,,,,
2038,1610612749,Joel Przybilla,Joel Przybilla,2038,MIL,1462.0,24,12,44,47,8,12,10,91,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3,1.0,,1.0,,1.0,7,,3.0,,2.0,5.0,,7.0,3.0,10.0,,2.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,2.0,,1.0,,,,,,,2.0,2.0,,2.0,2.0,,,8,,,,,,,,,,,,,,,,,,,,,,1.8518518518518516,,,,0.2777777777777778,0.21428571428571427,0.4,,0.30434782608695654,0.14285714285714285,,,0.42857142857142855,,0.25,0.4,0.2222222222222222,0.3333333333333333,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18181818181818182,,,,,,,,,,,,,,,,,,True,,,,,
2409,1610612749,Marcus Haislip,Marcus Haislip,2409,MIL,3574.0,60,-22,111,109,27,34,17,220,5.0,7.0,2.0,2.0,2.0,2.0,2.0,7.0,,6.0,,,,,,,,,,,7.0,20.0,,,4.0,18.0,108,2.0,4.0,,,2.0,6.0,3.0,4.0,,,1.0,7.0,10.0,4.0,,4.0,,,,4.0,1.0,1.0,2,1.0,,1.0,,,5,2.0,3.0,,,4.0,1.0,5.0,5.0,10.0,1.0,,,,,,,1.0,,,,1.0,,,4.0,6.0,,1.0,6.0,,,3.0,,,3.0,1.0,1.0,3.0,,,7.0,27,,0.7142857142857143,1.0,,,,,,0.35,0.5,0.75,0.35,0.5,0.75,0.391304347826087,0.6,0.7,,0.2,0.2857142857142857,0.14285714285714285,18.46153846153846,,0.16666666666666666,,0.08163265306122448,0.061224489795918366,,0.14285714285714285,0.06779661016949153,0.07936507936507936,,0.08333333333333333,0.05263157894736842,0.2,0.07142857142857142,,0.13043478260869565,,,0.1111111111111111,,0.35,0.7142857142857143,1.0,0.6,0.35,0.2857142857142857,0.3333333333333333,1.0,0.3,,,,,,,,,,,,0.5,1.0,,,,,0.5,1.0,,,,,0.35,,0.44477500000000003,0.5348,0.440525,0.13043478260869565,0.13043478260869565,,0.3333333333333333,0.3888888888888889,8.41,,0.24324324324324326,,,0.16666666666666666,1.0,,,,,,,,,1.0,,,,,True,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,9399.0,157,5,299,297,42,46,41,596,10.0,15.0,7.0,9.0,2.0,2.0,2.0,6.0,3.0,3.0,,,,,,,,,,,15.0,24.0,,,6.0,36.0,308,7.0,11.0,,,4.0,18.0,3.0,3.0,,,4.0,10.0,16.0,14.0,,10.0,,,,,1.0,,1,,,,,1.0,2,2.0,11.0,1.0,3.0,19.0,3.0,25.0,14.0,39.0,1.0,4.0,3.0,1.0,4.0,,1.0,5.0,2.0,3.0,3.0,9.0,2.0,1.0,19.0,23.0,1.0,,8.0,2.0,,4.0,,1.0,13.0,8.0,5.0,13.0,7.0,3.0,10.0,42,2.0,0.5333333333333333,0.8,,,,,,0.625,0.6363636363636364,1.0,0.625,0.6363636363636364,1.0,0.6666666666666666,0.6923076923076923,1.0,,,,,10.285714285714286,0.4444444444444444,0.2727272727272727,0.07692307692307693,0.1450381679389313,0.09016393442622951,0.10714285714285714,0.07692307692307693,0.13836477987421383,0.08783783783783784,0.19230769230769232,0.047619047619047616,0.07407407407407407,0.1,0.08571428571428572,0.1111111111111111,0.2,0.13043478260869565,,0.1111111111111111,0.5384615384615384,0.625,0.6666666666666666,0.6666666666666666,0.4,0.25,0.3333333333333333,0.3333333333333333,0.5,0.125,1.0,1.0,1.0,,,,,,,,,0.8181818181818182,0.7777777777777778,0.2857142857142857,,,,0.6666666666666666,1.0,,,,,0.625,,0.5692833333333334,0.5649888888888889,0.5761,0.15384615384615385,0.15384615384615385,,0.5,0.2777777777777778,4.154166666666667,,0.14046822742474915,,,,,,,,,,,,,,,,,,True,,,,,
