EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,AtRimAssists,ShortMidRangeAssists,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,HeaveAttempts,ThreePtAssists,Arc3Assists,Corner3Assists,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,on,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffensiveGoaltends,Arc3PctBlocked,Clear Path Fouls
111,1610612748,LaPhonso Ellis,LaPhonso Ellis,111,MIA,7310.0,122,5.0,237,241,60,82,31,478,4.0,6,1.0,1.0,4.0,12.0,1.0,5,1.0,7.0,1.0,2.0,2.0,8.0,1.0,2.0,9,23,3.0,15.0,15.0,42,225,1.0,5,1.0,7.0,9.0,2.0,4.0,1.0,4.0,11.0,18.0,14.0,4.0,9.0,2.0,8.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,4.0,18,1.0,23,11.0,34,3.0,3.0,5.0,5.0,4.0,1.0,1.0,9.0,1.0,3.0,9,22,1.0,2.0,18.0,2.0,8.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,18.0,60,5.0,0.7777777777777778,0.875,1.0,0.2,0.25,0.2,0.391304347826087,0.2,0.5,0.35526315789473684,0.16666666666666666,0.4375,0.45652173913043476,0.45,0.6428571428571429,0.39473684210526316,0.043478260869565216,0.16666666666666666,20.37037037037037,0.5555555555555556,0.14285714285714285,0.19148936170212766,0.1125,0.16666666666666666,0.07692307692307693,0.1864406779661017,0.10377358490566038,0.06666666666666667,0.11538461538461539,0.1282051282051282,0.15384615384615385,0.13333333333333333,0.17391304347826086,0.24390243902439024,0.1111111111111111,0.3333333333333333,0.25,0.15789473684210525,0.6666666666666666,0.8,1.0,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.5,0.13157894736842105,0.2,0.2,1.0,0.18421052631578946,0.14285714285714285,0.14285714285714285,1.0,0.21052631578947367,0.25,0.25,1.0,0.16666666666666666,0.125,1.0,0.25,0.25,0.5,0.5526315789473685,0.25,0.5035539473684212,0.4423100000000001,0.49158125,0.18181818181818182,0.27586206896551724,0.21428571428571427,0.42857142857142855,8.126086956521739,24.153333333333332,0.25316455696202533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1735,1610612748,Vladimir Stepania,Vladimir Stepania,1735,MIA,21321.0,355,-46.0,647,641,137,174,82,1288,35.0,52,5.0,6.0,5.0,23.0,7.0,22,,,,,,,,,47,97,,,12.0,106,660,15.0,27,,7.0,37.0,6.0,11.0,,,6.0,18.0,58.0,36.0,,22.0,,,8.0,8.0,8.0,4.0,16.0,6.0,33.0,17.0,56,5.0,78,39.0,117,10.0,7.0,9.0,4.0,10.0,1.0,1.0,19.0,1.0,5.0,12,39,9.0,6.0,31.0,1.0,13.0,3.0,9.0,,,6.0,9.0,5.0,3.0,18.0,137,6.0,0.6170212765957447,0.8055555555555556,,,,,0.4845360824742268,0.5555555555555556,0.5454545454545454,0.4845360824742268,0.5555555555555556,0.5454545454545454,0.4732142857142857,0.5441176470588235,0.5294117647058824,,0.08247422680412371,0.1346153846153846,17.75067750677507,0.47368421052631576,0.19230769230769232,0.22857142857142856,0.12692307692307692,0.23943661971830985,0.11764705882352941,0.2310126582278481,0.12540192926045016,0.16071428571428573,0.1746031746031746,0.09219858156028368,0.07692307692307693,0.2,0.24719101123595505,0.23076923076923078,0.25925925925925924,0.17647058823529413,0.5555555555555556,0.5360824742268041,0.6730769230769231,0.7777777777777778,0.5714285714285714,0.23711340206185566,0.21739130434782608,0.22727272727272727,0.6,0.2268041237113402,0.3181818181818182,0.3181818181818182,0.8571428571428571,,,,,,,,,,0.5454545454545454,0.8333333333333334,,,,0.5360824742268041,,0.4817484536082474,0.5000416666666667,0.4923727272727273,0.11926605504587157,0.11926605504587157,0.3490566037735849,0.16981132075471697,6.213402061855669,,0.2117465224111283,13.0,23.0,3.0,1.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,0.043478260869565216,0.13157894736842105,0.047619047619047616,0.8518518518518519,0.5652173913043478,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,54809.0,913,-138.0,1728,1740,352,451,202,3468,32.0,57,7.0,9.0,10.0,25.0,41.0,143,,,,,,8.0,,6.0,83,225,,8.0,33.0,199,1788,2.0,12,,2.0,6.0,17.0,41.0,,6.0,13.0,47.0,84.0,82.0,,,5.0,,13.0,170.0,203.0,75.0,439.0,2.0,10.0,8.0,60,3.0,71,12.0,83,45.0,28.0,49.0,40.0,32.0,1.0,4.0,81.0,4.0,17.0,23,70,2.0,6.0,50.0,4.0,20.0,7.0,5.0,,,1.0,5.0,4.0,,47.0,352,6.0,0.5060240963855421,0.5060240963855421,,,,,0.3688888888888889,0.16666666666666666,0.4146341463414634,0.3562231759656652,0.16666666666666666,0.3617021276595745,0.388671875,0.2,0.41964285714285715,0.034334763948497854,0.057777777777777775,0.15789473684210525,17.255504352278546,0.6049382716049383,0.046875,0.09448818897637795,0.014025245441795231,0.05,0.01680672268907563,0.08553459119496855,0.014423076923076924,0.006097560975609756,0.017045454545454544,0.0160857908847185,,0.09375,0.0779816513761468,0.10894941634241245,0.04918032786885246,0.05263157894736842,0.8,0.2446351931330472,0.5614035087719298,0.6666666666666666,0.40625,0.1072961373390558,0.4,0.43478260869565216,0.2,0.6137339055793991,0.2867132867132867,0.2907801418439716,0.6585365853658537,,,,,0.034334763948497854,,,,,0.19148936170212766,0.7777777777777778,,0.1276595744680851,,0.27896995708154504,,0.44884824561403514,0.4245166666666667,0.42742500000000005,0.08032128514056225,0.08298755186721991,0.03015075376884422,0.23618090452261306,12.645333333333335,47.25,0.2037037037037037,1.0,3.0,74.0,21.0,5.0,17.0,17.0,9.0,2.0,,,0.08,0.025,0.038461538461538464,0.25,0.3333333333333333,3.0,33.0,16.0,17.0,2.0,0.013986013986013986,,,,,,,,,,,,,,,,,,,,True,,,,,,
2067,1610612748,Eddie House,Eddie House,2067,MIA,13269.0,221,,426,438,117,176,50,864,10.0,14,3.0,4.0,6.0,13.0,19.0,59,4.0,12.0,,4.0,4.0,14.0,1.0,5.0,35,86,8.0,26.0,9.0,103,407,2.0,7,2.0,,7.0,10.0,23.0,1.0,9.0,2.0,25.0,58.0,12.0,21.0,,14.0,4.0,3.0,22.0,25.0,10.0,53.0,2.0,3.0,5.0,16,,21,5.0,26,11.0,8.0,5.0,3.0,5.0,1.0,,10.0,1.0,3.0,4,11,,1.0,10.0,,4.0,1.0,,,,,,,1.0,25.0,117,1.0,0.8285714285714286,0.8285714285714286,0.875,0.3076923076923077,0.1111111111111111,0.3076923076923077,0.4069767441860465,0.2857142857142857,0.43478260869565216,0.41964285714285715,0.3888888888888889,0.359375,0.44017094017094016,0.3888888888888889,0.3787878787878788,0.23214285714285715,0.03488372093023256,0.14285714285714285,26.29399585921325,0.5,,0.09937888198757763,0.016483516483516484,0.11904761904761904,0.05,0.10344827586206896,0.02252252252252252,0.05,,0.009615384615384616,0.06666666666666667,0.021739130434782608,0.03508771929824561,0.22413793103448276,0.12121212121212122,0.1111111111111111,,0.125,0.7142857142857143,0.8333333333333334,0.8,0.11607142857142858,0.46153846153846156,0.5,0.6666666666666666,0.5267857142857143,0.3220338983050847,0.3220338983050847,0.8947368421052632,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.125,0.2857142857142857,0.2857142857142857,0.75,,0.125,0.75,0.125,0.15625,0.2,0.35714285714285715,0.2857142857142857,0.47097612612612605,0.45154285714285713,0.4626790322580645,0.034482758620689655,0.044444444444444446,0.06796116504854369,0.24271844660194175,14.531395348837208,25.00384615384616,0.2746478873239437,1.0,1.0,9.0,3.0,1.0,3.0,3.0,2.0,,,,0.07692307692307693,0.04,0.015384615384615385,0.1111111111111111,1.0,,3.0,,3.0,,,1.0,2.0,1.0,3.0,0.5,1.0,0.2222222222222222,0.5,1.0,,,,,,,,,,,True,,,,,,
2229,1610612748,Mike James,Mike James,2229,MIA,13487.0,225,-4.0,411,406,93,108,59,817,14.0,22,1.0,4.0,2.0,6.0,5.0,20,2.0,5.0,,,2.0,14.0,1.0,4.0,21,48,4.0,19.0,14.0,68,408,3.0,4,,2.0,8.0,5.0,13.0,1.0,4.0,1.0,14.0,16.0,26.0,12.0,,14.0,2.0,5.0,15.0,19.0,12.0,42.0,,2.0,5.0,8,3.0,16,2.0,18,7.0,3.0,3.0,2.0,7.0,,,10.0,1.0,2.0,2,19,1.0,5.0,22.0,,8.0,2.0,,,,,,,,14.0,93,1.0,0.38095238095238093,0.38095238095238093,1.0,0.21052631578947367,0.25,0.21052631578947367,0.4375,0.75,0.38461538461538464,0.40298507462686567,0.75,0.38235294117647056,0.43506493506493504,0.8,0.3684210526315789,0.2835820895522388,0.10416666666666667,0.13636363636363635,18.27731092436975,0.3,0.21428571428571427,0.05228758169934641,0.011976047904191617,0.125,,0.06735751295336788,0.01,,,0.02197802197802198,,0.08823529411764706,0.017543859649122806,0.06451612903225806,0.10344827586206896,0.18181818181818182,,0.3283582089552239,0.6363636363636364,0.7368421052631579,0.35714285714285715,0.08955223880597014,0.3333333333333333,0.5,,0.29850746268656714,0.25,0.25,0.6,0.07462686567164178,0.4,0.4,1.0,0.208955223880597,0.14285714285714285,0.14285714285714285,1.0,,0.23529411764705882,0.25,,0.23529411764705882,0.25,0.6119402985074627,0.14285714285714285,0.5103992537313433,0.45145,0.4613764705882352,0.10666666666666667,0.14285714285714285,0.11764705882352941,0.20588235294117646,9.220833333333333,24.726315789473688,0.22627737226277372,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,,,,0.3333333333333333,,0.027777777777777776,0.5,1.0,,4.0,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,True,,,,,,
2406,1610612748,Caron Butler,Caron Butler,2406,MIA,40980.0,683,-143.0,1294,1305,242,313,152,2599,57.0,99,11.0,19.0,11.0,45.0,40.0,95,4.0,8.0,,,11.0,26.0,6.0,10.0,108,239,15.0,34.0,86.0,347,1390,17.0,31,,17.0,51.0,23.0,42.0,6.0,10.0,40.0,104.0,118.0,98.0,36.0,16.0,24.0,11.0,26.0,50.0,61.0,22.0,133.0,3.0,20.0,10.0,47,4.0,61,23.0,84,43.0,26.0,25.0,15.0,21.0,5.0,4.0,46.0,3.0,10.0,27,60,,8.0,102.0,7.0,33.0,14.0,11.0,,,8.0,11.0,4.0,,104.0,242,6.0,0.5462962962962963,0.59,0.8,0.4411764705882353,0.6,0.46875,0.45188284518828453,0.5483870967741935,0.5476190476190477,0.47802197802197804,0.5483870967741935,0.6153846153846154,0.5396825396825397,0.6538461538461539,0.7083333333333334,0.12454212454212454,0.1087866108786611,0.1717171717171717,24.6922024623803,0.5434782608695652,0.08888888888888889,0.10375275938189846,0.03636363636363636,0.08695652173913043,0.0410958904109589,0.10035211267605634,0.03691813804173355,0.04477611940298507,0.03597122302158273,0.032490974729241874,0.038461538461538464,0.10619469026548672,0.08333333333333333,0.11956521739130435,0.06593406593406594,0.16666666666666666,0.36363636363636365,0.3626373626373626,0.5757575757575758,0.6951219512195121,0.5263157894736842,0.16483516483516483,0.24444444444444444,0.2972972972972973,0.2727272727272727,0.34798534798534797,0.42105263157894735,0.425531914893617,0.65,0.029304029304029304,0.5,0.5,1.0,0.09523809523809523,0.4230769230769231,0.4230769230769231,0.7272727272727273,,0.36538461538461536,0.5789473684210527,,0.19230769230769232,0.6,0.48717948717948717,0.4583333333333333,0.49694351851851837,0.47709599999999996,0.493356862745098,0.11627906976744186,0.12452830188679245,0.14697406340057637,0.29971181556195964,9.130543933054394,26.205882352941178,0.18701700154559506,11.0,17.0,21.0,7.0,5.0,17.0,4.0,10.0,1.0,1.0,,0.17777777777777778,0.0425531914893617,0.04132231404958678,0.5483870967741935,0.6470588235294118,2.0,11.0,6.0,5.0,2.0,0.010526315789473684,,,,9.0,,0.18181818181818182,,,,9.0,2.0,0.05555555555555555,,,,,,,,True,,,,,,
2446,1610612748,Rasual Butler,Rasual Butler,2446,MIA,28158.0,469,-114.0,895,902,170,198,104,1797,19.0,32,3.0,4.0,7.0,22.0,25.0,61,11.0,23.0,,4.0,13.0,38.0,2.0,6.0,51,115,24.0,61.0,28.0,202,935,8.0,15,2.0,1.0,17.0,7.0,14.0,4.0,10.0,12.0,38.0,46.0,56.0,63.0,4.0,38.0,13.0,6.0,28.0,32.0,15.0,68.0,1.0,8.0,8.0,23,9.0,40,9.0,49,11.0,7.0,19.0,11.0,11.0,1.0,4.0,30.0,,4.0,15,27,,3.0,37.0,2.0,15.0,4.0,14.0,2.0,2.0,9.0,16.0,12.0,1.0,38.0,170,2.0,0.45098039215686275,0.46938775510204084,0.875,0.39344262295081966,0.4,0.39344262295081966,0.4434782608695652,0.5333333333333333,0.5,0.4943181818181818,0.47058823529411764,0.5416666666666666,0.5207253886010362,0.4722222222222222,0.6129032258064516,0.3465909090909091,0.05217391304347826,0.1875,21.992110453648912,0.6333333333333333,0.24324324324324326,0.06686046511627906,0.021798365122615803,0.0898876404494382,0.015151515151515152,0.07159353348729793,0.020785219399538105,0.03529411764705882,,0.027472527472527472,,0.05319148936170213,0.05714285714285714,0.08275862068965517,0.09090909090909091,0.08695652173913043,0.75,0.18181818181818182,0.59375,0.7307692307692307,0.6842105263157895,0.125,0.3181818181818182,0.3181818181818182,0.2857142857142857,0.3465909090909091,0.4098360655737705,0.4098360655737705,0.32,0.13068181818181818,0.4782608695652174,0.4782608695652174,0.9090909090909091,0.2159090909090909,0.34210526315789475,0.34210526315789475,0.8461538461538461,,0.16666666666666666,0.75,0.16666666666666666,0.25,0.3333333333333333,0.5284090909090909,0.34210526315789475,0.48740857142857147,0.46158437500000005,0.4918695652173913,0.07936507936507936,0.1171875,0.08415841584158416,0.18811881188118812,11.573043478260871,24.468852459016393,0.18994413407821228,3.0,4.0,8.0,5.0,1.0,4.0,1.0,8.0,1.0,,,,0.022727272727272728,0.010526315789473684,0.23529411764705882,0.75,,4.0,3.0,1.0,4.0,,,2.0,,9.0,,,0.11764705882352941,,,1.0,,,2.0,0.5,,,,,,True,,,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,10971.0,183,-2.0,338,340,66,74,36,678,10.0,19,,2.0,5.0,13.0,13.0,27,8.0,14.0,1.0,3.0,5.0,16.0,,3.0,28,59,13.0,30.0,21.0,116,339,1.0,6,2.0,1.0,6.0,1.0,10.0,1.0,6.0,6.0,11.0,26.0,30.0,39.0,2.0,16.0,5.0,2.0,14.0,15.0,8.0,31.0,1.0,5.0,5.0,13,2.0,20,6.0,26,6.0,4.0,4.0,2.0,1.0,,,5.0,,1.0,5,9,1.0,1.0,26.0,1.0,8.0,4.0,,,,,,,,11.0,66,,0.4642857142857143,0.48148148148148145,1.0,0.43333333333333335,0.16666666666666666,0.43333333333333335,0.4745762711864407,0.16666666666666666,0.1,0.5337078651685393,0.3125,0.15625,0.565,0.3125,0.275,0.33707865168539325,0.03389830508474576,0.10526315789473684,27.851458885941643,0.8,0.2222222222222222,0.09701492537313433,0.03759398496240601,0.18518518518518517,0.043478260869565216,0.11180124223602485,0.038461538461538464,,0.03333333333333333,0.05405405405405406,0.125,0.06060606060606061,0.09433962264150944,0.125,0.2,0.14285714285714285,,0.21348314606741572,0.5263157894736842,0.5882352941176471,0.5,0.14606741573033707,0.38461538461538464,0.38461538461538464,0.4,0.30337078651685395,0.48148148148148145,0.48148148148148145,0.46153846153846156,0.15730337078651685,0.5714285714285714,0.5714285714285714,1.0,0.1797752808988764,0.3125,0.3125,1.0,0.125,0.125,,0.1875,0.1875,,0.550561797752809,0.3125,0.4982662921348315,0.52630625,0.48609375,0.08333333333333333,0.12121212121212122,0.05172413793103448,0.09482758620689655,10.844067796610169,24.263333333333332,0.1952662721893491,1.0,5.0,4.0,2.0,2.0,2.0,,2.0,,,,,,0.044444444444444446,0.625,0.2,,1.0,1.0,,,,,1.0,1.0,,0.5,,0.125,,,3.0,,,1.0,0.3333333333333333,1.0,1.0,1.0,,,True,,,,,,
2253,1610612748,Sean Lampley,Sean Lampley,2253,MIA,6398.0,107,-24.0,206,204,63,71,23,410,7.0,11,3.0,4.0,4.0,6.0,,2,,,,,,1.0,,1.0,11,19,,1.0,15.0,37,203,3.0,3,1.0,,6.0,5.0,8.0,,1.0,7.0,17.0,12.0,10.0,,4.0,1.0,,5.0,10.0,10.0,4.0,20.0,1.0,4.0,3.0,18,4.0,25,5.0,30,1.0,,4.0,3.0,,,,4.0,1.0,1.0,3,11,2.0,,20.0,,10.0,,1.0,,,,1.0,1.0,,17.0,63,1.0,0.5454545454545454,0.6666666666666666,,,,,0.5789473684210527,1.0,0.625,0.55,0.75,0.5555555555555556,0.6166666666666667,0.6,0.6071428571428571,0.05,0.2631578947368421,0.36363636363636365,14.782608695652176,1.0,0.4444444444444444,0.26865671641791045,0.04819277108433735,0.14285714285714285,0.09090909090909091,0.23863636363636365,0.05319148936170213,0.043478260869565216,0.05555555555555555,0.047619047619047616,0.3333333333333333,0.1875,0.2222222222222222,0.3333333333333333,0.125,0.2,1.0,0.55,0.6363636363636364,1.0,0.7142857142857143,0.3,0.6666666666666666,0.8,0.25,0.1,,,,,,,,0.05,,,,,0.4444444444444444,0.75,,0.1111111111111111,,0.6,,0.4783925,0.47268333333333334,0.4894611111111112,0.3333333333333333,0.3448275862068966,0.16216216216216217,0.4594594594594595,5.057894736842106,24.3,0.3058252427184466,2.0,2.0,5.0,1.0,,1.0,,1.0,1.0,,,0.16666666666666666,,,0.5,1.0,,,,,,,,1.0,,,,,0.25,,,,,,,,,,,,,True,,,,,,
1752,1610612748,Sean Marks,Sean Marks,1752,MIA,1894.0,32,-12.0,67,65,20,34,4,132,,3,,1.0,1.0,1.0,1.0,5,,,,,,,,,2,9,,,2.0,6,65,1.0,1,,,2.0,1.0,2.0,,,,2.0,2.0,2.0,,,,,2.0,,,,,,1.0,1.0,6,1.0,8,1.0,9,,,3.0,,1.0,,1.0,4.0,1.0,1.0,2,8,2.0,,2.0,,1.0,,,,,,,,,2.0,20,3.0,0.5,0.5,,,,,0.2222222222222222,1.0,0.5,0.2222222222222222,1.0,0.5,0.3,1.0,0.5,,0.2222222222222222,0.6666666666666666,19.444444444444446,0.75,0.16666666666666666,0.2857142857142857,0.037037037037037035,0.1,,0.22580645161290322,0.03225806451612903,,0.125,,,0.42857142857142855,0.4,0.1111111111111111,0.14285714285714285,,,0.3333333333333333,,,,0.1111111111111111,1.0,1.0,,0.5555555555555556,0.2,0.2,1.0,,,,,,,,,,0.5,,,,,0.3333333333333333,,0.45130000000000003,0.3851,0.4791,0.1,0.1,0.3333333333333333,0.3333333333333333,11.488888888888889,,0.29850746268656714,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
