EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PtsAssisted2s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,Arc3Assists,AtRimAssists,ShortMidRangeAssists,DefThreePtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyPointsPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,OffThreePtRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,DefensiveGoaltends,OffCorner3ReboundPct,PtsUnassisted3s,SecondChanceAtRimPctAssisted,FTOffRebounds,3SecondViolations,LongMidRangePctBlocked,OffFTReboundPct,HeaveAttempts,BlockedLongMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Blocked3s,BlockedArc3,OffensiveGoaltends,BlockedCorner3,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
1542,1610612760,Predrag Drobnjak,Predrag Drobnjak,1542,SEA,1963.0,33,-22,62,60,32.0,21.0,8.0,122,3.0,2.0,1.0,1.0,1.0,7.0,1,11,1.0,3,71,3.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1,1,2.0,3,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,32.0,1.0,1.0,0.09090909090909091,0.09090909090909091,0.125,17.39130434782609,0.058823529411764705,0.06451612903225806,0.038461538461538464,0.06060606060606061,0.1111111111111111,0.058823529411764705,0.125,0.2727272727272727,0.09090909090909091,0.6363636363636364,0.14285714285714285,0.14285714285714285,1.0,0.6666666666666666,0.2,0.2727272727272727,0.4213727272727273,0.46069999999999994,0.39022,0.08333333333333333,0.08333333333333333,12.20909090909091,0.5161290322580645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1563,1610612760,Kevin Ollie,Kevin Ollie,1563,SEA,5365.0,89,15,166,166,55.0,74.0,23.0,332,8.0,1.0,1.0,3.0,6.0,10.0,9,21,11.0,29,162,1.0,4.0,14.0,9.0,4.0,13.0,1.0,5.0,30.0,1.0,7,14,1.0,15,5.0,5.0,3.0,7.0,12.0,3.0,1.0,1.0,1.0,55.0,0.7777777777777778,0.7777777777777778,0.42857142857142855,0.42857142857142855,0.5370370370370371,15.97938144329897,0.11475409836065574,0.016666666666666666,0.13953488372093023,0.011764705882352941,,,0.16,0.38095238095238093,0.14285714285714285,0.47619047619047616,0.6,0.6,0.8333333333333334,1.0,0.25,0.38095238095238093,0.4459809523809524,0.3837,0.39075,0.125,0.125,9.89047619047619,0.3313253012048193,3.0,1.0,8.0,10.0,4.0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,10.0,1.0,0.25,0.25,0.625,0.09523809523809523,0.25,0.5,0.3333333333333333,0.2,0.058823529411764705,0.1875,0.17647058823529413,0.25,0.375,0.5,0.6666666666666666,0.3448275862068966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,17791.0,297,-19,538,544,124.0,138.0,65.0,1082,24.0,4.0,7.0,33.0,11.0,33.0,37,90,30.0,122,557,8.0,18.0,44.0,14.0,2.0,16.0,,6.0,34.0,11.0,20,35,12.0,47,10.0,6.0,9.0,23.0,38.0,14.0,3.0,2.0,3.0,124.0,0.5945945945945946,0.6470588235294118,0.4111111111111111,0.42201834862385323,0.488,23.026315789473685,0.09259259259259259,0.05188679245283019,0.11636363636363636,0.04743083003952569,0.06779661016949153,0.053763440860215055,0.13186813186813187,0.22018348623853212,0.30275229357798167,0.30275229357798167,0.3333333333333333,0.3333333333333333,0.9090909090909091,0.4,0.35,0.3944954128440367,0.4515160550458716,0.50919,0.469285,0.11666666666666667,0.13861386138613863,10.136666666666668,0.23048327137546468,12.0,7.0,9.0,29.0,30.0,8.0,2.0,5.0,3.0,12.0,3.0,7.0,1.0,5.0,8.0,2.0,15.0,1.0,3.0,5.0,5.0,29.0,1.0,0.3888888888888889,0.5,0.58,0.08888888888888889,0.16666666666666666,0.4666666666666667,0.16666666666666666,0.2033898305084746,0.03333333333333333,0.07936507936507936,0.21428571428571427,0.17647058823529413,0.5,0.6,0.4166666666666667,0.23770491803278687,2.0,5.0,14.0,2.0,7.0,1.0,1.0,1.0,4.0,12.0,1.0,1.0,1.0,1.0,6.0,19.0,5.0,1.0,2.0,5.0,18.0,2.0,2.0,18.0,6.0,12.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.3157894736842105,0.5,1.0,0.3157894736842105,0.625,0.65,0.6923076923076923,0.1743119266055046,0.12121212121212122,0.024390243902439025,0.034482758620689655,0.04838709677419355,0.05263157894736842,0.3333333333333333,0.42424242424242425,0.4827586206896552,0.5,0.06422018348623854,0.2857142857142857,0.2857142857142857,1.0,0.11009174311926606,0.3333333333333333,0.3333333333333333,1.0,0.5,0.1,0.1,1.0,1.0,0.7142857142857143,0.05,1.0,0.05,1.0,0.3333333333333333,0.14754098360655737,24.610526315789475,,,,,,,,,,,,,,,,True,,,,,,,,,
1916,1610612760,Calvin Booth,Calvin Booth,1916,SEA,34516.0,575,24,1048,1046,258.0,303.0,133.0,2094,41.0,19.0,9.0,28.0,15.0,48.0,52,117,34.0,138,1033,29.0,27.0,80.0,9.0,3.0,12.0,1.0,7.0,27.0,29.0,62,77,32.0,109,10.0,9.0,43.0,74.0,47.0,23.0,33.0,20.0,33.0,258.0,0.7692307692307693,0.8888888888888888,0.4444444444444444,0.4369747899159664,0.4859154929577465,13.57615894039735,0.14797136038186157,0.06682027649769585,0.13518518518518519,0.061895551257253385,0.08928571428571429,0.04975124378109453,0.14606741573033707,0.3445378151260504,0.23529411764705882,0.40336134453781514,0.3125,0.3125,1.0,0.6551724137931034,0.32142857142857145,0.36134453781512604,0.44305168067226897,0.4917035714285714,0.4572821428571429,0.16312056737588654,0.16546762589928057,9.635897435897435,0.24618320610687022,22.0,13.0,7.0,33.0,24.0,8.0,2.0,1.0,1.0,11.0,4.0,13.0,2.0,6.0,9.0,7.0,22.0,5.0,2.0,3.0,1.0,33.0,7.0,0.48148148148148145,0.4642857142857143,0.515625,0.06837606837606838,0.0975609756097561,0.5909090909090909,0.10526315789473684,0.09090909090909091,0.0743801652892562,0.1565217391304348,0.10227272727272728,0.06060606060606061,0.5365853658536586,0.5945945945945946,0.6818181818181818,0.2391304347826087,7.0,5.0,15.0,,,,,,,2.0,,,,1.0,,2.0,11.0,,,8.0,30.0,,1.0,,14.0,2.0,,3.0,3.0,1.0,3.0,1.0,3.0,1.0,,13.0,21.0,7.0,,,,,,0.3793103448275862,0.3793103448275862,0.4411764705882353,0.01680672268907563,0.14285714285714285,0.03614457831325301,0.034482758620689655,0.14285714285714285,0.05172413793103448,0.6363636363636364,0.5357142857142857,0.625,0.6666666666666666,,,,,0.01680672268907563,,,,0.3684210526315789,,,,,0.5555555555555556,,,0.03571428571428571,,,0.21739130434782608,24.7,3.0,0.04,,,,,,,,,,,,,,True,,,,,,,,,
699,1610612760,Brent Barry,Brent Barry,699,SEA,12960.0,216,-15,397,400,76.0,103.0,36.0,797,19.0,6.0,1.0,2.0,2.0,7.0,14,28,10.0,86,420,8.0,3.0,12.0,20.0,6.0,26.0,2.0,7.0,58.0,4.0,16,23,6.0,29,7.0,6.0,5.0,15.0,15.0,5.0,1.0,1.0,1.0,76.0,0.42857142857142855,0.6666666666666666,0.5,0.6909090909090909,0.6885245901639344,15.80135440180587,0.11188811188811189,0.025974025974025976,0.11229946524064172,0.031914893617021274,0.044444444444444446,0.015625,0.1864406779661017,0.34545454545454546,0.03636363636363636,0.12727272727272726,0.2857142857142857,0.2857142857142857,1.0,0.6666666666666666,0.1111111111111111,0.8363636363636363,0.5338036363636364,0.52393125,0.48282777777777786,0.0847457627118644,0.15625,6.078571428571429,0.19143576826196473,11.0,1.0,3.0,14.0,16.0,5.0,4.0,6.0,7.0,5.0,2.0,4.0,2.0,3.0,5.0,1.0,9.0,,3.0,3.0,2.0,14.0,1.0,0.3333333333333333,0.6111111111111112,0.5909090909090909,0.17857142857142858,0.21052631578947367,0.4444444444444444,0.15384615384615385,0.11363636363636363,0.022222222222222223,0.05405405405405406,0.13333333333333333,0.07142857142857142,0.5789473684210527,0.7333333333333333,0.36363636363636365,0.16279069767441862,6.0,,1.0,4.0,5.0,,1.0,2.0,12.0,22.0,,1.0,2.0,4.0,16.0,27.0,6.0,,1.0,,12.0,3.0,6.0,45.0,10.0,22.0,12.0,2.0,,1.0,,,,1.0,2.0,,1.0,,0.9375,0.5925925925925926,,0.5,0.5925925925925926,0.75,0.6666666666666666,0.6666666666666666,0.4909090909090909,0.5,0.058823529411764705,0.07142857142857142,0.06382978723404255,,1.0,0.5,1.0,,0.09090909090909091,0.8,0.8,1.0,0.4,0.5454545454545454,0.5454545454545454,0.9166666666666666,1.0,,0.1111111111111111,,,,0.2222222222222222,0.5,0.4444444444444444,0.5,0.5454545454545454,0.13953488372093023,25.13703703703703,,,3.0,0.16666666666666666,,,,,,,,,,,,True,,,,,,,,,
1738,1610612760,Ansu Sesay,Ansu Sesay,1738,SEA,7596.0,127,-6,230,227,57.0,75.0,34.0,457,16.0,7.0,4.0,4.0,,9.0,7,29,2.0,16,213,10.0,9.0,8.0,8.0,2.0,10.0,1.0,5.0,22.0,12.0,13,17,13.0,30,3.0,2.0,8.0,17.0,4.0,1.0,1.0,1.0,1.0,57.0,0.5714285714285714,0.8,0.2413793103448276,0.2413793103448276,0.25806451612903225,13.91941391941392,0.13131313131313133,0.10256410256410256,0.10743801652892562,0.09448818897637795,0.06666666666666667,0.12727272727272726,0.15555555555555556,0.5517241379310345,0.13793103448275862,0.3103448275862069,,,,0.7,0.4444444444444444,0.5517241379310345,0.5035206896551724,0.53654,0.4981333333333333,0.03333333333333333,0.03333333333333333,7.410344827586208,0.24782608695652175,6.0,4.0,1.0,9.0,6.0,5.0,1.0,2.0,1.0,,4.0,3.0,1.0,2.0,4.0,1.0,7.0,,1.0,,1.0,9.0,2.0,0.4444444444444444,0.4444444444444444,0.45,0.1724137931034483,0.1875,0.42857142857142855,0.4,,0.09375,0.08,,,0.375,0.46153846153846156,0.5,0.5625,2.0,3.0,1.0,,,,,,,,,,,,,,2.0,,,,4.0,,,,4.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,1.0,,,,,,0.2,0.2,0.2,,0.25,,,0.13793103448275862,0.058823529411764705,,0.25,0.3333333333333333,1.0,,,,,,,,,0.2857142857142857,,,,,0.75,,,,,,0.25,,,,,,1.0,1.0,0.1111111111111111,0.16666666666666666,,,,,,,,True,,,,,,,,,
2046,1610612760,Desmond Mason,Desmond Mason,2046,SEA,24456.0,408,54,735,727,173.0,168.0,96.0,1462,32.0,11.0,5.0,35.0,34.0,87.0,72,154,23.0,173,693,25.0,27.0,90.0,16.0,10.0,26.0,3.0,8.0,62.0,12.0,44,58,18.0,76,11.0,6.0,11.0,26.0,30.0,11.0,3.0,1.0,3.0,173.0,0.625,0.6617647058823529,0.4675324675324675,0.4573170731707317,0.4857142857142857,22.887323943661972,0.1437908496732026,0.038834951456310676,0.13367609254498714,0.04507042253521127,,0.05333333333333334,0.13533834586466165,0.1951219512195122,0.21341463414634146,0.5304878048780488,0.39080459770114945,0.39080459770114945,0.7058823529411765,0.4230769230769231,0.1724137931034483,0.25609756097560976,0.43442546012269934,0.44096136363636357,0.42627857142857145,0.06470588235294118,0.06875,13.01883116883117,0.23537414965986395,22.0,12.0,11.0,38.0,54.0,3.0,7.0,4.0,4.0,8.0,6.0,12.0,1.0,3.0,8.0,9.0,20.0,1.0,6.0,4.0,5.0,38.0,3.0,0.4444444444444444,0.46551724137931033,0.5294117647058824,0.01948051948051948,0.03125,0.6,0.2222222222222222,0.0963855421686747,0.04938271604938271,0.14772727272727273,0.09375,0.10526315789473684,0.6875,0.7096774193548387,0.6363636363636364,0.21965317919075145,4.0,4.0,16.0,,,,,,2.0,10.0,1.0,1.0,1.0,2.0,2.0,10.0,9.0,1.0,1.0,2.0,23.0,1.0,2.0,6.0,8.0,9.0,2.0,4.0,,5.0,2.0,1.0,2.0,5.0,3.0,1.0,3.0,,1.0,0.2,1.0,0.5,0.2222222222222222,0.36,0.40384615384615385,0.40384615384615385,0.06097560975609756,0.05714285714285714,0.08695652173913043,0.1,0.15294117647058825,,1.0,0.45714285714285713,0.48484848484848486,0.4375,,,,,0.06097560975609756,0.2,0.2,1.0,0.36363636363636365,,0.038461538461538464,1.0,1.0,0.8,,,0.06896551724137931,0.5,0.2222222222222222,0.1329479768786127,27.1,,0.0625,,0.25,2.0,,,0.10526315789473684,1.0,1.0,,,,,,True,,,,,,,,,
2218,1610612760,Joseph Forte,Joseph Forte,2218,SEA,1521.0,25,-13,50,49,31.0,37.0,7.0,99,2.0,,1.0,8.0,,4.0,6,14,,12,57,,7.0,4.0,2.0,,2.0,,2.0,4.0,1.0,2,2,1.0,3,1.0,1.0,,,,,,,,31.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.4,0.4,27.586206896551726,0.125,0.043478260869565216,0.09523809523809523,0.038461538461538464,,,0.125,0.13333333333333333,0.5333333333333333,0.26666666666666666,,,,,0.125,0.2,0.40168333333333334,,0.40030625,,,9.721428571428573,0.62,2.0,4.0,,8.0,8.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,8.0,,0.5714285714285714,0.5,0.5,,,1.0,,,0.14285714285714285,,,,1.0,1.0,0.5,0.6666666666666666,,1.0,4.0,,,,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,,,,0.2,,,0.5,0.5,0.25,,,,,0.06666666666666667,,,,,,,,,1.0,,,0.125,,,,24.6,,,,,,,,,,,,,,,,True,,,,,,,,,
56,1610612760,Gary Payton,Gary Payton,56,SEA,18846.0,314,8,558,560,136.0,163.0,77.0,1118,37.0,2.0,11.0,29.0,23.0,50.0,53,116,28.0,149,567,8.0,34.0,26.0,47.0,13.0,60.0,2.0,21.0,133.0,6.0,18,23,8.0,31,12.0,8.0,5.0,14.0,38.0,18.0,3.0,3.0,3.0,136.0,0.24528301886792453,0.24528301886792453,0.45689655172413796,0.44485294117647056,0.48366013071895425,26.080246913580247,0.07758620689655173,0.024390243902439025,0.07407407407407407,0.027972027972027972,0.016129032258064516,0.016666666666666666,0.11,0.27205882352941174,0.21323529411764705,0.36764705882352944,0.46,0.46,0.21739130434782608,0.2,0.28205128205128205,0.41911764705882354,0.4511117647058823,0.3853166666666667,0.4048294871794872,0.11920529801324503,0.13740458015267176,10.001724137931033,0.24372759856630824,22.0,14.0,9.0,43.0,80.0,9.0,11.0,17.0,9.0,4.0,1.0,10.0,,7.0,6.0,3.0,16.0,,3.0,4.0,2.0,43.0,2.0,0.4117647058823529,0.4358974358974359,0.4772727272727273,0.07758620689655173,0.10810810810810811,0.625,0.047619047619047616,0.06153846153846154,0.046875,0.058823529411764705,0.04,0.13333333333333333,0.5945945945945946,0.6666666666666666,0.3181818181818182,0.28859060402684567,1.0,5.0,8.0,1.0,8.0,1.0,,1.0,4.0,12.0,1.0,1.0,2.0,4.0,5.0,20.0,5.0,1.0,2.0,6.0,19.0,2.0,5.0,9.0,,12.0,4.0,2.0,2.0,4.0,,1.0,,3.0,1.0,,1.0,,0.6,0.25,0.5,0.4,0.25,0.625,0.65,0.7307692307692307,0.14705882352941177,0.1724137931034483,0.05,0.07692307692307693,0.046875,0.03125,0.3333333333333333,0.27586206896551724,0.3333333333333333,0.125,0.058823529411764705,0.125,0.125,1.0,0.08823529411764706,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1,0.1,1.0,1.0,0.45454545454545453,0.02564102564102564,,0.10256410256410256,0.5,0.3333333333333333,0.12751677852348994,24.82,,,6.0,,,1.0,,,,,,,,,,True,,,,,,,,,
72,1610612760,Kenny Anderson,Kenny Anderson,72,SEA,13714.0,229,-18,415,414,87.0,99.0,48.0,829,31.0,4.0,3.0,26.0,16.0,32.0,42,89,14.0,98,420,13.0,20.0,36.0,31.0,8.0,39.0,2.0,15.0,86.0,9.0,19,26,9.0,35,14.0,4.0,5.0,22.0,14.0,6.0,,,,87.0,0.42857142857142855,0.43902439024390244,0.47191011235955055,0.4666666666666667,0.5051546391752577,24.369747899159666,0.11046511627906977,0.04891304347826087,0.11981566820276497,0.043689320388349516,0.043478260869565216,0.05952380952380952,0.08955223880597014,0.34444444444444444,0.28888888888888886,0.35555555555555557,0.5,0.5161290322580645,0.75,0.2857142857142857,0.15,0.35555555555555557,0.44317888888888896,0.4047769230769231,0.37896,0.0625,0.06315789473684211,8.733707865168538,0.20963855421686747,15.0,7.0,2.0,16.0,48.0,11.0,6.0,13.0,3.0,7.0,,9.0,4.0,7.0,10.0,2.0,19.0,2.0,4.0,2.0,1.0,16.0,3.0,0.35,0.35,0.38095238095238093,0.12359550561797752,0.1935483870967742,0.47368421052631576,,0.15555555555555556,0.037037037037037035,0.057692307692307696,0.12121212121212122,0.25,0.4838709677419355,0.6,0.2,0.16326530612244897,2.0,1.0,11.0,,,,,,,1.0,,1.0,,,,1.0,6.0,,1.0,,12.0,,,,2.0,1.0,,,1.0,10.0,4.0,,2.0,,,,,,,,,,,0.46153846153846156,0.42857142857142855,0.42857142857142855,0.011111111111111112,0.15384615384615385,,,0.18867924528301888,0.02702702702702703,,0.4230769230769231,0.5,0.2727272727272727,,,,,0.011111111111111112,,,,0.5,,0.07142857142857142,,,0.3333333333333333,,,,,,0.12244897959183673,27.6,,,,,,,0.03125,,,,,,,,,True,,,,,,,,,
