EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,HeaveAttempts,ShortMidRangePctBlocked,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Clear Path Fouls,on,BlockedArc3,3pt And 1 Free Throw Trips
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,32643.0,544,20,1040,1048,284,219,157,2088,28,63,9.0,25.0,12,24,11.0,30.0,3.0,13.0,,,,,,,,,,,,42,106,,,22.0,106,1144,11.0,30.0,,,7.0,29.0,16,31,,,12.0,44,56,28.0,,16.0,,,19.0,15.0,6.0,21.0,6.0,,6.0,2.0,7.0,48.0,13.0,42.0,6.0,16.0,31,2.0,49,61.0,110,8.0,10.0,5.0,5.0,11.0,1.0,8.0,8.0,,3.0,1.0,19.0,2.0,5.0,31,77,13.0,3.0,37.0,3.0,16.0,4.0,9.0,,3.0,,1.0,5.0,9.0,3.0,44,284,13.0,0.6666666666666666,0.8235294117647058,,,,,,0.39622641509433965,0.36666666666666664,0.5161290322580645,0.39622641509433965,0.36666666666666664,0.5161290322580645,0.43089430894308944,0.4264705882352941,0.55,,0.1792452830188679,0.25396825396825395,,11.516626115166261,0.5789473684210527,0.07692307692307693,0.13636363636363635,0.08516483516483517,0.10526315789473684,0.14285714285714285,0.11206896551724138,0.09873949579831932,0.10679611650485436,0.1,0.1297709923664122,0.08928571428571429,0.09411764705882353,0.16129032258064516,0.10126582278481013,0.11475409836065574,0.05521472392638037,0.12941176470588237,0.18518518518518517,0.17777777777777778,0.3333333333333333,0.5943396226415094,0.4444444444444444,0.5957446808510638,0.6428571428571429,0.2830188679245283,0.36666666666666664,0.4074074074074074,0.6363636363636364,0.12264150943396226,0.23076923076923078,0.23076923076923078,1.0,,,,,,,,,0.8333333333333334,0.36,0.1111111111111111,,,,,0.7741935483870968,0.5,,,,,0.5943396226415094,,0.5021056603773585,0.5118833333333334,0.5290129032258064,0.13445378151260504,0.13445378151260504,0.27358490566037735,0.41509433962264153,4.5,,0.27307692307692305,,,0.1,,,,,,,,,,1.0,,,,,,True,,
2066,1610612747,Soumaila Samake,Soumaila Samake,2066,LAL,1033.0,17,-9,33,37,16,14,6,70,2,3,1.0,2.0,1,1,1.0,2.0,,,,,,,,,,,,,,3,5,,,,6,37,2.0,3.0,,,,4.0,2,3,,,,4,2,4.0,,4.0,,,,,,,,,,,,,1.0,2.0,,,3,1.0,4,3.0,7,1.0,,,,1.0,,,,,1.0,,1.0,,1.0,2,3,,,,,,,,,,,,,,,4,16,,0.3333333333333333,1.0,,,,,,0.6,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0.6666666666666666,,,,,15.384615384615383,1.0,1.0,,0.2727272727272727,0.15384615384615385,,0.16666666666666666,0.21428571428571427,0.15789473684210525,0.25,0.16666666666666666,,0.2,,0.5,,0.25,,,0.5,,0.6,0.6666666666666666,0.6666666666666666,0.5,0.4,0.5,0.5,,,,,,,,,,,,,,0.6666666666666666,0.5,,,,,,0.3333333333333333,1.0,,,,,0.6,,0.49686,0.5182,0.46943333333333337,,,0.6666666666666666,0.6666666666666666,3.96,,0.48484848484848486,,,,,,,,,,,,,,,,,,,True,,
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,16595.0,277,-13,531,532,114,117,69,1063,16,35,7.0,15.0,4,10,13.0,34.0,14.0,37.0,,,,,,,,,,,,43,106,,,9.0,95,556,8.0,18.0,,,,16.0,10,28,,,2.0,22,60,26.0,,16.0,,,5.0,6.0,3.0,9.0,2.0,1.0,2.0,,4.0,21.0,6.0,16.0,2.0,7.0,30,2.0,39,24.0,63,4.0,7.0,4.0,3.0,8.0,,4.0,10.0,1.0,4.0,3.0,18.0,2.0,3.0,22,57,9.0,3.0,13.0,1.0,6.0,1.0,2.0,,1.0,,,1.0,2.0,,22,114,7.0,0.6976744186046512,0.8571428571428571,,,,,,0.4056603773584906,0.4444444444444444,0.35714285714285715,0.4056603773584906,0.4444444444444444,0.35714285714285715,0.42410714285714285,0.4444444444444444,0.36666666666666664,,0.04716981132075472,0.08571428571428572,,21.172638436482085,0.4444444444444444,0.1111111111111111,0.16666666666666666,0.16304347826086957,0.07476635514018691,0.12280701754385964,0.12244897959183673,0.15352697095435686,0.08365019011406843,0.13114754098360656,0.0547945205479452,0.05,0.08108108108108109,0.25,0.21212121212121213,0.12121212121212122,0.17647058823529413,0.11627906976744186,0.14285714285714285,0.07017543859649122,,0.330188679245283,0.45714285714285713,0.5,0.375,0.32075471698113206,0.38235294117647056,0.40625,0.8461538461538461,0.3490566037735849,0.3783783783783784,0.3783783783783784,0.9285714285714286,,,,,,,,,0.8333333333333334,0.4666666666666667,,,,,,0.35714285714285715,0.4,,,,,0.330188679245283,,0.466504716981132,0.5502071428571429,0.46577142857142856,0.05405405405405406,0.05405405405405406,0.16842105263157894,0.23157894736842105,8.77641509433962,,0.21468926553672316,,,0.058823529411764705,,,,,,,,,,,,1.0,,2.0,,True,,
955,1610612747,Samaki Walker,Samaki Walker,955,LAL,40167.0,669,8,1277,1284,263,244,155,2561,47,88,20.0,44.0,8,13,19.0,54.0,4.0,19.0,,,,,,,,,,,,70,161,,,27.0,167,1339,24.0,50.0,,,5.0,53.0,14,25,,,8.0,36,88,52.0,,38.0,,,13.0,27.0,7.0,34.0,6.0,1.0,10.0,1.0,16.0,75.0,3.0,60.0,2.0,18.0,121,11.0,150,65.0,215,6.0,11.0,8.0,3.0,18.0,1.0,10.0,17.0,2.0,8.0,4.0,35.0,2.0,5.0,38,78,10.0,5.0,44.0,4.0,22.0,2.0,24.0,,19.0,,,5.0,24.0,16.0,36,263,6.0,0.6285714285714286,0.8627450980392157,,,,,,0.43478260869565216,0.48,0.56,0.43478260869565216,0.48,0.56,0.4613259668508287,0.5,0.6,,0.08074534161490683,0.06818181818181818,,14.693877551020408,0.5142857142857142,0.3142857142857143,0.041666666666666664,0.20790378006872853,0.11741682974559686,0.17307692307692307,0.02727272727272727,0.20262390670553937,0.10144927536231885,0.17293233082706766,0.08791208791208792,0.10714285714285714,0.013157894736842105,0.058823529411764705,0.14102564102564102,0.17525773195876287,0.2801724137931034,0.17567567567567569,0.16666666666666666,0.07692307692307693,0.6666666666666666,0.546583850931677,0.5340909090909091,0.573170731707317,0.6170212765957447,0.33540372670807456,0.35185185185185186,0.40425531914893614,0.5789473684210527,0.11801242236024845,0.21052631578947367,0.21052631578947367,1.0,,,,,,,,,0.88,0.45454545454545453,0.2,,,,,0.52,0.6153846153846154,,,,,0.546583850931677,,0.488251552795031,0.5478702127659574,0.48807200000000006,0.12290502793296089,0.12290502793296089,0.31736526946107785,0.2155688622754491,4.824844720496894,,0.20595144870790916,,,0.12962962962962962,,,,,,,,,,2.0,,,,5.0,1.0,True,,
109,1610612747,Robert Horry,Robert Horry,109,LAL,80088.0,1335,101,2553,2545,803,774,334,5098,44,76,14.0,30.0,11,20,11.0,35.0,16.0,61.0,7.0,32.0,5.0,2.0,13.0,28.0,72.0,2.0,5.0,10.0,24.0,71,172,35.0,104.0,45.0,292,2608,18.0,41.0,2.0,10.0,2.0,44.0,14,37,12.0,37.0,24.0,88,78,64.0,96.0,24.0,72.0,28.0,7.0,99.0,28.0,127.0,22.0,6.0,44.0,16.0,39.0,282.0,17.0,74.0,4.0,30.0,140,22.0,192,95.0,287,7.0,57.0,33.0,24.0,46.0,11.0,30.0,25.0,3.0,16.0,1.0,71.0,7.0,21.0,68,140,8.0,6.0,57.0,8.0,22.0,10.0,31.0,1.0,23.0,,5.0,3.0,32.0,17.0,88,803,17.0,0.5492957746478874,0.6610169491525424,0.9142857142857143,0.33653846153846156,0.2,0.32432432432432434,0.33653846153846156,0.4127906976744186,0.43902439024390244,0.3783783783783784,0.447463768115942,0.4117647058823529,0.43243243243243246,0.4866666666666667,0.4230769230769231,0.4943820224719101,0.37681159420289856,0.040697674418604654,0.039473684210526314,,12.538019601216627,0.647887323943662,0.25,0.046511627906976744,0.14492753623188406,0.08087431693989071,0.13333333333333333,0.058419243986254296,0.14273719563392107,0.07545605306799337,0.05752212389380531,0.09090909090909091,0.08695652173913043,0.06103286384976526,0.05128205128205128,0.14074074074074075,0.16611295681063123,0.13164556962025317,0.13218390804597702,0.13725490196078433,0.044585987261146494,0.53125,0.2753623188405797,0.5789473684210527,0.6027397260273972,0.5,0.12681159420289856,0.3142857142857143,0.3548387096774194,0.45454545454545453,0.2210144927536232,0.26229508196721313,0.26229508196721313,0.75,0.11594202898550725,0.21875,0.22580645161290322,1.0,0.2608695652173913,0.3888888888888889,0.3888888888888889,0.8928571428571429,0.5882352941176471,0.4666666666666667,0.14285714285714285,0.09803921568627451,0.09803921568627451,0.4,0.5,0.2702702702702703,0.55,0.17567567567567569,0.15384615384615385,0.32432432432432434,0.4166666666666667,0.6521739130434783,0.3888888888888889,0.5009178832116787,0.5064763157894737,0.50845,0.07586206896551724,0.11827956989247312,0.1506849315068493,0.3013698630136986,8.170348837209302,24.903846153846157,0.3145319232275754,9.0,,0.11428571428571428,,1.0,0.009615384615384616,0.03125,,,,,,,,1.0,,1.0,,False,1.0,
145,1610612747,Tracy Murray,Tracy Murray,145,LAL,9917.0,165,-23,329,337,121,159,46,666,3,7,1.0,3.0,2,3,4.0,6.0,5.0,16.0,,4.0,,,2.0,8.0,31.0,,2.0,2.0,11.0,12,29,8.0,35.0,5.0,53,366,3.0,5.0,,2.0,,6.0,5,9,2.0,13.0,1.0,17,18,6.0,21.0,2.0,30.0,8.0,1.0,10.0,2.0,12.0,1.0,1.0,5.0,2.0,3.0,26.0,,5.0,,2.0,13,,15,5.0,20,,5.0,4.0,1.0,10.0,1.0,8.0,2.0,,2.0,,12.0,1.0,2.0,10,18,1.0,,7.0,1.0,3.0,1.0,3.0,,1.0,,1.0,1.0,3.0,2.0,17,121,2.0,0.75,0.8181818181818182,0.875,0.22857142857142856,,0.15384615384615385,0.23529411764705882,0.41379310344827586,0.6,0.5555555555555556,0.375,0.42857142857142855,0.36363636363636365,0.39552238805970147,0.42857142857142855,0.3695652173913043,0.546875,0.034482758620689655,,,20.308483290488432,0.8333333333333334,,,0.11304347826086956,0.0423728813559322,0.11764705882352941,,0.11363636363636363,0.03184713375796178,0.037037037037037035,0.04878048780487805,0.04,,,0.12903225806451613,0.08571428571428572,0.12244897959183673,0.07692307692307693,0.25,,0.6666666666666666,0.109375,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.09375,0.6666666666666666,0.8,0.5,0.25,0.3125,0.3125,1.0,0.0625,,,,0.484375,0.25806451612903225,0.25806451612903225,0.875,0.42857142857142855,0.3333333333333333,,,0.2857142857142857,,,0.13636363636363635,0.6666666666666666,0.09090909090909091,,0.5,0.18181818181818182,0.65625,0.26666666666666666,0.4994571428571429,0.5304000000000001,0.49700000000000005,0.045454545454545456,0.0967741935483871,0.11320754716981132,0.32075471698113206,11.910344827586206,25.545714285714283,0.3677811550151976,3.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,False,,
1904,1610612747,Devean George,Devean George,1904,LAL,91185.0,1520,92,2916,2900,935,901,399,5816,63,102,22.0,35.0,9,20,17.0,60.0,48.0,152.0,15.0,38.0,6.0,6.0,12.0,30.0,86.0,1.0,9.0,12.0,34.0,128,314,45.0,124.0,67.0,458,2985,26.0,51.0,3.0,15.0,12.0,73.0,22,64,18.0,46.0,35.0,133,194,62.0,129.0,24.0,84.0,30.0,24.0,59.0,23.0,82.0,19.0,4.0,25.0,10.0,24.0,187.0,19.0,56.0,7.0,37.0,128,17.0,182,82.0,264,9.0,53.0,25.0,28.0,36.0,5.0,21.0,29.0,5.0,15.0,3.0,65.0,10.0,17.0,75,165,8.0,14.0,87.0,5.0,25.0,19.0,36.0,,14.0,,7.0,15.0,36.0,21.0,133,935,24.0,0.7578125,0.8362068965517241,0.9555555555555556,0.3629032258064516,0.2,0.391304347826087,0.36885245901639346,0.40764331210191085,0.5098039215686274,0.34375,0.4463470319634703,0.4621212121212121,0.44545454545454544,0.4790794979079498,0.5,0.5037878787878788,0.2831050228310502,0.07643312101910828,0.14705882352941177,0.019736842105263157,15.984692375625553,0.5538461538461539,0.19101123595505617,0.0673076923076923,0.11327433628318584,0.05185185185185185,0.14624505928853754,0.060126582278481014,0.1193058568329718,0.053724928366762174,0.04597701149425287,0.06358381502890173,0.046511627906976744,0.0546218487394958,0.07692307692307693,0.1157556270096463,0.10571428571428572,0.11727078891257996,0.14358974358974358,0.15517241379310345,0.03896103896103896,0.5833333333333334,0.2328767123287671,0.6176470588235294,0.7241379310344828,0.6349206349206349,0.136986301369863,0.2833333333333333,0.3148148148148148,0.7647058823529411,0.3470319634703196,0.3157894736842105,0.3221476510067114,0.9166666666666666,0.0867579908675799,0.39473684210526316,0.39473684210526316,0.9333333333333333,0.1963470319634703,0.3488372093023256,0.3488372093023256,0.9666666666666667,0.5303030303030303,0.6285714285714286,0.3181818181818182,0.09090909090909091,0.13636363636363635,0.1111111111111111,1.0,0.18181818181818182,0.45,0.10909090909090909,0.5,0.3090909090909091,0.35294117647058826,0.5159817351598174,0.35714285714285715,0.47877114942528737,0.5142725,0.46926481481481486,0.058823529411764705,0.0748502994011976,0.15938864628820962,0.2903930131004367,10.649363057324843,25.48709677419356,0.32064471879286693,6.0,2.0,0.1,2.0,,,,,0.3333333333333333,1.0,,2.0,2.0,0.016,1.0,,,,False,,1.0
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,38374.0,640,-49,1236,1218,295,364,169,2454,13,18,3.0,4.0,6,6,9.0,37.0,23.0,56.0,1.0,7.0,,,5.0,26.0,76.0,6.0,12.0,8.0,30.0,45,111,27.0,83.0,8.0,179,1289,3.0,10.0,6.0,12.0,2.0,26.0,11,16,8.0,35.0,4.0,50,54,36.0,75.0,6.0,74.0,26.0,7.0,62.0,16.0,78.0,13.0,3.0,28.0,19.0,15.0,172.0,2.0,12.0,1.0,12.0,57,7.0,76,15.0,91,1.0,25.0,16.0,9.0,28.0,9.0,24.0,13.0,3.0,4.0,,41.0,2.0,7.0,17,41,2.0,,10.0,,4.0,1.0,8.0,,4.0,,1.0,3.0,8.0,2.0,50,295,6.0,0.6,0.6428571428571429,0.9259259259259259,0.3253012048192771,0.5,0.22857142857142856,0.3333333333333333,0.40540540540540543,0.3,0.6875,0.44072164948453607,0.5454545454545454,0.45098039215686275,0.44974874371859297,0.5652173913043478,0.46296296296296297,0.42783505154639173,0.06306306306306306,,,16.689847009735743,0.6829268292682927,0.14583333333333334,0.027777777777777776,0.11825726141078838,0.02536997885835095,0.12121212121212122,0.013422818791946308,0.11876075731497418,0.022508038585209004,0.019801980198019802,0.03409090909090909,0.02040816326530612,0.01680672268907563,,0.10204081632653061,0.12837837837837837,0.12299465240641712,0.11842105263157894,0.13043478260869565,0.00909090909090909,0.25,0.09278350515463918,0.7222222222222222,0.7222222222222222,0.46153846153846156,0.19072164948453607,0.24324324324324326,0.3,0.2222222222222222,0.28865979381443296,0.4107142857142857,0.4107142857142857,0.8260869565217391,0.03608247422680412,0.14285714285714285,0.14285714285714285,,0.3917525773195876,0.34210526315789475,0.3466666666666667,0.9615384615384616,0.18181818181818182,0.75,,,0.5454545454545454,0.5,1.0,0.11764705882352941,1.0,0.09803921568627451,,0.5882352941176471,0.26666666666666666,0.520618556701031,0.35135135135135137,0.4661895833333333,0.4997222222222222,0.4718979591836735,0.020202020202020204,0.034782608695652174,0.1452513966480447,0.27932960893854747,12.570270270270269,25.99036144578313,0.23867313915857605,6.0,2.0,0.1891891891891892,,1.0,0.012048192771084338,,0.013157894736842105,,,,,1.0,,,,,,False,,
2416,1610612747,Kareem Rush,Kareem Rush,2416,LAL,41704.0,695,-82,1332,1346,329,448,178,2678,27,41,3.0,7.0,10,11,10.0,30.0,23.0,63.0,2.0,13.0,2.0,,6.0,15.0,41.0,,3.0,2.0,10.0,60,134,17.0,54.0,12.0,183,1450,5.0,15.0,1.0,5.0,1.0,14.0,16,23,2.0,16.0,4.0,42,80,40.0,51.0,4.0,41.0,15.0,8.0,43.0,14.0,57.0,12.0,2.0,21.0,12.0,10.0,128.0,6.0,13.0,,8.0,41,1.0,50,19.0,69,1.0,7.0,5.0,2.0,29.0,11.0,22.0,24.0,1.0,7.0,1.0,53.0,4.0,9.0,30,55,,6.0,17.0,3.0,7.0,3.0,9.0,1.0,5.0,,,4.0,10.0,6.0,42,329,3.0,0.6666666666666666,0.6896551724137931,1.0,0.3148148148148148,0.2,0.125,0.3148148148148148,0.44776119402985076,0.3333333333333333,0.6956521739130435,0.45478723404255317,0.325,0.48717948717948717,0.46923076923076923,0.3333333333333333,0.5,0.2872340425531915,0.05970149253731343,0.0975609756097561,,16.0,0.5471698113207547,0.018518518518518517,,0.07930367504835589,0.026530612244897958,0.07476635514018691,0.04081632653061224,0.07852564102564102,0.029827315541601257,0.024193548387096774,0.03125,0.024271844660194174,0.036036036036036036,0.05555555555555555,0.06097560975609756,0.07741935483870968,0.09595959595959595,0.06976744186046512,0.09523809523809523,0.009900990099009901,0.6,0.21808510638297873,0.6585365853658537,0.7297297297297297,0.6666666666666666,0.1595744680851064,0.3333333333333333,0.38461538461538464,0.5,0.3351063829787234,0.36507936507936506,0.36507936507936506,0.7391304347826086,0.06914893617021277,0.15384615384615385,0.15384615384615385,1.0,0.21808510638297873,0.36585365853658536,0.36585365853658536,1.0,0.35,0.42857142857142855,,0.1,0.15,,,0.28205128205128205,0.9090909090909091,0.15384615384615385,,0.2564102564102564,0.2,0.5053191489361702,0.36585365853658536,0.47511170212765946,0.458709375,0.4855141025641026,0.036458333333333336,0.050724637681159424,0.07650273224043716,0.22950819672131148,10.842537313432834,25.13888888888889,0.246996996996997,,,0.13333333333333333,1.0,,,,,0.5,1.0,,,1.0,,,,,,False,1.0,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,81386.0,1356,111,2611,2595,941,925,360,5206,113,188,17.0,32.0,48,82,63.0,156.0,136.0,341.0,8.0,20.0,6.0,3.0,8.0,50.0,139.0,6.0,13.0,23.0,72.0,312,685,58.0,159.0,281.0,1079,2684,29.0,67.0,10.0,19.0,29.0,117.0,111,232,26.0,80.0,174.0,474,206,418.0,99.0,22.0,132.0,50.0,34.0,148.0,42.0,190.0,23.0,19.0,72.0,31.0,45.0,422.0,12.0,38.0,1.0,42.0,137,13.0,192,51.0,243,17.0,74.0,53.0,21.0,81.0,12.0,50.0,43.0,7.0,31.0,2.0,124.0,14.0,43.0,25,80,3.0,17.0,325.0,17.0,116.0,44.0,20.0,1.0,9.0,,4.0,7.0,21.0,14.0,474,941,18.0,0.3301282051282051,0.34219269102990035,0.5689655172413793,0.36477987421383645,0.5263157894736842,0.325,0.3815789473684211,0.4554744525547445,0.43283582089552236,0.47844827586206895,0.4727488151658768,0.5116279069767442,0.4807692307692308,0.5399393326592518,0.575,0.5814814814814815,0.18838862559241706,0.049635036496350364,0.10106382978723404,0.017595307917888565,36.42015706806283,0.6532258064516129,0.13131313131313133,0.010526315789473684,0.14094650205761317,0.039790575916230364,0.1826086956521739,0.041237113402061855,0.14891846921797006,0.04012841091492777,0.060085836909871244,0.03728813559322034,0.03044496487119438,0.023148148148148147,0.09333333333333334,0.10424710424710425,0.11147540983606558,0.18627450980392157,0.1839080459770115,0.17857142857142858,0.040865384615384616,0.6666666666666666,0.22274881516587677,0.601063829787234,0.6686390532544378,0.4247787610619469,0.1848341232227488,0.40384615384615385,0.42857142857142855,0.25396825396825395,0.4040284360189573,0.39882697947214074,0.4059701492537313,0.2867647058823529,0.023696682464454975,0.4,0.4,0.5,0.1646919431279621,0.3597122302158273,0.3597122302158273,0.58,0.37209302325581395,0.53125,0.17647058823529413,0.06976744186046512,0.1511627906976744,0.46153846153846156,0.8333333333333334,0.26282051282051283,0.5853658536585366,0.02564102564102564,0.375,0.23076923076923078,0.3194444444444444,0.41113744075829384,0.3787878787878788,0.45968888221153864,0.48105202702702693,0.4686107260726071,0.1259259259259259,0.14795918367346939,0.10843373493975904,0.4392956441149212,11.152846715328469,26.928930817610055,0.3603983148219073,75.0,7.0,0.057692307692307696,4.0,,,,,0.6666666666666666,0.5,14.0,3.0,1.0,0.018633540372670808,1.0,,,,False,1.0,1.0
2457,1610612747,Jannero Pargo,Jannero Pargo,2457,LAL,17101.0,285,2,556,552,136,192,87,1108,6,7,,,2,3,2.0,8.0,16.0,41.0,,4.0,1.0,,1.0,7.0,19.0,1.0,2.0,2.0,4.0,24,56,7.0,23.0,4.0,73,574,1.0,3.0,1.0,3.0,,5.0,6,12,2.0,5.0,2.0,20,32,16.0,15.0,,18.0,7.0,2.0,23.0,10.0,33.0,8.0,2.0,12.0,4.0,7.0,76.0,1.0,6.0,,5.0,19,,24,7.0,31,1.0,12.0,3.0,9.0,16.0,4.0,12.0,6.0,,4.0,,22.0,,9.0,15,37,,,4.0,,1.0,1.0,,,,,,,,,20,136,5.0,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.30434782608695654,0.3333333333333333,0.4,0.3181818181818182,0.42857142857142855,0.3333333333333333,0.5,0.43670886075949367,0.4166666666666667,0.5294117647058824,0.4506172839506173,0.4166666666666667,0.5555555555555556,0.2911392405063291,0.03571428571428571,0.14285714285714285,,15.582450832072617,0.7272727272727273,,,0.10734463276836158,0.02727272727272727,0.078125,0.015625,0.0995850622406639,0.02464788732394366,0.022222222222222223,0.03571428571428571,0.025210084033613446,0.02127659574468085,,0.1388888888888889,0.10714285714285714,0.09411764705882353,0.05454545454545454,0.2222222222222222,0.022727272727272728,,0.08860759493670886,0.8571428571428571,1.0,0.5,0.10126582278481013,0.25,0.2857142857142857,0.5,0.5189873417721519,0.3902439024390244,0.3902439024390244,0.75,0.05063291139240506,,,,0.24050632911392406,0.3684210526315789,0.3684210526315789,0.7142857142857143,,,,0.16666666666666666,0.3333333333333333,0.5,1.0,0.17647058823529413,0.6666666666666666,0.058823529411764705,,0.23529411764705882,0.5,0.379746835443038,0.3888888888888889,0.4647025641025642,0.4538,0.45705294117647055,0.0125,0.017543859649122806,0.0684931506849315,0.273972602739726,15.617857142857146,24.643478260869564,0.2446043165467626,6.0,1.0,0.125,,,,,,,,,,,,,,,,False,,
