EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Blocked3s,BlockedArc3,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,LongMidRangePctBlocked,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,ShortMidRangeAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyFtPoints,LongMidRangeAssists,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,DefFTReboundPct,SecondChanceAtRimFGM,SecondChanceFtPoints,FTOffRebounds,OffFTReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,Technical Free Throw Trips,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Corner3Assists,BlockedLongMidRange,RecoveredBlocks,SecondChanceFg3Pct,AtRimPctBlocked,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,Offensive Fouls,BlockedAtRim,Corner3FGM,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,OffThreePtRebounds,Travels,2pt And 1 Free Throw Trips,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,HeaveAttempts,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
1542,1610612760,Predrag Drobnjak,Predrag Drobnjak,1542,SEA,2038.0,34,-9.0,63,63,34.0,16,13.0,126,5.0,1.0,3.0,1.0,1.0,2.0,8.0,3.0,14.0,6.0,64,1.0,2.0,2.0,7.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,1.0,1.0,0.21428571428571427,0.5,0.21428571428571427,0.5,0.21428571428571427,0.5,0.07142857142857142,0.125,19.48051948051948,0.06451612903225806,0.05714285714285714,0.2,0.05263157894736842,0.1,0.35714285714285715,0.07142857142857142,1.0,1.0,1.0,0.5714285714285714,0.25,0.2857142857142857,1.0,0.5,0.42857142857142855,0.35714285714285715,0.41720000000000007,0.5082,0.3874571428571429,0.3333333333333333,11.37142857142857,0.5396825396825397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1563,1610612760,Kevin Ollie,Kevin Ollie,1563,SEA,696.0,12,-11.0,23,25,6.0,17,1.0,48,1.0,,,,,,,1.0,1.0,2.0,26,,,,,2.0,,1.0,1.0,,2.0,,,2.0,,1.0,1.0,,,,,,,6.0,1.0,1.0,1.0,,1.0,,1.0,,,,4.166666666666667,,,,,,1.0,,,,,,,,,,,1.0,0.6224,,,,,0.2608695652173913,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.14285714285714285,0.25,0.18181818181818182,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,2086.0,35,1.0,64,63,39.0,23,7.0,127,3.0,,2.0,2.0,3.0,,4.0,4.0,10.0,15.0,49,1.0,1.0,2.0,5.0,6.0,2.0,,1.0,,3.0,2.0,2.0,5.0,,1.0,1.0,1.0,2.0,1.0,,,1.0,39.0,0.75,1.0,0.4,1.0,0.5,1.0,0.5,1.0,0.2,0.25,22.972972972972972,0.06451612903225806,0.05714285714285714,,,,0.21428571428571427,0.21428571428571427,0.6666666666666666,1.0,0.5,0.2857142857142857,,,,,0.2857142857142857,0.5,0.46244999999999997,0.3699,0.5204857142857142,0.13333333333333333,11.02,0.609375,2.0,,1.0,2.0,3.0,,,,0.08695652173913043,0.1111111111111111,0.09375,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,11.0,2.0,6.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,11.0,1.0,0.5,0.5,0.5,0.8,0.7857142857142857,0.7857142857142857,0.2857142857142857,0.3333333333333333,0.5,0.18181818181818182,0.09090909090909091,0.07142857142857142,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,1.0,0.2857142857142857,0.5,0.6666666666666666,0.06666666666666667,0.09090909090909091,0.7333333333333333,25.200000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2218,1610612760,Joseph Forte,Joseph Forte,2218,SEA,5072.0,85,-14.0,161,159,84.0,71,22.0,320,4.0,,2.0,5.0,14.0,3.0,14.0,10.0,32.0,24.0,148,,1.0,,14.0,10.0,,10.0,11.0,3.0,23.0,4.0,4.0,11.0,1.0,4.0,3.0,3.0,10.0,2.0,,,,84.0,0.5,0.5,0.3125,,0.2857142857142857,,0.3157894736842105,,,,25.668449197860962,0.05263157894736842,0.046511627906976744,,0.05128205128205128,0.04,0.11428571428571428,0.4,0.35714285714285715,0.35714285714285715,0.2,0.4,0.21428571428571427,0.21428571428571427,1.0,,0.13333333333333333,0.2,0.40014285714285713,0.4179,0.38483666666666666,,10.65,0.5217391304347826,2.0,1.0,1.0,5.0,7.0,,6.0,2.0,0.09433962264150944,0.043478260869565216,0.07894736842105263,0.14285714285714285,0.058823529411764705,0.5,0.5,0.5,1.0,,,3.0,,1.0,,3.0,4.0,6.0,,1.0,14.0,10.0,,,3.0,,1.0,1.0,7.0,2.0,1.0,5.0,6.0,2.0,,,14.0,,,,,0.42857142857142855,0.4,0.4375,0.08571428571428572,,0.7,0.08333333333333333,0.1,,0.08571428571428572,,,,0.5,0.06666666666666667,,,0.05405405405405406,0.058823529411764705,0.5833333333333334,25.03333333333333,2.0,6.0,1.0,1.0,2.0,5.0,4.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2501,1610612760,Reggie Evans,Reggie Evans,2501,SEA,1100.0,18,5.0,34,34,23.0,16,6.0,68,2.0,1.0,1.0,,1.0,,,2.0,3.0,5.0,23,1.0,1.0,3.0,2.0,,1.0,,,,,2.0,3.0,9.0,,,,,1.0,,,,,23.0,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5,0.75,0.3333333333333333,,14.285714285714286,0.125,0.11764705882352941,,0.2,,0.6666666666666666,0.3333333333333333,,,,,,,,1.0,0.5,0.6666666666666666,0.4431,0.5588,0.38525,0.6,2.8333333333333335,0.6764705882352942,2.0,,1.0,5.0,6.0,1.0,2.0,1.0,0.5,0.16666666666666666,0.375,0.25,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,2.0,4.0,,2.0,,,,,1.0,,,1.0,4.0,2.0,,,2.0,,,,,0.5,0.5,0.5,,1.0,1.0,0.16666666666666666,0.75,,,,,,1.0,,,,0.4,0.4,0.4,,,,,,,1.0,,,,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1738,1610612760,Ansu Sesay,Ansu Sesay,1738,SEA,1730.0,29,-6.0,55,56,30.0,23,12.0,111,3.0,1.0,1.0,,,1.0,6.0,3.0,9.0,7.0,50,1.0,3.0,2.0,4.0,2.0,,1.0,1.0,,2.0,3.0,4.0,10.0,,2.0,2.0,1.0,1.0,,,,,30.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.35,0.3333333333333333,,,16.176470588235293,0.1,0.09375,0.14285714285714285,0.058823529411764705,,0.3333333333333333,,,,,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.25,0.3333333333333333,0.47618888888888894,0.5360999999999999,0.500875,0.2857142857142857,12.322222222222221,0.5454545454545454,2.0,,1.0,3.0,6.0,,,,0.14285714285714285,0.1,0.12903225806451613,0.2,0.125,0.6666666666666666,0.6666666666666666,,1.0,,,,,,,,1.0,1.0,,,3.0,4.0,,2.0,,,,,,,,,2.0,,,,3.0,,,,,0.25,0.25,0.3,,,,0.16666666666666666,,,,,,,1.0,,,,,,0.42857142857142855,,1.0,1.0,2.0,,1.0,,,1.0,0.4,1.0,,1.0,0.5,0.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1916,1610612760,Calvin Booth,Calvin Booth,1916,SEA,1521.0,25,-13.0,50,49,31.0,37,7.0,99,1.0,1.0,,,1.0,1.0,3.0,2.0,5.0,8.0,57,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,,,,31.0,0.5,1.0,0.4,0.5,0.4,0.5,0.5,0.5,0.2,,15.517241379310345,0.043478260869565216,0.038461538461538464,0.3333333333333333,,,0.2,0.2,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.2,0.42702,0.5098,0.3718333333333333,0.25,11.540000000000001,0.62,1.0,,2.0,1.0,3.0,,1.0,,0.0625,0.4,0.14285714285714285,0.125,0.5,1.0,1.0,,,,,,,,,,4.0,1.0,,,4.0,2.0,,2.0,,,,,,,1.0,1.0,6.0,3.0,,,4.0,,,,,0.3333333333333333,0.3333333333333333,0.5,,1.0,,,,,,,,,,,,,0.375,0.375,0.5,,2.0,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2046,1610612760,Desmond Mason,Desmond Mason,2046,SEA,1666.0,28,1.0,54,54,31.0,21,10.0,108,3.0,,1.0,1.0,1.0,2.0,5.0,5.0,9.0,12.0,54,,,1.0,5.0,2.0,,,,,,1.0,1.0,3.0,1.0,1.0,,,1.0,,,,,31.0,0.2,0.2,0.5555555555555556,,0.5555555555555556,,0.5,,,,18.75,0.04,0.037037037037037035,0.14285714285714285,,0.25,0.3333333333333333,0.1111111111111111,1.0,1.0,,0.5555555555555556,0.4,0.4,0.5,,0.2,0.3333333333333333,0.43098888888888887,,0.39906,0.08333333333333333,10.988888888888889,0.5740740740740741,2.0,,,2.0,2.0,,1.0,,0.125,,0.07692307692307693,0.1111111111111111,,0.6666666666666666,0.6666666666666666,,1.0,,,,,,,,2.0,3.0,,,8.0,8.0,,,,,,,1.0,,,1.0,5.0,1.0,,,8.0,,,,,0.6,0.6,0.5833333333333334,,,1.0,,,,,,,,1.0,,,,0.1,0.1,0.6666666666666666,,2.0,,,1.0,,1.0,,1.0,,,1.0,,,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2209,1610612760,Vladimir Radmanovic,Vladimir Radmanovic,2209,SEA,3879.0,65,-12.0,120,121,48.0,54,15.0,241,6.0,2.0,3.0,,4.0,1.0,7.0,4.0,17.0,18.0,113,1.0,3.0,5.0,5.0,8.0,3.0,2.0,3.0,1.0,7.0,2.0,2.0,12.0,,,,1.0,3.0,1.0,,,2.0,48.0,1.0,1.0,0.23529411764705882,0.3333333333333333,0.3333333333333333,0.625,0.3695652173913043,0.625,0.17647058823529413,,18.705035971223023,0.03636363636363636,0.03225806451612903,,0.06896551724137931,,0.2857142857142857,0.19047619047619047,,,,0.3333333333333333,0.14285714285714285,0.14285714285714285,1.0,0.5,0.375,0.47619047619047616,0.4137714285714286,0.47076250000000003,0.40568124999999994,0.2777777777777778,10.088235294117645,0.4,3.0,1.0,3.0,5.0,10.0,1.0,3.0,2.0,0.1282051282051282,0.16666666666666666,0.14035087719298245,0.058823529411764705,0.15384615384615385,0.5,0.75,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,7.0,,,,3.0,2.0,1.0,,2.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,7.0,,0.5,0.3333333333333333,0.5,0.2,0.3125,0.3888888888888889,0.19047619047619047,0.25,0.6666666666666666,,0.06666666666666667,0.047619047619047616,0.14285714285714285,0.6666666666666666,0.6666666666666666,,0.3333333333333333,0.25,0.5,0.6666666666666666,0.045454545454545456,0.05555555555555555,0.3888888888888889,24.925,2.0,,2.0,,,,1.0,1.0,0.2857142857142857,1.0,,,,0.42857142857142855,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.25,1.0,0.125,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1744,1610612760,Jerome James,Jerome James,1744,SEA,1311.0,22,11.0,41,38,22.0,14,8.0,79,2.0,,1.0,1.0,4.0,,,3.0,6.0,8.0,29,,1.0,2.0,4.0,2.0,,1.0,1.0,,2.0,2.0,2.0,5.0,,1.0,1.0,1.0,1.0,1.0,,,2.0,22.0,0.3333333333333333,0.3333333333333333,0.5,,0.5,,0.5714285714285714,0.5,,,15.686274509803921,0.09523809523809523,0.08333333333333333,,0.25,,0.3333333333333333,0.6666666666666666,0.25,0.25,,,,,,,0.25,0.3333333333333333,0.3878,0.4011,0.3555,0.25,6.533333333333334,0.5365853658536586,2.0,,1.0,2.0,3.0,1.0,3.0,,0.13333333333333333,0.25,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,1.0,,,,,,,,2.0,2.0,,,4.0,4.0,,,,,,,,,,,2.0,1.0,2.0,1.0,4.0,,,,,0.5,0.5,0.5,,,,,0.125,,,,,,1.0,,,,0.14285714285714285,0.14285714285714285,0.5,,,1.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
