EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LostBallOutOfBoundsTurnovers,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,Clear Path Fouls,HeaveMakes,OffensiveGoaltends,on,Corner3PctBlocked,BlockedCorner3
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,54095.0,902,113.0,1761,1771,485,402,206,3532,59,89,14.0,29.0,13.0,24.0,27.0,82,23.0,63,1.0,1.0,1.0,6.0,3.0,109,234,1.0,7.0,77.0,298,1734,19,50,11.0,49,21,52,4.0,32.0,74,122,96,3.0,24.0,2.0,4.0,1.0,21.0,90,22.0,112,15.0,7.0,58.0,5.0,27,246,10.0,52.0,1.0,25,116,9.0,150,63.0,213,9.0,28.0,23.0,5.0,40.0,12.0,20.0,25,20.0,1.0,65,3.0,23.0,44,84,13.0,7.0,106,4.0,42,13.0,35.0,20.0,2.0,13.0,35.0,19.0,4.0,5.0,74,485,12,0.5596330275229358,0.6288659793814433,1.0,0.14285714285714285,0.2,0.4658119658119658,0.38,0.40384615384615385,0.45850622406639,0.38,0.375,0.5102739726027398,0.4152542372881356,0.4567901234567901,0.029045643153526972,0.08974358974358974,0.06741573033707865,0.17073170731707318,0.015873015873015872,17.72591857000993,0.6153846153846154,0.16363636363636364,0.020833333333333332,0.1589041095890411,0.07890743550834597,0.16129032258064516,0.05813953488372093,0.15932203389830507,0.07460890493381468,0.08333333333333333,0.12290502793296089,0.05128205128205128,0.05714285714285714,0.05970149253731343,0.09333333333333334,0.17647058823529413,0.1753846153846154,0.15447154471544716,0.1875,0.08411214953271028,0.5428571428571428,0.36929460580912865,0.6629213483146067,0.7108433734939759,0.5932203389830508,0.34024896265560167,0.32926829268292684,0.39705882352941174,0.25925925925925924,0.26141078838174275,0.36507936507936506,0.3709677419354839,0.8260869565217391,0.004149377593360996,0.024896265560165973,0.16666666666666666,0.16666666666666666,1.0,0.58,0.4827586206896552,0.2857142857142857,0.42857142857142855,0.5416666666666666,0.017857142857142856,0.05357142857142857,0.3983402489626556,0.25,0.46429435146443515,0.48627555555555557,0.46545833333333336,0.15053763440860216,0.15441176470588236,0.1644295302013423,0.2483221476510067,7.696581196581198,41.07142857142857,0.27541169789892106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,4939.0,82,2.0,165,167,103,93,17,332,5,10,,2.0,4.0,8.0,2.0,4,3.0,12,,,,,,10,26,,,2.0,22,169,1,4,1.0,3,7,19,,2.0,16,10,10,,,,,,2.0,1,1.0,2,1.0,,,,1,5,,5.0,,3,11,1.0,15,5.0,20,,,,,,,,2,,1.0,2,,1.0,6,11,,,5,1.0,1,2.0,4.0,3.0,,1.0,4.0,2.0,,,16,103,1,0.5,0.5,,,,0.38461538461538464,0.25,0.3684210526315789,0.38461538461538464,0.25,0.3684210526315789,0.39285714285714285,0.3,0.38095238095238093,,0.07692307692307693,0.1,0.25,,16.0427807486631,,0.125,,0.15492957746478872,0.09615384615384616,0.1875,,0.16091954022988506,0.07352941176470588,0.14285714285714285,0.1,0.07142857142857142,,,0.15789473684210525,0.16,0.14814814814814814,0.25,,,0.5,0.38461538461538464,0.5,0.5555555555555556,0.6,0.15384615384615385,0.5,0.6666666666666666,0.5,0.46153846153846156,0.25,0.25,0.3333333333333333,,,,,,0.5,,,0.42105263157894735,0.5,,,0.38461538461538464,,0.46448461538461533,0.49046666666666666,0.4734210526315789,0.038461538461538464,0.038461538461538464,0.13636363636363635,0.7272727272727273,9.261538461538462,,0.6242424242424243,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,100370.0,1673,172.0,3298,3297,988,890,414,6595,139,216,9.0,18.0,41.0,63.0,28.0,71,84.0,210,115.0,38.0,44.0,120.0,53.0,251,497,89.0,235.0,126.0,895,3247,19,47,16.0,81,64,140,91.0,69.0,302,262,240,198.0,16.0,6.0,114.0,44.0,35.0,150,32.0,182,18.0,14.0,63.0,16.0,71,396,17.0,40.0,,28,129,5.0,162,57.0,219,7.0,71.0,41.0,30.0,66.0,6.0,47.0,40,19.0,4.0,106,9.0,30.0,47,126,7.0,12.0,149,14.0,55,23.0,3.0,1.0,1.0,1.0,3.0,1.0,,,302,988,22,0.5219123505976095,0.5390946502057613,0.7415730337078652,0.37872340425531914,0.388646288209607,0.5050301810865191,0.40425531914893614,0.45714285714285713,0.5252732240437158,0.4642857142857143,0.5043290043290043,0.5595984943538268,0.5063291139240507,0.5655430711610487,0.32103825136612024,0.07042253521126761,0.10185185185185185,0.16901408450704225,0.004761904761904762,23.750657548658598,0.6226415094339622,0.04424778761061947,,0.09555555555555556,0.03194888178913738,0.0915032679738562,0.05329153605015674,0.09480676328502416,0.036282622533418206,0.027692307692307693,0.0440251572327044,0.027914614121510674,0.06965174129353234,0.025423728813559324,0.0777027027027027,0.0947136563876652,0.105,0.0847457627118644,0.11428571428571428,0.021021021021021023,0.3333333333333333,0.29508196721311475,0.6435185185185185,0.7164948453608248,0.60431654676259,0.09699453551912568,0.39436619718309857,0.4745762711864407,0.25,0.28688524590163933,0.4,0.4019138755980861,0.47619047619047616,0.15710382513661203,0.16393442622950818,0.36666666666666664,0.37606837606837606,0.6818181818181818,0.2571428571428571,0.5,0.1111111111111111,0.2727272727272727,0.6507936507936508,0.1645021645021645,0.22943722943722944,0.6161202185792349,0.38596491228070173,0.5177839310344827,0.4975325,0.5042702222222222,0.07235142118863049,0.10223048327137546,0.09050279329608939,0.33743016759776534,9.275452716297789,24.965957446808506,0.29957550030321406,13.0,45.0,3.0,9.0,15.0,6.0,14.0,20.0,9.0,23.0,35.0,69.0,3.0,3.0,1.0,2.0,0.391304347826087,0.38461538461538464,0.01276595744680851,0.025,0.391304347826087,0.391304347826087,0.8,0.12857142857142856,0.3333333333333333,1.0,0.2,0.42857142857142855,0.8333333333333334,0.39473684210526316,0.37735849056603776,0.00423728813559322,,,,,,True,,
1721,1610612758,Keon Clark,Keon Clark,1721,SAC,48467.0,808,37.0,1567,1564,409,382,203,3131,49,72,10.0,18.0,9.0,16.0,22.0,56,17.0,58,,,,1.0,1.0,88,186,,1.0,37.0,213,1527,15,25,3.0,33,17,41,1.0,15.0,49,120,56,,16.0,1.0,,,13.0,22,11.0,33,7.0,4.0,15.0,1.0,6,77,9.0,46.0,4.0,26,92,21.0,139,59.0,198,,15.0,9.0,6.0,19.0,3.0,10.0,21,9.0,3.0,40,5.0,9.0,75,107,6.0,4.0,53,5.0,22,7.0,66.0,31.0,2.0,33.0,66.0,40.0,2.0,3.0,49,409,2,0.6818181818181818,0.75,,,,0.4731182795698925,0.6,0.4146341463414634,0.47058823529411764,0.6,0.40476190476190477,0.504739336492891,0.6346153846153846,0.46226415094339623,0.0053475935828877,0.06989247311827956,0.08333333333333333,0.10714285714285714,0.017241379310344827,13.890426120641948,0.475,0.3387096774193548,0.0975609756097561,0.13834586466165413,0.0756578947368421,0.16883116883116883,0.06338028169014084,0.14407814407814407,0.07333333333333333,0.039473684210526314,0.0763888888888889,0.09294871794871795,0.07058823529411765,0.05263157894736842,0.1,0.16216216216216217,0.13861386138613863,0.1794871794871795,0.13513513513513514,,0.6060606060606061,0.3850267379679144,0.6805555555555556,0.7424242424242424,0.7346938775510204,0.2994652406417112,0.39285714285714285,0.44,0.5,0.31016042780748665,0.29310344827586204,0.2982456140350877,0.7647058823529411,,0.0053475935828877,,,,0.72,0.5555555555555556,0.3,0.38095238095238093,0.5625,,0.023809523809523808,0.39037433155080214,,0.46057634408602155,0.4983608695652174,0.4693243902439026,0.10784313725490197,0.10837438423645321,0.15492957746478872,0.2300469483568075,7.787634408602151,51.3,0.2610082961072112,9.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,True,,
57,1610612758,Doug Christie,Doug Christie,57,SAC,60216.0,1004,147.0,2006,2011,629,523,238,4017,41,63,3.0,11.0,7.0,11.0,3.0,10,17.0,64,11.0,3.0,21.0,57.0,15.0,61,137,27.0,68.0,66.0,269,1951,5,22,,19,13,28,18.0,36.0,80,64,58,78.0,4.0,1.0,56.0,21.0,7.0,98,26.0,124,12.0,14.0,53.0,12.0,33,274,8.0,15.0,1.0,21,82,1.0,104,24.0,128,1.0,69.0,48.0,21.0,41.0,12.0,28.0,23,13.0,1.0,64,3.0,23.0,29,74,2.0,6.0,79,2.0,18,15.0,12.0,2.0,5.0,5.0,13.0,4.0,,,80,629,13,0.5245901639344263,0.5423728813559322,0.9629629629629629,0.39705882352941174,0.40298507462686567,0.44525547445255476,0.22727272727272727,0.4642857142857143,0.4951219512195122,0.3064516129032258,0.4782608695652174,0.5508474576271186,0.3064516129032258,0.6,0.33170731707317075,0.051094890510948905,0.07936507936507936,0.2,,13.083296990841692,0.640625,0.016129032258064516,0.01639344262295082,0.10224438902743142,0.019815059445178335,0.11538461538461539,0.045714285714285714,0.10467479674796748,0.02467811158798283,0.010526315789473684,0.024154589371980676,0.022222222222222223,0.05128205128205128,0.034482758620689655,0.049723756906077346,0.09803921568627451,0.13114754098360656,0.1111111111111111,0.13157894736842105,0.009433962264150943,0.3076923076923077,0.3073170731707317,0.6507936507936508,0.7068965517241379,0.43902439024390244,0.04878048780487805,0.3,0.375,1.0,0.3121951219512195,0.265625,0.265625,0.6470588235294118,0.05365853658536585,0.2780487804878049,0.3684210526315789,0.3684210526315789,1.0,0.3548387096774194,0.2727272727272727,0.3333333333333333,0.2391304347826087,0.6363636363636364,0.06521739130434782,0.32608695652173914,0.6390243902439025,0.375,0.5403473039215685,0.504834,0.5030576086956523,0.08144796380090498,0.11764705882352941,0.07063197026022305,0.29739776951672864,10.009489051094889,25.07205882352941,0.3135593220338983,1.0,6.0,,,1.0,3.0,9.0,5.0,3.0,9.0,6.0,3.0,,14.0,,1.0,0.3333333333333333,0.3333333333333333,,,0.5454545454545454,0.5454545454545454,0.8333333333333334,,,,0.2903225806451613,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,1.0,1.0,,,,True,,
1800,1610612758,Damon Jones,Damon Jones,1800,SAC,5092.0,85,-5.0,176,169,70,74,18,345,2,2,,,,,1.0,1,5.0,9,4.0,1.0,3.0,8.0,3.0,8,12,3.0,12.0,,25,186,1,1,,2,1,3,4.0,,8,8,8,9.0,,,8.0,3.0,,6,1.0,7,1.0,,3.0,,3,15,,,,2,6,,8,,8,,,,,2.0,1.0,2.0,1,,,3,,,2,7,,,2,,1,,,,,,,,,,8,70,1,0.5,0.5,1.0,0.25,0.25,0.6666666666666666,1.0,0.3333333333333333,0.5208333333333334,0.3333333333333333,0.5714285714285714,0.5,0.3333333333333333,0.5714285714285714,0.5,,,,,14.35897435897436,0.6666666666666666,,,0.12,,0.10526315789473684,,0.11594202898550725,,,,,,,0.09090909090909091,0.08333333333333333,0.14814814814814814,0.11764705882352941,,,,0.08333333333333333,1.0,1.0,0.5,0.041666666666666664,1.0,1.0,,0.375,0.5555555555555556,0.5555555555555556,0.6,0.16666666666666666,0.3333333333333333,0.375,0.375,1.0,,,,,,0.14285714285714285,0.42857142857142855,0.5833333333333334,0.375,0.48820625,0.4953166666666666,0.4705428571428571,0.04,0.07692307692307693,0.08,0.32,15.666666666666666,24.50833333333333,0.3977272727272727,,,,1.0,,,1.0,2.0,,2.0,2.0,,,,,,,0.5,,,,,,0.3333333333333333,,,0.3333333333333333,,,,0.6666666666666666,,,,1.0,,,True,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,46837.0,781,158.0,1585,1586,552,495,190,3171,51,70,6.0,12.0,14.0,20.0,14.0,33,23.0,84,37.0,7.0,30.0,96.0,28.0,88,187,47.0,133.0,83.0,400,1552,10,24,9.0,44,23,59,35.0,41.0,123,110,66,129.0,14.0,3.0,92.0,29.0,15.0,30,13.0,43,9.0,4.0,11.0,4.0,15,99,3.0,22.0,1.0,16,71,4.0,91,26.0,117,5.0,24.0,11.0,13.0,26.0,3.0,16.0,10,10.0,1.0,36,2.0,10.0,27,51,,1.0,92,5.0,31,12.0,2.0,1.0,,1.0,2.0,2.0,,,123,552,11,0.625,0.6790123456790124,0.9148936170212766,0.3533834586466165,0.35384615384615387,0.47058823529411764,0.4166666666666667,0.3898305084745763,0.4953125,0.47297297297297297,0.43617021276595747,0.5446927374301676,0.5365853658536586,0.5173913043478261,0.415625,0.08021390374331551,0.08571428571428572,0.18181818181818182,0.03571428571428571,21.696035242290748,0.7222222222222222,0.06779661016949153,0.024390243902439025,0.11024844720496894,0.04081632653061224,0.10596026490066225,0.016574585635359115,0.10943396226415095,0.034722222222222224,0.04929577464788732,0.04081632653061224,0.036,0.01639344262295082,0.01694915254237288,0.08391608391608392,0.10407239819004525,0.12857142857142856,0.12195121951219512,0.03571428571428571,0.030303030303030304,1.0,0.21875,0.7285714285714285,0.796875,0.6666666666666666,0.103125,0.42424242424242425,0.5185185185185185,0.42857142857142855,0.2625,0.27380952380952384,0.2839506172839506,0.6521739130434783,0.115625,0.3,0.3125,0.3125,0.9,0.32432432432432434,0.5,0.16666666666666666,0.2127659574468085,0.7,0.07446808510638298,0.2978723404255319,0.634375,0.31521739130434784,0.5174815457413251,0.5004000000000001,0.5019763736263736,0.08959537572254335,0.14553990610328638,0.11,0.3075,10.042245989304813,25.067669172932337,0.3482649842271293,4.0,17.0,1.0,2.0,2.0,4.0,11.0,10.0,5.0,13.0,12.0,12.0,,11.0,,,0.38461538461538464,0.34285714285714286,,,0.4594594594594595,0.4594594594594595,0.9411764705882353,0.05405405405405406,0.5,1.0,0.2972972972972973,0.36363636363636365,1.0,0.2857142857142857,0.35714285714285715,,,,,1.0,,True,,
185,1610612758,Chris Webber,Chris Webber,185,SAC,68735.0,1146,135.0,2273,2269,734,627,285,4542,101,166,36.0,57.0,30.0,44.0,54.0,161,123.0,298,,,3.0,10.0,6.0,278,625,3.0,10.0,83.0,648,2252,52,99,7.0,111,88,176,6.0,40.0,219,300,256,9.0,72.0,,10.0,3.0,31.0,106,38.0,144,25.0,13.0,67.0,11.0,28,326,12.0,68.0,4.0,30,162,26.0,218,84.0,302,20.0,51.0,31.0,20.0,46.0,12.0,32.0,44,14.0,7.0,90,9.0,29.0,39,91,4.0,16.0,149,14.0,64,18.0,43.0,12.0,5.0,26.0,44.0,33.0,4.0,,219,734,12,0.539568345323741,0.6198347107438017,1.0,0.3,0.3,0.4448,0.5252525252525253,0.5,0.4448818897637795,0.5252525252525253,0.49175824175824173,0.46088193456614507,0.5235849056603774,0.5,0.015748031496062992,0.0496,0.0963855421686747,0.08695652173913043,0.003355704697986577,30.25562762304464,0.5111111111111111,0.3466666666666667,0.06666666666666667,0.1766630316248637,0.07916181606519208,0.1477832512315271,0.05581395348837209,0.17142857142857143,0.074487895716946,0.1206896551724138,0.0963302752293578,0.04645476772616137,0.051094890510948905,0.0641025641025641,0.18433179723502305,0.14915254237288136,0.1925925925925926,0.1592356687898089,0.10869565217391304,0.06309148264984227,0.75,0.2614173228346457,0.608433734939759,0.6733333333333333,0.45544554455445546,0.25354330708661416,0.33540372670807456,0.3673469387755102,0.2962962962962963,0.4692913385826772,0.412751677852349,0.41414141414141414,0.7154471544715447,,0.015748031496062992,0.3,0.3,1.0,0.5757575757575758,0.631578947368421,0.1388888888888889,0.24175824175824176,0.6818181818181818,,0.03296703296703297,0.27716535433070866,0.3,0.44023685039370075,0.4937747126436781,0.43194010989010984,0.09343065693430656,0.09481481481481481,0.1712962962962963,0.33796296296296297,10.762400000000001,25.360000000000003,0.322921249450066,5.0,,,,,,,1.0,,,1.0,,,,,3.0,,0.16666666666666666,,,,,,,,,,,,,0.16666666666666666,,1.0,1.0,1.0,,,True,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,32255.0,538,-24.0,1035,1041,269,270,128,2076,22,40,2.0,4.0,3.0,9.0,6.0,21,17.0,61,5.0,3.0,11.0,28.0,9.0,45,122,12.0,33.0,42.0,168,1048,3,8,3.0,12,8,24,12.0,18.0,49,50,40,33.0,2.0,1.0,27.0,11.0,8.0,31,5.0,36,3.0,2.0,15.0,1.0,15,77,4.0,10.0,,9,42,6.0,57,14.0,71,3.0,15.0,8.0,7.0,14.0,3.0,12.0,7,2.0,,21,2.0,4.0,30,65,2.0,3.0,53,3.0,23,5.0,4.0,2.0,1.0,1.0,4.0,1.0,,1.0,49,269,3,0.5555555555555556,0.5681818181818182,0.9166666666666666,0.36363636363636365,0.375,0.36885245901639346,0.375,0.3333333333333333,0.4064516129032258,0.4090909090909091,0.4305555555555556,0.4666666666666667,0.46153846153846156,0.532608695652174,0.2129032258064516,0.06557377049180328,0.1,0.19047619047619047,,16.848281642917016,0.6666666666666666,0.18181818181818182,,0.09545454545454546,0.023809523809523808,0.09473684210526316,0.039603960396039604,0.09532710280373832,0.026871401151631478,,0.027522935779816515,0.03414634146341464,0.03333333333333333,0.04878048780487805,0.07368421052631578,0.11875,0.08648648648648649,0.07352941176470588,0.14814814814814814,0.03409090909090909,0.25,0.25806451612903225,0.55,0.6111111111111112,0.45454545454545453,0.13548387096774195,0.2857142857142857,0.35294117647058826,0.8333333333333334,0.3935483870967742,0.2786885245901639,0.2786885245901639,0.5882352941176471,0.03225806451612903,0.18064516129032257,0.39285714285714285,0.39285714285714285,0.9090909090909091,0.36363636363636365,0.5,,0.25,0.3333333333333333,0.08333333333333333,0.25,0.47096774193548385,0.4074074074074074,0.4801665584415584,0.5128499999999999,0.47629142857142853,0.13142857142857142,0.1619718309859155,0.07142857142857142,0.2916666666666667,11.176229508196721,25.3,0.2599033816425121,1.0,1.0,,,1.0,1.0,3.0,4.0,1.0,3.0,5.0,3.0,,,,,0.3333333333333333,0.4166666666666667,,,0.2,0.2,1.0,,,,0.2727272727272727,0.3333333333333333,1.0,0.3333333333333333,0.4444444444444444,,,,,,,True,,
2222,1610612758,Gerald Wallace,Gerald Wallace,2222,SAC,16107.0,268,34.0,544,540,155,158,60,1084,32,45,7.0,11.0,7.0,12.0,1.0,7,5.0,16,,,,1.0,,38,68,,1.0,11.0,87,502,9,14,1.0,19,10,21,,4.0,24,50,26,,10.0,1.0,,,8.0,7,4.0,11,1.0,3.0,5.0,,2,26,1.0,15.0,1.0,9,26,4.0,39,17.0,56,,11.0,5.0,6.0,10.0,2.0,5.0,9,5.0,1.0,19,1.0,3.0,16,31,1.0,5.0,26,2.0,12,2.0,8.0,5.0,,3.0,8.0,3.0,,1.0,24,155,2,0.6578947368421053,0.7575757575757576,,,,0.5588235294117647,0.6428571428571429,0.47619047619047616,0.5507246376811594,0.6428571428571429,0.47619047619047616,0.5370370370370371,0.6333333333333333,0.48,0.014492753623188406,0.11764705882352941,0.1111111111111111,0.42857142857142855,,16.207455429497568,0.5263157894736842,0.17391304347826086,0.041666666666666664,0.1306532663316583,0.06880733944954129,0.20454545454545456,0.030303030303030304,0.1440329218106996,0.06374501992031872,0.057692307692307696,0.0847457627118644,0.06542056074766354,0.038461538461538464,,0.12244897959183673,0.1,0.1625,0.20588235294117646,0.2,,0.375,0.6521739130434783,0.7111111111111111,0.8,0.59375,0.10144927536231885,0.14285714285714285,0.25,1.0,0.2318840579710145,0.3125,0.3125,1.0,,0.014492753623188406,,,,0.7857142857142857,0.6363636363636364,0.2857142857142857,0.5714285714285714,0.5833333333333334,,,0.6666666666666666,,0.5551382352941178,0.5717,0.5206333333333334,0.1518987341772152,0.15384615384615385,0.21839080459770116,0.27586206896551724,5.330882352941177,40.1,0.2849264705882353,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,True,,
