EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,Arc3FGA,FG2A,FG3A,OpponentPoints,NonHeaveArc3FGA,Fg2aBlocked,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,ShortMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,FG2M,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Blocked2s,Blocked3s,BlockedCorner3,BlockedLongMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,BlocksRecoveredPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShootingFouls,OffThreePtRebounds,OffRebounds,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,FtPoints,PenaltyFtPoints,FTA,NonShootingFoulsDrawn,on,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedShortMidRange,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,DefensiveGoaltends,OffensiveGoaltends,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,HeaveMakes
1501,1610612749,Tim Thomas,Tim Thomas,1501,MIL,86.0,1,-2.0,3,4,4.0,7,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,100.0,0.5,0.5,0.5,0.40595,10.7,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,529.0,9,2.0,17,19,12.0,36,,1.0,1.0,1.0,7,1.0,,1.0,,1.0,,,,0.5,,,16.666666666666668,,0.5,1.0,0.57855,,24.7,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.16666666666666666,0.5,0.25,0.16666666666666666,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.57855,1.0,1.0,0.35294117647058826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,1610612749,Marcus Haislip,Marcus Haislip,2409,MIL,529.0,9,2.0,17,19,12.0,36,1.0,1.0,2.0,2.0,7,1.0,,,,1.0,,,,0.5,,,27.77777777777778,0.25,0.25,0.5,0.4162125,13.55,25.1,6.0,1.0,,,,,,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,6.0,,,,,,0.375,,,0.375,,,,,,,,,,,,,,,,,0.5,0.403875,,,0.35294117647058826,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,0.25,0.25,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,442.0,7,2.0,13,15,12.0,28,,,,,5,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,0.16666666666666666,,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,1610612749,Jamal Sampson,Jamal Sampson,2441,MIL,529.0,9,2.0,17,19,12.0,36,2.0,,2.0,,7,,,,,,,,,,,,11.11111111111111,1.0,,,0.28395,4.4,,6.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,2.0,,,6.0,,,,,,,,,,,,0.16666666666666666,,0.125,0.16666666666666666,,,,,,,,,,,,,,,0.35294117647058826,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,1610612749,Kevin Ollie,Kevin Ollie,1563,MIL,242.0,4,,8,8,1.0,16,,,,,4,,,,,,,,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,6.0,,,,,,,,,,,,0.5,,0.3333333333333333,0.5,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1610612749,Ray Allen,Ray Allen,951,MIL,87.0,1,,4,4,,8,,,,,2,,,,,,,,,,,,25.0,,,,,,,4.0,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,1.0,1.0,,2.0,4.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,1610612749,Desmond Mason,Desmond Mason,2046,MIL,201.0,3,4.0,6,7,7.0,13,1.0,,2.0,,1,,,,,,,,,,,,33.333333333333336,0.5,,0.5,0.59145,6.65,,,,1.0,1.0,,,,,,1.0,2.0,,,,,,,,2.0,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,0.5,,,0.5,,,0.5,,,0.3333333333333333,,0.25,0.3333333333333333,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,1610612749,Tim Thomas,Tim Thomas,1501,MIL,141489.0,2358,-30.0,4493,4490,1113.0,8983,211.0,193.0,664.0,264.0,4894,191.0,39.0,68.0,6.0,132.0,256.0,15.0,28.0,0.28448275862068967,0.058734939759036146,0.06635071090047394,22.458628841607567,0.2273706896551724,0.20797413793103448,0.5506465517241379,0.48429972972972946,8.522740963855417,25.28030303030303,960.0,501.0,147.0,247.0,29.0,55.0,35.0,56.0,38.0,315.0,1066.0,46.0,94.0,132.0,63.0,119.0,52.0,216.0,376.0,68.0,34.0,102.0,14.0,28.0,238.0,56.0,201.0,292.0,389.0,16.0,216.0,960.0,0.5968253968253968,0.6550522648083623,0.4743975903614458,0.48936170212765956,0.5294117647058824,0.49622844827586204,0.5304347826086957,0.5175438596491229,0.5257936507936508,0.5454545454545454,0.5510204081632653,0.122040072859745,0.12121212121212122,0.12185870080606923,0.1266025641025641,0.11594202898550725,0.2661637931034483,0.5951417004048583,0.6621621621621622,0.6122448979591837,0.4782608695652174,0.5272727272727272,0.20689655172413793,0.32748538011695905,0.625,0.2222222222222222,0.47173727810650884,0.12382739212007504,0.2026266416510319,0.21366570220342757,206.0,27.0,71.0,97.0,285.0,70.0,32.0,64.0,27.0,28.0,48.0,1.0,1.0,6.0,49.0,22.0,0.979381443298969,0.36742424242424243,0.3702290076335878,0.48484848484848486,0.4489795918367347,0.22198275862068967,0.07650862068965517,0.38028169014084506,0.38028169014084506,0.9629629629629629,136.0,23.0,97.0,0.04380952380952381,0.044570886676149835,0.03814713896457766,145.0,39.0,186.0,14.0,False,84.0,84.0,2.0,5.0,6.0,14.0,70.0,8.0,16.0,11.0,10.0,21.0,10.0,17.0,254.0,6.0,56.0,2.0,70.0,20.0,14.0,26.0,71.0,3.0,35.0,18.0,38.0,37.0,12.0,10.0,28.0,14.0,9.0,77.0,3.0,33.0,9.0,2.0,1.0,0.47619047619047616,0.3269230769230769,0.10121457489878542,0.25,0.027777777777777776,0.04482323232323232,0.07482993197278912,0.025362318840579712,0.04060913705583756,0.056962025316455694,0.122,0.11663479923518165,0.12345679012345678,0.03870967741935484,0.3981042654028436,0.4263959390862944,0.4642857142857143,0.4077669902912621,0.4077669902912621,0.7023809523809523,0.3626943005181347,0.3626943005181347,0.9857142857142858,0.043478260869565216,0.4,0.5,0.1391304347826087,0.5,1.0,0.08187134502923976,0.42857142857142855,0.2894736842105263,0.36649214659685864,0.5020846153846152,0.08048289738430583,0.10591471801925723,0.011235955056179775,,,,,,,,,,,
1563,1610612749,Kevin Ollie,Kevin Ollie,1563,MIL,67547.0,1126,91.0,2057,2067,584.0,4124,47.0,2.0,250.0,5.0,2150,2.0,17.0,17.0,3.0,36.0,71.0,3.0,9.0,0.0196078431372549,0.068,0.06382978723404255,14.334763948497853,0.1843137254901961,0.00784313725490196,0.3411764705882353,0.454032549019608,10.679999999999998,23.880000000000003,525.0,242.0,45.0,82.0,5.0,10.0,8.0,18.0,,116.0,303.0,10.0,21.0,20.0,25.0,58.0,1.0,77.0,176.0,108.0,73.0,181.0,21.0,42.0,435.0,21.0,63.0,86.0,98.0,6.0,77.0,525.0,0.7586206896551724,0.7652173913043478,0.464,0.47619047619047616,0.43103448275862066,0.46078431372549017,0.45454545454545453,0.4491525423728814,0.5083892617449665,0.45454545454545453,0.5202702702702703,0.07954545454545454,0.1,0.08383233532934131,0.08873720136518772,0.10810810810810811,0.3215686274509804,0.5487804878048781,0.6338028169014085,0.7111111111111111,0.45454545454545453,0.5,0.6,0.3050847457627119,0.4444444444444444,,0.4398228813559323,0.066006600660066,0.25412541254125415,0.2552260573650948,121.0,1.0,3.0,1.0,3.0,37.0,26.0,19.0,7.0,13.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,0.2,0.2,0.5277777777777778,0.5,0.4745098039215686,0.011764705882352941,0.3333333333333333,0.3333333333333333,1.0,34.0,1.0,12.0,0.004149377593360996,0.011891891891891892,0.0058823529411764705,68.0,24.0,91.0,7.0,False,23.0,48.0,,1.0,1.0,1.0,,,,,,1.0,,1.0,56.0,,2.0,,,52.0,25.0,41.0,10.0,1.0,2.0,,11.0,12.0,4.0,4.0,1.0,5.0,,41.0,,1.0,,,1.0,,1.0,0.13414634146341464,0.024691358024691357,0.013888888888888888,0.014619883040935672,0.04433497536945813,,0.003816793893129771,,0.0648854961832061,0.08438818565400844,0.09558823529411764,,0.48936170212765956,0.5227272727272727,0.5217391304347826,0.39669421487603307,0.4067796610169492,0.9166666666666666,,,,0.045454545454545456,,,,,,0.01694915254237288,1.0,,,0.45138409090909093,0.140893470790378,0.14335664335664336,,0.024793388429752067,,,,,,,,,,
