EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,Travels,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,HeaveAttempts,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,OffensiveGoaltends,SecondChanceCorner3PctAssisted,on,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked
15,1610612746,Eric Piatkowski,Eric Piatkowski,15,LAC,81647.0,1361,19,2603,2601,796,671,341,5204,80,119,10,16,21,28,18.0,52,32.0,74,20.0,53.0,1.0,3.0,5.0,11.0,60.0,148.0,9.0,24.0,21.0,50.0,130,245,80.0,201.0,101,601,2736,18,30,10.0,27.0,10.0,76,41,62,26.0,61.0,32.0,192,162,98,222.0,18.0,22.0,148.0,60.0,19,1.0,56,14.0,70,11.0,3.0,27,17.0,12.0,154,10.0,34,25,87,112,44,156,8.0,33,22,11.0,32,14.0,21.0,24,3.0,11.0,56,2.0,20.0,49,92,5.0,4.0,122,8.0,1.0,24.0,41,2.0,10.0,8,1.0,1.0,2.0,2.0,4.0,9,7.0,192,796,15,0.6230769230769231,0.680672268907563,0.925,0.39800995024875624,0.37037037037037035,0.4262295081967213,0.39800995024875624,0.5306122448979592,0.6,0.6612903225806451,0.5605381165919282,0.5789473684210527,0.6504065040650406,0.5948979591836735,0.6065573770491803,0.6714285714285714,0.45067264573991034,0.004975124378109453,0.07755102040816327,0.07563025210084033,0.15384615384615385,0.02702702702702703,0.006756756756756757,18.193935354881706,0.5714285714285714,0.08512720156555773,0.03582718651211802,0.0992063492063492,0.038314176245210725,0.08791208791208792,0.03636363636363636,0.033003300330033,0.04087193460490463,0.03225806451612903,0.03365384615384615,0.05660377358490566,0.05673758865248227,0.09198813056379822,0.09925558312655088,0.09444444444444444,0.1111111111111111,0.037383177570093455,0.7777777777777778,0.26681614349775784,0.6722689075630253,0.7272727272727273,0.625,0.11659192825112108,0.34615384615384615,0.4090909090909091,0.6111111111111112,0.16591928251121077,0.43243243243243246,0.4444444444444444,0.625,0.11883408071748879,0.37735849056603776,0.37735849056603776,0.95,0.33183856502242154,0.40540540540540543,0.40816326530612246,0.9166666666666666,0.2807017543859649,0.625,0.3,0.05263157894736842,0.3333333333333333,0.42105263157894735,0.375,0.8888888888888888,0.22764227642276422,0.75,0.08943089430894309,0.45454545454545453,0.4065040650406504,0.42,0.7174887892376681,0.40540540540540543,0.5228413677130046,0.5217489583333335,0.5066386178861789,0.08958333333333333,0.1474820143884892,0.009900990099009901,0.1264559068219634,0.3194675540765391,7.776326530612243,25.176616915422905,0.3058009988474837,,,,,,,,,,,,True,,,
1709,1610612746,Michael Olowokandi,Michael Olowokandi,1709,LAC,25203.0,420,-42,811,812,192,161,88,1623,17,25,3,7,4,7,42.0,109,2.0,6,,,,,,,,,,,,,61,140,,,21,143,838,6,15,,,,12,17,37,,,8.0,42,86,36,,,6.0,,,8,,14,5.0,19,5.0,,5,1.0,8.0,43,3.0,16,14,59,82,19,101,2.0,3,2,1.0,10,2.0,5.0,23,5.0,5.0,33,1.0,5.0,8,30,4.0,7.0,35,1.0,,,14,,4.0,17,,,10.0,,7.0,17,7.0,42,192,4,0.7049180327868853,0.7413793103448276,,,,,,0.4357142857142857,0.4,0.4594594594594595,0.4357142857142857,0.4,0.4594594594594595,0.4554140127388535,0.375,0.4666666666666667,,,0.05714285714285714,0.12,0.045871559633027525,,,20.856201975850716,0.30303030303030304,0.16573033707865167,0.05333333333333334,0.24561403508771928,0.04285714285714286,0.17675544794188863,0.051351351351351354,0.046153846153846156,0.04895104895104895,0.06521739130434782,0.03333333333333333,0.1,0.17894736842105263,0.12396694214876033,0.19285714285714287,0.21428571428571427,0.3333333333333333,0.02857142857142857,0.4117647058823529,0.17857142857142858,0.68,0.7727272727272727,0.7058823529411765,0.7785714285714286,0.3853211009174312,0.40384615384615385,0.6904761904761905,0.04285714285714286,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.4666666666666667,0.42857142857142855,,,,,,,0.1891891891891892,0.5714285714285714,,,,,0.17857142857142858,,0.41991428571428574,0.44627692307692296,0.4174081081081082,0.0915032679738562,0.0915032679738562,,0.08391608391608392,0.2937062937062937,7.410714285714286,,0.23674475955610358,9.0,6.0,2.0,7.0,0.391304347826087,,,,,,,True,,,
1762,1610612746,Tremaine Fowlkes,Tremaine Fowlkes,1762,LAC,7884.0,131,50,262,258,66,60,39,520,9,16,3,3,4,6,,3,7.0,13,1.0,2.0,,,,,,,,,,,16,32,1.0,2.0,14,49,238,3,4,,,2.0,8,4,9,,,7.0,15,28,4,3.0,,2.0,,,3,,5,,5,,,5,,,10,,6,5,15,20,6,26,1.0,12,7,5.0,1,2.0,1.0,5,1.0,,6,1.0,1.0,8,19,1.0,1.0,17,1.0,,,7,,2.0,1,,,,,1.0,1,,15,66,1,0.875,0.9333333333333333,1.0,0.5,,,0.5,0.5,0.75,0.4444444444444444,0.5147058823529411,0.75,0.4444444444444444,0.5833333333333334,0.8,0.625,0.058823529411764705,,0.09375,0.125,,0.07692307692307693,,15.635179153094464,0.16666666666666666,0.16304347826086957,0.06382978723404255,0.16129032258064516,,0.16260162601626016,0.05172413793103448,0.05555555555555555,0.07407407407407407,0.06451612903225806,,,0.14285714285714285,0.1935483870967742,0.15,0.17391304347826086,0.125,0.07142857142857142,,0.47058823529411764,0.5625,0.6428571428571429,0.7777777777777778,0.08823529411764706,,,,0.38235294117647056,0.5384615384615384,0.5833333333333334,1.0,0.058823529411764705,0.5,0.5,1.0,,,,,0.75,1.0,0.6666666666666666,,,,,,0.6666666666666666,0.6666666666666666,,,,,0.5294117647058824,,0.4866735294117647,0.502175,0.5253888888888889,0.175,0.18421052631578946,,0.16326530612244897,0.30612244897959184,8.234375,22.7,0.25190839694656486,,1.0,,,,,,,,,,True,,,
1889,1610612746,Andre Miller,Andre Miller,1889,LAC,52538.0,876,-24,1699,1697,553,472,206,3396,48,81,4,7,10,21,37.0,105,35.0,85,2.0,4.0,,,2.0,3.0,7.0,35.0,,1.0,3.0,15.0,120,271,9.0,39.0,91,358,1817,10,24,,1.0,5.0,25,30,78,5.0,18.0,36.0,111,56,184,21.0,6.0,8.0,33.0,7.0,20,,147,37.0,184,31.0,6.0,81,32.0,34.0,405,2.0,20,18,61,80,23,103,7.0,37,27,10.0,48,10.0,31.0,27,1.0,17.0,75,5.0,24.0,13,57,2.0,9.0,118,13.0,,,49,,17.0,4,,,4.0,,,4,2.0,111,553,10,0.23333333333333334,0.2413793103448276,0.7777777777777778,0.23076923076923078,,0.2777777777777778,0.24324324324324326,0.44280442804428044,0.4166666666666667,0.38461538461538464,0.4306451612903226,0.4,0.390625,0.4931129476584022,0.44642857142857145,0.4625,0.12580645161290321,,0.07380073800738007,0.12345679012345678,0.08571428571428572,0.011764705882352941,,22.64736297828335,0.64,0.09200603318250378,0.034013605442176874,0.10714285714285714,0.011764705882352941,0.0950661853188929,0.029023746701846966,0.02247191011235955,0.04201680672268908,0.03488372093023256,0.014285714285714285,,0.08670520231213873,0.07234042553191489,0.11372549019607843,0.12173913043478261,0.07547169811320754,0.0457516339869281,0.5,0.26129032258064516,0.5925925925925926,0.676056338028169,0.25,0.3387096774193548,0.3523809523809524,0.3854166666666667,0.1891891891891892,0.27419354838709675,0.4117647058823529,0.4166666666666667,0.2571428571428571,0.012903225806451613,0.5,0.5,1.0,0.11290322580645161,0.2,0.2,0.7142857142857143,0.28,0.5714285714285714,0.25,,,0.04,,,0.21875,0.47619047619047616,0.03125,0.6666666666666666,0.15625,0.2,0.3870967741935484,0.21212121212121213,0.45906498371335486,0.4352826086956522,0.44230585106382975,0.1416184971098266,0.15960912052117263,,0.06983240223463687,0.3100558659217877,9.155350553505535,26.792307692307695,0.32548557975279574,1.0,6.0,,,0.018867924528301886,2.0,1.0,0.017543859649122806,,,,True,,,
399,1610612746,Sean Rooks,Sean Rooks,399,LAC,21067.0,351,-15,657,652,216,179,92,1309,11,15,3,5,4,5,8.0,16,18.0,41,,,,,,,,,,,,,37,72,,,22,96,700,6,9,,,9.0,21,10,19,,,9.0,29,50,24,,,4.0,,,1,,17,6.0,23,4.0,2.0,11,5.0,1.0,52,3.0,8,11,25,43,11,54,2.0,9,8,1.0,13,2.0,8.0,3,,5.0,16,,8.0,32,51,4.0,,27,1.0,,,9,,5.0,10,,,6.0,,4.0,10,5.0,29,216,7,0.6756756756756757,0.7142857142857143,,,,,,0.5138888888888888,0.6666666666666666,0.5263157894736842,0.5138888888888888,0.6666666666666666,0.5263157894736842,0.5647058823529412,0.75,0.58,,,0.013888888888888888,0.06666666666666667,,,,13.35978835978836,0.8125,0.1016260162601626,0.03225806451612903,0.16666666666666666,0.041666666666666664,0.11538461538461539,0.034375,0.039473684210526314,0.022988505747126436,0.03529411764705882,0.05263157894736842,,0.12698412698412698,0.11842105263157894,0.07476635514018691,0.16666666666666666,0.16666666666666666,0.058823529411764705,0.5,0.20833333333333334,0.7333333333333333,0.7857142857142857,0.5454545454545454,0.2222222222222222,0.5,0.5,0.375,0.5694444444444444,0.43902439024390244,0.43902439024390244,0.8888888888888888,,,,,,,,,0.5555555555555556,0.6,,,,,,,0.2631578947368421,0.8,,,,,0.20833333333333334,,0.4289986111111111,0.49282857142857145,0.4381210526315789,0.1125,0.1125,,0.21875,0.3020833333333333,12.119444444444444,,0.3287671232876712,7.0,,1.0,3.0,0.30434782608695654,,,,,,,True,,,
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,26532.0,442,-28,880,872,296,222,97,1752,42,62,7,10,16,22,4.0,18,17.0,56,,2.0,,,,1.0,11.0,30.0,1.0,3.0,4.0,14.0,63,136,11.0,32.0,63,222,909,9,19,1.0,3.0,13.0,34,25,41,4.0,15.0,33.0,95,80,46,33.0,,12.0,30.0,11.0,11,,32,8.0,40,8.0,,11,15.0,6.0,88,1.0,11,12,31,51,12,63,2.0,12,8,4.0,18,6.0,10.0,20,7.0,8.0,38,1.0,9.0,16,41,1.0,3.0,77,10.0,,1.0,32,1.0,10.0,5,,,5.0,,,5,2.0,95,296,8,0.6349206349206349,0.7017543859649122,1.0,0.34375,0.3333333333333333,0.26666666666666666,0.34375,0.4632352941176471,0.47368421052631576,0.6097560975609756,0.4732142857142857,0.4772727272727273,0.5535714285714286,0.5497512437810945,0.6071428571428571,0.6418918918918919,0.19047619047619047,,0.08088235294117647,0.08064516129032258,0.2777777777777778,0.017857142857142856,,24.141414141414142,0.47368421052631576,0.08908045977011494,0.03481012658227848,0.16901408450704225,0.01282051282051282,0.1026252983293556,0.030456852791878174,0.041666666666666664,0.0364963503649635,0.028037383177570093,0.015151515151515152,,0.06451612903225806,0.06837606837606838,0.12318840579710146,0.1346153846153846,0.2631578947368421,0.024096385542168676,0.4,0.36904761904761907,0.6774193548387096,0.7368421052631579,0.6190476190476191,0.10714285714285714,0.2222222222222222,0.3076923076923077,,0.3333333333333333,0.30357142857142855,0.3090909090909091,0.8235294117647058,0.011904761904761904,,,,0.17857142857142858,0.36666666666666664,0.36666666666666664,1.0,0.45454545454545453,0.7,0.14285714285714285,,,0.13636363636363635,0.3333333333333333,1.0,0.39285714285714285,0.7272727272727273,0.017857142857142856,,0.25,0.2857142857142857,0.5595238095238095,0.36666666666666664,0.5180011904761905,0.5193055555555556,0.5190062500000001,0.17277486910994763,0.20253164556962025,0.030303030303030304,0.15315315315315314,0.42792792792792794,9.209558823529411,25.243749999999995,0.33636363636363636,8.0,1.0,,1.0,0.32,,,,1.0,1.0,,True,,,
2039,1610612746,Keyon Dooling,Keyon Dooling,2039,LAC,13423.0,224,-12,412,418,119,119,62,830,8,14,1,1,3,4,2.0,14,14.0,32,4.0,6.0,,,,,10.0,24.0,2.0,3.0,2.0,9.0,24,60,14.0,30.0,8,98,462,3,5,2.0,3.0,1.0,13,4,14,2.0,9.0,5.0,19,8,40,27.0,15.0,,24.0,10.0,6,,19,4.0,23,2.0,2.0,11,2.0,6.0,50,1.0,3,3,9,12,4,16,,4,4,,7,2.0,6.0,6,1.0,1.0,13,,4.0,7,22,,3.0,9,,1.0,,2,1.0,2.0,1,,,,1.0,,1,,19,119,6,0.16666666666666666,0.16666666666666666,0.6428571428571429,0.4666666666666667,0.6666666666666666,0.2222222222222222,0.4666666666666667,0.4,0.6,0.2857142857142857,0.5,0.75,0.30434782608695654,0.5212765957446809,0.8125,0.36538461538461536,0.3333333333333333,,0.1,0.14285714285714285,0.2857142857142857,,,22.15320910973085,0.5384615384615384,0.056962025316455694,0.019736842105263157,0.06818181818181818,0.021739130434782608,0.0594059405940594,0.020202020202020204,0.023255813953488372,0.030303030303030304,,0.027777777777777776,,0.08888888888888889,0.0425531914893617,0.045454545454545456,0.06451612903225806,0.07692307692307693,,,0.15555555555555556,0.5714285714285714,0.6666666666666666,0.25,0.15555555555555556,0.14285714285714285,0.2,,0.35555555555555557,0.4375,0.4375,0.14285714285714285,0.06666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.26666666666666666,0.4166666666666667,0.4166666666666667,0.5,0.125,1.0,,,,0.375,0.6666666666666666,,0.17391304347826086,0.75,,,0.391304347826087,0.2222222222222222,0.4888888888888889,0.4166666666666667,0.47140277777777784,0.390225,0.4607304347826088,0.03260869565217391,0.03225806451612903,0.03333333333333333,0.1326530612244898,0.19387755102040816,11.879999999999999,25.176666666666666,0.28883495145631066,,,,,,,,,,,,True,,,
2060,1610612746,Marko Jaric,Marko Jaric,2060,LAC,34913.0,582,58,1101,1104,333,267,158,2205,38,77,6,11,13,21,5.0,20,16.0,46,7.0,16.0,1.0,4.0,,1.0,14.0,46.0,,1.0,3.0,15.0,59,143,21.0,62.0,37,218,1151,6,16,1.0,5.0,,15,19,37,3.0,16.0,18.0,65,46,72,51.0,12.0,4.0,43.0,14.0,11,,64,26.0,90,16.0,10.0,38,16.0,10.0,206,2.0,15,10,47,61,17,78,5.0,39,24,15.0,25,4.0,20.0,18,3.0,5.0,43,2.0,12.0,17,65,1.0,4.0,51,3.0,,,18,,9.0,7,,,3.0,1.0,3.0,7,4.0,65,333,17,0.3898305084745763,0.40350877192982454,0.8095238095238095,0.3387096774193548,0.2,0.1875,0.3559322033898305,0.4125874125874126,0.375,0.5135135135135135,0.44146341463414634,0.35714285714285715,0.44339622641509435,0.4759825327510917,0.35714285714285715,0.5,0.3024390243902439,,0.07692307692307693,0.06493506493506493,0.25,0.021739130434782608,,21.101629169899145,0.5813953488372093,0.10930232558139535,0.03597122302158273,0.09345794392523364,0.01904761904761905,0.10614525139664804,0.032567049808429116,0.046052631578947366,0.03424657534246575,0.025210084033613446,0.013157894736842105,0.034482758620689655,0.046153846153846156,0.12903225806451613,0.14204545454545456,0.09090909090909091,0.1,0.045871559633027525,0.5714285714285714,0.375609756097561,0.4935064935064935,0.5277777777777778,0.3684210526315789,0.0975609756097561,0.25,0.3333333333333333,0.2,0.22439024390243903,0.34782608695652173,0.35555555555555557,0.5,0.07804878048780488,0.4375,0.4375,0.8571428571428571,0.22439024390243903,0.30434782608695654,0.30434782608695654,0.7857142857142857,0.5238095238095238,0.5454545454545454,0.3333333333333333,0.19047619047619047,0.25,0.047619047619047616,,,0.39622641509433965,0.6190476190476191,0.018867924528301886,,0.2830188679245283,0.2,0.6780487804878049,0.32558139534883723,0.5078284653465346,0.47974285714285725,0.4825990000000001,0.08181818181818182,0.11392405063291139,,0.06880733944954129,0.2981651376146789,7.2720279720279715,26.23225806451614,0.3024523160762943,4.0,3.0,,1.0,0.125,3.0,,,,,1.0,True,,,
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,47790.0,796,30,1531,1536,459,387,194,3067,90,141,35,54,18,31,46.0,114,14.0,40,,,,,,,,1.0,,,,1.0,150,295,,1.0,87,387,1618,38,68,,,19.0,95,36,78,,1.0,41.0,113,188,112,,,62.0,,,17,,35,24.0,59,21.0,3.0,18,3.0,14.0,142,16.0,82,23,113,148,100,248,6.0,21,13,8.0,23,4.0,11.0,34,3.0,12.0,57,5.0,15.0,25,63,10.0,10.0,112,16.0,,,48,,16.0,62,1.0,1.0,32.0,7.0,23.0,63,32.0,113,459,6,0.6266666666666667,0.7899159663865546,,,,,,0.5084745762711864,0.5588235294117647,0.46153846153846156,0.5067567567567568,0.5588235294117647,0.45569620253164556,0.5625,0.6012658227848101,0.5380952380952381,0.0033783783783783786,,0.0576271186440678,0.04964539007092199,0.07894736842105263,0.025,,22.784090909090907,0.40350877192982454,0.1825525040387722,0.14909090909090908,0.15753424657534246,0.10526315789473684,0.17777777777777778,0.1396011396011396,0.20348837209302326,0.12831858407079647,0.11842105263157894,0.11290322580645161,0.07142857142857142,0.15432098765432098,0.19626168224299065,0.18930041152263374,0.1619047619047619,0.14634146341463414,0.046875,0.5079365079365079,0.47635135135135137,0.6382978723404256,0.6716417910447762,0.5666666666666667,0.38513513513513514,0.40350877192982454,0.4380952380952381,0.6739130434782609,0.13513513513513514,0.35,0.358974358974359,0.8571428571428571,,,,,0.0033783783783783786,,,,0.7941176470588235,0.6481481481481481,0.05714285714285714,,,,,,0.3924050632911392,0.5806451612903226,,,0.012658227848101266,,0.4797297297297297,,0.48819389830508475,0.5143916666666668,0.458174358974359,0.14634146341463414,0.14678899082568808,,0.2454780361757106,0.29198966408268734,5.557627118644068,42.4,0.2998040496407577,12.0,8.0,5.0,,0.2727272727272727,1.0,2.0,0.043478260869565216,1.0,,,True,,,
2047,1610612746,Quentin Richardson,Quentin Richardson,2047,LAC,20854.0,348,9,649,650,172,180,90,1299,30,61,5,12,3,8,2.0,11,7.0,17,1.0,4.0,,,,2.0,16.0,39.0,1.0,5.0,4.0,14.0,39,89,17.0,43.0,16,145,666,5,13,1.0,5.0,2.0,15,4,12,4.0,16.0,3.0,23,36,42,48.0,3.0,10.0,39.0,16.0,4,,13,5.0,18,4.0,1.0,9,2.0,2.0,41,3.0,13,12,42,54,18,72,4.0,7,4,3.0,10,1.0,4.0,4,,6.0,14,4.0,5.0,11,23,2.0,1.0,27,3.0,,,12,,3.0,3,,,2.0,,1.0,3,2.0,23,172,4,0.46153846153846156,0.5294117647058824,0.9411764705882353,0.3953488372093023,0.2,0.25,0.3953488372093023,0.43820224719101125,0.38461538461538464,0.3333333333333333,0.48863636363636365,0.3611111111111111,0.35714285714285715,0.5034722222222222,0.39473684210526316,0.3709677419354839,0.32575757575757575,,0.0449438202247191,0.03278688524590164,0.09090909090909091,0.058823529411764705,,21.01063829787234,0.7142857142857143,0.15384615384615385,0.05439330543933055,0.19047619047619047,0.036585365853658534,0.16071428571428573,0.04984423676012461,0.08333333333333333,0.04878048780487805,0.01639344262295082,0.045454545454545456,,0.12987012987012986,0.16129032258064516,0.1650485436893204,0.17391304347826086,0.23529411764705882,0.057971014492753624,0.6666666666666666,0.4621212121212121,0.4918032786885246,0.5084745762711864,0.5333333333333333,0.08333333333333333,0.18181818181818182,0.2,,0.12878787878787878,0.4117647058823529,0.4375,0.2857142857142857,0.030303030303030304,0.25,0.25,1.0,0.29545454545454547,0.41025641025641024,0.41025641025641024,0.9375,0.6666666666666666,0.4166666666666667,,,,0.2777777777777778,0.2,1.0,0.2857142857142857,0.375,0.07142857142857142,,0.5,0.2857142857142857,0.7878787878787878,0.41025641025641024,0.5169299242424242,0.553075,0.49244999999999994,0.0851063829787234,0.12244897959183673,,0.10344827586206896,0.15862068965517243,4.800000000000001,25.786046511627912,0.2650231124807396,,1.0,,,,,2.0,0.09090909090909091,2.0,,,True,,,
