EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGA,Travels,BlockedShortMidRange,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,OffCorner3ReboundPct,FTDefRebounds,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,FTOffRebounds,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,PenaltyCorner3FGM,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,on,HeaveAttempts,Arc3PctBlocked,HeaveMakes,3pt And 1 Free Throw Trips,Clear Path Fouls,BlockedCorner3
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,22650.0,378,-49,695,698,158,175,94,1393,11.0,19,3.0,3.0,2.0,5,10.0,19.0,25.0,57.0,1.0,13.0,25.0,3.0,4.0,3.0,4.0,46,95,13.0,26.0,35,166,736,10.0,12.0,3.0,4.0,2.0,31.0,8.0,22,3.0,4.0,16.0,41,30.0,62,9.0,30.0,8.0,25.0,13.0,2.0,43.0,13.0,56.0,7.0,6.0,19.0,3.0,21.0,125.0,3.0,7.0,5.0,25,30,10.0,40,2.0,16.0,9.0,7.0,7.0,2.0,4.0,6.0,1.0,3.0,13,1.0,3.0,12.0,22,1.0,3.0,42,2.0,6.0,14.0,5.0,2.0,2.0,2.0,2.0,41,158,0.32608695652173914,0.35714285714285715,0.23076923076923078,0.5,0.75,0.75,0.5,0.4842105263157895,0.8333333333333334,0.36363636363636365,0.5413223140495868,0.90625,0.4807692307692308,0.5833333333333334,0.8823529411764706,0.5882352941176471,0.21487603305785125,0.021052631578947368,0.05263157894736842,0.05263157894736842,18.711276332094176,0.5384615384615384,0.09225092250922509,0.02413793103448276,0.08771929824561403,0.039473684210526314,0.09146341463414634,0.0273224043715847,0.03278688524590164,0.05194805194805195,0.006578947368421052,0.05454545454545454,0.11904761904761904,0.07476635514018691,0.0875,0.12195121951219512,0.034482758620689655,1.0,0.15702479338842976,0.5789473684210527,0.6111111111111112,0.15702479338842976,0.5263157894736842,0.5555555555555556,0.3,0.47107438016528924,0.43859649122807015,0.43859649122807015,0.48,0.008264462809917356,0.2066115702479339,0.52,0.52,0.23076923076923078,0.1875,1.0,0.25,0.75,0.3333333333333333,0.19230769230769232,0.4,0.15384615384615385,0.75,0.371900826446281,0.52,0.45293181818181827,0.4667363636363637,0.4424461538461538,0.10526315789473684,0.1308411214953271,0.18674698795180722,0.2469879518072289,13.15052631578947,25.115384615384617,0.2273381294964029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1713,1610612761,Vince Carter,Vince Carter,1713,TOR,9473.0,158,5,301,301,72,66,35,602,10.0,15,1.0,2.0,2.0,4,9.0,21.0,10.0,30.0,7.0,4.0,19.0,,,1.0,4.0,29,66,8.0,26.0,7,89,288,2.0,6.0,,,,4.0,4.0,13,1.0,6.0,4.0,15,26.0,32,21.0,3.0,2.0,19.0,4.0,1.0,9.0,1.0,10.0,,1.0,4.0,,5.0,21.0,,7.0,3.0,11,14,7.0,21,3.0,5.0,4.0,1.0,10.0,1.0,8.0,5.0,1.0,2.0,15,2.0,5.0,8.0,16,2.0,2.0,11,2.0,1.0,4.0,2.0,6.0,5.0,6.0,3.0,15,72,0.4482758620689655,0.4642857142857143,0.875,0.3076923076923077,,0.16666666666666666,0.3076923076923077,0.4393939393939394,0.3333333333333333,0.3076923076923077,0.44565217391304346,0.3333333333333333,0.2894736842105263,0.4583333333333333,0.3333333333333333,0.3409090909090909,0.2826086956521739,0.015151515151515152,,0.047619047619047616,32.743362831858406,0.6666666666666666,0.09565217391304348,0.059322033898305086,0.08571428571428572,,0.09333333333333334,0.04516129032258064,0.05,0.08823529411764706,0.046875,,0.04878048780487805,0.13043478260869565,0.10714285714285714,0.11538461538461539,0.05555555555555555,0.5,0.16304347826086957,0.6666666666666666,0.6666666666666666,0.22826086956521738,0.42857142857142855,0.45,0.4444444444444444,0.32608695652173914,0.3333333333333333,0.3333333333333333,0.3,0.07608695652173914,0.20652173913043478,0.21052631578947367,0.21052631578947367,0.75,0.3333333333333333,0.5,,,,0.21052631578947367,0.5,0.21052631578947367,0.25,0.44565217391304346,0.21052631578947367,0.4808048913043478,0.4355,0.46936052631578945,0.0425531914893617,0.058823529411764705,0.0449438202247191,0.16853932584269662,11.11969696969697,24.584615384615383,0.23920265780730898,4.0,2.0,1.0,1.0,0.6,0.5714285714285714,0.5714285714285714,1.0,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1983,1610612761,Jermaine Jackson,Jermaine Jackson,1983,TOR,5960.0,99,-57,182,177,70,62,25,359,5.0,12,1.0,1.0,3.0,3,,4.0,1.0,4.0,,,1.0,,,,,6,20,,1.0,10,22,211,1.0,3.0,,,,2.0,3.0,6,,,7.0,13,2.0,10,,,2.0,1.0,,4.0,11.0,3.0,14.0,3.0,,5.0,1.0,5.0,31.0,1.0,3.0,1.0,5,6,4.0,10,1.0,2.0,2.0,,6.0,2.0,5.0,4.0,,1.0,10,,3.0,4.0,7,,1.0,11,1.0,,3.0,3.0,1.0,,1.0,,13,70,0.16666666666666666,0.2,,,,,,0.3,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,0.5,0.4230769230769231,0.3333333333333333,0.65,0.047619047619047616,0.2,0.25,0.25,16.901408450704228,0.6,0.08333333333333333,0.039473684210526314,0.125,0.04,0.08823529411764706,0.039603960396039604,0.1,,0.02857142857142857,,0.05555555555555555,0.11764705882352941,0.08,0.14285714285714285,0.1,,0.5714285714285714,0.4166666666666667,0.5555555555555556,0.19047619047619047,,,,0.19047619047619047,0.25,0.25,,,0.047619047619047616,,,,0.3333333333333333,1.0,,,,0.5,1.0,,,0.6190476190476191,,0.4695380952380952,0.4598,0.5037666666666666,0.13043478260869565,0.13636363636363635,0.09090909090909091,0.5909090909090909,5.47,25.2,0.38461538461538464,,,1.0,1.0,0.2,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
213,1610612761,Antonio Davis,Antonio Davis,213,TOR,10092.0,168,-20,319,309,89,64,44,628,8.0,16,1.0,3.0,3.0,3,8.0,27.0,2.0,19.0,,,,,,,,18,62,,,17,53,322,1.0,8.0,,,1.0,3.0,8.0,17,,,2.0,18,26.0,10,,,,,,7.0,7.0,2.0,9.0,,2.0,4.0,2.0,1.0,20.0,3.0,10.0,4.0,19,26,13.0,39,,2.0,1.0,1.0,10.0,,5.0,1.0,1.0,5.0,11,1.0,3.0,4.0,11,3.0,,30,,,14.0,1.0,4.0,2.0,4.0,3.0,18,89,0.7222222222222222,0.7222222222222222,,,,,,0.2903225806451613,0.125,0.47058823529411764,0.2903225806451613,0.125,0.47058823529411764,0.34415584415584416,0.15,0.45,,0.11290322580645161,0.125,0.18518518518518517,24.175824175824175,0.9090909090909091,0.15079365079365079,0.07633587786259542,0.13333333333333333,0.0967741935483871,0.14743589743589744,0.08024691358024691,0.043478260869565216,0.08333333333333333,0.08333333333333333,0.13043478260869565,0.11904761904761904,0.11764705882352941,0.24242424242424243,,,0.75,0.25806451612903225,0.5,0.5714285714285714,0.43548387096774194,0.2962962962962963,0.36363636363636365,0.5,0.3064516129032258,0.10526315789473684,0.10526315789473684,1.0,,,,,,0.375,0.3333333333333333,,,,0.17647058823529413,1.0,,,0.25806451612903225,,0.4378983870967742,0.48410000000000003,0.426435294117647,0.18421052631578946,0.18421052631578946,0.05660377358490566,0.33962264150943394,9.154838709677417,,0.27899686520376177,,,,2.0,0.875,,,,,,3.0,2.0,1.0,0.3,0.4444444444444444,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
323,1610612761,Greg Foster,Greg Foster,323,TOR,32341.0,539,-121,993,982,266,285,134,1975,11.0,22,4.0,10.0,3.0,5,14.0,33.0,21.0,63.0,2.0,1.0,2.0,,,,,46,118,1.0,4.0,26,121,1051,6.0,19.0,,1.0,6.0,18.0,12.0,24,,,15.0,39,64.0,28,3.0,,4.0,2.0,1.0,3.0,10.0,3.0,13.0,2.0,1.0,2.0,2.0,6.0,29.0,6.0,23.0,14.0,52,72,30.0,102,3.0,1.0,,1.0,12.0,2.0,5.0,18.0,,7.0,30,4.0,10.0,41.0,82,8.0,5.0,32,2.0,,8.0,9.0,9.0,4.0,9.0,5.0,39,266,0.6956521739130435,0.7272727272727273,1.0,0.25,,,0.25,0.3898305084745763,0.3157894736842105,0.5,0.38934426229508196,0.3,0.5,0.4416058394160584,0.375,0.609375,0.03278688524590164,0.025423728813559324,0.045454545454545456,0.06060606060606061,14.496527777777779,0.4,0.14016172506738545,0.05542168674698795,0.19444444444444445,0.05309734513274336,0.1489841986455982,0.054924242424242424,0.08247422680412371,0.02830188679245283,0.05660377358490566,0.06172839506172839,0.17757009345794392,0.14473684210526316,0.09821428571428571,0.23076923076923078,0.041666666666666664,0.5555555555555556,0.18032786885245902,0.5,0.5238095238095238,0.27049180327868855,0.42424242424242425,0.45161290322580644,0.6428571428571429,0.5163934426229508,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.01639344262295082,0.01639344262295082,0.5,0.5,1.0,0.5,0.4,,,,0.20833333333333334,0.6,,,0.21311475409836064,0.5,0.4226893442622951,0.5128444444444445,0.4155499999999999,0.0625,0.06451612903225806,0.1487603305785124,0.32231404958677684,12.159322033898306,24.349999999999998,0.2678751258811682,,,6.0,4.0,0.45454545454545453,,,,,0.03125,6.0,6.0,9.0,0.24,0.1,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.03225806451612903,0.05,,,,,,,,,,,,,,True,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,25053.0,418,-62,772,765,196,229,104,1537,18.0,34,5.0,10.0,3.0,9,6.0,25.0,25.0,56.0,24.0,10.0,34.0,2.0,4.0,3.0,11.0,49,115,22.0,58.0,17,181,800,8.0,13.0,3.0,8.0,1.0,26.0,9.0,25,3.0,14.0,2.0,29,50.0,48,57.0,9.0,8.0,34.0,10.0,7.0,20.0,2.0,22.0,,2.0,4.0,8.0,8.0,46.0,3.0,13.0,5.0,30,35,17.0,52,5.0,11.0,8.0,3.0,6.0,,4.0,9.0,2.0,2.0,15,2.0,4.0,17.0,31,2.0,4.0,22,4.0,,12.0,1.0,5.0,4.0,5.0,4.0,29,196,0.5102040816326531,0.5555555555555556,0.8636363636363636,0.3793103448275862,0.375,0.21428571428571427,0.3793103448275862,0.4260869565217391,0.6153846153846154,0.36,0.47398843930635837,0.5952380952380952,0.34615384615384615,0.49725274725274726,0.6190476190476191,0.3625,0.3352601156069364,0.06086956521739131,0.14705882352941177,0.08,22.060470324748042,0.4,0.1056338028169014,0.04,0.09259259259259259,0.03488372093023256,0.10355029585798817,0.038929440389294405,0.05714285714285714,0.0449438202247191,0.030120481927710843,0.04838709677419355,0.12048192771084337,0.07964601769911504,0.125,0.10810810810810811,0.05434782608695652,0.8,0.19653179190751446,0.5294117647058824,0.6206896551724138,0.14450867052023122,0.24,0.2608695652173913,0.16666666666666666,0.3236994219653179,0.44642857142857145,0.44642857142857145,0.52,0.13872832369942195,0.19653179190751446,0.29411764705882354,0.29411764705882354,0.7,0.47619047619047616,0.5,0.19047619047619047,0.5,1.0,0.23076923076923078,0.3333333333333333,0.28205128205128205,0.2727272727272727,0.5317919075144508,0.29411764705882354,0.49174306358381503,0.5556333333333333,0.47788974358974357,0.06629834254143646,0.0975609756097561,0.143646408839779,0.16022099447513813,11.361739130434787,24.33793103448276,0.2538860103626943,12.0,3.0,1.0,1.0,0.6111111111111112,0.5,0.5,1.0,0.07692307692307693,,,,3.0,,0.058823529411764705,0.2,4.0,1.0,,,,,0.0625,0.19047619047619047,1.0,0.25,1.0,,,,,,,,,,,True,,,,,,
2214,1610612761,Michael Bradley,Michael Bradley,2214,TOR,9730.0,162,-49,293,291,78,112,40,584,15.0,29,11.0,17.0,2.0,4,5.0,11.0,1.0,6.0,,,,,,,,21,46,,,13,55,321,11.0,18.0,,,2.0,24.0,3.0,6,,,7.0,13,14.0,28,,,18.0,,,5.0,7.0,3.0,10.0,2.0,1.0,2.0,,5.0,23.0,3.0,24.0,1.0,18,25,27.0,52,4.0,4.0,1.0,3.0,3.0,2.0,,4.0,,3.0,7,3.0,4.0,6.0,14,2.0,2.0,16,,,6.0,2.0,6.0,3.0,6.0,4.0,13,78,0.3333333333333333,0.5833333333333334,,,,,,0.45652173913043476,0.6111111111111112,0.5,0.45652173913043476,0.6111111111111112,0.5,0.5092592592592593,0.6,0.65,,0.10869565217391304,0.13793103448275862,0.09090909090909091,17.681159420289855,0.42857142857142855,0.16666666666666666,0.19047619047619047,0.06666666666666667,0.07692307692307693,0.15447154471544716,0.16363636363636364,0.23684210526315788,0.1935483870967742,0.15789473684210525,0.07142857142857142,0.14285714285714285,0.17073170731707318,0.1875,0.125,0.2,0.6666666666666666,0.6304347826086957,0.5172413793103449,0.6,0.2391304347826087,0.45454545454545453,0.5,,0.13043478260869565,0.16666666666666666,0.16666666666666666,1.0,,,,,,0.9444444444444444,0.6470588235294118,,,,0.6666666666666666,0.5,,,0.6304347826086957,,0.50125,0.5567705882352941,0.5331,0.11538461538461539,0.11538461538461539,0.43636363636363634,0.23636363636363636,4.373913043478261,,0.26621160409556316,,,,2.0,0.4,,,,,0.09090909090909091,6.0,,2.0,0.5454545454545454,,0.18181818181818182,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,
2423,1610612761,Chris Jefferies,Chris Jefferies,2423,TOR,5867.0,98,-20,181,174,55,67,30,355,3.0,6,,,1.0,2,2.0,2.0,3.0,9.0,4.0,2.0,5.0,,,1.0,4.0,8,17,4.0,9.0,7,35,178,1.0,1.0,,,,2.0,2.0,4,1.0,4.0,5.0,12,6.0,10,12.0,,2.0,5.0,2.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,5.0,,2.0,3.0,5,8,2.0,10,,2.0,1.0,1.0,3.0,,2.0,2.0,,1.0,5,,1.0,2.0,8,,1.0,9,1.0,,2.0,3.0,3.0,2.0,3.0,3.0,12,55,0.375,0.42857142857142855,1.0,0.4444444444444444,,0.25,0.4444444444444444,0.47058823529411764,1.0,0.5,0.5384615384615384,1.0,0.4375,0.5833333333333334,1.0,0.5454545454545454,0.34615384615384615,0.058823529411764705,,,16.129032258064516,0.6,0.08620689655172414,0.023809523809523808,0.3333333333333333,,0.11940298507462686,0.020618556701030927,,0.05263157894736842,0.02631578947368421,,,0.037037037037037035,0.2,0.4,,1.0,0.23076923076923078,0.5,0.5,0.07692307692307693,1.0,1.0,,0.34615384615384615,0.3333333333333333,0.375,0.6666666666666666,0.15384615384615385,0.19230769230769232,0.4,0.4,1.0,,,,,,0.25,0.5,0.5,0.25,0.5769230769230769,0.4,0.48502884615384606,0.5268,0.45438124999999996,0.07407407407407407,0.1111111111111111,0.05714285714285714,0.34285714285714286,10.741176470588234,24.655555555555555,0.30386740331491713,2.0,,,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,,,0.25,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,True,,,,,,
966,1610612761,Jerome Williams,Jerome Williams,966,TOR,13224.0,220,-63,401,403,101,111,55,804,13.0,23,4.0,6.0,4.0,7,5.0,10.0,2.0,9.0,,,,,,,,20,42,,,15,55,430,6.0,13.0,,,5.0,17.0,5.0,11,,,7.0,17,26.0,14,,,6.0,,,4.0,6.0,1.0,7.0,,1.0,1.0,,5.0,15.0,4.0,15.0,5.0,30,39,19.0,58,1.0,11.0,6.0,5.0,6.0,2.0,3.0,9.0,,3.0,15,4.0,2.0,7.0,15,,4.0,31,3.0,,13.0,4.0,2.0,1.0,2.0,2.0,17,101,0.65,0.7647058823529411,,,,,,0.47619047619047616,0.46153846153846156,0.45454545454545453,0.47619047619047616,0.46153846153846156,0.45454545454545453,0.49107142857142855,0.4473684210526316,0.53125,,0.09523809523809523,0.17391304347826086,,15.138592750533048,0.4,0.20270270270270271,0.09090909090909091,0.17857142857142858,0.0784313725490196,0.19886363636363635,0.08796296296296297,0.15789473684210525,0.075,0.06896551724137931,0.029411764705882353,0.17647058823529413,0.20967741935483872,0.21153846153846154,0.21739130434782608,0.058823529411764705,1.0,0.5476190476190477,0.5652173913043478,0.6842105263157895,0.23809523809523808,0.5,0.5,0.4,0.21428571428571427,0.2222222222222222,0.2222222222222222,1.0,,,,,,0.46153846153846156,0.6666666666666666,,,,0.6363636363636364,0.5714285714285714,,,0.5476190476190477,,0.4952809523809524,0.47545,0.48390909090909084,0.25,0.25,0.3090909090909091,0.3090909090909091,5.245238095238095,,0.2518703241895262,,,1.0,1.0,0.6923076923076923,,,,,0.17647058823529413,4.0,2.0,1.0,0.5714285714285714,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,
702,1610612761,Voshon Lenard,Voshon Lenard,702,TOR,14453.0,241,-95,444,434,118,127,57,878,8.0,16,,1.0,4.0,6,3.0,10.0,14.0,41.0,14.0,1.0,12.0,,1.0,,4.0,25,67,5.0,26.0,17,82,486,1.0,6.0,1.0,3.0,3.0,8.0,10.0,17,1.0,6.0,4.0,27,26.0,24,9.0,6.0,,12.0,1.0,8.0,11.0,6.0,17.0,5.0,1.0,3.0,3.0,5.0,40.0,2.0,4.0,3.0,13,16,6.0,22,1.0,13.0,9.0,4.0,6.0,2.0,5.0,4.0,,1.0,10,,3.0,15.0,20,,1.0,22,2.0,4.0,9.0,1.0,,,,,27,118,0.52,0.52,0.6,0.19230769230769232,0.3333333333333333,0.16666666666666666,0.19230769230769232,0.373134328358209,0.16666666666666666,0.5882352941176471,0.34946236559139787,0.2777777777777778,0.5,0.39603960396039606,0.36363636363636365,0.54,0.27956989247311825,0.11940298507462686,0.1875,0.3,21.595330739299612,0.6,0.07738095238095238,0.021164021164021163,0.08823529411764706,0.0392156862745098,0.07920792079207921,0.025,,0.022222222222222223,0.03333333333333333,0.05263157894736842,0.022222222222222223,0.1111111111111111,0.0784313725490196,0.10344827586206896,0.018867924528301886,,0.17204301075268819,0.5,0.6153846153846154,0.10752688172043011,0.3,0.42857142857142855,,0.44086021505376344,0.34146341463414637,0.358974358974359,0.5,0.15053763440860216,0.12903225806451613,0.08333333333333333,0.08333333333333333,,0.1111111111111111,,0.1111111111111111,,,0.2608695652173913,0.6666666666666666,0.17391304347826086,,0.45161290322580644,0.08333333333333333,0.468541935483871,0.4297166666666666,0.4903521739130436,0.09,0.12162162162162163,0.0975609756097561,0.32926829268292684,12.64328358208955,24.0,0.26576576576576577,4.0,2.0,1.0,,0.75,0.2857142857142857,0.3333333333333333,0.75,0.08695652173913043,,,,1.0,,,,2.0,,,,,,,0.2222222222222222,1.0,0.5,1.0,0.04878048780487805,1.0,2.0,0.07692307692307693,0.14285714285714285,0.5,,,,,True,,,,,,
