EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,FTDefRebounds,DeadBallTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefFTReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,LostBallSteals,ShootingFouls,NonShootingPenaltyNonTakeFouls,DefShortMidRangeReboundPct,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3A,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Corner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,LongMidRangePctAssisted,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGA,SecondChanceFG3A,NonShootingFoulsDrawn,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,on,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Corner3Assists,OffThreePtRebounds,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Travels,Loose Ball Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,HeaveMakes
1501,1610612749,Tim Thomas,Tim Thomas,1501,MIL,235.0,4,1,8,8,4.0,1.0,16,1.0,1.0,5,2.0,2.0,2.0,4.0,11.11111111111111,0.6666666666666666,0.6666666666666666,1.0,1.0,0.4133,16.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,1610612749,Kevin Ollie,Kevin Ollie,1563,MIL,2387.0,40,1,81,81,46.0,10.0,162,5.0,11.0,74,3.0,8.0,9.0,46.0,16.483516483516482,0.25,0.1951219512195122,0.2222222222222222,0.4545454545454545,0.4844090909090909,9.163636363636364,0.5679012345679012,49.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,9.0,1.0,1.0,2.0,2.0,2.0,5.0,9.0,4.0,4.0,4.0,4.0,3.0,1.0,8.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,9.0,1.0,1.0,0.1818181818181818,1.0,1.0,0.1818181818181818,1.0,1.0,0.3214285714285714,1.0,0.9,0.3636363636363636,0.4,0.4,1.0,0.1724137931034483,0.027027027027027,0.0238095238095238,0.0666666666666666,0.5555555555555556,0.3333333333333333,0.4545454545454545,0.2,0.3333333333333333,1.0,0.0909090909090909,1.0,1.0,1.0,0.5,1.0,0.4545454545454545,0.2397,0.5343,0.2142857142857142,0.2142857142857142,0.2222222222222222,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,1610612749,Marcus Haislip,Marcus Haislip,2409,MIL,1888.0,31,-5,65,64,36.0,7.0,129,5.0,16.0,64,,3.0,5.0,36.0,25.0,,0.0689655172413793,,0.2941176470588235,0.4716088235294117,7.581250000000001,0.5538461538461539,39.0,5.0,7.0,2.0,4.0,2.0,4.0,8.0,,19.0,2.0,2.0,4.0,4.0,9.0,,8.0,10.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,,,8.0,0.625,0.7142857142857143,0.5,1.0,0.4444444444444444,0.5588235294117647,1.0,0.4444444444444444,0.5588235294117647,1.0,0.4444444444444444,0.0625,,0.2,,0.1052631578947368,0.0666666666666666,0.0606060606060606,0.1111111111111111,,,0.4117647058823529,0.7142857142857143,0.7142857142857143,0.6,0.2352941176470588,0.5,0.5,1.0,0.4444444444444444,0.5,0.4705882352941176,0.62075,0.4817,,,0.2105263157894736,0.4210526315789473,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0588235294117647,0.2,0.0666666666666666,0.25,0.2,0.25,0.0588235294117647,1.0,1.0,1.0,1.0,1.0,1.0,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,1788.0,30,-7,61,61,26.0,6.0,122,,3.0,58,1.0,4.0,6.0,26.0,4.477611940298507,0.125,0.1071428571428571,0.1666666666666666,,0.4553,5.233333333333333,0.4262295081967213,41.0,1.0,2.0,,,,1.0,1.0,,2.0,1.0,2.0,2.0,,,,,,,,,,,,2.0,2.0,2.0,1.0,,,,,,5.0,,,,,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,,,,,0.1,0.064516129032258,0.0588235294117647,0.0909090909090909,,,0.6666666666666666,0.5,0.5,,0.3333333333333333,,,,,,0.6666666666666666,0.5164,,,,1.0,,1.0,2.0,,,,,,2.0,,2.0,,,1.0,,,1.0,1.0,1.0,,,,,0.5,0.0714285714285714,0.1111111111111111,,,,,,,1.0,0.5,,,1.0,3.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,1610612749,Flip Murray,Flip Murray,2436,MIL,2548.0,42,-3,86,87,46.0,10.0,173,6.0,22.0,80,,1.0,1.0,46.0,33.333333333333336,,0.0232558139534883,,0.2307692307692307,0.4920673076923076,6.572727272727274,0.5348837209302325,52.0,7.0,12.0,6.0,8.0,1.0,4.0,9.0,5.0,23.0,,1.0,,6.0,13.0,3.0,15.0,4.0,1.0,2.0,3.0,1.0,,7.0,,1.0,,4.0,4.0,1.0,1.0,4.0,2.0,,8.0,5.0,15.0,0.2222222222222222,0.2222222222222222,0.4090909090909091,,0.4615384615384615,0.3461538461538461,,0.375,0.3928571428571428,,0.4166666666666667,0.0454545454545454,0.0833333333333333,,0.25,0.032258064516129,,,,,,0.4615384615384615,0.5833333333333334,0.6363636363636364,0.2857142857142857,0.1538461538461538,0.25,0.25,,0.5,0.75,0.6153846153846154,0.4982,0.5040437500000001,0.1785714285714285,0.2083333333333333,,0.6521739130434783,,1.0,1.0,,3.0,,4.0,14.0,,,3.0,,,3.0,,,,,,,,0.1538461538461538,,,,0.1666666666666666,0.1666666666666666,0.1153846153846153,,,,1.0,,,24.800000000000004,,,,0.125,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0384615384615384,0.0625,0.125,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,1610612749,Jason Caffey,Jason Caffey,679,MIL,417.0,7,4,12,14,12.0,4.0,26,1.0,2.0,9,,3.0,3.0,12.0,18.75,,0.375,,0.5,0.38225,13.85,1.0,4.0,,,,,1.0,1.0,2.0,,4.0,1.0,1.0,2.0,2.0,2.0,,4.0,4.0,,2.0,2.0,1.0,,4.0,,3.0,,,,,,1.0,1.0,1.0,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.6,,,,0.3333333333333333,,,,,,0.5,1.0,1.0,1.0,,,,0.3885,0.38225,,,0.5,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,1610612749,Joel Przybilla,Joel Przybilla,2038,MIL,1496.0,25,-10,49,50,26.0,6.0,99,,3.0,52,1.0,2.0,4.0,26.0,10.909090909090908,0.1428571428571428,0.0769230769230769,0.1666666666666666,,0.613,,0.5306122448979592,30.0,2.0,3.0,1.0,1.0,,,2.0,2.0,6.0,,,,1.0,1.0,2.0,4.0,4.0,,,,,,,2.0,1.0,2.0,,,2.0,2.0,2.0,1.0,,2.0,1.0,4.0,1.0,1.0,0.6666666666666666,,1.0,0.6666666666666666,,1.0,0.75,,1.0,,,,1.0,0.0526315789473684,0.08,0.0714285714285714,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,1.0,1.0,1.0,,0.5791,0.25,0.25,,0.6666666666666666,,,,,,,,,,,,,,,,4.0,2.0,4.0,,,,,,0.2,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,1500.0,25,10,51,51,32.0,6.0,102,4.0,10.0,39,,5.0,6.0,32.0,22.80701754385965,,0.1428571428571428,,0.3333333333333333,0.5206750000000001,8.459999999999999,0.6274509803921569,37.0,3.0,5.0,1.0,2.0,1.0,1.0,5.0,2.0,12.0,,,,2.0,4.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,,4.0,1.0,4.0,1.0,,,,,,,2.0,2.0,,6.0,0.2,0.2,0.5,,0.5,0.4166666666666667,,0.3333333333333333,0.4615384615384615,,0.4285714285714285,0.1,0.2,,,0.1739130434782608,0.05,0.0434782608695652,,0.3333333333333333,,0.4166666666666667,0.6,0.75,0.3333333333333333,0.0833333333333333,1.0,1.0,,0.3333333333333333,0.5,0.5833333333333334,0.7143,0.5738,,,,0.5,,,1.0,,1.0,,2.0,8.0,,,1.0,,1.0,,,,,,,,,0.1666666666666666,0.25,,0.1,0.25,0.25,0.0833333333333333,,,,,,,24.5,,1.0,1.0,0.1428571428571428,1.0,1.0,1.0,2.0,,,1.0,,,,,0.0833333333333333,0.1666666666666666,0.1666666666666666,,,,,1.0,1.0,1.0,0.2,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,1610612749,Toni Kukoc,Toni Kukoc,389,MIL,159.0,3,2,7,7,2.0,,14,,1.0,7,,4.0,4.0,2.0,14.285714285714285,,0.6,,,0.5776,,0.2857142857142857,2.0,1.0,1.0,,,,,1.0,,2.0,,,,,,,,,,2.0,2.0,2.0,,4.0,,3.0,,,,,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,0.6,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,0.5,,0.6666666666666666,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1610612749,Anthony Mason,Anthony Mason,193,MIL,161.0,3,-4,5,6,,,11,,1.0,6,,,,,20.0,,,,,0.3781,13.7,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
