EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,FTDefRebounds,LongMidRangePctBlocked,DefFTReboundPct,DefCorner3ReboundPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Travels,3pt And 1 Free Throw Trips,ShortMidRangePctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,FTOffRebounds,BlockedLongMidRange,3SecondViolations,OffFTReboundPct,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,on,Arc3PctBlocked,OffensiveGoaltends,HeaveMakes,Clear Path Fouls
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,18756.0,313,-63,576,568,143.0,169.0,86,1144,9.0,15,3.0,4.0,4.0,5.0,10.0,28.0,18.0,51.0,2.0,1.0,8.0,21.0,1.0,1.0,2.0,4.0,37.0,94,8.0,23.0,31.0,129.0,609,5.0,9.0,1.0,1.0,13.0,9.0,27.0,2.0,5.0,14.0,38.0,30.0,44.0,12.0,12.0,6.0,1.0,20.0,8.0,1.0,29.0,14.0,43.0,10.0,4.0,13.0,3.0,13.0,100.0,3.0,5.0,2.0,14.0,16.0,8.0,24.0,4.0,11.0,6.0,5.0,9.0,1.0,7.0,5.0,2.0,14.0,3.0,4.0,6.0,18.0,1.0,2.0,38.0,2.0,3.0,12.0,1.0,5.0,7.0,5.0,2.0,7.0,4.0,38.0,143.0,3.0,0.40540540540540543,0.4411764705882353,0.5,0.34782608695652173,1.0,0.4,0.36363636363636365,0.39361702127659576,0.5555555555555556,0.3333333333333333,0.4188034188034188,0.65,0.375,0.47368421052631576,0.65,0.48717948717948717,0.19658119658119658,0.010638297872340425,0.06666666666666667,21.68141592920354,0.6428571428571429,0.0611353711790393,0.021551724137931036,0.04878048780487805,0.041666666666666664,0.05925925925925926,0.02631578947368421,0.017241379310344827,0.05,0.008771929824561403,0.05172413793103448,0.057971014492753624,0.054945054945054944,0.07246376811594203,0.07142857142857142,0.05970149253731343,0.5714285714285714,0.1282051282051282,0.6,0.6428571428571429,0.4444444444444444,0.23931623931623933,0.35714285714285715,0.35714285714285715,0.4,0.4358974358974359,0.35294117647058826,0.35294117647058826,0.3888888888888889,0.017094017094017096,0.1794871794871795,0.38095238095238093,0.38095238095238093,0.5,0.4,0.75,0.1,1.0,1.0,0.15625,0.8,0.03125,0.125,0.5,0.3247863247863248,0.4,0.436253448275862,0.44568125000000003,0.41284354838709675,0.1015625,0.11538461538461539,0.041666666666666664,0.10077519379844961,0.29457364341085274,12.905319148936169,26.169565217391302,0.2482638888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1572,1610612761,Nate Huffman,Nate Huffman,1572,TOR,2364.0,39,-1,78,77,22.0,28.0,13,155,4.0,12,1.0,6.0,1.0,5.0,,2.0,,1.0,,,,,,,,,4.0,15,,,2.0,10.0,83,1.0,6.0,,,3.0,1.0,5.0,,,2.0,4.0,6.0,2.0,,,2.0,,,,4.0,,1.0,1.0,1.0,,,,,3.0,,6.0,2.0,6.0,9.0,6.0,15.0,,,,,,,,,,,,,5.0,7.0,,,4.0,,,2.0,,,1.0,,1.0,1.0,,4.0,22.0,,0.75,1.0,,,,,,0.26666666666666666,0.16666666666666666,0.2,0.26666666666666666,0.16666666666666666,0.2,0.29411764705882354,0.21428571428571427,0.2857142857142857,,0.26666666666666666,0.25,18.478260869565215,,0.2222222222222222,0.20689655172413793,0.25,,0.22857142857142856,0.16216216216216217,0.42857142857142855,,,,0.3,0.25,0.1111111111111111,0.3333333333333333,,,0.8,0.3333333333333333,0.4444444444444444,0.75,0.13333333333333333,,,,0.06666666666666667,,,,,,,,,1.0,0.16666666666666666,,,,1.0,0.2,,,,0.8,,0.5201866666666667,0.53625,0.58542,0.11764705882352941,0.11764705882352941,,0.3,0.4,2.8266666666666667,,0.28205128205128205,1.0,1.0,1.0,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,24128.0,402,-67,745,745,264.0,261.0,105,1490,16.0,27,7.0,8.0,4.0,9.0,8.0,22.0,17.0,55.0,16.0,6.0,12.0,40.0,1.0,3.0,7.0,18.0,41.0,104,17.0,56.0,28.0,161.0,792,10.0,13.0,1.0,5.0,26.0,12.0,34.0,9.0,24.0,12.0,63.0,28.0,54.0,30.0,21.0,10.0,2.0,38.0,12.0,7.0,9.0,4.0,13.0,3.0,1.0,2.0,2.0,5.0,30.0,5.0,12.0,12.0,25.0,39.0,17.0,56.0,1.0,7.0,5.0,2.0,11.0,1.0,10.0,5.0,1.0,16.0,3.0,4.0,20.0,36.0,2.0,1.0,41.0,2.0,3.0,14.0,2.0,4.0,2.0,2.0,,2.0,2.0,63.0,264.0,5.0,0.34146341463414637,0.3888888888888889,0.5882352941176471,0.30357142857142855,0.2,0.375,0.3148148148148148,0.3942307692307692,0.7692307692307693,0.35294117647058826,0.415625,0.6388888888888888,0.4396551724137931,0.4463276836158192,0.65,0.4696969696969697,0.35,0.0673076923076923,0.07407407407407407,22.235023041474655,0.6875,0.08833922261484099,0.04152249134948097,0.24,0.06172839506172839,0.1111111111111111,0.04594594594594595,0.04597701149425287,0.0410958904109589,0.03875968992248062,0.06779661016949153,0.12162162162162163,0.038834951456310676,0.11320754716981132,0.22580645161290322,0.011627906976744186,1.0,0.16875,0.5925925925925926,0.64,0.4375,0.1375,0.36363636363636365,0.4,0.125,0.34375,0.3090909090909091,0.3269230769230769,0.35294117647058826,0.1,0.25,0.3,0.3,0.4166666666666667,0.4444444444444444,0.875,0.16666666666666666,0.3333333333333333,,0.15517241379310345,0.4444444444444444,0.10344827586206896,0.3103448275862069,0.3888888888888889,0.51875,0.3157894736842105,0.4665250000000001,0.5265766666666667,0.4573842105263158,0.09248554913294797,0.1206896551724138,0.03508771929824561,0.16149068322981366,0.391304347826087,12.153846153846153,26.107142857142858,0.35436241610738256,3.0,2.0,0.05454545454545454,0.08333333333333333,0.2631578947368421,5.0,2.0,2.0,3.0,1.0,0.09090909090909091,0.045454545454545456,0.3125,0.3125,1.0,0.14285714285714285,0.1111111111111111,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,
2214,1610612761,Michael Bradley,Michael Bradley,2214,TOR,14246.0,237,-65,448,450,151.0,169.0,57,898,18.0,31,9.0,14.0,6.0,10.0,4.0,12.0,,5.0,,,,1.0,,,,1.0,22.0,48,,1.0,12.0,56.0,496,10.0,15.0,,,22.0,7.0,12.0,,1.0,9.0,23.0,14.0,30.0,,,16.0,1.0,,,5.0,10.0,5.0,15.0,3.0,2.0,5.0,1.0,4.0,35.0,5.0,19.0,2.0,35.0,43.0,25.0,68.0,2.0,2.0,1.0,1.0,8.0,1.0,4.0,9.0,4.0,17.0,3.0,7.0,17.0,32.0,3.0,4.0,14.0,2.0,,5.0,,3.0,6.0,3.0,2.0,6.0,4.0,23.0,151.0,4.0,0.3181818181818182,0.5,,,,,,0.4583333333333333,0.6666666666666666,0.5833333333333334,0.4489795918367347,0.6666666666666666,0.5384615384615384,0.509090909090909,0.6875,0.6764705882352942,0.02040816326530612,0.10416666666666667,0.12903225806451613,13.980582524271844,0.47058823529411764,0.20588235294117646,0.1165644171779141,0.06896551724137931,0.1,0.18592964824120603,0.11267605633802817,0.16666666666666666,0.04878048780487805,0.12162162162162163,0.1,0.16981132075471697,0.234375,0.20754716981132076,0.07142857142857142,0.09523809523809523,0.6666666666666666,0.6326530612244898,0.5806451612903226,0.6666666666666666,0.3888888888888889,0.24489795918367346,0.3333333333333333,0.36363636363636365,,0.10204081632653061,,,,,0.02040816326530612,,,,0.9333333333333333,0.6428571428571429,,,,0.7692307692307693,0.6,,0.07692307692307693,,0.6530612244897959,,0.50666875,0.5696181818181819,0.5744666666666667,0.09615384615384616,0.09803921568627451,,0.39285714285714285,0.4107142857142857,3.891666666666667,51.3,0.33705357142857145,2.0,6.0,,0.375,0.06666666666666667,,,,1.0,,0.08333333333333333,0.1,,,,0.2222222222222222,,,1.0,1.0,3.0,0.045454545454545456,,,,,,,,,,,,,True,,,,
283,1610612761,Lindsey Hunter,Lindsey Hunter,283,TOR,40342.0,672,-144,1244,1244,412.0,445.0,177,2488,29.0,62,4.0,5.0,9.0,20.0,9.0,34.0,34.0,99.0,23.0,6.0,27.0,84.0,2.0,7.0,11.0,26.0,72.0,195,34.0,107.0,34.0,280.0,1319,4.0,15.0,2.0,8.0,17.0,20.0,55.0,13.0,32.0,19.0,98.0,46.0,98.0,90.0,12.0,4.0,,84.0,27.0,7.0,54.0,17.0,71.0,9.0,8.0,28.0,8.0,18.0,159.0,1.0,14.0,5.0,37.0,44.0,15.0,59.0,3.0,35.0,18.0,17.0,35.0,5.0,17.0,22.0,18.0,57.0,3.0,21.0,12.0,50.0,,6.0,47.0,4.0,,17.0,1.0,7.0,4.0,1.0,1.0,5.0,3.0,98.0,412.0,12.0,0.3194444444444444,0.32857142857142857,0.8823529411764706,0.3177570093457944,0.25,0.40625,0.3177570093457944,0.36923076923076925,0.26666666666666666,0.36363636363636365,0.40728476821192056,0.30434782608695654,0.4540229885057471,0.43343653250773995,0.34,0.49,0.3543046357615894,0.035897435897435895,0.04838709677419355,26.243093922651934,0.6140350877192983,0.0744466800804829,0.028513238289205704,0.06172839506172839,0.007042253521126761,0.0726643598615917,0.023696682464454975,0.013793103448275862,0.016260162601626018,0.04484304932735426,0.009433962264150943,0.07575757575757576,0.08421052631578947,0.06285714285714286,0.018518518518518517,0.016304347826086956,0.6,0.2052980132450331,0.46774193548387094,0.4915254237288136,0.1724137931034483,0.11258278145695365,0.2647058823529412,0.28125,0.3333333333333333,0.32781456953642385,0.3434343434343434,0.35051546391752575,0.4411764705882353,0.076158940397351,0.2781456953642384,0.32142857142857145,0.32142857142857145,0.8888888888888888,0.21739130434782608,0.8,0.30434782608695654,0.2857142857142857,1.0,0.22988505747126436,0.45,0.06896551724137931,0.2988505747126437,0.4230769230769231,0.5596026490066225,0.32142857142857145,0.47841771523178817,0.47248055555555557,0.4584183908045977,0.056962025316455694,0.08173076923076923,0.009259259259259259,0.060714285714285714,0.35,11.088717948717955,25.007476635514013,0.3311897106109325,3.0,2.0,0.020202020202020204,0.05,0.14814814814814814,7.0,1.0,2.0,4.0,,0.058823529411764705,,0.30434782608695654,0.30434782608695654,0.8571428571428571,,0.043478260869565216,0.3333333333333333,,2.0,,,4.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,
702,1610612761,Voshon Lenard,Voshon Lenard,702,TOR,19992.0,333,-51,631,627,220.0,247.0,91,1258,13.0,20,2.0,3.0,5.0,6.0,6.0,20.0,20.0,55.0,11.0,6.0,5.0,17.0,,,2.0,7.0,39.0,95,10.0,28.0,27.0,135.0,671,4.0,12.0,1.0,2.0,12.0,13.0,30.0,3.0,13.0,13.0,48.0,46.0,32.0,27.0,3.0,6.0,,17.0,5.0,10.0,17.0,7.0,24.0,5.0,2.0,13.0,,4.0,55.0,1.0,7.0,5.0,19.0,24.0,8.0,32.0,1.0,19.0,12.0,7.0,7.0,1.0,6.0,7.0,1.0,14.0,1.0,4.0,15.0,27.0,1.0,4.0,38.0,3.0,1.0,18.0,,2.0,6.0,3.0,2.0,6.0,4.0,48.0,220.0,5.0,0.5897435897435898,0.6388888888888888,0.9,0.35714285714285715,0.5,0.23076923076923078,0.35714285714285715,0.4105263157894737,0.3333333333333333,0.43333333333333335,0.43902439024390244,0.39285714285714285,0.4069767441860465,0.4785714285714286,0.4,0.47058823529411764,0.22764227642276422,0.10526315789473684,0.15,21.124828532235938,0.5,0.07224334600760456,0.029411764705882353,0.11904761904761904,0.013888888888888888,0.07868852459016394,0.025806451612903226,0.04225352112676056,0.01818181818181818,0.026785714285714284,0.018518518518518517,0.047619047619047616,0.0761904761904762,0.08421052631578947,0.13793103448275862,0.016129032258064516,0.6666666666666666,0.16260162601626016,0.65,0.7647058823529411,0.5384615384615384,0.16260162601626016,0.3,0.375,0.5,0.44715447154471544,0.36363636363636365,0.38461538461538464,0.65,0.08943089430894309,0.13821138211382114,0.29411764705882354,0.29411764705882354,0.8,0.21428571428571427,0.6666666666666666,,,,0.13953488372093023,0.8333333333333334,0.13953488372093023,0.16279069767441862,0.2857142857142857,0.3902439024390244,0.29411764705882354,0.45247967479674805,0.43740909090909086,0.44768837209302315,0.13043478260869565,0.16363636363636364,,0.08888888888888889,0.35555555555555557,12.598947368421054,24.42857142857142,0.3486529318541997,1.0,,0.05454545454545454,,0.07692307692307693,5.0,2.0,1.0,2.0,,0.2,,0.45454545454545453,0.5,1.0,,0.14285714285714285,0.16666666666666666,,1.0,,,,,,,,1.0,1.0,0.03571428571428571,0.09090909090909091,0.5,1.0,,True,,,,
2423,1610612761,Chris Jefferies,Chris Jefferies,2423,TOR,9268.0,154,-39,292,293,99.0,117.0,37,585,6.0,10,2.0,2.0,2.0,4.0,,,7.0,12.0,3.0,,2.0,6.0,,1.0,1.0,3.0,13.0,22,4.0,9.0,7.0,45.0,291,2.0,2.0,,1.0,4.0,3.0,6.0,1.0,3.0,3.0,12.0,18.0,8.0,12.0,,4.0,,6.0,2.0,1.0,4.0,,4.0,,,1.0,,3.0,8.0,,6.0,2.0,10.0,12.0,6.0,18.0,,6.0,4.0,2.0,7.0,,5.0,1.0,2.0,8.0,,2.0,5.0,10.0,,1.0,10.0,2.0,,4.0,,2.0,3.0,1.0,2.0,3.0,2.0,12.0,99.0,,0.6923076923076923,0.8181818181818182,1.0,0.4444444444444444,,0.3333333333333333,0.4444444444444444,0.5909090909090909,1.0,0.5,0.6129032258064516,0.6666666666666666,0.5,0.6428571428571429,0.6666666666666666,0.5454545454545454,0.2903225806451613,0.045454545454545456,0.1,12.835820895522387,0.875,0.09259259259259259,0.047619047619047616,0.10526315789473684,,0.09448818897637795,0.039473684210526314,0.05405405405405406,0.03333333333333333,0.05084745762711865,,0.0967741935483871,0.06382978723404255,0.13333333333333333,0.07692307692307693,,0.6666666666666666,0.3225806451612903,0.6,0.6666666666666666,0.3333333333333333,,,,,0.3870967741935484,0.5833333333333334,0.5833333333333334,1.0,0.0967741935483871,0.1935483870967742,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,,,0.4444444444444444,0.5,,0.3333333333333333,0.3333333333333333,0.6129032258064516,0.3333333333333333,0.5123741935483871,0.6224833333333334,0.5283277777777777,0.12121212121212122,0.16666666666666666,,0.08888888888888889,0.26666666666666666,10.304545454545455,24.6,0.339041095890411,,,,,0.16666666666666666,2.0,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,True,,,,
966,1610612761,Jerome Williams,Jerome Williams,966,TOR,23389.0,390,-78,715,718,230.0,268.0,108,1433,28.0,50,7.0,17.0,9.0,15.0,6.0,20.0,6.0,15.0,,,,,,,,,40.0,85,,,26.0,106.0,758,10.0,23.0,,,25.0,12.0,26.0,,,7.0,31.0,46.0,34.0,,,12.0,,,,13.0,9.0,1.0,10.0,1.0,,5.0,1.0,3.0,21.0,3.0,30.0,9.0,52.0,70.0,34.0,104.0,1.0,20.0,7.0,13.0,9.0,,4.0,10.0,5.0,19.0,3.0,4.0,9.0,29.0,1.0,6.0,41.0,5.0,,22.0,,1.0,6.0,2.0,4.0,6.0,4.0,31.0,230.0,3.0,0.575,0.6764705882352942,,,,,,0.47058823529411764,0.43478260869565216,0.46153846153846156,0.47058823529411764,0.43478260869565216,0.46153846153846156,0.5145631067961165,0.46296296296296297,0.5166666666666667,,0.15294117647058825,0.16,14.489311163895486,0.47368421052631576,0.18118466898954705,0.10344827586206896,0.18,0.033707865168539325,0.18100890207715134,0.0870712401055409,0.11904761904761904,0.11842105263157894,0.08461538461538462,0.046875,0.07894736842105263,0.26605504587155965,0.16666666666666666,0.225,0.03125,0.6666666666666666,0.5882352941176471,0.56,0.6666666666666666,0.5,0.23529411764705882,0.3,0.4,0.6666666666666666,0.17647058823529413,0.4,0.4,0.8333333333333334,,,,,,0.7391304347826086,0.4117647058823529,,,,0.5769230769230769,0.6,,,,0.5882352941176471,,0.5092164705882354,0.4966,0.47867307692307687,0.21568627450980393,0.21568627450980393,,0.2358490566037736,0.29245283018867924,4.8894117647058835,,0.32167832167832167,5.0,9.0,,0.375,,,,,2.0,,0.25,,,,,,,,1.0,,1.0,0.03571428571428571,1.0,,,,1.0,,,,,,,,True,,,,
1609,1610612761,Art Long,Art Long,1609,TOR,890.0,15,-6,24,26,1.0,2.0,4,50,2.0,2,1.0,1.0,,,1.0,3.0,,,,,,,,,,,3.0,5,,,,6.0,33,1.0,1.0,,,2.0,,,,,,,4.0,2.0,,,2.0,,,,,1.0,,1.0,,,1.0,,,2.0,,1.0,,2.0,2.0,1.0,3.0,,,,,,,,,,,,,1.0,5.0,,,,,,,,,1.0,,1.0,1.0,,,1.0,,0.6666666666666666,1.0,,,,,,0.6,1.0,,0.6,1.0,,0.6,1.0,,,,,17.24137931034483,,0.16666666666666666,0.1111111111111111,,,0.16666666666666666,0.07692307692307693,0.3333333333333333,,,,,0.4,,,,,0.4,1.0,1.0,0.5,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,0.4,,0.48946000000000006,0.5318,,,,,0.3333333333333333,,5.9799999999999995,,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,True,,,,
1741,1610612761,Jelani McCoy,Jelani McCoy,1741,TOR,16253.0,271,-79,494,495,177.0,171.0,68,989,37.0,52,11.0,15.0,11.0,18.0,6.0,18.0,1.0,4.0,,,,,,,,,44.0,74,,,17.0,105.0,539,14.0,22.0,,,32.0,13.0,27.0,,,4.0,30.0,36.0,52.0,,,16.0,,,,10.0,7.0,3.0,10.0,3.0,,1.0,1.0,5.0,23.0,2.0,23.0,3.0,45.0,53.0,25.0,78.0,2.0,5.0,4.0,1.0,7.0,,3.0,10.0,4.0,17.0,,5.0,18.0,30.0,1.0,2.0,30.0,2.0,,13.0,,3.0,14.0,11.0,3.0,15.0,9.0,30.0,177.0,2.0,0.4090909090909091,0.5,,,,,,0.5945945945945946,0.6363636363636364,0.48148148148148145,0.5945945945945946,0.6363636363636364,0.48148148148148145,0.5965909090909091,0.64,0.4838709677419355,,0.13513513513513514,0.15384615384615385,18.38879159369527,0.4117647058823529,0.21739130434782608,0.11979166666666667,0.11538461538461539,0.03636363636363636,0.20600858369098712,0.10121457489878542,0.19672131147540983,0.10344827586206896,0.0684931506849315,0.025,0.20754716981132076,0.2597402597402597,0.18181818181818182,0.05263157894736842,0.1,0.6,0.7027027027027027,0.7115384615384616,0.8409090909090909,0.4864864864864865,0.24324324324324326,0.3333333333333333,0.35294117647058826,,0.05405405405405406,0.25,0.3333333333333333,,,,,,,0.6818181818181818,0.7333333333333333,,,,0.6666666666666666,0.6111111111111112,,,,0.7027027027027027,,0.5068905405405406,0.5211300000000001,0.5044148148148149,0.15294117647058825,0.15294117647058825,,0.3047619047619048,0.2857142857142857,3.177027027027027,,0.3582995951417004,4.0,5.0,0.25,0.25,0.2857142857142857,,,,5.0,,0.05555555555555555,0.06666666666666667,,,,0.2727272727272727,,,,,1.0,,2.0,1.0,,,1.0,,,,,,,1.0,True,,,,
