EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FTA,Technical Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,FtPoints,SecondChanceFtPoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffLongMidRangeReboundPct,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,ShortMidRangeFGM,ShortMidRangeFGA,PtsAssisted2s,TwoPtAssists,AtRimAssists,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Offensive Fouls,NonShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangePctBlocked,LiveBallTurnoverPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,BadPassTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShortMidRangeAssists,DefThreePtRebounds,LostBallSteals,Blocked3s,BlockedArc3,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Arc3FGM,PenaltyArc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,LongMidRangeAssists,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LongMidRangeFGM,Loose Ball Fouls,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,Fg3aBlocked,Arc3Assists,OffThreePtRebounds,FTOffRebounds,SelfOReb,Travels,SecondChanceTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,3SecondViolations,Clear Path Fouls,BlockedCorner3
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,1019.0,17,6.0,35,35,17.0,26,2,70,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1.0,2.0,26,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,6.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,17.0,0.3333333333333333,1.0,0.25,1.0,0.25,1.0,0.25,0.3333333333333333,0.5,10.526315789473685,0.5,0.2777777777777778,0.09090909090909091,0.2631578947368421,0.0625,0.3333333333333333,0.2,0.4,0.25,1.0,0.5,0.5,1.0,0.25,0.25,1.0,1.0,0.3333333333333333,0.3333333333333333,0.75,0.49512500000000004,0.5526,0.4759666666666667,1.0,5.3,24.0,0.4857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,1610612756,Jake Voskuhl,Jake Voskuhl,2063,PHX,188.0,3,-3.0,7,7,7.0,7,1,14,1.0,1.0,1.0,1.0,1.0,,,,1.0,1,,3.0,12,1.0,1.0,3.0,1.0,,2.0,2.0,,,,,,,1.0,,,,1.0,1.0,,,,2.0,1.0,,,,,,7.0,1.0,1.0,1.0,1.0,1.5,1.5,,,,12.5,,,1.0,,0.5,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,0.692,0.692,0.692,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,1610612756,Alton Ford,Alton Ford,2228,PHX,1750.0,29,-7.0,61,62,33.0,41,4,123,1.0,2.0,,,1.0,3.0,,,3.0,9,,7.0,61,,,,3.0,,2.0,,,1.0,,1.0,,2.0,,5.0,1.0,6.0,,6.0,,,1.0,7.0,3.0,,,,,,33.0,0.3333333333333333,,0.3333333333333333,,0.35,,,0.1111111111111111,,17.91044776119403,0.5,0.2,,0.1724137931034483,,,0.5714285714285714,,0.08333333333333333,,0.2222222222222222,0.5,0.5,0.3333333333333333,,,,0.3333333333333333,,0.2222222222222222,0.44041111111111114,,0.45713333333333334,,10.544444444444444,,0.5409836065573771,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,5.0,3.0,0.6666666666666666,0.6666666666666666,0.625,,1.0,0.1111111111111111,0.1111111111111111,0.7142857142857143,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.25,0.5,1.0,0.4444444444444444,0.5,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,1610612756,Casey Jacobsen,Casey Jacobsen,2418,PHX,1068.0,18,-9.0,38,38,23.0,23,3,76,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4,3.0,7.0,45,1.0,1.0,2.0,3.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,23.0,0.5,1.0,0.5,1.0,0.5,1.0,0.42857142857142855,,,21.42857142857143,,,,,,,,,,,0.2857142857142857,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,1.0,0.4,0.2,0.7142857142857143,0.5109714285714285,0.5706,0.52139,0.2857142857142857,6.175,25.166666666666668,0.6052631578947368,2.0,,,2.0,,7.0,,,7.0,,0.6666666666666666,0.7,0.7,,1.0,,,1.0,,1.0,2.0,,,1.0,1.0,,2.0,,,0.5,0.5,,0.5,0.5,0.14285714285714285,,,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.2857142857142857,0.5,0.5,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1610612756,Bo Outlaw,Bo Outlaw,448,PHX,831.0,14,-3.0,30,30,18.0,21,1,60,1.0,2.0,,,1.0,,,,1.0,2,,2.0,29,,,,1.0,,,,,,,1.0,,2.0,1.0,1.0,,3.0,1.0,4.0,2.0,1.0,,1.0,,,,,1.0,,18.0,0.5,,0.5,,0.5,,,,,6.451612903225807,,0.1,0.08333333333333333,0.23076923076923078,0.06666666666666667,,,,0.25,,1.0,0.5,0.5,,,,,1.0,,1.0,0.5738,,0.5656,,,,0.6,,,,,,,,,,1.0,,,,0.2,,,,,,,2.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612756,Joe Johnson,Joe Johnson,2207,PHX,858.0,14,-13.0,32,32,20.0,20,1,64,,,,,,1.0,1.0,1.0,,1,2.0,6.0,38,,,2.0,,2.0,,,1.0,,1.0,2.0,1.0,5.0,,,,,,,1.0,1.0,,,4.0,,,,,,20.0,,,0.5,,0.6,1.0,0.6666666666666666,,,14.285714285714286,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,0.5,0.6666666666666666,0.48066666666666674,,0.519,0.3333333333333333,17.7,23.6,0.625,,3.0,2.0,,3.0,6.0,,,6.0,,,0.75,0.75,,,,,1.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,0.5,0.5,0.5,0.3333333333333333,,,,0.5,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,701.0,12,-4.0,23,24,15.0,16,2,47,,,,,,1.0,,,2.0,3,,8.0,27,,1.0,1.0,2.0,,2.0,,,1.0,,,,,,4.0,,4.0,,4.0,,,,1.0,6.0,,1.0,1.0,1.0,,15.0,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,0.25,,0.3333333333333333,,22.22222222222222,,0.36363636363636365,,0.3333333333333333,,,,0.5,0.4,,,,,0.3333333333333333,,,,,,,0.40586666666666665,0.4324,0.38015,0.125,8.633333333333333,,0.6521739130434783,,4.0,1.0,1.0,3.0,5.0,,2.0,5.0,1.0,0.5,0.5,0.625,,,0.4,0.4,0.625,1.0,2.0,2.0,,,,,,,,1.0,0.5,0.5,0.5,,,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1610612756,Stephon Marbury,Stephon Marbury,950,PHX,1102.0,18,-6.0,36,37,14.0,25,2,73,,2.0,,,1.0,3.0,4.0,1.0,2.0,7,4.0,11.0,32,,,1.0,2.0,1.0,2.0,,4.0,,,3.0,,6.0,,1.0,,1.0,,1.0,,,,,8.0,1.0,,,,,14.0,0.2857142857142857,,0.18181818181818182,,0.35714285714285715,,0.36363636363636365,,,46.15384615384615,,0.05263157894736842,,0.05263157894736842,,,0.2,,,,0.18181818181818182,,,0.2727272727272727,0.36363636363636365,,,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.4733136363636364,,0.5072333333333333,0.09090909090909091,7.714285714285715,25.525000000000002,0.3888888888888889,,7.0,1.0,,5.0,5.0,1.0,2.0,5.0,,,,0.4,,,0.16666666666666666,0.25,0.45454545454545453,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,,2.0,0.5,0.5,,0.75,,0.18181818181818182,0.5,0.5,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,0.3333333333333333,0.3333333333333333,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1610612756,Anfernee Hardaway,Anfernee Hardaway,358,PHX,420.0,7,4.0,13,15,2.0,9,1,28,,1.0,,,1.0,1.0,,,,2,,,6,,,,1.0,,,,,,,1.0,,2.0,,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,14.285714285714285,,0.09090909090909091,,0.09090909090909091,,,,,0.16666666666666666,1.0,0.5,,,0.5,,,,1.0,,0.5,0.5654,,0.7207,,10.0,,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,1610612756,Randy Brown,Randy Brown,753,PHX,370.0,6,-2.0,13,13,7.0,7,1,26,,,,,,1.0,,,,1,,1.0,15,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,7.0,,,,,0.25,,,1.0,,14.285714285714285,,,,,,,,,,,,,,1.0,,,,,,,0.3672,,0.3672,,15.6,,0.5384615384615384,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
