EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,Corner3Assists,FTOffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,LiveBallTurnoverPct,OffFTReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,PtsUnassisted3s,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,on,Clear Path Fouls,BlockedCorner3
120,1610612759,Steven Smith,Steven Smith,120,SAS,11206.0,187.0,6.0,341.0,347.0,87.0,99.0,63.0,688.0,7.0,15.0,2.0,4.0,2.0,2.0,1.0,5.0,1.0,9.0,4.0,13.0,1.0,1.0,4.0,2.0,7.0,1.0,1.0,9.0,29.0,6.0,20.0,13.0,49.0,371.0,2.0,6.0,1.0,1.0,4.0,11.0,3.0,6.0,1.0,5.0,3.0,12.0,8.0,10.0,18.0,4.0,7.0,2.0,3.0,10.0,2.0,12.0,2.0,3.0,3.0,4.0,26.0,1.0,4.0,3.0,7.0,1.0,11.0,5.0,16.0,6.0,3.0,3.0,1.0,5.0,2.0,5.0,1.0,1.0,4.0,18.0,2.0,2.0,16.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,12.0,87.0,1.0,0.4444444444444444,0.5714285714285714,1.0,0.3,1.0,0.2,0.3,0.3103448275862069,0.3333333333333333,0.5,0.3673469387755102,0.5,0.4090909090909091,0.42727272727272725,0.55,0.4583333333333333,0.40816326530612246,0.10344827586206896,0.06666666666666667,0.2,0.1111111111111111,14.354066985645934,0.08333333333333333,0.05426356589147287,0.02877697841726619,0.1111111111111111,0.02564102564102564,0.0641025641025641,0.028089887640449437,0.0196078431372549,0.06382978723404255,0.05555555555555555,0.05,0.06521739130434782,0.046511627906976744,0.13043478260869565,0.30612244897959184,0.4666666666666667,0.5,0.5714285714285714,0.10204081632653061,0.2,0.25,0.1836734693877551,0.1111111111111111,0.125,0.2653061224489796,0.3076923076923077,0.3076923076923077,1.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,1.0,0.5714285714285714,0.5,0.14285714285714285,1.0,1.0,0.18181818181818182,1.0,0.36363636363636365,0.09090909090909091,1.0,0.7142857142857143,0.2857142857142857,0.5237224489795917,0.4868916666666667,0.4688045454545455,0.11320754716981132,0.18181818181818182,0.22448979591836735,0.24489795918367346,7.496551724137931,23.529999999999994,0.25513196480938416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,33064.0,551.0,132.0,1034.0,1045.0,359.0,338.0,137.0,2079.0,12.0,18.0,2.0,3.0,3.0,4.0,6.0,13.0,9.0,22.0,21.0,47.0,2.0,2.0,16.0,4.0,10.0,3.0,3.0,27.0,53.0,25.0,57.0,6.0,135.0,979.0,5.0,6.0,3.0,4.0,,19.0,6.0,12.0,11.0,19.0,3.0,48.0,32.0,22.0,75.0,4.0,10.0,4.0,2.0,11.0,10.0,21.0,7.0,5.0,3.0,3.0,52.0,4.0,5.0,4.0,31.0,1.0,36.0,12.0,48.0,19.0,9.0,10.0,,9.0,4.0,20.0,,3.0,16.0,42.0,1.0,3.0,19.0,1.0,,6.0,4.0,11.0,,12.0,48.0,359.0,5.0,0.5925925925925926,0.64,1.0,0.43859649122807015,0.75,0.5789473684210527,0.43859649122807015,0.5094339622641509,0.8333333333333334,0.5,0.5863636363636363,0.95,0.7258064516129032,0.5672268907563025,0.95,0.6486486486486487,0.5181818181818182,0.03773584905660377,0.05555555555555555,0.07692307692307693,,11.69049621530698,0.047619047619047616,0.07451923076923077,0.015151515151515152,0.03361344537815126,0.038461538461538464,0.06542056074766354,0.020737327188940093,0.017241379310344827,0.008849557522123894,0.023255813953488372,0.05223880597014925,0.06521739130434782,0.10416666666666667,0.03571428571428571,0.16363636363636364,0.6666666666666666,0.7058823529411765,0.5,0.11818181818181818,0.46153846153846156,0.5,0.2,0.4090909090909091,0.4090909090909091,0.42727272727272725,0.44680851063829785,0.44680851063829785,1.0,0.09090909090909091,0.4,0.4,1.0,0.3,0.6666666666666666,0.2,1.0,1.0,0.12903225806451613,0.75,0.5161290322580645,0.0967741935483871,1.0,0.6818181818181818,0.4,0.5327759090909091,0.49794999999999995,0.5549209677419354,0.05217391304347826,0.10344827586206896,0.14074074074074075,0.35555555555555557,10.271698113207547,23.27192982456141,0.3471953578336557,8.0,1.0,2.0,3.0,3.0,1.0,11.0,7.0,4.0,2.0,1.0,1.0,7.0,4.0,8.0,0.55,0.05263157894736842,0.019801980198019802,0.04918032786885246,0.02857142857142857,0.017857142857142856,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,0.5,1.0,0.5,,,,,,,,,,,,,,True,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,62323.0,1039.0,167.0,1980.0,1973.0,777.0,651.0,277.0,3953.0,101.0,167.0,32.0,56.0,40.0,60.0,76.0,200.0,29.0,66.0,,,,,,2.0,12.0,1.0,10.0,206.0,433.0,2.0,12.0,150.0,568.0,1943.0,46.0,91.0,,,19.0,111.0,69.0,142.0,1.0,10.0,77.0,218.0,214.0,198.0,6.0,56.0,11.0,2.0,28.0,72.0,24.0,96.0,16.0,51.0,11.0,10.0,216.0,20.0,78.0,38.0,200.0,23.0,261.0,103.0,364.0,17.0,13.0,4.0,7.0,36.0,4.0,79.0,9.0,31.0,38.0,76.0,11.0,14.0,224.0,14.0,1.0,87.0,33.0,78.0,1.0,78.0,218.0,777.0,5.0,0.5194174757281553,0.601123595505618,1.0,0.16666666666666666,,0.1,0.18181818181818182,0.47575057736720555,0.5054945054945055,0.4859154929577465,0.4696629213483146,0.5054945054945055,0.46381578947368424,0.515426497277677,0.5091743119266054,0.5165876777251185,0.02696629213483146,0.06466512702078522,0.07784431137724551,0.07,0.015151515151515152,27.245119305856832,0.41818181818181815,0.25094102885821834,0.11782477341389729,0.2087912087912088,0.0851063829787234,0.24310520939734423,0.10925306577480491,0.12916666666666668,0.12236286919831224,0.11235955056179775,0.23008849557522124,0.2898550724637681,0.2305084745762712,0.2357142857142857,0.3752808988764045,0.6047904191616766,0.6558441558441559,0.5841584158415841,0.449438202247191,0.38,0.40860215053763443,0.14831460674157304,0.4393939393939394,0.4461538461538462,,,,,0.02696629213483146,0.16666666666666666,0.16666666666666666,1.0,0.6153846153846154,0.5714285714285714,,,,0.39473684210526316,0.6666666666666666,,0.06578947368421052,0.1,0.40224719101123596,0.18181818181818182,0.43675598194130927,0.48644749999999987,0.4379813333333334,0.16795366795366795,0.17193675889328064,0.1954225352112676,0.38380281690140844,7.026558891454968,27.76666666666667,0.3924242424242424,,,,8.0,5.0,23.0,43.0,21.0,22.0,3.0,,,57.0,20.0,47.0,0.5443037974683544,0.056818181818181816,0.0972972972972973,0.0684931506849315,0.11904761904761904,0.11386138613861387,0.6025641025641025,0.40789473684210525,0.5862068965517241,,,,,1.0,1.0,2.0,1.0,0.15625,,,,,,,,,True,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,86065.0,1434.0,152.0,2745.0,2742.0,994.0,879.0,368.0,5487.0,94.0,152.0,11.0,16.0,32.0,50.0,20.0,65.0,9.0,32.0,13.0,47.0,,2.0,17.0,38.0,101.0,9.0,34.0,123.0,249.0,51.0,148.0,126.0,525.0,2733.0,19.0,29.0,5.0,12.0,12.0,65.0,39.0,80.0,14.0,51.0,59.0,179.0,106.0,140.0,138.0,12.0,98.0,38.0,30.0,107.0,31.0,138.0,19.0,65.0,13.0,29.0,307.0,8.0,36.0,21.0,89.0,4.0,114.0,47.0,161.0,96.0,58.0,38.0,14.0,45.0,5.0,100.0,9.0,28.0,48.0,170.0,8.0,12.0,171.0,14.0,1.0,70.0,23.0,16.0,2.0,17.0,179.0,994.0,26.0,0.43089430894308944,0.452991452991453,0.9019607843137255,0.34459459459459457,0.4166666666666667,0.27450980392156865,0.35172413793103446,0.4939759036144578,0.6551724137931034,0.4875,0.5025188916876574,0.6463414634146342,0.4580152671755725,0.5504201680672269,0.6632653061224489,0.5295857988165681,0.37279596977329976,0.12048192771084337,0.07894736842105263,0.2153846153846154,0.125,18.164616840113528,0.05714285714285714,0.08286778398510242,0.03934426229508197,0.084,0.026402640264026403,0.08308157099697885,0.0361247947454844,0.03896103896103896,0.035483870967741936,0.017241379310344827,0.06369426751592357,0.0862533692722372,0.09511568123393316,0.06382978723404255,0.38287153652392947,0.618421052631579,0.6714285714285714,0.4574468085106383,0.163727959697733,0.3076923076923077,0.39215686274509803,0.08060453400503778,0.28125,0.32142857142857145,0.11838790931989925,0.2765957446808511,0.2826086956521739,0.9230769230769231,0.25440806045340053,0.37623762376237624,0.38,0.8947368421052632,0.3902439024390244,0.6875,0.04878048780487805,,,0.3816793893129771,0.64,0.1297709923664122,0.2595419847328244,0.2647058823529412,0.7556675062972292,0.3877551020408163,0.530056106870229,0.49390666666666655,0.5284964566929135,0.1545253863134658,0.22950819672131148,0.12380952380952381,0.34095238095238095,5.058634538152611,25.172972972972964,0.36211293260473587,5.0,5.0,10.0,12.0,3.0,5.0,55.0,36.0,19.0,7.0,1.0,1.0,6.0,8.0,10.0,0.55,0.02586206896551724,0.04377104377104377,0.03208556149732621,0.14516129032258066,0.026881720430107527,0.5882352941176471,0.4,0.2222222222222222,0.24390243902439024,0.5,1.0,0.29411764705882354,3.0,,,,0.36363636363636365,15.0,2.0,0.013513513513513514,0.02127659574468085,0.009900990099009901,,,,True,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,45017.0,750.0,138.0,1461.0,1442.0,605.0,523.0,195.0,2903.0,52.0,80.0,2.0,4.0,18.0,30.0,29.0,64.0,29.0,67.0,3.0,11.0,1.0,3.0,4.0,24.0,81.0,7.0,31.0,110.0,211.0,27.0,92.0,83.0,384.0,1433.0,8.0,16.0,2.0,7.0,7.0,29.0,37.0,84.0,8.0,35.0,68.0,166.0,64.0,156.0,66.0,,81.0,24.0,8.0,77.0,31.0,108.0,18.0,39.0,15.0,23.0,247.0,6.0,2.0,12.0,38.0,1.0,51.0,9.0,60.0,28.0,13.0,15.0,4.0,23.0,3.0,46.0,3.0,21.0,16.0,45.0,2.0,7.0,107.0,2.0,8.0,16.0,33.0,,,1.0,166.0,605.0,4.0,0.2909090909090909,0.2909090909090909,0.8148148148148148,0.29347826086956524,0.2857142857142857,0.22857142857142856,0.29347826086956524,0.5213270142180095,0.5,0.44047619047619047,0.4966996699669967,0.4782608695652174,0.4117647058823529,0.5384615384615384,0.5192307692307693,0.50625,0.30363036303630364,0.037914691943127965,0.0375,0.078125,,23.518957345971565,0.03333333333333333,0.06701940035273368,0.004347826086956522,0.09230769230769231,0.03428571428571429,0.07173601147776183,0.012598425196850394,,,0.04477611940298507,0.025,0.06930693069306931,0.0975609756097561,0.07291666666666667,0.264026402640264,0.65,0.6753246753246753,0.3269230769230769,0.21122112211221122,0.453125,0.4915254237288136,0.22112211221122113,0.43283582089552236,0.43283582089552236,0.036303630363036306,0.2727272727272727,0.2727272727272727,1.0,0.26732673267326734,0.2962962962962963,0.3,0.7916666666666666,0.17391304347826086,0.5,0.13043478260869565,0.3333333333333333,1.0,0.25210084033613445,0.6,0.03361344537815126,0.2605042016806723,0.22580645161290322,0.5676567656765676,0.2962962962962963,0.48920198019801975,0.48179375,0.46644663865546215,0.05345911949685535,0.07111111111111111,0.07552083333333333,0.4322916666666667,8.479620853080569,24.925,0.4140999315537303,1.0,1.0,4.0,13.0,1.0,,23.0,14.0,9.0,5.0,1.0,1.0,,,1.0,0.5,0.014285714285714285,0.014925373134328358,0.027777777777777776,0.14705882352941177,,1.0,0.3103448275862069,0.20689655172413793,0.17391304347826086,0.25,1.0,0.25,,,,,,15.0,1.0,0.010869565217391304,,0.012345679012345678,1.0,0.010752688172043012,,True,,
70,1610612759,Steve Kerr,Steve Kerr,70,SAS,25329.0,422.0,-2.0,799.0,806.0,247.0,201.0,95.0,1605.0,1.0,1.0,,,,,4.0,12.0,22.0,47.0,5.0,12.0,,,5.0,19.0,43.0,6.0,13.0,27.0,60.0,24.0,55.0,15.0,141.0,796.0,4.0,5.0,3.0,5.0,,17.0,8.0,15.0,7.0,18.0,9.0,46.0,26.0,28.0,66.0,4.0,42.0,19.0,2.0,22.0,8.0,30.0,7.0,9.0,4.0,9.0,68.0,2.0,4.0,6.0,18.0,,24.0,7.0,31.0,11.0,7.0,4.0,2.0,4.0,1.0,11.0,,1.0,3.0,20.0,,,17.0,,5.0,1.0,5.0,,,,46.0,247.0,3.0,0.48148148148148145,0.52,0.9166666666666666,0.43636363636363634,0.6,0.3888888888888889,0.4444444444444444,0.45,0.8,0.5333333333333333,0.5478260869565217,0.85,0.5606060606060606,0.5661157024793388,0.85,0.6052631578947368,0.4782608695652174,0.03333333333333333,,0.08333333333333333,0.02127659574468085,14.427312775330396,,0.05128205128205128,0.01384083044982699,0.08823529411764706,0.023529411764705882,0.057279236276849645,0.016042780748663103,0.03529411764705882,,,0.08163265306122448,0.016129032258064516,0.06201550387596899,0.1111111111111111,0.008695652173913044,1.0,1.0,1.0,0.10434782608695652,0.3333333333333333,0.36363636363636365,0.40869565217391307,0.46808510638297873,0.4782608695652174,0.10434782608695652,0.4166666666666667,0.4166666666666667,1.0,0.3739130434782609,0.4418604651162791,0.4418604651162791,0.8947368421052632,,,,,,,,0.15151515151515152,0.3939393939393939,0.46153846153846156,0.48695652173913045,0.4523809523809524,0.4725671052631577,0.45128749999999995,0.47991406249999996,0.008620689655172414,0.01639344262295082,0.12056737588652482,0.3262411347517731,16.415000000000003,25.585454545454542,0.3091364205256571,1.0,3.0,5.0,1.0,1.0,1.0,7.0,3.0,4.0,,,,,,,0.6363636363636364,0.045454545454545456,0.009259259259259259,0.03508771929824561,,0.01639344262295082,,0.75,0.4090909090909091,0.5,0.6,0.6666666666666666,0.2,1.0,,,,,6.0,,,,,,,,True,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,57159.0,953.0,103.0,1815.0,1822.0,699.0,576.0,246.0,3637.0,100.0,171.0,28.0,46.0,43.0,72.0,9.0,37.0,34.0,108.0,,1.0,,1.0,1.0,,1.0,,1.0,143.0,316.0,,2.0,136.0,422.0,1813.0,30.0,58.0,,1.0,24.0,84.0,53.0,111.0,,2.0,70.0,176.0,166.0,120.0,,42.0,,,40.0,47.0,12.0,59.0,7.0,31.0,10.0,6.0,130.0,10.0,51.0,29.0,120.0,15.0,164.0,67.0,231.0,23.0,16.0,7.0,12.0,50.0,8.0,85.0,10.0,27.0,39.0,87.0,10.0,13.0,169.0,11.0,6.0,70.0,17.0,22.0,1.0,23.0,176.0,699.0,7.0,0.5804195804195804,0.680327868852459,,,,,,0.4525316455696203,0.5172413793103449,0.4774774774774775,0.449685534591195,0.5084745762711864,0.4690265486725664,0.5291878172588832,0.5833333333333334,0.5833333333333334,0.006289308176100629,0.12658227848101267,0.21637426900584794,0.02702702702702703,0.018518518518518517,22.885809842331582,0.28846153846153844,0.16736401673640167,0.0865874363327674,0.17261904761904762,0.05181347150259067,0.16836158192090395,0.07800511508951406,0.14213197969543148,0.07526881720430108,0.03896103896103896,0.13366336633663367,0.19047619047619047,0.17110266159695817,0.1774193548387097,0.5377358490566038,0.5847953216374269,0.746268656716418,0.49,0.11635220125786164,0.24324324324324326,0.25,0.33962264150943394,0.3148148148148148,0.32075471698113206,0.0031446540880503146,,,,0.0031446540880503146,,,,0.7796610169491526,0.6086956521739131,0.01694915254237288,,,0.6371681415929203,0.5972222222222222,0.008849557522123894,0.008849557522123894,,0.5440251572327044,,0.4840678233438487,0.5057137254901961,0.4999348214285715,0.1856763925729443,0.18666666666666668,0.1990521327014218,0.41706161137440756,7.592721518987344,43.9,0.3851239669421488,,,,5.0,6.0,10.0,35.0,18.0,17.0,10.0,1.0,1.0,9.0,12.0,14.0,0.4117647058823529,0.07228915662650602,0.043689320388349516,0.0603448275862069,0.1590909090909091,0.07462686567164178,0.6086956521739131,0.5555555555555556,0.8529411764705882,,,,,1.0,,3.0,1.0,0.14285714285714285,,,,,,,,2.0,True,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,15443.0,257.0,19.0,511.0,503.0,199.0,205.0,59.0,1014.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,6.0,5.0,19.0,3.0,10.0,,2.0,1.0,5.0,15.0,1.0,7.0,9.0,28.0,8.0,25.0,5.0,47.0,490.0,3.0,7.0,1.0,3.0,1.0,10.0,4.0,15.0,2.0,8.0,4.0,18.0,10.0,8.0,24.0,6.0,15.0,5.0,1.0,4.0,4.0,8.0,2.0,2.0,1.0,1.0,20.0,2.0,9.0,7.0,17.0,1.0,25.0,12.0,37.0,5.0,2.0,3.0,1.0,3.0,1.0,10.0,2.0,6.0,14.0,27.0,5.0,1.0,5.0,1.0,,1.0,2.0,2.0,,3.0,18.0,199.0,3.0,0.5555555555555556,0.8333333333333334,1.0,0.32,0.3333333333333333,0.25,0.32,0.32142857142857145,0.42857142857142855,0.26666666666666666,0.39622641509433965,0.45,0.30434782608695654,0.42727272727272725,0.5,0.36,0.4716981132075472,0.03571428571428571,,0.16666666666666666,,11.284722222222223,0.06666666666666667,0.08585858585858586,0.05389221556886228,0.19444444444444445,0.03773584905660377,0.10256410256410256,0.05,0.061224489795918366,0.05454545454545454,,0.125,0.05714285714285714,0.08333333333333333,0.18518518518518517,0.05660377358490566,1.0,1.0,,0.11320754716981132,0.16666666666666666,0.2,0.3584905660377358,0.2631578947368421,0.2631578947368421,0.18867924528301888,0.3,0.3,1.0,0.2830188679245283,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,0.2,,,0.08695652173913043,1.0,0.043478260869565216,0.30434782608695654,0.14285714285714285,0.5283018867924528,0.3333333333333333,0.4835764150943396,0.51057,0.462658695652174,0.018867924528301886,0.03571428571428571,0.2127659574468085,0.3829787234042553,14.410714285714281,24.288,0.38943248532289626,1.0,1.0,1.0,2.0,1.0,,7.0,6.0,1.0,,1.0,1.0,,2.0,1.0,0.7,0.06666666666666667,0.047619047619047616,0.05263157894736842,0.2222222222222222,,0.3333333333333333,,1.0,0.1,1.0,1.0,1.0,,,,,,,,,,,,,,True,,
2049,1610612759,Speedy Claxton,Speedy Claxton,2049,SAS,17322.0,289.0,21.0,535.0,539.0,173.0,185.0,84.0,1074.0,19.0,30.0,1.0,2.0,6.0,11.0,2.0,10.0,18.0,34.0,,,,,,,6.0,,5.0,39.0,74.0,,6.0,29.0,107.0,546.0,1.0,2.0,,,4.0,6.0,11.0,26.0,,5.0,12.0,34.0,42.0,36.0,,,5.0,,4.0,25.0,19.0,44.0,11.0,17.0,4.0,4.0,107.0,8.0,7.0,6.0,16.0,1.0,23.0,15.0,38.0,15.0,10.0,5.0,5.0,10.0,1.0,19.0,3.0,5.0,15.0,33.0,1.0,,42.0,2.0,,14.0,8.0,6.0,1.0,6.0,34.0,173.0,8.0,0.5384615384615384,0.5384615384615384,,,,,,0.527027027027027,0.5,0.4230769230769231,0.4875,0.5,0.3548387096774194,0.535,0.6,0.4146341463414634,0.075,0.05405405405405406,0.06666666666666667,0.2,,18.769716088328074,0.05555555555555555,0.08791208791208792,0.03888888888888889,0.10344827586206896,0.14285714285714285,0.09166666666666666,0.0635593220338983,0.017241379310344827,0.04838709677419355,0.125,0.0967741935483871,0.10909090909090909,0.06153846153846154,0.13333333333333333,0.375,0.6333333333333333,0.6785714285714286,0.5263157894736842,0.125,0.2,0.25,0.425,0.5294117647058824,0.5294117647058824,,,,,0.075,,,,1.0,0.5,,,,0.3548387096774194,0.5454545454545454,,0.16129032258064516,,0.45,,0.46122025316455706,0.58575,0.4486483870967742,0.15217391304347827,0.16279069767441862,0.056074766355140186,0.3177570093457944,10.356756756756754,29.383333333333336,0.3233644859813084,,,,8.0,,2.0,9.0,7.0,2.0,2.0,,,2.0,3.0,4.0,0.47368421052631576,,0.05,0.15625,,0.06060606060606061,0.6666666666666666,,0.6111111111111112,,,,,1.0,,,,1.0,,1.0,0.16666666666666666,,0.16666666666666666,,,,True,,
764,1610612759,David Robinson,David Robinson,764,SAS,21444.0,357.0,48.0,684.0,683.0,174.0,180.0,79.0,1367.0,31.0,58.0,8.0,22.0,7.0,11.0,7.0,19.0,3.0,11.0,,,,,,,,,,41.0,88.0,,,43.0,125.0,681.0,8.0,27.0,,,6.0,22.0,8.0,14.0,,,16.0,32.0,58.0,24.0,,14.0,,,9.0,9.0,4.0,13.0,3.0,6.0,1.0,2.0,30.0,9.0,36.0,6.0,64.0,4.0,74.0,46.0,120.0,14.0,8.0,6.0,3.0,10.0,,17.0,2.0,4.0,20.0,27.0,,1.0,60.0,3.0,1.0,27.0,4.0,22.0,1.0,22.0,32.0,174.0,1.0,0.7073170731707317,0.8529411764705882,,,,,,0.4659090909090909,0.2962962962962963,0.5714285714285714,0.4659090909090909,0.2962962962962963,0.5714285714285714,0.5344827586206896,0.3548387096774194,0.6956521739130435,,0.10227272727272728,0.1206896551724138,0.10526315789473684,,16.89961880559085,0.3076923076923077,0.23357664233576642,0.15450643776824036,0.1111111111111111,0.11538461538461539,0.21341463414634146,0.14469453376205788,0.2375,0.1411764705882353,0.13793103448275862,0.09411764705882353,0.29591836734693877,0.2967032967032967,0.1,0.6590909090909091,0.5344827586206896,0.6078431372549019,0.6774193548387096,0.2159090909090909,0.3684210526315789,0.4117647058823529,0.125,0.2727272727272727,0.2727272727272727,,,,,,,,,0.8148148148148148,0.36363636363636365,,,,0.7857142857142857,0.6363636363636364,,,,0.6590909090909091,,0.5312602272727273,0.5462545454545454,0.5492142857142858,0.24107142857142858,0.24107142857142858,0.176,0.256,4.506818181818182,,0.2543859649122807,,,,1.0,1.0,7.0,7.0,4.0,3.0,1.0,,,15.0,6.0,12.0,0.4117647058823529,0.03571428571428571,0.07352941176470588,0.10204081632653061,0.14285714285714285,0.18421052631578946,0.5454545454545454,0.7142857142857143,1.0,,,,,,1.0,3.0,1.0,0.125,,,,,,,,,True,,
