EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,OffThreePtRebounds,SelfOReb,BlockedLongMidRange,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,OffCorner3ReboundPct,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,OffensiveGoaltends,on,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FoulsDrawn,Offensive Fouls Drawn,BlockedArc3,Corner3PctBlocked
1065,1610612754,Erick Strickland,Erick Strickland,1065,IND,22367.0,373,-14,683,695,172,215,119,1378,16.0,26,2.0,2.0,1.0,3.0,2.0,9.0,10.0,29.0,4.0,10.0,3.0,4.0,2.0,20.0,51.0,3.0,5.0,5.0,11.0,28.0,64,24.0,61.0,13.0,141,676,3.0,4.0,6.0,9.0,24.0,3.0,13.0,5.0,13.0,10.0,31,34.0,22.0,63.0,9.0,2.0,1.0,50.0,20.0,3.0,1.0,52.0,12.0,64,11.0,1.0,17.0,11.0,24.0,140,4.0,1.0,8,25.0,1.0,34,5.0,39,14,7.0,7.0,16.0,8.0,11.0,12.0,5.0,1.0,28.0,3.0,7.0,11.0,42,1.0,2.0,3.0,19.0,1.0,2.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,31,172,9.0,0.6071428571428571,0.6296296296296297,0.875,0.39344262295081966,0.6666666666666666,0.38461538461538464,0.4,0.4375,0.75,0.23076923076923078,0.512,0.9230769230769231,0.40384615384615385,0.5225563909774437,0.9230769230769231,0.484375,0.488,0.01639344262295082,0.046875,0.11538461538461539,0.0196078431372549,19.420989143546443,0.5714285714285714,0.038461538461538464,0.037037037037037035,0.09090909090909091,0.013114754098360656,0.13333333333333333,0.09850746268656717,0.010666666666666666,0.013333333333333334,0.012658227848101266,0.013245033112582781,0.1038961038961039,0.0989010989010989,0.07476635514018691,0.10869565217391304,0.21428571428571427,0.5,0.208,0.6153846153846154,0.6956521739130435,0.5,0.072,0.2222222222222222,0.2222222222222222,0.5,0.232,0.3448275862068966,0.3448275862068966,0.8,0.08,0.4,0.4,0.75,0.408,0.39215686274509803,0.4,0.9,0.15384615384615385,1.0,0.5,0.3076923076923077,0.75,0.6666666666666666,0.38461538461538464,0.6,1.0,0.11538461538461539,0.3333333333333333,0.07692307692307693,0.4230769230769231,0.45454545454545453,0.696,0.4,0.49813934426229517,0.5513041666666666,0.46894166666666665,0.05343511450381679,0.1,0.1702127659574468,0.2198581560283688,10.376562500000002,25.626229508196715,0.2518301610541728,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1500,1610612754,Ron Mercer,Ron Mercer,1500,IND,30284.0,505,-19,927,946,247,278,150,1873,20.0,31,2.0,5.0,4.0,6.0,6.0,19.0,56.0,150.0,,1.0,,,,2.0,4.0,,,1.0,3.0,82.0,200,2.0,5.0,19.0,189,940,9.0,19.0,,,20.0,17.0,44.0,1.0,3.0,10.0,47,118.0,46.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,,25.0,11.0,36,10.0,1.0,7.0,3.0,15.0,83,5.0,1.0,7,25.0,1.0,33,9.0,42,14,8.0,6.0,13.0,,9.0,4.0,4.0,3.0,17.0,1.0,4.0,13.0,35,,1.0,1.0,22.0,1.0,1.0,8.0,3.0,4.0,2.0,1.0,4.0,1.0,47,247,5.0,0.7195121951219512,0.7375,0.5,0.4,,0.3333333333333333,0.5,0.41,0.47368421052631576,0.38636363636363635,0.4146341463414634,0.47368421052631576,0.39361702127659576,0.4372093023255814,0.5,0.4423076923076923,0.024390243902439025,,0.01,0.03225806451612903,,20.882088208820882,0.7647058823529411,0.02857142857142857,0.02702702702702703,0.06578947368421052,0.012077294685990338,0.08641975308641975,0.06941431670281996,0.016701461377870562,0.02127659574468085,,0.014354066985645933,0.056,0.07692307692307693,0.06521739130434782,0.10344827586206896,0.043478260869565216,0.25,0.15121951219512195,0.6451612903225806,0.6666666666666666,0.55,0.09268292682926829,0.3157894736842105,0.3333333333333333,0.6666666666666666,0.7317073170731707,0.37333333333333335,0.37333333333333335,0.7857142857142857,0.004878048780487805,,,,0.01951219512195122,0.5,0.5,0.5,0.2631578947368421,0.4,0.5,,,,,,,0.1276595744680851,0.6666666666666666,,0.06382978723404255,0.3333333333333333,0.17560975609756097,0.6666666666666666,0.4232872549019609,0.43910625000000003,0.40300434782608685,0.03773584905660377,0.03864734299516908,0.10582010582010581,0.24867724867724866,14.7925,30.860000000000003,0.2664509169363538,2.0,3.0,1.0,1.0,0.05263157894736842,0.046153846153846156,0.061224489795918366,0.008547008547008548,,,,,,,,,,,,True,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,14171.0,236,13,435,439,101,78,68,874,9.0,17,3.0,6.0,,2.0,7.0,10.0,9.0,26.0,2.0,12.0,,1.0,2.0,7.0,19.0,,,1.0,3.0,25.0,53,9.0,31.0,14.0,91,422,4.0,9.0,,1.0,9.0,4.0,11.0,1.0,5.0,5.0,16,28.0,22.0,27.0,,6.0,,19.0,7.0,4.0,,14.0,5.0,19,5.0,,5.0,,9.0,43,12.0,,5,34.0,5.0,44,12.0,56,3,2.0,1.0,8.0,,4.0,5.0,4.0,2.0,13.0,3.0,5.0,11.0,17,,1.0,2.0,19.0,2.0,1.0,8.0,2.0,2.0,1.0,1.0,2.0,2.0,16,101,1.0,0.56,0.6363636363636364,1.0,0.2903225806451613,,0.2,0.2903225806451613,0.4716981132075472,0.4444444444444444,0.36363636363636365,0.4583333333333333,0.4,0.34375,0.4891304347826087,0.4090909090909091,0.4,0.36904761904761907,,0.07547169811320754,0.17647058823529413,,20.388349514563107,0.6153846153846154,0.3125,,0.19767441860465115,0.06741573033707865,0.11904761904761904,0.1822429906542056,0.05172413793103448,0.09090909090909091,0.024390243902439025,0.07526881720430108,0.23636363636363636,0.16666666666666666,0.19298245614035087,0.15151515151515152,,1.0,0.20238095238095238,0.5294117647058824,0.6428571428571429,0.4444444444444444,0.11904761904761904,0.7,0.7777777777777778,0.5714285714285714,0.30952380952380953,0.34615384615384615,0.34615384615384615,0.6666666666666666,0.14285714285714285,0.16666666666666666,0.16666666666666666,1.0,0.2261904761904762,0.3684210526315789,0.3684210526315789,1.0,0.6,0.5,,0.1,,,,,,0.125,,0.125,0.1875,0.3333333333333333,0.5714285714285714,0.3684210526315789,0.48465119047619043,0.50355,0.44693437499999994,0.08888888888888889,0.13559322033898305,0.0989010989010989,0.17582417582417584,11.407547169811322,24.47096774193548,0.23218390804597702,1.0,,,,0.1,,,,,,,,,,,,,,,True,,,,,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,27931.0,466,-33,858,878,251,286,134,1736,36.0,70,4.0,20.0,11.0,17.0,20.0,57.0,22.0,55.0,1.0,3.0,,1.0,1.0,2.0,6.0,,,1.0,4.0,78.0,182,3.0,9.0,38.0,203,891,11.0,32.0,,1.0,33.0,20.0,49.0,1.0,5.0,14.0,57,72.0,84.0,9.0,,6.0,1.0,5.0,2.0,25.0,,20.0,6.0,26,4.0,2.0,11.0,4.0,5.0,58,32.0,1.0,13,54.0,8.0,75,36.0,111,7,4.0,3.0,21.0,1.0,6.0,17.0,15.0,5.0,38.0,5.0,7.0,13.0,39,,4.0,7.0,50.0,6.0,,26.0,2.0,5.0,1.0,2.0,6.0,5.0,57,251,4.0,0.46153846153846156,0.48,1.0,0.3333333333333333,,0.2,0.375,0.42857142857142855,0.34375,0.40816326530612246,0.4319371727748691,0.3333333333333333,0.39814814814814814,0.4765258215962441,0.4024390243902439,0.4596774193548387,0.04712041884816754,,0.13736263736263737,0.2714285714285714,,24.34529582929195,0.5526315789473685,0.32,0.043478260869565216,0.1758957654723127,0.08602150537634409,0.14772727272727273,0.16962025316455695,0.07777777777777778,0.14893617021276595,0.05357142857142857,0.07228915662650602,0.1782178217821782,0.1566265060240964,0.18699186991869918,0.12698412698412698,0.2,0.8333333333333334,0.36649214659685864,0.5142857142857142,0.7058823529411765,0.4444444444444444,0.29842931937172773,0.3508771929824561,0.39215686274509803,0.35,0.2879581151832461,0.4,0.4,0.5909090909090909,0.015706806282722512,0.3333333333333333,0.3333333333333333,1.0,0.031413612565445025,0.3333333333333333,0.3333333333333333,1.0,0.6060606060606061,0.2,0.25,0.030303030303030304,,,,,,0.3148148148148148,0.6470588235294118,0.018518518518518517,0.07407407407407407,0.25,0.41361256544502617,0.4,0.4483322751322752,0.4883875,0.42881057692307684,0.12322274881516587,0.12871287128712872,0.1625615763546798,0.28078817733990147,8.871978021978022,28.633333333333333,0.2925407925407925,11.0,3.0,7.0,2.0,0.10526315789473684,0.038461538461538464,0.02,0.08641975308641975,3.0,1.0,1.0,0.07142857142857142,,,,,,,,True,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,48149.0,802,-23,1490,1524,437,479,254,3014,41.0,83,21.0,47.0,7.0,11.0,7.0,34.0,16.0,59.0,,,,,,,2.0,,,,2.0,64.0,176,,2.0,34.0,162,1517,21.0,57.0,,,63.0,13.0,32.0,,2.0,15.0,41,72.0,56.0,,,40.0,1.0,1.0,,16.0,,41.0,10.0,51,9.0,1.0,21.0,6.0,14.0,112,96.0,3.0,25,117.0,19.0,161,118.0,279,28,17.0,11.0,18.0,4.0,8.0,16.0,10.0,4.0,34.0,7.0,9.0,45.0,103,,14.0,4.0,63.0,7.0,,27.0,8.0,21.0,15.0,6.0,21.0,13.0,41,437,9.0,0.5625,0.8181818181818182,,,,,,0.36363636363636365,0.3684210526315789,0.40625,0.3595505617977528,0.3684210526315789,0.38235294117647056,0.3932038834951456,0.4315068493150685,0.44565217391304346,0.011235955056179775,,0.09090909090909091,0.12048192771084337,,13.318534961154274,0.5294117647058824,0.37254901960784315,0.05084745762711865,0.2056239015817223,0.1461187214611872,0.18115942028985507,0.20084865629420084,0.1452020202020202,0.15384615384615385,0.14814814814814814,0.14046822742474915,0.17045454545454544,0.21022727272727273,0.2304147465437788,0.18,0.18421052631578946,0.6190476190476191,0.46629213483146065,0.4939759036144578,0.5616438356164384,0.3902439024390244,0.19101123595505617,0.20588235294117646,0.2413793103448276,0.7142857142857143,0.33146067415730335,0.2711864406779661,0.27586206896551724,0.9375,,,,,0.011235955056179775,,,,0.8245614035087719,0.44680851063829785,0.047619047619047616,,,,,,,0.3235294117647059,0.6363636363636364,,0.058823529411764705,,0.47752808988764045,,0.46665511363636347,0.5158660377358489,0.45480624999999997,0.13636363636363635,0.1377551020408163,0.3888888888888889,0.25308641975308643,7.851704545454547,46.2,0.29328859060402684,21.0,19.0,6.0,,0.14705882352941177,0.14074074074074075,0.11578947368421053,0.06315789473684211,,,,0.2,1.0,1.0,2.0,0.01694915254237288,,,,True,,,,,,,
1802,1610612754,Brad Miller,Brad Miller,1802,IND,8865.0,148,-9,280,291,98,104,49,571,15.0,20,4.0,7.0,6.0,8.0,4.0,9.0,3.0,11.0,,,,,,2.0,4.0,,2.0,1.0,2.0,22.0,40,2.0,4.0,24.0,74,284,4.0,9.0,,2.0,10.0,10.0,16.0,1.0,2.0,14.0,37,30.0,14.0,6.0,,6.0,,4.0,2.0,3.0,,12.0,,12,,,10.0,1.0,1.0,24,8.0,,3,19.0,2.0,24,11.0,35,3,1.0,2.0,7.0,1.0,4.0,1.0,3.0,,8.0,,3.0,7.0,14,,2.0,,29.0,1.0,,10.0,5.0,,,,,,37,98,4.0,0.6818181818181818,0.7894736842105263,1.0,0.5,,0.5,0.5,0.55,0.4444444444444444,0.625,0.5681818181818182,0.36363636363636365,0.6388888888888888,0.6379310344827587,0.4166666666666667,0.74,0.09090909090909091,,0.075,0.1,,19.07514450867052,0.875,0.2857142857142857,,0.1743119266055046,0.06557377049180328,0.13043478260869565,0.16666666666666666,0.07432432432432433,0.08108108108108109,0.07407407407407407,0.05172413793103448,0.14285714285714285,0.2558139534883721,0.1111111111111111,0.058823529411764705,0.3333333333333333,,0.45454545454545453,0.75,0.8333333333333334,0.7333333333333333,0.20454545454545456,0.4444444444444444,0.5,0.25,0.25,0.2727272727272727,0.2727272727272727,1.0,,,,,0.09090909090909091,0.5,0.5,1.0,0.6363636363636364,0.5714285714285714,0.25,,,,0.18181818181818182,,,0.4444444444444444,0.75,,0.1111111111111111,0.5,0.5454545454545454,0.5,0.49148068181818194,0.5040500000000001,0.48553611111111117,0.18867924528301888,0.20408163265306123,0.13513513513513514,0.5,7.5575,25.15,0.35,2.0,3.0,,,0.1111111111111111,0.11538461538461539,0.2,,,,,,1.0,,,,,,,True,,,,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,19223.0,320,-14,598,613,163,179,96,1211,21.0,37,6.0,10.0,2.0,5.0,9.0,25.0,15.0,40.0,3.0,6.0,,,,6.0,10.0,,,2.0,3.0,45.0,102,9.0,16.0,26.0,143,602,7.0,16.0,,,15.0,9.0,21.0,2.0,3.0,9.0,33,52.0,38.0,27.0,,8.0,,10.0,6.0,12.0,,12.0,2.0,14,2.0,,1.0,2.0,9.0,30,16.0,,10,24.0,,34,19.0,53,3,3.0,,12.0,1.0,3.0,10.0,9.0,,22.0,4.0,7.0,13.0,26,,1.0,7.0,35.0,5.0,,17.0,3.0,23.0,13.0,7.0,23.0,14.0,33,163,,0.5777777777777777,0.6341463414634146,1.0,0.5625,,0.6666666666666666,0.5625,0.4411764705882353,0.4375,0.42857142857142855,0.4957627118644068,0.4375,0.5,0.5375939849624061,0.4411764705882353,0.55,0.13559322033898305,,0.11764705882352941,0.2702702702702703,,21.861777150916783,0.5454545454545454,,,0.10212765957446808,0.06060606060606061,0.18181818181818182,0.11724137931034483,0.06168831168831169,0.10144927536231885,0.04477611940298507,0.046875,0.039473684210526314,0.0945945945945946,0.16470588235294117,0.1794871794871795,0.1875,0.6086956521739131,0.3135593220338983,0.5675675675675675,0.7777777777777778,0.6666666666666666,0.211864406779661,0.36,0.391304347826087,0.2222222222222222,0.3389830508474576,0.375,0.375,0.6666666666666666,0.05084745762711865,0.5,0.5,1.0,0.0847457627118644,0.6,0.6,1.0,0.625,0.6,,,,,,,,0.20833333333333334,0.4,,0.125,0.6666666666666666,0.4491525423728814,0.6,0.46135635593220353,0.45181000000000004,0.43733125,0.13076923076923078,0.14912280701754385,0.1048951048951049,0.23076923076923078,9.957843137254903,24.74375,0.2725752508361204,1.0,3.0,2.0,3.0,0.08,0.06818181818181818,0.1,0.0392156862745098,2.0,,,,,,,,,,,True,,,,,,,
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,15421.0,257,27,480,495,169,161,88,975,27.0,41,8.0,14.0,10.0,17.0,6.0,26.0,6.0,17.0,2.0,6.0,,1.0,4.0,9.0,21.0,2.0,3.0,6.0,12.0,39.0,84,11.0,27.0,35.0,146,489,10.0,20.0,2.0,4.0,32.0,14.0,33.0,8.0,16.0,13.0,65,38.0,40.0,24.0,9.0,10.0,,21.0,9.0,5.0,,17.0,6.0,23,3.0,3.0,7.0,1.0,9.0,52,19.0,,3,16.0,1.0,20,20.0,40,17,14.0,3.0,8.0,,6.0,4.0,2.0,1.0,12.0,2.0,8.0,7.0,21,,4.0,,43.0,6.0,3.0,21.0,2.0,9.0,6.0,2.0,9.0,5.0,65,169,2.0,0.48717948717948717,0.5588235294117647,0.7272727272727273,0.4074074074074074,0.5,0.5,0.4074074074074074,0.4642857142857143,0.5,0.42424242424242425,0.5,0.5416666666666666,0.5306122448979592,0.55859375,0.5925925925925926,0.5636363636363636,0.24324324324324326,,0.05952380952380952,0.04878048780487805,,23.931623931623932,0.6666666666666666,0.07142857142857142,,0.08205128205128205,0.09693877551020408,0.06818181818181818,0.0794979079497908,0.08438818565400844,0.12727272727272726,0.11290322580645161,0.06329113924050633,0.04411764705882353,0.09433962264150944,0.10810810810810811,0.1,,0.5555555555555556,0.36936936936936937,0.6585365853658537,0.6923076923076923,0.5555555555555556,0.23423423423423423,0.23076923076923078,0.25,0.3333333333333333,0.15315315315315314,0.35294117647058826,0.375,0.3333333333333333,0.05405405405405406,0.3333333333333333,0.3333333333333333,0.5,0.1891891891891892,0.42857142857142855,0.42857142857142855,0.7777777777777778,0.5833333333333334,0.5714285714285714,0.25,0.041666666666666664,,,0.125,0.6666666666666666,1.0,0.3469387755102041,0.5882352941176471,0.08163265306122448,0.24489795918367346,0.5,0.6126126126126126,0.42857142857142855,0.4858927272727274,0.5042863636363637,0.4923552083333333,0.16666666666666666,0.21212121212121213,0.2191780821917808,0.4452054794520548,7.28809523809524,25.607407407407404,0.35208333333333336,6.0,1.0,8.0,1.0,0.07692307692307693,0.024390243902439025,0.03125,0.16,,,,,,1.0,,0.058823529411764705,2.0,0.5,,True,,,,,,,
2056,1610612754,Primoz Brezec,Primoz Brezec,2056,IND,2068.0,34,15,66,64,26,40,12,130,3.0,3,3.0,3.0,2.0,2.0,3.0,5.0,,2.0,,,,,,,,,,,,6.0,10,,,3.0,15,56,4.0,4.0,,,10.0,3.0,6.0,,,2.0,8,4.0,8.0,,,6.0,,,,,,1.0,,1,,,,1.0,,2,4.0,1.0,1,1.0,,2,6.0,8,1,,1.0,,,,2.0,,1.0,2.0,1.0,2.0,3.0,8,,1.0,,6.0,,,3.0,,,,,,,8,26,4.0,0.3333333333333333,0.6666666666666666,,,,,,0.6,1.0,0.5,0.6,1.0,0.5,0.5769230769230769,0.8333333333333334,0.5714285714285714,,,,,,18.987341772151897,,,0.25,0.05,0.19047619047619047,0.2,0.08,0.18518518518518517,0.4,0.14285714285714285,0.1111111111111111,,,0.1,0.25,,,0.3,1.0,1.0,,0.5,0.6,0.6,0.6666666666666666,0.2,,,,,,,,,,,,0.75,1.0,,,,,,,,0.3333333333333333,1.0,,,,0.3,,0.44699999999999995,0.6111333333333334,0.4455,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.5333333333333333,7.01,,0.3939393939393939,2.0,1.0,,,,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,1.0,True,,,,,,,
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,16258.0,271,-35,520,529,194,191,83,1049,9.0,18,1.0,1.0,2.0,7.0,5.0,18.0,6.0,19.0,1.0,4.0,1.0,2.0,1.0,3.0,16.0,,1.0,,2.0,20.0,55,4.0,20.0,12.0,64,559,2.0,3.0,1.0,3.0,8.0,6.0,19.0,,3.0,10.0,22,20.0,20.0,12.0,,,,16.0,3.0,3.0,,45.0,10.0,55,8.0,2.0,22.0,8.0,15.0,120,6.0,,6,11.0,3.0,20,6.0,26,20,11.0,9.0,15.0,3.0,11.0,5.0,4.0,,20.0,,10.0,10.0,29,1.0,2.0,1.0,16.0,2.0,,5.0,4.0,,,,,,22,194,9.0,0.5,0.5,1.0,0.2,0.3333333333333333,,0.2,0.36363636363636365,0.6666666666666666,0.3157894736842105,0.3466666666666667,0.5833333333333334,0.2727272727272727,0.3902439024390244,0.6666666666666666,0.39285714285714285,0.26666666666666666,,0.05454545454545454,0.05555555555555555,,16.558441558441558,0.75,0.16666666666666666,,0.061452513966480445,0.02666666666666667,0.15,0.0776255707762557,0.02247191011235955,,0.05405405405405406,0.020618556701030927,0.07407407407407407,0.03636363636363636,0.07142857142857142,0.17857142857142858,0.08333333333333333,,0.24,0.5,0.5294117647058824,0.5555555555555556,0.24,0.2777777777777778,0.3125,0.4,0.25333333333333335,0.3157894736842105,0.3157894736842105,0.5,0.05333333333333334,0.25,0.25,1.0,0.21333333333333335,0.1875,0.1875,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.5,1.0,0.16666666666666666,,,0.3181818181818182,0.2857142857142857,0.045454545454545456,0.09090909090909091,,0.5066666666666667,0.1875,0.4856946666666667,0.5135583333333332,0.46880227272727276,0.0641025641025641,0.08620689655172414,0.125,0.34375,9.63090909090909,25.050000000000004,0.3730769230769231,1.0,,,,0.1111111111111111,,,,1.0,,,,,,,,,,,True,,,,,,,
