EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,Travels,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceFtPoints,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,OffShortMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,SecondChanceCorner3FGM,HeaveAttempts,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes
1501,1610612749,Tim Thomas,Tim Thomas,1501,MIL,14610.0,244,-2,462,462,94,113,53,924,16.0,32.0,4.0,7.0,3.0,6.0,11.0,25,13.0,26.0,2.0,4.0,1.0,1.0,7.0,24.0,1.0,2.0,6.0,40.0,83,9.0,28.0,17.0,124.0,500,8.0,13.0,1.0,16.0,7.0,12.0,3.0,7.0,1.0,24.0,52.0,28.0,27.0,6.0,24.0,7.0,7.0,8.0,8.0,3.0,5.0,16.0,1.0,7.0,4.0,19.0,4.0,27.0,8.0,35.0,2.0,8.0,2.0,6.0,7.0,4.0,4.0,9.0,2.0,3.0,16.0,2.0,3.0,8.0,17.0,1.0,2.0,21.0,2.0,1.0,11.0,3.0,2.0,1.0,3.0,2.0,24.0,94,1.0,0.65,0.7027027027027027,1.0,0.32142857142857145,0.42857142857142855,0.32142857142857145,0.4819277108433735,0.6153846153846154,0.5833333333333334,0.481981981981982,0.5714285714285714,0.6052631578947368,0.5125,0.5714285714285714,0.6,0.25225225225225223,0.08433734939759036,0.15625,0.08,25.904761904761905,0.4375,0.3076923076923077,0.11875,0.04430379746835443,0.09302325581395349,0.01818181818181818,0.11330049261083744,0.03755868544600939,0.07692307692307693,0.057692307692307696,0.1111111111111111,0.12244897959183673,0.0975609756097561,0.12857142857142856,0.1,0.07692307692307693,0.03773584905660377,0.6666666666666666,0.2882882882882883,0.5,0.5925925925925926,0.4375,0.22522522522522523,0.44,0.4782608695652174,0.7272727272727273,0.23423423423423423,0.5,0.5,0.8461538461538461,0.036036036036036036,0.5,0.5,1.0,0.21621621621621623,0.2916666666666667,0.2916666666666667,1.0,0.5,0.5714285714285714,0.07142857142857142,0.3157894736842105,0.5,0.05263157894736842,1.0,0.3157894736842105,0.3333333333333333,0.5405405405405406,0.2916666666666667,0.48931036036036024,0.4948730769230769,0.4794631578947368,0.09166666666666666,0.11956521739130435,0.12903225806451613,0.1935483870967742,8.46144578313253,25.432142857142853,0.20346320346320346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1563,1610612749,Kevin Ollie,Kevin Ollie,1563,MIL,9930.0,166,-5,299,303,83,110,37,602,3.0,12.0,,,1.0,3.0,4.0,6,8.0,22.0,,,,,,1.0,,,,15.0,40,,1.0,11.0,41.0,309,1.0,1.0,,2.0,3.0,7.0,,,2.0,8.0,24.0,6.0,,,1.0,,7.0,27.0,37.0,5.0,13.0,84.0,,2.0,6.0,11.0,,17.0,3.0,20.0,,9.0,6.0,3.0,3.0,2.0,1.0,5.0,1.0,2.0,8.0,3.0,2.0,12.0,18.0,,,12.0,,,6.0,,,,,,8.0,83,2.0,0.8,0.8,,,,,0.375,1.0,0.42857142857142855,0.36585365853658536,1.0,0.42857142857142855,0.43617021276595747,1.0,0.5,0.024390243902439025,0.175,0.3333333333333333,0.16666666666666666,16.272189349112427,0.375,,0.09734513274336283,0.018018018018018018,0.16666666666666666,,0.11409395973154363,0.014285714285714285,0.05263157894736842,,,0.075,0.06451612903225806,0.14285714285714285,0.12,0.2727272727272727,,,0.2926829268292683,0.25,0.375,1.0,0.14634146341463414,0.6666666666666666,0.8,0.75,0.5365853658536586,0.36363636363636365,0.4,0.75,,,,,0.024390243902439025,,,,,,,0.42857142857142855,0.3333333333333333,,,,,0.3170731707317073,,0.46202926829268287,0.3589,0.5157714285714285,0.1276595744680851,0.13043478260869565,0.04878048780487805,0.1951219512195122,11.742500000000001,26.3,0.27759197324414714,10.0,7.0,3.0,9.0,1.0,1.0,0.09090909090909091,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
193,1610612749,Anthony Mason,Anthony Mason,193,MIL,14272.0,238,-23,443,450,119,138,53,893,10.0,17.0,2.0,4.0,3.0,3.0,12.0,22,7.0,10.0,,,,,,,,,,29.0,49,,,12.0,70.0,515,5.0,8.0,,11.0,9.0,10.0,,,5.0,23.0,36.0,22.0,,2.0,,,3.0,17.0,31.0,5.0,8.0,76.0,4.0,7.0,4.0,23.0,5.0,32.0,11.0,43.0,2.0,3.0,2.0,1.0,3.0,,2.0,6.0,,1.0,9.0,,2.0,6.0,13.0,,4.0,16.0,,,6.0,,,,,,23.0,119,1.0,0.6206896551724138,0.6428571428571429,,,,,0.5918367346938775,0.625,0.9,0.5918367346938775,0.625,0.9,0.6140350877192983,0.6111111111111112,0.8214285714285714,,0.061224489795918366,0.058823529411764705,0.09090909090909091,13.121272365805169,0.3333333333333333,0.35714285714285715,0.13218390804597702,0.04516129032258064,0.12121212121212122,0.06666666666666667,0.13043478260869565,0.05116279069767442,0.047619047619047616,0.05084745762711865,0.0625,0.09803921568627451,0.14893617021276595,0.14473684210526316,0.07692307692307693,0.2857142857142857,0.11764705882352941,,0.3469387755102041,0.5882352941176471,0.625,0.5,0.4489795918367347,0.5454545454545454,0.6,0.5833333333333334,0.20408163265306123,0.7,0.7,0.8571428571428571,,,,,,,,,0.5,0.5,,0.3,1.0,,,,,0.3469387755102041,,0.4481877551020408,0.4452142857142857,0.45343,0.10909090909090909,0.10909090909090909,0.15714285714285714,0.32857142857142857,7.614285714285714,,0.2686230248306998,14.0,13.0,1.0,4.0,,2.0,,,1.0,2.0,1.0,0.037037037037037035,0.06818181818181818,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2038,1610612749,Joel Przybilla,Joel Przybilla,2038,MIL,32562.0,543,1,1021,1029,235,285,131,2050,15.0,34.0,7.0,15.0,3.0,6.0,2.0,8,1.0,4.0,,,,,,,,,,18.0,46,,,12.0,48.0,1100,7.0,16.0,,17.0,4.0,9.0,,,3.0,11.0,24.0,12.0,,12.0,,,10.0,9.0,12.0,5.0,3.0,27.0,9.0,39.0,16.0,72.0,9.0,97.0,48.0,145.0,,10.0,8.0,2.0,9.0,2.0,6.0,10.0,,3.0,19.0,4.0,7.0,43.0,85.0,12.0,4.0,24.0,,,11.0,45.0,35.0,1.0,45.0,26.0,11.0,235,10.0,0.6666666666666666,1.0,,,,,0.391304347826087,0.4375,0.4444444444444444,0.391304347826087,0.4375,0.4444444444444444,0.41379310344827586,0.425,0.5,,0.21739130434782608,0.2647058823529412,0.125,6.592465753424658,0.47368421052631576,0.36,0.18848167539267016,0.09848484848484848,0.17582417582417584,0.08181818181818182,0.18604651162790697,0.09486166007905138,0.10483870967741936,0.10204081632653061,0.25,0.17094017094017094,0.205607476635514,0.189873417721519,0.18840579710144928,0.13636363636363635,,0.5777777777777777,0.7391304347826086,0.4411764705882353,0.6,0.6,0.17391304347826086,0.25,0.2857142857142857,1.0,0.08695652173913043,0.25,0.25,1.0,,,,,,,,,0.9375,0.4666666666666667,,0.6666666666666666,0.5,,,,,0.7391304347826086,,0.5309869565217391,0.5590615384615384,0.5182777777777777,0.19298245614035087,0.19298245614035087,0.3541666666666667,0.22916666666666666,3.2543478260869563,,0.23016650342801176,3.0,3.0,,1.0,,1.0,,,3.0,1.0,5.0,0.088,0.03488372093023256,0.14285714285714285,9.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,16925.0,282,35,532,538,165,210,65,1070,19.0,33.0,3.0,8.0,5.0,15.0,7.0,12,4.0,27.0,5.0,17.0,2.0,3.0,17.0,33.0,3.0,1.0,8.0,30.0,72,22.0,50.0,23.0,149.0,554,4.0,10.0,6.0,20.0,11.0,29.0,3.0,11.0,9.0,40.0,40.0,20.0,63.0,4.0,33.0,17.0,6.0,12.0,13.0,4.0,6.0,27.0,3.0,12.0,5.0,27.0,,32.0,15.0,47.0,6.0,17.0,9.0,8.0,6.0,,4.0,,,2.0,6.0,1.0,1.0,9.0,15.0,,,28.0,3.0,1.0,13.0,,,,1.0,1.0,40.0,165,2.0,0.6666666666666666,0.7142857142857143,0.9545454545454546,0.44,0.2727272727272727,0.44,0.4166666666666667,0.4,0.3793103448275862,0.5163934426229508,0.53125,0.3875,0.5522388059701493,0.5555555555555556,0.4444444444444444,0.4098360655737705,0.08333333333333333,0.15151515151515152,0.08333333333333333,23.102310231023104,1.0,,0.1377551020408163,0.06451612903225806,0.10416666666666667,0.047619047619047616,0.13114754098360656,0.060240963855421686,0.03125,0.08,0.05555555555555555,0.06666666666666667,0.18,0.16279069767441862,0.12121212121212122,0.06666666666666667,0.09375,1.0,0.27049180327868855,0.5757575757575758,0.6785714285714286,0.631578947368421,0.09836065573770492,0.5833333333333334,0.6363636363636364,0.7142857142857143,0.22131147540983606,0.14814814814814814,0.14814814814814814,0.75,0.13934426229508196,0.29411764705882354,0.29411764705882354,1.0,0.27049180327868855,0.5151515151515151,0.5151515151515151,0.9411764705882353,0.5,0.375,0.1875,0.375,0.3333333333333333,0.075,0.6666666666666666,0.2,0.125,0.680327868852459,0.5151515151515151,0.5243225409836065,0.5563166666666667,0.51581125,0.09848484848484848,0.15853658536585366,0.1342281879194631,0.2684563758389262,8.570833333333333,24.619999999999994,0.3101503759398496,1.0,1.0,,2.0,,,,,3.0,2.0,,0.0851063829787234,0.044444444444444446,0.3333333333333333,,,,,3.0,3.0,3.0,3.0,1.0,1.0,0.5,0.1875,1.0,1.0,,,,,,True,,,,,,,,,
208,1610612749,Sam Cassell,Sam Cassell,208,MIL,21685.0,361,5,681,692,141,159,92,1373,14.0,21.0,,1.0,3.0,6.0,23.0,55,41.0,71.0,2.0,5.0,1.0,1.0,7.0,22.0,5.0,3.0,6.0,78.0,147,9.0,27.0,61.0,244.0,748,3.0,9.0,5.0,19.0,17.0,35.0,4.0,7.0,21.0,67.0,50.0,106.0,21.0,4.0,22.0,7.0,8.0,44.0,54.0,20.0,14.0,118.0,1.0,7.0,9.0,29.0,,38.0,8.0,46.0,2.0,11.0,4.0,7.0,14.0,2.0,9.0,9.0,5.0,5.0,23.0,2.0,7.0,6.0,24.0,2.0,2.0,68.0,,2.0,25.0,1.0,1.0,,2.0,1.0,67.0,141,1.0,0.32051282051282054,0.32894736842105265,0.7777777777777778,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.5306122448979592,0.3333333333333333,0.4857142857142857,0.5258620689655172,0.5357142857142857,0.5476190476190477,0.5845410628019324,0.59375,0.6203703703703703,0.15517241379310345,0.05442176870748299,0.047619047619047616,0.07272727272727272,29.374201787994892,0.6086956521739131,,0.10740740740740741,0.026217228464419477,0.16981132075471697,0.013157894736842105,0.11764705882352941,0.023323615160349854,0.03896103896103896,0.02040816326530612,,0.1511627906976744,0.08,0.09174311926605505,0.1282051282051282,0.2857142857142857,0.02564102564102564,0.5,0.1206896551724138,0.6666666666666666,0.7,0.2857142857142857,0.3160919540229885,0.41818181818181815,0.45098039215686275,0.2608695652173913,0.40804597701149425,0.5774647887323944,0.6029411764705882,0.36585365853658536,0.028735632183908046,0.4,0.4,1.0,0.12643678160919541,0.3181818181818182,0.3181818181818182,0.7142857142857143,0.07142857142857142,,0.35714285714285715,0.14285714285714285,0.5,0.023809523809523808,1.0,0.14285714285714285,0.5,0.27586206896551724,0.3181818181818182,0.4460956896551723,0.4630269230769231,0.437325,0.12562814070351758,0.14534883720930233,0.0778688524590164,0.27459016393442626,12.11156462585034,25.170370370370367,0.20704845814977973,10.0,10.0,,10.0,,,0.04225352112676056,,4.0,8.0,,0.021739130434782608,0.01694915254237288,,,,,,,3.0,3.0,6.0,1.0,1.0,0.6,,0.6,1.0,,,,,,True,,,,,,,,,
951,1610612749,Ray Allen,Ray Allen,951,MIL,12253.0,204,14,385,383,87,98,48,768,4.0,11.0,1.0,1.0,1.0,3.0,13.0,27,9.0,21.0,,6.0,,2.0,12.0,35.0,3.0,2.0,6.0,26.0,59,12.0,41.0,15.0,103.0,402,3.0,6.0,3.0,6.0,4.0,13.0,2.0,8.0,6.0,20.0,24.0,28.0,33.0,,35.0,12.0,6.0,12.0,15.0,5.0,4.0,33.0,1.0,2.0,5.0,17.0,,22.0,3.0,25.0,1.0,13.0,9.0,4.0,7.0,,4.0,3.0,1.0,3.0,10.0,1.0,3.0,8.0,18.0,,1.0,15.0,1.0,1.0,5.0,,,,,,20.0,87,2.0,0.46153846153846156,0.46153846153846156,0.9166666666666666,0.2926829268292683,0.25,0.2926829268292683,0.4406779661016949,0.5,0.3076923076923077,0.44,0.3333333333333333,0.3333333333333333,0.4811320754716981,0.3333333333333333,0.41304347826086957,0.41,0.1016949152542373,0.36363636363636365,0.037037037037037035,26.605504587155963,0.7,,0.10967741935483871,0.015384615384615385,0.15625,0.01818181818181818,0.11764705882352941,0.016216216216216217,0.027777777777777776,,0.06666666666666667,0.1,0.17777777777777778,0.07142857142857142,0.2,,0.017857142857142856,,0.11,0.36363636363636365,0.5714285714285714,0.5,0.27,0.48148148148148145,0.5,0.3076923076923077,0.21,0.42857142857142855,0.45,0.6666666666666666,0.06,,,,0.35,0.34285714285714286,0.34285714285714286,0.9166666666666666,0.1111111111111111,1.0,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.09523809523809523,,0.2857142857142857,0.3333333333333333,0.52,0.34285714285714286,0.475537,0.4578571428571428,0.45930238095238096,0.05714285714285714,0.07936507936507936,0.05825242718446602,0.1941747572815534,10.528813559322035,25.317073170731707,0.22597402597402597,3.0,1.0,2.0,3.0,,,0.047619047619047616,,,1.0,,0.02040816326530612,,,,,,,,,,3.0,,,,,,,1.0,0.023809523809523808,,,,True,,,,,,,,,
2409,1610612749,Marcus Haislip,Marcus Haislip,2409,MIL,7768.0,129,-37,244,245,46,60,36,489,14.0,25.0,6.0,9.0,3.0,6.0,3.0,14,9.0,18.0,,,,,1.0,1.0,,,,26.0,57,1.0,1.0,3.0,58.0,273,6.0,13.0,,12.0,5.0,11.0,,,1.0,11.0,36.0,16.0,3.0,10.0,1.0,1.0,5.0,1.0,1.0,1.0,,2.0,,8.0,1.0,8.0,,9.0,8.0,17.0,,2.0,1.0,1.0,2.0,,,5.0,,2.0,7.0,,4.0,8.0,19.0,2.0,4.0,6.0,1.0,,2.0,3.0,2.0,,3.0,2.0,11.0,46,1.0,0.6923076923076923,0.8571428571428571,1.0,1.0,,1.0,0.45614035087719296,0.46153846153846156,0.45454545454545453,0.47413793103448276,0.46153846153846156,0.45454545454545453,0.48333333333333334,0.46153846153846156,0.4583333333333333,0.017241379310344827,0.08771929824561403,0.16,0.07142857142857142,23.591549295774648,0.2857142857142857,,0.1,0.0625,0.05263157894736842,,0.09090909090909091,0.05714285714285714,0.02564102564102564,0.08,,0.14814814814814814,0.12,0.03571428571428571,0.06666666666666667,,,0.6666666666666666,0.43103448275862066,0.56,0.6666666666666666,0.5714285714285714,0.2413793103448276,0.21428571428571427,0.23076923076923078,0.6666666666666666,0.3103448275862069,0.5,0.5,0.8888888888888888,,,,,0.017241379310344827,1.0,1.0,1.0,0.6923076923076923,0.6666666666666666,,0.5454545454545454,0.5,,,,,0.4482758620689655,1.0,0.46675603448275865,0.5145,0.4979363636363637,0.03389830508474576,0.034482758620689655,0.20689655172413793,0.1896551724137931,7.843859649122807,24.4,0.1885245901639344,,,,,,,,,,1.0,,0.07692307692307693,,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,1847.0,31,-18,58,62,20,34,9,120,3.0,5.0,2.0,4.0,,,,1,,1.0,,,,,,,,,,3.0,7,,,,6.0,69,2.0,4.0,,4.0,,,,,,,2.0,4.0,,4.0,,,,,,,,,,4.0,1.0,2.0,,3.0,4.0,7.0,1.0,1.0,,1.0,,,,,,,,,,3.0,5.0,,,,,,,2.0,1.0,,2.0,,,20,1.0,0.3333333333333333,1.0,,,,,0.42857142857142855,0.5,,0.42857142857142855,0.5,,0.42857142857142855,0.5,,,,,,10.294117647058822,,,0.1111111111111111,0.13793103448275862,0.14285714285714285,,0.12,0.1111111111111111,0.18181818181818182,0.08333333333333333,,,0.2,0.125,0.16666666666666666,,0.25,,0.7142857142857143,0.6,0.6,0.3333333333333333,0.14285714285714285,,,,0.14285714285714285,,,,,,,,,,,,1.0,0.5,,,,,,,,0.7142857142857143,,0.49677142857142853,0.51725,,,,0.6666666666666666,,4.457142857142857,,0.3448275862068966,,,,,,,,,,,,0.16666666666666666,,,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,
389,1610612749,Toni Kukoc,Toni Kukoc,389,MIL,3965.0,66,41,129,125,46,34,13,254,10.0,12.0,2.0,2.0,5.0,5.0,1.0,4,3.0,5.0,,1.0,,,,4.0,2.0,,2.0,14.0,21,,5.0,5.0,33.0,111,2.0,2.0,2.0,5.0,6.0,9.0,,2.0,4.0,16.0,14.0,14.0,,2.0,4.0,,,8.0,12.0,4.0,1.0,28.0,2.0,,2.0,11.0,,13.0,2.0,15.0,,2.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,3.0,1.0,,5.0,,1.0,1.0,2.0,2.0,,2.0,,16.0,46,,0.5,0.5384615384615384,,,,,0.6666666666666666,1.0,0.6666666666666666,0.5384615384615384,0.5,0.5454545454545454,0.5714285714285714,0.5,0.6153846153846154,0.19230769230769232,,,,20.97902097902098,0.5,,0.19298245614035087,,0.125,0.13333333333333333,0.1780821917808219,0.03571428571428571,,,,0.2631578947368421,0.14285714285714285,0.16666666666666666,0.15384615384615385,,,,0.46153846153846156,0.8333333333333334,0.8333333333333334,0.4,0.15384615384615385,0.25,0.25,1.0,0.19230769230769232,0.6,0.6,0.6666666666666666,0.038461538461538464,,,,0.15384615384615385,,,,0.5,1.0,0.5,0.45454545454545453,1.0,,,0.18181818181818182,,0.6538461538461539,,0.5024038461538463,0.526025,0.4833318181818182,0.037037037037037035,0.045454545454545456,0.15151515151515152,0.48484848484848486,6.571428571428571,24.82,0.35658914728682173,4.0,3.0,1.0,3.0,,,,,1.0,1.0,,,0.16666666666666666,0.5,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,
