EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Blocked2s,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,OffThreePtRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,OffAtRimReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,LostBallSteals,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,FG2APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,DefFTReboundPct,OffFTReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,OffShortMidRangeReboundPct,SelfORebPct,BadPassOutOfBoundsTurnovers,AtRimPctBlocked,ShortMidRangePctBlocked,Technical Free Throw Trips,Travels,Loose Ball Fouls,Corner3FGM,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,HeaveAttempts,PtsUnassisted3s,HeaveMakes,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Arc3PctBlocked
1038,1610612745,Juaquin Hawkins,Juaquin Hawkins,1038,HOU,2085.0,35,-8.0,70,71,50.0,40.0,6,141,2.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,3,8,2.0,6,65,2.0,6.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,50.0,1.0,0.6666666666666666,0.6666666666666666,0.375,0.3333333333333333,0.3,0.25,0.3,0.25,0.2,16.883116883116884,0.6666666666666666,0.10344827586206896,0.045454545454545456,0.1111111111111111,0.10526315789473684,0.037037037037037035,0.1,0.1111111111111111,0.2,0.06666666666666667,0.14285714285714285,0.3,0.6666666666666666,0.6666666666666666,1.0,0.1,0.4,0.25,0.25,0.2,0.125,1.0,0.25,0.5,0.500725,0.45385624999999996,0.6666666666666666,11.125,25.0,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1508,1610612745,Maurice Taylor,Maurice Taylor,1508,HOU,656.0,11,,21,21,10.0,9.0,4,42,,,,,3.0,,1.0,,,2,4,,4,26,1.0,2.0,,2.0,,4.0,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,2.0,10.0,,,,0.5,0.5,0.5,0.5,0.5,0.5,,16.0,,,0.14285714285714285,,,0.25,0.3333333333333333,,,,,,,,,0.75,0.25,,,,,,,,0.366075,0.36205,0.5,10.225,,0.47619047619047616,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3951,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1509,1610612745,Kelvin Cato,Kelvin Cato,1509,HOU,2239.0,37,2.0,72,74,44.0,16.0,10,146,2.0,3.0,1.0,1.0,3.0,,,,,3,6,,10,66,1.0,3.0,,5.0,4.0,2.0,,,,,,2.0,1.0,10.0,11.0,4.0,15.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,,4.0,5.0,44.0,,0.6666666666666666,1.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5555555555555556,0.5,,12.941176470588236,0.5,0.2702702702702703,0.09090909090909091,0.2,0.2619047619047619,0.12903225806451613,0.1,0.1111111111111111,0.2857142857142857,0.3333333333333333,0.25,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,,,,,0.3333333333333333,1.0,,0.5,0.47679999999999995,0.433,0.5,4.733333333333333,,0.6111111111111112,1.0,1.0,2.0,4.0,2.0,0.5,0.5,0.5,0.2222222222222222,,0.3333333333333333,0.3333333333333333,0.5888,0.4,1.0,2.0,4.0,2.0,3.0,2.0,1.0,7.0,1.0,2.0,2.0,3.0,1.0,3.0,0.14285714285714285,0.4,0.75,1.0,1.0,0.5,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2411,1610612745,Bostjan Nachbar,Bostjan Nachbar,2411,HOU,4690.0,78,-13.0,155,156,83.0,49.0,22,311,6.0,9.0,2.0,5.0,1.0,3.0,11.0,4.0,3.0,9,21,10.0,29,141,3.0,9.0,7.0,12.0,8.0,10.0,4.0,3.0,3.0,2.0,6.0,2.0,1.0,6.0,8.0,3.0,11.0,2.0,1.0,4.0,4.0,2.0,6.0,2.0,7.0,13.0,2.0,1.0,2.0,12.0,83.0,1.0,0.4444444444444444,0.4444444444444444,0.42857142857142855,0.3333333333333333,0.3870967741935484,0.28125,0.4142857142857143,0.3333333333333333,0.3225806451612903,22.65193370165746,0.6666666666666666,0.09090909090909091,0.03571428571428571,0.07142857142857142,0.0875,0.028169014084507043,0.06896551724137931,0.05,0.07692307692307693,0.12121212121212122,,0.2903225806451613,0.6666666666666666,0.6666666666666666,0.5,0.03225806451612903,0.3548387096774194,0.2727272727272727,0.3333333333333333,0.12903225806451613,0.3125,0.4,0.1875,0.6129032258064516,0.4923516129032259,0.49359375000000005,0.41379310344827586,10.666666666666668,23.91,0.535483870967742,,2.0,3.0,4.0,,0.6666666666666666,0.5,0.5,,,,,0.3464333333333333,0.13793103448275862,,,5.0,,3.0,,2.0,10.0,2.0,4.0,2.0,,1.0,1.0,,,0.5,,,,0.12121212121212122,0.17391304347826086,6.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2,0.14285714285714285,0.2,0.1,0.09523809523809523,0.18181818181818182,0.16666666666666666,0.25,0.125,0.5,0.3333333333333333,0.1935483870967742,0.5,0.5,1.0,0.25,0.25,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
983,1610612745,Moochie Norris,Moochie Norris,983,HOU,3325.0,55,-15.0,110,109,72.0,43.0,17,219,2.0,3.0,1.0,2.0,5.0,,4.0,1.0,1.0,4,12,1.0,14,100,3.0,9.0,1.0,10.0,,8.0,1.0,11.0,13.0,8.0,28.0,2.0,3.0,5.0,8.0,3.0,11.0,1.0,1.0,5.0,3.0,1.0,6.0,3.0,2.0,3.0,,,,10.0,72.0,,,,0.3333333333333333,0.3333333333333333,0.4230769230769231,0.45,0.5,0.5,0.07692307692307693,15.873015873015873,0.8333333333333334,0.11363636363636363,0.05,0.25,0.14285714285714285,0.05660377358490566,,0.16666666666666666,,0.1,0.3,0.23076923076923078,0.6666666666666666,0.6666666666666666,,0.38461538461538464,0.3076923076923077,,,0.07692307692307693,0.2,0.5,0.1,0.3076923076923077,0.4042115384615385,0.39951499999999995,0.7142857142857143,9.35,26.2,0.6545454545454545,2.0,,1.0,,1.0,,,,0.07692307692307693,0.16666666666666666,0.4,0.4,0.3249,,,,3.0,,1.0,,,3.0,1.0,2.0,,,,,0.09090909090909091,,,,,,0.14285714285714285,0.15384615384615385,,,,1.0,1.0,1.0,,1.0,3.0,1.0,,,1.0,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.1,0.125,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2044,1610612745,Jason Collier,Jason Collier,2044,HOU,1515.0,25,-6.0,51,50,41.0,27.0,6,101,6.0,9.0,4.0,6.0,3.0,,,,,7,12,,15,47,5.0,7.0,,11.0,12.0,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,3.0,8.0,,,1.0,1.0,1.0,2.0,2.0,,,,,,11.0,41.0,,0.8571428571428571,1.0,0.5833333333333334,0.7142857142857143,0.5833333333333334,0.7142857142857143,0.625,0.7857142857142857,,24.56140350877193,0.5,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.1724137931034483,0.09090909090909091,0.1111111111111111,0.25,0.25,0.1,0.2,0.75,0.6666666666666666,0.8571428571428571,0.8333333333333334,0.25,,,,,0.8571428571428571,0.6666666666666666,,0.75,0.5474749999999999,0.5817857142857142,0.7333333333333333,2.0500000000000003,,0.803921568627451,1.0,1.0,2.0,3.0,,0.5,0.5,0.75,,,0.3333333333333333,0.5,0.57635,0.2,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,0.25,,,1.0,1.0,0.5,0.08333333333333333,0.08333333333333333,,,,,,,,,,,3.0,,,1.0,,,,,,,,,0.25,,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,0.2222222222222222,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,790.0,13,-1.0,24,26,8.0,10.0,4,50,,1.0,,1.0,1.0,,,,,1,2,,3,18,1.0,2.0,,3.0,,2.0,,,,,,,1.0,3.0,5.0,,5.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,3.0,8.0,,,,0.5,0.5,0.5,0.5,0.5,0.5,,13.793103448275863,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.5,0.25,0.3333333333333333,0.5,,,,0.5,,,,,0.5,,,0.5,0.44675,0.44675,1.0,3.15,,0.3333333333333333,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1749,1610612745,Cuttino Mobley,Cuttino Mobley,1749,HOU,1619.0,27,-5.0,51,53,11.0,6.0,8,104,,1.0,,,2.0,2.0,5.0,,,3,8,1.0,10,43,,1.0,1.0,,,6.0,,,,,,1.0,,,,1.0,1.0,,,2.0,2.0,1.0,3.0,1.0,,3.0,,,,,11.0,,,,0.375,,0.3333333333333333,,0.4,,0.1111111111111111,20.634920634920636,0.6666666666666666,,0.043478260869565216,,,0.04,0.07692307692307693,,,,,0.1111111111111111,,,,0.2222222222222222,0.5555555555555556,0.4,0.4,,,,,0.2222222222222222,0.43017777777777777,0.506,,13.337499999999999,23.2,0.21568627450980393,1.0,1.0,1.0,2.0,,1.0,0.5,0.5,,,0.5,0.5,0.56185,0.2,,,4.0,,,2.0,1.0,4.0,,1.0,,,,,,,,,,,0.1,0.1111111111111111,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,0.125,,,,,,,0.1111111111111111,,,,0.5,0.5,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1883,1610612745,Steve Francis,Steve Francis,1883,HOU,1669.0,28,-12.0,56,56,20.0,6.0,8,112,3.0,6.0,1.0,2.0,,1.0,5.0,,,4,11,,13,56,1.0,2.0,,5.0,,8.0,,,2.0,,6.0,,1.0,5.0,6.0,1.0,7.0,1.0,1.0,5.0,5.0,2.0,7.0,4.0,,1.0,,,,5.0,20.0,,,,0.36363636363636365,0.5,0.36363636363636365,0.5,0.43333333333333335,0.5,,32.35294117647059,0.7142857142857143,0.20833333333333334,,0.5,0.23076923076923078,0.04,,1.0,0.2857142857142857,0.125,0.5,0.5454545454545454,0.5,0.6,,,0.45454545454545453,0.2,0.2,,1.0,0.5,,0.5454545454545454,0.45741818181818183,0.49824999999999997,0.38461538461538464,9.645454545454545,,0.35714285714285715,,,1.0,,1.0,,,,0.25,0.5,,,0.42,,,,5.0,,3.0,,,8.0,,2.0,2.0,,,,,,,,,,0.15384615384615385,0.15384615384615385,,,,,,,,,,,1.0,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,2.0,2.0,,,,1.0,,,,,0.16666666666666666,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2242,1610612745,Terence Morris,Terence Morris,2242,HOU,2439.0,41,-9.0,85,84,46.0,24.0,15,169,4.0,5.0,3.0,4.0,,1.0,3.0,1.0,,5,8,2.0,14,72,3.0,4.0,1.0,9.0,6.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,6.0,1.0,1.0,4.0,3.0,1.0,5.0,3.0,1.0,2.0,,,,9.0,46.0,,0.6,0.75,0.625,0.75,0.65,0.9,0.6363636363636364,0.9,0.2,15.686274509803921,0.8,0.05405405405405406,0.0967741935483871,0.14285714285714285,0.06818181818181818,0.07317073170731707,0.1111111111111111,0.125,,,0.16666666666666666,0.5,0.8,0.8,0.5,,0.3,0.3333333333333333,0.3333333333333333,0.1,0.8,0.75,,0.7,0.53091,0.6074799999999999,0.6428571428571429,7.8125,24.6,0.5411764705882353,,1.0,1.0,3.0,,1.0,1.0,0.75,,,,,0.6822,0.21428571428571427,1.0,1.0,1.0,1.0,,2.0,,2.0,,1.0,,,,,0.1111111111111111,,,,1.0,1.0,0.09090909090909091,0.1111111111111111,1.0,,1.0,,,1.0,,1.0,3.0,,,,,,,,1.0,1.0,0.5,1.0,0.5,,,,,,,,1.0,0.1,,,,,0.2,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,
