EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,OffLongMidRangeReboundPct,2pt And 1 Free Throw Trips,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,FTOffRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,Blocked3s,BlockedCorner3,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,on,Corner3PctBlocked,HeaveMakes
1005,1610612742,Walt Williams,Walt Williams,1005,DAL,23219.0,387,-10,741,751,235.0,312.0,80.0,1492,11.0,27.0,3.0,9.0,3.0,6.0,3.0,8.0,4.0,18.0,9.0,23.0,3.0,5.0,5.0,12.0,13.0,34.0,1.0,2.0,3.0,8.0,18.0,53,22.0,57.0,11.0,113.0,768,4.0,12.0,4.0,7.0,1.0,21.0,7.0,11.0,8.0,20.0,8.0,46.0,22.0,14.0,63.0,3.0,8.0,34.0,13.0,8.0,10.0,6.0,16.0,5.0,1.0,6.0,3.0,1.0,38.0,6.0,9.0,20.0,32.0,4.0,56.0,15.0,71.0,1.0,15.0,12.0,3.0,4.0,2.0,3.0,8.0,1.0,1.0,2.0,12.0,2.0,3.0,19.0,41.0,6.0,2.0,18.0,5.0,4.0,11.0,7.0,2.0,2.0,11.0,6.0,1.0,46.0,235.0,8.0,0.6111111111111112,0.7857142857142857,0.9545454545454546,0.38596491228070173,0.5714285714285714,0.4,0.38596491228070173,0.33962264150943394,0.3333333333333333,0.6363636363636364,0.4636363636363636,0.5263157894736842,0.6129032258064516,0.47478991596638653,0.525,0.6216216216216216,0.5181818181818182,0.1509433962264151,0.18518518518518517,0.25,0.05555555555555555,15.669856459330145,0.3333333333333333,0.125,0.12307692307692308,0.03643724696356275,0.18867924528301888,0.05263157894736842,0.14207650273224043,0.04155124653739612,0.056338028169014086,0.06097560975609756,0.07228915662650602,0.10588235294117647,0.136986301369863,0.12745098039215685,0.16417910447761194,0.23076923076923078,0.01639344262295082,0.5454545454545454,0.24545454545454545,0.4074074074074074,0.5,0.5454545454545454,0.07272727272727272,0.375,0.5,0.3333333333333333,0.16363636363636364,0.2222222222222222,0.23529411764705882,1.0,0.20909090909090908,0.391304347826087,0.391304347826087,0.8888888888888888,0.3090909090909091,0.38235294117647056,0.38235294117647056,1.0,0.47368421052631576,0.3333333333333333,0.2631578947368421,0.6,0.6666666666666666,0.10526315789473684,0.5,1.0,0.1935483870967742,0.5,0.3870967741935484,0.4166666666666667,0.25806451612903225,0.375,0.7636363636363637,0.38235294117647056,0.5386118181818181,0.4988954545454545,0.5487016129032257,0.043478260869565216,0.08620689655172414,0.18584070796460178,0.40707964601769914,8.013207547169813,24.278947368421054,0.31713900134952766,,,,,,,,,,,,,,,,,,,,,,True,,
1505,1610612742,Tariq Abdul-Wahad,Tariq Abdul-Wahad,1505,DAL,4454.0,74,-1,146,146,42.0,75.0,14.0,292,8.0,10.0,1.0,1.0,4.0,5.0,1.0,4.0,2.0,3.0,,,,,,,,1.0,,,,1.0,11.0,17,,1.0,2.0,24.0,163,1.0,2.0,,,,2.0,4.0,5.0,,1.0,2.0,10.0,20.0,2.0,,,2.0,,,2.0,1.0,4.0,5.0,4.0,,,,1.0,14.0,,3.0,1.0,11.0,1.0,13.0,3.0,16.0,,2.0,1.0,1.0,2.0,,1.0,,,1.0,,2.0,,1.0,5.0,8.0,2.0,,2.0,1.0,,3.0,1.0,,2.0,3.0,1.0,,10.0,42.0,2.0,0.9090909090909091,1.0,,,,,,0.6470588235294118,0.5,0.8,0.6111111111111112,0.5,0.6666666666666666,0.631578947368421,0.5,0.7142857142857143,0.05555555555555555,0.11764705882352941,0.2,,,12.962962962962962,1.0,0.1,0.21568627450980393,0.05263157894736842,0.07692307692307693,,0.1875,0.045454545454545456,,0.041666666666666664,,0.2857142857142857,0.2857142857142857,0.0625,,0.3333333333333333,,0.3333333333333333,0.5555555555555556,0.8,1.0,0.875,0.2222222222222222,0.25,0.25,1.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,,,,,0.05555555555555555,,,,0.5,1.0,,,,,,,0.8333333333333334,0.8,,,0.16666666666666666,,0.6111111111111112,,0.5535411764705882,0.50595,0.6922600000000001,0.05263157894736842,0.05555555555555555,0.08333333333333333,0.4166666666666667,5.582352941176471,52.5,0.2876712328767123,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,True,,
1711,1610612742,Raef LaFrentz,Raef LaFrentz,1711,DAL,16250.0,271,60,529,534,131.0,142.0,68.0,1063,22.0,39.0,8.0,14.0,2.0,5.0,4.0,7.0,10.0,23.0,3.0,4.0,1.0,1.0,,1.0,4.0,12.0,,,1.0,4.0,36.0,69,7.0,16.0,11.0,104.0,522,10.0,16.0,1.0,1.0,,23.0,4.0,10.0,1.0,5.0,7.0,18.0,56.0,16.0,21.0,,16.0,12.0,4.0,8.0,6.0,2.0,8.0,2.0,,4.0,1.0,1.0,18.0,4.0,16.0,12.0,22.0,2.0,36.0,20.0,56.0,2.0,5.0,3.0,2.0,2.0,,2.0,4.0,,,1.0,6.0,,1.0,17.0,38.0,8.0,2.0,13.0,6.0,2.0,8.0,2.0,1.0,5.0,8.0,5.0,2.0,18.0,131.0,5.0,0.7777777777777778,1.0,1.0,0.4375,1.0,0.2,0.4375,0.5217391304347826,0.625,0.4,0.5470588235294118,0.6764705882352942,0.36666666666666664,0.5777777777777777,0.6764705882352942,0.47368421052631576,0.18823529411764706,0.11594202898550725,0.15384615384615385,0.2857142857142857,,16.0,0.3333333333333333,0.14285714285714285,0.11956521739130435,0.08,0.16216216216216217,0.056338028169014086,0.13178294573643412,0.07380073800738007,0.14754098360655737,0.01818181818181818,0.03636363636363636,0.17307692307692307,0.09259259259259259,0.10256410256410256,0.1836734693877551,0.12,0.06060606060606061,0.625,0.4588235294117647,0.5641025641025641,0.6666666666666666,0.6818181818181818,0.08235294117647059,0.5714285714285714,0.8,0.75,0.27058823529411763,0.43478260869565216,0.43478260869565216,1.0,0.047058823529411764,0.75,0.75,1.0,0.1411764705882353,0.3333333333333333,0.3333333333333333,1.0,0.8235294117647058,0.5714285714285714,0.058823529411764705,1.0,1.0,,,,0.3333333333333333,0.4,0.06666666666666667,,0.26666666666666666,0.25,0.6470588235294118,0.3333333333333333,0.5196723529411765,0.5533866666666666,0.5126000000000001,0.06818181818181818,0.08333333333333333,0.22115384615384615,0.17307692307692307,7.221739130434783,24.3375,0.24763705103969755,,0.07142857142857142,3.0,0.125,0.125,,,,,,,,,,,,,,,,,True,,
762,1610612742,Shawn Bradley,Shawn Bradley,762,DAL,103712.0,1729,306,3299,3306,835.0,963.0,391.0,6605,131.0,190.0,47.0,74.0,34.0,50.0,39.0,90.0,31.0,94.0,,,,,,,,1.0,,,,,201.0,374,,1.0,141.0,543.0,3284,66.0,104.0,,,36.0,168.0,48.0,95.0,,,50.0,146.0,276.0,126.0,,,100.0,,,21.0,44.0,10.0,54.0,9.0,1.0,26.0,6.0,12.0,118.0,28.0,123.0,58.0,232.0,35.0,325.0,151.0,476.0,14.0,65.0,52.0,13.0,28.0,1.0,21.0,39.0,7.0,7.0,1.0,67.0,5.0,16.0,140.0,242.0,37.0,15.0,175.0,74.0,25.0,170.0,120.0,9.0,41.0,170.0,105.0,7.0,146.0,835.0,21.0,0.6865671641791045,0.9139072847682119,,,,,,0.5374331550802139,0.6346153846153846,0.5052631578947369,0.536,0.6346153846153846,0.5052631578947369,0.5953947368421053,0.6829268292682927,0.5793650793650794,0.0026666666666666666,0.05614973262032086,0.07894736842105263,0.05555555555555555,0.010638297872340425,13.842864778193478,0.417910447761194,0.35,0.1858974358974359,0.10065466448445172,0.14646464646464646,0.0687960687960688,0.17639902676399027,0.09269490484960098,0.14982578397212543,0.07901907356948229,0.06188925081433225,0.1691919191919192,0.226775956284153,0.16872427983539096,0.14122137404580154,0.15671641791044777,0.09395973154362416,0.6176470588235294,0.5066666666666667,0.6894736842105263,0.7485714285714286,0.6564885496183206,0.24,0.43333333333333335,0.4588235294117647,0.5641025641025641,0.25066666666666665,0.32978723404255317,0.3333333333333333,0.967741935483871,,,,,0.0026666666666666666,,,,0.7115384615384616,0.6351351351351351,,,,,,,0.5263157894736842,0.68,,,,,0.5093333333333333,,0.4779184491978608,0.5178451612903224,0.4692326315789474,0.1716937354988399,0.17209302325581396,0.30939226519337015,0.26887661141804786,6.3211229946524075,81.9,0.2531070021218551,1.0,0.0897887323943662,18.0,0.09,0.14893617021276595,6.0,2.0,11.0,,,,,,,,,,,,,,True,,
89,1610612742,Nick Van Exel,Nick Van Exel,89,DAL,48175.0,803,27,1516,1528,518.0,576.0,171.0,3044,30.0,54.0,6.0,9.0,9.0,16.0,38.0,106.0,18.0,52.0,8.0,26.0,1.0,2.0,1.0,5.0,40.0,104.0,3.0,6.0,15.0,37.0,86.0,212,48.0,130.0,42.0,358.0,1610,9.0,15.0,4.0,8.0,4.0,34.0,27.0,63.0,16.0,42.0,23.0,125.0,48.0,124.0,105.0,39.0,6.0,104.0,40.0,4.0,101.0,34.0,135.0,23.0,11.0,48.0,14.0,39.0,304.0,2.0,13.0,22.0,32.0,2.0,56.0,16.0,72.0,7.0,19.0,14.0,5.0,37.0,11.0,28.0,19.0,3.0,9.0,2.0,56.0,3.0,16.0,10.0,29.0,1.0,3.0,53.0,20.0,5.0,1.0,1.0,,,1.0,1.0,,125.0,518.0,6.0,0.27906976744186046,0.2891566265060241,0.7291666666666666,0.36923076923076925,0.5,0.38095238095238093,0.36923076923076925,0.4056603773584906,0.6,0.42857142857142855,0.4619883040935672,0.6521739130434783,0.4857142857142857,0.4931129476584022,0.68,0.5341880341880342,0.38011695906432746,0.018867924528301886,0.05555555555555555,0.009433962264150943,,24.502923976608184,0.6607142857142857,0.041666666666666664,0.060263653483992465,0.023853211009174313,0.10138248847926268,0.010362694300518135,0.07219251336898395,0.02032520325203252,0.040268456375838924,0.016483516483516484,0.0136986301369863,0.04819277108433735,0.01282051282051282,0.10526315789473684,0.10638297872340426,0.09210526315789473,0.035,1.0,0.15789473684210525,0.5555555555555556,0.5882352941176471,0.4666666666666667,0.30994152046783624,0.3584905660377358,0.3619047619047619,0.15789473684210525,0.15204678362573099,0.34615384615384615,0.34615384615384615,0.2222222222222222,0.07602339181286549,0.3076923076923077,0.3076923076923077,1.0,0.30409356725146197,0.38461538461538464,0.38461538461538464,0.675,0.391304347826087,0.6666666666666666,0.08695652173913043,0.5,1.0,0.2608695652173913,0.5,1.0,0.1523809523809524,0.5625,0.047619047619047616,0.2,0.3523809523809524,0.40540540540540543,0.5380116959064327,0.38461538461538464,0.4890343567251461,0.48771764705882364,0.4704447619047619,0.0670391061452514,0.08888888888888889,0.09497206703910614,0.34916201117318435,8.826886792452829,24.57615384615384,0.341688654353562,,0.018691588785046728,7.0,,0.5,,,,1.0,1.0,4.0,0.03571428571428571,0.03007518796992481,,,,,,,,,True,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,79654.0,1328,348,2535,2532,578.0,649.0,302.0,5067,73.0,105.0,11.0,15.0,19.0,22.0,52.0,114.0,117.0,257.0,10.0,25.0,,1.0,1.0,4.0,52.0,143.0,9.0,17.0,9.0,22.0,242.0,476,62.0,168.0,184.0,854.0,2476,23.0,42.0,9.0,18.0,16.0,89.0,46.0,96.0,10.0,26.0,68.0,190.0,306.0,178.0,165.0,21.0,10.0,143.0,52.0,18.0,78.0,20.0,98.0,15.0,5.0,41.0,11.0,26.0,216.0,14.0,17.0,66.0,192.0,33.0,291.0,31.0,322.0,2.0,47.0,35.0,12.0,39.0,7.0,30.0,22.0,3.0,9.0,3.0,61.0,5.0,18.0,41.0,73.0,3.0,7.0,219.0,93.0,21.0,26.0,14.0,4.0,8.0,27.0,11.0,4.0,190.0,578.0,4.0,0.6322314049586777,0.6455696202531646,0.8870967741935484,0.36904761904761907,0.5,0.38461538461538464,0.36904761904761907,0.5084033613445378,0.5476190476190477,0.4791666666666667,0.5201863354037267,0.6083333333333333,0.5,0.5739484396200815,0.6544117647058824,0.5917721518987342,0.2608695652173913,0.037815126050420166,0.0761904761904762,0.06140350877192982,0.011673151750972763,27.679500520291366,0.639344262295082,0.44,0.19591836734693877,0.018518518518518517,0.2214765100671141,0.0440251572327044,0.20187793427230047,0.025080906148867314,0.014705882352941176,0.01107011070110701,0.04184100418410042,0.1723076923076923,0.20955882352941177,0.206266318537859,0.2097560975609756,0.24731182795698925,0.006289308176100629,0.4074074074074074,0.16304347826086957,0.6952380952380952,0.7525773195876289,0.6438356164383562,0.17701863354037267,0.45614035087719296,0.48598130841121495,0.46153846153846156,0.39906832298136646,0.45525291828793774,0.46062992125984253,0.7008547008547008,0.03881987577639751,0.4,0.4,1.0,0.2220496894409938,0.36363636363636365,0.36363636363636365,0.8653846153846154,0.25,0.7333333333333333,0.016666666666666666,,,0.2833333333333333,0.5294117647058824,0.8888888888888888,0.18032786885245902,0.8636363636363636,0.03278688524590164,0.25,0.18032786885245902,0.4090909090909091,0.42391304347826086,0.36363636363636365,0.48086524105754275,0.49726808510638293,0.46437396694214866,0.13128491620111732,0.170018281535649,0.10421545667447307,0.2224824355971897,11.950420168067224,24.767261904761902,0.2280078895463511,,0.024830699774266364,22.0,0.05063291139240506,0.45454545454545453,,,,,,1.0,,0.005917159763313609,9.0,1.0,1.0,,,,,,True,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,21193.0,353,80,671,672,201.0,212.0,81.0,1343,20.0,30.0,3.0,6.0,8.0,12.0,3.0,13.0,11.0,24.0,,,,,,,,,,,,,34.0,67,,,18.0,86.0,657,4.0,11.0,,,7.0,15.0,11.0,21.0,,,10.0,32.0,60.0,8.0,,,2.0,,,8.0,8.0,5.0,13.0,4.0,1.0,4.0,1.0,3.0,31.0,3.0,18.0,6.0,24.0,1.0,31.0,21.0,52.0,,14.0,10.0,4.0,2.0,2.0,2.0,5.0,2.0,,,7.0,,3.0,14.0,35.0,6.0,,30.0,9.0,6.0,4.0,2.0,,2.0,5.0,3.0,,32.0,201.0,4.0,0.8823529411764706,0.9090909090909091,,,,,,0.5074626865671642,0.36363636363636365,0.5238095238095238,0.5074626865671642,0.36363636363636365,0.5238095238095238,0.5308641975308642,0.4166666666666667,0.5517241379310345,,0.11940298507462686,0.13333333333333333,0.23076923076923078,0.041666666666666664,11.548556430446194,0.2857142857142857,0.06666666666666667,0.09486166007905138,0.07258064516129033,0.0759493670886076,0.04411764705882353,0.09036144578313253,0.06645569620253164,0.03636363636363636,0.05333333333333334,0.05172413793103448,0.10606060606060606,0.09333333333333334,0.08928571428571429,0.08,0.06896551724137931,,0.6,0.44776119402985076,0.6666666666666666,0.7692307692307693,0.95,0.19402985074626866,0.23076923076923078,0.3,0.6666666666666666,0.3582089552238806,0.4583333333333333,0.4782608695652174,0.8181818181818182,,,,,,,,,0.5454545454545454,0.5,,,,,,,0.5714285714285714,0.6666666666666666,,,,,0.44776119402985076,,0.46969253731343275,0.47361818181818177,0.49121428571428566,0.12,0.12,0.1744186046511628,0.37209302325581395,7.9134328358208945,,0.2995529061102832,,0.1016949152542373,1.0,,0.6666666666666666,,,,,,,,,,1.0,,1.0,,,,,True,,
461,1610612742,Popeye Jones,Popeye Jones,461,DAL,2399.0,40,7,78,74,35.0,42.0,11.0,152,3.0,8.0,2.0,3.0,1.0,2.0,,2.0,,4.0,,,,,,,,,,,,,3.0,14,,,1.0,7.0,73,2.0,3.0,,,,4.0,1.0,3.0,,,1.0,3.0,2.0,4.0,,,4.0,,,1.0,,,,,,,,,,,3.0,,5.0,,5.0,3.0,8.0,,2.0,2.0,,1.0,,1.0,,,,,1.0,,,2.0,6.0,2.0,,2.0,,1.0,,,,,,,,3.0,35.0,1.0,0.3333333333333333,1.0,,,,,,0.21428571428571427,0.6666666666666666,0.3333333333333333,0.21428571428571427,0.6666666666666666,0.3333333333333333,0.23333333333333334,0.6666666666666666,0.375,,0.07142857142857142,0.125,,,17.77777777777778,1.0,,0.20833333333333334,0.08108108108108109,,,0.14705882352941177,0.07142857142857142,0.16666666666666666,,,0.3333333333333333,,0.2,,,,,0.5714285714285714,0.375,0.42857142857142855,0.3333333333333333,0.14285714285714285,,,,0.2857142857142857,,,,,,,,,,,,1.0,0.6666666666666666,,,,,,,0.6666666666666666,0.5,,,,,0.5714285714285714,,0.5005785714285714,0.5721999999999999,0.5045333333333333,,,0.5714285714285714,0.42857142857142855,6.621428571428572,,0.44871794871794873,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,True,,
959,1610612742,Steve Nash,Steve Nash,959,DAL,74516.0,1242,214,2371,2378,535.0,607.0,282.0,4749,86.0,139.0,6.0,7.0,26.0,38.0,50.0,133.0,58.0,137.0,7.0,11.0,,,,,29.0,96.0,1.0,5.0,4.0,15.0,194.0,409,36.0,107.0,146.0,642.0,2374,11.0,25.0,1.0,5.0,12.0,37.0,47.0,93.0,4.0,15.0,62.0,168.0,72.0,316.0,57.0,51.0,4.0,96.0,29.0,26.0,204.0,55.0,259.0,39.0,16.0,82.0,33.0,89.0,573.0,12.0,19.0,17.0,59.0,1.0,77.0,31.0,108.0,11.0,43.0,32.0,11.0,63.0,13.0,50.0,26.0,4.0,13.0,2.0,89.0,6.0,26.0,21.0,56.0,9.0,4.0,154.0,49.0,19.0,2.0,,,2.0,2.0,1.0,,168.0,535.0,6.0,0.18556701030927836,0.1875,0.5277777777777778,0.3364485981308411,0.2,0.26666666666666666,0.3364485981308411,0.4743276283618582,0.44,0.5053763440860215,0.4806201550387597,0.4166666666666667,0.49074074074074076,0.5366492146596858,0.5,0.5955882352941176,0.20736434108527133,0.06356968215158924,0.07194244604316546,0.09774436090225563,0.021897810218978103,24.545791620318873,0.7078651685393258,0.013333333333333334,0.0659217877094972,0.021714285714285714,0.06028368794326241,0.03870967741935484,0.06457094307561598,0.026160337552742614,0.034482758620689655,0.019455252918287938,0.04680851063829787,0.04406779661016949,0.042801556420233464,0.10204081632653061,0.05405405405405406,0.07216494845360824,0.04296875,0.5,0.2693798449612403,0.6187050359712231,0.6666666666666666,0.18604651162790697,0.25775193798449614,0.37593984962406013,0.4166666666666667,0.12,0.2655038759689923,0.4233576642335766,0.43283582089552236,0.2413793103448276,0.02131782945736434,0.6363636363636364,0.6363636363636364,0.8571428571428571,0.18604651162790697,0.3020833333333333,0.30851063829787234,0.4482758620689655,0.23333333333333334,0.8571428571428571,,,,0.16666666666666666,0.2,1.0,0.35185185185185186,0.6842105263157895,,,0.1388888888888889,0.26666666666666666,0.47674418604651164,0.3020833333333333,0.49219127906976734,0.4919886363636365,0.473487037037037,0.09025270758122744,0.10961968680089486,0.05763239875389408,0.2616822429906542,9.079706601466993,24.70934579439252,0.22564318852804724,,0.016867469879518072,11.0,0.013333333333333334,,,,,,1.0,1.0,,0.009345794392523364,28.0,,,,2.0,0.018691588785046728,0.020833333333333332,,True,,
1559,1610612742,Adrian Griffin,Adrian Griffin,1559,DAL,32593.0,543,105,1050,1049,202.0,222.0,124.0,2099,17.0,29.0,2.0,4.0,3.0,5.0,16.0,34.0,25.0,65.0,,4.0,,1.0,,2.0,1.0,4.0,,,,1.0,58.0,128,1.0,8.0,5.0,124.0,1005,4.0,10.0,,1.0,,8.0,10.0,22.0,,3.0,2.0,22.0,74.0,42.0,3.0,,4.0,3.0,1.0,8.0,30.0,6.0,36.0,3.0,3.0,8.0,3.0,19.0,78.0,8.0,18.0,11.0,50.0,2.0,63.0,27.0,90.0,1.0,33.0,30.0,3.0,11.0,1.0,10.0,9.0,2.0,1.0,2.0,20.0,2.0,2.0,23.0,65.0,5.0,3.0,5.0,3.0,,1.0,,,1.0,1.0,1.0,1.0,22.0,202.0,8.0,0.6379310344827587,0.6607142857142857,1.0,0.125,,,0.14285714285714285,0.453125,0.4,0.45454545454545453,0.4375,0.36363636363636365,0.4,0.4492753623188406,0.36363636363636365,0.4230769230769231,0.058823529411764705,0.0625,0.06896551724137931,0.17647058823529413,,13.2996632996633,0.55,0.08,0.11848341232227488,0.043689320388349516,0.11956521739130435,0.06896551724137931,0.11867704280155641,0.04924242424242424,0.05405405405405406,0.03937007874015748,0.06818181818181818,0.08661417322834646,0.15151515151515152,0.1165644171779141,0.08771929824561403,0.17142857142857143,0.014705882352941176,1.0,0.21323529411764705,0.5862068965517241,0.6296296296296297,0.47058823529411764,0.25,0.47058823529411764,0.5714285714285714,0.4375,0.47794117647058826,0.38461538461538464,0.38461538461538464,0.88,0.029411764705882353,,,,0.029411764705882353,0.25,0.25,1.0,0.36363636363636365,0.5,0.09090909090909091,,,,,,0.2,0.6,0.08,,0.04,,0.27205882352941174,0.3333333333333333,0.46848444444444437,0.4838545454545455,0.48425625000000005,0.021739130434782608,0.023076923076923078,0.06451612903225806,0.1774193548387097,11.865625,29.5625,0.19238095238095237,1.0,0.04265402843601896,1.0,0.07142857142857142,0.5,,,,1.0,,,0.08333333333333333,,,,,,,,,1.0,True,,
