EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,FTOffRebounds,Technical Free Throw Trips,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,Corner3Assists,FTDefRebounds,Travels,BlockedShortMidRange,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,Blocked3s,BlockedArc3,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,HeaveAttempts,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,on,PenaltyCorner3FGM,FoulsDrawn,Offensive Fouls Drawn,Corner3PctBlocked,PenaltyCorner3Accuracy,DefensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls
1000,1610612752,Shandon Anderson,Shandon Anderson,1000,NYK,15557.0,259,-41.0,485,492,167,146,60,977,24.0,36,2.0,3.0,9.0,12.0,5.0,15,8.0,15.0,1.0,7.0,3.0,3.0,8.0,1.0,1.0,3.0,37,66,4.0,15.0,26.0,112,526,3.0,6.0,1.0,2.0,8.0,12.0,19,1.0,6.0,7.0,34.0,54.0,20.0,12.0,2.0,8.0,3.0,15,3.0,18,3.0,8.0,2.0,5.0,39,1.0,3.0,7.0,28.0,35.0,4.0,39,1.0,15,10.0,5.0,15,3.0,11,12,3.0,4.0,27,1.0,12,5,17,1.0,4.0,35.0,3.0,14.0,5.0,3.0,2.0,1.0,3.0,1.0,34.0,167,1.0,0.7297297297297297,0.75,1.0,0.26666666666666666,0.16666666666666666,0.26666666666666666,0.5606060606060606,0.5,0.631578947368421,0.5308641975308642,0.42857142857142855,0.54,0.5773195876288659,0.4444444444444444,0.5666666666666667,0.18518518518518517,22.16216216216216,0.5555555555555556,0.16279069767441862,0.015957446808510637,0.15217391304347827,0.03333333333333333,0.16055045871559634,0.01834862385321101,0.017857142857142856,0.029411764705882353,0.14285714285714285,0.07142857142857142,0.22448979591836735,0.1728395061728395,0.15151515151515152,0.15384615384615385,0.025,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.7083333333333334,0.18518518518518517,0.3333333333333333,0.3333333333333333,0.4,0.18518518518518517,0.5333333333333333,0.5333333333333333,1.0,0.08641975308641975,0.14285714285714285,0.14285714285714285,1.0,0.09876543209876543,0.375,0.375,1.0,0.42857142857142855,0.6666666666666666,0.5,0.14285714285714285,0.48,0.75,0.12,0.12,0.3333333333333333,0.6296296296296297,0.375,0.5194302469135802,0.4822333333333333,0.502764,0.15217391304347827,0.18181818181818182,0.07142857142857142,0.30357142857142855,6.406060606060606,24.42,0.3443298969072165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1720,1610612752,Michael Doleac,Michael Doleac,1720,NYK,7448.0,124,16.0,236,236,83,49,30,472,5.0,10,3.0,5.0,3.0,3.0,4.0,8,12.0,28.0,,,,,,,,,21,46,,,2.0,44,222,4.0,7.0,,,8.0,7.0,12,,,,14.0,38.0,4.0,,4.0,,,2,1.0,3,1.0,2.0,,,7,1.0,8.0,4.0,12.0,16.0,10.0,26,1.0,2,1.0,1.0,3,,2,2,1.0,1.0,5,1.0,3,14,23,3.0,1.0,6.0,1.0,3.0,,1.0,1.0,,1.0,,14.0,83,1.0,0.9047619047619048,1.0,,,,,0.45652173913043476,0.5714285714285714,0.5833333333333334,0.45652173913043476,0.5714285714285714,0.5833333333333334,0.4479166666666667,0.5714285714285714,0.5384615384615384,,19.702602230483272,0.6,0.12631578947368421,0.08695652173913043,0.16,0.07692307692307693,0.13333333333333333,0.08571428571428572,0.125,0.075,,0.09090909090909091,0.12121212121212122,0.15,0.21052631578947367,,0.041666666666666664,,0.21739130434782608,0.5,0.5555555555555556,0.6,0.17391304347826086,0.5,0.5,1.0,0.6086956521739131,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,,0.7142857142857143,0.6,0.3333333333333333,,0.25,1.0,,,,0.21739130434782608,,0.4220065217391304,0.4834714285714286,0.4176666666666667,0.0625,0.0625,0.18181818181818182,0.3181818181818182,12.656521739130437,,0.3516949152542373,1.0,1.0,1.0,1.0,0.021739130434782608,0.1,0.2,0.07142857142857142,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1924,1610612752,Lee Nailon,Lee Nailon,1924,NYK,24349.0,406,-39.0,772,776,280,267,110,1548,42.0,67,13.0,21.0,21.0,30.0,28.0,77,14.0,45.0,,,,,1.0,,,1.0,84,189,,1.0,42.0,210,814,15.0,31.0,,7.0,37.0,33.0,64,,1.0,20.0,86.0,72.0,96.0,,12.0,1.0,,20,6.0,26,4.0,11.0,3.0,6.0,58,4.0,27.0,2.0,32.0,38.0,32.0,70,8.0,6,5.0,1.0,18,2.0,12,14,2.0,6.0,32,,11,19,46,2.0,5.0,51.0,5.0,24.0,4.0,3.0,2.0,,3.0,1.0,86.0,280,7.0,0.42857142857142855,0.46153846153846156,,,,,0.4444444444444444,0.4838709677419355,0.515625,0.4421052631578947,0.4838709677419355,0.5076923076923077,0.49295774647887325,0.5285714285714286,0.5657894736842105,0.005263157894736842,27.313266443701224,0.5625,0.12260536398467432,0.08823529411764706,0.028169014084507043,0.06349206349206349,0.10240963855421686,0.08401084010840108,0.09090909090909091,0.07142857142857142,0.08333333333333333,0.14035087719298245,0.11764705882352941,0.11764705882352941,0.03773584905660377,,0.0898876404494382,0.3333333333333333,0.3526315789473684,0.6268656716417911,0.6885245901639344,0.47619047619047616,0.4052631578947368,0.36363636363636365,0.39436619718309857,0.2857142857142857,0.23684210526315788,0.3111111111111111,0.32558139534883723,0.5714285714285714,,,,,0.005263157894736842,,,,0.6774193548387096,0.6190476190476191,0.23076923076923078,,0.46153846153846156,0.7,,0.015384615384615385,,0.35789473684210527,,0.44577210526315786,0.5060666666666668,0.4686261538461538,0.11483253588516747,0.11538461538461539,0.1761904761904762,0.4095238095238095,7.700000000000001,26.0,0.3626943005181347,14.0,1.0,,,0.07407407407407407,0.08955223880597014,0.05,0.10377358490566038,0.058823529411764705,2.0,4.0,3.0,1.0,0.07792207792207792,0.044444444444444446,0.21052631578947367,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2068,1610612752,Lavor Postell,Lavor Postell,2068,NYK,4171.0,70,2.0,135,137,80,37,19,272,3.0,4,,,2.0,3.0,2.0,4,3.0,10.0,,1.0,1.0,2.0,5.0,,2.0,4.0,8,18,2.0,6.0,9.0,31,131,,,,,,4.0,10,2.0,5.0,6.0,20.0,12.0,4.0,6.0,,5.0,2.0,1,,1,,1.0,,,2,,,1.0,2.0,3.0,,3,,1,,1.0,3,1.0,1,1,,2.0,4,,3,4,6,1.0,,11.0,,3.0,2.0,,,,,,20.0,80,1.0,0.75,0.75,1.0,0.3333333333333333,0.4,0.3333333333333333,0.4444444444444444,,0.4,0.4583333333333333,,0.4666666666666667,0.5172413793103449,,0.5277777777777778,0.25,21.29032258064516,0.75,0.041666666666666664,,0.07692307692307693,,0.04918032786885246,,,,,,0.0625,0.05,0.1,,,,0.16666666666666666,0.75,1.0,1.0,0.16666666666666666,0.5,0.5,1.0,0.4166666666666667,0.3,0.3,0.3333333333333333,0.041666666666666664,,,,0.20833333333333334,0.4,0.4,1.0,,,,,0.2,0.6666666666666666,0.06666666666666667,0.26666666666666666,0.5,0.4166666666666667,0.4,0.45718125000000004,,0.47669333333333336,0.1111111111111111,0.14285714285714285,,0.6451612903225806,11.533333333333335,24.583333333333332,0.5925925925925926,1.0,,1.0,,0.05555555555555555,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2421,1610612752,Frank Williams,Frank Williams,2421,NYK,2659.0,44,-39.0,81,84,22,38,10,165,,1,,,,,1.0,2,,,1.0,2.0,,,2.0,,,,1,3,1.0,4.0,,5,100,,,,,,1.0,1,,,,2.0,2.0,,3.0,,2.0,,4,1.0,5,1.0,2.0,1.0,1.0,11,,,1.0,1.0,3.0,,3,,3,3.0,,5,1.0,3,1,,2.0,6,1.0,2,2,3,,,,,,,,,,,,2.0,22,,1.0,1.0,1.0,0.25,,0.25,0.3333333333333333,,1.0,0.35714285714285715,,1.0,0.35714285714285715,,1.0,0.5714285714285714,14.130434782608695,0.8333333333333334,0.045454545454545456,,0.2,,0.07407407407407407,,,,,,,0.16666666666666666,0.2,,,,0.14285714285714285,,,,0.2857142857142857,0.5,0.5,1.0,,,,,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,,,,,,,,,,,,,0.7142857142857143,,0.4632357142857142,,0.292,,,,0.4,4.433333333333334,23.95,0.2716049382716049,,,,,,,,,,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
369,1610612752,Charlie Ward,Charlie Ward,369,NYK,10900.0,182,27.0,360,358,124,115,50,718,8.0,10,2.0,2.0,2.0,2.0,1.0,2,2.0,5.0,1.0,2.0,,11.0,29.0,2.0,5.0,13.0,11,17,12.0,31.0,4.0,62,355,3.0,3.0,3.0,,9.0,3.0,4,5.0,13.0,3.0,24.0,4.0,18.0,21.0,4.0,29.0,11.0,34,7.0,41,6.0,10.0,7.0,17.0,89,,4.0,8.0,11.0,19.0,4.0,23,1.0,13,5.0,8.0,9,4.0,6,8,2.0,3.0,17,,7,3,16,1.0,2.0,5.0,,,2.0,1.0,,1.0,2.0,1.0,24.0,124,5.0,0.18181818181818182,0.2222222222222222,0.5833333333333334,0.3870967741935484,0.38461538461538464,0.3870967741935484,0.6470588235294118,1.0,0.75,0.6041666666666666,0.75,0.6176470588235294,0.61,0.75,0.631578947368421,0.6458333333333334,16.14457831325301,0.5294117647058824,0.09649122807017543,0.031496062992125984,0.19047619047619047,,0.12179487179487179,0.025157232704402517,,0.03773584905660377,,,0.09523809523809523,0.13725490196078433,0.1935483870967742,0.18181818181818182,0.043478260869565216,0.5,0.20833333333333334,0.8,0.8,0.125,0.041666666666666664,0.5,0.5,,0.10416666666666667,0.4,0.4,0.5,0.041666666666666664,0.5,0.5,1.0,0.6041666666666666,0.3793103448275862,0.39285714285714285,0.5454545454545454,0.3333333333333333,1.0,,0.3333333333333333,0.11764705882352941,1.0,,0.7647058823529411,0.38461538461538464,0.8541666666666666,0.3793103448275862,0.521423404255319,0.5514583333333333,0.47979687499999996,,,0.14516129032258066,0.3870967741935484,6.311764705882352,25.3741935483871,0.34444444444444444,,,1.0,,,,,0.05128205128205128,,1.0,,,,,,,1.0,1.0,1.0,15.0,1.0,1.0,1.0,0.3333333333333333,0.03225806451612903,0.034482758620689655,0.16666666666666666,1.0,1.0,,,,,,True,,,,,,,,,
221,1610612752,Clar. Weatherspoon,Clar. Weatherspoon,221,NYK,11399.0,190,-62.0,348,351,94,100,57,699,7.0,21,4.0,13.0,2.0,6.0,2.0,10,2.0,4.0,,,,,,,,,11,35,,,12.0,34,379,5.0,17.0,,6.0,16.0,2.0,9,,,6.0,10.0,14.0,8.0,,8.0,,,5,,5,,3.0,1.0,1.0,10,3.0,17.0,7.0,23.0,32.0,20.0,52,1.0,3,2.0,1.0,5,1.0,1,1,,4.0,6,1.0,1,7,17,3.0,,12.0,,4.0,2.0,3.0,3.0,,3.0,1.0,10.0,94,4.0,0.6363636363636364,1.0,,,,,0.3142857142857143,0.29411764705882354,0.2222222222222222,0.3142857142857143,0.29411764705882354,0.2222222222222222,0.4146341463414634,0.4,0.4166666666666667,,11.380145278450364,0.8333333333333334,0.17557251908396945,0.10897435897435898,0.20588235294117646,0.1111111111111111,0.18181818181818182,0.1092896174863388,0.10416666666666667,0.11764705882352941,0.16666666666666666,0.07692307692307693,0.13513513513513514,0.23529411764705882,0.22727272727272727,0.16666666666666666,0.06666666666666667,0.3333333333333333,0.6,0.3333333333333333,0.5384615384615384,0.5714285714285714,0.2857142857142857,0.2,0.2222222222222222,0.5,0.11428571428571428,0.5,0.5,1.0,,,,,,,,,0.7647058823529411,0.3076923076923077,0.25,,0.6666666666666666,0.3333333333333333,,,,0.6,,0.49916000000000005,0.5560533333333333,0.5216333333333333,0.10256410256410256,0.10256410256410256,0.47058823529411764,0.29411764705882354,4.8028571428571425,,0.27011494252873564,9.0,,,,0.2571428571428571,0.38095238095238093,,0.10526315789473684,0.09523809523809523,,2.0,,,0.1,,0.25,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
458,1610612752,Howard Eisley,Howard Eisley,458,NYK,7790.0,130,1.0,242,245,105,93,37,487,2.0,4,,,1.0,3.0,1.0,2,3.0,8.0,,1.0,,6.0,13.0,1.0,5.0,8.0,6,14,6.0,14.0,4.0,34,247,,,1.0,,3.0,4.0,9,5.0,8.0,2.0,25.0,2.0,10.0,6.0,,12.0,6.0,24,4.0,28,2.0,7.0,5.0,12.0,60,,1.0,,8.0,8.0,1.0,9,,8,2.0,6.0,4,2.0,4,2,,,6,1.0,2,6,18,,,5.0,,,1.0,2.0,,1.0,2.0,1.0,25.0,105,4.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.42857142857142855,0.625,0.46153846153846156,0.42857142857142855,,0.4444444444444444,0.5357142857142857,1.5,0.6764705882352942,0.5517241379310345,1.5,0.6944444444444444,0.5,12.195121951219512,0.6666666666666666,0.08791208791208792,0.009433962264150943,,,0.07142857142857142,0.008403361344537815,0.029411764705882353,,,0.07692307692307693,0.08333333333333333,0.0975609756097561,,,,0.5,0.14285714285714285,0.5,0.6666666666666666,,0.07142857142857142,0.5,0.5,,0.2857142857142857,0.375,0.375,0.3333333333333333,0.03571428571428571,,,,0.4642857142857143,0.46153846153846156,0.46153846153846156,0.3333333333333333,,,,1.0,0.17647058823529413,0.3333333333333333,,0.47058823529411764,0.625,0.6428571428571429,0.5,0.4636148148148148,0.58125,0.4449764705882353,,,0.08823529411764706,0.7352941176470589,12.178571428571429,27.178571428571434,0.43388429752066116,1.0,,3.0,,0.07142857142857142,0.25,,,,2.0,,,1.0,,,,,,1.0,12.0,,,,1.0,,,,,,1.0,1.0,1.0,1.0,,True,,,,,,,,,
84,1610612752,Latrell Sprewell,Latrell Sprewell,84,NYK,5323.0,89,-9.0,169,171,62,75,29,340,2.0,4,,,1.0,2.0,3.0,12,1.0,4.0,1.0,1.0,,4.0,11.0,2.0,,3.0,6,20,5.0,12.0,3.0,30,192,2.0,3.0,2.0,,7.0,2.0,7,,3.0,2.0,6.0,4.0,8.0,15.0,,11.0,4.0,10,2.0,12,2.0,3.0,4.0,3.0,26,,1.0,1.0,3.0,4.0,1.0,5,,3,1.0,2.0,4,,1,1,,3.0,5,,1,1,6,,1.0,4.0,,2.0,,,,,,,6.0,62,3.0,0.3333333333333333,0.3333333333333333,1.0,0.4166666666666667,,0.4166666666666667,0.3,0.6666666666666666,0.2857142857142857,0.421875,0.7,0.2,0.4411764705882353,0.7,0.2727272727272727,0.375,19.40298507462687,0.8,0.05,0.015151515151515152,0.08333333333333333,,0.05555555555555555,0.011627906976744186,,0.06666666666666667,,,0.043478260869565216,0.07407407407407407,0.125,,,,0.125,0.5,0.6666666666666666,,0.375,0.25,0.3,0.3333333333333333,0.125,0.25,0.25,1.0,0.03125,1.0,1.0,1.0,0.34375,0.36363636363636365,0.36363636363636365,1.0,,,,0.4,0.2,0.5,,0.3,,0.5,0.36363636363636365,0.47149354838709673,0.45877500000000004,0.45955555555555555,0.058823529411764705,0.09090909090909091,0.23333333333333334,0.2,9.180000000000001,25.566666666666666,0.3668639053254438,3.0,,,,0.15,0.25,,,,,,,,0.16666666666666666,,,,,1.0,,,,,0.5,,,,,,1.0,,0.5,1.0,,True,,,,,,,,,
970,1610612752,Othella Harrington,Othella Harrington,970,NYK,7068.0,118,16.0,230,227,79,76,37,457,11.0,16,4.0,7.0,5.0,8.0,4.0,7,,2.0,,,,,,,,,15,25,,,16.0,46,228,4.0,7.0,,4.0,12.0,7.0,11,,,10.0,24.0,20.0,10.0,,6.0,,,5,,5,,3.0,1.0,1.0,10,3.0,9.0,3.0,13.0,19.0,12.0,31,2.0,1,1.0,,5,2.0,3,5,,2.0,10,,3,4,12,2.0,1.0,17.0,5.0,6.0,5.0,,,,,,24.0,79,2.0,0.6666666666666666,0.8333333333333334,,,,,0.6,0.5714285714285714,0.6363636363636364,0.6,0.5714285714285714,0.6363636363636364,0.7419354838709677,0.75,0.75,,15.073529411764705,0.5,0.17567567567567569,0.10465116279069768,0.2,0.125,0.1797752808988764,0.10909090909090909,0.2222222222222222,,0.2,0.2,0.13636363636363635,0.1875,0.18181818181818182,0.25,0.2222222222222222,,0.64,0.6875,0.7333333333333333,0.6363636363636364,0.28,0.5714285714285714,0.5714285714285714,0.75,0.08,,,,,,,,,,,,1.0,0.5714285714285714,0.25,,0.7272727272727273,0.625,,,,0.64,,0.511624,0.5570833333333333,0.5211181818181818,0.23076923076923078,0.23076923076923078,0.2608695652173913,0.5217391304347826,3.3279999999999994,,0.34347826086956523,1.0,,,1.0,0.04,0.0625,,0.09090909090909091,0.10526315789473684,,3.0,1.0,,,,0.375,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,
