EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3Assists,AtRimAssists,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,DefCorner3ReboundPct,HeaveAttempts,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,Technical Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,3SecondViolations,on,OffensiveGoaltends
111,1610612748,LaPhonso Ellis,LaPhonso Ellis,111,MIA,16479.0,275,-4.0,502,499,134,139,65,1001,15.0,22,4.0,9.0,1.0,3.0,6,17,7.0,25,2.0,12.0,2.0,4.0,3.0,21.0,1.0,7.0,28,64,5.0,33.0,14,85,475,7.0,17,2.0,6.0,20.0,6,17,1.0,11.0,9.0,24,32,24,15.0,8.0,21.0,3.0,8.0,4.0,2.0,6.0,2.0,1.0,3.0,14.0,3.0,15.0,7.0,28,5.0,40,18,58,3.0,7.0,6.0,1.0,5,1.0,3.0,9.0,1.0,2.0,1.0,14,1.0,4,17,34,2.0,6.0,21,3.0,9,3.0,6.0,2.0,1.0,3.0,6.0,3.0,2.0,24,134,4.0,0.5714285714285714,0.6666666666666666,1.0,0.15151515151515152,0.09090909090909091,0.15151515151515152,0.4375,0.4117647058823529,0.35294117647058826,0.36597938144329895,0.3684210526315789,0.26785714285714285,0.4009433962264151,0.45454545454545453,0.35294117647058826,0.3402061855670103,0.125,0.18181818181818182,0.23529411764705882,20.833333333333336,0.35714285714285715,0.22727272727272727,0.14659685863874344,0.07772020725388601,0.13725490196078433,0.045454545454545456,0.1446280991735537,0.0694980694980695,0.05128205128205128,0.09803921568627451,0.07766990291262135,0.044444444444444446,0.047619047619047616,0.09433962264150944,0.11475409836065574,0.2077922077922078,0.175,0.05555555555555555,0.5,0.2268041237113402,0.6818181818181818,0.8333333333333334,0.6666666666666666,0.17525773195876287,0.35294117647058826,0.46153846153846156,0.5,0.25773195876288657,0.28,0.28,0.42857142857142855,0.12371134020618557,0.16666666666666666,0.16666666666666666,1.0,0.21649484536082475,0.14285714285714285,0.14285714285714285,1.0,0.47368421052631576,0.4444444444444444,0.25,0.10526315789473684,0.10714285714285714,0.3333333333333333,0.14285714285714285,0.25,0.14285714285714285,0.5670103092783505,0.14285714285714285,0.47878802083333327,0.47972777777777786,0.42255185185185185,0.08737864077669903,0.12857142857142856,0.23529411764705882,0.2823529411764706,9.7328125,24.833333333333332,0.26693227091633465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1735,1610612748,Vladimir Stepania,Vladimir Stepania,1735,MIA,24526.0,409,-99.0,726,726,162,217,123,1452,35.0,68,19.0,38.0,5.0,9.0,7,25,6.0,19,,,,,,,,,48,112,,,17,113,742,21.0,43,,6.0,48.0,8,18,,,4.0,20,50,46,,38.0,,,11.0,5.0,2.0,7.0,1.0,,2.0,16.0,12.0,50.0,17.0,63,8.0,88,63,151,7.0,8.0,7.0,1.0,11,2.0,4.0,4.0,,7.0,1.0,15,2.0,3,11,32,8.0,,30,2.0,11,5.0,10.0,6.0,,4.0,10.0,5.0,2.0,20,162,8.0,0.5208333333333334,0.8620689655172413,,,,,0.42857142857142855,0.4883720930232558,0.4444444444444444,0.42857142857142855,0.4883720930232558,0.4444444444444444,0.44841269841269843,0.5106382978723404,0.43478260869565216,,0.09821428571428571,0.10294117647058823,0.16,16.114285714285714,0.7333333333333333,0.2962962962962963,0.23333333333333334,0.1440922190201729,0.2328767123287671,0.15,0.23323615160349853,0.1451990632318501,0.2808988764044944,0.10989010989010989,0.08982035928143713,0.1111111111111111,0.23076923076923078,0.2112676056338028,0.26136363636363635,0.22522522522522523,0.2033898305084746,0.13725490196078433,0.5,0.6071428571428571,0.5147058823529411,0.5737704918032787,0.42857142857142855,0.22321428571428573,0.28,0.3333333333333333,0.5714285714285714,0.16964285714285715,0.3157894736842105,0.3157894736842105,1.0,,,,,,,,,0.8837209302325582,0.5,,,0.5,0.5555555555555556,,,,0.6071428571428571,,0.49135892857142854,0.5227085714285716,0.47459444444444443,0.09090909090909091,0.09090909090909091,0.4247787610619469,0.17699115044247787,4.9625,,0.2231404958677686,1.0,3.0,1.0,2.0,0.047619047619047616,0.35714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,13269.0,221,,426,438,117,176,50,864,6.0,11,,1.0,4.0,4.0,3,8,10.0,33,,,,,,3.0,,2.0,19,52,,3.0,6,44,407,,2,,,,8,14,,2.0,6.0,22,22,16,,,2.0,,3.0,47.0,7.0,54.0,2.0,10.0,21.0,115.0,,3.0,1.0,9,3.0,13,3,16,2.0,14.0,9.0,5.0,6,6.0,4.0,9.0,,2.0,1.0,15,1.0,4,4,16,,1.0,8,,1,3.0,3.0,1.0,2.0,,3.0,3.0,,22,117,2.0,0.5789473684210527,0.5789473684210527,,,,,0.36538461538461536,,0.5714285714285714,0.34545454545454546,,0.5,0.3728813559322034,,0.5789473684210527,0.05454545454545454,0.057692307692307696,0.18181818181818182,0.125,15.320910973084885,0.4,0.16666666666666666,0.055900621118012424,0.016483516483516484,0.023809523809523808,,0.04926108374384237,0.013513513513513514,,,0.028846153846153848,,,0.08695652173913043,0.017543859649122806,0.06896551724137931,0.030303030303030304,0.0625,1.0,0.2,0.5454545454545454,0.6666666666666666,0.5,0.14545454545454545,0.375,0.42857142857142855,0.3333333333333333,0.6,0.30303030303030304,0.30303030303030304,0.7,,,,,0.05454545454545454,,,,0.5,,,,0.25,1.0,,0.125,,0.2545454545454545,,0.4330320754716982,0.43465,0.4325866666666666,0.017857142857142856,0.018867924528301886,,0.5,12.921153846153848,49.73333333333333,0.2746478873239437,5.0,16.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2067,1610612748,Eddie House,Eddie House,2067,MIA,61502.0,1025,-120.0,1909,1912,578,639,257,3821,26.0,40,3.0,3.0,11.0,14.0,21,50,89.0,234,17.0,48.0,2.0,14.0,19.0,72.0,6.0,31.0,136,324,36.0,120.0,31,411,1919,16.0,36,10.0,3.0,41.0,45,97,10.0,45.0,13.0,133,190,82,84.0,4.0,70.0,19.0,14.0,71.0,16.0,87.0,8.0,14.0,26.0,190.0,7.0,10.0,23.0,60,1.0,84,17,101,4.0,44.0,28.0,16.0,27,10.0,20.0,19.0,5.0,7.0,,46,2.0,10,28,73,1.0,1.0,36,2.0,13,5.0,,,,,1.0,,1.0,133,578,12.0,0.6985294117647058,0.7089552238805971,0.7777777777777778,0.3,0.2222222222222222,0.3050847457627119,0.41975308641975306,0.4444444444444444,0.4639175257731959,0.42792792792792794,0.41304347826086957,0.4225352112676056,0.44456521739130433,0.4270833333333333,0.4463087248322148,0.2702702702702703,0.043209876543209874,0.15,0.12,22.854561878952122,0.5869565217391305,0.012345679012345678,0.08746355685131195,0.012330456226880395,0.125,0.03286384976525822,0.09540229885057472,0.0166015625,0.02702702702702703,,0.011737089201877934,0.020134228187919462,0.0625,0.07291666666666667,0.0514018691588785,0.125,0.1232876712328767,0.016129032258064516,,0.09009009009009009,0.65,0.7647058823529411,0.6538461538461539,0.11261261261261261,0.42,0.4772727272727273,0.5238095238095238,0.527027027027027,0.3803418803418803,0.38362068965517243,0.7528089887640449,0.10810810810810811,0.3541666666666667,0.3695652173913043,1.0,0.16216216216216217,0.2638888888888889,0.2676056338028169,0.5789473684210527,0.06521739130434782,1.0,0.6666666666666666,0.043478260869565216,0.09859154929577464,0.7857142857142857,0.09859154929577464,0.21830985915492956,0.1935483870967742,0.36036036036036034,0.2714285714285714,0.45497732426303855,0.4278421874999999,0.4424636690647483,0.02857142857142857,0.03880597014925373,0.09975669099756691,0.3236009732360097,15.142901234567901,25.1125,0.3027763226820325,8.0,31.0,,,,0.13157894736842105,2.0,4.0,2.0,8.0,2.0,24.0,3.0,2.0,1.0,1.0,0.2,0.025,0.008547008547008548,0.041666666666666664,0.013888888888888888,0.17391304347826086,0.25,0.5,0.2857142857142857,,,,,,,,True,
2229,1610612748,Mike James,Mike James,2229,MIA,27317.0,455,-49.0,830,829,262,265,124,1659,17.0,41,3.0,5.0,6.0,16.0,5,13,11.0,39,4.0,10.0,1.0,2.0,16.0,48.0,7.0,16.0,33,93,20.0,58.0,19,145,847,6.0,10,6.0,1.0,16.0,9,29,9.0,18.0,8.0,53,14,52,39.0,2.0,47.0,16.0,15.0,78.0,10.0,88.0,4.0,8.0,51.0,186.0,,5.0,7.0,23,2.0,32,5,37,,15.0,7.0,8.0,25,6.0,20.0,14.0,2.0,5.0,,39,4.0,8,19,57,1.0,5.0,24,4.0,9,5.0,,,,,,,,53,262,12.0,0.21212121212121213,0.21875,0.65,0.3448275862068966,0.5,0.3508771929824561,0.3548387096774194,0.6,0.3103448275862069,0.41721854304635764,0.46875,0.4787234042553192,0.4503105590062112,0.47058823529411764,0.5096153846153846,0.3841059602649007,0.16129032258064516,0.24390243902439024,0.3076923076923077,20.470829068577277,0.6410256410256411,0.05405405405405406,0.07849829351535836,0.014619883040935672,0.08641975308641975,,0.08021390374331551,0.011013215859030838,0.03333333333333333,0.011111111111111112,0.006172839506172839,,,0.07954545454545454,0.07777777777777778,0.0782608695652174,0.045454545454545456,,,0.271523178807947,0.4146341463414634,0.5483870967741935,0.23529411764705882,0.08609271523178808,0.38461538461538464,0.5555555555555556,,0.2582781456953642,0.28205128205128205,0.2894736842105263,0.2727272727272727,0.06622516556291391,0.4,0.4,1.0,0.31788079470198677,0.3333333333333333,0.3404255319148936,0.5625,0.3125,0.6,,0.0625,0.3404255319148936,0.375,0.0425531914893617,0.3404255319148936,0.4375,0.6556291390728477,0.3404255319148936,0.4888406666666668,0.457825,0.4869106382978725,0.057692307692307696,0.09183673469387756,0.1103448275862069,0.36551724137931035,9.392473118279572,25.586206896551722,0.3156626506024096,6.0,19.0,,,,0.26666666666666666,1.0,2.0,1.0,5.0,1.0,21.0,1.0,,,,0.16666666666666666,0.017241379310344827,0.02564102564102564,,0.020833333333333332,0.3125,0.2,,1.0,,,,,,,,True,
2406,1610612748,Caron Butler,Caron Butler,2406,MIA,30032.0,501,-82.0,951,954,274,349,124,1905,46.0,79,8.0,15.0,10.0,20.0,12,43,26.0,66,2.0,3.0,,,3.0,14.0,1.0,4.0,84,188,5.0,17.0,72,255,979,11.0,25,1.0,7.0,32.0,18,46,1.0,4.0,26.0,65,80,88,9.0,8.0,12.0,3.0,19.0,31.0,3.0,34.0,2.0,2.0,11.0,71.0,3.0,21.0,9.0,43,9.0,61,25,86,4.0,32.0,22.0,10.0,18,2.0,6.0,12.0,1.0,12.0,2.0,30,6.0,6,16,44,2.0,6.0,83,7.0,35,8.0,2.0,2.0,,,2.0,1.0,,65,274,11.0,0.47619047619047616,0.5,0.6,0.29411764705882354,0.25,0.3333333333333333,0.44680851063829785,0.44,0.391304347826087,0.44634146341463415,0.4807692307692308,0.39,0.520746887966805,0.5517241379310345,0.49206349206349204,0.08292682926829269,0.10106382978723404,0.13924050632911392,0.13953488372093023,24.658780709736124,0.6,0.23684210526315788,0.13564668769716087,0.049528301886792456,0.09183673469387756,0.034482758620689655,0.12530120481927712,0.046966731898238745,0.0707070707070707,0.08490566037735849,0.0228310502283105,0.03278688524590164,0.038461538461538464,0.14285714285714285,0.08247422680412371,0.17054263565891473,0.1038961038961039,0.04395604395604396,0.5,0.3853658536585366,0.5822784810126582,0.6764705882352942,0.5217391304347826,0.2097560975609756,0.27906976744186046,0.32432432432432434,0.08333333333333333,0.32195121951219513,0.3939393939393939,0.40625,0.5769230769230769,0.014634146341463415,0.6666666666666666,0.6666666666666666,0.5,0.06829268292682927,0.21428571428571427,0.21428571428571427,0.6666666666666666,0.5769230769230769,0.5333333333333333,0.25,,0.4,0.5,,0.08,0.25,0.4682926829268293,0.25,0.4774445812807882,0.46311363636363634,0.45685510204081625,0.15021459227467812,0.16203703703703703,0.12549019607843137,0.2549019607843137,8.38563829787234,28.0,0.288117770767613,1.0,18.0,1.0,,0.043478260869565216,0.047619047619047616,2.0,,1.0,1.0,1.0,6.0,,4.0,,,1.0,,0.030303030303030304,,,0.038461538461538464,1.0,1.0,,,,,,,,,True,
2446,1610612748,Rasual Butler,Rasual Butler,2446,MIA,16986.0,283,-18.0,526,525,203,172,66,1051,10.0,17,,2.0,4.0,8.0,6,17,13.0,29,7.0,15.0,,3.0,3.0,18.0,3.0,9.0,29,63,10.0,33.0,18,106,532,,4,,,,11,20,4.0,12.0,9.0,43,30,28,30.0,,18.0,3.0,4.0,9.0,3.0,12.0,1.0,2.0,5.0,27.0,,3.0,4.0,20,7.0,31,4,35,,6.0,3.0,3.0,6,,3.0,3.0,,3.0,1.0,9,,2,9,16,,2.0,25,3.0,7,5.0,10.0,7.0,1.0,2.0,11.0,6.0,,43,203,1.0,0.5172413793103449,0.5172413793103449,1.0,0.30303030303030304,0.3333333333333333,0.30303030303030304,0.4603174603174603,,0.55,0.4583333333333333,,0.53125,0.49528301886792453,,0.5657894736842105,0.34375,0.06349206349206349,0.11764705882352941,0.11764705882352941,18.945634266886326,0.6666666666666666,0.3181818181818182,0.10256410256410256,0.014492753623188406,0.07692307692307693,,0.09716599190283401,0.011194029850746268,0.022727272727272728,,0.018867924528301886,,,0.109375,0.11320754716981132,0.08974358974358974,0.10256410256410256,,0.5454545454545454,0.17708333333333334,0.5882352941176471,0.6666666666666666,0.5,0.17708333333333334,0.35294117647058826,0.4,0.3333333333333333,0.3020833333333333,0.4482758620689655,0.4482758620689655,0.6153846153846154,0.15625,0.4666666666666667,0.4666666666666667,1.0,0.1875,0.16666666666666666,0.16666666666666666,1.0,0.5,,,,0.25,0.5,0.09375,0.28125,0.3333333333333333,0.5208333333333334,0.16666666666666666,0.4713781249999998,0.530475,0.4897890624999999,0.07920792079207921,0.1044776119402985,,0.4056603773584906,10.674603174603174,24.09393939393939,0.38593155893536124,2.0,2.0,1.0,,0.058823529411764705,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,1.0,0.029411764705882353,,,,,,True,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,13242.0,221,-38.0,409,407,157,169,62,816,7.0,16,2.0,6.0,3.0,4.0,10,18,10.0,22,5.0,13.0,1.0,5.0,5.0,17.0,2.0,7.0,27,56,10.0,30.0,18,102,432,4.0,11,3.0,3.0,14.0,9,16,3.0,12.0,10.0,37,22,32,30.0,8.0,17.0,5.0,4.0,13.0,6.0,19.0,1.0,4.0,5.0,44.0,3.0,9.0,,10,4.0,14,12,26,1.0,9.0,6.0,3.0,3,1.0,2.0,3.0,1.0,1.0,,6,,2,4,20,2.0,,23,2.0,9,3.0,7.0,5.0,2.0,,7.0,4.0,,37,157,5.0,0.4074074074074074,0.4782608695652174,1.0,0.3333333333333333,0.25,0.3333333333333333,0.48214285714285715,0.36363636363636365,0.5625,0.4883720930232558,0.39285714285714285,0.48214285714285715,0.5260416666666666,0.4666666666666667,0.5285714285714286,0.3488372093023256,0.07142857142857142,0.125,0.1111111111111111,21.11801242236025,0.5,0.19047619047619047,0.07246376811594203,0.05555555555555555,,0.04285714285714286,0.06289308176100629,0.05172413793103448,,0.12903225806451613,0.05555555555555555,0.061224489795918366,,0.05128205128205128,0.07692307692307693,0.08333333333333333,,0.023255813953488372,0.5714285714285714,0.18604651162790697,0.4375,0.5,0.2857142857142857,0.20930232558139536,0.5555555555555556,0.625,0.2,0.2558139534883721,0.45454545454545453,0.45454545454545453,0.7,0.1511627906976744,0.38461538461538464,0.38461538461538464,1.0,0.19767441860465115,0.29411764705882354,0.29411764705882354,1.0,0.42857142857142855,0.3333333333333333,,0.07142857142857142,0.14285714285714285,0.75,0.17857142857142858,0.25,0.2857142857142857,0.5348837209302325,0.29411764705882354,0.4664517441860466,0.5049699999999999,0.4510446428571429,0.0967741935483871,0.14285714285714285,0.13725490196078433,0.3627450980392157,9.957142857142859,24.26666666666667,0.38386308068459657,5.0,4.0,,,,,,1.0,,2.0,1.0,,,1.0,,,0.3333333333333333,,,,,0.14285714285714285,,,0.2,,,1.0,1.0,1.0,,,True,
696,1610612748,Travis Best,Travis Best,696,MIA,19586.0,326,-69.0,623,613,185,207,85,1236,14.0,29,1.0,3.0,9.0,13.0,3,15,13.0,53,,,,,6.0,23.0,2.0,9.0,30,97,6.0,23.0,34,112,638,2.0,15,3.0,,7.0,10,29,2.0,9.0,17.0,43,6,54,9.0,,22.0,6.0,9.0,37.0,11.0,48.0,7.0,2.0,25.0,107.0,3.0,4.0,6.0,20,1.0,27,7,34,1.0,8.0,5.0,3.0,18,3.0,11.0,4.0,,7.0,1.0,22,1.0,8,11,34,1.0,,41,4.0,15,7.0,1.0,,,1.0,1.0,,,43,185,9.0,0.1,0.1,0.5,0.2608695652173913,0.2222222222222222,0.2727272727272727,0.30927835051546393,0.13333333333333333,0.3448275862068966,0.325,0.19444444444444445,0.34210526315789475,0.40217391304347827,0.19444444444444445,0.4479166666666667,0.19166666666666668,0.09278350515463918,0.20689655172413793,0.2,22.03856749311295,0.8181818181818182,0.034482758620689655,0.09009009009009009,0.014084507042253521,0.1016949152542373,0.045454545454545456,0.09252669039145907,0.02,0.02,0.013513513513513514,0.0125,0.057692307692307696,,0.07547169811320754,0.02702702702702703,0.14736842105263157,0.10416666666666667,0.014084507042253521,,0.24166666666666667,0.4827586206896552,0.6086956521739131,0.07142857142857142,0.125,0.2,0.25,,0.44166666666666665,0.24528301886792453,0.24528301886792453,0.15384615384615385,,,,,0.19166666666666668,0.2608695652173913,0.2608695652173913,0.5,0.16666666666666666,0.3333333333333333,,,0.34210526315789475,0.6923076923076923,,0.23684210526315788,0.2222222222222222,0.43333333333333335,0.2727272727272727,0.46307857142857134,0.43349117647058827,0.4614249999999999,0.11450381679389313,0.1388888888888889,0.0625,0.38392857142857145,11.85876288659794,26.173913043478265,0.2969502407704655,4.0,10.0,,,,0.09090909090909091,1.0,,1.0,3.0,1.0,9.0,,1.0,,,0.3333333333333333,,,,,0.16666666666666666,0.3333333333333333,,,,,,,,,,True,
2253,1610612748,Sean Lampley,Sean Lampley,2253,MIA,10669.0,178,41.0,331,329,113,71,51,660,15.0,23,7.0,11.0,6.0,7.0,3,8,1.0,6,,,,,,2.0,,1.0,19,37,,2.0,25,63,261,8.0,12,1.0,5.0,21.0,8,11,,1.0,6.0,22,16,22,,12.0,2.0,,4.0,6.0,1.0,7.0,,1.0,4.0,15.0,3.0,13.0,5.0,22,2.0,29,16,45,1.0,2.0,2.0,,4,1.0,2.0,6.0,1.0,2.0,,10,1.0,5,3,16,,3.0,37,3.0,19,1.0,1.0,,,1.0,1.0,1.0,,22,113,,0.42105263157894735,0.6153846153846154,,,,,0.5135135135135135,0.6666666666666666,0.7272727272727273,0.48717948717948717,0.6153846153846154,0.6666666666666666,0.5625,0.65625,0.6470588235294118,0.05128205128205128,0.10810810810810811,0.17391304347826086,,16.966580976863753,0.4,0.16666666666666666,0.15384615384615385,0.09285714285714286,0.1282051282051282,0.09090909090909091,0.14835164835164835,0.09248554913294797,0.08108108108108109,0.08823529411764706,0.10144927536231885,0.08,0.125,0.15,0.1282051282051282,0.171875,0.12903225806451613,0.0625,1.0,0.5897435897435898,0.6521739130434783,0.7894736842105263,0.4666666666666667,0.20512820512820512,0.375,0.375,0.3333333333333333,0.15384615384615385,0.16666666666666666,0.16666666666666666,,,,,,0.05128205128205128,,,,0.8461538461538461,0.6363636363636364,,,0.5833333333333334,0.8571428571428571,,0.08333333333333333,,0.6410256410256411,,0.4760064102564102,0.511055,0.4743541666666667,0.34545454545454546,0.3584905660377358,0.3333333333333333,0.3492063492063492,4.810810810810811,24.5,0.3413897280966767,1.0,1.0,,,,0.125,,,,1.0,,,,,,,,,,,,0.07692307692307693,,,,,,,,,1.0,,True,
