EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGA,FG3A,NonHeaveArc3FGA,OffThreePtRebounds,FG3APct,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Frequency,Arc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,PenaltyTurnovers,Offensive Fouls,ThreePtShootingFoulsDrawn,BlockedAtRim,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceFtPoints,Fg2aBlocked,FTDefRebounds,Loose Ball Fouls,BlockedShortMidRange,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,2pt And 1 Free Throw Trips,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,HeaveAttempts,Arc3Assists,FTOffRebounds,SecondChanceTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,PenaltyFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,LostBallOutOfBoundsTurnovers,on,PenaltyArc3FGM,HeaveMakes,Travels,Blocked3s,BlockedArc3,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Fg3aBlocked,Clear Path Fouls,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,OffCorner3ReboundPct,OffensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips,BlockedCorner3,Corner3PctBlocked
1510,1610612763,Brevin Knight,Brevin Knight,1510,MEM,6557.0,109,12.0,209,210,52.0,48,30,419,3.0,6.0,1.0,3.0,1.0,2.0,9.0,19.0,13.0,27,1.0,27.0,175,1.0,3.0,9.0,1.0,7.0,18.0,8.0,21.0,2.0,23.0,2.0,9.0,5.0,7.0,48.0,4.0,1.0,5.0,6.0,4.0,10,2.0,10.0,5.0,5.0,6.0,3.0,2.0,3.0,4.0,9.0,3.0,15.0,4.0,2.0,1.0,1.0,1.0,1.0,7.0,52.0,3.0,0.6923076923076923,0.6923076923076923,0.4814814814814814,0.3333333333333333,0.4814814814814814,0.3333333333333333,0.4655172413793103,0.35,15.637860082304526,0.6666666666666666,0.0694444444444444,0.0404040404040404,0.0333333333333333,0.0588235294117647,0.0373831775700934,0.0714285714285714,0.048780487804878,0.0476190476190476,0.1071428571428571,0.0434782608695652,0.04,0.1428571428571428,1.0,0.2222222222222222,0.5,0.5,1.0,0.074074074074074,0.5,0.5,0.7037037037037037,0.4736842105263157,0.4736842105263157,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.4450481481481481,0.2817,0.4516333333333333,0.0689655172413793,0.0689655172413793,0.2592592592592592,14.04074074074074,0.2488038277511961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,700.0,12,-4.0,24,25,2.0,17,4,49,,1.0,,,,,,1.0,,2,,,22,1.0,,,,,,,1.0,,1.0,,,,1.0,2.0,,,1.0,1.0,1.0,2,1.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,21.428571428571427,1.0,0.1666666666666666,,,0.1428571428571428,0.0769230769230769,,,,,0.25,,0.2,,0.2,,,,,,,0.2,,,,,,0.8,0.51437,0.3932,,,,,8.05,0.0833333333333333,2.0,1.0,3.0,1.0,1.0,0.6,0.3333333333333333,1.0,0.4,0.2,24.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,2657.0,44,11.0,82,86,24.0,31,11,168,1.0,2.0,,,1.0,4.0,1.0,3.0,3.0,9,2.0,11.0,74,2.0,1.0,2.0,,2.0,2.0,4.0,3.0,1.0,4.0,1.0,,,3.0,9.0,3.0,1.0,2.0,3.0,3.0,6,1.0,1.0,1.0,,1.0,,,1.0,1.0,2.0,3.0,4.0,3.0,,1.0,,1.0,1.0,2.0,24.0,,0.3333333333333333,0.5,0.3333333333333333,0.5,0.45,0.5,0.5,0.5,13.68421052631579,0.5,0.0555555555555555,0.0857142857142857,0.125,0.0681818181818181,0.073170731707317,,0.0833333333333333,,,0.125,,0.1666666666666666,1.0,0.2,0.5,0.5,,0.4,0.25,0.25,0.3,0.3333333333333333,0.3333333333333333,1.0,,,0.3,0.432225,0.53515,0.3958,0.0909090909090909,,0.1818181818181818,9.511111111111113,0.2926829268292683,,1.0,1.0,1.0,,0.1,,,,0.1,24.8,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.1333333333333333,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.1818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,1610612763,Ryan Humphrey,Ryan Humphrey,2415,MEM,7288.0,121,13.0,231,234,54.0,58,34,465,6.0,13.0,2.0,4.0,4.0,13.0,2.0,9.0,12.0,35,5.0,29.0,197,7.0,2.0,4.0,1.0,5.0,20.0,4.0,3.0,1.0,4.0,1.0,,,3.0,9.0,4.0,5.0,17.0,26.0,4.0,30,1.0,5.0,2.0,3.0,1.0,,1.0,1.0,,2.0,10.0,18.0,11.0,6.0,2.0,1.0,2.0,1.0,5.0,54.0,1.0,0.8333333333333334,0.9090909090909092,0.3428571428571428,0.5,0.3428571428571428,0.5,0.3536585365853658,0.4166666666666667,15.985130111524164,0.5,0.2125,0.036697247706422,0.1612903225806451,0.1981981981981982,0.0336134453781512,,0.0681818181818181,0.0952380952380952,0.2666666666666666,0.2413793103448276,0.1538461538461538,0.0555555555555555,0.5,0.3714285714285714,0.4615384615384615,0.6,0.6666666666666666,0.3714285714285714,0.3076923076923077,0.3636363636363636,0.2571428571428571,0.2222222222222222,0.2222222222222222,1.0,1.0,0.5,0.3714285714285714,0.4807171428571429,0.4638285714285714,0.602575,0.1463414634146341,0.1463414634146341,0.1724137931034483,7.714285714285714,0.2337662337662337,,,,,,,,,,,,1.0,3.0,,,3.0,7.0,,2.0,,1.0,1.0,,,,,,0.4285714285714285,0.4285714285714285,0.4375,0.0285714285714285,0.2,,,,0.4285714285714285,0.3333333333333333,,,0.2413793103448276,1.0,5.0,4.0,2.0,1.0,1.0,0.1428571428571428,0.2307692307692307,0.1538461538461538,0.5714285714285714,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,1610612763,Robert Archibald,Robert Archibald,2425,MEM,2774.0,46,5.0,87,89,19.0,30,10,176,5.0,10.0,2.0,3.0,,4.0,1.0,3.0,6.0,17,3.0,15.0,74,6.0,2.0,4.0,3.0,7.0,8.0,4.0,2.0,,2.0,,1.0,,1.0,4.0,5.0,2.0,6.0,9.0,5.0,14,2.0,,,,3.0,,2.0,1.0,1.0,4.0,2.0,4.0,10.0,5.0,1.0,,1.0,,7.0,19.0,,0.6666666666666666,0.8,0.3529411764705882,0.5,0.3529411764705882,0.5,0.3409090909090909,0.5,26.262626262626263,0.75,0.2,0.1282051282051282,0.1428571428571428,0.1818181818181818,0.1162790697674418,0.0909090909090909,0.125,0.2,0.2307692307692307,0.1666666666666666,0.1538461538461538,0.2222222222222222,,0.5882352941176471,0.5,0.625,0.6,0.2352941176470588,,,0.1764705882352941,0.3333333333333333,0.3333333333333333,1.0,0.75,0.6666666666666666,0.5882352941176471,0.4625941176470588,0.4418833333333333,0.47955,0.2272727272727272,0.2272727272727272,0.4666666666666667,5.088235294117647,0.2183908045977011,,,,,,,,,,,,2.0,4.0,,,3.0,6.0,,2.0,,1.0,1.0,,,,,,0.5,0.5,0.5,0.1666666666666666,,,,,0.6666666666666666,0.5,,,0.4,,2.0,1.0,,1.0,,0.1176470588235294,0.2,,0.25,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,1576.0,26,11.0,53,52,6.0,14,9,105,3.0,3.0,,,1.0,4.0,3.0,5.0,7.0,12,8.0,22.0,41,,,,,,10.0,4.0,,,,,,,,,2.0,3.0,4.0,8.0,2.0,10,,1.0,1.0,,1.0,,1.0,,,1.0,2.0,3.0,9.0,5.0,1.0,1.0,1.0,1.0,,6.0,,0.7142857142857143,0.7142857142857143,0.5833333333333334,,0.5833333333333334,,0.6875,,27.868852459016395,1.0,0.2857142857142857,0.0909090909090909,0.3,0.2916666666666667,0.074074074074074,0.25,0.0909090909090909,0.25,0.4,0.2,0.375,,1.0,0.25,1.0,1.0,0.6666666666666666,0.3333333333333333,0.25,0.25,0.4166666666666667,0.6,0.6,1.0,,,0.25,0.4396833333333332,,,0.3125,0.3125,,9.116666666666664,0.1132075471698113,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,0.1818181818181818,4.0,,1.0,,,,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,1378.0,23,-3.0,48,44,8.0,1,7,92,2.0,2.0,,,,4.0,1.0,3.0,3.0,9,4.0,10.0,40,,,1.0,,,4.0,2.0,1.0,,1.0,,1.0,,,2.0,,,4.0,4.0,,4,,1.0,,1.0,1.0,,,,1.0,1.0,2.0,3.0,5.0,3.0,4.0,,4.0,3.0,,8.0,,0.6666666666666666,0.6666666666666666,0.3333333333333333,,0.3333333333333333,,0.4545454545454545,,21.428571428571427,1.0,0.25,,,0.2,,,,0.2857142857142857,0.3333333333333333,,,,0.75,0.2222222222222222,1.0,1.0,0.5,0.4444444444444444,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,0.2222222222222222,0.4565111111111111,,0.2514,0.2727272727272727,0.2727272727272727,,9.166666666666666,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,1610612763,Earl Watson,Earl Watson,2248,MEM,6392.0,107,16.0,202,204,53.0,43,30,406,4.0,12.0,,3.0,3.0,7.0,6.0,17.0,13.0,36,6.0,41.0,167,6.0,1.0,9.0,2.0,7.0,12.0,14.0,18.0,1.0,19.0,,11.0,2.0,5.0,39.0,3.0,2.0,10.0,12.0,4.0,16,,5.0,2.0,3.0,4.0,,3.0,1.0,1.0,5.0,3.0,9.0,9.0,3.0,,,,,7.0,53.0,,0.4615384615384615,0.5454545454545454,0.3611111111111111,0.1111111111111111,0.3888888888888889,0.1923076923076923,0.4183673469387755,0.2333333333333333,22.78481012658228,0.8,0.1428571428571428,0.0306122448979591,0.08,0.1263157894736842,0.0283018867924528,0.0333333333333333,,0.2222222222222222,0.1428571428571428,0.0833333333333333,0.0952380952380952,,,0.2666666666666666,0.3333333333333333,0.3636363636363636,,0.1555555555555555,0.4285714285714285,0.4285714285714285,0.3777777777777777,0.3529411764705882,0.4,0.8333333333333334,0.2307692307692307,,0.4666666666666667,0.4787988636363637,0.5074142857142857,0.4783041666666666,0.0625,0.0769230769230769,0.1707317073170731,10.34722222222222,0.2623762376237624,3.0,6.0,9.0,5.0,,0.2,,,0.0666666666666666,0.1333333333333333,26.61111111111111,2.0,4.0,1.0,3.0,3.0,6.0,6.0,4.0,1.0,1.0,1.0,,,0.6666666666666666,0.3333333333333333,0.375,0.5,0.4285714285714285,0.4285714285714285,0.0689655172413793,,0.1666666666666666,0.1666666666666666,,0.5714285714285714,0.5,0.2,,0.1463414634146341,,3.0,,,,,0.0833333333333333,0.0833333333333333,,,0.3333333333333333,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.1176470588235294,0.0769230769230769,0.6666666666666666,0.6666666666666666,1.0,0.1428571428571428,0.1538461538461538,0.5,0.1538461538461538,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,1610612763,Mike Batiste,Mike Batiste,2471,MEM,5004.0,83,-2.0,159,159,34.0,30,25,318,9.0,13.0,2.0,3.0,2.0,4.0,2.0,9.0,13.0,26,3.0,38.0,138,4.0,2.0,6.0,,10.0,24.0,2.0,6.0,,6.0,,4.0,,2.0,12.0,6.0,2.0,8.0,11.0,8.0,19,1.0,4.0,3.0,1.0,2.0,1.0,2.0,5.0,,7.0,2.0,8.0,4.0,2.0,,,,,10.0,34.0,,0.9230769230769232,1.0,0.5,0.3333333333333333,0.546875,0.5,0.5588235294117647,0.5,22.04301075268817,0.2857142857142857,0.1568627450980392,0.0769230769230769,0.0769230769230769,0.1298701298701298,0.0853658536585365,0.0454545454545454,0.1111111111111111,0.2,0.1578947368421052,0.1176470588235294,0.0909090909090909,0.0833333333333333,,0.40625,0.6923076923076923,0.75,0.8888888888888888,0.125,0.5,0.6666666666666666,0.28125,0.2222222222222222,0.2222222222222222,1.0,0.3,0.6666666666666666,0.59375,0.5070629032258064,0.4766,0.5248611111111111,0.0588235294117647,0.0714285714285714,0.2631578947368421,7.226923076923077,0.2138364779874214,4.0,2.0,6.0,2.0,1.0,0.1875,0.25,0.3333333333333333,0.125,0.0625,26.133333333333336,1.0,3.0,,3.0,1.0,4.0,6.0,2.0,,2.0,1.0,,,0.6666666666666666,0.5,0.5,0.25,0.25,0.4,0.05,,,,,0.75,0.3333333333333333,,,0.1052631578947368,2.0,2.0,1.0,1.0,,,0.0769230769230769,0.0769230769230769,0.25,0.2,1.0,,,3.0,,2.0,2.0,2.0,,2.0,4.0,3.0,,,1.0,1.0,,,0.5,,0.0909090909090909,0.75,0.75,0.6666666666666666,,0.2,1.0,0.2,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,1625.0,27,6.0,46,50,17.0,10,8,96,5.0,7.0,2.0,2.0,1.0,6.0,1.0,2.0,7.0,15,3.0,17.0,43,3.0,3.0,4.0,2.0,8.0,12.0,2.0,,,,,,,,,2.0,,3.0,3.0,3.0,6,1.0,,,,1.0,1.0,,1.0,1.0,2.0,,,5.0,3.0,1.0,,1.0,1.0,8.0,17.0,,0.8571428571428571,0.8571428571428571,0.4666666666666667,0.75,0.4666666666666667,0.75,0.5,0.8,32.14285714285714,0.5,0.1666666666666666,0.0833333333333333,,0.1363636363636363,0.08,0.125,,0.5,,0.1428571428571428,,0.1666666666666666,1.0,0.4666666666666667,0.7142857142857143,1.0,1.0,0.4,0.1666666666666666,0.1666666666666666,0.1333333333333333,0.5,0.5,1.0,0.5,1.0,0.4666666666666667,0.46002,0.4420666666666666,0.491,0.1875,0.1875,0.4705882352941176,5.7,0.3695652173913043,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,1.0,,,,,,,0.1,,,,,0.6666666666666666,,,,,,2.0,,,,,0.1333333333333333,0.2857142857142857,,,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,0.25,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
