EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,BlockedShortMidRange,LongMidRangePctBlocked,DefensiveGoaltends,3SecondViolations,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,on,FoulsDrawn,Offensive Fouls Drawn,Corner3PctBlocked
1000,1610612752,Shandon Anderson,Shandon Anderson,1000,NYK,29708.0,495,22,923,934,335.0,351,109,1857,34.0,68.0,6.0,16.0,10.0,20.0,16.0,30.0,7.0,18.0,9.0,28.0,1.0,2.0,2.0,6.0,3.0,7.0,1.0,3.0,2.0,4.0,57.0,116.0,12.0,35.0,26.0,176.0,967,11.0,26.0,2.0,5.0,1.0,29.0,18.0,37.0,4.0,10.0,9.0,57.0,66.0,48.0,36.0,12.0,7.0,3.0,10.0,14.0,5.0,19.0,3.0,2.0,6.0,5.0,3.0,43.0,9.0,19.0,1.0,13.0,39.0,1.0,53.0,29.0,82.0,6.0,20.0,12.0,8.0,6.0,4.0,4.0,12.0,2.0,1.0,18.0,2.0,8.0,18.0,55,1.0,5.0,39.0,7.0,18.0,5.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,57.0,335.0,9.0,0.5789473684210527,0.6470588235294118,1.0,0.34285714285714286,0.4,0.4,0.34285714285714286,0.49137931034482757,0.4230769230769231,0.4864864864864865,0.4966887417218543,0.45161290322580644,0.5106382978723404,0.5269461077844312,0.4393939393939394,0.5181818181818182,0.23178807947019867,0.08620689655172414,0.1323529411764706,0.03333333333333333,17.452830188679247,0.3333333333333333,0.02857142857142857,0.043478260869565216,0.10863509749303621,0.05637982195845697,0.17333333333333334,0.09278350515463918,0.11981566820276497,0.06451612903225806,0.06956521739130435,0.0449438202247191,0.05263157894736842,0.11290322580645161,0.05714285714285714,0.07964601769911504,0.125,0.11904761904761904,0.19642857142857142,0.10526315789473684,0.08571428571428572,0.3333333333333333,0.4503311258278146,0.5,0.576271186440678,0.6470588235294118,0.1986754966887417,0.5333333333333333,0.5517241379310345,0.375,0.11920529801324503,0.3888888888888889,0.3888888888888889,0.7142857142857143,0.18543046357615894,0.32142857142857145,0.32142857142857145,1.0,0.046357615894039736,0.42857142857142855,0.42857142857142855,1.0,0.5161290322580645,0.375,0.3333333333333333,0.06451612903225806,0.5,1.0,0.0967741935483871,0.3333333333333333,1.0,0.425531914893617,0.5,0.1276595744680851,0.3333333333333333,0.0851063829787234,0.5,0.6821192052980133,0.42857142857142855,0.5257692052980131,0.5107145833333333,0.5071382978723404,0.1111111111111111,0.14173228346456693,0.16477272727272727,0.32386363636363635,5.645689655172413,23.660000000000004,0.3629469122426869,,,,,,,,,,,,,,,,True,,,
1720,1610612752,Michael Doleac,Michael Doleac,1720,NYK,20944.0,349,-39,663,670,268.0,336,61,1333,9.0,20.0,3.0,6.0,3.0,10.0,17.0,35.0,29.0,72.0,,,,,,,,,,,,,55.0,127.0,,,14.0,124.0,742,5.0,13.0,,,2.0,12.0,18.0,49.0,,,9.0,45.0,104.0,6.0,,6.0,,,5.0,7.0,11.0,18.0,9.0,2.0,4.0,2.0,1.0,47.0,5.0,10.0,,2.0,39.0,12.0,53.0,15.0,68.0,1.0,7.0,4.0,3.0,7.0,3.0,4.0,6.0,3.0,1.0,13.0,3.0,7.0,32.0,42,4.0,1.0,18.0,,4.0,5.0,6.0,,,4.0,6.0,4.0,2.0,45.0,268.0,3.0,0.9454545454545454,1.0,,,,,,0.4330708661417323,0.38461538461538464,0.3673469387755102,0.4330708661417323,0.38461538461538464,0.3673469387755102,0.45588235294117646,0.4,0.4090909090909091,,0.03937007874015748,0.15,0.02857142857142857,20.29972752043597,0.5384615384615384,0.34285714285714286,,0.1822429906542056,0.044444444444444446,0.0392156862745098,0.06578947368421052,0.15471698113207547,0.04983388704318937,0.05263157894736842,0.047619047619047616,0.0380952380952381,0.019230769230769232,0.16666666666666666,0.23636363636363636,0.14814814814814814,0.1794871794871795,0.04878048780487805,,0.014925373134328358,0.6666666666666666,0.15748031496062992,0.45,0.5294117647058824,0.6666666666666666,0.2755905511811024,0.4857142857142857,0.5,1.0,0.5669291338582677,0.4027777777777778,0.4084507042253521,1.0,,,,,,,,,0.46153846153846156,0.5,,,,,,,,0.20408163265306123,0.3,,,,,0.15748031496062992,,0.41667716535433064,0.42898888888888886,0.41174285714285713,0.030534351145038167,0.030534351145038167,0.0967741935483871,0.3629032258064516,12.683464566929134,,0.4042232277526395,1.0,1.0,1.0,0.013888888888888888,,,,,,,,,,,,True,,,
1924,1610612752,Lee Nailon,Lee Nailon,1924,NYK,7790.0,130,1,242,245,105.0,93,37,487,13.0,24.0,3.0,6.0,8.0,12.0,8.0,27.0,5.0,13.0,,,,,,,,,,,,,26.0,64.0,,,11.0,63.0,247,4.0,9.0,,,2.0,10.0,12.0,24.0,,,3.0,27.0,22.0,30.0,,2.0,,,3.0,2.0,,2.0,,,1.0,,1.0,4.0,1.0,10.0,1.0,1.0,7.0,2.0,10.0,12.0,22.0,2.0,1.0,1.0,,2.0,,1.0,7.0,1.0,3.0,9.0,,3.0,5.0,8,,1.0,13.0,1.0,6.0,1.0,1.0,,,1.0,1.0,,,27.0,105.0,1.0,0.4230769230769231,0.44,,,,,,0.40625,0.4444444444444444,0.5,0.40625,0.4444444444444444,0.5,0.45,0.5,0.5192307692307693,,0.046875,0.041666666666666664,0.07407407407407407,27.526132404181183,0.2222222222222222,0.2,0.2,0.07692307692307693,0.09433962264150944,0.047619047619047616,0.07692307692307693,0.07142857142857142,0.09243697478991597,0.08823529411764706,0.05555555555555555,0.1388888888888889,,0.5,0.038461538461538464,0.08333333333333333,0.0975609756097561,0.05555555555555555,,0.058823529411764705,,0.375,0.5416666666666666,0.5652173913043478,0.46153846153846156,0.421875,0.2962962962962963,0.32,0.125,0.203125,0.38461538461538464,0.38461538461538464,0.8,,,,,,,,,0.6666666666666666,0.5,0.3333333333333333,,,,,,,0.5,0.6666666666666666,,,,,0.375,,0.43963125,0.49515555555555557,0.4634666666666667,0.08695652173913043,0.08695652173913043,0.15873015873015872,0.42857142857142855,7.156250000000001,,0.43388429752066116,2.0,,,,,,,,,,,,,,,True,,,
221,1610612752,Clar. Weatherspoon,Clar. Weatherspoon,221,NYK,50949.0,849,-7,1596,1604,453.0,617,194,3200,48.0,102.0,17.0,46.0,12.0,32.0,11.0,34.0,13.0,33.0,,,,,,,,,,,,,72.0,169.0,,,57.0,201.0,1668,20.0,54.0,,,19.0,59.0,18.0,44.0,,,20.0,56.0,96.0,48.0,,30.0,,,23.0,23.0,7.0,30.0,5.0,2.0,10.0,6.0,7.0,67.0,19.0,71.0,3.0,25.0,104.0,26.0,155.0,93.0,248.0,10.0,27.0,20.0,7.0,18.0,3.0,9.0,10.0,9.0,3.0,28.0,5.0,6.0,40.0,70,8.0,1.0,75.0,3.0,30.0,9.0,15.0,,,10.0,15.0,7.0,,56.0,453.0,12.0,0.6666666666666666,0.8421052631578947,,,,,,0.4260355029585799,0.37037037037037035,0.4090909090909091,0.4260355029585799,0.37037037037037035,0.4090909090909091,0.4902439024390244,0.45384615384615384,0.5,,0.13609467455621302,0.16666666666666666,0.14705882352941177,12.718340611353712,0.6428571428571429,0.4482758620689655,0.0967741935483871,0.17077175697865354,0.12095400340715502,0.1984126984126984,0.08755760368663594,0.17551020408163265,0.11194029850746269,0.12921348314606743,0.14367816091954022,0.09787234042553192,0.0896551724137931,0.08333333333333333,0.13690476190476192,0.185,0.1825726141078838,0.1702127659574468,0.28125,0.13513513513513514,0.4666666666666667,0.6035502958579881,0.47058823529411764,0.5647058823529412,0.625,0.20118343195266272,0.3235294117647059,0.3793103448275862,0.7272727272727273,0.1952662721893491,0.3939393939393939,0.40625,0.7692307692307693,,,,,,,,,0.8518518518518519,0.3695652173913043,0.058823529411764705,,,,,,,0.7272727272727273,0.375,,,,,0.6035502958579881,,0.48868343195266284,0.5292404255319149,0.5105318181818181,0.15306122448979592,0.15306122448979592,0.2935323383084577,0.27860696517412936,5.308875739644971,,0.28383458646616544,1.0,,5.0,0.030303030303030304,3.0,1.0,,,,,,,,,,True,,,
458,1610612752,Howard Eisley,Howard Eisley,458,NYK,134680.0,2245,-80,4236,4234,956.0,1181,473,8470,53.0,96.0,4.0,7.0,9.0,23.0,20.0,51.0,58.0,144.0,23.0,58.0,3.0,9.0,5.0,15.0,108.0,279.0,8.0,15.0,22.0,66.0,131.0,291.0,131.0,337.0,89.0,744.0,4515,8.0,22.0,11.0,24.0,,49.0,30.0,66.0,27.0,81.0,48.0,189.0,40.0,222.0,285.0,2.0,274.0,108.0,15.0,337.0,107.0,444.0,67.0,40.0,85.0,76.0,176.0,995.0,4.0,19.0,1.0,22.0,133.0,7.0,162.0,24.0,186.0,4.0,71.0,30.0,41.0,93.0,30.0,69.0,56.0,24.0,2.0,149.0,10.0,41.0,74.0,222,10.0,11.0,105.0,4.0,27.0,23.0,9.0,,,1.0,9.0,2.0,1.0,189.0,956.0,41.0,0.15267175572519084,0.15384615384615385,0.7251908396946565,0.3887240356083086,0.4583333333333333,0.3333333333333333,0.39457831325301207,0.45017182130584193,0.36363636363636365,0.45454545454545453,0.5214968152866242,0.532608695652174,0.47959183673469385,0.5474074074074075,0.532608695652174,0.5402298850574713,0.5366242038216561,0.05154639175257732,0.09375,0.0784313725490196,17.17804216238781,0.6241610738255033,0.05384615384615385,0.013888888888888888,0.08322903629536921,0.012250161186331399,0.06547619047619048,0.007462686567164179,0.08014477766287487,0.011020603737422138,0.01876675603217158,0.014056224899598393,0.007352941176470588,0.007692307692307693,0.00684931506849315,0.06904761904761905,0.0888468809073724,0.08782742681047766,0.07346938775510205,0.04395604395604396,0.011904761904761904,0.2222222222222222,0.15286624203821655,0.5520833333333334,0.6091954022988506,0.11320754716981132,0.08121019108280254,0.39215686274509803,0.425531914893617,0.15,0.22929936305732485,0.4027777777777778,0.4084507042253521,0.1896551724137931,0.09235668789808917,0.39655172413793105,0.39655172413793105,0.9565217391304348,0.4442675159235669,0.3870967741935484,0.391304347826087,0.6759259259259259,0.15217391304347827,0.5714285714285714,0.25,0.1956521739130435,0.3333333333333333,1.0,0.32608695652173914,0.5333333333333333,0.875,0.1564625850340136,0.391304347826087,0.10204081632653061,0.3333333333333333,0.4489795918367347,0.3333333333333333,0.6894904458598726,0.39416058394160586,0.49966433172302743,0.5321985714285714,0.47109055944055944,0.04294478527607362,0.08598726114649681,0.06586021505376344,0.2540322580645161,10.907216494845361,25.327002967359054,0.22568460812086874,8.0,3.0,5.0,0.013888888888888888,,,108.0,5.0,3.0,6.0,1.0,0.008902077151335312,0.010752688172043012,0.0029585798816568047,,True,,,
84,1610612752,Latrell Sprewell,Latrell Sprewell,84,NYK,114303.0,1905,-47,3602,3601,770.0,957,389,7203,63.0,112.0,6.0,10.0,14.0,26.0,67.0,166.0,83.0,224.0,42.0,86.0,2.0,9.0,9.0,16.0,56.0,169.0,6.0,19.0,11.0,30.0,213.0,502.0,98.0,255.0,103.0,823.0,3861,19.0,33.0,8.0,28.0,1.0,63.0,34.0,89.0,20.0,46.0,39.0,167.0,130.0,296.0,243.0,6.0,169.0,56.0,24.0,157.0,63.0,220.0,46.0,17.0,47.0,58.0,52.0,503.0,8.0,17.0,,35.0,127.0,5.0,167.0,25.0,192.0,5.0,73.0,53.0,20.0,66.0,15.0,41.0,49.0,25.0,14.0,115.0,8.0,24.0,44.0,83,1.0,7.0,128.0,11.0,52.0,16.0,15.0,,,4.0,15.0,10.0,,167.0,770.0,9.0,0.3051643192488263,0.30952380952380953,0.826530612244898,0.3843137254901961,0.2857142857142857,0.43478260869565216,0.3843137254901961,0.4243027888446215,0.5757575757575758,0.38202247191011235,0.47556142668428003,0.5081967213114754,0.4740740740740741,0.503680981595092,0.5080645161290323,0.5220125786163522,0.3368560105680317,0.04780876494023904,0.08035714285714286,0.0783132530120482,22.926949654491608,0.5739130434782609,0.04807692307692308,,0.09345106696100074,0.013188518231186967,0.12323943661971831,0.01702127659574468,0.09860012172854535,0.014212620807276862,0.006993006993006993,0.0070921985815602835,0.020689655172413793,0.014492753623188406,0.024,0.04310344827586207,0.09333333333333334,0.12477718360071301,0.11330049261083744,0.14814814814814814,0.011990407673860911,0.6666666666666666,0.14795244385733158,0.5625,0.6116504854368932,0.36507936507936506,0.2192866578599736,0.4036144578313253,0.43790849673202614,0.08955223880597014,0.29590488771466317,0.3705357142857143,0.3738738738738739,0.43373493975903615,0.11360634081902246,0.4883720930232558,0.4883720930232558,0.8809523809523809,0.22324966974900926,0.33136094674556216,0.33136094674556216,0.7857142857142857,0.16393442622950818,0.6,0.5,0.14754098360655737,0.2222222222222222,0.5,0.3114754098360656,0.3157894736842105,0.8333333333333334,0.1925925925925926,0.5384615384615384,0.11851851851851852,0.5625,0.2222222222222222,0.36666666666666664,0.4848084544253633,0.33136094674556216,0.48817414021164024,0.5110487499999999,0.4777588888888889,0.06633291614518148,0.09576427255985268,0.07654921020656136,0.20291616038882138,11.264541832669321,24.39450980392157,0.21377012770682954,11.0,7.0,4.0,0.008928571428571428,,,51.0,,,2.0,1.0,,,0.00390625,1.0,True,,,
969,1610612752,Travis Knight,Travis Knight,969,NYK,4869.0,81,-21,159,160,41.0,59,22,319,3.0,7.0,2.0,2.0,2.0,3.0,,2.0,4.0,17.0,,,,,,,,,,,,,7.0,26.0,,,,14.0,159,2.0,4.0,,,,4.0,3.0,10.0,,,,6.0,8.0,6.0,,4.0,,,1.0,2.0,2.0,4.0,2.0,,1.0,,1.0,10.0,,5.0,,1.0,6.0,4.0,11.0,5.0,16.0,,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,,6.0,1.0,1.0,8.0,14,3.0,1.0,,,,,2.0,,,2.0,2.0,2.0,,6.0,41.0,1.0,0.5714285714285714,0.8,,,,,,0.2692307692307692,0.5,0.3,0.2692307692307692,0.5,0.3,0.2692307692307692,0.5,0.3,,0.038461538461538464,0.14285714285714285,,17.486338797814206,0.5,0.5,,0.1111111111111111,0.0684931506849315,0.07142857142857142,,0.10294117647058823,0.05555555555555555,0.07142857142857142,0.13636363636363635,0.02702702702702703,,,0.23076923076923078,0.09523809523809523,0.05,0.07692307692307693,,,1.0,0.2692307692307692,0.42857142857142855,0.5,0.3333333333333333,0.07692307692307693,,,,0.6538461538461539,0.23529411764705882,0.23529411764705882,0.75,,,,,,,,,0.5,1.0,,,,,,,,0.3,0.6666666666666666,,,,,0.2692307692307692,,0.4244769230769231,0.448225,0.42507,,,0.2857142857142857,0.42857142857142855,13.084615384615384,,0.2578616352201258,1.0,,,,,,,,,,,,,,,True,,,
970,1610612752,Othella Harrington,Othella Harrington,970,NYK,87179.0,1453,-35,2724,2710,442.0,554,297,5434,102.0,151.0,32.0,52.0,14.0,21.0,56.0,122.0,15.0,59.0,,,,,,,,,,,,,173.0,332.0,,,99.0,445.0,2894,36.0,65.0,,,32.0,104.0,22.0,48.0,,,40.0,84.0,230.0,116.0,,52.0,,,17.0,26.0,21.0,47.0,11.0,10.0,12.0,8.0,6.0,115.0,25.0,95.0,3.0,35.0,187.0,23.0,245.0,123.0,368.0,5.0,10.0,3.0,7.0,26.0,2.0,14.0,45.0,12.0,11.0,71.0,9.0,10.0,62.0,179,28.0,16.0,117.0,20.0,49.0,20.0,22.0,,,17.0,22.0,16.0,7.0,84.0,442.0,19.0,0.6647398843930635,0.782312925170068,,,,,,0.5210843373493976,0.5538461538461539,0.4583333333333333,0.5210843373493976,0.5538461538461539,0.4583333333333333,0.583989501312336,0.65,0.5915492957746479,,0.05120481927710843,0.08609271523178808,0.03278688524590164,14.709719504240052,0.36619718309859156,0.27710843373493976,0.07317073170731707,0.18297455968688844,0.095,0.16355140186915887,0.07396449704142012,0.1796116504854369,0.08968609865470852,0.125,0.09009009009009009,0.08496732026143791,0.07751937984496124,0.0625,0.14285714285714285,0.21364985163204747,0.18309859154929578,0.1987179487179487,0.06896551724137931,0.03597122302158273,0.7272727272727273,0.45481927710843373,0.6754966887417219,0.7391304347826086,0.6666666666666666,0.3674698795180723,0.45901639344262296,0.4745762711864407,0.6071428571428571,0.17771084337349397,0.2542372881355932,0.2542372881355932,0.8666666666666667,,,,,,,,,0.8,0.6153846153846154,0.1875,,,,,,,0.4375,0.6666666666666666,,,,,0.45481927710843373,,0.4603228915662651,0.513698275862069,0.44056875,0.13573407202216067,0.13573407202216067,0.23370786516853934,0.18876404494382024,6.13433734939759,,0.16226138032305434,6.0,1.0,4.0,,1.0,7.0,,,,,,,,,,True,,,
275,1610612752,Allan Houston,Allan Houston,275,NYK,118431.0,1974,-89,3745,3725,775.0,990,415,7470,22.0,58.0,4.0,9.0,5.0,9.0,81.0,167.0,187.0,367.0,28.0,75.0,1.0,3.0,3.0,15.0,75.0,194.0,7.0,23.0,13.0,43.0,290.0,592.0,103.0,269.0,199.0,1088.0,3995,18.0,34.0,8.0,26.0,8.0,68.0,56.0,110.0,16.0,58.0,74.0,234.0,244.0,336.0,264.0,6.0,192.0,75.0,24.0,96.0,28.0,124.0,16.0,12.0,27.0,37.0,32.0,276.0,2.0,13.0,,31.0,113.0,4.0,148.0,15.0,163.0,7.0,35.0,16.0,19.0,60.0,16.0,40.0,43.0,20.0,4.0,103.0,4.0,20.0,49.0,119,8.0,17.0,220.0,18.0,66.0,30.0,5.0,,,2.0,5.0,3.0,,234.0,775.0,13.0,0.4206896551724138,0.4250871080139373,0.8543689320388349,0.3828996282527881,0.3076923076923077,0.27586206896551724,0.3857677902621723,0.48986486486486486,0.5294117647058824,0.509090909090909,0.516260162601626,0.5,0.47619047619047616,0.5584484590860787,0.5234375,0.5504807692307693,0.3124274099883856,0.04054054054054054,0.13793103448275862,0.059880239520958084,24.669187145557657,0.5825242718446602,0.037037037037037035,,0.07963354474982381,0.00948905109489051,0.10472972972972973,0.004073319755600814,0.08396501457725948,0.008060182697474477,0.015772870662460567,0.008888888888888889,0.006633499170812604,0.00554016620498615,,0.04825737265415549,0.07939914163090128,0.1,0.10328638497652583,0.10843373493975904,0.016055045871559634,0.6,0.06736353077816493,0.3793103448275862,0.44,0.18181818181818182,0.19396051103368175,0.48502994011976047,0.5159235668789809,0.30864197530864196,0.4262485481997677,0.5095367847411444,0.518005540166205,0.49732620320855614,0.08710801393728224,0.37333333333333335,0.37333333333333335,0.9642857142857143,0.22531939605110338,0.3865979381443299,0.3865979381443299,0.8133333333333334,0.15,0.4444444444444444,,0.05,0.3333333333333333,1.0,0.38333333333333336,0.30434782608695654,0.7142857142857143,0.05357142857142857,0.5555555555555556,0.08928571428571429,0.2,0.25595238095238093,0.3023255813953488,0.3797909407665505,0.390625,0.4598424825174825,0.49511770833333335,0.44244849397590363,0.07464324917672886,0.103125,0.0625,0.21507352941176472,14.038175675675673,24.895910780669144,0.20694259012016022,3.0,3.0,,0.01634877384196185,,,45.0,2.0,,40.0,2.0,,,0.007380073800738007,,True,,,
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,102699.0,1712,-92,3224,3219,617.0,735,360,6443,93.0,177.0,33.0,66.0,18.0,34.0,135.0,281.0,104.0,243.0,,,,,,,,,,,,,332.0,701.0,,,79.0,743.0,3452,52.0,114.0,,,23.0,127.0,47.0,106.0,,,27.0,121.0,518.0,146.0,,56.0,,,34.0,62.0,34.0,96.0,23.0,11.0,28.0,16.0,18.0,226.0,25.0,83.0,1.0,47.0,255.0,25.0,327.0,109.0,436.0,18.0,46.0,28.0,18.0,41.0,9.0,29.0,50.0,12.0,4.0,91.0,2.0,16.0,121.0,237,23.0,25.0,105.0,11.0,45.0,14.0,59.0,,,41.0,59.0,39.0,5.0,121.0,617.0,27.0,0.7801204819277109,0.8519736842105263,,,,,,0.47360912981455067,0.45614035087719296,0.44339622641509435,0.47360912981455067,0.45614035087719296,0.44339622641509435,0.4959946595460614,0.5,0.484,,0.04850213980028531,0.096045197740113,0.042704626334519574,22.9967069154775,0.45054945054945056,0.33783783783783783,0.02,0.20334928229665072,0.06963087248322147,0.18503937007874016,0.05980861244019139,0.2002652519893899,0.0670807453416149,0.16,0.04580152671755725,0.04007633587786259,0.05177993527508091,0.08256880733944955,0.2111801242236025,0.2179176755447942,0.18689788053949905,0.18435754189944134,0.18666666666666668,0.05389221556886228,0.6610169491525424,0.2524964336661912,0.5254237288135594,0.58125,0.6129032258064516,0.4008559201141227,0.4804270462633452,0.5018587360594795,0.8,0.3466476462196862,0.4279835390946502,0.4369747899159664,0.9038461538461539,,,,,,,,,0.5789473684210527,0.5,0.12121212121212122,,,,,,,0.32075471698113206,0.5294117647058824,,,,,0.2524964336661912,,0.43870813124108415,0.4854732673267327,0.43687452830188683,0.061224489795918366,0.061224489795918366,0.17092866756393002,0.16285329744279947,9.519115549215407,,0.19137717121588088,6.0,4.0,14.0,0.0205761316872428,,4.0,,,,,,,,,,True,,,
