EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Clear Path Fouls,on
123,1610612740,Robert Pack,Robert Pack,123,NOH,15037.0,251,-66.0,477,484,153,172.0,60,961,16.0,30.0,1.0,3.0,3.0,6.0,6.0,9.0,11.0,31.0,1.0,1.0,1.0,1.0,1.0,33.0,70,2.0,25.0,91.0,530,5.0,7.0,1.0,10.0,6.0,14.0,2.0,11.0,23.0,36.0,30.0,1.0,10.0,34.0,13.0,47.0,6.0,7.0,13.0,3.0,18.0,107.0,1.0,4.0,6.0,12.0,1.0,19.0,5.0,24.0,1.0,15.0,3.0,12.0,12.0,4.0,8.0,10.0,1.0,4.0,3.0,22.0,2.0,6.0,3.0,21.0,1.0,2.0,33.0,1.0,9.0,8.0,23.0,153,8.0,0.5454545454545454,0.5454545454545454,0.4714285714285714,0.7142857142857143,0.42857142857142855,0.4583333333333333,0.625,0.375,0.5170454545454546,0.625,0.4791666666666667,0.027777777777777776,0.14285714285714285,0.26666666666666666,0.06451612903225806,20.183486238532108,0.5454545454545454,0.05263157894736842,0.07058823529411765,0.021505376344086023,0.13043478260869565,0.024390243902439025,0.08333333333333333,0.022026431718061675,0.02,0.02127659574468085,0.02247191011235955,0.037037037037037035,0.038461538461538464,0.06666666666666667,0.0958904109589041,0.14705882352941177,0.08333333333333333,0.03571428571428571,0.4166666666666667,0.5333333333333333,0.7272727272727273,0.3125,0.125,0.6666666666666666,0.6666666666666666,0.5,0.4305555555555556,0.3548387096774194,0.3793103448275862,0.9090909090909091,0.013888888888888888,0.013888888888888888,0.375,0.3333333333333333,0.125,0.375,0.5,0.0625,0.0625,0.4444444444444444,0.48768055555555545,0.47814999999999996,0.47684375,0.1125,0.11538461538461539,0.10989010989010989,0.25274725274725274,9.437142857142858,23.9,0.32075471698113206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
133,1610612740,David Wesley,David Wesley,133,NOH,162640.0,2711,152.0,5117,5099,1366,1356.0,754,10216,87.0,158.0,4.0,7.0,20.0,40.0,25.0,65.0,203.0,498.0,118.0,16.0,28.0,198.0,52.0,315.0,721,316.0,185.0,1217.0,5222,25.0,58.0,46.0,115.0,53.0,142.0,80.0,91.0,311.0,460.0,170.0,197.0,39.0,208.0,43.0,251.0,29.0,14.0,69.0,57.0,82.0,545.0,17.0,21.0,24.0,112.0,1.0,137.0,38.0,175.0,10.0,109.0,70.0,39.0,75.0,24.0,44.0,57.0,12.0,31.0,4.0,132.0,13.0,34.0,80.0,173.0,8.0,14.0,237.0,15.0,78.0,42.0,311.0,1366,23.0,0.7301587301587301,0.7395498392282959,0.4368932038834951,0.43103448275862066,0.3732394366197183,0.49758919961427195,0.5,0.4954954954954955,0.5305944055944056,0.5227272727272727,0.5555555555555556,0.304725168756027,0.05409153952843273,0.16455696202531644,0.012048192771084338,21.285475792988315,0.5681818181818182,0.007194244604316547,0.056338028169014086,0.01014983083615273,0.055299539170506916,0.03736263736263736,0.05615194054500413,0.015055467511885896,0.012152777777777778,0.003590664272890485,0.01282051282051282,0.05089820359281437,0.050746268656716415,0.04690431519699812,0.06751592356687898,0.0594059405940594,0.04580152671755725,0.01858736059479554,0.1523625843780135,0.5506329113924051,0.6590909090909091,0.6091954022988506,0.0626808100289296,0.38461538461538464,0.43103448275862066,0.36,0.4802314368370299,0.40763052208835343,0.41260162601626016,0.8275862068965517,0.11378977820636452,0.1909353905496625,0.0673076923076923,0.5714285714285714,0.15384615384615385,0.18018018018018017,0.5,0.12612612612612611,0.23423423423423423,0.4570877531340405,0.49461521739130454,0.4783666666666667,0.49552556561085964,0.07259528130671507,0.09948979591836735,0.09449465899753492,0.25554642563681185,14.015395284327326,24.424683544303797,0.266953292945085,51.0,7.0,10.0,83.0,11.0,30.0,28.0,134.0,18.0,11.0,38.0,375.0,27.0,8.0,1.0,83.0,7.0,5.0,2.0,6.0,3.0,2.0,2.0,1.0,3.0,1.0,9.0,6.0,0.9328358208955224,0.4240506329113924,0.391304347826087,0.475,0.4253968253968254,0.022151898734177215,0.1076923076923077,0.00847457627118644,0.030303030303030304,0.6666666666666666,0.4322033898305085,0.4358974358974359,0.9607843137254902,0.41919191919191917,0.4322916666666667,0.9156626506024096,0.4375,0.7142857142857143,0.28846153846153844,0.36666666666666664,0.9090909090909091,0.35714285714285715,0.5384615384615384,0.4213197969543147,0.006289308176100629,,,,,,,,,,True
136,1610612740,P.J. Brown,P.J. Brown,136,NOH,120533.0,2009,81.0,3791,3769,971,936.0,570,7560,95.0,166.0,37.0,66.0,24.0,45.0,67.0,143.0,81.0,148.0,,,,1.0,1.0,243.0,457,1.0,164.0,650.0,3932,61.0,110.0,,167.0,58.0,103.0,1.0,68.0,184.0,354.0,132.0,1.0,31.0,93.0,28.0,121.0,17.0,11.0,38.0,26.0,29.0,270.0,29.0,147.0,51.0,283.0,26.0,360.0,187.0,547.0,12.0,52.0,38.0,14.0,38.0,4.0,23.0,43.0,5.0,15.0,4.0,81.0,8.0,24.0,70.0,159.0,21.0,18.0,191.0,10.0,79.0,22.0,184.0,971,20.0,0.7283950617283951,0.8634146341463415,0.5317286652078774,0.5545454545454546,0.5631067961165048,0.5305676855895196,0.5545454545454546,0.5576923076923077,0.5919854280510018,0.6231343283582089,0.6433566433566433,0.002183406113537118,0.06783369803063458,0.14457831325301204,,14.192385672448749,0.4691358024691358,0.26262626262626265,0.1916046039268788,0.09551656920077972,0.16558441558441558,0.08630952380952381,0.18711484593837535,0.09386666666666667,0.07600950118764846,0.10440835266821345,0.10189228529839883,0.0873015873015873,0.1752988047808765,0.2182741116751269,0.18760757314974183,0.15765765765765766,0.18604651162790697,0.06557377049180328,0.3624454148471616,0.572289156626506,0.6690140845070423,0.5368421052631579,0.31222707423580787,0.46853146853146854,0.49264705882352944,0.7910447761194029,0.3231441048034934,0.5472972972972973,0.5472972972972973,0.9012345679012346,,0.002183406113537118,0.6,0.5606060606060606,,0.4326923076923077,0.5333333333333333,,0.009615384615384616,0.3646288209606987,0.4587248908296942,0.4989617021276595,0.46174615384615375,0.14990512333965844,0.15019011406844107,0.2569230769230769,0.28307692307692306,8.411159737417941,25.2,0.2561329464521235,,,,,,,,,,45.0,,,,76.0,,,,,,68.0,,,56.0,,2.0,10.0,68.0,45.0,,,,,,,0.04895104895104895,,,0.6617647058823529,,,,,,,,,,,,,,,,11.0,12.0,1.0,9.0,5.0,0.11458333333333333,0.08333333333333333,0.05405405405405406,,True
1714,1610612740,Robert Traylor,Robert Traylor,1714,NOH,24628.0,410,37.0,786,782,270,312.0,137,1568,36.0,61.0,21.0,34.0,15.0,24.0,6.0,23.0,7.0,20.0,,,,,,49.0,104,,35.0,133.0,789,22.0,39.0,,55.0,18.0,36.0,,11.0,47.0,54.0,44.0,,9.0,22.0,1.0,23.0,1.0,,9.0,3.0,10.0,47.0,11.0,41.0,23.0,45.0,6.0,74.0,55.0,129.0,3.0,25.0,12.0,13.0,12.0,4.0,4.0,17.0,4.0,8.0,1.0,29.0,5.0,5.0,33.0,71.0,6.0,4.0,50.0,2.0,22.0,4.0,47.0,270,11.0,0.5510204081632653,0.8181818181818182,0.47115384615384615,0.5641025641025641,0.5,0.47115384615384615,0.5641025641025641,0.5,0.51953125,0.5851063829787234,0.5595238095238095,,0.08653846153846154,0.14754098360655737,,16.613756613756614,0.41379310344827586,0.3,0.16363636363636364,0.12693498452012383,0.3026315789473684,0.1896551724137931,0.19373219373219372,0.13648293963254593,0.13636363636363635,0.1323529411764706,0.11976047904191617,0.1702127659574468,0.17894736842105263,0.20967741935483872,0.1271186440677966,0.33962264150943394,0.21739130434782608,0.06521739130434782,0.5865384615384616,0.5901639344262295,0.6923076923076923,0.4444444444444444,0.22115384615384615,0.2608695652173913,0.2608695652173913,0.8333333333333334,0.19230769230769232,0.35,0.35,0.8571428571428571,,,0.8717948717948718,0.6176470588235294,,0.6666666666666666,0.625,,,0.5865384615384616,0.4965346153846155,0.5413606060606061,0.5198055555555556,0.1774193548387097,0.1774193548387097,0.41353383458646614,0.3533834586466165,5.1567307692307685,,0.3435114503816794,,,,,,,,,,11.0,,,,32.0,,,,,,18.0,,,12.0,,1.0,5.0,18.0,13.0,,,,,,,,,,0.7222222222222222,,,,,,,,,,,,,,,,3.0,1.0,2.0,2.0,,0.13043478260869565,0.2727272727272727,0.19047619047619047,,True
2042,1610612740,Courtney Alexander,Courtney Alexander,2042,NOH,35550.0,592,-25.0,1150,1138,354,365.0,163,2288,21.0,53.0,2.0,7.0,7.0,14.0,16.0,38.0,39.0,121.0,4.0,1.0,2.0,18.0,7.0,76.0,212,22.0,47.0,217.0,1192,11.0,26.0,2.0,28.0,21.0,54.0,9.0,25.0,73.0,118.0,34.0,18.0,16.0,26.0,14.0,40.0,12.0,2.0,9.0,4.0,13.0,94.0,2.0,12.0,6.0,24.0,4.0,34.0,16.0,50.0,3.0,7.0,3.0,4.0,18.0,3.0,12.0,15.0,2.0,6.0,1.0,33.0,2.0,9.0,17.0,53.0,,7.0,63.0,3.0,22.0,11.0,73.0,354,9.0,0.7763157894736842,0.8194444444444444,0.3584905660377358,0.4230769230769231,0.3888888888888889,0.36324786324786323,0.39285714285714285,0.38095238095238093,0.4109848484848485,0.4375,0.46794871794871795,0.09401709401709402,0.07547169811320754,0.1509433962264151,0.03305785123966942,22.065378900445765,0.5454545454545454,0.10256410256410256,0.05783132530120482,0.025477707006369428,0.0625,0.022727272727272728,0.05870841487279843,0.025044722719141325,0.038461538461538464,0.018518518518518517,0.02145922746781116,0.030303030303030304,0.02631578947368421,0.04132231404958678,0.1056338028169014,0.047619047619047616,0.09090909090909091,0.022900763358778626,0.2264957264957265,0.39622641509433965,0.4666666666666667,0.6190476190476191,0.1623931623931624,0.42105263157894735,0.47058823529411764,0.625,0.5170940170940171,0.32231404958677684,0.3333333333333333,0.9230769230769231,0.017094017094017096,0.07692307692307693,0.25,0.2857142857142857,0.03571428571428571,0.2222222222222222,0.5,0.031746031746031744,0.1111111111111111,0.32051282051282054,0.4524006410256411,0.42556200000000005,0.43341349206349195,0.08695652173913043,0.09523809523809523,0.12903225806451613,0.33640552995391704,12.001415094339622,25.177272727272733,0.30782608695652175,3.0,,2.0,3.0,,1.0,,6.0,,6.0,2.0,18.0,,8.0,,3.0,1.0,,,1.0,,,1.0,,,,1.0,,1.0,0.2727272727272727,,0.2222222222222222,0.2727272727272727,0.045454545454545456,0.10526315789473684,,0.05555555555555555,,0.75,0.75,1.0,0.16666666666666666,0.17647058823529413,1.0,,,0.03571428571428571,,,1.0,,0.16666666666666666,,2.0,,,,,0.058823529411764705,,,,True
2213,1610612740,Kirk Haston,Kirk Haston,2213,NOH,1599.0,27,-8.0,51,54,14,19.0,5,105,,1.0,,,,,,,,3.0,,,,,,,4,,,,56,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,,,2.0,,,1.0,1.0,,2.0,,2.0,,,,,3.0,,2.0,,,1.0,,3.0,,1.0,3.0,5.0,1.0,,,,,,,14,,,,,,,,,,,,,,0.25,1.0,,12.499999999999998,1.0,,0.07142857142857142,,0.25,,0.1111111111111111,,,,,,,0.25,,,0.3333333333333333,,0.25,,,,,,,,0.75,,,,,,,,,,,,,0.25,0.44142499999999996,,0.3882,,,,,12.649999999999999,,0.27450980392156865,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True
248,1610612740,George Lynch,George Lynch,248,NOH,53856.0,898,48.0,1695,1697,437,408.0,275,3392,47.0,103.0,21.0,41.0,9.0,15.0,7.0,25.0,19.0,50.0,21.0,5.0,6.0,26.0,8.0,73.0,178,47.0,30.0,218.0,1704,25.0,55.0,6.0,67.0,14.0,33.0,14.0,14.0,51.0,92.0,54.0,25.0,24.0,56.0,10.0,66.0,8.0,2.0,19.0,9.0,28.0,142.0,15.0,71.0,24.0,106.0,3.0,133.0,88.0,221.0,7.0,37.0,21.0,16.0,13.0,8.0,10.0,17.0,,3.0,1.0,30.0,4.0,6.0,42.0,78.0,2.0,5.0,54.0,2.0,21.0,7.0,51.0,437,7.0,0.6301369863013698,0.7931034482758621,0.4101123595505618,0.45454545454545453,0.42424242424242425,0.4177777777777778,0.45901639344262296,0.39361702127659576,0.4342629482071713,0.4855072463768116,0.4322033898305085,0.2088888888888889,0.1348314606741573,0.1941747572815534,,13.8902619871478,0.43333333333333335,0.08333333333333333,0.15142857142857144,0.09902370990237098,0.17391304347826086,0.0967741935483871,0.15513126491646778,0.09862385321100918,0.12376237623762376,0.09550561797752809,0.08605341246290801,0.12727272727272726,0.1225296442687747,0.192090395480226,0.15185185185185185,0.14736842105263157,0.23255813953488372,0.06363636363636363,0.4577777777777778,0.4563106796116505,0.5662650602409639,0.5106382978723404,0.1111111111111111,0.28,0.3333333333333333,0.7142857142857143,0.2222222222222222,0.38,0.38,0.8947368421052632,0.09333333333333334,0.11555555555555555,0.6721311475409836,0.5121951219512195,0.08196721311475409,0.3191489361702128,0.6,0.1276595744680851,0.1702127659574468,0.6666666666666666,0.5173935267857144,0.516435576923077,0.4839858695652173,0.0860655737704918,0.1065989847715736,0.3073394495412844,0.23394495412844038,6.270786516853933,24.37021276595744,0.25781710914454276,9.0,2.0,2.0,5.0,,1.0,1.0,14.0,2.0,11.0,3.0,33.0,9.0,30.0,1.0,5.0,,,,12.0,,,9.0,,,3.0,12.0,7.0,0.7857142857142857,0.2978723404255319,0.3333333333333333,0.21428571428571427,0.30434782608695654,,0.16,,,0.5833333333333334,0.42857142857142855,0.42857142857142855,1.0,0.19230769230769232,0.19230769230769232,0.4,0.4,1.0,0.01639344262295082,,,0.3333333333333333,0.125,0.2,,2.0,,1.0,,1.0,0.04081632653061224,0.022222222222222223,0.19047619047619047,,True
469,1610612740,Jamal Mashburn,Jamal Mashburn,469,NOH,143570.0,2393,141.0,4518,4497,1210,1163.0,682,9015,105.0,191.0,13.0,26.0,34.0,59.0,148.0,313.0,158.0,437.0,50.0,9.0,13.0,172.0,49.0,411.0,941,222.0,221.0,1292.0,4647,45.0,101.0,28.0,158.0,122.0,275.0,62.0,110.0,420.0,316.0,506.0,170.0,61.0,295.0,61.0,356.0,40.0,21.0,108.0,64.0,123.0,773.0,6.0,46.0,53.0,242.0,18.0,313.0,52.0,365.0,9.0,58.0,46.0,12.0,104.0,17.0,52.0,59.0,10.0,52.0,3.0,163.0,13.0,39.0,74.0,150.0,7.0,22.0,255.0,26.0,92.0,36.0,420.0,1210,15.0,0.3844282238442822,0.3969849246231156,0.436769394261424,0.44554455445544555,0.44363636363636366,0.46044711951848666,0.5116279069767442,0.4599406528189911,0.5035573122529644,0.5602836879432624,0.5281329923273658,0.19088564058469476,0.06482465462274177,0.17801047120418848,0.02288329519450801,26.933232742361373,0.6380368098159509,0.15254237288135594,0.13804905875641757,0.025136612021857924,0.13695090439276486,0.014423076923076924,0.1378504672897196,0.02315227070347284,0.029585798816568046,0.019880715705765408,0.025609756097560974,0.0196078431372549,0.100169779286927,0.18085106382978725,0.14121037463976946,0.125,0.16521739130434782,0.015126050420168067,0.1642304385210662,0.5497382198952879,0.6687898089171974,0.49523809523809526,0.2691315563198624,0.4728434504792332,0.5,0.27702702702702703,0.3757523645743766,0.36155606407322655,0.3700234192037471,0.41139240506329117,0.04299226139294927,0.14789337919174547,0.20155038759689922,0.5,0.06976744186046512,0.17507418397626112,0.576271186440678,0.03857566765578635,0.14540059347181009,0.355116079105761,0.4533582687338501,0.44931936936936967,0.4354735820895523,0.07485760781122865,0.0913604766633565,0.12229102167182662,0.32507739938080493,11.360892667375133,24.72702702702702,0.267817618415228,20.0,4.0,3.0,63.0,10.0,19.0,19.0,83.0,14.0,26.0,22.0,219.0,30.0,26.0,2.0,63.0,1.0,25.0,,13.0,2.0,2.0,9.0,,2.0,2.0,15.0,9.0,0.8795180722891566,0.3738738738738739,0.5,0.3548387096774194,0.37727272727272726,0.0045045045045045045,0.054313099041533544,,0.005813953488372093,0.6,0.4,0.4,0.95,0.36627906976744184,0.3684210526315789,0.8571428571428571,0.4444444444444444,1.0,0.14728682170542637,0.5263157894736842,0.9,0.23076923076923078,0.3877551020408163,0.37058823529411766,,,,,,4.0,,,0.15384615384615385,,True
278,1610612740,Stacey Augmon,Stacey Augmon,278,NOH,26336.0,439,86.0,834,839,234,272.0,96,1673,24.0,37.0,2.0,4.0,3.0,7.0,16.0,31.0,7.0,30.0,1.0,,1.0,5.0,1.0,47.0,98,6.0,28.0,122.0,805,2.0,9.0,1.0,6.0,8.0,24.0,2.0,10.0,26.0,70.0,24.0,5.0,4.0,27.0,13.0,40.0,8.0,5.0,8.0,6.0,13.0,93.0,2.0,8.0,15.0,31.0,1.0,47.0,10.0,57.0,1.0,17.0,7.0,10.0,17.0,1.0,10.0,6.0,1.0,7.0,1.0,23.0,,4.0,17.0,52.0,8.0,3.0,35.0,3.0,18.0,1.0,26.0,234,15.0,0.7446808510638298,0.7777777777777778,0.47959183673469385,0.2222222222222222,0.3333333333333333,0.4519230769230769,0.2,0.3076923076923077,0.5083333333333333,0.2727272727272727,0.41935483870967744,0.057692307692307696,0.04081632653061224,0.08108108108108109,,15.11627906976744,0.7391304347826086,0.043478260869565216,0.09935897435897435,0.02564102564102564,0.17857142857142858,0.03225806451612903,0.11616161616161616,0.026737967914438502,0.04,0.021505376344086023,0.020833333333333332,0.046511627906976744,0.0761904761904762,0.1111111111111111,0.1111111111111111,0.1896551724137931,0.15384615384615385,0.0196078431372549,0.3557692307692308,0.6486486486486487,0.7058823529411765,0.7916666666666666,0.2980769230769231,0.5161290322580645,0.5333333333333333,0.75,0.28846153846153844,0.23333333333333334,0.23333333333333334,0.5714285714285714,0.009615384615384616,0.04807692307692308,0.4,0.5,,0.2692307692307692,0.42857142857142855,0.038461538461538464,0.038461538461538464,0.41346153846153844,0.47572281553398055,0.4883285714285715,0.43766153846153844,0.15126050420168066,0.1592920353982301,0.04918032786885246,0.21311475409836064,8.051020408163266,27.666666666666668,0.2805755395683453,,,,,,1.0,,,,2.0,,,,4.0,,,,,,5.0,,,3.0,,,2.0,5.0,2.0,,,,,,,0.03225806451612903,,,0.4,,,,,,,,,0.1,,,,,,,,1.0,,,,,,,,True
2048,1610612740,Jamaal Magloire,Jamaal Magloire,2048,NOH,112707.0,1878,106.0,3517,3509,820,777.0,526,7026,173.0,286.0,58.0,83.0,39.0,57.0,65.0,174.0,7.0,39.0,,,,1.0,1.0,245.0,499,1.0,179.0,669.0,3614,64.0,105.0,,182.0,49.0,92.0,1.0,70.0,168.0,308.0,182.0,,51.0,48.0,15.0,63.0,8.0,7.0,19.0,9.0,20.0,141.0,33.0,162.0,55.0,273.0,38.0,366.0,196.0,562.0,20.0,43.0,23.0,20.0,45.0,5.0,23.0,69.0,9.0,22.0,9.0,114.0,17.0,23.0,96.0,219.0,31.0,33.0,250.0,16.0,99.0,35.0,168.0,820,15.0,0.6285714285714286,0.7549019607843137,0.4909819639278557,0.6095238095238096,0.532608695652174,0.49,0.6095238095238096,0.5268817204301075,0.5412621359223301,0.65,0.5915492957746479,0.002,0.10220440881763528,0.12937062937062938,0.02564102564102564,17.701260911736178,0.39473684210526316,0.40425531914893614,0.19238900634249473,0.11304954640614097,0.1971326164874552,0.10185185185185185,0.19316843345111898,0.1109846328969835,0.1371571072319202,0.12098765432098765,0.09250398724082935,0.09606986899563319,0.16101694915254236,0.19843342036553524,0.21453900709219859,0.23857868020304568,0.0975609756097561,0.09900990099009901,0.572,0.6048951048951049,0.6947791164658634,0.5953757225433526,0.348,0.3735632183908046,0.40372670807453415,0.6923076923076923,0.078,0.1794871794871795,0.18421052631578946,0.8571428571428571,,0.002,0.7904761904761904,0.6987951807228916,,0.6129032258064516,0.6842105263157895,,0.010752688172043012,0.574,0.49228276553106215,0.5254652173913044,0.5061152173913045,0.16981132075471697,0.17010309278350516,0.27204783258594917,0.25112107623318386,4.103406813627254,52.9,0.23315325561558145,,,,,,,,,,54.0,,,,82.0,1.0,,,,,90.0,1.0,1.0,66.0,,5.0,19.0,91.0,54.0,,,,,,,0.07471264367816093,,,0.5934065934065934,,,,,,,,,,,,,,,,1.0,1.0,,13.0,9.0,0.01020408163265306,0.11578947368421053,0.1724137931034483,,True
