EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,Arc3FGA,FG2A,FG3A,OpponentPoints,NonHeaveArc3FGA,FG3APct,Usage,AtRimFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG3M,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,PtsUnassisted3s,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,DefFTReboundPct,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtAssists,Assists,Corner3Assists,AssistPoints,ShortMidRangeFGA,FtPoints,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,ShortMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Arc3Assists,on,PenaltyAtRimFGM,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,HeaveAttempts,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,FTOffRebounds,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,356.0,6,-5.0,10,11,4,2,21,1.0,1.0,1,1.0,15,1.0,0.5,16.666666666666668,0.5,0.5,1.0,0.498625,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,602.0,10,-5.0,19,20,13,4,39,3.0,1.0,4,2.0,21,1.0,0.3333333333333333,26.08695652173913,0.5,0.16666666666666666,0.8333333333333334,0.5255583333333333,24.6,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,1.0,0.5,0.25,1.0,0.4166666666666667,1.25,0.4166666666666667,1.25,0.25,0.3333333333333333,0.25,0.09090909090909091,0.2,0.06666666666666667,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.573225,0.56455,1.0,5.325,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,1610612765,Danny Manning,Danny Manning,330,DET,602.0,10,-5.0,19,20,13,4,39,2.0,1.0,3,2.0,21,1.0,0.4,21.73913043478261,0.4,0.2,0.8,0.5513600000000001,24.3,2.0,,,1.0,,1.0,1.0,1.0,,,1.0,2.0,8.0,,1.0,,,,,2.0,3.0,,1.0,,1.0,,1.0,1.0,2.0,2.0,0.5,1.0,,1.0,0.3333333333333333,,0.8,,0.8,,,,,0.09090909090909091,,0.06666666666666667,,,,,0.2,0.2,1.0,1.0,,1.0,,,,,,1.0,0.4348,,,7.633333333333333,0.10526315789473684,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1610612765,Jon Barry,Jon Barry,468,DET,356.0,6,-5.0,10,11,4,2,21,,1.0,1,1.0,15,1.0,0.5,16.666666666666668,,0.5,0.5,0.486925,24.9,,,,,,1.0,,,,,1.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0.5,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,17.3,,1.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1610612765,Don Reid,Don Reid,690,DET,602.0,10,-5.0,19,20,13,4,39,2.0,,3,,21,,,17.391304347826086,0.6666666666666666,,0.6666666666666666,0.6193000000000001,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9000000000000001,0.10526315789473684,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,0.3333333333333333,0.25,0.25,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,1610612765,Pepe Sanchez,Pepe Sanchez,2143,DET,246.0,4,,9,9,9,2,18,,,1,,6,,,9.090909090909092,,,,0.4427,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,0.14285714285714285,,0.1111111111111111,0.25,,,,1.0,,,,,,,,,,,,,,,17.3,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1610612765,Hubert Davis,Hubert Davis,93,DET,246.0,4,,9,9,9,2,18,,1.0,1,1.0,6,1.0,0.5,18.181818181818183,,0.5,0.5,0.4292,26.1,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,1.0,,0.5,,,1.0,,,0.5,,,,,,,,,,,,,,,18.1,0.2222222222222222,,,,,,,,,,,,,,,1.0,1.0,,3.0,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,83505.0,1392,155.0,2548,2534,724,314,5082,76.0,160.0,222,241.0,2449,152.0,0.5205183585313174,19.146757679180887,0.16414686825053995,0.34557235421166305,0.6846652267818575,0.4934090308370042,25.931535269709546,665.0,34.0,2.0,7.0,26.0,113.0,81.0,57.0,4.0,17.0,82.0,86.0,462.0,5.0,19.0,9.0,29.0,39.0,65.0,98.0,234.0,2.0,57.0,16.0,11.0,58.0,75.0,21.0,96.0,665.0,0.9069767441860465,0.35684647302904565,0.3103448275862069,0.36909871244635195,0.36936936936936937,0.2631578947368421,0.4557235421166307,0.3854166666666667,0.47520661157024796,0.3979591836734694,0.07207207207207207,0.14473684210526316,0.05560882070949185,0.012514220705346985,0.06100577081615829,0.016786570743405275,0.011450381679389313,0.06787330316742081,0.4473684210526316,0.5230769230769231,0.24406047516198703,0.17494600431965443,0.35625,0.35625,0.8771929824561403,0.14583333333333334,0.2857142857142857,0.3541666666666667,0.23529411764705882,1.0,0.2184873949579832,0.375,0.5086161290322581,0.4611400900900899,0.08441558441558442,10.845495495495497,0.260989010989011,40.0,29.0,24.0,1.0,27.0,10.0,17.0,0.010526315789473684,0.011976047904191617,0.35398230088495575,0.36036036036036034,0.35802469135802467,0.35802469135802467,0.9655172413793104,45.0,175.0,11.0,395.0,33.0,40.0,28.0,108.0,49.0,15.0,12.0,0.07127429805615551,0.03361344537815126,0.0641025641025641,34.0,False,12.0,8.0,5.0,12.0,3.0,8.0,9.0,46.0,2.0,24.0,12.0,54.0,26.0,110.0,66.0,8.0,130.0,53.0,27.0,50.0,10.0,16.0,3.0,45.0,10.0,37.0,32.0,7.0,8.0,2.0,77.0,9.0,17.0,1.0,3.0,8.0,3.0,3.0,1.0,8.0,4.0,3.0,1.0,4.0,3.0,1.0,110.0,0.4024390243902439,0.4074074074074074,0.2222222222222222,0.36923076923076925,0.35294117647058826,0.41044776119402987,0.09090909090909091,0.017699115044247787,0.5844155844155844,0.09411764705882353,0.026881720430107527,0.014134275618374558,0.031496062992125984,0.01694915254237288,0.05574912891986063,0.03821656050955414,0.12403100775193798,0.011627906976744186,0.75,0.2647058823529412,0.24242424242424243,0.26666666666666666,0.25,0.55,0.25,0.4166666666666667,1.0,0.46153846153846156,0.06722689075630252,0.375,0.3865546218487395,0.1956521739130435,0.004132231404958678,0.23809523809523808,,,,,,,,,,,,,,,,,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,172287.0,2871,223.0,5173,5196,1341,625,10369,284.0,5.0,431,6.0,5126,4.0,0.013729977116704805,10.35647913498902,0.6498855835240275,0.011441647597254004,0.6636155606407322,0.4931134174311927,31.350000000000005,1464.0,168.0,59.0,106.0,81.0,79.0,1.0,1.0,,,209.0,1.0,506.0,64.0,121.0,,,150.0,118.0,154.0,3.0,90.0,1.0,22.0,224.0,654.0,833.0,293.0,1126.0,1464.0,1.0,0.16666666666666666,,0.2,0.48491879350348027,0.5289256198347108,0.4816933638443936,0.5289256198347108,0.4819047619047619,0.5319148936170213,0.05104408352668213,0.045774647887323945,0.3050373134328358,0.11795681937862032,0.29848966613672495,0.11703406813627254,0.13108614232209737,0.32903225806451614,0.5915492957746479,0.6199261992619927,0.18077803203661327,0.002288329519450801,0.2,0.2,1.0,0.8760330578512396,0.5566037735849056,,,,0.6639344262295082,0.25,0.5214522935779816,0.4953495867768595,0.2964426877470356,4.66983758700696,0.28300792576841294,20.0,,,82.0,104.0,59.0,45.0,0.5256410256410257,0.09506172839506173,0.25316455696202533,0.25316455696202533,,,,25.0,120.0,4.0,265.0,68.0,85.0,114.0,179.0,189.0,73.0,15.0,0.15560640732265446,0.14688128772635814,0.14867617107942974,21.0,False,47.0,21.0,,,,1.0,1.0,3.0,22.0,57.0,1.0,4.0,35.0,152.0,264.0,1.0,95.0,33.0,12.0,50.0,68.0,97.0,19.0,47.0,12.0,32.0,41.0,7.0,15.0,6.0,88.0,18.0,25.0,,15.0,8.0,13.0,,,28.0,225.0,17.0,59.0,230.0,135.0,4.0,152.0,0.631578947368421,0.8048780487804879,0.25,0.4830508474576271,0.47950819672131145,0.4634146341463415,0.1323529411764706,,0.5340909090909091,0.260752688172043,0.11409395973154363,0.13873873873873874,0.10961968680089486,0.12751677852348994,0.2578512396694215,0.31527093596059114,0.2631578947368421,0.09595959595959595,0.5869565217391305,0.6428571428571429,0.3088235294117647,0.3559322033898305,0.47619047619047616,0.7,,,,0.5802469135802469,0.00819672131147541,,0.02459016393442623,0.3333333333333333,,0.30039525691699603,1.0,5.0,4.0,149.0,1.0,15.0,1.0,3.0,0.006211180124223602,0.25287356321839083,0.1694915254237288,,,,,,
1442,1610612765,Zeljko Rebraca,Zeljko Rebraca,1442,DET,29423.0,490,31.0,880,877,182,94,1757,46.0,,145,,860,,,19.858156028368796,0.31724137931034485,,0.31724137931034485,0.42959655172413785,,205.0,32.0,7.0,11.0,7.0,19.0,,,,,80.0,,198.0,10.0,22.0,,,26.0,27.0,46.0,,12.0,,10.0,22.0,54.0,65.0,27.0,92.0,205.0,,,,,0.5517241379310345,0.45454545454545453,0.5517241379310345,0.45454545454545453,0.592814371257485,0.52,0.06896551724137931,0.08695652173913043,0.140625,0.07534246575342465,0.13752913752913754,0.07142857142857142,0.07142857142857142,0.17341040462427745,0.6956521739130435,0.7619047619047619,0.1310344827586207,,,,,0.5,0.6363636363636364,,,,0.25925925925925924,,0.4536368421052631,0.40681481481481474,0.13131313131313133,7.404137931034482,0.23295454545454544,10.0,,,6.0,6.0,6.0,,0.24,0.10576923076923077,0.5263157894736842,0.5555555555555556,,,,3.0,9.0,,21.0,80.0,38.0,34.0,79.0,48.0,17.0,8.0,0.5517241379310345,0.10759493670886076,0.10759493670886076,3.0,False,6.0,38.0,,,,,,,6.0,18.0,,,21.0,57.0,114.0,,6.0,4.0,2.0,,5.0,5.0,1.0,7.0,1.0,4.0,22.0,,3.0,5.0,29.0,1.0,9.0,,7.0,13.0,4.0,,,9.0,17.0,,6.0,17.0,12.0,1.0,57.0,0.7125,0.7702702702702703,,0.6666666666666666,0.6666666666666666,0.75,0.0625,0.05263157894736842,0.2413793103448276,0.1111111111111111,0.05813953488372093,0.04807692307692308,0.05,0.07692307692307693,0.09900990099009901,0.12727272727272726,0.12121212121212122,0.01818181818181818,0.7058823529411765,0.71875,0.475,0.5066666666666667,0.6842105263157895,0.8,,,,0.8571428571428571,,,,,,0.2878787878787879,,,,11.0,,1.0,,2.0,,0.08333333333333333,0.2857142857142857,,,,,,
