EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,OffensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Corner3Assists,Technical Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,Clear Path Fouls,on
111,1610612748,LaPhonso Ellis,LaPhonso Ellis,111,MIA,15990.0,266,-2,492,491,119,187,68,983,8.0,14.0,1.0,4.0,1.0,1.0,8.0,14.0,13.0,32,4.0,1.0,5.0,25.0,2.0,2.0,9.0,29,60,5.0,29.0,13.0,86,481,3.0,9.0,2.0,2.0,8.0,4.0,10.0,2.0,10.0,5.0,19.0,42,16.0,15.0,6.0,25.0,5.0,4.0,5.0,1.0,6.0,1.0,1.0,2.0,2.0,13.0,6.0,7.0,1.0,8.0,22,4.0,34,14.0,48,2.0,3.0,2.0,1.0,5.0,2.0,2.0,3.0,1.0,7.0,2.0,1.0,11.0,23.0,1.0,1.0,18.0,6.0,3.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,19.0,119,3.0,0.7241379310344828,0.8076923076923077,1.0,0.1724137931034483,0.2,0.1724137931034483,0.48333333333333334,0.3333333333333333,0.4,0.4101123595505618,0.2727272727272727,0.35,0.4387755102040816,0.3333333333333333,0.3958333333333333,0.3258426966292135,0.06666666666666667,0.14285714285714285,0.14285714285714285,18.356643356643357,0.7142857142857143,0.2,0.09090909090909091,0.1116751269035533,0.03608247422680412,0.1702127659574468,0.10344827586206896,0.12295081967213115,0.051587301587301584,0.022222222222222223,0.05172413793103448,0.03296703296703297,0.06521739130434782,0.25,0.08695652173913043,0.08,0.15789473684210525,0.2,0.0392156862745098,0.5,0.15730337078651685,0.5714285714285714,0.6666666666666666,0.875,0.15730337078651685,0.5714285714285714,0.6666666666666666,0.375,0.3595505617977528,0.40625,0.40625,0.8461538461538461,0.0449438202247191,0.2808988764044944,0.2,0.2,1.0,0.36363636363636365,0.25,0.18181818181818182,0.05,1.0,0.05,0.45,0.2222222222222222,0.48314606741573035,0.2,0.4812297752808989,0.5163562500000001,0.4740525,0.06315789473684211,0.09090909090909091,0.09302325581395349,0.22093023255813954,12.263333333333334,24.741379310344833,0.241869918699187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1735,1610612748,Vladimir Stepania,Vladimir Stepania,1735,MIA,36361.0,606,-81,1068,1075,323,389,175,2143,46.0,86.0,20.0,43.0,9.0,16.0,10.0,37.0,14.0,43,,,,,,,,70,166,,,23.0,163,1070,26.0,62.0,,6.0,58.0,18.0,41.0,,,8.0,44.0,78,62.0,,42.0,,,17.0,3.0,3.0,6.0,3.0,2.0,,1.0,15.0,15.0,62.0,1.0,20.0,97,10.0,127,78.0,205,8.0,15.0,5.0,10.0,8.0,4.0,18.0,4.0,2.0,26.0,2.0,4.0,23.0,65.0,17.0,6.0,42.0,15.0,8.0,17.0,13.0,,4.0,17.0,11.0,2.0,44.0,323,14.0,0.5571428571428572,0.7959183673469388,,,,,0.42168674698795183,0.41935483870967744,0.43902439024390244,0.42168674698795183,0.41935483870967744,0.43902439024390244,0.44054054054054054,0.43283582089552236,0.4489795918367347,,0.10240963855421686,0.10465116279069768,0.1891891891891892,16.343919442292798,0.3076923076923077,0.2564102564102564,0.02857142857142857,0.2315035799522673,0.12375249500998003,0.18518518518518517,0.12931034482758622,0.222011385199241,0.12479740680713128,0.1619718309859155,0.12318840579710146,0.09954751131221719,0.08333333333333333,0.25,0.28695652173913044,0.24285714285714285,0.18292682926829268,0.1728395061728395,0.10256410256410256,0.6470588235294118,0.5180722891566265,0.5348837209302325,0.5974025974025974,0.4782608695652174,0.22289156626506024,0.2702702702702703,0.3333333333333333,0.4,0.25903614457831325,0.32558139534883723,0.3333333333333333,0.9285714285714286,,,,,,0.6935483870967742,0.46511627906976744,,0.3902439024390244,0.5625,,,,0.5180722891566265,,0.4822307228915662,0.5137941176470587,0.4652219512195122,0.0847457627118644,0.0847457627118644,0.3558282208588957,0.26993865030674846,6.377710843373493,,0.30243445692883897,1.0,3.0,4.0,2.0,2.0,0.023255813953488372,0.2222222222222222,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2067,1610612748,Eddie House,Eddie House,2067,MIA,19586.0,326,-69,623,613,185,207,85,1236,5.0,7.0,1.0,1.0,,,9.0,17.0,28.0,79,13.0,5.0,8.0,27.0,,2.0,13.0,42,103,13.0,40.0,8.0,131,638,5.0,14.0,2.0,1.0,11.0,8.0,25.0,4.0,18.0,4.0,32.0,54,30.0,33.0,2.0,26.0,8.0,4.0,22.0,4.0,26.0,2.0,7.0,5.0,10.0,56.0,3.0,1.0,,10.0,17,1.0,28,4.0,32,,11.0,5.0,6.0,7.0,6.0,5.0,1.0,,12.0,,2.0,14.0,33.0,1.0,,10.0,4.0,1.0,,,,,1.0,,,32.0,185,7.0,0.6428571428571429,0.6585365853658537,0.8461538461538461,0.325,0.2222222222222222,0.3333333333333333,0.4077669902912621,0.35714285714285715,0.32,0.43006993006993005,0.3125,0.32558139534883723,0.4421768707482993,0.3235294117647059,0.35555555555555557,0.27972027972027974,0.038834951456310676,0.2857142857142857,0.058823529411764705,21.90082644628099,0.5833333333333334,0.034482758620689655,,0.07657657657657657,0.0035211267605633804,0.1694915254237288,0.045454545454545456,0.09608540925266904,0.011428571428571429,,,0.00625,0.038461538461538464,0.07142857142857142,0.07547169811320754,0.08108108108108109,0.07368421052631578,0.16666666666666666,,,0.04895104895104895,0.7142857142857143,1.0,0.6,0.11888111888111888,0.5294117647058824,0.5625,0.3333333333333333,0.5524475524475524,0.35443037974683544,0.358974358974359,0.75,0.09090909090909091,0.1888111888111888,0.2962962962962963,0.2962962962962963,0.75,0.0625,1.0,,,,0.11627906976744186,0.3023255813953488,0.15384615384615385,0.32867132867132864,0.3076923076923077,0.4391415492957747,0.3856454545454546,0.4138845238095239,0.0273972602739726,0.03773584905660377,0.08396946564885496,0.24427480916030533,16.197087378640777,25.2475,0.2969502407704655,4.0,,1.0,,,0.012658227848101266,0.18181818181818182,1.0,5.0,2.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,0.025,0.07692307692307693,0.38461538461538464,0.4166666666666667,1.0,0.125,0.4,,,,,,,,,,,,,,True
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,63234.0,1054,-105,1919,1927,465,543,247,3846,37.0,82.0,1.0,4.0,6.0,19.0,32.0,65.0,40.0,110,48.0,13.0,35.0,92.0,8.0,9.0,25.0,109,257,58.0,140.0,106.0,498,2015,6.0,11.0,14.0,7.0,40.0,21.0,49.0,13.0,38.0,45.0,126.0,80,138.0,159.0,4.0,90.0,35.0,20.0,88.0,13.0,101.0,10.0,36.0,13.0,39.0,215.0,2.0,10.0,,16.0,81,23.0,120,12.0,132,1.0,32.0,23.0,9.0,36.0,23.0,20.0,13.0,4.0,56.0,3.0,9.0,35.0,89.0,7.0,4.0,130.0,41.0,17.0,20.0,11.0,3.0,6.0,21.0,11.0,1.0,126.0,465,11.0,0.3669724770642202,0.37383177570093457,0.9137931034482759,0.4142857142857143,0.34210526315789475,0.42028985507246375,0.42412451361867703,0.5454545454545454,0.42857142857142855,0.49370277078085645,0.66,0.46551724137931033,0.5353982300884956,0.6724137931034483,0.5446428571428571,0.3526448362720403,0.07782101167315175,0.17073170731707318,0.06153846153846154,22.993197278911563,0.6428571428571429,0.3150684931506849,,0.11297071129707113,0.012422360248447204,0.08743169398907104,0.011834319526627219,0.10777777777777778,0.012320328542094456,0.010256410256410256,0.009852216748768473,0.014742014742014743,0.016,,0.11413043478260869,0.07228915662650602,0.14788732394366197,0.07586206896551724,0.0049261083743842365,0.5238095238095238,0.20654911838790932,0.45121951219512196,0.5441176470588235,0.40540540540540543,0.163727959697733,0.49230769230769234,0.5245901639344263,0.25,0.2770780856423174,0.36363636363636365,0.37037037037037035,0.425,0.12090680100755667,0.23173803526448364,0.3804347826086957,0.3804347826086957,0.8571428571428571,0.16,0.25,0.32,0.21839080459770116,0.3157894736842105,0.14942528735632185,0.28735632183908044,0.36,0.5591939546599496,0.3888888888888889,0.4900218987341771,0.5295404761904762,0.4779647058823529,0.09655172413793103,0.13945578231292516,0.08032128514056225,0.25301204819277107,9.957198443579768,24.767142857142854,0.242313705054716,4.0,6.0,4.0,,,0.01818181818181818,0.13157894736842105,,23.0,6.0,4.0,15.0,2.0,,3.0,16.0,1.0,1.0,,,0.4791666666666667,0.4791666666666667,1.0,0.24,0.3076923076923077,4.0,3.0,7.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.375,1.0,0.0070921985815602835,,,True
696,1610612748,Travis Best,Travis Best,696,MIA,108276.0,1805,-222,3306,3303,814,958,442,6609,73.0,143.0,5.0,11.0,26.0,40.0,29.0,75.0,93.0,256,10.0,3.0,33.0,99.0,10.0,9.0,31.0,195,474,36.0,109.0,105.0,603,3413,15.0,49.0,11.0,14.0,53.0,51.0,110.0,10.0,34.0,56.0,188.0,58,332.0,75.0,6.0,97.0,33.0,27.0,199.0,56.0,255.0,33.0,59.0,26.0,114.0,566.0,7.0,19.0,,23.0,95,3.0,121,26.0,147,3.0,44.0,23.0,21.0,76.0,49.0,30.0,27.0,2.0,106.0,9.0,29.0,74.0,174.0,3.0,5.0,123.0,42.0,20.0,7.0,2.0,2.0,3.0,7.0,4.0,3.0,188.0,814,32.0,0.14871794871794872,0.15104166666666666,0.6944444444444444,0.3302752293577982,0.29411764705882354,0.3364485981308411,0.41139240506329117,0.30612244897959184,0.4636363636363636,0.42710120068610635,0.325,0.4583333333333333,0.46943573667711597,0.3897058823529412,0.5340909090909091,0.18696397941680962,0.056962025316455694,0.13986013986013987,0.05333333333333334,19.44081525999477,0.7169811320754716,0.024793388429752067,,0.07624398073836276,0.013389711064129669,0.07419354838709677,0.023333333333333334,0.07583547557840617,0.015125072716695753,0.014749262536873156,0.01078167115902965,0.014104372355430184,0.0182648401826484,0.037037037037037035,0.06687898089171974,0.05060240963855422,0.10251450676982592,0.07531380753138076,0.00946372239747634,0.5714285714285714,0.24528301886792453,0.5104895104895105,0.5934959349593496,0.136986301369863,0.12864493996569468,0.38666666666666666,0.4084507042253521,0.06896551724137931,0.4391080617495712,0.36328125,0.3675889328063241,0.1827956989247312,0.017152658662092625,0.16981132075471697,0.3333333333333333,0.336734693877551,0.6666666666666666,0.18333333333333332,0.45454545454545453,0.16666666666666666,0.2777777777777778,0.65,0.020833333333333332,0.2152777777777778,0.2903225806451613,0.4322469982847341,0.3402061855670103,0.46807065404475046,0.44471272727272726,0.45869513888888885,0.06796116504854369,0.0825147347740668,0.087893864013267,0.3117744610281924,11.648945147679328,25.544036697247705,0.24621899576527526,17.0,4.0,7.0,,,0.01171875,0.07042253521126761,,3.0,1.0,1.0,33.0,2.0,1.0,23.0,6.0,,,0.009174311926605505,,0.3,0.3,1.0,0.016666666666666666,0.3333333333333333,,3.0,3.0,,,0.2727272727272727,,,0.3,0.6666666666666666,,0.010101010101010102,,True
2253,1610612748,Sean Lampley,Sean Lampley,2253,MIA,7424.0,124,-4,234,228,48,57,29,462,13.0,25.0,5.0,8.0,2.0,3.0,4.0,11.0,1.0,2,,,,1.0,,,1.0,18,38,,1.0,9.0,45,217,6.0,10.0,,,12.0,3.0,4.0,,1.0,4.0,10.0,18,18.0,,6.0,1.0,,6.0,7.0,1.0,8.0,1.0,3.0,1.0,3.0,17.0,1.0,5.0,,2.0,6,1.0,9,6.0,15,1.0,3.0,2.0,1.0,2.0,2.0,3.0,,1.0,5.0,1.0,2.0,3.0,9.0,,,14.0,4.0,3.0,1.0,,,1.0,1.0,1.0,,10.0,48,2.0,0.5,0.6,,,,,0.47368421052631576,0.6,0.75,0.46153846153846156,0.6,0.6,0.4891304347826087,0.6,0.625,0.02564102564102564,0.15789473684210525,0.2,0.09090909090909091,18.95910780669145,0.4,0.14285714285714285,,0.06818181818181818,0.04854368932038835,0.1111111111111111,0.05555555555555555,0.07547169811320754,0.049586776859504134,0.06666666666666667,0.03125,0.04878048780487805,0.0625,,0.045454545454545456,0.0967741935483871,0.05714285714285714,,0.07142857142857142,1.0,0.6410256410256411,0.52,0.65,0.46153846153846156,0.28205128205128205,0.36363636363636365,0.4,0.75,0.05128205128205128,0.5,0.5,,,0.02564102564102564,,,,0.8,0.625,,0.6,0.6666666666666666,,0.2,,0.6666666666666666,,0.4852294871794872,0.5356875,0.45949,0.09302325581395349,0.09523809523809523,0.26666666666666666,0.2222222222222222,3.526315789473684,27.4,0.20512820512820512,1.0,,,,,,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2406,1610612748,Caron Butler,Caron Butler,2406,MIA,82062.0,1368,-195,2511,2514,613,726,317,5025,81.0,160.0,12.0,26.0,18.0,33.0,35.0,109.0,54.0,152,12.0,1.0,9.0,34.0,6.0,4.0,12.0,170,421,11.0,46.0,130.0,503,2610,22.0,49.0,6.0,15.0,68.0,37.0,93.0,4.0,13.0,49.0,135.0,158,182.0,24.0,18.0,33.0,9.0,42.0,84.0,11.0,95.0,7.0,30.0,16.0,38.0,201.0,13.0,53.0,1.0,26.0,85,7.0,118,67.0,185,10.0,58.0,35.0,23.0,53.0,21.0,46.0,32.0,6.0,99.0,14.0,27.0,34.0,106.0,5.0,23.0,166.0,69.0,18.0,11.0,9.0,1.0,1.0,11.0,6.0,1.0,135.0,613,19.0,0.4647058823529412,0.4906832298136646,0.7272727272727273,0.2391304347826087,0.3076923076923077,0.24444444444444444,0.40380047505938244,0.4489795918367347,0.3978494623655914,0.3993576017130621,0.4818181818181818,0.4056603773584906,0.4612546125461255,0.53125,0.5,0.09850107066381156,0.0997624703087886,0.1625,0.11926605504587157,22.218370883882148,0.5353535353535354,0.08139534883720931,0.018518518518518517,0.09159482758620689,0.048983364140480594,0.1092436974789916,0.06310679611650485,0.09519725557461406,0.05124223602484472,0.06349206349206349,0.05673758865248227,0.03832116788321168,0.0728476821192053,0.03636363636363636,0.06493506493506493,0.09060402684563758,0.10776942355889724,0.10674157303370786,0.042735042735042736,0.5454545454545454,0.3426124197002141,0.50625,0.6044776119402985,0.4444444444444444,0.2334047109207709,0.3211009174311927,0.3645833333333333,0.2,0.32548179871520344,0.35526315789473684,0.3624161073825503,0.6666666666666666,0.02569593147751606,0.0728051391862955,0.2647058823529412,0.2727272727272727,0.7777777777777778,0.4727272727272727,0.46153846153846156,0.10909090909090909,0.3113207547169811,0.5454545454545454,0.009433962264150943,0.11320754716981132,0.3333333333333333,0.4411134903640257,0.2727272727272727,0.4762758099352052,0.4773809523809524,0.4505,0.1316793893129771,0.14435146443514643,0.13518886679920478,0.268389662027833,8.880285035629456,26.506521739130434,0.24412584627638392,7.0,5.0,12.0,,1.0,0.019736842105263157,0.11666666666666667,0.16666666666666666,2.0,,,9.0,1.0,1.0,4.0,4.0,,,0.021739130434782608,,0.16666666666666666,0.16666666666666666,0.5,,,,3.0,3.0,,,0.5,,,0.5,0.6666666666666666,,0.029411764705882353,,True
2446,1610612748,Rasual Butler,Rasual Butler,2446,MIA,29011.0,484,-92,888,880,238,271,139,1768,11.0,28.0,5.0,8.0,3.0,10.0,7.0,28.0,31.0,75,16.0,2.0,8.0,38.0,5.0,4.0,15.0,49,131,12.0,54.0,21.0,155,917,8.0,15.0,7.0,,22.0,11.0,32.0,4.0,17.0,8.0,42.0,46,52.0,30.0,8.0,38.0,8.0,8.0,19.0,5.0,24.0,4.0,9.0,3.0,7.0,53.0,1.0,10.0,1.0,12.0,37,11.0,60,12.0,72,5.0,5.0,2.0,3.0,18.0,9.0,5.0,9.0,1.0,23.0,1.0,4.0,26.0,32.0,,1.0,26.0,7.0,4.0,11.0,7.0,3.0,1.0,11.0,7.0,,42.0,238,2.0,0.46938775510204084,0.5111111111111111,0.8333333333333334,0.2222222222222222,0.23529411764705882,0.2222222222222222,0.37404580152671757,0.5333333333333333,0.34375,0.3621621621621622,0.5,0.3469387755102041,0.3934010152284264,0.5,0.39622641509433965,0.2918918918918919,0.061068702290076333,0.10714285714285714,0.10714285714285714,20.892687559354226,0.782608695652174,0.28205128205128205,0.04,0.10393258426966293,0.02577319587628866,0.15,0.010416666666666666,0.11238532110091744,0.022727272727272728,0.05154639175257732,0.018867924528301886,0.016216216216216217,0.014925373134328358,,0.061855670103092786,0.125,0.11510791366906475,0.16129032258064516,0.045454545454545456,0.6363636363636364,0.15135135135135136,0.39285714285714285,0.44,0.36363636363636365,0.15135135135135136,0.25,0.28,0.14285714285714285,0.40540540540540543,0.41333333333333333,0.4246575342465753,0.5806451612903226,0.08648648648648649,0.20540540540540542,0.21052631578947367,0.21052631578947367,0.75,0.36363636363636365,0.625,0.22727272727272727,0.20408163265306123,0.3,0.04081632653061224,0.30612244897959184,0.26666666666666666,0.44324324324324327,0.21052631578947367,0.46281972972972973,0.47221111111111114,0.4522295918367347,0.04145077720207254,0.050724637681159424,0.14193548387096774,0.2709677419354839,12.281679389312975,24.27592592592592,0.268018018018018,1.0,1.0,,,,0.02666666666666667,0.1111111111111111,0.2,4.0,2.0,,6.0,,,1.0,,,,,,0.25,0.25,1.0,0.09090909090909091,,1.0,1.0,2.0,1.0,3.0,0.2857142857142857,0.5,1.0,0.2,1.0,0.01818181818181818,,,True
258,1610612748,Brian Grant,Brian Grant,258,MIA,80301.0,1338,-119,2436,2441,534,623,315,4877,99.0,137.0,32.0,44.0,26.0,36.0,31.0,79.0,59.0,134,,,,,,,,189,350,,,77.0,455,2526,47.0,76.0,,23.0,117.0,43.0,73.0,,,34.0,120.0,262,116.0,,60.0,,,22.0,49.0,9.0,58.0,6.0,15.0,8.0,26.0,125.0,29.0,106.0,2.0,59.0,228,27.0,314,137.0,451,12.0,30.0,19.0,11.0,31.0,15.0,26.0,16.0,2.0,57.0,9.0,8.0,69.0,157.0,16.0,10.0,106.0,46.0,13.0,21.0,17.0,,4.0,21.0,14.0,8.0,120.0,534,25.0,0.6931216931216931,0.8238993710691824,,,,,0.54,0.618421052631579,0.589041095890411,0.54,0.618421052631579,0.589041095890411,0.571608040201005,0.6358695652173914,0.631578947368421,,0.06285714285714286,0.0948905109489051,0.10126582278481013,16.17961511047755,0.543859649122807,0.3253012048192771,0.0392156862745098,0.2464864864864865,0.10281280310378274,0.26339285714285715,0.1407766990291262,0.24978241949521324,0.10913500404203719,0.09051724137931035,0.09737827715355805,0.11090225563909774,0.12837837837837837,0.1724137931034483,0.21524663677130046,0.310580204778157,0.2176039119804401,0.27011494252873564,0.08695652173913043,0.6666666666666666,0.3914285714285714,0.7226277372262774,0.7983870967741935,0.5959595959595959,0.2257142857142857,0.3924050632911392,0.43661971830985913,0.5161290322580645,0.38285714285714284,0.44029850746268656,0.44360902255639095,0.9491525423728814,,,,,,0.5789473684210527,0.7272727272727273,,0.4931506849315068,0.7222222222222222,,,,0.3914285714285714,,0.4614874285714286,0.48049180327868846,0.4656986301369864,0.11948051948051948,0.11948051948051948,0.2571428571428571,0.26373626373626374,8.767714285714286,,0.21921182266009853,4.0,4.0,11.0,,3.0,0.007462686567164179,0.24,0.09375,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,True
2124,1610612748,Malik Allen,Malik Allen,2124,MIA,73174.0,1220,-217,2240,2229,471,536,283,4469,24.0,47.0,7.0,14.0,2.0,8.0,67.0,156.0,77.0,215,,,,2.0,1.0,,1.0,168,418,,2.0,40.0,376,2348,28.0,56.0,1.0,11.0,67.0,29.0,83.0,,1.0,13.0,71.0,216,120.0,,20.0,2.0,,22.0,18.0,8.0,26.0,6.0,9.0,2.0,7.0,60.0,7.0,54.0,1.0,32.0,109,13.0,154,62.0,216,11.0,26.0,20.0,6.0,36.0,15.0,32.0,21.0,5.0,68.0,9.0,5.0,68.0,126.0,6.0,11.0,54.0,20.0,9.0,47.0,32.0,4.0,11.0,47.0,32.0,5.0,71.0,471,14.0,0.6428571428571429,0.6835443037974683,,,,,0.4019138755980861,0.5,0.3493975903614458,0.4,0.49122807017543857,0.34523809523809523,0.42247191011235957,0.5234375,0.3858695652173913,0.004761904761904762,0.05263157894736842,0.19148936170212766,0.057692307692307696,20.06257332811889,0.5294117647058824,0.17333333333333334,0.023255813953488372,0.1299165673420739,0.055327868852459015,0.1461187214611872,0.04242424242424243,0.1332703213610586,0.05346187554776512,0.055793991416309016,0.05785123966942149,0.05389221556886228,0.05128205128205128,0.020833333333333332,0.11682242990654206,0.11498257839721254,0.15088757396449703,0.13095238095238096,0.048034934497816595,0.6808510638297872,0.11190476190476191,0.5106382978723404,0.631578947368421,0.4166666666666667,0.37142857142857144,0.42948717948717946,0.4557823129251701,0.47761194029850745,0.5119047619047619,0.3581395348837209,0.36492890995260663,0.8571428571428571,,0.004761904761904762,,,,0.24561403508771928,0.5,0.017543859649122806,0.09523809523809523,0.25,,0.011904761904761904,,0.11666666666666667,,0.40852928571428554,0.43877647058823516,0.3961904761904762,0.045871559633027525,0.04608294930875576,0.17819148936170212,0.18882978723404256,12.682775119617224,26.05,0.21026785714285715,8.0,3.0,4.0,,3.0,0.018604651162790697,0.19607843137254902,0.14285714285714285,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,True
