EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,OffThreePtRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyAtRimFGM,Fg2aBlocked,LostBallTurnovers,Travels,Loose Ball Fouls,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,PenaltyAtRimAccuracy,Corner3FGM,Corner3FGA,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,ShortMidRangePctAssisted,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Corner3Assists,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,FTOffRebounds,3SecondViolations,OffFTReboundPct,SecondChanceAtRimPctAssisted,on,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,HeaveMakes,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Corner3PctBlocked,BlockedCorner3
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,3670.0,61,-25.0,113,119,22.0,25.0,11.0,232,2.0,2.0,1.0,1.0,3.0,5.0,4.0,2.0,10.0,4.0,3.0,7.0,122,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,11.0,1.0,12.0,1.0,4.0,2.0,5.0,25.0,1.0,1.0,5.0,6.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,22.0,0.5,0.5,0.2,1.0,0.14285714285714285,1.0,0.2,1.0,1.0,0.2857142857142857,12.5,1.0,0.09090909090909091,0.022222222222222223,0.2,0.1,0.02040816326530612,0.07692307692307693,0.0625,0.17391304347826086,0.5,0.08333333333333333,0.14285714285714285,1.0,1.0,0.5,0.21428571428571427,0.35714285714285715,0.2857142857142857,1.0,1.0,0.42857142857142855,0.47020000000000006,0.5496,0.06666666666666667,0.09090909090909091,0.2857142857142857,0.2857142857142857,13.1,25.3,0.19469026548672566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1609,1610612761,Art Long,Art Long,1609,TOR,1667.0,28,-1.0,53,56,31.0,24.0,6.0,109,,1.0,,,2.0,2.0,2.0,3.0,5.0,2.0,1.0,10.0,50,2.0,3.0,5.0,1.0,8.0,4.0,2.0,2.0,1.0,,1.0,,1.0,,,2.0,2.0,2.0,5.0,8.0,3.0,11.0,,1.0,,2.0,2.0,6.0,1.0,2.0,3.0,,2.0,8.0,31.0,0.6666666666666666,1.0,0.6,0.6666666666666666,0.6428571428571429,0.6666666666666666,0.625,0.8333333333333334,0.8,0.2857142857142857,22.580645161290324,0.3333333333333333,0.16129032258064516,0.125,0.3333333333333333,0.1891891891891892,0.14285714285714285,,,0.25,0.5,,0.14285714285714285,,,,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,0.42857142857142855,0.4730714285714286,0.4377,0.25,0.3333333333333333,0.5,0.8,8.959999999999999,24.5,0.5849056603773585,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,0.7,0.25,0.2,0.25,0.14285714285714285,0.2,0.11764705882352941,0.25,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.2,0.2,1.0,0.5,0.46145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1741,1610612761,Jelani McCoy,Jelani McCoy,1741,TOR,2620.0,44,8.0,85,82,31.0,21.0,10.0,167,8.0,11.0,,1.0,8.0,1.0,,10.0,20.0,,4.0,24.0,69,,2.0,,3.0,11.0,12.0,8.0,,,,,,,,,,2.0,1.0,9.0,11.0,3.0,14.0,,,,1.0,,5.0,2.0,7.0,8.0,,4.0,11.0,31.0,0.6,0.6,0.5,,0.5,,0.5217391304347826,,0.7857142857142857,,28.8659793814433,0.2,0.19148936170212766,0.06666666666666667,0.14285714285714285,0.18518518518518517,0.07692307692307693,,0.2727272727272727,0.15,,,0.55,0.7272727272727273,0.8,0.75,0.4,0.05,,0.5,,0.55,0.46974,0.4465,0.18181818181818182,0.18181818181818182,,0.4583333333333333,5.205,,0.36470588235294116,4.0,2.0,,,,,,,4.0,6.0,,,,,,1.0,1.0,,,4.0,,3.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,,,,,0.6666666666666666,0.6666666666666666,0.5,0.1111111111111111,0.14285714285714285,0.07142857142857142,0.1111111111111111,0.1875,0.16666666666666666,0.75,0.25,0.4,,,,,,,0.6666666666666666,,,,0.49295,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.2,0.09090909090909091,0.375,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,5778.0,96,-4.0,178,176,54.0,33.0,25.0,354,9.0,10.0,2.0,2.0,2.0,21.0,3.0,18.0,33.0,4.0,12.0,51.0,167,3.0,5.0,7.0,6.0,20.0,22.0,14.0,3.0,3.0,,3.0,,2.0,,1.0,6.0,3.0,,4.0,4.0,4.0,8.0,1.0,6.0,5.0,5.0,4.0,7.0,1.0,2.0,14.0,1.0,7.0,20.0,54.0,0.6111111111111112,0.6875,0.5454545454545454,0.6,0.527027027027027,0.6,0.5813953488372093,0.5833333333333334,0.6666666666666666,0.10810810810810811,24.271844660194173,0.7142857142857143,0.041237113402061855,0.04225352112676056,,0.037383177570093455,0.04597701149425287,,0.047619047619047616,,,0.05555555555555555,0.2702702702702703,0.9,0.9,0.5555555555555556,0.05405405405405406,0.5675675675675675,0.08108108108108109,0.4,1.0,0.3783783783783784,0.47765540540540546,0.46258,0.16279069767441862,0.1794871794871795,0.13725490196078433,0.39215686274509803,11.984848484848484,25.575,0.30337078651685395,3.0,,9.0,,,,1.0,1.0,7.0,12.0,,,3.0,4.0,,1.0,,1.0,1.0,2.0,,3.0,,1.0,1.0,1.0,,1.0,,1.0,0.25,,0.25,0.5833333333333334,0.5833333333333334,,0.0625,,0.08333333333333333,,0.07894736842105263,,,,,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,0.25,,,,0.43687499999999996,3.0,,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,0.02702702702702703,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2245,1610612761,Damone Brown,Damone Brown,2245,TOR,6914.0,115,-8.0,213,215,69.0,56.0,28.0,428,4.0,7.0,,,10.0,16.0,1.0,11.0,33.0,2.0,6.0,28.0,201,,2.0,3.0,2.0,8.0,16.0,6.0,1.0,3.0,,3.0,,2.0,,1.0,6.0,3.0,2.0,10.0,12.0,3.0,15.0,,1.0,1.0,3.0,3.0,6.0,9.0,14.0,8.0,,4.0,8.0,69.0,0.7272727272727273,0.7272727272727273,0.3333333333333333,,0.3142857142857143,,0.3684210526315789,0.375,0.36363636363636365,0.05714285714285714,17.88617886178862,0.5,0.08771929824561403,0.03529411764705882,0.14285714285714285,0.09375,0.02912621359223301,0.07142857142857142,0.037037037037037035,0.08888888888888889,0.5,,0.2,0.5714285714285714,0.6666666666666666,0.75,0.2857142857142857,0.45714285714285713,0.02857142857142857,,,0.2571428571428571,0.44636428571428577,0.4206,0.10810810810810811,0.11428571428571428,0.10714285714285714,0.2857142857142857,11.896969696969697,24.6,0.323943661971831,2.0,3.0,4.0,,,,,3.0,3.0,9.0,,1.0,,,,,,,1.0,3.0,,1.0,1.0,2.0,,,,,,,,,,0.3333333333333333,0.3,,,,0.024390243902439025,,0.11904761904761904,,,0.3,0.3333333333333333,0.25,0.26666666666666666,1.0,,,,0.2,,,,0.44842000000000004,1.0,3.0,,,,1.0,,1.0,0.09090909090909091,0.14285714285714285,0.1,0.5,,1.0,,0.02857142857142857,,,,1.0,1.0,0.0625,0.3333333333333333,0.1,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1747,1610612761,Rafer Alston,Rafer Alston,1747,TOR,3899.0,65,6.0,119,119,54.0,45.0,19.0,238,1.0,4.0,,,1.0,4.0,10.0,2.0,9.0,11.0,2.0,18.0,108,,1.0,3.0,2.0,9.0,,4.0,10.0,14.0,2.0,16.0,1.0,7.0,,7.0,34.0,,2.0,5.0,7.0,,7.0,,,,2.0,1.0,4.0,1.0,7.0,2.0,,,9.0,54.0,,,0.2222222222222222,,0.4,0.5,0.42857142857142855,0.5,0.45,0.55,17.73049645390071,0.5,0.07692307692307693,,0.2,0.09333333333333334,,,,0.08695652173913043,,,0.2,0.25,0.3333333333333333,,0.05,0.2,0.5,,,0.75,0.5201175,0.58,,,0.16666666666666666,0.5,10.133333333333333,25.200000000000003,0.453781512605042,3.0,,1.0,3.0,1.0,4.0,4.0,,2.0,5.0,1.0,4.0,9.0,,3.0,,,,2.0,2.0,,1.0,,,,,,,,0.75,0.36363636363636365,0.25,0.36363636363636365,0.4,0.3888888888888889,,,,,,0.10714285714285714,0.2857142857142857,,,,0.25,0.25,,0.3,0.3,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.25,0.3,0.5080555555555555,1.0,2.0,1.0,,,1.0,,1.0,0.2222222222222222,0.25,1.0,0.3333333333333333,1.0,1.0,,0.05,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,2.0,3.0,1.0,0.5,0.6666666666666666,0.5,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
213,1610612761,Antonio Davis,Antonio Davis,213,TOR,4412.0,74,-23.0,135,137,43.0,37.0,20.0,272,2.0,3.0,1.0,1.0,6.0,13.0,,8.0,22.0,,9.0,25.0,140,1.0,3.0,2.0,3.0,9.0,6.0,10.0,,4.0,2.0,6.0,1.0,2.0,,2.0,14.0,4.0,,17.0,20.0,4.0,24.0,1.0,,,4.0,2.0,6.0,1.0,5.0,12.0,,5.0,9.0,43.0,0.375,0.42857142857142855,0.36363636363636365,0.3333333333333333,0.36363636363636365,0.3333333333333333,0.44642857142857145,0.3333333333333333,0.5625,,21.656050955414013,0.6666666666666666,0.25,0.06779661016949153,,0.22666666666666666,0.057971014492753624,0.05555555555555555,0.2222222222222222,0.36,,0.1,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.5,0.2727272727272727,0.5909090909090909,,0.3333333333333333,1.0,0.13636363636363635,0.40227727272727276,0.46565,0.18518518518518517,0.18518518518518517,0.08,0.36,12.468181818181817,,0.31851851851851853,1.0,1.0,5.0,,,,,,3.0,6.0,,,,2.0,,,3.0,,,2.0,,2.0,1.0,,2.0,,1.0,2.0,2.0,,,,,0.5,0.5,0.5,,0.1,0.06451612903225806,,0.16,,1.0,0.16666666666666666,0.3333333333333333,0.38461538461538464,0.38461538461538464,0.4,,,,0.16666666666666666,,,,0.3764166666666667,1.0,3.0,2.0,1.0,,1.0,1.0,1.0,0.13636363636363635,,0.5,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,
966,1610612761,Jerome Williams,Jerome Williams,966,TOR,5353.0,89,10.0,161,163,41.0,35.0,20.0,324,5.0,8.0,2.0,5.0,5.0,5.0,1.0,10.0,18.0,1.0,10.0,30.0,143,2.0,6.0,4.0,5.0,9.0,16.0,4.0,1.0,3.0,,3.0,,1.0,,2.0,6.0,8.0,2.0,22.0,25.0,10.0,35.0,,5.0,1.0,2.0,,8.0,,7.0,16.0,,6.0,9.0,41.0,0.8,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5263157894736842,0.2857142857142857,0.5555555555555556,0.2857142857142857,0.75,0.05263157894736842,19.02173913043478,0.25,0.24719101123595505,0.12121212121212122,0.2222222222222222,0.24489795918367346,0.11538461538461539,0.20833333333333334,0.20833333333333334,0.15789473684210525,,,0.42105263157894735,0.625,0.625,0.6,0.2631578947368421,0.2631578947368421,0.05263157894736842,0.7142857142857143,0.4,0.47368421052631576,0.4895815789473685,0.5315916666666667,0.24,0.25,0.13333333333333333,0.3,7.694444444444445,27.7,0.2546583850931677,2.0,1.0,4.0,,,,,,2.0,3.0,,,,2.0,,1.0,1.0,4.0,3.0,6.0,,3.0,1.0,,1.0,,1.0,1.0,1.0,,,,,0.6666666666666666,0.6666666666666666,0.5,0.08333333333333333,,0.1,0.09090909090909091,0.4074074074074074,0.2857142857142857,1.0,0.2,0.25,0.8,0.8,1.0,,,,0.6666666666666666,,,,0.5136,2.0,1.0,2.0,,1.0,2.0,,,0.05555555555555555,,0.2,1.0,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,0.14285714285714285,,,,1.0,1.0,0.25,0.5,True,,,,,,,,,,,,,,,,,,,,,,
283,1610612761,Lindsey Hunter,Lindsey Hunter,283,TOR,169.0,3,-2.0,4,4,,,1.0,8,,1.0,,,,,1.0,,1.0,1.0,,,2,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,40.0,,0.25,,,0.2,,,,,,,0.5,,,,,,0.5,,,1.0,0.44895,,,,,,3.3,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
702,1610612761,Voshon Lenard,Voshon Lenard,702,TOR,88.0,1,-1.0,4,4,,4.0,,8,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
