EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsPutbacks,FTOffRebounds,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffFTReboundPct,BlocksRecoveredPct,OffensiveGoaltends,Defensive 3 Seconds Violations,OffCorner3ReboundPct,HeaveAttempts,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,SecondChanceAtRimPctAssisted,on,ThreePtShootingFoulsDrawn,BlockedCorner3,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls
123,1610612740,Robert Pack,Robert Pack,123,NOH,26280.0,438,-83,824,830,255,258.0,114,1654,21.0,48.0,2.0,6.0,6.0,15.0,7.0,18.0,24.0,58,1.0,1.0,1.0,4.0,2.0,52.0,124,5.0,41.0,145.0,889,6.0,13.0,1.0,3.0,15.0,14.0,35,3.0,15.0,43.0,62.0,42.0,4.0,15.0,1.0,61.0,20.0,81,11.0,9.0,21.0,7.0,33.0,182,1.0,10.0,11.0,28.0,1.0,40.0,11.0,51.0,1.0,25.0,8.0,17.0,25.0,6.0,12.0,15.0,1.0,13.0,5.0,40.0,4.0,10.0,6.0,35.0,1.0,2.0,55.0,1.0,15.0,13.0,43.0,255,10.0,0.5961538461538461,0.5961538461538461,0.41935483870967744,0.46153846153846156,0.4,0.40310077519379844,0.42857142857142855,0.3684210526315789,0.46474358974358976,0.46875,0.4387755102040816,0.03875968992248062,0.2,0.12096774193548387,0.22916666666666666,0.1111111111111111,0.034482758620689655,0.25,20.437956204379564,0.625,0.038461538461538464,0.0875,0.029585798816568046,0.13580246913580246,0.016129032258064516,0.09725685785536159,0.0275,0.03260869565217391,0.039473684210526314,0.023529411764705882,0.022222222222222223,0.08080808080808081,0.05,0.11347517730496454,0.12280701754385964,0.16666666666666666,0.01694915254237288,0.37209302325581395,0.4375,0.5675675675675675,0.3333333333333333,0.13953488372093023,0.3888888888888889,0.4375,0.5714285714285714,0.4496124031007752,0.41379310344827586,0.42857142857142855,0.8333333333333334,0.007751937984496124,0.031007751937984496,0.42857142857142855,0.3333333333333333,0.07142857142857142,0.39473684210526316,0.4,0.02631578947368421,0.05263157894736842,0.4108527131782946,0.46857343749999986,0.4757346153846154,0.46773552631578946,0.1048951048951049,0.10869565217391304,0.10344827586206896,0.296551724137931,9.99193548387097,27.04,0.3094660194174757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
133,1610612740,David Wesley,David Wesley,133,NOH,15037.0,251,-66,477,484,153,172.0,60,961,9.0,15.0,,,4.0,6.0,1.0,5.0,16.0,38,17.0,4.0,2.0,22.0,6.0,26.0,58,39.0,23.0,135.0,530,,3.0,7.0,1.0,7.0,9.0,19,8.0,20.0,53.0,44.0,8.0,22.0,3.0,1.0,16.0,1.0,17,,1.0,4.0,5.0,7.0,35,2.0,3.0,4.0,15.0,,19.0,5.0,24.0,2.0,12.0,9.0,3.0,7.0,1.0,3.0,4.0,2.0,4.0,,11.0,,2.0,7.0,16.0,,1.0,31.0,1.0,5.0,11.0,53.0,153,1.0,0.8461538461538461,0.8461538461538461,0.4482758620689655,,0.47368421052631576,0.5773195876288659,0.3,0.6111111111111112,0.6026785714285714,0.3181818181818182,0.6463414634146342,0.4020618556701031,0.02564102564102564,0.05172413793103448,0.13333333333333333,0.2,,0.045454545454545456,22.568807339449542,0.6363636363636364,,0.08823529411764706,0.016129032258064516,0.08695652173913043,0.04878048780487805,0.08796296296296297,0.022026431718061675,,,0.033707865168539325,0.07407407407407407,0.057692307692307696,0.06666666666666667,0.1232876712328767,0.08823529411764706,0.08333333333333333,0.0425531914893617,0.15463917525773196,0.6,0.6923076923076923,0.6666666666666666,0.05154639175257732,0.2,0.25,,0.3917525773195876,0.42105263157894735,0.42105263157894735,1.0,0.17525773195876287,0.2268041237113402,,,0.4,0.2222222222222222,0.6666666666666666,0.07407407407407407,0.2222222222222222,0.5567010309278351,0.5101819587628867,0.5174062500000001,0.5015240740740742,0.04950495049504951,0.08064516129032258,0.05185185185185185,0.3925925925925926,13.448275862068966,24.197435897435895,0.32075471698113206,9.0,1.0,1.0,11.0,1.0,3.0,4.0,20.0,2.0,5.0,57.0,3.0,11.0,0.95,0.5128205128205128,0.2857142857142857,0.625,0.5128205128205128,0.5294117647058824,0.5294117647058824,1.0,0.5,0.5238095238095238,0.9090909090909091,0.25,1.0,0.3,0.3333333333333333,1.0,0.5,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,True,,,,,
136,1610612740,P.J. Brown,P.J. Brown,136,NOH,11590.0,193,-68,360,364,100,131.0,49,724,7.0,11.0,4.0,6.0,2.0,4.0,6.0,15.0,13.0,23,,,,1.0,1.0,26.0,49,1.0,8.0,60.0,414,5.0,8.0,,,10.0,6.0,15,1.0,8.0,20.0,40.0,12.0,1.0,1.0,,4.0,,4,,,,2.0,2.0,8,,14.0,6.0,20.0,2.0,28.0,15.0,43.0,1.0,2.0,2.0,,4.0,1.0,2.0,4.0,1.0,2.0,,8.0,2.0,2.0,9.0,22.0,4.0,1.0,8.0,,1.0,3.0,20.0,100,3.0,0.7692307692307693,0.9090909090909091,0.5306122448979592,0.625,0.4,0.52,0.625,0.375,0.5555555555555556,0.625,0.5,0.02,,0.02040816326530612,,0.06666666666666667,,,14.761904761904761,0.5,0.13333333333333333,0.15625,0.08974358974358974,0.13953488372093023,,0.15204678362573099,0.07526881720430108,0.0975609756097561,0.125,0.06666666666666667,,0.06976744186046512,0.2692307692307692,0.1694915254237288,0.15625,0.09090909090909091,0.045454545454545456,0.22,0.6363636363636364,0.6363636363636364,0.42857142857142855,0.3,0.4,0.42857142857142855,0.6666666666666666,0.46,0.5652173913043478,0.5652173913043478,1.0,,0.02,0.75,0.6666666666666666,,0.25,0.5,,0.0625,0.24,0.42774600000000007,0.4961857142857143,0.39640625000000007,0.0196078431372549,0.02,0.16666666666666666,0.3333333333333333,10.49795918367347,25.2,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,0.125,0.5,,,,,,,,,,,True,,,,,
1714,1610612740,Robert Traylor,Robert Traylor,1714,NOH,7938.0,132,-25,243,244,80,85.0,46,487,8.0,15.0,5.0,9.0,4.0,5.0,1.0,9.0,4.0,11,,,,,,13.0,35,,12.0,38.0,245,6.0,11.0,,2.0,14.0,5.0,9,,4.0,14.0,14.0,12.0,,4.0,,11.0,,11,,,5.0,,6.0,22,4.0,12.0,5.0,13.0,2.0,20.0,17.0,37.0,1.0,11.0,7.0,4.0,3.0,1.0,2.0,5.0,1.0,1.0,,8.0,3.0,3.0,6.0,18.0,1.0,2.0,14.0,,6.0,1.0,14.0,80,4.0,0.5384615384615384,0.875,0.37142857142857144,0.5454545454545454,0.5555555555555556,0.37142857142857144,0.5454545454545454,0.5555555555555556,0.4523809523809524,0.5833333333333334,0.6363636363636364,,,0.11428571428571428,0.13333333333333333,0.2222222222222222,,,16.835016835016834,0.375,0.3333333333333333,0.12380952380952381,0.10714285714285714,0.3333333333333333,0.26666666666666666,0.15,0.12598425196850394,0.12903225806451613,0.05,0.11475409836065574,0.25,0.125,0.17857142857142858,0.08888888888888889,0.4444444444444444,0.16666666666666666,0.05555555555555555,0.42857142857142855,0.5333333333333333,0.6153846153846154,0.25,0.2571428571428571,0.1111111111111111,0.14285714285714285,1.0,0.3142857142857143,0.36363636363636365,0.36363636363636365,1.0,,,0.8181818181818182,0.5555555555555556,,0.5555555555555556,0.8,,,0.42857142857142855,0.4780885714285714,0.5089,0.48816666666666664,0.14634146341463414,0.14634146341463414,0.3684210526315789,0.3684210526315789,8.079999999999998,,0.3292181069958848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,6.0,2.0,4.0,6.0,5.0,,0.16666666666666666,0.8333333333333334,1.0,1.0,0.3333333333333333,,,,,,,,True,,,,,
2042,1610612740,Courtney Alexander,Courtney Alexander,2042,NOH,8570.0,143,-22,258,261,57,67.0,42,519,8.0,17.0,2.0,4.0,3.0,6.0,2.0,3.0,10.0,31,3.0,1.0,1.0,6.0,2.0,20.0,51,9.0,8.0,54.0,268,3.0,7.0,2.0,4.0,13.0,5.0,11,3.0,4.0,17.0,28.0,12.0,6.0,3.0,2.0,4.0,1.0,5,1.0,,2.0,,2.0,11,,3.0,2.0,4.0,,6.0,3.0,9.0,1.0,3.0,3.0,,5.0,,3.0,2.0,1.0,2.0,,7.0,,1.0,5.0,18.0,,,11.0,1.0,5.0,1.0,17.0,57,5.0,0.7,0.7777777777777778,0.39215686274509803,0.42857142857142855,0.45454545454545453,0.38333333333333336,0.5,0.4642857142857143,0.4153846153846154,0.5909090909090909,0.5,0.15,0.2222222222222222,0.058823529411764705,0.058823529411764705,,0.06451612903225806,0.3333333333333333,23.003194888178914,0.7142857142857143,,0.032520325203252036,0.02608695652173913,0.09523809523809523,,0.041666666666666664,0.022556390977443608,0.030303030303030304,,0.03333333333333333,,0.03225806451612903,,0.05357142857142857,0.13333333333333333,,0.03125,0.2833333333333333,0.47058823529411764,0.5,0.375,0.05,0.6666666666666666,0.6666666666666666,0.5,0.5166666666666667,0.3225806451612903,0.3448275862068966,1.0,0.05,0.1,0.4444444444444444,0.5,0.1111111111111111,0.42857142857142855,0.5,0.07142857142857142,0.14285714285714285,0.43333333333333335,0.48146999999999995,0.4787111111111111,0.5039035714285715,0.078125,0.09090909090909091,0.24074074074074073,0.3148148148148148,12.172549019607843,24.37777777777778,0.22093023255813954,2.0,1.0,1.0,,,1.0,,2.0,1.0,1.0,6.0,,,1.0,0.2222222222222222,0.5,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.6666666666666666,1.0,,,,1.0,1.0,0.1111111111111111,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,True,,,,,
2213,1610612740,Kirk Haston,Kirk Haston,2213,NOH,629.0,10,-11,20,21,6,15.0,2,41,,,,,,,,,,2,,,,,,,2,,,,31,,,,,,,2,,,,,,,,,1.0,,1,,,1.0,,,2,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,3.0,1.0,,,,,,,6,,,,,,,,,,,,,,,,,,,,14.285714285714286,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.36075,,0.36075,,,,,19.6,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
248,1610612740,George Lynch,George Lynch,248,NOH,6821.0,114,-14,220,217,81,95.0,26,437,8.0,12.0,2.0,3.0,1.0,2.0,,2.0,6.0,10,3.0,,,6.0,2.0,14.0,24,9.0,6.0,37.0,224,2.0,5.0,,,4.0,1.0,6,2.0,4.0,6.0,22.0,6.0,5.0,1.0,,7.0,,7,,,3.0,,4.0,14,1.0,7.0,2.0,14.0,,16.0,8.0,24.0,1.0,4.0,3.0,1.0,1.0,4.0,,4.0,,1.0,,5.0,,1.0,6.0,10.0,1.0,,9.0,1.0,3.0,2.0,6.0,81,1.0,0.7857142857142857,0.9166666666666666,0.5833333333333334,0.4,0.16666666666666666,0.4696969696969697,0.4,0.125,0.5,0.4,0.2727272727272727,0.2727272727272727,,0.041666666666666664,0.08333333333333333,,,,16.8,0.2,,0.15730337078651685,0.08860759493670886,0.1,0.05,0.14678899082568808,0.08080808080808081,0.09090909090909091,0.09523809523809523,0.08333333333333333,0.07142857142857142,0.12903225806451613,0.21739130434782608,0.14285714285714285,0.14285714285714285,,0.07142857142857142,0.36363636363636365,0.6666666666666666,0.7272727272727273,0.625,0.06060606060606061,,,,0.30303030303030304,0.6,0.6,1.0,0.09090909090909091,0.18181818181818182,0.6,0.6666666666666666,,0.25,0.5,,0.25,0.6363636363636364,0.50785,0.5131,0.4200142857142857,0.08571428571428572,0.11538461538461539,0.10810810810810811,0.16216216216216217,8.679166666666667,26.333333333333332,0.36818181818181817,1.0,,,,,,,1.0,,,3.0,,,1.0,0.1111111111111111,,,0.125,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,4.0,,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,True,,,,,
469,1610612740,Jamal Mashburn,Jamal Mashburn,469,NOH,18053.0,301,-49,576,579,170,176.0,78,1155,12.0,21.0,3.0,3.0,6.0,8.0,15.0,28.0,14.0,53,8.0,1.0,1.0,29.0,10.0,41.0,102,37.0,25.0,149.0,632,7.0,13.0,2.0,5.0,22.0,13.0,26,11.0,17.0,55.0,26.0,56.0,29.0,3.0,,25.0,7.0,32,5.0,2.0,9.0,3.0,13.0,71,2.0,8.0,7.0,29.0,2.0,38.0,10.0,48.0,1.0,6.0,4.0,2.0,11.0,3.0,3.0,10.0,4.0,8.0,,21.0,4.0,3.0,6.0,13.0,1.0,3.0,31.0,5.0,9.0,8.0,55.0,170,1.0,0.3170731707317073,0.34210526315789475,0.4019607843137255,0.5384615384615384,0.5,0.4460431654676259,0.5666666666666667,0.5135135135135135,0.4867549668874172,0.6470588235294118,0.574468085106383,0.26618705035971224,,0.029411764705882353,0.14285714285714285,,,,25.74850299401198,0.5238095238095238,0.10526315789473684,0.14427860696517414,0.03508771929824561,0.1206896551724138,0.043478260869565216,0.138996138996139,0.0364963503649635,0.056338028169014086,0.04,0.018691588785046728,0.0625,0.14754098360655737,0.20833333333333334,0.10869565217391304,0.12195121951219512,0.11764705882352941,0.01282051282051282,0.1510791366906475,0.5714285714285714,0.6666666666666666,0.25,0.2014388489208633,0.5357142857142857,0.5357142857142857,0.26666666666666666,0.381294964028777,0.2641509433962264,0.2641509433962264,0.42857142857142855,0.05755395683453238,0.20863309352517986,0.2,1.0,0.06666666666666667,0.21621621621621623,0.75,0.02702702702702703,0.2702702702702703,0.4172661870503597,0.4593136690647483,0.4051363636363636,0.4745891891891892,0.06293706293706294,0.08490566037735849,0.1476510067114094,0.3691275167785235,12.136274509803918,24.616216216216216,0.2951388888888889,3.0,,1.0,11.0,1.0,1.0,3.0,14.0,1.0,4.0,33.0,9.0,11.0,0.7857142857142857,0.3783783783783784,0.5,0.36363636363636365,0.3783783783783784,0.375,0.375,1.0,0.3793103448275862,0.3793103448275862,0.7272727272727273,,,0.06666666666666667,1.0,1.0,1.0,0.3,0.3793103448275862,6.0,,1.0,1.0,,2.0,2.0,,,1.0,,,,,2.0,1.0,1.0,,,,True,,,,,
278,1610612740,Stacey Augmon,Stacey Augmon,278,NOH,4475.0,75,-15,145,147,61,43.0,25,292,2.0,7.0,,,,3.0,,2.0,3.0,9,,,,1.0,1.0,5.0,18,1.0,5.0,15.0,154,1.0,1.0,1.0,,2.0,1.0,7,1.0,3.0,5.0,6.0,4.0,1.0,2.0,,7.0,2.0,9,,2.0,1.0,3.0,3.0,20,,3.0,2.0,1.0,1.0,4.0,4.0,8.0,,2.0,1.0,1.0,,,,,,,,,,,2.0,7.0,1.0,,8.0,,3.0,1.0,5.0,61,4.0,0.6,0.6,0.2777777777777778,1.0,0.14285714285714285,0.2631578947368421,0.5,0.125,0.32608695652173914,0.3333333333333333,0.25,0.05263157894736842,,0.1111111111111111,0.14285714285714285,0.5,,,12.994350282485875,,0.2,0.019230769230769232,0.0410958904109589,0.125,,0.04411764705882353,0.03896103896103896,0.05555555555555555,0.07142857142857142,0.024390243902439025,,,,0.045454545454545456,,0.3333333333333333,,0.3684210526315789,0.2857142857142857,0.3333333333333333,1.0,0.10526315789473684,,,,0.47368421052631576,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.05263157894736842,,,,0.375,,,0.125,0.42105263157894735,0.47099473684210524,0.3569,0.42305,0.13636363636363635,0.14285714285714285,0.13333333333333333,0.3333333333333333,9.75,26.6,0.4206896551724138,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1.0,,,,,,,0.16666666666666666,,,,,,,,,,,,True,,,,,
2048,1610612740,Jamaal Magloire,Jamaal Magloire,2048,NOH,12697.0,212,-61,407,413,146,146.0,51,820,14.0,30.0,6.0,10.0,5.0,8.0,2.0,14.0,1.0,4,,,,,,17.0,48,,31.0,65.0,465,6.0,11.0,,5.0,17.0,6.0,10,,18.0,30.0,22.0,12.0,,6.0,,5.0,2.0,7,1.0,1.0,2.0,1.0,2.0,16,6.0,15.0,6.0,25.0,6.0,37.0,21.0,58.0,2.0,3.0,3.0,,5.0,1.0,1.0,9.0,2.0,4.0,,14.0,2.0,8.0,15.0,24.0,1.0,5.0,38.0,2.0,14.0,6.0,30.0,146,,0.6470588235294118,0.7857142857142857,0.3541666666666667,0.5454545454545454,0.6,0.3541666666666667,0.5454545454545454,0.6,0.49242424242424243,0.6538461538461539,0.75,,,0.125,0.16666666666666666,0.07142857142857142,,,17.130620985010708,0.35714285714285715,0.42857142857142855,0.16447368421052633,0.09803921568627451,0.1276595744680851,0.16216216216216217,0.15577889447236182,0.11052631578947368,0.09302325581395349,0.13333333333333333,0.07692307692307693,0.125,0.1568627450980392,0.17142857142857143,0.16666666666666666,0.11764705882352941,0.15384615384615385,0.08,0.625,0.4666666666666667,0.56,0.7142857142857143,0.2916666666666667,0.14285714285714285,0.15384615384615385,0.5,0.08333333333333333,0.25,0.25,,,,0.9090909090909091,0.6,,0.8,0.625,,,0.625,0.5102208333333332,0.5690727272727273,0.5902399999999999,0.23333333333333334,0.23333333333333334,0.26153846153846155,0.46153846153846156,3.6937499999999996,,0.35872235872235875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,12.0,7.0,3.0,13.0,7.0,,,0.5384615384615384,,1.0,0.23076923076923078,,,1.0,1.0,2.0,1.0,0.3333333333333333,True,,,,,
