EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,OffCorner3ReboundPct,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,OffensiveGoaltends,on,Clear Path Fouls,HeaveMakes
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,83999.0,1400,80,2731,2729,822.0,974.0,324.0,5460,115.0,212.0,20.0,34.0,39.0,61.0,32.0,83.0,149.0,349.0,3.0,10.0,1.0,4.0,64.0,160.0,10.0,20.0,23.0,56.0,296.0,644.0,67.0,170.0,249.0,1042.0,2899,35.0,62.0,10.0,20.0,24.0,124.0,100.0,178.0,24.0,60.0,93.0,365.0,162.0,430.0,126.0,75.0,30.0,2.0,158.0,64.0,34.0,3.0,129.0,60.0,189.0,47.0,13.0,68.0,3.0,58.0,438.0,14.0,45.0,1.0,36.0,120.0,16.0,172.0,60.0,232.0,24.0,64.0,44.0,20.0,59.0,11.0,34.0,26.0,5.0,25.0,5.0,85.0,11.0,19.0,40.0,89.0,4.0,5.0,315.0,29.0,2.0,2.0,133.0,4.0,34.0,29.0,12.0,3.0,14.0,29.0,20.0,3.0,1.0,365.0,822.0,13.0,0.2736486486486486,0.2882562277580071,0.6268656716417911,0.3941176470588235,0.5,0.4,0.3988095238095238,0.4596273291925465,0.5645161290322581,0.5617977528089888,0.4871007371007371,0.6097560975609756,0.5714285714285714,0.5455974842767296,0.6595744680851063,0.6228668941979523,0.2088452088452088,0.0176470588235294,0.0527950310559006,0.0896226415094339,0.108433734939759,0.0171919770773638,0.1,0.0125,33.48372542700612,0.6941176470588235,0.1797752808988764,0.0142857142857142,0.1244813278008298,0.0466804979253112,0.1395348837209302,0.0386740331491712,0.1276595744680851,0.0444947209653092,0.0727848101265822,0.053030303030303,0.0290697674418604,0.046979865771812,0.1025641025641025,0.1111111111111111,0.1434782608695652,0.1489361702127659,0.1142857142857142,0.0588235294117647,0.6896551724137931,0.2604422604422604,0.5424528301886793,0.5958549222797928,0.2956521739130435,0.1019656019656019,0.3855421686746988,0.4324324324324324,0.1875,0.4287469287469287,0.4269340974212034,0.434402332361516,0.2751677852348993,0.0122850122850122,0.3,0.3333333333333333,1.0,0.1965601965601965,0.4,0.4050632911392405,0.609375,0.4146341463414634,0.5882352941176471,0.15,0.2439024390243902,0.5,0.9,0.2563025210084033,0.639344262295082,0.0168067226890756,0.25,0.2352941176470588,0.4107142857142857,0.4692874692874693,0.4050632911392405,0.4758432266009851,0.4965492307692308,0.4635016877637129,0.1489130434782608,0.177807486631016,0.0232558139534883,0.1190019193857965,0.3502879078694818,11.134627329192543,25.43705882352942,0.3009886488465763,,,,,,,,,,,,True,,
1521,1610612753,Jacque Vaughn,Jacque Vaughn,1521,ORL,42315.0,705,42,1363,1348,395.0,437.0,156.0,2711,33.0,74.0,5.0,9.0,7.0,15.0,5.0,9.0,30.0,77.0,2.0,8.0,1.0,3.0,2.0,4.0,,,,1.0,68.0,160.0,4.0,12.0,48.0,196.0,1389,7.0,13.0,,1.0,2.0,16.0,15.0,34.0,1.0,4.0,15.0,48.0,54.0,82.0,12.0,,,,4.0,2.0,15.0,1.0,72.0,24.0,96.0,23.0,1.0,26.0,3.0,43.0,216.0,3.0,8.0,,10.0,27.0,1.0,38.0,11.0,49.0,1.0,24.0,14.0,10.0,19.0,4.0,14.0,17.0,5.0,5.0,3.0,36.0,2.0,12.0,23.0,78.0,1.0,3.0,60.0,3.0,,,23.0,,9.0,1.0,,1.0,,1.0,1.0,,,48.0,395.0,18.0,0.3970588235294117,0.3970588235294117,1.0,0.3333333333333333,,0.25,0.3333333333333333,0.425,0.5384615384615384,0.4411764705882353,0.4302325581395348,0.5,0.4342105263157895,0.4875621890547263,0.4705882352941176,0.4897959183673469,0.0697674418604651,0.0833333333333333,0.09375,0.2027027027027027,,,0.125,,15.304798962386512,0.5277777777777778,0.0227272727272727,,0.0543259557344064,0.0164609053497942,0.09009009009009,0.0174418604651162,0.0608552631578947,0.0167173252279635,0.0301204819277108,,0.0115830115830115,0.02,0.043859649122807,0.0512820512820512,0.0616740088105726,0.0681818181818181,0.1739130434782608,0.0120481927710843,1.0,0.4302325581395348,0.4459459459459459,0.559322033898305,0.303030303030303,0.0523255813953488,0.5555555555555556,0.5555555555555556,,0.4476744186046512,0.3896103896103896,0.3896103896103896,0.5666666666666667,0.0465116279069767,0.25,0.2857142857142857,1.0,0.0232558139534883,0.5,0.5,1.0,0.6428571428571429,0.5555555555555556,0.4,,,,0.3947368421052631,0.4666666666666667,0.0789473684210526,0.3333333333333333,0.0263157894736842,,0.5,0.5,0.4983857558139536,0.5100666666666667,0.4810789473684211,0.1197916666666666,0.1277777777777777,,0.0816326530612244,0.2448979591836734,9.51375,23.641666666666666,0.2898019075568598,1.0,0.0714285714285714,,,,,,,,,,True,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,84441.0,1407,88,2735,2706,837.0,882.0,320.0,5441,17.0,29.0,6.0,11.0,8.0,12.0,4.0,11.0,59.0,138.0,13.0,37.0,3.0,13.0,64.0,160.0,4.0,17.0,15.0,43.0,80.0,178.0,77.0,197.0,49.0,440.0,2878,11.0,24.0,4.0,18.0,10.0,44.0,27.0,45.0,18.0,56.0,27.0,135.0,142.0,18.0,231.0,,4.0,,160.0,64.0,5.0,1.0,44.0,18.0,62.0,16.0,2.0,10.0,6.0,28.0,142.0,16.0,26.0,3.0,21.0,77.0,10.0,108.0,45.0,153.0,2.0,29.0,18.0,11.0,24.0,2.0,14.0,12.0,,10.0,3.0,36.0,3.0,10.0,54.0,132.0,10.0,7.0,59.0,4.0,,2.0,17.0,3.0,9.0,14.0,6.0,1.0,7.0,14.0,8.0,,4.0,135.0,837.0,17.0,0.8875,0.9102564102564102,1.0,0.3908629441624365,0.2222222222222222,0.3214285714285714,0.3908629441624365,0.449438202247191,0.4583333333333333,0.6,0.5213333333333333,0.4047619047619047,0.5346534653465347,0.5475,0.4489795918367347,0.5775862068965517,0.5253333333333333,0.0050761421319796,0.0280898876404494,0.1724137931034483,,,0.027027027027027,,14.050918466000644,0.6666666666666666,0.1219512195121951,0.0416666666666666,0.0792996910401647,0.0274841437632135,0.0792452830188679,0.04177545691906,0.0792880258899676,0.0316027088036117,0.033003300330033,0.0232558139534883,0.0252918287937743,0.045016077170418,0.0950413223140495,0.0830449826989619,0.0681818181818181,0.0621761658031088,0.125,0.0094786729857819,0.5714285714285714,0.0773333333333333,0.5862068965517241,0.7083333333333334,0.6470588235294118,0.0293333333333333,0.3636363636363636,0.3636363636363636,1.0,0.368,0.427536231884058,0.427536231884058,0.9491525423728814,0.0986666666666666,0.3513513513513513,0.3611111111111111,1.0,0.4266666666666667,0.4,0.4,1.0,0.2619047619047619,0.5454545454545454,0.5,0.4047619047619047,0.2352941176470588,1.0,0.1188118811881188,0.6666666666666666,0.1287128712871287,0.2307692307692307,0.4257425742574257,0.3488372093023256,0.6026666666666667,0.4,0.4973361333333335,0.5003112903225806,0.4975990099009901,0.0511508951406649,0.0890052356020942,0.015,0.1,0.3068181818181818,15.749438202247193,24.901015228426395,0.3060329067641681,1.0,0.0238095238095238,0.0277777777777777,,,,,,,,,True,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,109346.0,1822,47,3535,3526,1033.0,1177.0,433.0,7061,103.0,169.0,19.0,31.0,29.0,52.0,16.0,48.0,90.0,235.0,16.0,42.0,6.0,16.0,71.0,214.0,5.0,16.0,17.0,64.0,209.0,452.0,87.0,256.0,127.0,806.0,3691,26.0,47.0,8.0,26.0,7.0,83.0,45.0,105.0,23.0,80.0,50.0,209.0,226.0,192.0,243.0,18.0,20.0,1.0,213.0,71.0,34.0,2.0,104.0,35.0,139.0,27.0,8.0,35.0,7.0,62.0,313.0,13.0,27.0,,55.0,174.0,17.0,246.0,40.0,286.0,17.0,36.0,28.0,8.0,49.0,10.0,25.0,50.0,4.0,24.0,9.0,99.0,8.0,23.0,54.0,139.0,4.0,22.0,150.0,14.0,,14.0,59.0,,17.0,13.0,9.0,1.0,3.0,16.0,8.0,,,209.0,1033.0,24.0,0.5406698564593302,0.5678391959798995,0.9310344827586208,0.33984375,0.3076923076923077,0.2875,0.3411764705882353,0.4623893805309734,0.5531914893617021,0.4285714285714285,0.4795197740112994,0.5205479452054794,0.4297297297297297,0.5162337662337663,0.5460526315789473,0.490566037735849,0.3615819209039548,0.0078125,0.0752212389380531,0.1775147928994082,0.0833333333333333,,,0.0093457943925233,21.51710461080813,0.494949494949495,0.1588785046728972,,0.1360437842064112,0.021209740769835,0.1627218934911242,0.0285087719298245,0.1416202844774273,0.0231347599768652,0.0348258706467661,0.021505376344086,0.0131386861313868,0.0267379679144385,0.0870967741935483,0.1222826086956521,0.1697171381031613,0.151639344262295,0.1914893617021276,0.046070460704607,0.5,0.2387005649717514,0.6094674556213018,0.7410071942446043,0.4174757281553398,0.0677966101694915,0.3333333333333333,0.3636363636363636,0.1875,0.3319209039548023,0.3829787234042553,0.3829787234042553,0.7444444444444445,0.059322033898305,0.3809523809523809,0.3809523809523809,1.0,0.3022598870056497,0.3317757009345794,0.3349056603773584,0.9154929577464788,0.4246575342465753,0.6129032258064516,0.1052631578947368,0.2191780821917808,0.3125,1.0,0.2810810810810811,0.5576923076923077,0.0864864864864864,0.375,0.3459459459459459,0.265625,0.6002824858757062,0.3333333333333333,0.505692644978784,0.5350379629629631,0.5205232432432434,0.0783532536520584,0.1187122736418511,,0.1029776674937965,0.2593052109181141,10.925442477876109,25.062109375,0.2922206506364922,10.0,0.136986301369863,0.0365853658536585,3.0,3.0,2.0,1.0,0.3,1.0,,,True,,
2212,1610612753,Steven Hunter,Steven Hunter,2212,ORL,3849.0,64,-4,118,117,46.0,56.0,15.0,235,6.0,9.0,2.0,2.0,4.0,6.0,,5.0,,,,,,,,,,,,,6.0,14.0,,,3.0,15.0,125,2.0,2.0,,,,4.0,4.0,7.0,,,,8.0,10.0,2.0,,,2.0,,,,2.0,,1.0,,1.0,,,1.0,,,2.0,,2.0,,2.0,4.0,2.0,8.0,2.0,10.0,,,,,,,,,,,,,,,6.0,10.0,1.0,,11.0,1.0,,,6.0,,,5.0,3.0,,2.0,5.0,2.0,,,8.0,46.0,,0.8333333333333334,1.0,,,,,,0.4285714285714285,1.0,0.5714285714285714,0.4285714285714285,1.0,0.5714285714285714,0.3947368421052631,1.0,0.5714285714285714,,,0.1428571428571428,0.1111111111111111,0.2,,,,14.074074074074073,,0.4,,0.0615384615384615,0.0444444444444444,0.1666666666666666,,0.0779220779220779,0.0350877192982456,0.0588235294117647,,0.0666666666666666,,,0.2,0.0454545454545454,0.125,0.25,,0.4,0.6428571428571429,0.6666666666666666,0.75,0.8333333333333334,0.3571428571428571,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,,0.8571428571428571,0.6666666666666666,,,,,0.6428571428571429,,0.4972,0.54875,0.5518571428571429,0.3157894736842105,0.3157894736842105,,0.2666666666666666,0.5333333333333333,3.028571428571429,,0.3898305084745763,,,,,,,,,,,,True,,
2219,1610612753,Jeryl Sasser,Jeryl Sasser,2219,ORL,13124.0,219,-42,406,423,130.0,148.0,61.0,829,4.0,13.0,2.0,9.0,2.0,5.0,3.0,5.0,5.0,16.0,1.0,2.0,1.0,2.0,2.0,7.0,,,2.0,6.0,12.0,34.0,3.0,9.0,14.0,47.0,426,3.0,11.0,,,5.0,11.0,5.0,12.0,3.0,8.0,6.0,25.0,12.0,12.0,6.0,3.0,4.0,1.0,6.0,2.0,4.0,,10.0,1.0,11.0,1.0,,5.0,1.0,4.0,23.0,6.0,7.0,,7.0,15.0,1.0,23.0,13.0,36.0,,9.0,5.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,,7.0,1.0,1.0,10.0,20.0,,,20.0,2.0,,,9.0,,2.0,3.0,2.0,1.0,,3.0,2.0,,2.0,25.0,130.0,4.0,0.5,0.6,0.6666666666666666,0.3333333333333333,,0.375,0.375,0.3529411764705882,0.2727272727272727,0.4166666666666667,0.3837209302325581,0.2727272727272727,0.475,0.4519230769230769,0.3928571428571428,0.5434782608695652,0.2093023255813953,,0.1176470588235294,0.3076923076923077,,,,,12.31732776617954,0.4285714285714285,0.1111111111111111,,0.1041666666666666,0.0448717948717948,0.1428571428571428,0.1052631578947368,0.1139896373056994,0.0610328638497652,0.025,0.074074074074074,0.0449438202247191,0.0888888888888888,0.1333333333333333,0.1282051282051282,0.08,0.0857142857142857,0.2857142857142857,,0.6666666666666666,0.3023255813953488,0.3076923076923077,0.4444444444444444,0.25,0.1162790697674418,0.6,0.6,0.3333333333333333,0.3720930232558139,0.3125,0.3125,0.8,0.0465116279069767,0.5,0.5,,0.1627906976744186,0.2857142857142857,0.2857142857142857,1.0,0.8181818181818182,0.2222222222222222,,,,,0.25,0.4,0.1,0.5,0.3,0.3333333333333333,0.5116279069767442,0.3333333333333333,0.4772654761904761,0.4974999999999999,0.4865184210526316,0.18,0.2195121951219512,,0.2340425531914893,0.5319148936170213,10.32058823529412,26.66666666666667,0.3201970443349753,,,0.1666666666666666,,,,,,,1.0,,True,,
2415,1610612753,Ryan Humphrey,Ryan Humphrey,2415,ORL,8465.0,141,5,274,268,87.0,90.0,40.0,542,9.0,23.0,4.0,8.0,3.0,7.0,2.0,8.0,1.0,4.0,,,,,,,,,,,12.0,35.0,,,3.0,27.0,254,4.0,8.0,,,,8.0,5.0,11.0,,,1.0,11.0,12.0,12.0,,,8.0,,,,7.0,,2.0,,2.0,,,1.0,,1.0,4.0,2.0,10.0,,1.0,11.0,,12.0,12.0,24.0,,1.0,1.0,,3.0,1.0,3.0,11.0,1.0,,1.0,14.0,4.0,4.0,12.0,25.0,2.0,4.0,4.0,,,,1.0,,1.0,9.0,7.0,,2.0,9.0,7.0,1.0,,11.0,87.0,2.0,0.5,0.75,,,,,,0.3428571428571428,0.5,0.4545454545454545,0.3428571428571428,0.5,0.4545454545454545,0.3648648648648648,0.5,0.4583333333333333,,,0.2,0.217391304347826,0.25,,,,15.88785046728972,0.2142857142857142,,,0.1018518518518518,0.0970873786407767,0.0526315789473684,0.0625,0.0944881889763779,0.0888888888888888,0.1351351351351351,0.1333333333333333,0.0588235294117647,0.037037037037037,0.0769230769230769,0.088235294117647,0.125,0.0833333333333333,,,0.7777777777777778,0.6571428571428571,0.391304347826087,0.5,0.4444444444444444,0.2285714285714285,0.25,0.3333333333333333,0.5,0.1142857142857142,0.25,0.25,1.0,,,,,,,,,1.0,0.5,,,,,0.6363636363636364,0.4285714285714285,,,,,0.6571428571428571,,0.4882314285714285,0.5090285714285714,0.4494363636363637,0.0277777777777777,0.0277777777777777,,0.2962962962962963,0.4074074074074074,3.525714285714286,,0.3175182481751825,,,0.2,,,,,,,2.0,1.0,True,,
2469,1610612753,Pat Burke,Pat Burke,2469,ORL,16579.0,276,-46,536,552,142.0,208.0,77.0,1088,15.0,29.0,3.0,7.0,4.0,9.0,3.0,9.0,13.0,47.0,1.0,1.0,,,,2.0,,,,,31.0,85.0,1.0,3.0,13.0,78.0,546,4.0,12.0,1.0,1.0,5.0,16.0,6.0,18.0,,,4.0,16.0,52.0,10.0,,3.0,6.0,,2.0,,3.0,,3.0,3.0,6.0,2.0,1.0,,2.0,1.0,15.0,5.0,9.0,2.0,1.0,21.0,1.0,23.0,16.0,39.0,2.0,6.0,3.0,3.0,10.0,3.0,5.0,8.0,2.0,5.0,,18.0,1.0,2.0,26.0,40.0,5.0,3.0,17.0,2.0,,,7.0,,3.0,6.0,5.0,,1.0,6.0,4.0,,2.0,16.0,142.0,5.0,0.8387096774193549,0.9285714285714286,,0.3333333333333333,1.0,,0.3333333333333333,0.3647058823529411,0.3333333333333333,0.3333333333333333,0.3693181818181818,0.4230769230769231,0.3333333333333333,0.40625,0.5,0.3809523809523809,0.034090909090909,,0.0352941176470588,0.0689655172413793,0.1111111111111111,,,,18.02232854864434,0.5555555555555556,0.0666666666666666,0.1428571428571428,0.1044776119402985,0.0389610389610389,0.0222222222222222,0.0847457627118644,0.089430894308943,0.0482758620689655,0.0434782608695652,,0.0491803278688524,0.0943396226415094,0.1162790697674418,0.109090909090909,0.0970873786407767,0.0344827586206896,,0.0392156862745098,0.6666666666666666,0.3295454545454545,0.5172413793103449,0.5555555555555556,0.7333333333333333,0.1022727272727272,0.3333333333333333,0.375,0.6666666666666666,0.5340909090909091,0.2765957446808511,0.2765957446808511,1.0,0.0113636363636363,1.0,1.0,,0.0227272727272727,,,,0.5384615384615384,0.4285714285714285,,,,,0.5,0.4444444444444444,,,,,0.3636363636363636,,0.4656653409090909,0.4652749999999999,0.4874722222222222,0.075268817204301,0.0777777777777777,,0.2051282051282051,0.2051282051282051,11.216470588235296,24.53333333333333,0.2649253731343283,1.0,0.0769230769230769,,1.0,,,,1.0,,,,True,,
255,1610612753,Grant Hill,Grant Hill,255,ORL,28856.0,481,66,959,945,279.0,239.0,109.0,1904,40.0,63.0,6.0,9.0,11.0,17.0,15.0,38.0,21.0,62.0,,,,,,1.0,,,,,76.0,163.0,,1.0,86.0,238.0,981,7.0,13.0,,,4.0,18.0,15.0,34.0,,,39.0,69.0,50.0,102.0,,,10.0,,1.0,,6.0,,44.0,23.0,67.0,16.0,7.0,14.0,1.0,29.0,157.0,8.0,18.0,,25.0,72.0,19.0,116.0,26.0,142.0,3.0,16.0,11.0,5.0,23.0,10.0,11.0,27.0,8.0,12.0,4.0,50.0,4.0,11.0,13.0,26.0,1.0,4.0,103.0,9.0,,,41.0,,15.0,8.0,4.0,1.0,3.0,8.0,5.0,,1.0,69.0,279.0,4.0,0.3289473684210526,0.352112676056338,,,,,,0.4662576687116564,0.5384615384615384,0.4411764705882353,0.4634146341463415,0.5384615384615384,0.4411764705882353,0.5639810426540285,0.6,0.6160714285714286,0.0060975609756097,,0.0368098159509202,0.0476190476190476,0.0526315789473684,0.0161290322580645,,,24.03314917127072,0.46,0.6129032258064516,,0.2039660056657223,0.0529411764705882,0.2293577981651376,0.073394495412844,0.2099567099567099,0.0579064587973273,0.0707070707070707,0.0196078431372549,0.0526315789473684,0.0481927710843373,0.1728395061728395,0.1818181818181818,0.2312138728323699,0.25,0.1891891891891892,0.037037037037037,0.625,0.3841463414634146,0.6349206349206349,0.6666666666666666,0.35,0.2317073170731707,0.3947368421052631,0.4166666666666667,0.3333333333333333,0.3780487804878049,0.3387096774193548,0.3442622950819672,0.2857142857142857,,,,,0.0060975609756097,,,,0.6923076923076923,0.6666666666666666,0.1666666666666666,,,,0.5,0.6470588235294118,,,,,0.3902439024390244,,0.4734445121951219,0.46941,0.4645382352941176,0.2091836734693877,0.2102564102564102,,0.0756302521008403,0.2899159663865546,8.605521472392638,23.9,0.2909280500521376,,,0.1538461538461538,,,,,,,,,True,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,63404.0,1057,38,2088,2073,728.0,855.0,259.0,4161,40.0,65.0,4.0,7.0,14.0,24.0,4.0,14.0,44.0,99.0,9.0,30.0,2.0,12.0,23.0,66.0,5.0,8.0,9.0,28.0,88.0,178.0,32.0,96.0,88.0,360.0,2181,8.0,15.0,8.0,13.0,2.0,42.0,31.0,57.0,11.0,40.0,60.0,155.0,78.0,98.0,78.0,18.0,4.0,2.0,64.0,23.0,10.0,2.0,92.0,51.0,143.0,44.0,7.0,47.0,5.0,40.0,337.0,21.0,26.0,,17.0,71.0,5.0,93.0,47.0,140.0,6.0,55.0,37.0,18.0,46.0,12.0,28.0,23.0,2.0,18.0,,69.0,9.0,28.0,19.0,74.0,4.0,4.0,105.0,4.0,,19.0,10.0,1.0,34.0,4.0,1.0,,3.0,5.0,3.0,,1.0,155.0,728.0,16.0,0.4431818181818182,0.4534883720930232,0.8125,0.3333333333333333,0.6153846153846154,0.275,0.3404255319148936,0.4943820224719101,0.5333333333333333,0.543859649122807,0.4963503649635036,0.7142857142857143,0.4896907216494845,0.546031746031746,0.7241379310344828,0.578125,0.3503649635036496,0.0208333333333333,0.0561797752808988,0.1076923076923077,0.1428571428571428,0.0101010101010101,0.0333333333333333,0.0151515151515151,16.045245077503143,0.6666666666666666,0.0746268656716417,,0.0975274725274725,0.0371959942775393,0.0841584158415841,0.0686274509803921,0.0946236559139784,0.0467661691542288,0.0135135135135135,0.0530973451327433,0.0467032967032967,0.0674603174603174,0.0374331550802139,0.1330049261083744,0.1094674556213017,0.0780141843971631,0.0983606557377049,0.0444444444444444,0.6,0.2372262773722627,0.6153846153846154,0.6896551724137931,0.425,0.0510948905109489,0.2857142857142857,0.3333333333333333,,0.3613138686131387,0.4444444444444444,0.4489795918367347,0.5,0.1094890510948905,0.3,0.3103448275862069,0.7777777777777778,0.2408759124087591,0.3484848484848485,0.3538461538461538,0.8260869565217391,0.25,0.5714285714285714,0.5,0.2857142857142857,0.625,1.0,0.2474226804123711,0.5833333333333334,0.1237113402061855,0.1666666666666666,0.2886597938144329,0.3214285714285714,0.5875912408759124,0.359375,0.5045983455882354,0.501246875,0.500377894736842,0.0391459074733096,0.0543478260869565,0.0103092783505154,0.1166666666666666,0.4305555555555556,10.986516853932583,24.966666666666665,0.3486590038314176,5.0,0.1785714285714285,0.074074074074074,3.0,1.0,1.0,,0.6,0.6666666666666666,,,True,,
