EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,HeaveAttempts,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Clear Path Fouls,3pt And 1 Free Throw Trips
101113,1610612744,Ike Diogu,Ike Diogu,101113,GSW,25327.0,422,30.0,829,822,276.0,218.0,117.0,1651,40.0,70,10.0,23.0,14.0,20.0,19.0,50.0,17.0,34.0,76.0,154,67.0,219.0,843,13.0,32.0,14.0,40.0,25.0,43.0,28.0,78.0,112.0,40.0,12.0,23.0,10.0,10.0,5.0,4.0,1.0,20.0,9.0,30.0,15.0,41.0,4.0,60.0,39.0,99.0,2.0,9.0,3.0,6.0,8.0,3.0,2.0,24.0,6.0,3.0,32.0,3.0,16.0,36.0,69.0,5.0,14.0,61.0,6.0,1.0,82.0,10.0,42.0,4.0,14.0,7.0,7.0,14.0,8.0,1.0,1.0,3.0,78.0,276.0,4.0,4.0,0.7368421052631579,0.8,0.4935064935064935,0.40625,0.5813953488372093,0.4935064935064935,0.40625,0.5813953488372093,0.5763157894736842,0.5,0.6842105263157895,0.14935064935064934,0.24285714285714285,0.12,22.86302780638517,0.25,0.11428571428571428,0.14642857142857144,0.09933774834437085,0.16483516483516483,0.10588235294117647,0.1509433962264151,0.10077519379844961,0.12844036697247707,0.125,0.05309734513274336,0.06779661016949153,0.19230769230769232,0.1111111111111111,0.2,0.1271186440677966,0.18840579710144928,0.09090909090909091,0.03636363636363636,0.5714285714285714,0.45454545454545453,0.5714285714285714,0.7547169811320755,0.675,0.3246753246753247,0.38,0.4318181818181818,0.7368421052631579,0.22077922077922077,0.5,0.5,0.8823529411764706,0.71875,0.43478260869565216,0.4,0.46511627906976744,0.7,0.45454545454545453,0.45069220779220776,0.4454074074074074,0.4493930232558138,0.22580645161290322,0.22580645161290322,0.182648401826484,0.3561643835616438,6.8383116883116895,0.33293124246079614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101145,1610612744,Monta Ellis,Monta Ellis,101145,GSW,53145.0,886,8.0,1771,1749,675.0,630.0,247.0,3520,64.0,118,8.0,13.0,23.0,44.0,22.0,59.0,18.0,59.0,104.0,236,42.0,334.0,1793,12.0,24.0,1.0,31.0,37.0,87.0,18.0,119.0,88.0,120.0,14.0,30.0,60.0,78.0,31.0,8.0,21.0,174.0,4.0,18.0,22.0,53.0,8.0,83.0,22.0,105.0,3.0,32.0,15.0,17.0,31.0,2.0,14.0,27.0,17.0,6.0,58.0,3.0,21.0,26.0,69.0,3.0,11.0,56.0,2.0,10.0,59.0,6.0,29.0,3.0,8.0,2.0,3.0,10.0,4.0,,1.0,,119.0,675.0,15.0,2.0,0.4230769230769231,0.4536082474226804,0.4406779661016949,0.5,0.42528735632183906,0.4591194968553459,0.46875,0.42436974789915966,0.48401162790697677,0.4696969696969697,0.4609375,0.1271186440677966,0.1694915254237288,0.11864406779661017,19.495635305528612,0.5344827586206896,0.1095890410958904,0.09013605442176871,0.029079159935379646,0.10526315789473684,0.017543859649122806,0.09410288582183186,0.025974025974025976,0.04054054054054054,0.018518518518518517,0.02553191489361702,0.025477707006369428,,0.050314465408805034,0.08241758241758242,0.1214574898785425,0.09032258064516129,0.14814814814814814,0.019867549668874173,0.4,0.3710691823899371,0.5423728813559322,0.6530612244897959,0.5,0.18553459119496854,0.3728813559322034,0.4230769230769231,0.2727272727272727,0.18553459119496854,0.3050847457627119,0.32142857142857145,0.3333333333333333,0.40625,0.6153846153846154,,0.3697478991596639,0.5227272727272727,0.6289308176100629,0.49602641509433965,0.49963043478260877,0.4719764705882353,0.08504398826979472,0.11196911196911197,0.09281437125748503,0.3562874251497006,6.935169491525422,0.38114059853190285,17.0,43.0,2.0,4.0,3.0,13.0,11.0,39.0,4.0,6.0,19.0,28.0,82.0,2.0,8.0,9.0,32.0,78.0,6.0,39.0,11.0,1.0,18.0,11.0,7.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,0.9285714285714286,0.34146341463414637,0.25,0.28125,0.34146341463414637,0.2578616352201258,0.012195121951219513,0.05084745762711865,0.02564102564102564,0.13522012578616352,0.3953488372093023,0.3953488372093023,1.0,0.12264150943396226,0.28205128205128205,0.2894736842105263,0.8181818181818182,0.125,0.5,1.0,0.125,0.1092436974789916,0.23076923076923078,0.15966386554621848,0.3157894736842105,0.28205128205128205,24.237804878048774,,,,,,,,,True,,
101198,1610612744,Will Bynum,Will Bynum,101198,GSW,7586.0,126,-19.0,252,251,85.0,56.0,33.0,503,13.0,22,2.0,3.0,6.0,11.0,1.0,3.0,3.0,10.0,17.0,35,9.0,43.0,271,3.0,5.0,,6.0,7.0,13.0,4.0,18.0,4.0,30.0,,5.0,15.0,18.0,11.0,3.0,1.0,39.0,1.0,1.0,1.0,7.0,,8.0,2.0,10.0,1.0,5.0,3.0,2.0,10.0,2.0,6.0,2.0,4.0,,12.0,1.0,4.0,3.0,7.0,,,11.0,,1.0,14.0,1.0,5.0,2.0,,,,,,,,,18.0,85.0,2.0,2.0,0.11764705882352941,0.11764705882352941,0.4857142857142857,0.6,0.5384615384615384,0.4358974358974359,0.42857142857142855,0.5,0.4777777777777778,0.42857142857142855,0.5294117647058824,0.14285714285714285,0.18181818181818182,0.3333333333333333,19.52054794520548,0.8333333333333334,,0.0945945945945946,0.011235955056179775,0.029411764705882353,0.034482758620689655,0.07407407407407407,0.01694915254237288,,0.06666666666666667,,0.07142857142857142,,,0.16666666666666666,0.13333333333333333,,0.1111111111111111,0.06666666666666667,,0.5641025641025641,0.5909090909090909,0.7222222222222222,0.15384615384615385,0.07692307692307693,0.3333333333333333,0.5,,0.2564102564102564,0.3,0.3,,0.42857142857142855,0.6666666666666666,,0.7857142857142857,0.5454545454545454,0.6666666666666666,0.4887078947368422,0.45409999999999995,0.4920538461538462,0.11627906976744186,0.1282051282051282,0.13953488372093023,0.4186046511627907,6.414285714285715,0.3373015873015873,,1.0,,,,,,3.0,2.0,,1.0,,4.0,,2.0,,1.0,,,2.0,,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,0.10256410256410256,0.25,,0.3333333333333333,0.02564102564102564,,,,0.07692307692307693,,,,,,,0.2857142857142857,,,0.07142857142857142,,,32.125,1.0,,,,,,,,True,,
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,14512.0,242,-8.0,455,458,139.0,156.0,67.0,913,9.0,19,4.0,10.0,1.0,3.0,5.0,15.0,2.0,4.0,16.0,38,4.0,36.0,440,5.0,12.0,1.0,11.0,3.0,6.0,3.0,9.0,18.0,14.0,10.0,3.0,2.0,3.0,2.0,,,7.0,3.0,18.0,7.0,20.0,4.0,31.0,23.0,54.0,5.0,5.0,2.0,3.0,8.0,1.0,4.0,7.0,4.0,1.0,15.0,3.0,2.0,14.0,24.0,5.0,3.0,8.0,1.0,,9.0,3.0,5.0,1.0,19.0,14.0,3.0,20.0,13.0,,,,9.0,139.0,2.0,1.0,0.5625,0.8181818181818182,0.42105263157894735,0.4166666666666667,0.5,0.42105263157894735,0.4166666666666667,0.5,0.43902439024390244,0.4583333333333333,0.5,0.07894736842105263,0.10526315789473684,,10.44776119402985,0.5333333333333333,0.23529411764705882,0.11494252873563218,0.10778443113772455,0.109375,0.04477611940298507,0.1134453781512605,0.08974358974358974,0.1724137931034483,0.10416666666666667,0.04918032786885246,0.041666666666666664,0.05263157894736842,0.11538461538461539,0.10526315789473684,0.12307692307692308,0.1590909090909091,,0.2631578947368421,0.65,0.5,0.47368421052631576,0.5294117647058824,0.4444444444444444,0.39473684210526316,0.3333333333333333,0.3333333333333333,0.6,0.10526315789473684,0.5,0.6666666666666666,1.0,0.8333333333333334,0.4,,0.5,0.3333333333333333,0.5,0.47536315789473677,0.5396454545454545,0.43778333333333325,0.125,0.125,0.3055555555555556,0.25,5.0210526315789465,0.3054945054945055,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,1.0,1.0,,2.0,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,2.0,0.13333333333333333,,,,,,True,,
2554,1610612744,Mickael Pietrus,Mickael Pietrus,2554,GSW,15385.0,256,-52.0,520,518,203.0,188.0,67.0,1038,17.0,30,1.0,4.0,7.0,13.0,1.0,4.0,2.0,20.0,20.0,54,18.0,91.0,551,1.0,7.0,1.0,9.0,10.0,24.0,13.0,42.0,22.0,18.0,2.0,12.0,7.0,9.0,3.0,2.0,2.0,20.0,2.0,7.0,5.0,25.0,2.0,32.0,9.0,41.0,1.0,11.0,6.0,5.0,11.0,1.0,6.0,10.0,5.0,1.0,21.0,3.0,5.0,6.0,26.0,1.0,3.0,23.0,3.0,,30.0,2.0,12.0,4.0,2.0,,2.0,2.0,1.0,,1.0,,42.0,203.0,6.0,4.0,0.55,0.5789473684210527,0.37037037037037035,0.14285714285714285,0.4166666666666667,0.4147727272727273,0.3076923076923077,0.4027777777777778,0.44607843137254904,0.32142857142857145,0.4666666666666667,0.2222222222222222,0.3,0.5,20.53422370617696,0.5238095238095238,0.1111111111111111,0.13812154696132597,0.03932584269662921,0.10638297872340426,0.03225806451612903,0.13157894736842105,0.0375,0.01639344262295082,0.0625,0.043478260869565216,0.05405405405405406,,0.12727272727272726,0.05172413793103448,0.22058823529411764,0.1111111111111111,0.09090909090909091,0.023255813953488372,0.5,0.3409090909090909,0.5666666666666667,0.8095238095238095,0.5294117647058824,0.045454545454545456,0.25,0.5,,0.22727272727272727,0.1,0.10526315789473684,1.0,0.3076923076923077,0.25,,0.3611111111111111,0.5384615384615384,0.7272727272727273,0.49915,0.4497791666666667,0.49247,0.12244897959183673,0.1875,0.0989010989010989,0.46153846153846156,8.505555555555556,0.3903846153846154,5.0,15.0,1.0,4.0,1.0,7.0,6.0,19.0,2.0,2.0,5.0,11.0,34.0,2.0,6.0,3.0,12.0,27.0,6.0,18.0,6.0,,2.0,1.0,1.0,,,,,,,,,0.8181818181818182,0.3235294117647059,0.3333333333333333,0.25,0.3333333333333333,0.38636363636363635,,0.05,,0.17045454545454544,0.3333333333333333,0.3333333333333333,1.0,0.2159090909090909,0.3157894736842105,0.3157894736842105,0.6666666666666666,0.3076923076923077,0.25,1.0,0.15384615384615385,0.19444444444444445,0.14285714285714285,0.1388888888888889,0.4,0.3333333333333333,25.650000000000002,1.0,,,1.0,0.5,1.0,,,True,,
384,1610612744,Calbert Cheaney,Calbert Cheaney,384,GSW,7004.0,117,-39.0,222,222,74.0,70.0,31.0,444,2.0,5,2.0,2.0,,,5.0,7.0,6.0,20.0,13.0,32,,26.0,243,3.0,5.0,,6.0,,7.0,,,12.0,14.0,4.0,1.0,4.0,6.0,1.0,,3.0,14.0,3.0,2.0,5.0,7.0,1.0,13.0,5.0,18.0,1.0,1.0,1.0,,,,,2.0,,1.0,2.0,,1.0,2.0,8.0,,,3.0,1.0,,,,,,,,,,,,,,,74.0,,,0.46153846153846156,0.5454545454545454,0.40625,0.6,,0.38235294117647056,0.6,,0.38235294117647056,0.6,,0.03125,0.2,,13.846153846153845,,0.14285714285714285,0.1076923076923077,0.022727272727272728,0.21739130434782608,0.1111111111111111,0.13636363636363635,0.043478260869565216,0.06451612903225806,,,0.14285714285714285,,0.1,0.15384615384615385,0.09375,0.3125,,0.05,,0.14705882352941177,0.4,0.5,,0.20588235294117646,0.7142857142857143,0.7142857142857143,0.4,0.5882352941176471,0.3,0.3,0.6666666666666666,0.4,1.0,,,,0.20588235294117646,0.4186,0.433725,0.40309999999999996,,,0.23076923076923078,,13.087499999999999,0.3333333333333333,,1.0,,,,,,1.0,,,,,2.0,,,,,,,1.0,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,0.058823529411764705,,,,0.029411764705882353,,,,0.029411764705882353,,,,,,,,,,,,,24.1,,,,,,,,,True,,
2202,1610612744,Jason Richardson,Jason Richardson,2202,GSW,21686.0,361,42.0,746,736,315.0,294.0,96.0,1482,32.0,51,,3.0,10.0,17.0,6.0,31.0,18.0,40.0,56.0,122,48.0,250.0,753,3.0,13.0,2.0,14.0,15.0,40.0,29.0,98.0,48.0,64.0,,11.0,15.0,26.0,9.0,2.0,4.0,63.0,7.0,6.0,15.0,35.0,4.0,54.0,14.0,68.0,1.0,12.0,10.0,2.0,15.0,,4.0,6.0,11.0,4.0,21.0,4.0,10.0,10.0,21.0,1.0,,52.0,3.0,5.0,74.0,5.0,24.0,12.0,5.0,4.0,1.0,6.0,3.0,,,,98.0,315.0,7.0,11.0,0.42857142857142855,0.42857142857142855,0.45901639344262296,0.23076923076923078,0.375,0.520618556701031,0.375,0.46621621621621623,0.5506607929515418,0.3888888888888889,0.5268817204301075,0.09016393442622951,0.09803921568627451,0.1935483870967742,28.736964078794898,0.7142857142857143,0.12903225806451613,0.1394422310756972,0.024291497975708502,0.13636363636363635,0.07142857142857142,0.13850415512465375,0.03768115942028986,0.034482758620689655,0.0136986301369863,0.022988505747126436,0.058823529411764705,0.1,0.07042253521126761,0.16279069767441862,0.1702127659574468,0.12195121951219512,0.17857142857142858,0.010526315789473684,0.5,0.26288659793814434,0.6274509803921569,0.6956521739130435,0.46875,0.15979381443298968,0.1935483870967742,0.24,0.3333333333333333,0.20618556701030927,0.45,0.45,0.3888888888888889,0.1875,,,0.22972972972972974,0.5882352941176471,0.634020618556701,0.48313523316062174,0.44432,0.4629376712328769,0.12093023255813953,0.1702127659574468,0.056,0.392,8.592622950819674,0.4222520107238606,6.0,13.0,,,2.0,4.0,24.0,59.0,3.0,11.0,30.0,30.0,72.0,2.0,3.0,13.0,34.0,60.0,30.0,59.0,24.0,,11.0,3.0,8.0,,,1.0,1.0,1.0,,,,0.6666666666666666,0.4166666666666667,0.6666666666666666,0.38235294117647056,0.4166666666666667,0.3711340206185567,,,,0.06701030927835051,0.46153846153846156,0.46153846153846156,1.0,0.30412371134020616,0.4067796610169492,0.4067796610169492,0.5833333333333334,,,,0.1875,0.05405405405405406,0.5,0.40540540540540543,0.36666666666666664,0.4067796610169492,25.248611111111117,,1.0,0.029411764705882353,2.0,0.6666666666666666,1.0,2.0,0.02702702702702703,True,,
2399,1610612744,Mike Dunleavy,Mike Dunleavy,2399,GSW,30876.0,515,7.0,1045,1033,390.0,347.0,152.0,2078,31.0,51,6.0,18.0,13.0,17.0,4.0,19.0,19.0,57.0,54.0,127,60.0,207.0,1048,7.0,23.0,7.0,27.0,20.0,39.0,32.0,84.0,64.0,44.0,8.0,6.0,34.0,50.0,12.0,8.0,14.0,116.0,6.0,18.0,17.0,49.0,12.0,78.0,25.0,103.0,4.0,14.0,10.0,4.0,13.0,1.0,8.0,9.0,5.0,1.0,22.0,4.0,3.0,18.0,40.0,2.0,7.0,69.0,5.0,20.0,75.0,2.0,26.0,11.0,8.0,1.0,5.0,8.0,5.0,,,,84.0,390.0,5.0,11.0,0.5925925925925926,0.64,0.4251968503937008,0.30434782608695654,0.5128205128205128,0.39945652173913043,0.38461538461538464,0.4642857142857143,0.4680365296803653,0.43548387096774194,0.5608108108108109,0.047244094488188976,0.058823529411764705,0.10526315789473684,19.70564186426819,0.5909090909090909,0.2857142857142857,0.14411764705882352,0.04736842105263158,0.13076923076923078,0.040268456375838924,0.14042553191489363,0.045368620037807186,0.039735099337748346,0.07,0.03875968992248062,0.047619047619047616,0.022727272727272728,0.07920792079207921,0.16666666666666666,0.17557251908396945,0.11956521739130435,0.15789473684210525,0.03669724770642202,0.625,0.27717391304347827,0.6078431372549019,0.6458333333333334,0.5806451612903226,0.10326086956521739,0.21052631578947367,0.23529411764705882,,0.30978260869565216,0.3333333333333333,0.3392857142857143,0.7368421052631579,0.6923076923076923,0.3333333333333333,0.3333333333333333,0.30357142857142855,0.7647058823529411,0.5869565217391305,0.4941641304347826,0.5064857142857143,0.49323839285714277,0.125,0.17218543046357615,0.13043478260869565,0.4057971014492754,10.049606299212597,0.37320574162679426,5.0,15.0,,,2.0,6.0,8.0,42.0,3.0,2.0,11.0,13.0,57.0,2.0,3.0,4.0,17.0,36.0,3.0,42.0,8.0,,16.0,13.0,3.0,,,3.0,,,,2.0,1.0,0.9230769230769231,0.22807017543859648,0.6666666666666666,0.23529411764705882,0.22807017543859648,0.30978260869565216,,0.017543859649122806,,0.08152173913043478,0.3333333333333333,0.3333333333333333,1.0,0.22826086956521738,0.19047619047619047,0.19047619047619047,0.875,,,,0.11538461538461539,0.10714285714285714,0.3333333333333333,0.19642857142857142,0.18181818181818182,0.19047619047619047,24.787719298245612,,1.0,0.021739130434782608,2.0,0.6666666666666666,1.0,,,True,,
2740,1610612744,Andris Biedrins,Andris Biedrins,2740,GSW,22018.0,367,67.0,721,701,263.0,243.0,103.0,1422,39.0,52,14.0,19.0,12.0,16.0,7.0,14.0,,1.0,46.0,67,11.0,103.0,708,15.0,20.0,2.0,32.0,14.0,18.0,3.0,31.0,60.0,32.0,28.0,5.0,8.0,9.0,4.0,1.0,3.0,19.0,10.0,37.0,16.0,44.0,6.0,66.0,52.0,118.0,4.0,7.0,3.0,4.0,2.0,1.0,1.0,8.0,1.0,4.0,10.0,3.0,2.0,36.0,63.0,7.0,3.0,37.0,4.0,3.0,34.0,4.0,19.0,,16.0,8.0,8.0,16.0,12.0,,,,31.0,263.0,6.0,,0.6521739130434783,0.9375,0.6865671641791045,0.75,0.7777777777777778,0.6865671641791045,0.75,0.7777777777777778,0.6280487804878049,0.6666666666666666,0.6739130434782609,0.07462686567164178,0.07692307692307693,0.07142857142857142,10.952380952380953,0.2,0.25,0.18106995884773663,0.148,0.18604651162790697,0.11627906976744186,0.182370820668693,0.13988095238095238,0.1527777777777778,0.17142857142857143,0.12962962962962962,0.1320754716981132,0.09090909090909091,0.2127659574468085,0.23376623376623376,0.13445378151260504,0.19402985074626866,0.15789473684210525,0.25,0.75,0.7761194029850746,0.75,0.8125,0.6153846153846154,0.208955223880597,0.5,0.5384615384615384,0.8571428571428571,0.014925373134328358,,,,0.95,0.7368421052631579,0.07142857142857142,0.8888888888888888,0.75,0.7761194029850746,0.5031865671641792,0.5015368421052632,0.5141,0.23170731707317074,0.23170731707317074,0.3106796116504854,0.30097087378640774,2.253731343283582,0.3647711511789182,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.15625,,,,,,True,,
2211,1610612744,Troy Murphy,Troy Murphy,2211,GSW,15914.0,265,15.0,537,518,264.0,240.0,80.0,1055,18.0,33,11.0,17.0,8.0,16.0,1.0,9.0,7.0,20.0,26.0,62,21.0,82.0,527,11.0,18.0,4.0,26.0,12.0,25.0,11.0,35.0,20.0,32.0,16.0,5.0,8.0,12.0,6.0,,2.0,28.0,8.0,22.0,14.0,38.0,9.0,61.0,32.0,93.0,2.0,3.0,3.0,,10.0,1.0,6.0,7.0,4.0,2.0,17.0,3.0,10.0,12.0,24.0,2.0,2.0,22.0,4.0,,27.0,2.0,10.0,3.0,3.0,1.0,1.0,3.0,2.0,,,,35.0,264.0,7.0,2.0,0.38461538461538464,0.5555555555555556,0.41935483870967744,0.6111111111111112,0.48,0.4295774647887324,0.6111111111111112,0.4444444444444444,0.4817073170731707,0.6190476190476191,0.5147058823529411,0.08064516129032258,0.12121212121212122,0.1111111111111111,15.689381933438987,0.5882352941176471,0.3333333333333333,0.2275449101796407,0.11578947368421053,0.23728813559322035,0.12307692307692308,0.23008849557522124,0.11764705882352941,0.136986301369863,0.13513513513513514,0.0875,0.13043478260869565,0.10526315789473684,0.23255813953488372,0.25,0.20588235294117646,0.24444444444444444,0.21428571428571427,0.05405405405405406,0.6666666666666666,0.4647887323943662,0.5454545454545454,0.6206896551724138,0.2777777777777778,0.1267605633802817,0.1111111111111111,0.125,,0.28169014084507044,0.35,0.35,0.7142857142857143,0.9444444444444444,0.6470588235294118,0.18181818181818182,0.5925925925925926,0.5,0.5915492957746479,0.4819746478873239,0.5516999999999999,0.5025814814814815,0.12658227848101267,0.14285714285714285,0.3170731707317073,0.4268292682926829,7.587096774193547,0.49162011173184356,,,,,,,3.0,9.0,,,2.0,3.0,9.0,,,,2.0,9.0,,9.0,3.0,,4.0,2.0,2.0,1.0,1.0,3.0,,,,1.0,,1.0,0.3333333333333333,,,0.3333333333333333,0.1267605633802817,,,,,,,,0.1267605633802817,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.07407407407407407,,0.3333333333333333,25.299999999999997,,2.0,0.09523809523809523,,,,,,True,,
