EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Fg3aBlocked,3pt And 1 Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,on,Clear Path Fouls
101112,1610612752,Channing Frye,Channing Frye,101112,NYK,59284.0,988,-5.0,1900,1880,789,788,281,3780,69.0,108.0,29.0,45.0,30.0,44.0,43.0,107.0,65.0,159.0,1.0,2.0,1.0,5.0,1.0,3.0,177,374,1.0,7.0,113.0,470,2029,44.0,79.0,1.0,37.0,125.0,71.0,142.0,4.0,54.0,196.0,226,128.0,3.0,60.0,5.0,16.0,26.0,11.0,37.0,6.0,5.0,13.0,9.0,4.0,85.0,8.0,73.0,2.0,26.0,91.0,19.0,136,83.0,219,9.0,16.0,13.0,3.0,22.0,9.0,15.0,37.0,3.0,7.0,2.0,9.0,59.0,4.0,19.0,61.0,121,9.0,10.0,106.0,9.0,7.0,139.0,12.0,1.0,56.0,19.0,26.0,1.0,1.0,19.0,7.0,27.0,14.0,5.0,1.0,2.0,1.0,196.0,789,22.0,18.0,0.6384180790960452,0.7687074829931972,1.0,0.14285714285714285,0.14285714285714285,0.4732620320855615,0.5569620253164557,0.5,0.468503937007874,0.55,0.4863013698630137,0.5281531531531531,0.625,0.5446927374301676,0.01837270341207349,0.0427807486631016,0.09259259259259259,0.028037383177570093,0.018867924528301886,22.647456100855468,0.3728813559322034,0.2289156626506024,0.024691358024691357,0.15771230502599654,0.1028169014084507,0.12206572769953052,0.058394160583941604,0.14810126582278482,0.09563164108618655,0.138996138996139,0.095,0.07171314741035857,0.03571428571428571,0.09433962264150944,0.16666666666666666,0.1411764705882353,0.16326530612244897,0.13725490196078433,0.08333333333333333,0.04838709677419355,0.5185185185185185,0.28346456692913385,0.6388888888888888,0.7040816326530612,0.5217391304347826,0.28083989501312334,0.40186915887850466,0.41346153846153844,0.5116279069767442,0.41732283464566927,0.4088050314465409,0.4166666666666667,0.8461538461538461,0.005249343832020997,0.5,0.5,1.0,0.013123359580052493,0.5625,0.6444444444444445,0.06896551724137931,0.0125,0.3013698630136986,0.6818181818181818,0.00684931506849315,0.02054794520547945,0.30183727034120733,0.44139475065616807,0.4891057971014493,0.4401089041095892,0.13176470588235295,0.1339712918660287,0.26595744680851063,0.41702127659574467,10.125401069518716,25.114285714285717,0.41526315789473683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,58870.0,981,-89.0,1880,1881,763,735,233,3761,64.0,129.0,8.0,15.0,33.0,64.0,10.0,45.0,41.0,98.0,17.0,39.0,14.0,56.0,5.0,22.0,115,272,41.0,95.0,114.0,467,2073,17.0,36.0,9.0,2.0,42.0,43.0,102.0,36.0,67.0,189.0,74,156.0,84.0,12.0,53.0,32.0,72.0,12.0,84.0,6.0,6.0,45.0,11.0,16.0,180.0,6.0,31.0,4.0,13.0,46.0,5.0,64,41.0,105,12.0,46.0,22.0,24.0,34.0,9.0,25.0,32.0,7.0,9.0,2.0,4.0,66.0,3.0,24.0,43.0,129,2.0,8.0,120.0,2.0,13.0,151.0,8.0,3.0,56.0,19.0,1.0,,,,1.0,1.0,,,1.0,,,189.0,763,27.0,18.0,0.3217391304347826,0.3394495412844037,0.6829268292682927,0.43157894736842106,0.44565217391304346,0.4227941176470588,0.4722222222222222,0.4215686274509804,0.48092643051771117,0.4444444444444444,0.4420289855072464,0.5321100917431193,0.43617021276595747,0.5165745856353591,0.25885558583106266,0.11764705882352941,0.16279069767441862,0.15555555555555556,0.04081632653061224,23.294663573085845,0.5151515151515151,0.0641025641025641,0.04,0.08440366972477065,0.04897314375987362,0.058823529411764705,0.04195804195804196,0.07702349869451697,0.04768041237113402,0.07083333333333333,0.046511627906976744,0.027149321266968326,0.023809523809523808,0.06779661016949153,0.062111801242236024,0.09090909090909091,0.0958904109589041,0.040268456375838924,0.09722222222222222,0.07058823529411765,,0.35149863760217986,0.49612403100775193,0.5925925925925926,0.28125,0.1226158038147139,0.2222222222222222,0.2631578947368421,0.5,0.2670299727520436,0.41836734693877553,0.43617021276595747,0.34146341463414637,0.10626702997275204,0.4358974358974359,0.4358974358974359,0.8823529411764706,0.15258855585831063,0.3333333333333333,0.5333333333333333,,0.1111111111111111,0.463768115942029,0.515625,0.10144927536231885,0.15942028985507245,0.6103542234332425,0.4920666666666669,0.4865407894736841,0.5067117647058823,0.13908872901678657,0.175,0.08993576017130621,0.40471092077087795,8.159558823529412,25.657894736842106,0.40585106382978725,1.0,4.0,7.0,24.0,1.0,5.0,2.0,12.0,39.0,3.0,24.0,2.0,0.2222222222222222,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.5416666666666666,0.08888888888888889,0.25,1.0,0.2,1.0,0.5,0.22727272727272727,0.4528301886792453,0.020618556701030927,,,,,,,,True,
101135,1610612752,David Lee,David Lee,101135,NYK,46643.0,777,-62.0,1494,1501,638,642,209,2995,72.0,106.0,20.0,30.0,34.0,47.0,8.0,33.0,14.0,25.0,,,,,,,94,164,,,49.0,237,1663,22.0,36.0,,9.0,53.0,40.0,62.0,,28.0,108.0,124,64.0,,38.0,,14.0,22.0,9.0,31.0,4.0,5.0,13.0,5.0,4.0,71.0,9.0,61.0,10.0,31.0,78.0,27.0,136,80.0,216,7.0,20.0,17.0,3.0,24.0,5.0,18.0,14.0,,6.0,,2.0,38.0,7.0,11.0,36.0,89,2.0,5.0,71.0,5.0,5.0,82.0,12.0,,42.0,5.0,19.0,1.0,,16.0,3.0,20.0,17.0,,1.0,,2.0,108.0,638,22.0,6.0,0.6595744680851063,0.8266666666666667,,,,0.573170731707317,0.6111111111111112,0.6451612903225806,0.573170731707317,0.6111111111111112,0.6451612903225806,0.5954773869346733,0.6309523809523809,0.6428571428571429,,0.08536585365853659,0.09433962264150944,0.12121212121212122,,13.589449541284402,0.631578947368421,0.35064935064935066,0.10309278350515463,0.18795180722891566,0.11937377690802348,0.1657754010695187,0.09574468085106383,0.18106312292358803,0.11570247933884298,0.12169312169312169,0.11038961038961038,0.125,0.125,0.05263157894736842,0.15966386554621848,0.22764227642276422,0.1791907514450867,0.17647058823529413,0.14705882352941177,0.12727272727272726,0.85,0.6463414634146342,0.6792452830188679,0.75,0.6527777777777778,0.20121951219512196,0.24242424242424243,0.27586206896551724,0.25,0.1524390243902439,0.56,0.56,0.9285714285714286,,,,,,0.8333333333333334,0.6666666666666666,,,0.7580645161290323,0.723404255319149,,,0.6463414634146342,0.5247841463414632,0.5239677419354839,0.5410290322580645,0.21649484536082475,0.21649484536082475,0.22362869198312235,0.45569620253164556,4.386585365853659,,0.42704149933065594,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,
1508,1610612752,Maurice Taylor,Maurice Taylor,1508,NYK,53376.0,890,-107.0,1674,1674,644,610,207,3348,49.0,83.0,15.0,24.0,20.0,33.0,46.0,99.0,31.0,90.0,,,,1.0,,1.0,126,272,,1.0,48.0,300,1827,20.0,36.0,,11.0,51.0,45.0,99.0,1.0,30.0,120.0,116,136.0,,16.0,,21.0,35.0,8.0,43.0,6.0,2.0,19.0,11.0,5.0,94.0,7.0,40.0,3.0,27.0,82.0,16.0,125,50.0,175,6.0,19.0,7.0,12.0,34.0,6.0,16.0,47.0,1.0,18.0,,9.0,81.0,4.0,32.0,60.0,135,9.0,23.0,92.0,5.0,23.0,68.0,6.0,,28.0,9.0,11.0,,,7.0,4.0,11.0,5.0,1.0,,5.0,4.0,120.0,644,24.0,8.0,0.4603174603174603,0.4915254237288136,,,,0.4632352941176471,0.5555555555555556,0.45454545454545453,0.46153846153846156,0.5555555555555556,0.45,0.4934210526315789,0.5930232558139535,0.5042016806722689,0.003663003663003663,0.07720588235294118,0.21686746987951808,0.020202020202020204,0.011111111111111112,20.062532569046375,0.41975308641975306,0.25,0.05172413793103448,0.15413533834586465,0.06666666666666667,0.14361702127659576,0.05343511450381679,0.15138888888888888,0.06429548563611491,0.06451612903225806,0.0898876404494382,0.04878048780487805,0.04819277108433735,0.0625,0.11564625850340136,0.19696969696969696,0.1541501976284585,0.12698412698412698,0.1774193548387097,0.04838709677419355,0.45454545454545453,0.304029304029304,0.5903614457831325,0.7538461538461538,0.46938775510204084,0.3626373626373626,0.46464646464646464,0.4742268041237113,0.30434782608695654,0.32967032967032966,0.34444444444444444,0.34831460674157305,0.6774193548387096,,,,,0.003663003663003663,0.6666666666666666,0.625,0.26666666666666666,,0.33,0.6060606060606061,,0.01,0.3076923076923077,0.44011691176470613,0.5006499999999999,0.4463909090909093,0.09491525423728814,0.09523809523809523,0.17,0.4,9.0625,46.5,0.3847072879330944,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,153316.0,2555,-307.0,4851,4841,1886,1860,635,9692,94.0,187.0,9.0,16.0,40.0,88.0,74.0,165.0,97.0,234.0,41.0,101.0,46.0,192.0,17.0,73.0,265,586,101.0,293.0,295.0,1128,5380,26.0,52.0,24.0,27.0,115.0,117.0,251.0,119.0,167.0,509.0,118,412.0,261.0,14.0,184.0,40.0,260.0,41.0,301.0,24.0,17.0,151.0,29.0,80.0,643.0,6.0,26.0,4.0,64.0,145.0,3.0,212,36.0,248,15.0,87.0,63.0,24.0,90.0,28.0,65.0,85.0,9.0,25.0,3.0,11.0,175.0,9.0,60.0,65.0,150,1.0,21.0,218.0,5.0,5.0,357.0,25.0,41.0,108.0,50.0,11.0,4.0,3.0,5.0,3.0,15.0,12.0,1.0,,,3.0,509.0,1886,24.0,46.0,0.22264150943396227,0.22868217054263565,0.8613861386138614,0.3447098976109215,0.3543859649122807,0.4522184300341297,0.5,0.46613545816733065,0.4738339021615472,0.5789473684210527,0.46216216216216216,0.5367647058823529,0.6534090909090909,0.5460526315789473,0.3333333333333333,0.06825938566552901,0.12299465240641712,0.07878787878787878,0.017094017094017096,21.343096981603857,0.5142857142857142,0.015228426395939087,0.016877637130801686,0.0971198928332217,0.015142690739662202,0.11895910780669144,0.016574585635359115,0.10290497291974397,0.015392015392015393,0.017080745341614908,0.01440329218106996,0.013628620102214651,0.013574660633484163,0.02127659574468085,0.05092592592592592,0.1024390243902439,0.12442396313364056,0.1196808510638298,0.11728395061728394,0.033707865168539325,0.8,0.21274175199089876,0.5026737967914439,0.573170731707317,0.22340425531914893,0.18771331058020477,0.4484848484848485,0.4868421052631579,0.06756756756756757,0.26621160409556316,0.41452991452991456,0.4217391304347826,0.3402061855670103,0.1149032992036405,0.40594059405940597,0.41,0.9512195121951219,0.21843003412969283,0.21052631578947367,0.5625,,0.2236842105263158,0.23783783783783785,0.45454545454545453,0.12432432432432433,0.1972972972972973,0.5460750853242321,0.4757340229885058,0.48534117647058833,0.46773030303030344,0.12061855670103093,0.16143497757847533,0.10195035460992907,0.4512411347517731,10.007679180887378,25.50341296928327,0.38878581735724593,3.0,7.0,16.0,60.0,9.0,20.0,12.0,36.0,42.0,8.0,60.0,9.0,0.5,0.3025210084033613,0.3125,0.3157894736842105,0.8,0.09210526315789473,0.42857142857142855,1.0,0.5294117647058824,1.0,0.34782608695652173,0.273972602739726,0.32608695652173914,0.029900332225913623,1.0,3.0,1.0,3.0,0.010238907849829351,0.009900990099009901,0.010416666666666666,True,
1744,1610612752,Jerome James,Jerome James,1744,NYK,14966.0,249,-85.0,465,463,157,179,60,928,16.0,25.0,3.0,8.0,1.0,6.0,14.0,37.0,1.0,5.0,,,,,,,31,67,,,16.0,78,542,6.0,16.0,,3.0,15.0,3.0,15.0,,4.0,10.0,38,24.0,,8.0,,3.0,5.0,3.0,8.0,2.0,1.0,3.0,1.0,1.0,19.0,3.0,17.0,,10.0,16.0,4.0,30,20.0,50,2.0,1.0,,1.0,12.0,,6.0,18.0,,6.0,,5.0,30.0,2.0,5.0,34.0,69,6.0,13.0,22.0,,4.0,26.0,4.0,,15.0,,15.0,,,10.0,5.0,15.0,4.0,,,,2.0,10.0,157,6.0,,0.6129032258064516,0.7037037037037037,,,,0.4626865671641791,0.375,0.2,0.4626865671641791,0.375,0.2,0.5,0.4411764705882353,0.2777777777777778,,0.04477611940298507,0.04,0.05405405405405406,,20.11173184357542,0.4,0.2,,0.11347517730496454,0.09497206703910614,0.21739130434782608,0.06976744186046512,0.13903743315508021,0.09009009009009009,0.09090909090909091,0.10526315789473684,0.08928571428571429,0.05,0.08695652173913043,0.11363636363636363,0.10810810810810811,0.11666666666666667,0.2702702702702703,,0.06060606060606061,0.26666666666666666,0.373134328358209,0.64,0.6666666666666666,0.75,0.5522388059701493,0.3783783783783784,0.4,0.5,0.07462686567164178,0.2,0.2,,,,,,,0.5,0.375,,,0.4,0.16666666666666666,,,0.373134328358209,0.4498179104477612,0.4637928571428572,0.4035333333333334,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.1282051282051282,5.7,,0.33763440860215055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1883,1610612752,Steve Francis,Steve Francis,1883,NYK,18584.0,310,-34.0,595,581,242,212,77,1176,17.0,38.0,1.0,2.0,6.0,12.0,6.0,13.0,9.0,31.0,4.0,7.0,4.0,2.0,,2.0,32,82,5.0,9.0,42.0,121,639,4.0,6.0,,2.0,10.0,9.0,24.0,6.0,27.0,57.0,20,44.0,15.0,,1.0,3.0,22.0,4.0,26.0,3.0,1.0,14.0,3.0,5.0,56.0,2.0,3.0,,7.0,20.0,1.0,28,5.0,33,2.0,9.0,8.0,1.0,19.0,3.0,13.0,10.0,1.0,6.0,,5.0,29.0,2.0,14.0,7.0,25,1.0,1.0,48.0,3.0,,56.0,6.0,,26.0,5.0,2.0,,,2.0,,2.0,1.0,2.0,,,1.0,57.0,242,3.0,5.0,0.3125,0.3125,1.0,0.5555555555555556,0.625,0.3902439024390244,0.6666666666666666,0.375,0.4340659340659341,0.6666666666666666,0.5,0.521551724137931,0.625,0.6333333333333333,0.0989010989010989,0.036585365853658534,0.07894736842105263,,,21.354933726067745,0.6551724137931034,0.043478260869565216,,0.11299435028248588,0.014634146341463415,0.10606060606060606,0.0625,0.1111111111111111,0.02109704641350211,0.03409090909090909,,,0.1111111111111111,,0.14814814814814814,0.1,0.0958904109589041,0.11764705882352941,0.06666666666666667,0.041666666666666664,0.5,0.4175824175824176,0.4473684210526316,0.4857142857142857,0.4117647058823529,0.14285714285714285,0.46153846153846156,0.46153846153846156,0.16666666666666666,0.34065934065934067,0.2903225806451613,0.2903225806451613,0.2222222222222222,0.07692307692307693,0.5714285714285714,0.5714285714285714,1.0,0.02197802197802198,0.3333333333333333,0.5,,,0.4,0.5,0.13333333333333333,0.06666666666666667,0.5164835164835165,0.48648,0.40215,0.47067758620689654,0.23423423423423423,0.2549019607843137,0.08264462809917356,0.47107438016528924,8.545121951219512,25.433333333333334,0.40672268907563025,,,3.0,1.0,,1.0,,4.0,,1.0,1.0,,,0.6666666666666666,0.5,0.5,1.0,,,,,,0.75,0.5,1.0,,,,,,,,,True,
2047,1610612752,Quentin Richardson,Quentin Richardson,2047,NYK,42143.0,702,-88.0,1320,1299,413,449,186,2619,28.0,59.0,9.0,19.0,13.0,21.0,8.0,26.0,11.0,37.0,13.0,35.0,10.0,55.0,1.0,18.0,47,122,31.0,90.0,35.0,222,1465,9.0,21.0,4.0,7.0,37.0,16.0,36.0,28.0,8.0,79.0,36,58.0,87.0,16.0,55.0,15.0,30.0,7.0,37.0,3.0,4.0,17.0,4.0,9.0,81.0,6.0,27.0,1.0,18.0,53.0,7.0,78,34.0,112,8.0,21.0,13.0,8.0,14.0,4.0,11.0,9.0,,3.0,1.0,1.0,23.0,,5.0,31.0,63,1.0,3.0,43.0,1.0,10.0,49.0,3.0,,24.0,2.0,2.0,,,1.0,,2.0,2.0,1.0,,,1.0,79.0,413,8.0,2.0,0.3829787234042553,0.46153846153846156,0.9354838709677419,0.34444444444444444,0.34444444444444444,0.38524590163934425,0.42857142857142855,0.4444444444444444,0.4410377358490566,0.6,0.5546875,0.4723404255319149,0.6379310344827587,0.572463768115942,0.42452830188679247,0.12295081967213115,0.13559322033898305,0.19230769230769232,0.05405405405405406,16.840731070496084,0.6086956521739131,0.18421052631578946,0.02040816326530612,0.11830357142857142,0.05732484076433121,0.125,0.04285714285714286,0.11993243243243243,0.054009819967266774,0.07142857142857142,0.043478260869565216,0.051094890510948905,0.0449438202247191,0.0392156862745098,0.06611570247933884,0.14634146341463414,0.1323529411764706,0.1,0.18181818181818182,0.06837606837606838,1.0,0.2783018867924528,0.4745762711864407,0.5490196078431373,0.35714285714285715,0.12264150943396226,0.3076923076923077,0.38095238095238093,0.25,0.17452830188679244,0.2972972972972973,0.3142857142857143,0.5454545454545454,0.1650943396226415,0.37142857142857144,0.38235294117647056,0.9230769230769231,0.25943396226415094,0.76,0.47368421052631576,0.1111111111111111,0.04,0.328125,0.6190476190476191,0.15625,0.28125,0.7028301886792453,0.5113630331753555,0.5528309523809525,0.5143468750000001,0.10300429184549356,0.16783216783216784,0.16666666666666666,0.35585585585585583,7.299180327868853,24.457777777777782,0.31287878787878787,3.0,3.0,3.0,18.0,1.0,10.0,4.0,13.0,6.0,,18.0,,1.0,0.4642857142857143,0.32727272727272727,0.32727272727272727,0.9444444444444444,0.12,1.0,0.6666666666666666,1.0,1.0,0.3,0.5555555555555556,0.32727272727272727,,,1.0,,1.0,0.011111111111111112,0.02857142857142857,,True,
213,1610612752,Antonio Davis,Antonio Davis,213,NYK,22922.0,382,-120.0,706,722,282,292,105,1428,17.0,29.0,6.0,10.0,6.0,8.0,5.0,13.0,10.0,21.0,,,,,,,32,63,,,24.0,88,842,9.0,13.0,,9.0,27.0,10.0,15.0,,13.0,33.0,48,16.0,,10.0,,6.0,3.0,4.0,7.0,3.0,1.0,2.0,,1.0,18.0,4.0,30.0,2.0,9.0,33.0,5.0,47,36.0,83,2.0,9.0,5.0,4.0,8.0,1.0,6.0,10.0,,2.0,,,18.0,4.0,6.0,21.0,49,4.0,7.0,42.0,7.0,11.0,32.0,4.0,,13.0,5.0,2.0,,,2.0,,2.0,,1.0,,1.0,1.0,33.0,282,8.0,4.0,0.75,0.8888888888888888,,,,0.5079365079365079,0.6923076923076923,0.6666666666666666,0.5079365079365079,0.6923076923076923,0.6666666666666666,0.5714285714285714,0.75,0.6875,,0.09523809523809523,0.13793103448275862,0.15384615384615385,,11.459589867310013,0.4444444444444444,0.18518518518518517,0.06666666666666667,0.14732142857142858,0.10526315789473684,0.12162162162162163,0.07692307692307693,0.14093959731543623,0.10089020771513353,0.10752688172043011,0.125,0.08928571428571429,0.06060606060606061,0.10526315789473684,0.09722222222222222,0.14754098360655737,0.18681318681318682,0.16666666666666666,0.038461538461538464,0.08,,0.4603174603174603,0.5862068965517241,0.68,0.6470588235294118,0.20634920634920634,0.38461538461538464,0.45454545454545453,0.6,0.3333333333333333,0.47619047619047616,0.47619047619047616,1.0,,,,,,0.7692307692307693,0.6,0.16666666666666666,,0.5333333333333333,0.75,,,0.4603174603174603,0.4722396825396826,0.5370923076923076,0.4678533333333334,0.18055555555555555,0.18055555555555555,0.3068181818181818,0.375,7.895238095238096,,0.39943342776203966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2201,1610612752,Eddy Curry,Eddy Curry,2201,NYK,65298.0,1088,-274.0,2034,2019,633,604,249,4053,150.0,243.0,30.0,56.0,48.0,74.0,30.0,79.0,,1.0,,,,,,,180,323,,,189.0,549,2351,31.0,58.0,,37.0,99.0,52.0,89.0,,68.0,172.0,250,110.0,,48.0,,24.0,7.0,1.0,8.0,1.0,,6.0,1.0,,17.0,12.0,68.0,3.0,54.0,96.0,15.0,165,83.0,248,12.0,18.0,11.0,7.0,35.0,2.0,12.0,65.0,1.0,23.0,,9.0,100.0,10.0,21.0,58.0,142,11.0,41.0,220.0,11.0,5.0,306.0,31.0,,148.0,21.0,35.0,,,30.0,5.0,35.0,22.0,7.0,,11.0,4.0,172.0,633,17.0,19.0,0.6944444444444444,0.8012820512820513,,,,0.5572755417956656,0.5344827586206896,0.5842696629213483,0.5572755417956656,0.5344827586206896,0.5842696629213483,0.5954446854663774,0.5689655172413793,0.589041095890411,,0.07430340557275542,0.06172839506172839,0.11392405063291139,,24.024024024024026,0.35,0.17857142857142858,0.02564102564102564,0.1497659906396256,0.09618104667609619,0.2465753424657534,0.07741935483870968,0.1744186046511628,0.09280742459396751,0.15,0.08376963350785341,0.0423728813559322,0.10784313725490197,0.018867924528301886,0.10215053763440861,0.12021857923497267,0.20220588235294118,0.21935483870967742,0.3125,0.10084033613445378,0.6285714285714286,0.7523219814241486,0.6172839506172839,0.6578947368421053,0.72,0.24458204334365324,0.379746835443038,0.42857142857142855,0.5666666666666667,0.0030959752321981426,,,,,,,,,0.9655172413793104,0.5357142857142857,0.13333333333333333,,0.8314606741573034,0.6486486486486487,,,0.7523219814241486,0.5193393188854488,0.5493365384615384,0.531714606741573,0.33636363636363636,0.33636363636363636,0.18032786885245902,0.3132969034608379,1.8928792569659438,,0.3112094395280236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
