EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,FTOffRebounds,FTDefRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,BlockedShortMidRange,DefFTReboundPct,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3SecondViolations,Clear Path Fouls,BlockedCorner3,OffensiveGoaltends,on,SecondChanceCorner3FGM,HeaveMakes,3pt And 1 Free Throw Trips,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,46787.0,780,-56,1464,1467,525,481,211,2931,31.0,68,2.0,4.0,9.0,25,13.0,25,45.0,96.0,3.0,3.0,1.0,1.0,31.0,70.0,2.0,7.0,14.0,28.0,89.0,189,34.0,73.0,23,303,1672,7.0,13,2.0,7.0,4.0,24.0,31.0,69,15.0,29.0,18,125,70.0,108.0,69.0,33.0,2.0,1.0,69.0,31.0,20.0,126.0,19.0,145.0,18.0,1.0,63.0,11.0,52.0,309.0,6.0,4.0,6.0,35,41,10,51,3.0,16.0,7.0,9.0,31.0,2.0,21.0,10.0,3.0,10.0,1.0,41.0,18.0,44,77,1.0,2.0,52,2.0,13.0,35,2.0,8,11.0,6.0,1.0,1.0,5.0,1.0,7.0,4.0,1.0,125,525,10.0,10,0.39325842696629215,0.3977272727272727,0.6764705882352942,0.4657534246575342,0.2857142857142857,0.5172413793103449,0.4722222222222222,0.4708994708994709,0.5384615384615384,0.4492753623188406,0.5343511450381679,0.5,0.5459183673469388,0.543010752688172,0.5454545454545454,0.5630630630630631,0.2786259541984733,0.10582010582010581,0.20588235294117646,0.2,0.010416666666666666,18.69871043376319,0.7560975609756098,0.06944444444444445,0.0072992700729927005,0.03571428571428571,0.05660377358490566,0.06101190476190476,0.01529051987767584,0.005154639175257732,0.015384615384615385,0.004464285714285714,0.06315789473684211,0.07344632768361582,0.061068702290076333,0.07142857142857142,0.02631578947368421,0.05555555555555555,0.02608695652173913,0.5714285714285714,0.2595419847328244,0.45588235294117646,0.5740740740740741,0.1935483870967742,0.09541984732824428,0.52,0.65,0.5384615384615384,0.366412213740458,0.46875,0.47368421052631576,0.4888888888888889,0.011450381679389313,1.0,1.0,1.0,0.26717557251908397,0.44285714285714284,0.44285714285714284,0.6451612903225806,0.2,0.5,0.35,0.2857142857142857,0.5,0.25510204081632654,0.36,0.01020408163265306,1.0,0.2857142857142857,0.5,0.5381679389312977,0.4492753623188406,0.4796139846743296,0.472353125,0.4546159793814433,0.029850746268656716,0.041025641025641026,0.07920792079207921,0.41254125412541254,10.787301587301588,25.217808219178085,0.35860655737704916,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,1785.0,30,-10,62,60,38,39,7,122,1.0,3,,1.0,1.0,1,1.0,1,2.0,4.0,,1.0,,1.0,2.0,4.0,,,2.0,3.0,4.0,8,2.0,5.0,4,18,79,,1,,,,,2.0,4,2.0,4.0,4,14,6.0,2.0,6.0,,,1.0,3.0,2.0,,5.0,,5.0,,,3.0,1.0,1.0,10.0,,2.0,,2,2,2,4,,2.0,,2.0,,,,,,,,,,1,4,1.0,,3,,,6,,1,2.0,,,,,,,,,14,38,1.0,2,0.75,0.75,1.0,0.4,,0.5,0.5,0.5,,0.5,0.5384615384615384,,0.625,0.5625,,0.7,0.38461538461538464,,,,,23.52941176470588,,0.11764705882352941,0.10526315789473684,,,0.08695652173913043,0.08333333333333333,,0.2,0.125,,0.3333333333333333,,,,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.07692307692307693,1.0,1.0,,0.3076923076923077,0.5,0.5,1.0,0.07692307692307693,,,,0.3076923076923077,0.5,0.5,1.0,1.0,,,,,0.125,1.0,0.125,,0.375,0.6666666666666666,0.6153846153846154,0.6666666666666666,0.4631083333333333,0.5638,0.4289625,0.07142857142857142,0.1111111111111111,,0.7777777777777778,11.250000000000002,32.88,0.6129032258064516,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,45229.0,754,-17,1421,1415,494,463,205,2836,66.0,106,21.0,35.0,23.0,30,13.0,29,42.0,107.0,4.0,10.0,2.0,6.0,1.0,6.0,,2.0,1.0,5.0,121.0,242,5.0,16.0,84,341,1585,25.0,48,,3.0,8.0,58.0,35.0,65,3.0,11.0,37,116,190.0,52.0,15.0,,32.0,1.0,5.0,1.0,14.0,36.0,9.0,45.0,8.0,1.0,20.0,7.0,9.0,99.0,7.0,43.0,20.0,45,71,52,123,10.0,21.0,14.0,7.0,22.0,3.0,15.0,17.0,1.0,7.0,,39.0,11.0,37,82,6.0,9.0,98,8.0,2.0,122,8.0,45,20.0,5.0,,,2.0,1.0,5.0,2.0,2.0,116,494,14.0,18,0.7851239669421488,0.9047619047619048,1.0,0.3125,,0.2727272727272727,0.3333333333333333,0.5,0.5208333333333334,0.5384615384615384,0.49806201550387597,0.49019607843137253,0.5197368421052632,0.5412698412698412,0.5,0.5576923076923077,0.06201550387596899,0.05785123966942149,0.11320754716981132,0.034482758620689655,0.009345794392523364,21.252257676098736,0.5641025641025641,0.09615384615384616,0.08159392789373814,0.12903225806451613,0.07526881720430108,0.1043338683788122,0.08064516129032258,0.11299435028248588,0.06896551724137931,0.0641025641025641,0.07228915662650602,0.08074534161490683,0.13445378151260504,0.0851063829787234,0.11428571428571428,0.16,0.08620689655172414,0.4,0.4108527131782946,0.6226415094339622,0.7021276595744681,0.6515151515151515,0.1124031007751938,0.4482758620689655,0.4642857142857143,0.8461538461538461,0.41472868217054265,0.3925233644859813,0.39622641509433965,0.9761904761904762,0.03875968992248062,0.4,0.4,1.0,0.023255813953488372,0.16666666666666666,0.16666666666666666,1.0,0.6862745098039216,0.6,0.0392156862745098,,,0.39473684210526316,0.7666666666666667,0.07894736842105263,0.3333333333333333,0.06578947368421052,0.2,0.4728682170542636,0.2,0.47776634241245125,0.5154010416666667,0.4795193333333333,0.15254237288135594,0.16129032258064516,0.17008797653958943,0.34017595307917886,9.136776859504131,24.868749999999995,0.34764250527797325,1.0,2.0,6.0,1.0,5.0,1.0,2.0,0.10909090909090909,0.029411764705882353,0.1,0.19047619047619047,0.0196078431372549,,,,,,,,,,True,,,,,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,41999.0,700,-4,1315,1322,439,428,187,2637,36.0,63,8.0,15.0,7.0,14,21.0,53,34.0,68.0,,,,,22.0,63.0,,2.0,8.0,26.0,91.0,184,22.0,63.0,91,339,1515,12.0,27,,2.0,25.0,49.0,24.0,48,8.0,26.0,39,111,122.0,60.0,66.0,,16.0,1.0,62.0,22.0,10.0,35.0,10.0,45.0,8.0,2.0,19.0,6.0,10.0,100.0,6.0,36.0,19.0,75,108,45,153,8.0,9.0,7.0,2.0,25.0,5.0,14.0,12.0,,11.0,4.0,37.0,10.0,49,71,3.0,1.0,76,2.0,10.0,115,10.0,46,9.0,16.0,,,11.0,1.0,16.0,10.0,1.0,111,439,10.0,9,0.6703296703296703,0.7349397590361446,1.0,0.3492063492063492,,0.3076923076923077,0.3548387096774194,0.4945652173913043,0.4444444444444444,0.5,0.5020242914979757,0.41379310344827586,0.4864864864864865,0.5597269624573379,0.5853658536585366,0.5463917525773195,0.2550607287449393,0.05434782608695652,0.07936507936507936,0.07547169811320754,0.014705882352941176,21.498371335504885,0.6756756756756757,0.16519823788546256,0.0767590618336887,0.1347517730496454,0.06593406593406594,0.15798319327731092,0.075,0.07602339181286549,0.11504424778761062,0.05405405405405406,0.060240963855421686,0.14906832298136646,0.12605042016806722,0.20689655172413793,0.12903225806451613,0.14583333333333334,0.06666666666666667,0.625,0.2550607287449393,0.5714285714285714,0.6206896551724138,0.6388888888888888,0.2145748987854251,0.39622641509433965,0.42857142857142855,0.42857142857142855,0.27530364372469635,0.5,0.5074626865671642,0.8529411764705882,,,,,0.2550607287449393,0.3492063492063492,0.3548387096774194,1.0,0.5172413793103449,0.5333333333333333,0.06896551724137931,,,0.1891891891891892,0.5,,,0.35135135135135137,0.3076923076923077,0.5101214574898786,0.3548387096774194,0.47810061224489797,0.506525,0.4694047945205479,0.16549295774647887,0.20909090909090908,0.14454277286135694,0.3274336283185841,9.70923913043478,25.593650793650795,0.3338403041825095,,3.0,14.0,,2.0,12.0,4.0,0.2857142857142857,0.046153846153846156,0.125,0.25,,1.0,1.0,0.015873015873015872,0.015873015873015872,0.015625,,,,,True,,,,,,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,61518.0,1025,-64,1938,1938,717,711,275,3876,126.0,178,27.0,36.0,49.0,63,47.0,106,46.0,115.0,,,,,,,,,,,219.0,399,,,99,537,2199,35.0,53,,,24.0,94.0,89.0,149,,,40,218,304.0,134.0,,,38.0,,,,26.0,77.0,11.0,88.0,11.0,,38.0,9.0,30.0,187.0,11.0,53.0,41.0,138,212,73,285,8.0,30.0,16.0,14.0,39.0,2.0,26.0,30.0,1.0,13.0,5.0,69.0,24.0,50,105,7.0,17.0,102,6.0,4.0,137,14.0,65,11.0,7.0,1.0,1.0,4.0,,8.0,6.0,,218,717,14.0,9,0.6940639269406392,0.76,,,,,,0.5488721804511278,0.660377358490566,0.5973154362416108,0.5488721804511278,0.660377358490566,0.5973154362416108,0.5824295010845987,0.7014925373134329,0.615819209039548,,0.06516290726817042,0.08426966292134831,0.09433962264150944,0.008695652173913044,23.503325942350333,0.5652173913043478,0.21835443037974683,0.07496463932107496,0.2019704433497537,0.08333333333333333,0.21437125748502994,0.07628128724672228,0.06967213114754098,0.09554140127388536,0.06862745098039216,0.08403361344537816,0.1981981981981982,0.2716049382716049,0.20161290322580644,0.19424460431654678,0.21875,0.05263157894736842,0.75,0.44611528822055135,0.7078651685393258,0.7730061349693251,0.6746031746031746,0.2656641604010025,0.44339622641509435,0.4895833333333333,0.6382978723404256,0.2882205513784461,0.4,0.40350877192982454,0.8043478260869565,,,,,,,,,0.6792452830188679,0.75,,,,0.4228187919463087,0.7777777777777778,,,,,0.44611528822055135,,0.4686601503759396,0.506346511627907,0.4554288590604027,0.14444444444444443,0.14444444444444443,0.1750465549348231,0.4059590316573557,7.4734335839599,,0.369969040247678,,9.0,33.0,1.0,8.0,,3.0,0.4177215189873418,0.09278350515463918,0.07692307692307693,0.14814814814814814,,,,,,,1.0,,,,True,,,,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,9496.0,158,-26,304,302,154,179,44,606,12.0,17,7.0,9.0,6.0,7,,2,2.0,8.0,,,,,,,,,,,14.0,27,,,8,36,331,7.0,9,,,,14.0,7.0,12,,,8,22,14.0,14.0,,,12.0,,,,1.0,6.0,,6.0,,,3.0,1.0,2.0,12.0,,10.0,6.0,14,22,10,32,1.0,5.0,3.0,2.0,2.0,,2.0,7.0,,,3.0,9.0,5.0,12,25,1.0,3.0,18,1.0,6.0,16,,2,6.0,2.0,,,1.0,,2.0,,1.0,22,154,5.0,5,0.5,0.875,,,,,,0.5185185185185185,0.7777777777777778,0.5833333333333334,0.5185185185185185,0.7777777777777778,0.5833333333333334,0.5142857142857142,0.7777777777777778,0.55,,0.037037037037037035,0.058823529411764705,,,12.3943661971831,0.2222222222222222,0.16666666666666666,0.09009009009009009,0.20689655172413793,,0.17699115044247787,0.07407407407407407,0.18181818181818182,0.08,0.03773584905660377,,0.1724137931034483,0.10526315789473684,0.19444444444444445,0.3,,0.08333333333333333,,0.6296296296296297,0.7058823529411765,0.75,0.5,0.07407407407407407,,,,0.2962962962962963,0.25,0.25,0.5,,,,,,,,,1.0,0.7777777777777778,,,,0.5833333333333334,0.8571428571428571,,,,,0.6296296296296297,,0.4986481481481483,0.5584875,0.4975166666666666,0.06896551724137931,0.06896551724137931,0.3888888888888889,0.6111111111111112,5.62962962962963,,0.506578947368421,,,2.0,,,,1.0,0.16666666666666666,,,0.14285714285714285,,,,,,,1.0,1.0,,,True,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,45447.0,757,-19,1413,1421,479,478,199,2834,73.0,117,24.0,37.0,24.0,34,3.0,18,10.0,33.0,,2.0,,,10.0,23.0,2.0,3.0,2.0,8.0,86.0,168,10.0,25.0,89,291,1600,25.0,43,2.0,3.0,9.0,65.0,27.0,53,2.0,8.0,39,99,98.0,74.0,24.0,6.0,30.0,,23.0,10.0,14.0,80.0,10.0,90.0,8.0,2.0,40.0,12.0,28.0,190.0,7.0,41.0,28.0,67,100,51,151,6.0,23.0,11.0,12.0,38.0,8.0,26.0,24.0,2.0,12.0,4.0,62.0,20.0,22,55,1.0,2.0,96,1.0,7.0,134,6.0,54,16.0,74.0,3.0,2.0,50.0,5.0,77.0,45.0,,99,479,15.0,14,0.5697674418604651,0.6901408450704225,0.8,0.4,0.6666666666666666,0.25,0.4,0.5119047619047619,0.5813953488372093,0.5094339622641509,0.5233160621761658,0.6086956521739131,0.4918032786885246,0.566147859922179,0.6132075471698113,0.5561797752808989,0.12953367875647667,0.08333333333333333,0.05982905982905983,0.3888888888888889,,19.40389294403893,0.6129032258064516,0.1416490486257928,0.07915057915057915,0.1794871794871795,0.07291666666666667,0.151033386327504,0.0781758957654723,0.10052910052910052,0.06086956521739131,0.07009345794392523,0.07865168539325842,0.10919540229885058,0.10743801652892562,0.19662921348314608,0.18095238095238095,0.17647058823529413,0.07228915662650602,0.5844155844155844,0.6062176165803109,0.6239316239316239,0.6636363636363637,0.547945205479452,0.09326424870466321,0.16666666666666666,0.2727272727272727,0.6666666666666666,0.17098445595854922,0.30303030303030304,0.30303030303030304,0.7,0.010362694300518135,,,,0.11917098445595854,0.43478260869565216,0.43478260869565216,0.8,0.8043478260869565,0.6486486486486487,0.06521739130434782,0.6666666666666666,0.5,0.5573770491803278,0.7058823529411765,,,0.13114754098360656,0.25,0.7357512953367875,0.43478260869565216,0.5237655440414508,0.53364875,0.5106959016393443,0.22406639004149378,0.25,0.22336769759450173,0.3402061855670103,4.604166666666667,24.831999999999997,0.33899504600141545,,3.0,5.0,1.0,6.0,,19.0,0.08928571428571429,0.05084745762711865,,0.3333333333333333,,,,,,,,,1.0,3.0,True,,,,,,,
2743,1610612762,Kris Humphries,Kris Humphries,2743,UTA,3438.0,57,12,114,111,66,55,18,225,4.0,6,1.0,1.0,2.0,4,,2,1.0,3.0,,1.0,,1.0,,,,,,,5.0,11,,1.0,3,13,121,1.0,3,,,1.0,3.0,2.0,4,,1.0,2,6,4.0,6.0,,,2.0,,,,1.0,,,,,,,,,,,6.0,1.0,2,5,6,11,1.0,2.0,,2.0,,,,2.0,,,1.0,2.0,,5,5,,,9,,1.0,10,,3,2.0,2.0,,,1.0,1.0,2.0,2.0,,6,66,,2,0.4,0.5,,,,,,0.45454545454545453,0.3333333333333333,0.5,0.4166666666666667,0.3333333333333333,0.4,0.38235294117647056,0.375,0.3333333333333333,0.08333333333333333,0.09090909090909091,,0.5,,14.393939393939393,,0.0625,0.15,0.09090909090909091,,0.06976744186046512,0.13333333333333333,0.18181818181818182,0.1,0.15789473684210525,,0.1,,0.08333333333333333,0.14285714285714285,,0.16666666666666666,1.0,0.5,0.6666666666666666,0.6666666666666666,0.25,0.16666666666666666,,,,0.25,0.3333333333333333,0.3333333333333333,1.0,0.08333333333333333,,,,,,,,0.3333333333333333,1.0,,,,0.8,0.5,0.2,,,,0.5833333333333334,,0.48150000000000004,0.45216666666666666,0.5213399999999999,0.2,0.21428571428571427,0.23076923076923078,0.46153846153846156,6.218181818181819,22.2,0.5789473684210527,,,2.0,,1.0,,,0.3333333333333333,,,,,,,,,,1.0,,,,True,,,,,,,
2484,1610612762,Devin Brown,Devin Brown,2484,UTA,25224.0,420,-31,798,797,336,307,113,1595,17.0,35,3.0,7.0,5.0,15,2.0,13,11.0,37.0,4.0,6.0,2.0,2.0,9.0,27.0,2.0,3.0,4.0,13.0,30.0,85,13.0,33.0,28,127,897,4.0,13,2.0,4.0,2.0,16.0,7.0,31,6.0,15.0,17,49,40.0,20.0,39.0,,4.0,1.0,26.0,9.0,7.0,27.0,4.0,31.0,4.0,,10.0,5.0,12.0,66.0,5.0,11.0,9.0,24,33,17,50,,11.0,6.0,5.0,6.0,1.0,4.0,7.0,,2.0,2.0,13.0,5.0,21,34,2.0,3.0,30,2.0,4.0,43,3.0,16,6.0,6.0,,,4.0,,6.0,3.0,,49,336,3.0,6,0.6666666666666666,0.7142857142857143,1.0,0.3939393939393939,0.5,0.4,0.40625,0.35294117647058826,0.3076923076923077,0.22580645161290322,0.4194915254237288,0.4117647058823529,0.34782608695652173,0.45985401459854014,0.4444444444444444,0.4298245614035088,0.2796610169491525,0.08235294117647059,0.14285714285714285,0.15384615384615385,,16.216216216216218,0.46153846153846156,0.09266409266409266,0.03859649122807018,0.11688311688311688,0.09090909090909091,0.09821428571428571,0.047058823529411764,0.041666666666666664,0.031746031746031744,0.03968253968253968,0.08163265306122448,0.04597701149425287,0.08823529411764706,0.1346153846153846,0.14035087719298245,0.05,,0.5,0.2966101694915254,0.4857142857142857,0.5666666666666667,0.5294117647058824,0.11016949152542373,0.15384615384615385,0.18181818181818182,0.5,0.3135593220338983,0.2972972972972973,0.2972972972972973,0.9090909090909091,0.05084745762711865,0.6666666666666666,0.6666666666666666,1.0,0.2288135593220339,0.3333333333333333,0.3333333333333333,1.0,0.4117647058823529,0.42857142857142855,0.17647058823529413,0.6666666666666666,1.0,0.32608695652173914,0.3333333333333333,0.043478260869565216,1.0,0.2826086956521739,0.3076923076923077,0.576271186440678,0.34615384615384615,0.49101965811965803,0.5014000000000001,0.49064239130434784,0.12213740458015267,0.16326530612244897,0.12598425196850394,0.3858267716535433,10.092941176470587,25.854545454545452,0.42105263157894735,1.0,1.0,,1.0,1.0,2.0,2.0,,0.02,0.16666666666666666,,0.058823529411764705,,,,,,,,,,True,,,,,,,
2693,1610612762,Keith McLeod,Keith McLeod,2693,UTA,15410.0,257,-3,494,487,194,215,68,981,5.0,9,,,1.0,3,1.0,3,8.0,33.0,,1.0,,,8.0,21.0,,2.0,2.0,10.0,14.0,45,8.0,22.0,21,73,540,2.0,5,,2.0,,4.0,3.0,20,2.0,10.0,16,28,16.0,12.0,12.0,12.0,,,21.0,8.0,2.0,40.0,6.0,46.0,3.0,3.0,21.0,6.0,13.0,98.0,1.0,,2.0,3,5,1,6,,9.0,4.0,5.0,11.0,,8.0,8.0,,3.0,1.0,19.0,4.0,14,32,,5.0,19,,3.0,26,1.0,7,5.0,1.0,,,,1.0,1.0,1.0,,28,194,4.0,4,0.5714285714285714,0.5714285714285714,0.5,0.36363636363636365,,0.2,0.36363636363636365,0.3111111111111111,0.4,0.15,0.3880597014925373,0.2857142857142857,0.2,0.4620253164556962,0.2857142857142857,0.3684210526315789,0.3283582089552239,0.044444444444444446,0.1111111111111111,,0.030303030303030304,17.102966841186735,0.5789473684210527,0.02097902097902098,,0.05714285714285714,0.03333333333333333,0.028089887640449437,0.00510204081632653,,,,0.037037037037037035,0.05357142857142857,,,,0.2,,1.0,0.13432835820895522,0.5555555555555556,0.625,0.4,0.04477611940298507,0.3333333333333333,0.3333333333333333,,0.4925373134328358,0.24242424242424243,0.25,0.75,0.014925373134328358,,,,0.31343283582089554,0.38095238095238093,0.38095238095238093,0.5,,,0.2857142857142857,,,0.1,0.3333333333333333,,,0.3333333333333333,0.2,0.4626865671641791,0.38095238095238093,0.4583425373134328,0.4327916666666667,0.43843333333333334,0.10810810810810811,0.13725490196078433,0.0547945205479452,0.3835616438356164,15.399999999999997,25.522727272727266,0.39271255060728744,,,,,1.0,,,,,,,,,1.0,,,0.043478260869565216,,,,,True,,,,,,,
