EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangePctBlocked,DefShortMidRangeReboundPct,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,Travels,SecondChanceFtPoints,OffThreePtRebounds,FTDefRebounds,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedShortMidRange,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,Corner3Assists,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,HeaveAttempts,PtsUnassisted3s,DefensiveGoaltends,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Clear Path Fouls
101119,1610612750,Rashad McCants,Rashad McCants,101119,MIN,5356.0,89,-33.0,171,176,56,75,22.0,347,9.0,15.0,1.0,1.0,3.0,6.0,4.0,6.0,3.0,12.0,1.0,5.0,1.0,3.0,10.0,1.0,1.0,1.0,6.0,16.0,33.0,4.0,15.0,6.0,50.0,180,1.0,4.0,1.0,2.0,5.0,4.0,10.0,1.0,6.0,3.0,14.0,10.0,22.0,12.0,2.0,10.0,3.0,2.0,3.0,3.0,2.0,1.0,6.0,2.0,1.0,6.0,7.0,2.0,9.0,1.0,5.0,4.0,1.0,5.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,9.0,2.0,8.0,8.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,14.0,56,5.0,0.3125,0.3333333333333333,1.0,0.26666666666666666,0.5,0.16666666666666666,0.26666666666666666,0.48484848484848486,0.25,0.4,0.4583333333333333,0.4166666666666667,0.34375,0.4803921568627451,0.4166666666666667,0.38235294117647056,0.3125,0.06060606060606061,0.06666666666666667,0.08333333333333333,29.081632653061224,0.8333333333333334,0.10344827586206896,0.027777777777777776,0.06666666666666667,0.0958904109589041,0.02247191011235955,0.045454545454545456,0.030303030303030304,0.1111111111111111,0.13793103448275862,0.08333333333333333,0.04,0.6666666666666666,0.3125,0.6,0.6428571428571429,0.3333333333333333,0.125,0.6666666666666666,0.6666666666666666,0.25,0.25,0.2727272727272727,0.6666666666666666,0.10416666666666667,0.2,0.2,1.0,0.20833333333333334,0.3,0.3,1.0,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.375,0.5,0.375,0.16666666666666666,0.625,0.3,0.49285312499999995,0.44026,0.49853749999999997,0.0784313725490196,0.1111111111111111,0.1,0.28,8.039393939393939,25.16,0.32748538011695905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
101152,1610612750,Bracey Wright,Bracey Wright,101152,MIN,4668.0,78,-29.0,142,146,30,36,20.0,288,2.0,4.0,,,1.0,2.0,,5.0,8.0,12.0,1.0,2.0,,4.0,9.0,1.0,1.0,,1.0,10.0,21.0,5.0,11.0,3.0,38.0,155,1.0,2.0,1.0,1.0,5.0,2.0,4.0,,1.0,3.0,7.0,14.0,6.0,15.0,,9.0,4.0,3.0,3.0,3.0,2.0,1.0,6.0,1.0,,7.0,7.0,1.0,8.0,,,,,4.0,,1.0,,3.0,4.0,,1.0,3.0,4.0,,5.0,4.0,,,2.0,,,,,,7.0,30,,0.7,0.7,1.0,0.45454545454545453,1.0,,0.45454545454545453,0.47619047619047616,0.5,0.5,0.546875,0.8333333333333334,0.4,0.5588235294117647,0.8333333333333334,0.5,0.34375,0.14285714285714285,0.25,,23.03030303030303,1.0,0.13725490196078433,0.018867924528301886,,0.10144927536231885,0.013157894736842105,,0.038461538461538464,0.21428571428571427,0.15,,,,0.125,0.5,0.6666666666666666,1.0,0.15625,,,0.375,0.6666666666666666,0.6666666666666666,0.625,0.0625,0.5,0.5,1.0,0.28125,0.4444444444444444,0.4444444444444444,1.0,,,,0.3333333333333333,1.0,1.0,0.4,0.5,0.2,,0.46875,0.4444444444444444,0.46462656250000006,0.3472,0.51651,0.058823529411764705,0.08695652173913043,0.13157894736842105,0.18421052631578946,12.823809523809524,24.90909090909091,0.2112676056338028,0.4,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1853,1610612750,Anthony Carter,Anthony Carter,1853,MIN,2641.0,44,,88,90,36,40,11.0,178,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,5.0,,,,,1.0,,,,1.0,4.0,8.0,,1.0,,8.0,86,,,,,,1.0,2.0,,1.0,,2.0,4.0,4.0,,,1.0,,,6.0,8.0,2.0,3.0,18.0,1.0,,2.0,2.0,1.0,3.0,,2.0,1.0,1.0,1.0,2.0,,3.0,1.0,4.0,,1.0,1.0,6.0,2.0,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,36,2.0,0.5,0.5,,,,,,0.5,,0.5,0.4444444444444444,,0.3333333333333333,0.4444444444444444,,0.3333333333333333,0.1111111111111111,,,,13.131313131313131,0.25,0.06896551724137931,0.03333333333333333,,0.05555555555555555,0.027777777777777776,,0.058823529411764705,0.08333333333333333,0.1,,,1.0,0.2222222222222222,1.0,1.0,0.5,0.1111111111111111,1.0,1.0,0.5555555555555556,0.2,0.2,1.0,,,,,0.1111111111111111,,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,,0.46031111111111106,,0.47100000000000003,0.1111111111111111,0.125,,0.25,12.737499999999999,25.6,0.4090909090909091,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,7265.0,121,-34.0,226,227,59,82,29.0,453,5.0,8.0,1.0,1.0,,,,8.0,,2.0,,,,,7.0,,3.0,,,5.0,18.0,,7.0,2.0,12.0,239,1.0,3.0,,3.0,4.0,,1.0,,,2.0,2.0,8.0,2.0,,2.0,7.0,,2.0,2.0,2.0,1.0,,4.0,3.0,2.0,18.0,21.0,4.0,25.0,,2.0,,2.0,1.0,1.0,1.0,3.0,,4.0,1.0,2.0,8.0,16.0,1.0,16.0,10.0,,,1.0,1.0,,,1.0,1.0,2.0,59,3.0,0.8,1.0,,,,,,0.2777777777777778,0.3333333333333333,,0.2,0.16666666666666666,,0.2,0.25,0.2,0.28,0.1111111111111111,0.125,,13.076923076923077,0.25,0.225,0.03896103896103896,0.07142857142857142,0.18518518518518517,0.037383177570093455,0.043478260869565216,0.027777777777777776,0.2727272727272727,0.1282051282051282,0.09090909090909091,,1.0,0.32,0.625,0.7142857142857143,0.8,0.32,,,0.08,,,,,,,,0.28,,,,0.16666666666666666,1.0,,0.5,,,,,,,0.6,,0.47224999999999995,0.45463000000000003,0.363,0.038461538461538464,0.05263157894736842,0.3333333333333333,0.16666666666666666,4.777777777777778,24.957142857142856,0.2610619469026549,0.125,0.3684210526315789,,,1.0,,2.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,1.0,4.0,0.16666666666666666,0.03333333333333333,0.05555555555555555,0.038461538461538464,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2648,1610612750,Ronald Dupree,Ronald Dupree,2648,MIN,15915.0,265,-69.0,489,506,137,212,68.0,995,23.0,34.0,4.0,7.0,8.0,10.0,3.0,8.0,7.0,20.0,,1.0,,,,,,,,33.0,62.0,,1.0,14.0,80.0,533,6.0,12.0,,,16.0,13.0,20.0,,,4.0,30.0,44.0,22.0,,6.0,,,9.0,9.0,14.0,5.0,3.0,33.0,14.0,7.0,17.0,28.0,21.0,49.0,,12.0,9.0,3.0,2.0,1.0,,12.0,2.0,14.0,3.0,4.0,19.0,44.0,3.0,30.0,41.0,1.0,,19.0,,,,,,30.0,137,2.0,0.6666666666666666,0.7333333333333333,,,,,,0.532258064516129,0.5,0.65,0.5238095238095238,0.5,0.65,0.4819277108433735,0.5,0.625,0.015873015873015872,0.14516129032258066,0.20588235294117646,,17.137809187279153,0.14285714285714285,0.1,0.07650273224043716,0.12280701754385964,0.10572687224669604,0.08368200836820083,0.05660377358490566,0.08888888888888889,0.09259259259259259,0.12162162162162163,0.13333333333333333,,,0.5396825396825397,0.6764705882352942,0.8518518518518519,0.6086956521739131,0.12698412698412698,0.375,0.5,0.31746031746031744,0.35,0.35,0.8571428571428571,0.015873015873015872,,,,,,,,0.5833333333333334,0.5714285714285714,,,,,0.5,0.8,,,0.5555555555555556,,0.5130690476190476,0.5180999999999999,0.51159,0.2345679012345679,0.2375,0.2,0.375,7.635483870967742,23.3,0.28016359918200406,0.25,0.07142857142857142,5.0,3.0,1.0,,4.0,6.0,4.0,6.0,1.0,4.0,2.0,,1.0,1.0,0.25,0.10714285714285714,0.075,0.09090909090909091,2.0,1.0,2.0,1.0,3.0,0.03571428571428571,0.16666666666666666,0.08333333333333333,0.6666666666666666,,,,,,,,True,,,,,,,,,,,,,,,
2060,1610612750,Marko Jaric,Marko Jaric,2060,MIN,5765.0,96,-35.0,176,185,61,103,35.0,361,3.0,8.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,6.0,,1.0,1.0,2.0,6.0,,,,1.0,6.0,18.0,2.0,7.0,4.0,22.0,210,1.0,2.0,,1.0,3.0,3.0,9.0,,1.0,1.0,7.0,2.0,10.0,6.0,2.0,5.0,2.0,6.0,12.0,17.0,3.0,8.0,39.0,5.0,2.0,5.0,8.0,5.0,13.0,2.0,1.0,1.0,,4.0,1.0,2.0,3.0,2.0,7.0,,2.0,7.0,11.0,,7.0,6.0,,,2.0,1.0,,1.0,1.0,1.0,7.0,61,1.0,0.16666666666666666,0.2,1.0,0.2857142857142857,,,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.36,0.3333333333333333,0.3,0.39285714285714285,0.375,0.3181818181818182,0.28,0.3333333333333333,0.5,0.16666666666666666,16.129032258064516,0.5714285714285714,0.08333333333333333,0.06578947368421052,0.08,0.08235294117647059,0.05434782608695652,0.041666666666666664,0.09090909090909091,0.18181818181818182,0.038461538461538464,0.05263157894736842,0.2,1.0,0.32,0.375,0.75,,0.16,0.25,0.3333333333333333,0.24,0.3333333333333333,0.4,0.5,0.04,,,,0.24,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,,,,0.4,0.5,0.1,,0.6,0.4,0.4951562499999999,0.5360833333333334,0.47863,0.07407407407407407,0.1,0.13636363636363635,0.3181818181818182,8.13888888888889,29.1,0.3465909090909091,0.25,,5.0,4.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,,,1.0,0.125,,0.05263157894736842,,1.0,,,,,,,0.16666666666666666,,1.0,,,,,,,True,,,,,,,,,,,,,,,
1607,1610612750,Troy Hudson,Troy Hudson,1607,MIN,4632.0,77,1.0,135,141,39,49,14.0,276,1.0,3.0,,,,,,3.0,10.0,21.0,1.0,2.0,,3.0,10.0,,,1.0,2.0,11.0,27.0,4.0,12.0,7.0,41.0,142,,,,,,6.0,8.0,1.0,2.0,3.0,18.0,6.0,16.0,6.0,,10.0,3.0,3.0,10.0,12.0,4.0,3.0,26.0,,,3.0,3.0,,3.0,,,,,,,,2.0,,2.0,,1.0,3.0,6.0,,6.0,8.0,,2.0,1.0,,,,,,18.0,39,,0.2727272727272727,0.2727272727272727,0.5,0.3333333333333333,,0.5,0.3333333333333333,0.4074074074074074,,0.75,0.4358974358974359,,0.75,0.4642857142857143,,0.7727272727272727,0.3076923076923077,0.1111111111111111,0.3333333333333333,0.047619047619047616,29.333333333333332,,0.05660377358490566,,,0.04285714285714286,,,,,0.08,,,,0.07692307692307693,0.3333333333333333,0.5,,0.07692307692307693,,,0.5384615384615384,0.47619047619047616,0.5,0.3,0.05128205128205128,0.5,0.5,1.0,0.2564102564102564,0.3,0.3,0.3333333333333333,,,,,,,,,0.2,0.5,0.38461538461538464,0.3,0.4446858974358974,,0.39942500000000003,0.025,0.03571428571428571,,0.43902439024390244,15.733333333333333,25.333333333333332,0.28888888888888886,0.3333333333333333,0.08333333333333333,2.0,2.0,3.0,,,,,1.0,,1.0,2.0,,,1.0,,,,,,,1.0,,,,,,,,6.0,,,,,,True,,,,,,,,,,,,,,,
1709,1610612750,Michael Olowokandi,Michael Olowokandi,1709,MIN,2097.0,35,-24.0,63,67,28,27,10.0,130,,1.0,,,,,2.0,7.0,,,,,,,,,,,,2.0,8.0,,,,4.0,78,1.0,2.0,,,2.0,1.0,6.0,,,,2.0,4.0,,,,,,,2.0,3.0,2.0,,7.0,4.0,,4.0,5.0,5.0,10.0,,1.0,1.0,,1.0,,,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,,,,,2.0,1.0,1.0,2.0,1.0,2.0,28,1.0,1.0,1.0,,,,,,0.25,0.5,0.16666666666666666,0.25,0.5,0.16666666666666666,0.25,0.5,0.16666666666666666,,,,,13.513513513513514,0.5,0.18181818181818182,0.14814814814814814,,0.15384615384615385,0.14705882352941177,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.23076923076923078,,,0.5,0.125,,,,0.875,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,0.125,,0.4179875,0.3763,0.38953333333333334,,,0.5,0.5,6.85,,0.4444444444444444,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,0.5,0.14285714285714285,0.125,,,,,,,,0.5,,1.0,,,1.0,,,,,True,,,,,,,,,,,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,4711.0,79,-26.0,137,144,42,51,19.0,281,8.0,10.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,10.0,,2.0,1.0,4.0,5.0,,,1.0,1.0,14.0,24.0,4.0,7.0,7.0,47.0,168,3.0,3.0,,1.0,8.0,6.0,8.0,1.0,2.0,2.0,17.0,14.0,14.0,9.0,,5.0,4.0,3.0,5.0,6.0,,5.0,13.0,,2.0,6.0,8.0,,8.0,,1.0,,1.0,1.0,,1.0,2.0,,3.0,,,2.0,3.0,,5.0,8.0,,,3.0,1.0,1.0,,1.0,1.0,17.0,42,,0.5,0.5,0.75,0.5714285714285714,,0.5,0.5714285714285714,0.5833333333333334,1.0,0.75,0.6451612903225806,0.75,0.75,0.6714285714285714,0.8,0.7727272727272727,0.22580645161290322,0.125,0.1,,24.203821656050955,0.3333333333333333,0.1276595744680851,,0.125,0.12698412698412698,,,,0.07692307692307693,0.18181818181818182,0.16666666666666666,,1.0,0.3225806451612903,0.8,0.8888888888888888,0.125,0.12903225806451613,0.5,1.0,0.3225806451612903,0.4,0.4,1.0,0.06451612903225806,,,,0.16129032258064516,0.8,0.8,0.75,0.25,1.0,0.25,,,,0.4,1.0,0.1,1.0,0.5483870967741935,0.8,0.4809629032258065,0.43838750000000004,0.50307,0.08823529411764706,0.1111111111111111,0.1702127659574468,0.3617021276595745,9.770833333333334,24.228571428571428,0.30656934306569344,0.5,0.08333333333333333,1.0,1.0,,1.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,3.0,,1.0,0.1,,,True,,,,,,,,,,,,,,,
2204,1610612750,Eddie Griffin,Eddie Griffin,2204,MIN,7049.0,117,-66.0,217,228,55,83,29.0,445,3.0,8.0,1.0,5.0,,1.0,1.0,2.0,7.0,17.0,1.0,3.0,1.0,2.0,11.0,,2.0,,,11.0,27.0,3.0,14.0,2.0,33.0,253,2.0,9.0,,3.0,4.0,2.0,6.0,1.0,2.0,1.0,8.0,14.0,8.0,9.0,2.0,11.0,2.0,1.0,3.0,3.0,2.0,1.0,6.0,4.0,4.0,25.0,29.0,6.0,35.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,4.0,,2.0,9.0,12.0,,4.0,3.0,1.0,,1.0,8.0,6.0,,8.0,4.0,8.0,55,1.0,0.6363636363636364,0.7,1.0,0.21428571428571427,,0.5,0.21428571428571427,0.4074074074074074,0.2222222222222222,0.3333333333333333,0.3780487804878049,0.16666666666666666,0.4375,0.39285714285714285,0.16666666666666666,0.4444444444444444,0.34146341463414637,0.037037037037037035,0.125,,18.473895582329316,0.75,0.32894736842105265,0.05128205128205128,0.17391304347826086,0.29292929292929293,0.05217391304347826,0.15,0.02702702702702703,0.25,0.3076923076923077,0.0625,0.038461538461538464,0.5,0.1951219512195122,0.375,0.42857142857142855,0.3333333333333333,0.04878048780487805,0.5,0.5,0.4146341463414634,0.4117647058823529,0.4117647058823529,0.7142857142857143,0.07317073170731707,0.3333333333333333,0.3333333333333333,1.0,0.2682926829268293,0.18181818181818182,0.18181818181818182,1.0,0.4166666666666667,0.2,0.08333333333333333,0.16666666666666666,,,0.125,,,,0.5365853658536586,0.18181818181818182,0.477579268292683,0.49698181818181825,0.4343625,0.024390243902439025,0.037037037037037035,0.12121212121212122,0.24242424242424243,11.98148148148148,24.84285714285715,0.2534562211981567,,0.5,,,,,,2.0,,,,,1.0,2.0,,1.0,,0.05405405405405406,,0.06451612903225806,,,,,,,,0.42857142857142855,1.0,,,2.0,2.0,0.25,1.0,0.5,True,,,,,,,,,,,,,,,
