EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted2s,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Avg2ptShotDistance,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fg2aBlocked,ShootingFouls,Fouls,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,AtRimPctAssisted,DefTwoPtRebounds,DefRebounds,Rebounds,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,on,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Offensive Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3Assists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,PtsUnassisted3s,HeaveMakes,HeaveAttempts,Technical Free Throw Trips,ShortMidRangePctBlocked,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,DefensiveGoaltends,Clear Path Fouls,ThreePtShootingFoulsDrawn,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,3pt And 1 Free Throw Trips
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,248.0,4,-3.0,7,8,7,2,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,7,1.0,1.0,0.5,0.5,0.5,0.5,0.5,28.57142857142857,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.4307,0.4307,0.5,1.0,1.0,27.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101184,1610612755,Deng Gai,Deng Gai,101184,PHI,285.0,5,-3.0,8,10,8,4,18,,,,,,,,,,,11.0,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,285.0,5,-3.0,8,10,8,4,18,,,,,,,1.0,1.0,,2.0,11.0,1.0,1.0,,2.0,,,,,,,2.0,8,1.0,1.0,1.0,1.0,1.0,1.0,,12.5,,,,,,,,,0.3533,0.3533,,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.1,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,206.0,3,,6,8,6,2,14,,,,,,,1.0,1.0,,2.0,8.0,1.0,1.0,,2.0,2.0,,,,,,2.0,6,1.0,1.0,1.0,1.0,1.0,1.0,,33.333333333333336,,,,,,,,,0.3655,0.3655,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,15.5,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,1610612755,James Thomas,James Thomas,2839,PHI,248.0,4,-3.0,7,8,7,2,15,1.0,3.0,1.0,3.0,,,1.0,3.0,,2.0,11.0,1.0,3.0,,2.0,,,1.0,,,,2.0,7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,42.857142857142854,1.0,0.3333333333333333,0.5,,1.0,0.3333333333333333,,1.0,0.5565000000000001,0.5565000000000001,,,1.0,,1.0,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1610612755,Kyle Korver,Kyle Korver,2594,PHI,79.0,1,-3.0,2,2,2,2,4,,,,,,,,,,,3.0,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,1610612755,Lee Nailon,Lee Nailon,1924,PHI,37.0,1,,1,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,37.0,1,,1,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,8430.0,140,-21.0,264,268,105,77,532,13.0,24.0,6.0,12.0,5.0,3.0,20.0,42.0,8.0,54.0,280.0,9.0,19.0,4.0,30.0,22.0,5.0,8.0,12.0,2.0,7.0,30.0,105,0.47619047619047616,0.47368421052631576,0.46,0.5217391304347826,0.4909090909090909,0.5769230769230769,0.16,22.442244224422442,0.48,0.5416666666666666,0.7647058823529411,0.1,0.5217391304347826,0.5,0.13043478260869565,0.64,0.5274509999999999,0.5332869565217391,0.12727272727272726,0.14893617021276595,0.5555555555555556,25.162499999999998,0.3977272727272727,6.0,15.0,18.0,,,,0.45,0.47368421052631576,0.3,0.4,0.42857142857142855,0.3333333333333333,7.1690476190476184,8.0,10.0,5.0,2.0,22.0,,6.0,13.0,9.0,8.0,5.0,13.0,1.0,0.19047619047619047,0.2916666666666667,0.46153846153846156,9.0,16.0,19.0,0.1232876712328767,0.13559322033898305,0.13513513513513514,False,33.0,2.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,8.0,2.0,5.0,1.0,5.0,2.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,7.0,3.0,5.0,3.0,2.0,7.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,0.25,0.5,0.25,0.4,0.4,0.4166666666666667,0.06666666666666667,0.5384615384615384,0.03225806451612903,0.15555555555555556,0.02586206896551724,0.05,0.027777777777777776,0.11764705882352941,0.10526315789473684,0.1875,0.07692307692307693,0.06,0.3333333333333333,0.3333333333333333,1.0,0.06,0.4,0.4,1.0,0.8,0.5,0.5,0.043478260869565216,0.6666666666666666,0.4,0.51005,0.09259259259259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101183,1610612755,Shavlik Randolph,Shavlik Randolph,101183,PHI,29211.0,487,22.0,928,947,391,307,1875,40.0,76.0,18.0,35.0,,,44.0,97.0,,131.0,960.0,20.0,40.0,,58.0,40.0,,58.0,71.0,3.0,33.0,58.0,391,0.4536082474226804,0.5,0.4536082474226804,0.5,0.5,0.5370370370370371,,14.205607476635516,0.7835051546391752,0.5263157894736842,0.625,,0.875,0.5142857142857142,,0.7835051546391752,0.5191515463917524,0.5246975,0.25984251968503935,0.25984251968503935,0.44274809160305345,,0.4213362068965517,1.0,4.0,48.0,12.0,2.0,12.0,0.5454545454545454,0.8275862068965517,0.041237113402061855,0.25,0.25,1.0,2.370103092783505,13.0,19.0,7.0,4.0,44.0,,14.0,21.0,7.0,12.0,40.0,83.0,15.0,0.12371134020618557,0.15789473684210525,0.55,53.0,78.0,133.0,0.17785234899328858,0.1643192488262911,0.1440677966101695,False,123.0,17.0,28.0,3.0,17.0,,,,,,43.0,19.0,31.0,6.0,44.0,,18.0,,30.0,,6.0,5.0,2.0,46.0,17.0,55.0,19.0,9.0,10.0,7.0,1.0,6.0,,3.0,3.0,16.0,,,,,0.6129032258064516,0.6129032258064516,0.6111111111111112,,0.3333333333333333,0.13813813813813813,0.1328125,0.125,0.20535714285714285,0.08148148148148149,0.15,0.2625,0.14942528735632185,0.0975609756097561,0.17525773195876287,0.17647058823529413,0.17647058823529413,0.3333333333333333,,,,,0.9032258064516129,0.6071428571428571,0.11764705882352941,,,,0.5486033333333334,0.33587786259541985,1.0,5.0,4.0,8.0,7.0,5.0,1.0,6.0,3.0,4.0,10.0,6.0,2.0,2.0,3.0,0.2,0.08888888888888889,0.06666666666666667,0.13953488372093023,0.057692307692307696,0.08695652173913043,0.17073170731707318,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
