EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG3M,PtsUnassisted3s,Arc3Assists,LostBallSteals,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Accuracy,PenaltyAtRimFGM,SecondChanceFtPoints,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,PenaltyAtRimAccuracy,Travels,SecondChanceTurnovers,BlockedShortMidRange,OffensiveGoaltends,OffCorner3ReboundPct,ShortMidRangePctAssisted,HeaveAttempts,Offensive Fouls,DefensiveGoaltends,StepOutOfBoundsTurnovers,BlockedLongMidRange,3SecondViolations,on,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Corner3PctBlocked
101117,1610612746,Yaroslav Korolev,Yaroslav Korolev,101117,LAC,7615.0,127,-8.0,257,260,81.0,114.0,34.0,517,2.0,7.0,1.0,4.0,1.0,2.0,4.0,3.0,12.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,7.0,23.0,2.0,7.0,7.0,27.0,240,2.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,8.0,6.0,6.0,4.0,6.0,2.0,2.0,8.0,1.0,9.0,1.0,3.0,3.0,2.0,19.0,5.0,1.0,7.0,8.0,5.0,13.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,6.0,1.0,9.0,11.0,1.0,12.0,3.0,10.0,2.0,4.0,2.0,4.0,81.0,1.0,2.0,0.5714285714285714,0.8,1.0,0.2857142857142857,0.2857142857142857,0.30434782608695654,0.4,0.3333333333333333,0.25,0.39705882352941174,0.25,0.3333333333333333,0.23333333333333334,0.08695652173913043,0.2857142857142857,13.513513513513514,0.5,0.0945945945945946,0.049019607843137254,0.0625,0.08888888888888889,0.04132231404958678,0.09523809523809523,0.04,0.03571428571428571,0.04,0.1111111111111111,0.12903225806451613,0.25,0.05263157894736842,0.23333333333333334,0.2857142857142857,0.4,0.5,0.13333333333333333,0.5,0.5,0.4,0.25,0.25,1.0,0.03333333333333333,0.2,0.3333333333333333,0.3333333333333333,1.0,0.5,0.25,0.125,0.25,0.25,0.25,0.25,0.4666666666666667,0.3333333333333333,0.454735,0.5017333333333334,0.4826125,0.125,0.16,0.14814814814814814,0.14814814814814814,10.595652173913043,25.342857142857145,0.3151750972762646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
101137,1610612746,Daniel Ewing,Daniel Ewing,101137,LAC,3594.0,60,-15.0,122,126,65.0,69.0,19.0,248,2.0,5.0,,1.0,,,2.0,1.0,8.0,2.0,,,2.0,7.0,1.0,4.0,3.0,15.0,4.0,9.0,4.0,22.0,119,,3.0,1.0,,4.0,4.0,2.0,10.0,2.0,4.0,6.0,,7.0,2.0,,3.0,2.0,5.0,,1.0,,2.0,12.0,1.0,,,,1.0,1.0,1.0,5.0,4.0,6.0,,4.0,2.0,2.0,8.0,7.0,1.0,3.0,,5.0,1.0,7.0,,3.0,,10.0,65.0,1.0,,0.3333333333333333,0.3333333333333333,0.5,0.4444444444444444,0.4444444444444444,0.2,,0.375,,0.3888888888888889,,0.5,0.375,,,24.305555555555557,0.75,,0.023809523809523808,,,0.01818181818181818,0.125,,,,,,,0.058823529411764705,0.20833333333333334,0.4,0.4,,0.08333333333333333,,,0.3333333333333333,0.125,0.125,1.0,0.08333333333333333,0.2916666666666667,0.2857142857142857,0.2857142857142857,,0.25,,,0.25,,,0.5,0.5833333333333334,0.2857142857142857,0.45959374999999997,0.43803749999999997,0.41497500000000004,0.1111111111111111,0.16666666666666666,,0.45454545454545453,10.893333333333334,25.83333333333333,0.5327868852459017,2.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,0.5,0.25,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
101189,1610612746,James Singleton,James Singleton,101189,LAC,3095.0,52,-17.0,103,104,60.0,64.0,15.0,207,4.0,5.0,1.0,2.0,3.0,,2.0,2.0,6.0,1.0,,,,1.0,,1.0,6.0,13.0,1.0,2.0,11.0,26.0,106,1.0,3.0,,7.0,7.0,1.0,9.0,17.0,8.0,4.0,3.0,2.0,1.0,,2.0,1.0,,1.0,,,,1.0,2.0,5.0,1.0,8.0,12.0,8.0,20.0,,1.0,1.0,,,,,,,,6.0,7.0,,8.0,1.0,12.0,,4.0,2.0,17.0,60.0,1.0,2.0,0.6666666666666666,0.8,1.0,0.5,0.5,0.46153846153846156,0.3333333333333333,0.5,0.3333333333333333,0.6190476190476191,0.5833333333333334,0.6538461538461539,0.13333333333333333,0.15384615384615385,,17.647058823529413,,0.27586206896551724,0.13513513513513514,0.5,0.2903225806451613,0.14893617021276595,,0.3333333333333333,0.08333333333333333,0.2727272727272727,0.2,0.3076923076923077,,,0.3333333333333333,0.8,0.8,0.75,0.13333333333333333,,,0.4,0.3333333333333333,0.4,0.5,0.06666666666666667,0.06666666666666667,,,,0.6666666666666666,0.5,,,0.375,,0.125,0.4666666666666667,,0.4639466666666666,0.361,0.47195625,0.21052631578947367,0.23529411764705882,0.2692307692307692,0.6538461538461539,9.707692307692309,24.85,0.5825242718446602,1.0,,4.0,,,,,,,,0.5714285714285714,0.5,1.0,1.0,1.0,,3.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.6,0.16666666666666666,0.2,0.2,0.5,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
101238,1610612746,Boniface Ndong,Boniface Ndong,101238,LAC,2086.0,35,-7.0,69,67,32.0,30.0,10.0,136,1.0,2.0,,,,3.0,3.0,1.0,8.0,,,,,,,,5.0,13.0,,,,10.0,71,,,,,5.0,,,4.0,6.0,4.0,,,,,,2.0,,2.0,,1.0,,1.0,4.0,2.0,2.0,3.0,6.0,3.0,9.0,,,,,,,2.0,,2.0,,4.0,7.0,,1.0,1.0,,,,,4.0,32.0,1.0,,0.6,0.6,,,,0.38461538461538464,,0.38461538461538464,,0.38461538461538464,,0.4,,,,18.51851851851852,,0.17647058823529413,0.07142857142857142,0.3333333333333333,0.21739130434782608,0.08823529411764706,,,0.125,,0.14285714285714285,0.3333333333333333,,,0.15384615384615385,0.5,0.5,,0.23076923076923078,1.0,1.0,0.6153846153846154,0.125,0.125,1.0,,,,,,,,,,,,,0.15384615384615385,,0.3839846153846154,,0.37328,,,,0.4,11.915384615384616,,0.463768115942029,,,2.0,,,,,,,,0.4,0.4,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,0.2,,0.16666666666666666,,0.4,1.0,,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2404,1610612746,Chris Wilcox,Chris Wilcox,2404,LAC,3270.0,54,8.0,112,112,34.0,49.0,15.0,224,4.0,5.0,2.0,2.0,2.0,3.0,5.0,,,,,,,1.0,,,7.0,10.0,,1.0,6.0,20.0,84,3.0,3.0,,8.0,3.0,,6.0,12.0,8.0,6.0,,6.0,,,1.0,1.0,,1.0,,1.0,,,2.0,5.0,1.0,8.0,11.0,6.0,17.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,,5.0,,8.0,,4.0,,12.0,34.0,,,0.5714285714285714,1.0,,,,0.7,1.0,0.6363636363636364,1.0,0.6666666666666666,1.0,1.0,0.09090909090909091,0.1,0.2,14.615384615384615,0.5,0.27586206896551724,0.1,0.1,0.23076923076923078,0.10344827586206896,0.25,0.18181818181818182,,0.375,0.2857142857142857,0.21428571428571427,,0.5,0.45454545454545453,0.8,1.0,0.5,0.45454545454545453,0.6,0.6,,,,,,0.09090909090909091,,,,0.6666666666666666,1.0,,,0.6666666666666666,,,0.5454545454545454,,0.48588000000000003,0.5376333333333333,0.5007333333333334,0.26666666666666666,0.2857142857142857,0.4,0.6,3.7299999999999995,58.0,0.30357142857142855,,,3.0,,,,,,,,1.0,1.0,,,,,2.0,2.0,1.0,,2.0,,,,,,,,0.2857142857142857,,0.125,,0.14285714285714285,,1.0,,1.0,,,0.25,0.6666666666666666,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,
452,1610612746,Vin Baker,Vin Baker,452,LAC,576.0,10,9.0,18,17,5.0,11.0,4.0,35,,2.0,,,,1.0,1.0,,,,,,,,,,1.0,3.0,,,3.0,5.0,8,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,1.0,2.0,,2.0,,,,1.0,,1.0,,,1.0,,,,,3.0,,4.0,,2.0,,,5.0,,,1.0,1.0,,,,0.3333333333333333,,0.3333333333333333,,0.5,,,,0.6666666666666666,1.0,27.272727272727273,1.0,0.25,,,0.25,,,,,,0.5,,,,0.6666666666666666,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,0.6666666666666666,,0.49420000000000003,,,0.4,0.4,,,2.566666666666667,,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,0.5,,,,,1.0,,,1.0,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
924,1610612746,Anthony Goldwire,Anthony Goldwire,924,LAC,74.0,1,,2,3,2.0,3.0,,5,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,2.0,2,,,,,1.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.3768,,0.3768,,,,1.0,16.4,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
962,1610612746,Walter McCarty,Walter McCarty,962,LAC,1823.0,30,-4.0,62,61,32.0,24.0,11.0,123,2.0,2.0,,,1.0,1.0,3.0,3.0,4.0,2.0,,2.0,,4.0,,3.0,6.0,9.0,,6.0,1.0,13.0,56,,,,,4.0,5.0,1.0,7.0,12.0,,,,4.0,,,1.0,,1.0,,,1.0,,2.0,,1.0,5.0,7.0,1.0,8.0,1.0,,,2.0,4.0,1.0,5.0,1.0,7.0,6.0,2.0,3.0,,2.0,,1.0,1.0,1.0,,7.0,32.0,,,1.0,1.0,,,,0.6666666666666666,,0.4,,0.43333333333333335,,0.3888888888888889,0.4,,,29.333333333333332,0.2857142857142857,0.25,,0.5,0.2727272727272727,0.03225806451612903,,,,0.4,0.14285714285714285,0.25,,0.125,0.13333333333333333,1.0,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.75,0.75,1.0,0.13333333333333333,0.26666666666666666,,,,,,,,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.5333333333333333,,0.43857999999999997,,0.44709444444444446,0.06666666666666667,0.1111111111111111,,0.5384615384615384,12.288888888888888,25.816666666666666,0.5161290322580645,,,3.0,,,,,,,,0.75,0.3333333333333333,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,0.1,0.14285714285714285,0.5,,1.0,,2.0,,,,1.0,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,
1442,1610612746,Zeljko Rebraca,Zeljko Rebraca,1442,LAC,378.0,6,-6.0,12,12,7.0,7.0,1.0,24,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,2.0,14,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,7.0,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,15.384615384615383,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,0.4292,,,,,,,15.5,,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2624,1610612746,Quinton Ross,Quinton Ross,2624,LAC,868.0,14,5.0,28,27,5.0,11.0,7.0,55,1.0,1.0,,,,,1.0,1.0,3.0,,,,,,,,2.0,5.0,,,1.0,5.0,17,1.0,1.0,,2.0,2.0,,,,4.0,,,,,,,,,,,,,,,1.0,,2.0,3.0,1.0,4.0,,1.0,,,,,,,,,,,,2.0,,3.0,1.0,2.0,,,5.0,,,1.0,1.0,,,,0.4,1.0,0.4,1.0,0.4166666666666667,0.5,,,,,16.666666666666668,,0.2,0.05555555555555555,,0.16666666666666666,0.05555555555555555,,,0.1111111111111111,,0.3333333333333333,0.25,,,0.2,1.0,1.0,1.0,0.2,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,0.2,,0.41744000000000003,0.4195,0.349,0.3333333333333333,0.3333333333333333,0.4,,12.86,,0.17857142857142858,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
