EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,LostBallSteals,2pt And 1 Free Throw Trips,Technical Free Throw Trips,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,Offensive Fouls,BlockedShortMidRange,3SecondViolations,OffShortMidRangeReboundPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,OffThreePtRebounds,FTOffRebounds,Loose Ball Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,HeaveMakes,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,OffensiveGoaltends,on,Clear Path Fouls,Corner3PctBlocked,3pt And 1 Free Throw Trips
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,6747.0,112,-14,216,217,75,131,26,433,5.0,12.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,3.0,1.0,4.0,1.0,3.0,8.0,21.0,7.0,4.0,20.0,203,1.0,2.0,1.0,2.0,2.0,5.0,4.0,3.0,7.0,6.0,10.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,6.0,3.0,3.0,4.0,1.0,8.0,3.0,11,1.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,7.0,1.0,5.0,4.0,11,2.0,8.0,2.0,10.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,75,4.0,1.0,0.375,0.42857142857142855,0.38095238095238093,0.5,0.4,0.2857142857142857,0.3333333333333333,0.2222222222222222,0.30303030303030304,0.3333333333333333,0.2916666666666667,0.25,0.19047619047619047,0.25,0.5,16.39344262295082,0.7142857142857143,0.0625,0.05714285714285714,0.041666666666666664,0.11538461538461539,0.07291666666666667,0.03,0.038461538461538464,0.05405405405405406,0.07142857142857142,0.07407407407407407,0.13636363636363635,0.06666666666666667,1.0,0.42857142857142855,0.4166666666666667,0.5555555555555556,0.2,0.07142857142857142,0.5,1.0,1.0,0.25,0.2857142857142857,0.2857142857142857,0.5,0.10714285714285714,0.14285714285714285,0.6666666666666666,0.5,0.3333333333333333,0.2222222222222222,0.5,0.1111111111111111,0.3333333333333333,0.6785714285714286,0.4918553571428571,0.48,0.48080000000000006,0.0967741935483871,0.125,0.1,0.35,6.7714285714285705,24.128571428571426,0.3472222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1521,1610612751,Jacque Vaughn,Jacque Vaughn,1521,NJN,18155.0,303,-29,559,558,156,220,53,1117,10.0,14.0,,1.0,2.0,3.0,2.0,4.0,20.0,40.0,,,,,,32.0,58.0,,16.0,80.0,536,1.0,5.0,,2.0,6.0,12.0,,8.0,20.0,38.0,26.0,,,1.0,32.0,39.0,15.0,3.0,85.0,1.0,7.0,11.0,1.0,19.0,1.0,20,,9.0,4.0,7.0,3.0,3.0,6.0,4.0,3.0,13.0,,5.0,10.0,28,,23.0,5.0,22.0,8.0,2.0,,,,,20.0,156,7.0,2.0,0.59375,0.59375,0.5517241379310345,0.2,0.5,0.5517241379310345,0.2,0.5,0.5970149253731343,0.2,0.5882352941176471,,0.017241379310344827,0.07142857142857142,,12.861736334405146,0.5384615384615384,0.030303030303030304,0.058823529411764705,0.006060606060606061,0.12280701754385964,0.07377049180327869,0.0040650406504065045,0.02040816326530612,,0.078125,0.058823529411764705,0.13636363636363635,,,0.2413793103448276,0.7142857142857143,0.7692307692307693,0.4,0.06896551724137931,0.5,0.5,0.5,0.6896551724137931,0.5,0.5,0.7,,,0.2,,,0.25,0.6666666666666666,,,0.2413793103448276,0.43549482758620683,0.3981,0.41863333333333336,0.12307692307692308,0.12307692307692308,0.025,0.25,13.417241379310344,,0.27906976744186046,7.0,3.0,4.0,14.0,5.0,1.0,3.0,0.02631578947368421,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1531,1610612751,Marc Jackson,Marc Jackson,1531,NJN,11108.0,185,-12,335,341,88,116,36,676,15.0,24.0,5.0,7.0,2.0,5.0,7.0,16.0,10.0,26.0,,,,,,32.0,66.0,,26.0,90.0,345,6.0,9.0,,15.0,5.0,13.0,,12.0,22.0,38.0,26.0,12.0,,2.0,8.0,12.0,7.0,,28.0,11.0,3.0,18.0,7.0,28.0,11.0,39,1.0,2.0,,3.0,2.0,3.0,9.0,,1.0,12.0,,2.0,8.0,24,3.0,27.0,4.0,30.0,15.0,1.0,3.0,2.0,3.0,3.0,22.0,88,2.0,1.0,0.59375,0.7307692307692307,0.48484848484848486,0.6666666666666666,0.38461538461538464,0.48484848484848486,0.6666666666666666,0.38461538461538464,0.5625,0.625,0.55,,0.030303030303030304,0.041666666666666664,0.0625,24.46808510638298,0.25,0.3333333333333333,0.1782178217821782,0.09482758620689655,0.06521739130434782,0.14285714285714285,0.07746478873239436,0.11764705882352941,0.0196078431372549,0.125,0.16326530612244897,0.05263157894736842,0.03225806451612903,1.0,0.36363636363636365,0.625,0.6521739130434783,0.5333333333333333,0.24242424242424243,0.4375,0.4666666666666667,0.2857142857142857,0.3939393939393939,0.38461538461538464,0.38461538461538464,0.9,,,0.7777777777777778,0.7142857142857143,,0.38461538461538464,0.4,,,0.36363636363636365,0.44313939393939406,0.5159666666666667,0.4367538461538461,0.189873417721519,0.189873417721519,0.16666666666666666,0.24444444444444444,9.224242424242425,,0.2626865671641791,4.0,2.0,2.0,1.0,2.0,2.0,,0.25,0.125,3.0,1.0,4.0,1.0,1.0,0.1935483870967742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1909,1610612751,Scott Padgett,Scott Padgett,1909,NJN,11788.0,196,-15,364,364,139,191,60,728,7.0,13.0,3.0,6.0,3.0,3.0,,2.0,1.0,8.0,8.0,2.0,19.0,1.0,4.0,8.0,23.0,27.0,9.0,49.0,372,3.0,9.0,2.0,6.0,3.0,6.0,6.0,3.0,15.0,8.0,8.0,6.0,18.0,2.0,5.0,10.0,3.0,,25.0,12.0,8.0,17.0,3.0,28.0,20.0,48,1.0,9.0,5.0,3.0,,3.0,3.0,,,6.0,,1.0,11.0,18,,10.0,,11.0,4.0,2.0,3.0,3.0,3.0,,15.0,139,3.0,2.0,0.5,0.8,0.34782608695652173,0.3333333333333333,0.5,0.4,0.2727272727272727,0.5,0.44545454545454544,0.2727272727272727,0.5357142857142857,0.54,0.08695652173913043,,1.0,14.153132250580049,0.5,0.21428571428571427,0.1574074074074074,0.0967741935483871,0.14285714285714285,0.1524390243902439,0.09289617486338798,0.06666666666666667,0.11363636363636363,0.1388888888888889,0.17073170731707318,0.14285714285714285,0.03125,,0.26,0.5384615384615384,0.5384615384615384,0.42857142857142855,0.04,,,,0.16,0.125,0.125,1.0,0.16,0.38,0.5454545454545454,0.5,0.09090909090909091,0.25,1.0,0.16666666666666666,0.3333333333333333,0.8,0.4995908163265307,0.5025600000000001,0.4796590909090909,0.07547169811320754,0.15384615384615385,0.12244897959183673,0.30612244897959184,7.569565217391303,25.285185185185178,0.38186813186813184,5.0,3.0,2.0,2.0,4.0,1.0,,0.16129032258064516,0.14285714285714285,,1.0,2.0,,,0.11428571428571428,4.0,1.0,1.0,4.0,1.0,8.0,2.0,24.0,1.0,4.0,5.0,3.0,3.0,1.0,0.2962962962962963,0.3333333333333333,0.3076923076923077,0.23076923076923078,0.0847457627118644,0.06818181818181818,0.13333333333333333,0.5,0.5,1.0,0.21052631578947367,0.21052631578947367,1.0,0.09090909090909091,0.5,0.25,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2565,1610612751,Zoran Planinic,Zoran Planinic,2565,NJN,35715.0,595,-68,1089,1087,315,393,124,2176,36.0,72.0,6.0,13.0,13.0,23.0,8.0,27.0,9.0,28.0,20.0,6.0,36.0,2.0,15.0,53.0,127.0,56.0,46.0,191.0,1085,8.0,21.0,2.0,26.0,20.0,39.0,21.0,19.0,74.0,44.0,62.0,6.0,30.0,18.0,39.0,53.0,15.0,2.0,120.0,10.0,18.0,41.0,1.0,60.0,14.0,74,5.0,20.0,10.0,25.0,6.0,10.0,18.0,15.0,2.0,43.0,1.0,11.0,37.0,91,4.0,62.0,4.0,66.0,23.0,9.0,4.0,3.0,4.0,1.0,74.0,315,14.0,9.0,0.41509433962264153,0.44,0.41732283464566927,0.38095238095238093,0.5128205128205128,0.39617486338797814,0.34782608695652173,0.4583333333333333,0.4441860465116279,0.4482758620689655,0.5068493150684932,0.30601092896174864,0.14173228346456693,0.16666666666666666,0.18518518518518517,20.958570268074734,0.5813953488372093,0.017857142857142856,0.11884057971014493,0.028409090909090908,0.13846153846153847,0.12421052631578948,0.027777777777777776,0.025210084033613446,0.02564102564102564,0.08256880733944955,0.1503267973856209,0.14,0.053763440860215055,0.25,0.39344262295081966,0.5,0.6,0.4444444444444444,0.14754098360655737,0.2962962962962963,0.36363636363636365,0.25,0.15300546448087432,0.32142857142857145,0.3333333333333333,0.4444444444444444,0.1092896174863388,0.19672131147540983,0.5652173913043478,0.46153846153846156,0.08695652173913043,0.38333333333333336,0.5652173913043478,0.1,0.25,0.6994535519125683,0.4985216292134831,0.4780277777777778,0.4849745454545456,0.11650485436893204,0.15436241610738255,0.13612565445026178,0.387434554973822,6.030708661417322,27.766071428571426,0.2892561983471074,14.0,11.0,3.0,22.0,10.0,1.0,,0.10843373493975904,0.13333333333333333,10.0,4.0,5.0,,,0.03896103896103896,9.0,,4.0,4.0,1.0,13.0,5.0,33.0,5.0,3.0,4.0,,4.0,0.8461538461538461,0.23214285714285715,0.23809523809523808,0.23529411764705882,,0.02631578947368421,0.037037037037037035,,0.45,0.45,1.0,0.1111111111111111,0.1111111111111111,0.5,,0.6666666666666666,0.06666666666666667,0.1,6.0,1.0,1.0,1.0,1.0,0.03571428571428571,0.017543859649122806,,,,,,,,,,,,,,,,,,,True,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,14453.0,241,-47,432,430,123,101,52,862,22.0,35.0,3.0,6.0,4.0,8.0,,5.0,12.0,25.0,5.0,4.0,18.0,2.0,4.0,34.0,65.0,23.0,56.0,130.0,448,3.0,9.0,2.0,16.0,8.0,15.0,8.0,22.0,38.0,42.0,26.0,6.0,18.0,4.0,21.0,23.0,9.0,2.0,48.0,8.0,10.0,15.0,4.0,29.0,11.0,40,5.0,7.0,5.0,12.0,2.0,6.0,6.0,6.0,,18.0,1.0,5.0,10.0,15,,54.0,4.0,68.0,29.0,6.0,,,,,38.0,123,1.0,5.0,0.6176470588235294,0.6774193548387096,0.5230769230769231,0.3333333333333333,0.5333333333333333,0.42045454545454547,0.4090909090909091,0.34782608695652173,0.538135593220339,0.5333333333333333,0.5277777777777778,0.26136363636363635,0.06153846153846154,0.05714285714285714,0.4,27.64227642276423,0.6666666666666666,0.21052631578947367,0.11627906976744186,0.05228758169934641,0.19607843137254902,0.1388888888888889,0.051643192488262914,0.0847457627118644,0.01639344262295082,0.09375,0.10714285714285714,0.20512820512820512,0.11363636363636363,,0.3977272727272727,0.6285714285714286,0.6666666666666666,0.5454545454545454,0.056818181818181816,,,,0.2840909090909091,0.48,0.48,0.75,0.056818181818181816,0.20454545454545456,0.5454545454545454,0.5,0.18181818181818182,0.34782608695652173,0.5,0.17391304347826086,0.17391304347826086,0.6590909090909091,0.49095625,0.4981409090909091,0.48315869565217395,0.25892857142857145,0.3258426966292135,0.12307692307692308,0.2923076923076923,7.8246153846153845,24.9,0.2847222222222222,2.0,1.0,1.0,10.0,2.0,5.0,3.0,0.14634146341463414,0.16666666666666666,7.0,1.0,2.0,,,0.06060606060606061,1.0,,,1.0,,2.0,,6.0,,1.0,3.0,,2.0,1.0,0.08695652173913043,,0.08695652173913043,,0.05,0.061224489795918366,,0.2,0.2,1.0,0.05555555555555555,0.058823529411764705,1.0,,,,0.05555555555555555,,,,,,,,1.0,1.0,1.0,0.5,0.043478260869565216,0.05555555555555555,0.5,1.0,,,,,,,,,,,True,,,
2669,1610612751,Linton Johnson,Linton Johnson,2669,NJN,1363.0,23,8,45,45,30,32,4,90,2.0,3.0,,,1.0,1.0,,,1.0,3.0,,,,,,3.0,6.0,,1.0,7.0,36,1.0,1.0,,2.0,2.0,3.0,,1.0,5.0,6.0,,,,1.0,2.0,2.0,,,4.0,,2.0,,2.0,4.0,,4,,2.0,2.0,1.0,1.0,1.0,2.0,,,3.0,,2.0,3.0,4,,2.0,,4.0,2.0,,,,,,5.0,30,,,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.4375,1.0,0.625,,0.16666666666666666,0.3333333333333333,,22.0,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.15384615384615385,,,,,,0.3333333333333333,,,0.5,0.6666666666666666,1.0,1.0,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.3333333333333333,1.0,,,0.5,0.4496666666666667,0.2942,0.39666666666666667,0.25,0.25,0.2857142857142857,0.7142857142857143,8.75,,0.6666666666666666,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
361,1610612751,Clifford Robinson,Clifford Robinson,361,NJN,20934.0,349,-38,628,624,137,175,59,1252,11.0,14.0,3.0,4.0,2.0,2.0,4.0,14.0,15.0,38.0,9.0,3.0,15.0,2.0,4.0,30.0,66.0,24.0,10.0,103.0,625,3.0,6.0,2.0,6.0,3.0,9.0,7.0,3.0,15.0,50.0,10.0,6.0,15.0,2.0,9.0,16.0,1.0,1.0,39.0,10.0,9.0,30.0,8.0,47.0,15.0,62,1.0,10.0,10.0,7.0,3.0,3.0,7.0,4.0,,14.0,2.0,4.0,19.0,32,,13.0,3.0,16.0,5.0,3.0,8.0,7.0,8.0,5.0,15.0,137,3.0,2.0,0.8333333333333334,0.9259259259259259,0.45454545454545453,0.5,0.3333333333333333,0.5166666666666667,0.375,0.375,0.5255102040816326,0.3333333333333333,0.4166666666666667,0.26666666666666666,0.030303030303030304,0.07142857142857142,0.07142857142857142,16.115107913669064,0.5,0.2857142857142857,0.136986301369863,0.05,0.15,0.13978494623655913,0.04895104895104895,0.046875,0.06315789473684211,0.0958904109589041,0.16842105263157894,0.1276595744680851,0.023255813953488372,0.625,0.15555555555555556,0.7857142857142857,0.8461538461538461,0.7272727272727273,0.15555555555555556,0.2857142857142857,0.3076923076923077,0.5,0.4222222222222222,0.39473684210526316,0.39473684210526316,1.0,0.1,0.16666666666666666,0.5,0.75,0.25,0.125,1.0,0.1875,0.25,0.4222222222222222,0.44761166666666674,0.4588916666666667,0.419734375,0.05263157894736842,0.07042253521126761,0.05825242718446602,0.14563106796116504,12.446969696969697,24.791666666666668,0.21815286624203822,7.0,4.0,3.0,7.0,,,,0.13725490196078433,0.23076923076923078,,,2.0,,2.0,0.024390243902439025,3.0,,,8.0,2.0,11.0,2.0,30.0,,8.0,4.0,1.0,1.0,0.9090909090909091,0.4583333333333333,0.2857142857142857,0.4583333333333333,0.05555555555555555,0.046511627906976744,0.05357142857142857,0.03333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5333333333333333,0.5333333333333333,1.0,,,0.5,0.5333333333333333,3.0,,,,1.0,,,,,,,,,,,1.0,4.0,,,,,,,,,True,,,
441,1610612751,Lamond Murray,Lamond Murray,441,NJN,13303.0,222,-12,413,409,122,193,53,822,7.0,16.0,6.0,10.0,4.0,6.0,4.0,6.0,9.0,27.0,11.0,3.0,23.0,,7.0,20.0,49.0,34.0,15.0,94.0,415,6.0,11.0,2.0,21.0,8.0,13.0,10.0,7.0,29.0,26.0,14.0,8.0,23.0,,2.0,3.0,2.0,,7.0,11.0,9.0,30.0,7.0,46.0,16.0,62,6.0,6.0,3.0,4.0,1.0,2.0,7.0,2.0,3.0,11.0,,,12.0,21,3.0,17.0,1.0,20.0,9.0,1.0,2.0,2.0,3.0,,29.0,122,3.0,1.0,0.65,0.8125,0.40816326530612246,0.5454545454545454,0.6153846153846154,0.4759036144578313,0.5769230769230769,0.4782608695652174,0.5053763440860215,0.6176470588235294,0.5178571428571429,0.40963855421686746,,,,22.033898305084747,0.36363636363636365,0.28,0.22058823529411764,0.08943089430894309,0.17307692307692307,0.2074468085106383,0.08376963350785341,0.20588235294117646,,0.13725490196078433,0.23636363636363636,0.16666666666666666,0.12,,0.1927710843373494,0.4375,0.4375,0.2857142857142857,0.07228915662650602,0.6666666666666666,0.6666666666666666,0.75,0.3253012048192771,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.13253012048192772,0.27710843373493976,0.7692307692307693,0.6,,0.2608695652173913,0.6666666666666666,0.13043478260869565,0.30434782608695654,0.6024096385542169,0.47873734939759044,0.5685083333333333,0.4744826086956522,0.09782608695652174,0.15517241379310345,0.22340425531914893,0.30851063829787234,11.738775510204082,24.40882352941177,0.29539951573849876,1.0,,1.0,,3.0,,,0.3333333333333333,0.2,6.0,,2.0,,,0.12903225806451613,4.0,2.0,1.0,9.0,1.0,13.0,2.0,39.0,,9.0,5.0,,1.0,1.0,0.38235294117647056,0.2,0.38235294117647056,,0.07352941176470588,0.044444444444444446,0.13043478260869565,0.36363636363636365,0.36363636363636365,1.0,0.391304347826087,0.391304347826087,1.0,0.15384615384615385,0.3333333333333333,0.14285714285714285,0.391304347826087,,,,,,,,,1.0,,0.5,,,,,1.0,,1.0,1.0,1.0,0.16666666666666666,0.5,1.0,,,True,,,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,6949.0,116,-9,211,210,52,38,18,421,11.0,16.0,2.0,2.0,1.0,3.0,1.0,6.0,5.0,17.0,3.0,1.0,9.0,,2.0,17.0,39.0,12.0,19.0,59.0,184,2.0,2.0,,7.0,2.0,9.0,3.0,5.0,15.0,14.0,20.0,,7.0,1.0,7.0,9.0,2.0,1.0,20.0,1.0,5.0,13.0,3.0,21.0,3.0,24,1.0,3.0,3.0,6.0,1.0,2.0,3.0,4.0,,9.0,2.0,3.0,6.0,13,1.0,16.0,,22.0,10.0,2.0,3.0,3.0,4.0,3.0,15.0,52,1.0,2.0,0.4117647058823529,0.4117647058823529,0.4358974358974359,1.0,0.2222222222222222,0.39215686274509803,1.0,0.4166666666666667,0.49166666666666664,1.1666666666666667,0.5,0.23529411764705882,0.02564102564102564,,,30.000000000000004,0.6666666666666666,0.375,0.15853658536585366,0.013888888888888888,0.19230769230769232,0.16666666666666666,0.0196078431372549,0.05263157894736842,,0.16666666666666666,0.15217391304347827,0.2,0.034482758620689655,0.75,0.3137254901960784,0.6875,0.6875,0.5454545454545454,0.11764705882352941,0.16666666666666666,0.16666666666666666,,0.3333333333333333,0.29411764705882354,0.3125,0.2,0.058823529411764705,0.17647058823529413,1.0,1.0,,0.25,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.5490196078431373,0.476288,0.5527500000000001,0.46180909090909095,0.1724137931034483,0.21739130434782608,0.11864406779661017,0.2542372881355932,9.397435897435896,26.516666666666662,0.24644549763033174,2.0,1.0,1.0,4.0,,3.0,1.0,0.16666666666666666,0.16666666666666666,3.0,,,,,,1.0,,1.0,1.0,1.0,2.0,2.0,6.0,1.0,,1.0,1.0,1.0,1.0,0.16666666666666666,0.6666666666666666,0.09090909090909091,0.14285714285714285,0.03333333333333333,0.047619047619047616,,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,0.125,1.0,,1.0,0.5,,,1.0,,,,0.058823529411764705,,,,1.0,,0.08333333333333333,0.1111111111111111,,,2.0,,,1.0,,0.5,,,1.0,1.0,True,,,
