EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,ShortMidRangeFGM,SecondChanceFtPoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,Arc3Assists,FTOffRebounds,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,PenaltyPointsPct,PtsPutbacks,Loose Ball Fouls,BlockedAtRim,RecoveredBlocks,3SecondViolations,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveMakes,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,BlockedArc3,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,on,Clear Path Fouls
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,12556.0,209.0,-16.0,380.0,390.0,81.0,121.0,36.0,770.0,14.0,25.0,2.0,3.0,1.0,3.0,1.0,9.0,4.0,1.0,2.0,1.0,2.0,15.0,37.0,6.0,5.0,35.0,384.0,2.0,4.0,1.0,4.0,2.0,3.0,28.0,2.0,2.0,3.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,11.0,2.0,2.0,6.0,7.0,13.0,4.0,17.0,1.0,1.0,1.0,7.0,1.0,4.0,5.0,3.0,2.0,12.0,5.0,9.0,22.0,2.0,12.0,4.0,10.0,4.0,1.0,1.0,1.0,1.0,81.0,4.0,0.9333333333333333,0.9333333333333333,0.40540540540540543,0.5,0.3488372093023256,0.4,0.3645833333333333,0.4,0.13953488372093023,0.08108108108108109,0.12,14.251781472684085,0.5833333333333334,0.050724637681159424,0.014814814814814815,0.11320754716981132,0.06060606060606061,0.06806282722513089,0.023809523809523808,0.023809523809523808,0.013888888888888888,0.09090909090909091,0.02127659574468085,0.08571428571428572,0.05357142857142857,0.13513513513513514,0.0625,0.041666666666666664,0.5813953488372093,0.56,0.6363636363636364,0.9285714285714286,0.06976744186046512,0.20930232558139536,0.1111111111111111,0.1111111111111111,1.0,0.09302325581395349,0.046511627906976744,0.6,0.6666666666666666,1.0,0.2,0.2,0.2,0.4,0.7209302325581395,0.5313558139534883,0.5289,0.42879000000000006,0.0851063829787234,0.0975609756097561,0.11428571428571428,5.102702702702703,24.183333333333334,0.2131578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1521,1610612751,Jacque Vaughn,Jacque Vaughn,1521,NJN,45645.0,761.0,-111.0,1400.0,1417.0,443.0,483.0,144.0,2817.0,20.0,32.0,,2.0,6.0,11.0,42.0,108.0,2.0,1.0,1.0,,,66.0,151.0,3.0,36.0,168.0,1438.0,2.0,11.0,,5.0,35.0,1.0,88.0,44.0,1.0,6.0,58.0,22.0,80.0,7.0,25.0,2.0,31.0,182.0,4.0,5.0,13.0,31.0,46.0,10.0,56.0,,21.0,8.0,17.0,8.0,13.0,19.0,4.0,7.0,36.0,9.0,37.0,89.0,1.0,49.0,11.0,55.0,21.0,6.0,1.0,,1.0,443.0,8.0,0.6666666666666666,0.6666666666666666,0.4370860927152318,0.18181818181818182,0.42857142857142855,0.18181818181818182,0.4689265536723164,0.20833333333333334,0.01948051948051948,0.039735099337748346,0.125,13.645099295323512,0.4722222222222222,0.06431535269709543,0.010615711252653927,0.07738095238095238,0.020512820512820513,0.06769230769230769,0.013513513513513514,0.014814814814814815,0.012195121951219513,0.03007518796992481,0.07894736842105263,0.025423728813559324,0.07547169811320754,0.09482758620689655,0.038461538461538464,,0.2077922077922078,0.625,0.7142857142857143,0.45,0.07142857142857142,0.7012987012987013,0.3888888888888889,0.3925233644859813,0.8095238095238095,0.012987012987012988,0.006493506493506494,0.18181818181818182,,,,0.16666666666666666,0.027777777777777776,,0.22727272727272727,0.43497987012987016,0.39829,0.4108291666666667,0.12280701754385964,0.125,0.02976190476190476,14.016556291390726,23.96666666666667,0.31642857142857145,3.0,4.0,1.0,15.0,16.0,46.0,15.0,1.0,2.0,13.0,3.0,3.0,2.0,4.0,5.0,1.0,46.0,6.0,0.42857142857142855,0.4166666666666667,0.4791666666666667,0.09090909090909091,0.009259259259259259,0.029850746268656716,0.019230769230769232,0.36363636363636365,0.4,0.25,0.5,0.27380952380952384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1531,1610612751,Marc Jackson,Marc Jackson,1531,NJN,10020.0,167.0,-34.0,307.0,315.0,85.0,121.0,29.0,622.0,11.0,18.0,1.0,4.0,3.0,14.0,9.0,18.0,,,,,,28.0,50.0,,8.0,64.0,341.0,2.0,7.0,,7.0,7.0,,38.0,18.0,,2.0,3.0,2.0,5.0,2.0,3.0,,,12.0,1.0,12.0,1.0,20.0,22.0,13.0,35.0,,2.0,1.0,3.0,1.0,1.0,10.0,2.0,1.0,13.0,1.0,9.0,23.0,5.0,16.0,5.0,12.0,6.0,1.0,3.0,,3.0,85.0,,0.6785714285714286,0.7307692307692307,0.56,0.2857142857142857,0.56,0.2857142857142857,0.5818181818181818,0.3888888888888889,,0.04,0.05555555555555555,20.0,0.23076923076923078,0.1724137931034483,0.12244897959183673,0.030303030303030304,0.038461538461538464,0.14093959731543623,0.10483870967741936,0.18518518518518517,0.07692307692307693,,0.2,0.13793103448275862,0.17543859649122806,,0.16666666666666666,,0.36,0.6111111111111112,0.6470588235294118,0.8181818181818182,0.28,0.36,0.5,0.5,0.8888888888888888,,,0.5714285714285714,0.25,,,0.42857142857142855,,,0.36,0.45309799999999995,0.4390428571428572,0.41094285714285717,0.1111111111111111,0.1111111111111111,0.109375,9.078000000000001,,0.2768729641693811,,8.0,3.0,2.0,3.0,7.0,,,1.0,1.0,1.0,,1.0,2.0,,,7.0,1.0,0.2857142857142857,0.2857142857142857,0.3888888888888889,0.07142857142857142,,0.09090909090909091,,0.5714285714285714,0.6153846153846154,0.25,,0.109375,4.0,3.0,3.0,2.0,1.0,0.125,0.09090909090909091,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,74550.0,1242.0,94.0,2393.0,2379.0,950.0,896.0,261.0,4772.0,124.0,237.0,30.0,45.0,101.0,127.0,48.0,156.0,30.0,9.0,121.0,8.0,54.0,220.0,520.0,151.0,268.0,864.0,2392.0,36.0,60.0,9.0,121.0,190.0,63.0,164.0,276.0,117.0,26.0,109.0,41.0,150.0,10.0,52.0,16.0,41.0,341.0,12.0,50.0,38.0,111.0,152.0,63.0,215.0,31.0,42.0,24.0,56.0,8.0,35.0,43.0,21.0,6.0,99.0,40.0,42.0,121.0,18.0,246.0,10.0,329.0,110.0,56.0,24.0,2.0,25.0,950.0,27.0,0.37272727272727274,0.41836734693877553,0.4230769230769231,0.6,0.44411326378539495,0.5652173913043478,0.52460024600246,0.6451612903225806,0.22503725782414308,0.05,0.07172995780590717,33.866171003717476,0.5656565656565656,0.13586291309669524,0.06297229219143577,0.13380281690140844,0.03625377643504532,0.13533151680290645,0.05511111111111111,0.10247349823321555,0.024390243902439025,0.035398230088495575,0.10181818181818182,0.14948453608247422,0.15517241379310345,0.13725490196078433,0.125,0.08469945355191257,0.353204172876304,0.5232067510548524,0.5636363636363636,0.3870967741935484,0.18926974664679583,0.23248882265275708,0.3076923076923077,0.3137254901960784,0.4166666666666667,0.044709388971684055,0.18032786885245902,0.6521739130434783,0.6666666666666666,0.16666666666666666,0.11594202898550725,0.39920948616600793,0.03557312252964427,0.2134387351778656,0.5782414307004471,0.48053480538922155,0.5137385964912281,0.4803924,0.14927344782034346,0.1824212271973466,0.1400462962962963,7.610576923076923,25.618543046357612,0.3969912244045132,48.0,48.0,43.0,81.0,174.0,408.0,31.0,1.0,3.0,18.0,7.0,8.0,8.0,27.0,16.0,6.0,408.0,54.0,0.4263157894736842,0.4624505928853755,0.5710227272727273,0.047244094488188976,0.019230769230769232,0.027522935779816515,0.011235955056179775,0.3779527559055118,0.39669421487603307,0.2916666666666667,0.4752475247524752,0.4722222222222222,48.0,11.0,16.0,13.0,1.0,0.07103825136612021,0.0380952380952381,0.52,10.0,1.0,3.0,42.0,2.0,21.0,52.0,2.0,24.0,96.0,60.0,2.0,2.0,40.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,0.6153846153846154,0.3443708609271523,0.2222222222222222,0.38095238095238093,0.33557046979865773,0.006622516556291391,0.008264462809917356,0.3333333333333333,0.3333333333333333,0.9,0.34710743801652894,0.35,0.5476190476190477,0.014492753623188406,0.25,0.5,0.3333333333333333,0.3888888888888889,0.3418803418803419,0.01948051948051948,,,,,,,True,
361,1610612751,Clifford Robinson,Clifford Robinson,361,NJN,111748.0,1862.0,19.0,3529.0,3528.0,1248.0,1293.0,378.0,7057.0,47.0,77.0,14.0,23.0,26.0,70.0,79.0,191.0,53.0,22.0,122.0,11.0,44.0,159.0,338.0,175.0,50.0,548.0,3599.0,23.0,52.0,13.0,70.0,88.0,66.0,272.0,46.0,121.0,12.0,61.0,28.0,89.0,8.0,30.0,8.0,23.0,206.0,15.0,34.0,37.0,128.0,212.0,55.0,267.0,7.0,44.0,30.0,38.0,6.0,25.0,24.0,13.0,,62.0,22.0,128.0,206.0,7.0,71.0,10.0,77.0,26.0,14.0,39.0,1.0,40.0,1248.0,33.0,0.8553459119496856,0.9066666666666666,0.47041420118343197,0.4423076923076923,0.4853801169590643,0.49230769230769234,0.49818181818181817,0.5,0.341130604288499,0.03550295857988166,0.07792207792207792,15.454545454545453,0.6129032258064516,0.1067556296914095,0.029285099052540915,0.09181141439205956,0.031578947368421054,0.10299625468164794,0.029951100244498777,0.035,0.029585798816568046,0.021538461538461538,0.095,0.10726643598615918,0.11568627450980393,0.09523809523809523,0.08256880733944955,0.025547445255474453,0.15009746588693956,0.6103896103896104,0.6619718309859155,0.7659574468085106,0.1364522417153996,0.3723196881091618,0.41361256544502617,0.42021276595744683,0.9493670886075949,0.10331384015594541,0.2378167641325536,0.35384615384615387,0.6086956521739131,0.35714285714285715,0.16923076923076924,0.16883116883116883,0.14285714285714285,0.2857142857142857,0.49122807017543857,0.46629168297455964,0.4739820754716982,0.47183202614379083,0.048507462686567165,0.07202216066481995,0.12773722627737227,11.914201183431953,24.909142857142854,0.35364125814678377,16.0,33.0,6.0,44.0,26.0,180.0,20.0,6.0,47.0,14.0,5.0,7.0,13.0,3.0,,5.0,180.0,13.0,0.5,0.5,0.5142857142857142,0.04285714285714286,0.015706806282722512,0.29012345679012347,0.046875,0.4714285714285714,0.4925373134328358,0.7575757575757576,0.6153846153846154,0.3284671532846715,18.0,9.0,33.0,25.0,4.0,0.01968503937007874,0.05333333333333334,0.625,20.0,2.0,8.0,40.0,5.0,14.0,60.0,6.0,22.0,177.0,3.0,,1.0,40.0,1.0,2.0,,1.0,,1.0,,9.0,0.9833333333333333,0.34285714285714286,0.46153846153846156,0.3333333333333333,0.3448275862068966,0.005714285714285714,,0.37735849056603776,0.38461538461538464,0.95,0.32786885245901637,0.32786885245901637,1.0,0.03076923076923077,0.45454545454545453,1.0,0.36363636363636365,0.3181818181818182,0.3305785123966942,,1.0,1.0,0.018867924528301886,0.5,1.0,,True,
2565,1610612751,Zoran Planinic,Zoran Planinic,2565,NJN,20934.0,349.0,-38.0,628.0,624.0,137.0,175.0,59.0,1252.0,22.0,46.0,4.0,10.0,11.0,14.0,7.0,20.0,10.0,1.0,15.0,2.0,6.0,33.0,80.0,25.0,21.0,105.0,625.0,4.0,14.0,2.0,10.0,20.0,7.0,30.0,36.0,12.0,13.0,26.0,10.0,36.0,3.0,9.0,2.0,15.0,82.0,4.0,5.0,7.0,29.0,36.0,9.0,45.0,4.0,9.0,7.0,11.0,3.0,4.0,10.0,7.0,,21.0,4.0,23.0,57.0,4.0,31.0,2.0,29.0,13.0,2.0,2.0,,2.0,137.0,7.0,0.45454545454545453,0.46875,0.4125,0.2857142857142857,0.4,0.25,0.4411764705882353,0.29411764705882354,0.23809523809523808,0.1625,0.15217391304347827,20.14388489208633,0.5238095238095238,0.1324200913242009,0.025,0.11666666666666667,0.046511627906976744,0.12903225806451613,0.03146853146853147,0.03125,0.021052631578947368,0.07142857142857142,0.1232876712328767,0.13725490196078433,0.1368421052631579,0.1276595744680851,0.07692307692307693,0.08,0.4380952380952381,0.4782608695652174,0.5641025641025641,0.45454545454545453,0.13333333333333333,0.19047619047619047,0.35,0.3684210526315789,0.5714285714285714,0.09523809523809523,0.14285714285714285,0.625,0.4,,0.125,0.4074074074074074,0.037037037037037035,0.2222222222222222,0.6761904761904762,0.5000626213592233,0.4939923076923076,0.48087199999999997,0.1111111111111111,0.14130434782608695,0.09523809523809523,6.1425,28.763999999999996,0.21815286624203822,5.0,4.0,2.0,9.0,6.0,27.0,7.0,,,2.0,2.0,1.0,2.0,1.0,,,27.0,2.0,0.45,0.3888888888888889,0.45,0.35714285714285715,0.05,,,0.2857142857142857,0.4444444444444444,0.25,0.45454545454545453,0.2571428571428571,2.0,3.0,2.0,,,0.024390243902439025,,,4.0,,,2.0,,1.0,6.0,,1.0,15.0,3.0,1.0,2.0,1.0,,1.0,,,,,,,0.8333333333333334,0.24,,0.14285714285714285,0.21739130434782608,,,0.4,0.4,1.0,0.13333333333333333,0.13333333333333333,0.5,,,,,0.16666666666666666,0.08333333333333333,,,,,,,,True,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,74195.0,1237.0,148.0,2407.0,2397.0,923.0,988.0,269.0,4804.0,46.0,90.0,4.0,7.0,38.0,30.0,44.0,95.0,41.0,14.0,140.0,12.0,65.0,101.0,215.0,181.0,100.0,485.0,2456.0,5.0,12.0,16.0,35.0,65.0,79.0,82.0,120.0,136.0,11.0,223.0,56.0,279.0,17.0,114.0,28.0,81.0,614.0,14.0,31.0,45.0,147.0,209.0,45.0,254.0,8.0,67.0,35.0,59.0,18.0,48.0,26.0,11.0,1.0,85.0,26.0,33.0,81.0,4.0,95.0,6.0,130.0,29.0,27.0,17.0,2.0,17.0,923.0,21.0,0.40594059405940597,0.41,0.4697674418604651,0.4166666666666667,0.4861111111111111,0.5,0.5333333333333333,0.546875,0.45707070707070707,0.05116279069767442,0.1,19.698085419734905,0.6941176470588235,0.1826086956521739,0.04,0.16304347826086957,0.043343653250773995,0.17761332099907493,0.040983606557377046,0.03333333333333333,0.04590163934426229,0.04405286343612335,0.14028776978417265,0.17346938775510204,0.22356495468277945,0.17560975609756097,0.1267605633802817,0.03773584905660377,0.22727272727272727,0.5111111111111111,0.5679012345679012,0.41304347826086957,0.07575757575757576,0.2398989898989899,0.4631578947368421,0.4631578947368421,0.4772727272727273,0.10353535353535354,0.35353535353535354,0.25,0.5714285714285714,0.25,0.42857142857142855,0.2638888888888889,0.09722222222222222,0.4513888888888889,0.6843434343434344,0.5029852941176469,0.5159750000000001,0.5058135714285713,0.08274231678486997,0.12236286919831224,0.07216494845360824,9.808837209302324,25.532596685082876,0.3834648940589946,17.0,11.0,7.0,30.0,65.0,197.0,39.0,,17.0,32.0,2.0,8.0,1.0,7.0,7.0,2.0,197.0,27.0,0.46153846153846156,0.4583333333333333,0.5359116022099447,0.06666666666666667,,0.14912280701754385,,0.36666666666666664,0.39285714285714285,0.09090909090909091,0.4473684210526316,0.4061855670103093,2.0,,13.0,7.0,,0.041176470588235294,0.041666666666666664,0.4117647058823529,15.0,4.0,4.0,46.0,4.0,20.0,61.0,6.0,24.0,165.0,18.0,,4.0,46.0,,,6.0,,,1.0,,,0.9016393442622951,0.3370165745856354,0.375,0.3037974683544304,0.3446327683615819,,,0.36585365853658536,0.36585365853658536,0.9333333333333333,0.32857142857142857,0.32857142857142857,0.8913043478260869,0.14285714285714285,0.3333333333333333,1.0,0.2857142857142857,0.3076923076923077,0.3382352941176471,0.03225806451612903,2.0,,,0.5,1.0,1.0,True,
1909,1610612751,Scott Padgett,Scott Padgett,1909,NJN,16867.0,281.0,-52.0,516.0,519.0,121.0,181.0,56.0,1035.0,6.0,16.0,1.0,3.0,2.0,3.0,3.0,11.0,19.0,6.0,27.0,3.0,6.0,9.0,30.0,46.0,10.0,67.0,528.0,1.0,4.0,7.0,8.0,4.0,12.0,16.0,2.0,26.0,7.0,15.0,3.0,18.0,3.0,4.0,2.0,9.0,39.0,5.0,15.0,8.0,21.0,36.0,20.0,56.0,3.0,11.0,9.0,7.0,,5.0,2.0,2.0,,9.0,2.0,18.0,39.0,,13.0,1.0,14.0,4.0,3.0,5.0,,5.0,121.0,5.0,0.8888888888888888,1.0,0.3,0.25,0.375,0.22727272727272727,0.4036144578313253,0.3076923076923077,0.6052631578947368,0.23333333333333334,0.3125,15.862068965517242,0.7777777777777778,0.12,0.08571428571428572,0.13559322033898305,0.06097560975609756,0.12393162393162394,0.07782101167315175,0.03636363636363636,0.11235955056179775,0.05555555555555555,0.03508771929824561,0.15217391304347827,0.16666666666666666,0.08108108108108109,0.22727272727272727,0.06521739130434782,0.21052631578947367,0.375,0.5454545454545454,0.8333333333333334,0.039473684210526314,0.14473684210526316,0.2727272727272727,0.2727272727272727,1.0,0.25,0.35526315789473684,0.2727272727272727,0.3333333333333333,,0.2727272727272727,0.125,0.375,0.375,0.8157894736842105,0.5089726666666666,0.5160714285714285,0.4894366666666667,0.05,0.11764705882352941,0.11940298507462686,8.073333333333334,24.84565217391305,0.23449612403100775,2.0,,3.0,2.0,3.0,22.0,,,7.0,2.0,1.0,2.0,5.0,,,,22.0,3.0,0.5,0.59375,0.5789473684210527,0.6666666666666666,,0.23333333333333334,,,,,1.0,0.3283582089552239,2.0,2.0,5.0,1.0,,0.0967741935483871,0.07142857142857142,0.2,5.0,4.0,3.0,8.0,1.0,2.0,13.0,1.0,5.0,39.0,,,1.0,8.0,,1.0,,,,,,1.0,1.0,0.2826086956521739,0.14285714285714285,0.4166666666666667,0.28888888888888886,,,0.2631578947368421,0.2631578947368421,1.0,0.2962962962962963,0.2962962962962963,1.0,0.36363636363636365,0.3333333333333333,1.0,0.5,0.3333333333333333,0.3076923076923077,,,,,,,,True,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,84724.0,1412.0,126.0,2694.0,2682.0,1047.0,992.0,295.0,5376.0,126.0,197.0,17.0,27.0,66.0,33.0,56.0,122.0,40.0,17.0,49.0,3.0,25.0,189.0,352.0,89.0,254.0,722.0,2711.0,20.0,37.0,4.0,61.0,118.0,42.0,280.0,98.0,47.0,23.0,101.0,29.0,130.0,16.0,33.0,14.0,54.0,289.0,10.0,35.0,62.0,111.0,214.0,46.0,260.0,9.0,33.0,22.0,49.0,4.0,29.0,34.0,20.0,6.0,83.0,28.0,50.0,103.0,17.0,226.0,13.0,314.0,132.0,33.0,9.0,,10.0,1047.0,15.0,0.7407407407407407,0.7865168539325843,0.5369318181818182,0.5405405405405406,0.5306122448979592,0.5609756097560976,0.6142611683848798,0.6224489795918368,0.2018140589569161,0.06534090909090909,0.09137055837563451,21.91103789126853,0.5903614457831325,0.12131147540983607,0.04004576659038902,0.20327868852459016,0.02717391304347826,0.1418032786885246,0.036231884057971016,0.07051282051282051,0.01078167115902965,0.023255813953488372,0.07236842105263158,0.11363636363636363,0.1636828644501279,0.1688888888888889,0.3,0.047619047619047616,0.4467120181405896,0.6395939086294417,0.7039106145251397,0.7222222222222222,0.07482993197278912,0.2766439909297052,0.45901639344262296,0.4666666666666667,0.8214285714285714,0.09070294784580499,0.1111111111111111,0.6585365853658537,0.6296296296296297,0.29411764705882354,0.07317073170731707,0.4125,0.10625,0.15625,0.6485260770975056,0.5144462414578588,0.5120136363636364,0.5148493670886076,0.24043715846994534,0.28695652173913044,0.08448753462603878,7.161647727272728,25.204494382022474,0.388641425389755,48.0,7.0,15.0,66.0,113.0,281.0,13.0,1.0,41.0,11.0,1.0,6.0,3.0,24.0,8.0,1.0,281.0,29.0,0.559322033898305,0.525,0.6172566371681416,0.09090909090909091,0.01639344262295082,0.328,0.009345794392523364,0.21212121212121213,0.23333333333333334,0.42857142857142855,0.7272727272727273,0.389196675900277,22.0,2.0,8.0,5.0,1.0,0.04712041884816754,0.03636363636363636,0.5,15.0,1.0,4.0,15.0,2.0,8.0,30.0,2.0,12.0,84.0,6.0,,2.0,15.0,1.0,2.0,,1.0,,1.0,,,0.9333333333333333,0.33707865168539325,0.5,0.2857142857142857,0.3448275862068966,0.011235955056179775,0.02040816326530612,0.375,0.375,1.0,0.30612244897959184,0.3125,0.8666666666666667,0.024390243902439025,0.6666666666666666,1.0,0.23529411764705882,0.32,0.3191489361702128,,,1.0,,,,,True,
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,23204.0,387.0,-2.0,728.0,737.0,291.0,306.0,88.0,1465.0,10.0,24.0,2.0,6.0,10.0,6.0,4.0,13.0,2.0,,4.0,,1.0,14.0,43.0,6.0,13.0,47.0,735.0,2.0,8.0,,6.0,17.0,1.0,24.0,4.0,2.0,8.0,10.0,2.0,12.0,,6.0,,4.0,26.0,5.0,10.0,13.0,32.0,48.0,15.0,63.0,,5.0,3.0,5.0,,2.0,6.0,3.0,,11.0,4.0,22.0,54.0,2.0,31.0,12.0,20.0,9.0,1.0,11.0,,11.0,291.0,15.0,0.8571428571428571,0.9230769230769231,0.32558139534883723,0.25,0.3469387755102041,0.25,0.3983050847457627,0.3333333333333333,0.12244897959183673,0.18604651162790697,0.2916666666666667,8.474576271186441,0.45454545454545453,0.1322314049586777,0.040160642570281124,0.15294117647058825,0.044642857142857144,0.13761467889908258,0.04155124653739612,0.0375,0.0423728813559322,0.025974025974025976,0.10227272727272728,0.1694915254237288,0.1368421052631579,0.14754098360655737,0.16666666666666666,,0.4897959183673469,0.4166666666666667,0.5882352941176471,0.8,0.12244897959183673,0.2653061224489796,0.3076923076923077,0.3076923076923077,1.0,0.04081632653061224,0.08163265306122448,0.75,0.3333333333333333,0.5,,0.5555555555555556,,0.05555555555555555,0.6122448979591837,0.49461382978723406,0.5121714285714286,0.49641176470588233,0.15517241379310345,0.17307692307692307,0.1276595744680851,6.923255813953488,43.78333333333333,0.39972527472527475,5.0,,2.0,7.0,8.0,22.0,2.0,,3.0,2.0,1.0,1.0,5.0,,,,22.0,1.0,0.4117647058823529,0.3888888888888889,0.4583333333333333,0.16666666666666666,,0.07894736842105263,,,,,0.5,0.46808510638297873,2.0,1.0,11.0,6.0,3.0,0.0392156862745098,0.08571428571428572,0.5454545454545454,1.0,,,1.0,,,2.0,,,6.0,,,2.0,1.0,,,,,,,,1.0,1.0,0.3333333333333333,,,0.5,,,0.5,0.5,1.0,0.25,0.25,1.0,,,,,,0.5,,,,,,,,True,
