EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG3M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Loose Ball Fouls Drawn,OffensiveGoaltends,LongMidRangePctBlocked,ShortMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFtPoints,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Corner3Assists,FTOffRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Clear Path Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,on,BlockedCorner3
101117,1610612746,Yaroslav Korolev,Yaroslav Korolev,101117,LAC,1851.0,31,-1,64,67,6,21.0,9.0,131,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,4.0,64,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,6,0.5,1.0,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.3333333333333333,12.0,0.047619047619047616,0.06666666666666667,0.037037037037037035,0.05714285714285714,0.25,0.125,0.42857142857142855,0.2857142857142857,0.5,0.5,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.48507142857142854,0.45386666666666664,0.14285714285714285,0.16666666666666666,0.5,4.783333333333334,25.4,0.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101137,1610612746,Daniel Ewing,Daniel Ewing,101137,LAC,19725.0,329,11,618,627,189,161.0,76.0,1245,14.0,1.0,1.0,5.0,14.0,28.0,15.0,3.0,23.0,47.0,21.0,75.0,660,3.0,6.0,3.0,12.0,36.0,10.0,4.0,15.0,1.0,22.0,23.0,8.0,47.0,8.0,14.0,22.0,10.0,32.0,6.0,3.0,4.0,10.0,16.0,10.0,24.0,7.0,1.0,10.0,,5.0,189,0.782608695652174,0.8571428571428571,0.48936170212765956,0.5,0.49264705882352944,0.6666666666666666,0.5136986301369864,0.6666666666666666,0.3088235294117647,0.02127659574468085,,12.570621468926554,0.06334841628959276,0.03305785123966942,0.06329113924050633,0.0353356890459364,0.057692307692307696,0.06741573033707865,0.20588235294117646,0.07352941176470588,0.2,0.25,0.4117647058823529,0.5,0.5,0.9285714285714286,0.22058823529411764,0.1111111111111111,0.3333333333333333,0.5147058823529411,0.47871268656716415,0.4753722222222222,0.0684931506849315,0.09615384615384616,0.16,12.28510638297872,25.961904761904766,0.3058252427184466,8.0,2.0,5.0,3.0,6.0,1.0,4.0,2.0,2.0,7.0,7.0,8.0,2.0,5.0,11.0,2.0,8.0,2.0,18.0,21.0,4.0,1.0,1.0,3.0,11.0,2.0,6.0,2.0,2.0,3.0,6.0,6.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,18.0,4.0,1.0,0.3333333333333333,0.6666666666666666,0.25,0.3333333333333333,0.45454545454545453,0.42105263157894735,0.45,0.2,0.375,0.07142857142857142,0.06315789473684211,0.04878048780487805,0.028169014084507043,0.025210084033613446,0.03125,0.1111111111111111,0.08139534883720931,0.021739130434782608,0.08450704225352113,0.0625,0.5,0.5714285714285714,0.5714285714285714,0.625,0.08823529411764706,0.5,0.5,1.0,0.26666666666666666,0.26666666666666666,1.0,0.6666666666666666,1.0,0.2631578947368421,0.4,0.05263157894736842,0.3684210526315789,0.2857142857142857,0.26666666666666666,0.4499388888888889,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101238,1610612746,Boniface Ndong,Boniface Ndong,101238,LAC,2731.0,46,-23,85,85,24,49.0,15.0,170,3.0,1.0,1.0,3.0,3.0,10.0,,,6.0,16.0,,13.0,110,,3.0,,,10.0,2.0,,,1.0,3.0,4.0,2.0,9.0,3.0,5.0,6.0,4.0,10.0,1.0,1.0,,1.0,1.0,4.0,8.0,5.0,1.0,3.0,1.0,2.0,24,0.8333333333333334,0.8333333333333334,0.375,,0.375,,0.38235294117647056,,,0.0625,,17.475728155339805,0.2,0.07142857142857142,0.16129032258064516,0.08333333333333333,,0.2,0.1875,0.1875,0.3333333333333333,0.3333333333333333,0.625,0.3,0.3333333333333333,1.0,,0.3333333333333333,,0.1875,0.42341249999999997,0.49063333333333325,0.11764705882352941,0.11764705882352941,,11.999999999999998,,0.2823529411764706,2.0,,,,,,,,,,,1.0,,2.0,6.0,,,,4.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,,,4.0,3.0,1.0,4.0,3.0,4.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.5,,0.16666666666666666,0.07692307692307693,0.1,,0.3333333333333333,0.125,0.2857142857142857,,,0.75,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,0.3989833333333333,0.3076923076923077,1.0,1.0,0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
208,1610612746,Sam Cassell,Sam Cassell,208,LAC,159185.0,2653,231,5135,5091,1402,1425.0,555.0,10226,96.0,12.0,121.0,248.0,246.0,578.0,171.0,22.0,423.0,922.0,190.0,1345.0,5295,30.0,71.0,26.0,121.0,238.0,608.0,8.0,167.0,33.0,428.0,491.0,145.0,1045.0,32.0,179.0,247.0,40.0,287.0,74.0,37.0,25.0,77.0,175.0,84.0,225.0,259.0,19.0,335.0,12.0,98.0,1402,0.28132387706855794,0.2840095465393795,0.45878524945770066,0.4225352112676056,0.4748201438848921,0.5103092783505154,0.5235811350919265,0.5504587155963303,0.17086330935251798,0.03579175704989154,0.09375,24.709755674926356,0.09308372334893396,0.016477857878475798,0.0948,0.01709776413853573,0.017429193899782137,0.10951760104302477,0.08633093525179857,0.22302158273381295,0.4879032258064516,0.5170940170940171,0.5197841726618705,0.42560553633217996,0.43309859154929575,0.3252032520325203,0.15377697841726617,0.12371134020618557,0.2268041237113402,0.25719424460431656,0.43777608303249116,0.4507957831325301,0.08180300500834725,0.09722222222222222,0.08996282527881042,14.046203904555322,26.13157894736842,0.2730282375851996,56.0,8.0,15.0,6.0,19.0,3.0,64.0,10.0,20.0,55.0,70.0,289.0,13.0,100.0,219.0,21.0,58.0,138.0,401.0,153.0,64.0,63.0,48.0,103.0,180.0,7.0,58.0,10.0,11.0,37.0,98.0,57.0,3.0,7.0,8.0,56.0,9.0,31.0,11.0,7.0,4.0,11.0,5.0,401.0,31.0,0.7285714285714285,0.3684210526315789,0.5,0.3620689655172414,0.3763440860215054,0.45662100456621,0.4747292418772563,0.5623229461756374,0.056451612903225805,0.56,0.05434782608695652,0.10051993067590988,0.02064896755162242,0.018633540372670808,0.014302741358760428,0.019230769230769232,0.02531645569620253,0.07807807807807808,0.08775510204081632,0.08333333333333333,0.019197207678883072,0.45454545454545453,0.5833333333333334,0.6436781609195402,0.21428571428571427,0.0170863309352518,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.3742690058479532,0.378698224852071,0.71875,0.45454545454545453,0.9,0.05415162454873646,0.5333333333333333,0.010830324909747292,0.19855595667870035,0.36363636363636365,0.38323353293413176,0.4214968864468863,0.29814126394052043,5.0,,0.01730103806228374,0.2231404958677686,5.0,3.0,4.0,1.0,22.0,57.0,4.0,2.0,15.0,1.0,6.0,41.0,1.0,43.0,53.0,1.0,3.0,53.0,0.010526315789473684,0.011695906432748537,0.007936507936507936,0.15172413793103448,0.4166666666666667,0.041237113402061855,0.75,0.6666666666666666,0.3333333333333333,,,,,,,,,True,
962,1610612746,Walter McCarty,Walter McCarty,962,LAC,10448.0,174,41,334,339,96,115.0,36.0,673,6.0,1.0,,3.0,3.0,7.0,16.0,1.0,5.0,16.0,19.0,25.0,300,1.0,2.0,1.0,4.0,10.0,,,16.0,2.0,10.0,12.0,5.0,26.0,3.0,14.0,25.0,7.0,32.0,3.0,1.0,2.0,5.0,8.0,8.0,19.0,12.0,3.0,11.0,1.0,5.0,96,1.0,1.0,0.3125,0.5,0.2714285714285714,0.3333333333333333,0.3125,0.5,0.5428571428571428,0.125,0.3333333333333333,12.834224598930481,0.1111111111111111,0.02654867256637168,0.12962962962962962,0.04375,,0.08771929824561403,0.17142857142857143,0.08571428571428572,,,0.2,0.42857142857142855,0.42857142857142855,1.0,0.45714285714285713,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.5024042857142857,0.47555,0.1282051282051282,0.25,0.16,9.45,25.268421052631577,0.2874251497005988,2.0,1.0,2.0,,3.0,2.0,3.0,,1.0,8.0,3.0,6.0,,1.0,2.0,1.0,10.0,3.0,8.0,9.0,3.0,2.0,2.0,3.0,2.0,4.0,7.0,4.0,1.0,2.0,3.0,2.0,,,,1.0,,1.0,3.0,3.0,,3.0,2.0,8.0,2.0,1.0,0.15789473684210525,,0.1,0.15789473684210525,0.5,0.20833333333333334,0.2857142857142857,,0.375,0.26666666666666666,0.19444444444444445,0.0851063829787234,0.02564102564102564,0.037037037037037035,0.05714285714285714,0.16666666666666666,0.16666666666666666,0.09090909090909091,0.23076923076923078,0.043478260869565216,0.6666666666666666,0.3333333333333333,0.5,1.0,0.08571428571428572,,,,0.1875,0.2,1.0,,,0.16666666666666666,0.5,0.16666666666666666,0.6666666666666666,0.125,0.1875,0.5334791666666666,0.32,2.0,,,,1.0,,,,2.0,,,1.0,,,,1.0,,,1.0,2.0,1.0,1.0,0.05263157894736842,0.0625,,0.1,1.0,,,,,1.0,,,,,,,,True,
1749,1610612746,Cuttino Mobley,Cuttino Mobley,1749,LAC,125522.0,2092,181,4057,4025,1096,1117.0,444.0,8082,156.0,16.0,53.0,128.0,103.0,232.0,127.0,6.0,232.0,516.0,183.0,820.0,4160,20.0,35.0,10.0,60.0,246.0,218.0,10.0,127.0,35.0,152.0,176.0,54.0,376.0,32.0,155.0,214.0,37.0,251.0,51.0,27.0,15.0,45.0,98.0,69.0,137.0,139.0,8.0,179.0,15.0,59.0,1096,0.5301724137931034,0.5418502202643172,0.4496124031007752,0.5714285714285714,0.47782546494992845,0.5444444444444444,0.5245161290322581,0.6,0.26180257510729615,0.06782945736434108,0.15384615384615385,19.115393037004598,0.09993552546744036,0.02068519715578539,0.10364004044489383,0.019889502762430938,0.03513513513513514,0.10987261146496816,0.22317596566523606,0.18311874105865522,0.4140625,0.43089430894308944,0.3319027181688126,0.44396551724137934,0.4557522123893805,0.6601941747572816,0.18168812589413447,0.35555555555555557,0.13333333333333333,0.48497854077253216,0.4800726361031519,0.49671624999999997,0.07940780619111709,0.10535714285714286,0.07317073170731707,10.834302325581397,24.916939890710385,0.2701503574069509,76.0,21.0,33.0,22.0,56.0,21.0,46.0,1.0,4.0,36.0,68.0,152.0,3.0,49.0,99.0,14.0,57.0,77.0,217.0,195.0,46.0,24.0,17.0,43.0,55.0,4.0,50.0,9.0,12.0,24.0,53.0,33.0,1.0,9.0,4.0,25.0,8.0,15.0,25.0,12.0,4.0,27.0,16.0,217.0,20.0,0.9558823529411765,0.37158469945355194,0.3,0.24561403508771928,0.37158469945355194,0.494949494949495,0.44871794871794873,0.5429292929292929,0.0390625,0.5408163265306123,0.059602649006622516,0.117096018735363,0.015209125475285171,0.009900990099009901,0.020833333333333332,0.009950248756218905,0.03225806451612903,0.0661625708884688,0.12944162436548223,0.12852664576802508,0.03389830508474576,0.5925925925925926,0.48717948717948717,0.5757575757575758,0.5,0.08011444921316166,0.39285714285714285,0.39285714285714285,1.0,0.36220472440944884,0.37398373983739835,0.9347826086956522,0.16666666666666666,1.0,0.21153846153846154,0.6363636363636364,0.1346153846153846,0.23076923076923078,0.1111111111111111,0.36220472440944884,0.4708496774193548,0.2646341463414634,4.0,,0.02586206896551724,0.32075471698113206,8.0,2.0,4.0,10.0,11.0,9.0,,4.0,7.0,1.0,1.0,20.0,,12.0,32.0,,,29.0,0.02185792349726776,0.031496062992125984,0.01020408163265306,0.08333333333333333,0.5,0.08888888888888889,0.5,1.0,0.47619047619047616,0.25,2.0,2.0,9.0,,,,,True,
2733,1610612746,Shaun Livingston,Shaun Livingston,2733,LAC,37357.0,623,-43,1222,1197,390,405.0,129.0,2419,43.0,7.0,18.0,35.0,13.0,33.0,,,51.0,111.0,1.0,120.0,1290,5.0,11.0,1.0,11.0,48.0,54.0,2.0,,10.0,76.0,92.0,24.0,200.0,14.0,38.0,51.0,17.0,68.0,18.0,13.0,9.0,15.0,39.0,40.0,79.0,25.0,4.0,24.0,,11.0,390,0.47058823529411764,0.48,0.4594594594594595,0.45454545454545453,0.45535714285714285,0.4166666666666667,0.4838709677419355,0.4230769230769231,0.008928571428571428,0.09009009009009009,0.18604651162790697,11.863173216885007,0.09112709832134293,0.029045643153526972,0.08421052631578947,0.030303030303030304,0.035398230088495575,0.14634146341463414,0.38392857142857145,0.3125,0.5142857142857142,0.5294117647058824,0.29464285714285715,0.3939393939393939,0.40625,0.6923076923076923,,0.5833333333333334,,0.39285714285714285,0.4608816964285714,0.4683318181818182,0.08943089430894309,0.09016393442622951,0.09166666666666666,8.602702702702704,23.0,0.3191489361702128,20.0,9.0,14.0,,1.0,,,,,,,18.0,,19.0,35.0,,,2.0,40.0,,,16.0,11.0,19.0,33.0,3.0,10.0,3.0,4.0,5.0,24.0,16.0,,,3.0,20.0,1.0,3.0,5.0,1.0,3.0,8.0,5.0,40.0,12.0,,,,,,0.5428571428571428,0.5428571428571428,0.5405405405405406,0.02857142857142857,0.6153846153846154,0.08333333333333333,0.06535947712418301,0.0379746835443038,0.019230769230769232,0.03286384976525822,0.05263157894736842,,0.05517241379310345,0.05555555555555555,0.049586776859504134,0.0784313725490196,0.625,0.46511627906976744,0.5714285714285714,0.5,0.008928571428571428,,,,,,,,,0.4,0.6428571428571429,,,,,0.4550885714285714,0.3333333333333333,,,0.030303030303030304,0.2777777777777778,2.0,,1.0,,1.0,,,,5.0,,1.0,8.0,,,1.0,,1.0,1.0,,,,0.125,0.2857142857142857,0.08333333333333333,,,,0.5,3.0,3.0,1.0,,,,,True,
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,138417.0,2307,219,4489,4435,1253,1265.0,476.0,8924,262.0,70.0,235.0,461.0,149.0,319.0,2.0,,547.0,1042.0,2.0,1414.0,4639,69.0,120.0,,179.0,666.0,428.0,78.0,2.0,49.0,125.0,158.0,38.0,349.0,145.0,286.0,401.0,162.0,563.0,62.0,30.0,6.0,52.0,120.0,82.0,167.0,324.0,11.0,405.0,45.0,180.0,1253,0.6087751371115173,0.655511811023622,0.5249520153550864,0.575,0.5253831417624522,0.575,0.5771428571428572,0.6172413793103448,0.0019157088122605363,0.04702495201535509,0.12213740458015267,26.6944941363546,0.1684334511189635,0.0855457227138643,0.1651376146788991,0.08102667337695017,0.12219451371571072,0.16567164179104477,0.2509578544061303,0.44157088122605365,0.5097613882863341,0.5280898876404494,0.3055555555555556,0.4670846394984326,0.46855345911949686,0.7919463087248322,0.0019157088122605363,0.5833333333333334,,0.25287356321839083,0.4391024904214558,0.49001000000000006,0.15267175572519084,0.15293118096856415,0.1265912305516266,9.233589251439541,31.1,0.27912675428826017,163.0,39.0,64.0,,,,1.0,,1.0,2.0,1.0,317.0,,131.0,263.0,1.0,2.0,122.0,387.0,3.0,1.0,33.0,27.0,45.0,42.0,16.0,74.0,41.0,28.0,32.0,68.0,24.0,4.0,10.0,13.0,22.0,16.0,17.0,148.0,108.0,36.0,148.0,88.0,387.0,21.0,1.0,0.5,,0.5,0.5,0.49809885931558934,0.5,0.5707964601769911,0.03470715835140998,0.5666666666666667,0.25949367088607594,0.15352697095435686,0.0547945205479452,0.10649819494584838,0.05,0.05829596412556054,0.043478260869565216,0.16470588235294117,0.17782909930715934,0.15041782729805014,0.06378132118451026,0.5945945945945946,0.6221374045801527,0.7086956521739131,0.5705521472392638,,,,,0.5,0.5,1.0,,,0.24150943396226415,0.609375,,0.007547169811320755,0.5,0.5,0.42604641509433966,0.2736916548797737,17.0,,0.003134796238244514,0.5191489361702127,40.0,,,,41.0,,,,6.0,1.0,7.0,44.0,,,46.0,5.0,6.0,42.0,,,0.009708737864077669,0.16260162601626016,0.5714285714285714,,,,,0.15,,,4.0,,,,,True,
2404,1610612746,Chris Wilcox,Chris Wilcox,2404,LAC,18079.0,301,31,578,580,158,203.0,68.0,1158,37.0,14.0,13.0,31.0,2.0,2.0,,,43.0,70.0,,100.0,576,13.0,16.0,,32.0,58.0,28.0,18.0,,3.0,7.0,8.0,2.0,17.0,26.0,39.0,57.0,26.0,83.0,4.0,3.0,1.0,12.0,18.0,29.0,61.0,28.0,2.0,26.0,6.0,12.0,158,0.6744186046511628,0.8529411764705882,0.6142857142857143,0.8125,0.6142857142857143,0.8125,0.625,0.7619047619047619,,0.04285714285714286,0.08108108108108109,14.939024390243903,0.18660287081339713,0.10970464135021098,0.18115942028985507,0.09923664122137404,0.15384615384615385,0.12871287128712872,0.5285714285714286,0.44285714285714284,0.41935483870967744,0.41935483870967744,0.02857142857142857,1.0,1.0,1.0,,0.875,,0.5285714285714286,0.47672000000000003,0.5408125,0.15789473684210525,0.15789473684210525,0.32,4.462857142857144,,0.27335640138408307,28.0,4.0,7.0,,,,,,,,,14.0,,6.0,14.0,,,7.0,19.0,,,1.0,1.0,1.0,4.0,,11.0,7.0,1.0,1.0,6.0,3.0,,2.0,2.0,4.0,9.0,7.0,13.0,8.0,4.0,13.0,8.0,19.0,7.0,,,,,,0.42857142857142855,0.42857142857142855,0.475,,0.3333333333333333,0.2916666666666667,0.16417910447761194,,0.09523809523809523,0.09900990099009901,,,0.20634920634920634,0.28888888888888886,0.16326530612244897,0.041666666666666664,0.6153846153846154,0.7567567567567568,0.8235294117647058,0.6785714285714286,,,,,,,,,,0.5,0.5714285714285714,,,,,0.46155714285714283,0.19,5.0,,,0.6153846153846154,11.0,,,,6.0,,,,,,,3.0,,,4.0,1.0,3.0,4.0,,,,0.16666666666666666,0.7857142857142857,,,,,0.18181818181818182,,,1.0,1.0,,,,True,
2549,1610612746,Chris Kaman,Chris Kaman,2549,LAC,116497.0,1942,196,3695,3649,819,771.0,400.0,7344,255.0,96.0,116.0,240.0,4.0,19.0,1.0,,263.0,514.0,1.0,666.0,3792,59.0,116.0,,151.0,286.0,240.0,84.0,,47.0,43.0,54.0,19.0,119.0,127.0,294.0,435.0,145.0,580.0,35.0,22.0,8.0,65.0,125.0,124.0,206.0,150.0,6.0,182.0,18.0,84.0,819,0.5437262357414449,0.6470588235294118,0.5116731517509727,0.5086206896551724,0.5106796116504855,0.5086206896551724,0.5577889447236181,0.5634328358208955,0.001941747572815534,0.0914396887159533,0.12941176470588237,17.37247353224254,0.20233998623537508,0.08740536820371644,0.2077991452991453,0.08685162846803378,0.11078717201166181,0.20588235294117646,0.49514563106796117,0.46601941747572817,0.48333333333333334,0.5132743362831859,0.036893203883495145,0.21052631578947367,0.21052631578947367,0.75,0.001941747572815534,0.8275862068965517,,0.4970873786407767,0.47220797665369657,0.5300609523809524,0.14457831325301204,0.14482758620689656,0.22672672672672672,4.301167315175096,56.0,0.2216508795669824,143.0,33.0,59.0,,,,,,,1.0,,140.0,,60.0,116.0,,1.0,52.0,172.0,,,11.0,8.0,7.0,17.0,17.0,95.0,46.0,22.0,13.0,60.0,23.0,1.0,22.0,18.0,24.0,16.0,18.0,84.0,59.0,22.0,84.0,56.0,172.0,7.0,,,,,,0.5172413793103449,0.5128205128205128,0.581081081081081,0.058333333333333334,0.48,0.39655172413793105,0.22673031026252982,0.08292682926829269,0.08163265306122448,0.07903225806451612,0.07317073170731707,0.12195121951219512,0.17288801571709234,0.23770491803278687,0.24605678233438485,0.10837438423645321,0.6666666666666666,0.5607843137254902,0.6441441441441441,0.5594405594405595,,,,,,,,,,0.5042735042735043,0.559322033898305,,0.008547008547008548,,,0.4705844827586207,0.25825825825825827,14.0,,,0.5172413793103449,50.0,,,,33.0,,1.0,,3.0,1.0,1.0,37.0,,,16.0,11.0,6.0,14.0,,,0.0125,0.16666666666666666,0.5208333333333334,,,,,0.18,,,3.0,2.0,,,,True,
