EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3Assists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BadPassOutOfBoundsTurnovers,3SecondViolations,HeaveAttempts,Loose Ball Fouls,BlockedShortMidRange,RecoveredBlocks,ShortMidRangePctBlocked,BlocksRecoveredPct,Loose Ball Fouls Drawn,Corner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,Clear Path Fouls,SecondChanceCorner3Frequency,OffCorner3ReboundPct,on,PtsUnassisted3s,HeaveMakes,Technical Free Throw Trips,PenaltyCorner3FGM,Fg3aBlocked,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,BlockedCorner3
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,8678.0,145,-24.0,271,276,112,79,33.0,547,14.0,25.0,2.0,4.0,7.0,13.0,1.0,3.0,6.0,15.0,3.0,1.0,2.0,6.0,2.0,4.0,21.0,43.0,2.0,9.0,8.0,56.0,291.0,2.0,5.0,1.0,5.0,10.0,20.0,2.0,5.0,6.0,32.0,18.0,24.0,6.0,2.0,6.0,2.0,8.0,8.0,2.0,10.0,2.0,5.0,1.0,2.0,22.0,3.0,7.0,9.0,16.0,3.0,19.0,5.0,3.0,2.0,7.0,4.0,6.0,3.0,1.0,1.0,13.0,9.0,5.0,13.0,2.0,9.0,1.0,13.0,3.0,8.0,32.0,112,1.0,0.42857142857142855,0.45,1.0,0.2222222222222222,0.4,0.2222222222222222,0.4883720930232558,0.4,0.5,0.46153846153846156,0.4,0.52,0.49122807017543857,0.4166666666666667,0.5714285714285714,0.17307692307692307,0.18604651162790697,0.28,0.06666666666666667,22.58064516129032,0.5384615384615384,0.12,0.031578947368421054,0.15555555555555556,0.13333333333333333,0.025423728813559324,0.047619047619047616,0.027777777777777776,0.1111111111111111,0.10526315789473684,0.13157894736842105,0.1875,0.07692307692307693,0.4807692307692308,0.56,0.7777777777777778,0.42857142857142855,0.057692307692307696,0.3333333333333333,0.3333333333333333,1.0,0.28846153846153844,0.4,0.42857142857142855,0.3333333333333333,0.057692307692307696,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.8,0.5,0.5,0.52,0.5384615384615384,0.04,0.16,0.5,0.6538461538461539,0.3333333333333333,0.5237298076923076,0.51005,0.52508,0.14035087719298245,0.16666666666666666,0.08928571428571429,0.5714285714285714,7.002325581395348,25.388888888888886,0.4132841328413284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
101183,1610612755,Shavlik Randolph,Shavlik Randolph,101183,PHI,4808.0,80,6.0,152,153,69,46,16.0,305,11.0,15.0,2.0,2.0,6.0,8.0,1.0,2.0,,,,,,,,,12.0,17.0,,,13.0,37.0,159.0,2.0,2.0,1.0,5.0,6.0,9.0,,,5.0,17.0,14.0,10.0,,4.0,,,1.0,6.0,3.0,9.0,2.0,4.0,1.0,1.0,21.0,5.0,5.0,9.0,15.0,8.0,23.0,3.0,1.0,2.0,1.0,,3.0,1.0,,1.0,4.0,1.0,4.0,11.0,,15.0,3.0,19.0,1.0,9.0,17.0,69,2.0,0.5833333333333334,0.7,,,,,0.7058823529411765,1.0,0.6666666666666666,0.7058823529411765,1.0,0.6666666666666666,0.7115384615384616,0.8333333333333334,0.6538461538461539,,0.058823529411764705,0.06666666666666667,,17.75147928994083,0.25,0.2,0.1111111111111111,0.18518518518518517,0.19444444444444445,0.10526315789473684,0.25,,0.2,0.2,0.2,0.2,0.14285714285714285,0.8823529411764706,0.7333333333333333,0.7857142857142857,0.6363636363636364,0.11764705882352941,0.5,0.5,,,,,,,,,,,1.0,1.0,,0.8888888888888888,0.75,,,,0.8823529411764706,,0.5817823529411763,0.6723,0.534388888888889,0.36,0.36,0.13513513513513514,0.4594594594594595,1.2823529411764707,,0.45394736842105265,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.25,0.08333333333333333,0.09090909090909091,0.125,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,955.0,16,-9.0,31,33,24,10,3.0,64,1.0,1.0,,,1.0,1.0,,,2.0,2.0,,,,,,,3.0,3.0,,,,6.0,31.0,,,,,2.0,2.0,,,,4.0,4.0,2.0,,,,,,1.0,,1.0,,1.0,,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,4.0,24,,0.6666666666666666,0.6666666666666666,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,11.428571428571429,,0.125,,,0.07142857142857142,,,,,0.5,,,,0.3333333333333333,1.0,1.0,,,,,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,0.5,1.0,,,,0.3333333333333333,,0.42603333333333326,,0.44745,,,,0.6666666666666666,12.700000000000001,,0.7741935483870968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1924,1610612755,Lee Nailon,Lee Nailon,1924,PHI,694.0,12,-1.0,24,23,12,2,1.0,47,,,,,,,1.0,1.0,1.0,1.0,,,,,,,2.0,2.0,,,2.0,6.0,22.0,1.0,1.0,,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,2.0,,,,2.0,,,1.0,1.0,1.0,,2.0,,1.0,,12,,0.5,0.5,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,20.0,,0.16666666666666666,,,0.08333333333333333,,,,,,0.2,,,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,0.33725,0.3089,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,13.0,,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,4097.0,68,-15.0,132,138,63,35,16.0,270,3.0,8.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,3.0,1.0,1.0,,1.0,,,8.0,16.0,,2.0,,16.0,145.0,1.0,1.0,,2.0,2.0,5.0,,1.0,,4.0,4.0,12.0,,2.0,1.0,,3.0,7.0,1.0,8.0,1.0,3.0,,4.0,17.0,1.0,3.0,1.0,4.0,2.0,6.0,1.0,1.0,,2.0,1.0,2.0,1.0,,,4.0,2.0,,1.0,,1.0,,,,,4.0,63,,0.25,0.2857142857142857,,,,,0.5,1.0,0.4,0.4444444444444444,1.0,0.3333333333333333,0.4444444444444444,1.0,0.3333333333333333,0.1111111111111111,0.1875,0.375,,14.666666666666666,0.5,0.02702702702702703,0.02127659574468085,0.13636363636363635,0.06779661016949153,0.03508771929824561,0.045454545454545456,,,,0.05,0.0625,0.3333333333333333,0.4444444444444444,0.375,0.6,0.3333333333333333,0.2777777777777778,0.6,0.6,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666666,,0.05555555555555555,0.05555555555555555,,,,1.0,1.0,,0.5,0.3333333333333333,0.16666666666666666,,,0.5555555555555556,,0.4830527777777778,0.6271,0.5170083333333334,,,0.125,0.25,6.19375,24.95,0.4772727272727273,,1.0,,,,1.0,1.0,,,,,,,,,0.1,,0.1111111111111111,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2839,1610612755,James Thomas,James Thomas,2839,PHI,623.0,10,-13.0,20,21,20,9,1.0,41,1.0,3.0,,,1.0,3.0,,,,,,,,,,,1.0,3.0,,,,2.0,25.0,,,,,1.0,3.0,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,2.0,,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,2.0,20,,1.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,22.727272727272727,,0.16666666666666666,,,0.1111111111111111,,,,,0.5,,,,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,1.0,,0.5565000000000001,,0.5565000000000001,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2214,1610612755,Michael Bradley,Michael Bradley,2214,PHI,3844.0,64,-19.0,117,120,52,35,13.0,237,3.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,8.0,,,1.0,2.0,,,6.0,16.0,1.0,2.0,,15.0,128.0,2.0,4.0,,4.0,2.0,6.0,,,,4.0,8.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,,2.0,9.0,5.0,3.0,7.0,10.0,5.0,15.0,,,,3.0,1.0,1.0,2.0,,,4.0,1.0,3.0,7.0,1.0,1.0,,,,,4.0,52,2.0,0.6666666666666666,0.8,1.0,0.5,,1.0,0.375,0.5,0.3333333333333333,0.4166666666666667,0.5,0.3333333333333333,0.4166666666666667,0.5,0.3333333333333333,0.1111111111111111,0.0625,,,16.417910447761194,0.75,0.19444444444444445,0.1111111111111111,0.15789473684210525,0.18181818181818182,0.09090909090909091,0.17647058823529413,0.1,0.2857142857142857,0.16666666666666666,0.17647058823529413,0.08333333333333333,0.2857142857142857,0.2777777777777778,0.6,0.6,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.5,1.0,0.4444444444444444,0.25,0.25,0.5,,0.1111111111111111,0.5,0.5,1.0,0.5,0.5,,0.3333333333333333,1.0,,,,0.3888888888888889,1.0,0.4228911764705882,0.436675,0.40873333333333334,,,0.26666666666666666,0.26666666666666666,10.424999999999999,39.75,0.4444444444444444,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
185,1610612755,Chris Webber,Chris Webber,185,PHI,1841.0,31,2.0,58,57,9,11,9.0,115,3.0,4.0,1.0,1.0,,,1.0,3.0,3.0,7.0,,,1.0,1.0,,,7.0,14.0,1.0,1.0,2.0,19.0,58.0,2.0,2.0,,4.0,1.0,1.0,,,,2.0,6.0,8.0,3.0,2.0,1.0,1.0,,7.0,,7.0,,5.0,,2.0,14.0,2.0,1.0,4.0,6.0,2.0,8.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,2.0,,1.0,2.0,,3.0,,2.0,,1.0,2.0,9,,0.42857142857142855,0.5,1.0,1.0,,1.0,0.5,1.0,1.0,0.5666666666666667,1.0,1.0,0.59375,1.0,1.0,0.06666666666666667,,,,26.865671641791042,1.0,0.2222222222222222,0.09090909090909091,0.16666666666666666,0.20833333333333334,0.07407407407407407,0.2222222222222222,,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.16666666666666666,,0.26666666666666666,0.75,0.75,0.6666666666666666,0.2,0.3333333333333333,0.3333333333333333,,0.4666666666666667,0.42857142857142855,0.42857142857142855,0.3333333333333333,,0.06666666666666667,1.0,1.0,1.0,0.5,1.0,,,,,,,0.3333333333333333,1.0,0.45255333333333336,0.5079,0.3912,0.0625,0.06666666666666667,0.21052631578947367,0.10526315789473684,10.735714285714286,26.0,0.15517241379310345,,,,1.0,,,,,1.0,1.0,1.0,,,0.3333333333333333,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,3845.0,64,10.0,126,127,45,36,18.0,253,8.0,10.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,,,3.0,5.0,1.0,3.0,13.0,17.0,3.0,5.0,5.0,40.0,129.0,3.0,3.0,,6.0,6.0,7.0,1.0,3.0,2.0,17.0,12.0,14.0,9.0,2.0,5.0,3.0,,4.0,1.0,5.0,1.0,4.0,,,11.0,2.0,3.0,7.0,12.0,2.0,14.0,4.0,2.0,2.0,3.0,3.0,1.0,,,,4.0,1.0,2.0,2.0,,6.0,,9.0,1.0,4.0,17.0,45,,0.46153846153846156,0.5,1.0,0.6,0.3333333333333333,0.6,0.7647058823529411,1.0,0.8571428571428571,0.7954545454545454,1.0,0.75,0.7692307692307693,1.0,0.7727272727272727,0.22727272727272727,,,,20.833333333333336,0.75,0.25925925925925924,0.05405405405405406,0.15789473684210525,0.21739130434782608,0.041666666666666664,,0.06666666666666667,0.25,0.42857142857142855,0.16666666666666666,0.07692307692307693,0.3333333333333333,0.45454545454545453,0.8,0.8,0.625,0.13636363636363635,0.6666666666666666,0.6666666666666666,,0.18181818181818182,0.75,0.75,0.3333333333333333,,0.22727272727272727,0.6,0.6,1.0,0.3333333333333333,1.0,,0.2,1.0,,0.3,0.3333333333333333,0.6818181818181818,0.6,0.5022,0.4588,0.44075,0.16,0.2,0.15,0.425,5.994117647058823,25.72,0.35714285714285715,,,,2.0,,,,1.0,,,,,1.0,0.4,,,0.16666666666666666,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2594,1610612755,Kyle Korver,Kyle Korver,2594,PHI,5663.0,94,-15.0,178,177,59,44,21.0,355,1.0,2.0,,1.0,,,,2.0,6.0,17.0,1.0,,4.0,15.0,1.0,3.0,7.0,21.0,5.0,16.0,2.0,31.0,189.0,,3.0,,9.0,1.0,4.0,1.0,3.0,,5.0,12.0,2.0,15.0,,15.0,4.0,2.0,8.0,4.0,12.0,4.0,6.0,1.0,1.0,28.0,,3.0,4.0,7.0,,7.0,1.0,,1.0,1.0,,2.0,1.0,,,3.0,1.0,6.0,9.0,1.0,5.0,,2.0,,1.0,5.0,59,,0.8571428571428571,0.8571428571428571,1.0,0.3125,0.3333333333333333,0.3125,0.3333333333333333,,0.25,0.3918918918918919,0.5625,0.35714285714285715,0.40789473684210525,0.5625,0.35714285714285715,0.43243243243243246,0.09523809523809523,,0.11764705882352941,19.902912621359224,0.3333333333333333,0.08163265306122448,,0.10344827586206896,0.08974358974358974,,,,,0.08333333333333333,0.11538461538461539,0.10526315789473684,0.1,0.05405405405405406,0.5,0.5,1.0,0.05405405405405406,,,,0.4594594594594595,0.35294117647058826,0.4,0.8333333333333334,0.02702702702702703,0.40540540540540543,0.26666666666666666,0.26666666666666666,1.0,0.125,,,,,,0.42857142857142855,0.3333333333333333,0.4864864864864865,0.26666666666666666,0.4451337837837837,0.4998416666666667,0.4178357142857143,0.02631578947368421,0.045454545454545456,0.2903225806451613,0.16129032258064516,15.2,25.718749999999996,0.33146067415730335,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,3.0,5.0,3.0,5.0,0.6,1.0,1.0,1.0,0.625,0.6,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,
