EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,Loose Ball Fouls,LongMidRangePctBlocked,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,Arc3PctBlocked,OffCorner3ReboundPct,on,HeaveMakes,OffensiveGoaltends
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,26861.0,448,-102.0,816,820,221,224,100.0,1636,17.0,30.0,3.0,5.0,7.0,10.0,3.0,8.0,29.0,68.0,1.0,4.0,1.0,4.0,14.0,31.0,1.0,3.0,9.0,49.0,106.0,15.0,35.0,20.0,163,895,4.0,11.0,1.0,8.0,18.0,30.0,4.0,13.0,4.0,52.0,42.0,56.0,30.0,15.0,4.0,2.0,29.0,14.0,4.0,1.0,64.0,7.0,71.0,6.0,1.0,32.0,4.0,28.0,149.0,2.0,3.0,9.0,26.0,1.0,36.0,5.0,41.0,1.0,9.0,7.0,2.0,23.0,4.0,14.0,11.0,1.0,9.0,1.0,1.0,34.0,3.0,11.0,19.0,41.0,2.0,2.0,32.0,1.0,7.0,28.0,2.0,1.0,12.0,2.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,52.0,221,5.0,1.0,0.42857142857142855,0.44680851063829785,0.6666666666666666,0.42857142857142855,0.3076923076923077,0.45454545454545453,0.46226415094339623,0.36363636363636365,0.6,0.5070921985815603,0.3333333333333333,0.5581395348837209,0.5326797385620915,0.3333333333333333,0.5777777777777777,0.24822695035460993,0.02857142857142857,0.03773584905660377,0.06666666666666667,0.25,0.25,19.914802981895633,0.6764705882352942,0.034482758620689655,0.08414239482200647,0.00967741935483871,0.1,0.031746031746031744,0.08771929824561403,0.013404825737265416,0.009900990099009901,0.018867924528301886,0.00641025641025641,0.038461538461538464,0.06153846153846154,0.09183673469387756,0.08904109589041095,0.1,0.1,0.014492753623188406,0.25,0.2127659574468085,0.5666666666666667,0.6071428571428571,0.17647058823529413,0.05673758865248227,0.375,0.5,0.48226950354609927,0.4264705882352941,0.4264705882352941,0.6206896551724138,0.028368794326241134,0.25,0.3333333333333333,1.0,0.2198581560283688,0.45161290322580644,0.45161290322580644,0.6428571428571429,0.4166666666666667,0.6,0.08333333333333333,0.23255813953488372,0.7,0.09302325581395349,0.25,0.20930232558139536,0.3333333333333333,0.46099290780141844,0.4827586206896552,0.4686924460431655,0.4709772727272728,0.480775,0.09210526315789473,0.10344827586206896,0.05555555555555555,0.049079754601226995,0.31901840490797545,13.02358490566038,25.917142857142856,0.2708333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,3095.0,52,-1.0,102,100,48,69,12.0,202,1.0,2.0,,1.0,,1.0,,,3.0,11.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,4.0,13.0,1.0,2.0,6.0,17,116,,3.0,,2.0,2.0,7.0,1.0,2.0,5.0,12.0,6.0,2.0,3.0,,,,1.0,1.0,2.0,,6.0,,6.0,,,3.0,,3.0,12.0,,4.0,2.0,3.0,,5.0,4.0,9.0,1.0,1.0,1.0,,5.0,,4.0,1.0,,1.0,,,6.0,,3.0,3.0,6.0,,,5.0,,1.0,7.0,,,3.0,,1.0,,,,,,,,12.0,48,2.0,1.0,0.75,0.75,1.0,0.5,0.5,0.5,0.3076923076923077,,0.2857142857142857,0.36666666666666664,,0.3888888888888889,0.4473684210526316,0.2,0.5,0.13333333333333333,,0.15384615384615385,0.5,,,21.36752136752137,0.8333333333333334,,0.10714285714285714,0.125,0.4,,0.15151515151515152,0.1111111111111111,0.1111111111111111,0.25,0.10526315789473684,,,0.08333333333333333,0.16666666666666666,0.5,,0.14285714285714285,,0.13333333333333333,0.5,1.0,1.0,,,,0.7333333333333333,0.2727272727272727,0.3,0.6666666666666666,0.06666666666666667,,,,0.06666666666666667,1.0,1.0,1.0,0.3333333333333333,,,0.1111111111111111,,0.1111111111111111,,0.1111111111111111,1.0,0.26666666666666666,1.0,0.39646,0.42779999999999996,0.3962,0.16666666666666666,0.1875,,0.11764705882352941,0.7058823529411765,16.015384615384615,24.4,0.47058823529411764,2.0,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,True,,
101156,1610612762,Robert Whaley,Robert Whaley,101156,UTA,578.0,10,11.0,20,20,8,10,1.0,40,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,2,11,,,,,,,,,,,2.0,,,,,,,,,,2.0,,2.0,,,1.0,,1.0,4.0,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,4.761904761904762,,,0.2222222222222222,,,,0.16666666666666666,,,,,,,0.3333333333333333,0.16666666666666666,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.3678,,,,,,,,7.3,,0.4,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,
1921,1610612762,Gordan Giricek,Gordan Giricek,1921,UTA,19540.0,326,-2.0,583,583,156,136,79.0,1166,20.0,27.0,2.0,3.0,9.0,13.0,4.0,12.0,30.0,71.0,1.0,4.0,,,3.0,20.0,2.0,1.0,5.0,54.0,110.0,4.0,24.0,10.0,130,593,4.0,8.0,2.0,16.0,15.0,31.0,1.0,5.0,3.0,36.0,78.0,30.0,12.0,,,,20.0,3.0,5.0,,19.0,5.0,24.0,3.0,2.0,8.0,,11.0,53.0,1.0,3.0,6.0,15.0,1.0,22.0,4.0,26.0,,5.0,4.0,1.0,13.0,1.0,7.0,8.0,,6.0,,3.0,21.0,,6.0,11.0,27.0,,3.0,23.0,,8.0,12.0,2.0,,4.0,,3.0,1.0,1.0,,,1.0,,,36.0,156,,2.0,0.7222222222222222,0.7222222222222222,1.0,0.16666666666666666,0.2,0.16666666666666666,0.4909090909090909,0.5,0.4838709677419355,0.44776119402985076,0.7,0.4583333333333333,0.4676258992805755,0.7272727272727273,0.47368421052631576,0.1791044776119403,,0.045454545454545456,0.07407407407407407,,,23.7741456166419,0.6190476190476191,0.045454545454545456,0.06493506493506493,0.013452914798206279,0.1111111111111111,0.022727272727272728,0.07368421052631578,0.0149812734082397,0.016666666666666666,0.02127659574468085,0.008620689655172414,0.025,0.03225806451612903,0.03225806451612903,0.102803738317757,0.11904761904761904,0.08333333333333333,,,0.20149253731343283,0.7407407407407407,0.8,0.6,0.08955223880597014,0.3333333333333333,0.3333333333333333,0.5298507462686567,0.4225352112676056,0.4411764705882353,0.8333333333333334,0.029850746268656716,0.25,0.25,1.0,0.14925373134328357,0.15,0.15,1.0,0.3,0.6666666666666666,0.2,0.3611111111111111,0.6923076923076923,,,0.1388888888888889,0.2,0.3805970149253731,0.15,0.4703063432835821,0.48489000000000004,0.4934111111111112,0.029411764705882353,0.03571428571428571,,0.12307692307692308,0.27692307692307694,13.785454545454543,24.466666666666665,0.26758147512864494,2.0,1.0,0.04225352112676056,0.5,2.0,2.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,True,,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,48423.0,807,-143.0,1460,1462,412,427,196.0,2922,51.0,90.0,27.0,54.0,13.0,23.0,7.0,21.0,3.0,13.0,,,,,,,,,,61.0,124.0,,,24.0,146,1554,28.0,55.0,,63.0,14.0,27.0,,,8.0,36.0,74.0,48.0,,,36.0,,,,18.0,,48.0,10.0,58.0,10.0,,16.0,2.0,30.0,126.0,4.0,74.0,28.0,109.0,6.0,143.0,82.0,225.0,5.0,6.0,6.0,,25.0,8.0,21.0,21.0,1.0,4.0,,1.0,46.0,7.0,13.0,97.0,129.0,,7.0,52.0,9.0,8.0,48.0,,,21.0,,3.0,66.0,38.0,2.0,26.0,66.0,36.0,9.0,36.0,412,6.0,3.0,0.6065573770491803,0.8604651162790697,,,,,0.49193548387096775,0.509090909090909,0.5185185185185185,0.49193548387096775,0.509090909090909,0.5185185185185185,0.49324324324324326,0.5080645161290323,0.5142857142857142,,,0.14516129032258066,0.13333333333333333,0.2857142857142857,,11.398354876615747,0.5434782608695652,0.11764705882352941,0.19499105545617174,0.1289198606271777,0.20437956204379562,0.03773584905660377,0.1968390804597701,0.11470588235294117,0.16759776536312848,0.15384615384615385,0.09621993127147767,0.04395604395604396,0.20588235294117646,0.17682926829268292,0.20077220077220076,0.20952380952380953,0.1875,0.11363636363636363,0.5454545454545454,0.7258064516129032,0.5666666666666667,0.6538461538461539,0.5686274509803921,0.1693548387096774,0.3333333333333333,0.4666666666666667,0.10483870967741936,0.23076923076923078,0.23076923076923078,1.0,,,,,,,,,0.9818181818181818,0.5,,0.8518518518518519,0.5652173913043478,,,,,0.7258064516129032,,0.5104524193548388,0.5539557692307693,0.5380666666666666,0.14482758620689656,0.14482758620689656,,0.4315068493150685,0.2465753424657534,3.3483870967741938,,0.2821917808219178,7.0,4.0,,0.7142857142857143,,,,0.18518518518518517,,,4.0,1.0,2.0,0.07142857142857142,,,,,,,,,,,,True,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,24754.0,413,-41.0,721,741,152,162,113.0,1462,27.0,47.0,6.0,12.0,3.0,7.0,3.0,15.0,15.0,37.0,2.0,4.0,1.0,1.0,5.0,17.0,3.0,1.0,4.0,45.0,99.0,7.0,21.0,45.0,156,757,6.0,16.0,5.0,26.0,7.0,16.0,2.0,5.0,15.0,35.0,52.0,38.0,18.0,3.0,6.0,,17.0,5.0,9.0,,40.0,4.0,44.0,4.0,,24.0,4.0,12.0,92.0,2.0,23.0,4.0,46.0,7.0,57.0,25.0,82.0,4.0,19.0,8.0,11.0,22.0,7.0,10.0,12.0,1.0,12.0,1.0,1.0,34.0,3.0,7.0,10.0,25.0,,2.0,48.0,3.0,4.0,63.0,3.0,,27.0,,6.0,17.0,7.0,1.0,9.0,19.0,14.0,,35.0,152,6.0,6.0,0.5777777777777777,0.6190476190476191,0.8571428571428571,0.3333333333333333,0.4,0.3333333333333333,0.45454545454545453,0.375,0.4375,0.4625,0.35714285714285715,0.47619047619047616,0.52,0.4642857142857143,0.5833333333333334,0.175,,0.09090909090909091,0.14893617021276595,0.13333333333333333,,21.37049941927991,0.6470588235294118,0.3181818181818182,0.15436241610738255,0.07666666666666666,0.05970149253731343,0.03773584905660377,0.136986301369863,0.0708215297450425,0.09900990099009901,0.020833333333333332,0.07947019867549669,0.043478260869565216,0.16883116883116883,0.12643678160919541,0.16417910447761194,0.020833333333333332,0.15789473684210525,0.07142857142857142,0.7368421052631579,0.39166666666666666,0.574468085106383,0.675,0.48148148148148145,0.125,0.2,0.23076923076923078,0.30833333333333335,0.40540540540540543,0.40540540540540543,0.8,0.03333333333333333,0.5,0.5,1.0,0.14166666666666666,0.29411764705882354,0.29411764705882354,0.8,0.5714285714285714,0.5,0.14285714285714285,0.3333333333333333,0.42857142857142855,0.047619047619047616,1.0,0.19047619047619047,0.25,0.5666666666666667,0.29411764705882354,0.49022208333333334,0.5321763157894737,0.47094761904761906,0.1875,0.21951219512195122,,0.16666666666666666,0.22435897435897437,8.498989898989898,24.904761904761905,0.21081830790568654,11.0,1.0,,0.3333333333333333,,1.0,0.2,0.5,,,,2.0,,,1.0,2.0,2.0,1.0,1.0,0.09523809523809523,0.5,1.0,,,,True,,
2743,1610612762,Kris Humphries,Kris Humphries,2743,UTA,8644.0,144,-47.0,271,269,110,128,30.0,540,7.0,16.0,2.0,6.0,2.0,5.0,6.0,16.0,7.0,15.0,,1.0,,,,,,,,20.0,47.0,,1.0,4.0,44,309,2.0,7.0,,4.0,9.0,19.0,,,1.0,19.0,22.0,18.0,,,4.0,,,,5.0,,6.0,,6.0,,,3.0,1.0,2.0,12.0,,7.0,1.0,7.0,6.0,14.0,9.0,23.0,1.0,5.0,4.0,1.0,6.0,2.0,4.0,9.0,1.0,2.0,1.0,1.0,15.0,1.0,8.0,11.0,22.0,,4.0,6.0,1.0,,6.0,1.0,,3.0,,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,19.0,110,3.0,,0.55,0.6111111111111112,,,,,0.425531914893617,0.2857142857142857,0.47368421052631576,0.4166666666666667,0.2857142857142857,0.47368421052631576,0.43137254901960786,0.2857142857142857,0.475,0.020833333333333332,,0.10638297872340426,0.1875,0.125,,21.103896103896105,0.4,0.6,0.08139534883720931,0.06796116504854369,0.041666666666666664,,0.07272727272727272,0.06306306306306306,0.07142857142857142,0.041666666666666664,0.0784313725490196,,0.05263157894736842,0.0625,0.11428571428571428,0.047619047619047616,,0.043478260869565216,0.5,0.3333333333333333,0.4375,0.5384615384615384,0.5714285714285714,0.3333333333333333,0.375,0.42857142857142855,0.3125,0.4666666666666667,0.4666666666666667,1.0,0.020833333333333332,,,,,,,,0.8571428571428571,0.3333333333333333,,0.2631578947368421,0.4,,,,,0.3541666666666667,,0.45499375000000003,0.5880857142857143,0.4288894736842105,0.06,0.061224489795918366,,0.09090909090909091,0.4318181818181818,8.74255319148936,22.7,0.4059040590405904,,,,,,,,,,,2.0,2.0,,0.16666666666666666,,,,,,,,,,,,True,,
1960,1610612762,Milt Palacio,Milt Palacio,1960,UTA,16800.0,280,-74.0,509,504,153,146,66.0,1013,25.0,40.0,2.0,2.0,9.0,12.0,3.0,10.0,7.0,27.0,,,,,,4.0,,,4.0,35.0,77.0,,4.0,21.0,91,548,4.0,4.0,,8.0,14.0,27.0,,4.0,8.0,36.0,26.0,44.0,,,2.0,1.0,3.0,,8.0,,24.0,9.0,33.0,5.0,4.0,7.0,6.0,11.0,75.0,1.0,2.0,2.0,19.0,,21.0,3.0,24.0,1.0,9.0,8.0,1.0,15.0,3.0,8.0,12.0,,7.0,1.0,2.0,27.0,1.0,8.0,8.0,20.0,,1.0,26.0,,1.0,32.0,2.0,,14.0,,3.0,2.0,1.0,,1.0,2.0,2.0,,36.0,153,5.0,3.0,0.37142857142857144,0.38235294117647056,,,,,0.45454545454545453,1.0,0.5185185185185185,0.43209876543209874,1.0,0.45161290322580644,0.4739583333333333,0.8,0.5142857142857142,0.04938271604938271,,0.1038961038961039,0.125,0.2,,20.777027027027028,0.5555555555555556,,0.09844559585492228,0.010416666666666666,0.04,0.03225806451612903,0.08641975308641975,0.013452914798206279,0.01639344262295082,,0.010309278350515464,0.041666666666666664,0.10416666666666667,0.05660377358490566,0.11956521739130435,0.027777777777777776,0.07142857142857142,0.02857142857142857,1.0,0.49382716049382713,0.625,0.7142857142857143,0.24,0.12345679012345678,0.3,0.375,0.3333333333333333,0.25925925925925924,0.2692307692307692,0.8571428571428571,,,,,0.04938271604938271,,,,0.5,1.0,,0.3870967741935484,0.75,,,0.12903225806451613,,0.5432098765432098,,0.46652625,0.43632499999999996,0.43421666666666664,0.15053763440860216,0.15730337078651685,,0.08791208791208792,0.3956043956043956,7.494805194805192,31.125,0.3005893909626719,,1.0,0.037037037037037035,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,2959.0,49,-47.0,98,94,36,45,11.0,192,1.0,5.0,,,,2.0,2.0,3.0,5.0,11.0,,,,,,,,,,8.0,19.0,,,3.0,19,132,3.0,3.0,,6.0,3.0,8.0,,,1.0,7.0,16.0,,,,,,,,2.0,,4.0,1.0,5.0,1.0,,2.0,,2.0,11.0,,1.0,3.0,4.0,4.0,11.0,1.0,12.0,,,,,2.0,1.0,1.0,2.0,,1.0,,,4.0,,1.0,4.0,10.0,,1.0,2.0,,,4.0,,,2.0,,,,,,,,,,7.0,36,,,1.0,1.0,,,,,0.42105263157894735,1.0,0.375,0.42105263157894735,1.0,0.375,0.4523809523809524,1.0,0.3888888888888889,,,0.10526315789473684,0.2,,,23.148148148148145,0.5,0.4444444444444444,0.14814814814814814,0.025,0.375,,0.2,0.022222222222222223,,,0.047619047619047616,,,0.2222222222222222,0.18181818181818182,0.4,0.3333333333333333,,,0.2631578947368421,0.2,0.25,1.0,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.5789473684210527,0.45454545454545453,0.5,1.0,,,,,,,,,,,,0.25,,,,,,0.2631578947368421,,0.4248842105263158,0.3941666666666667,0.4059625,0.09523809523809523,0.09523809523809523,,0.3157894736842105,0.3684210526315789,11.468421052631578,,0.3673469387755102,,,0.09090909090909091,1.0,,,,,,,,,,,,,,,,,,,,,,True,,
2484,1610612762,Devin Brown,Devin Brown,2484,UTA,16596.0,277,-106.0,508,510,169,172,68.0,1018,12.0,33.0,,5.0,2.0,7.0,2.0,11.0,6.0,25.0,3.0,6.0,2.0,2.0,3.0,15.0,2.0,3.0,10.0,20.0,69.0,6.0,21.0,25.0,83,564,2.0,9.0,2.0,8.0,5.0,17.0,5.0,12.0,7.0,32.0,26.0,14.0,18.0,,,,15.0,3.0,7.0,1.0,14.0,2.0,16.0,2.0,,8.0,3.0,3.0,34.0,2.0,13.0,5.0,23.0,2.0,30.0,17.0,47.0,3.0,10.0,8.0,2.0,8.0,1.0,3.0,6.0,2.0,5.0,1.0,1.0,14.0,,6.0,4.0,17.0,,1.0,29.0,,3.0,33.0,,,11.0,,5.0,3.0,3.0,,,3.0,2.0,,32.0,169,5.0,4.0,0.65,0.65,1.0,0.2857142857142857,0.4166666666666667,0.2857142857142857,0.2898550724637681,0.2222222222222222,0.29411764705882354,0.32222222222222224,0.18181818181818182,0.43103448275862066,0.3867924528301887,0.2857142857142857,0.48484848484848486,0.23333333333333334,0.047619047619047616,0.10144927536231885,0.18181818181818182,0.09090909090909091,,20.033388981636058,0.5714285714285714,0.10526315789473684,0.11979166666666667,0.05752212389380531,0.11627906976744186,0.06060606060606061,0.11914893617021277,0.05791505791505792,0.05063291139240506,0.08888888888888889,0.049019607843137254,0.07407407407407407,0.1111111111111111,0.10526315789473684,0.13333333333333333,0.11428571428571428,0.125,0.05660377358490566,0.6666666666666666,0.36666666666666664,0.36363636363636365,0.4444444444444444,0.6666666666666666,0.12222222222222222,0.18181818181818182,0.2,0.2777777777777778,0.24,0.24,0.6666666666666666,0.06666666666666667,0.5,0.5,1.0,0.16666666666666666,0.2,0.21428571428571427,1.0,0.45454545454545453,,0.18181818181818182,0.2413793103448276,0.2857142857142857,0.06896551724137931,1.0,0.3448275862068966,0.3,0.6,0.2,0.4890311111111111,0.49911500000000003,0.45956724137931043,0.10891089108910891,0.1375,,0.0963855421686747,0.3855421686746988,8.269565217391305,24.723809523809525,0.33267716535433073,4.0,4.0,,0.5,,,,,,,2.0,,,0.08695652173913043,,,,,,,,,1.0,0.06666666666666667,,True,,
