EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,FTOffRebounds,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,Fg3aBlocked,Blocked3s,BlockedCorner3,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,BlockedArc3,Corner3PctBlocked,on
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,23615.0,394,-59,718,732,185,207,80.0,1450,47.0,68.0,9.0,14.0,9.0,13.0,13.0,41.0,7.0,16.0,67.0,125.0,30.0,164.0,780,13.0,19.0,1.0,27.0,12.0,28.0,13.0,37.0,80.0,54.0,10.0,18.0,11.0,6.0,17.0,4.0,2.0,7.0,1.0,3.0,40.0,6.0,21.0,13.0,29.0,12.0,54.0,27.0,81.0,4.0,7.0,6.0,1.0,8.0,1.0,3.0,17.0,1.0,5.0,1.0,6.0,25.0,4.0,3.0,35.0,62,5.0,5.0,49.0,5.0,3.0,60.0,8.0,31.0,3.0,12.0,7.0,1.0,4.0,12.0,5.0,1.0,3.0,1.0,37.0,185,5.0,2.0,0.5970149253731343,0.6451612903225806,0.536,0.6842105263157895,0.42857142857142855,0.536,0.6842105263157895,0.42857142857142855,0.543046357615894,0.6136363636363636,0.4868421052631579,0.144,0.10294117647058823,0.24390243902439024,0.0625,21.728395061728396,0.32,0.4,0.11788617886178862,0.0846774193548387,0.16666666666666666,0.07407407407407407,0.12962962962962962,0.08206686930091185,0.17391304347826086,0.038461538461538464,0.0594059405940594,0.08196721311475409,0.05,0.07317073170731707,0.19047619047619047,0.10891089108910891,0.18181818181818182,0.08333333333333333,0.1,0.4166666666666667,0.544,0.6911764705882353,0.7704918032786885,0.7021276595744681,0.328,0.3170731707317073,0.41935483870967744,0.3076923076923077,0.128,0.4375,0.4666666666666667,0.42857142857142855,0.7368421052631579,0.6428571428571429,0.3333333333333333,0.4642857142857143,0.6923076923076923,0.544,0.48618160000000005,0.5118375,0.45532857142857147,0.20945945945945946,0.20945945945945946,0.16463414634146342,0.22560975609756098,5.3032,0.2576601671309192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101160,1610612763,Lawrence Roberts,Lawrence Roberts,101160,MEM,5507.0,92,27,162,161,41,29,27.0,323,6.0,8.0,1.0,3.0,,1.0,1.0,3.0,1.0,2.0,8.0,13.0,6.0,22.0,157,1.0,3.0,,2.0,,2.0,2.0,2.0,14.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,,3.0,,,9.0,8.0,9.0,1.0,4.0,,5.0,17.0,22.0,,4.0,3.0,1.0,3.0,,1.0,,,2.0,,,3.0,,1.0,7.0,15,2.0,,12.0,1.0,1.0,15.0,3.0,9.0,,2.0,2.0,,,2.0,1.0,,,,2.0,41,,,0.875,1.0,0.6153846153846154,0.3333333333333333,,0.6153846153846154,0.3333333333333333,,0.5789473684210527,0.25,0.25,0.07692307692307693,0.125,,,11.282051282051283,1.0,,0.07692307692307693,0.21951219512195122,0.06666666666666667,0.25806451612903225,0.07462686567164178,0.2361111111111111,,0.2727272727272727,0.25,0.2727272727272727,0.2222222222222222,0.05,0.08333333333333333,0.1,0.08333333333333333,,,0.5,0.6153846153846154,0.75,0.8571428571428571,0.8333333333333334,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.15384615384615385,0.5,0.5,1.0,1.0,0.3333333333333333,,0.5,,0.6153846153846154,0.4864,0.3491,0.36285,0.47368421052631576,0.47368421052631576,0.09090909090909091,0.09090909090909091,5.246153846153845,0.25308641975308643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1517,1610612763,Bobby Jackson,Bobby Jackson,1517,MEM,106528.0,1775,178,3193,3195,931,944,388.0,6388,87.0,177.0,7.0,20.0,23.0,49.0,16.0,66.0,54.0,173.0,157.0,416.0,107.0,808.0,3216,9.0,40.0,8.0,89.0,41.0,117.0,41.0,231.0,66.0,248.0,8.0,49.0,142.0,53.0,195.0,38.0,15.0,74.0,16.0,52.0,443.0,15.0,27.0,47.0,129.0,3.0,179.0,44.0,223.0,12.0,61.0,31.0,30.0,70.0,16.0,45.0,31.0,2.0,25.0,1.0,4.0,101.0,8.0,26.0,63.0,155,5.0,5.0,151.0,5.0,14.0,146.0,12.0,61.0,17.0,1.0,1.0,,,1.0,1.0,,,3.0,231.0,931,28.0,18.0,0.21019108280254778,0.21568627450980393,0.37740384615384615,0.225,0.3504273504273504,0.46858288770053474,0.46551724137931033,0.42035398230088494,0.4957002457002457,0.483695652173913,0.451171875,0.11778846153846154,0.2033898305084746,0.15151515151515152,0.017341040462427744,25.089212187757344,0.693069306930693,0.025423728813559324,0.11266375545851529,0.0268389662027833,0.13662790697674418,0.032119914346895075,0.11820013431833445,0.028513238289205704,0.029069767441860465,0.030303030303030304,0.021917808219178082,0.038834951456310676,0.0189873417721519,0.0886426592797784,0.11842105263157894,0.12708333333333333,0.13360323886639677,0.14432989690721648,0.030303030303030304,1.0,0.23663101604278075,0.4915254237288136,0.6170212765957447,0.16091954022988506,0.08823529411764706,0.24242424242424243,0.2857142857142857,0.0625,0.23128342245989306,0.31213872832369943,0.3176470588235294,0.3333333333333333,0.22988505747126436,0.35,0.2857142857142857,0.2168141592920354,0.46938775510204084,0.68048128342246,0.49903463087248323,0.5075984126984125,0.4718899103139014,0.07779171894604768,0.13118279569892474,0.11014851485148515,0.28589108910891087,9.289903846153848,0.2915753210147197,53.0,116.0,11.0,21.0,17.0,39.0,76.0,216.0,10.0,26.0,19.0,70.0,129.0,332.0,21.0,47.0,36.0,109.0,330.0,57.0,3.0,213.0,76.0,2.0,1.0,1.0,2.0,1.0,0.8527131782945736,0.3885542168674699,0.44680851063829785,0.3302752293577982,0.39209726443769,0.44385026737967914,0.014598540145985401,0.15508021390374332,0.45689655172413796,0.45689655172413796,0.9245283018867925,0.2887700534759358,0.35185185185185186,0.35185185185185186,0.8026315789473685,0.2413793103448276,0.5238095238095238,0.9090909090909091,0.2988505747126437,0.38461538461538464,0.8,0.17256637168141592,0.4358974358974359,0.30973451327433627,0.2714285714285714,0.3568075117370892,0.0030120481927710845,24.925602409638554,,,,,,,,,True
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,71611.0,1194,36,2136,2143,683,633,253.0,4279,51.0,85.0,7.0,13.0,15.0,24.0,5.0,20.0,48.0,110.0,104.0,215.0,76.0,521.0,2201,9.0,21.0,7.0,40.0,28.0,58.0,35.0,145.0,84.0,124.0,8.0,12.0,84.0,33.0,117.0,20.0,13.0,51.0,15.0,18.0,267.0,2.0,15.0,31.0,122.0,27.0,180.0,19.0,199.0,3.0,30.0,21.0,9.0,39.0,12.0,29.0,39.0,3.0,10.0,1.0,3.0,78.0,6.0,25.0,42.0,91,3.0,17.0,80.0,3.0,6.0,95.0,9.0,31.0,12.0,14.0,8.0,3.0,3.0,14.0,10.0,,,,145.0,683,10.0,12.0,0.40384615384615385,0.42,0.48372093023255813,0.42857142857142855,0.4827586206896552,0.5548628428927681,0.4230769230769231,0.5612244897959183,0.5816091954022988,0.4878048780487805,0.6086956521739131,0.05581395348837209,0.10588235294117647,0.1,0.00909090909090909,21.119802387813916,0.5,0.30337078651685395,0.16353887399463807,0.022354694485842028,0.13656387665198239,0.006230529595015576,0.15724563206577596,0.017137096774193547,0.039647577092511016,0.015544041450777202,0.01195219123505976,0.009174311926605505,,0.12133891213389121,0.18134715025906736,0.18471337579617833,0.1488095238095238,0.1016949152542373,0.014705882352941176,0.7142857142857143,0.2119700748129676,0.6,0.6710526315789473,0.2549019607843137,0.04987531172069826,0.25,0.2777777777777778,0.2,0.2743142144638404,0.43636363636363634,0.44036697247706424,0.5833333333333334,0.3333333333333333,0.5384615384615384,,0.24489795918367346,0.625,0.6758104738154613,0.5065684538653368,0.515334375,0.49496071428571425,0.07328605200945626,0.1308016877637131,0.07677543186180422,0.2783109404990403,11.188837209302324,0.3197565543071161,4.0,17.0,,1.0,2.0,4.0,75.0,169.0,5.0,17.0,16.0,36.0,79.0,186.0,5.0,18.0,18.0,40.0,210.0,27.0,,169.0,75.0,2.0,,,18.0,,0.8860759493670886,0.42473118279569894,0.2777777777777778,0.45,0.42473118279569894,0.46384039900249374,0.021052631578947368,0.04239401496259352,0.23529411764705882,0.23529411764705882,1.0,0.42144638403990026,0.4437869822485207,0.4437869822485207,0.88,0.02564102564102564,,,0.4358974358974359,0.29411764705882354,1.0,0.04081632653061224,0.5,0.3673469387755102,0.4444444444444444,0.4437869822485207,,24.992473118279577,,,,,,,,,True
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,29560.0,493,-60,896,897,189,229,96.0,1793,27.0,45.0,5.0,9.0,3.0,6.0,3.0,15.0,17.0,48.0,47.0,108.0,28.0,128.0,923,9.0,17.0,1.0,19.0,4.0,14.0,9.0,17.0,48.0,46.0,2.0,10.0,15.0,8.0,23.0,5.0,3.0,10.0,1.0,4.0,54.0,2.0,4.0,15.0,27.0,2.0,44.0,7.0,51.0,1.0,19.0,10.0,9.0,6.0,3.0,4.0,14.0,3.0,2.0,2.0,2.0,20.0,,4.0,24.0,51,1.0,4.0,37.0,,9.0,40.0,4.0,20.0,2.0,7.0,4.0,1.0,2.0,7.0,2.0,,,2.0,17.0,189,7.0,2.0,0.5106382978723404,0.5217391304347826,0.4351851851851852,0.5294117647058824,0.2857142857142857,0.42016806722689076,0.5294117647058824,0.23529411764705882,0.46715328467153283,0.5588235294117647,0.3695652173913043,0.09259259259259259,0.15555555555555556,0.13333333333333333,0.020833333333333332,15.5599603567889,0.3,0.05555555555555555,0.09152542372881356,0.012987012987012988,0.15306122448979592,0.01904761904761905,0.10687022900763359,0.014527845036319613,0.010101010101010102,0.0375,,0.02666666666666667,,0.06451612903225806,0.05555555555555555,0.13076923076923078,0.14864864864864866,0.16666666666666666,0.01694915254237288,0.2857142857142857,0.37815126050420167,0.6,0.7105263157894737,0.2222222222222222,0.12605042016806722,0.2,0.23076923076923078,0.6666666666666666,0.40336134453781514,0.3541666666666667,0.3617021276595745,0.9411764705882353,0.5294117647058824,0.5555555555555556,,0.35294117647058826,0.5,0.47058823529411764,0.4855302521008404,0.4797076923076924,0.4577352941176471,0.14814814814814814,0.16129032258064516,0.1484375,0.1328125,9.708333333333336,0.2109375,2.0,11.0,,,,3.0,,,,,,,2.0,11.0,,,,3.0,6.0,,,,,1.0,,,,,1.0,0.18181818181818182,,,0.18181818181818182,0.09243697478991597,0.022222222222222223,0.09243697478991597,0.18181818181818182,0.18181818181818182,1.0,,,,,,,,,,,0.17647058823529413,,,,,,23.363636363636363,,,,,,,,,True
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,70023.0,1167,204,2106,2099,657,653,256.0,4205,57.0,86.0,22.0,31.0,17.0,27.0,26.0,61.0,20.0,45.0,103.0,192.0,64.0,324.0,2063,25.0,38.0,11.0,73.0,32.0,56.0,30.0,106.0,110.0,96.0,36.0,13.0,36.0,27.0,63.0,15.0,12.0,24.0,5.0,7.0,153.0,23.0,48.0,29.0,76.0,9.0,114.0,74.0,188.0,10.0,35.0,20.0,15.0,16.0,4.0,10.0,17.0,1.0,6.0,1.0,4.0,33.0,3.0,7.0,55.0,93,4.0,4.0,106.0,9.0,27.0,92.0,10.0,39.0,12.0,45.0,41.0,1.0,3.0,47.0,28.0,,,1.0,106.0,657,13.0,11.0,0.5339805825242718,0.6470588235294118,0.5364583333333334,0.6578947368421053,0.5714285714285714,0.5,0.6595744680851063,0.5066666666666667,0.5382059800664452,0.7019230769230769,0.5578947368421052,0.06770833333333333,0.11627906976744186,0.04918032786885246,,13.905079100749376,0.48484848484848486,0.10843373493975904,0.09819121447028424,0.075,0.11885245901639344,0.07395498392282958,0.1031434184675835,0.07465825446898001,0.09954751131221719,0.05291005291005291,0.06956521739130435,0.08,0.06306306306306306,0.10441767068273092,0.0947867298578199,0.09554140127388536,0.10179640718562874,0.15584415584415584,0.08333333333333333,0.5957446808510638,0.33076923076923076,0.6627906976744186,0.75,0.49122807017543857,0.23461538461538461,0.4262295081967213,0.4482758620689655,0.38461538461538464,0.17307692307692307,0.4444444444444444,0.4444444444444444,0.85,0.6595744680851063,0.7096774193548387,0.18181818181818182,0.36,0.6296296296296297,0.5923076923076923,0.4760050387596899,0.5230526315789475,0.4772602739726028,0.13494809688581316,0.17647058823529413,0.22530864197530864,0.3271604938271605,6.758333333333334,0.31196581196581197,12.0,41.0,2.0,2.0,4.0,14.0,6.0,27.0,2.0,7.0,,5.0,18.0,68.0,4.0,9.0,4.0,19.0,51.0,3.0,2.0,25.0,6.0,3.0,,,,,0.9444444444444444,0.2647058823529412,0.4444444444444444,0.21052631578947367,0.2727272727272727,0.26153846153846155,0.03529411764705882,0.1576923076923077,0.2926829268292683,0.2926829268292683,1.0,0.10384615384615385,0.2222222222222222,0.23076923076923078,0.8333333333333334,0.0425531914893617,1.0,1.0,0.14893617021276595,0.2857142857142857,0.5,0.18666666666666668,0.2857142857142857,0.06666666666666667,,0.24,,24.776470588235295,1.0,2.0,2.0,1.0,0.014705882352941176,0.037037037037037035,,,True
224,1610612763,Eddie Jones,Eddie Jones,224,MEM,53847.0,897,170,1600,1601,488,511,212.0,3201,38.0,64.0,4.0,10.0,9.0,18.0,8.0,33.0,11.0,36.0,57.0,133.0,62.0,335.0,1611,9.0,18.0,4.0,37.0,14.0,32.0,23.0,117.0,70.0,44.0,2.0,13.0,32.0,21.0,53.0,13.0,8.0,16.0,6.0,10.0,127.0,7.0,9.0,27.0,73.0,2.0,102.0,17.0,119.0,2.0,55.0,36.0,19.0,18.0,4.0,13.0,12.0,,5.0,1.0,1.0,30.0,5.0,6.0,27.0,78,3.0,3.0,65.0,1.0,7.0,81.0,6.0,29.0,9.0,9.0,7.0,1.0,1.0,10.0,4.0,2.0,,,117.0,488,15.0,9.0,0.6140350877192983,0.625,0.42857142857142855,0.5,0.4375,0.49636363636363634,0.532258064516129,0.5802469135802469,0.5325732899022801,0.5454545454545454,0.6105263157894737,0.09774436090225563,0.140625,0.12121212121212122,,18.325176726481782,0.6,0.041666666666666664,0.12607944732297063,0.018404907975460124,0.15083798882681565,0.026923076923076925,0.13192612137203166,0.021361815754339118,0.027472527472527472,0.013333333333333334,0.012738853503184714,0.030864197530864196,0.02040816326530612,0.07103825136612021,0.13095238095238096,0.16666666666666666,0.152,0.14814814814814814,0.013513513513513514,0.4,0.23272727272727273,0.59375,0.6909090909090909,0.6578947368421053,0.12,0.24242424242424243,0.27586206896551724,0.25,0.13090909090909092,0.3055555555555556,0.3055555555555556,0.7272727272727273,0.3225806451612903,0.4,0.5,0.2222222222222222,0.5,0.7490909090909091,0.51414598540146,0.5169477272727273,0.5147275,0.09731543624161074,0.1858974358974359,0.11044776119402985,0.3492537313432836,7.049624060150376,0.305,22.0,61.0,2.0,8.0,11.0,24.0,31.0,81.0,3.0,5.0,11.0,25.0,53.0,142.0,5.0,13.0,22.0,49.0,144.0,15.0,1.0,80.0,31.0,1.0,1.0,,11.0,,0.9056603773584906,0.3732394366197183,0.38461538461538464,0.4489795918367347,0.375886524822695,0.5163636363636364,0.014705882352941176,0.22181818181818183,0.36065573770491804,0.36065573770491804,0.9090909090909091,0.29454545454545455,0.38271604938271603,0.38271604938271603,0.9032258064516129,0.25806451612903225,0.25,0.5,0.16129032258064516,0.6,1.0,0.2962962962962963,0.4583333333333333,0.30864197530864196,0.44,0.3875,,24.488732394366195,,1.0,,,,,1.0,,True
101194,1610612763,Anthony Roberson,Anthony Roberson,101194,MEM,840.0,14,1,27,26,6,4,3.0,53,,1.0,,,,,,,,1.0,,2.0,,3.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,6,,,,,,,,0.3,,,0.3,,,,,,,16.666666666666668,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,0.2,,,,,,,,,0.8,0.53323,,0.5493,,,,,9.65,0.2222222222222222,,,,,,,1.0,3.0,,,,1.0,1.0,3.0,,,,1.0,3.0,,,3.0,1.0,,,,,,1.0,0.3333333333333333,,,0.3333333333333333,0.6,,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,,0.3333333333333333,,25.03333333333333,,,,,,,,,True
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,14944.0,249,56,433,437,87,112,58.0,870,26.0,33.0,10.0,13.0,3.0,4.0,2.0,10.0,,3.0,28.0,46.0,17.0,73.0,452,10.0,13.0,8.0,28.0,3.0,6.0,6.0,12.0,32.0,24.0,18.0,6.0,2.0,3.0,5.0,,3.0,1.0,,1.0,13.0,2.0,25.0,2.0,34.0,7.0,43.0,28.0,71.0,2.0,3.0,2.0,1.0,9.0,,4.0,6.0,3.0,5.0,1.0,1.0,15.0,3.0,2.0,18.0,44,6.0,1.0,21.0,4.0,,27.0,1.0,11.0,3.0,11.0,7.0,,4.0,11.0,7.0,,,1.0,12.0,87,4.0,3.0,0.5714285714285714,0.8421052631578947,0.6086956521739131,0.7692307692307693,0.5,0.6086956521739131,0.7692307692307693,0.5,0.6186440677966102,0.7777777777777778,0.5454545454545454,0.13043478260869565,0.12121212121212122,0.2,,14.624505928853756,0.6,0.35,0.20481927710843373,0.18518518518518517,0.046511627906976744,0.03636363636363636,0.1722488038277512,0.14210526315789473,0.20454545454545456,0.23529411764705882,0.14035087719298245,0.02631578947368421,0.058823529411764705,0.2982456140350877,0.15,0.15942028985507245,0.03333333333333333,0.07692307692307693,0.18181818181818182,0.6363636363636364,0.717391304347826,0.7878787878787878,0.896551724137931,0.5769230769230769,0.21739130434782608,0.2,0.25,0.5,0.06521739130434782,,,,1.0,0.7692307692307693,,0.6666666666666666,0.75,0.717391304347826,0.504208695652174,0.561425,0.4795,0.19642857142857142,0.19642857142857142,0.3835616438356164,0.1643835616438356,2.484782608695652,0.20092378752886836,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1088,1610612763,Chucky Atkins,Chucky Atkins,1088,MEM,8413.0,140,-42,264,254,109,89,37.0,518,9.0,16.0,,,5.0,7.0,,4.0,1.0,6.0,10.0,26.0,20.0,49.0,294,,,2.0,5.0,6.0,12.0,14.0,29.0,4.0,16.0,,2.0,5.0,3.0,8.0,,3.0,3.0,,2.0,19.0,,1.0,1.0,5.0,,6.0,1.0,7.0,,,,,2.0,,1.0,3.0,,1.0,,1.0,5.0,1.0,2.0,6.0,14,,1.0,16.0,1.0,1.0,25.0,1.0,3.0,9.0,,,,,,,,,,29.0,109,2.0,9.0,0.2,0.2,0.38461538461538464,,0.5,0.34523809523809523,0.75,0.4166666666666667,0.44339622641509435,0.8333333333333334,0.5370370370370371,0.07692307692307693,0.0625,0.25,,18.83116883116883,0.4,,0.05555555555555555,0.010869565217391304,0.03571428571428571,,0.05084745762711865,0.006896551724137931,0.029411764705882353,,,,,0.0625,0.045454545454545456,0.05555555555555555,0.05263157894736842,,,,0.38095238095238093,0.5625,0.6,0.1111111111111111,0.09523809523809523,,,,0.14285714285714285,0.16666666666666666,0.16666666666666666,1.0,,,,0.3888888888888889,0.7142857142857143,0.7619047619047619,0.49382976190476197,0.54345,0.45694722222222217,0.06818181818181818,0.10714285714285714,0.10204081632653061,0.5918367346938775,5.511538461538462,0.4128787878787879,1.0,4.0,,1.0,1.0,2.0,2.0,12.0,1.0,1.0,,4.0,3.0,16.0,1.0,2.0,1.0,6.0,9.0,,,12.0,2.0,,,,2.0,,1.0,0.1875,0.5,0.16666666666666666,0.1875,0.38095238095238093,,0.09523809523809523,0.25,0.25,1.0,0.2857142857142857,0.16666666666666666,0.18181818181818182,1.0,0.5,,,0.5,1.0,1.0,0.1111111111111111,0.5,0.2222222222222222,,0.16666666666666666,,24.66875,1.0,,,,0.0625,0.08333333333333333,,,True
