EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,OffThreePtRebounds,Blocked2s,BlockedAtRim,Blocks,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,DefCorner3ReboundPct,SecondChanceFtPoints,Corner3Assists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,SelfOReb,SelfORebPct,3SecondViolations,on,SecondChanceCorner3FGM,HeaveAttempts,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,OffensiveGoaltends,3pt And 1 Free Throw Trips,BlockedCorner3,Corner3PctBlocked
101129,1610612745,Luther Head,Luther Head,101129,HOU,10531.0,176.0,-8.0,323.0,322.0,92.0,82.0,32.0,645.0,10.0,17.0,1.0,1.0,1.0,4.0,2.0,3.0,14.0,5.0,9.0,1.0,4.0,5.0,8.0,20.0,2.0,2.0,3.0,7.0,13.0,33.0,13.0,29.0,8.0,73.0,343.0,1.0,2.0,2.0,3.0,8.0,1.0,7.0,7.0,12.0,1.0,24.0,6.0,20.0,24.0,15.0,2.0,20.0,8.0,7.0,14.0,3.0,17.0,3.0,5.0,4.0,5.0,37.0,1.0,1.0,1.0,15.0,1.0,17.0,2.0,19.0,7.0,3.0,4.0,8.0,6.0,5.0,2.0,1.0,1.0,13.0,1.0,5.0,4.0,13.0,1.0,1.0,9.0,1.0,12.0,4.0,2.0,24.0,92.0,3.0,1.0,0.23076923076923078,0.25,0.6153846153846154,0.4482758620689655,0.6666666666666666,0.5833333333333334,0.4482758620689655,0.3939393939393939,0.5,0.14285714285714285,0.5241935483870968,0.8,0.6052631578947368,0.5367647058823529,0.8,0.5714285714285714,0.46774193548387094,0.21212121212121213,0.35294117647058826,0.5,22.56267409470752,0.6153846153846154,0.07142857142857142,0.09090909090909091,0.12931034482758622,0.00909090909090909,0.025,0.10256410256410256,0.006493506493506494,0.03571428571428571,0.027777777777777776,0.25,0.14285714285714285,0.041666666666666664,0.27419354838709675,0.5882352941176471,0.9090909090909091,0.3,0.03225806451612903,0.22580645161290322,0.21428571428571427,0.21428571428571427,0.14516129032258066,0.5555555555555556,0.5555555555555556,1.0,0.3225806451612903,0.4,0.4,0.375,0.2,1.0,0.2,0.4,1.0,1.0,0.21052631578947367,0.25,0.2631578947368421,0.8,0.3684210526315789,0.42857142857142855,0.7419354838709677,0.4,0.5109338709677419,0.4939,0.501328947368421,0.06060606060606061,0.10810810810810811,0.1095890410958904,0.3287671232876712,8.893939393939396,24.703448275862065,0.2848297213622291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,1224.0,20.0,6.0,39.0,39.0,8.0,14.0,4.0,78.0,3.0,5.0,1.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,5.0,8.0,,,,10.0,44.0,1.0,1.0,,,2.0,2.0,2.0,,,,4.0,4.0,6.0,,,2.0,,,,,,,,,,,,2.0,,1.0,2.0,1.0,4.0,3.0,7.0,1.0,1.0,,,,,,,,,,,1.0,4.0,2.0,,,,,,,4.0,8.0,,,0.4,0.5,,,,,,0.625,1.0,1.0,0.625,1.0,1.0,0.625,1.0,1.0,,,,,18.6046511627907,,0.25,,0.13333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.1875,0.25,,,0.3333333333333333,0.3333333333333333,0.625,0.6,0.6,0.6666666666666666,0.375,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,0.625,,0.505725,0.8028,0.6704,,,0.2,0.4,3.2625,,0.20512820512820512,2.0,1.0,2.0,2.0,2.0,0.25,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1763,1610612745,Ryan Bowen,Ryan Bowen,1763,HOU,2608.0,43.0,,84.0,89.0,21.0,31.0,6.0,173.0,1.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,1.0,4.0,,,2.0,4.0,96.0,,,,,,,2.0,,,,,,2.0,,,,,,,4.0,,4.0,,2.0,1.0,1.0,8.0,,,1.0,4.0,1.0,6.0,,6.0,2.0,2.0,,1.0,1.0,,,,,1.0,,,4.0,5.0,,,2.0,,2.0,1.0,,,21.0,1.0,,,,,,,,,0.25,,,0.25,,,0.4,,,,,,,6.666666666666666,1.0,0.25,,0.18181818181818182,,0.14285714285714285,0.1724137931034483,,,0.5,,0.06666666666666667,,0.5,0.5,0.5,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.48945,,0.3452,0.2,0.2,,,8.175,,0.25,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2031,1610612745,Stromile Swift,Stromile Swift,2031,HOU,14361.0,239.0,-28.0,426.0,422.0,148.0,85.0,49.0,848.0,27.0,50.0,5.0,7.0,7.0,16.0,23.0,9.0,17.0,,2.0,,,1.0,,,,,,,43.0,90.0,,2.0,26.0,112.0,457.0,6.0,11.0,,,17.0,12.0,28.0,,1.0,4.0,28.0,56.0,30.0,,,8.0,,,12.0,3.0,1.0,4.0,,2.0,,1.0,9.0,9.0,,5.0,20.0,4.0,29.0,15.0,44.0,8.0,5.0,3.0,8.0,3.0,9.0,5.0,,1.0,17.0,,7.0,23.0,46.0,5.0,4.0,34.0,,36.0,19.0,3.0,28.0,148.0,5.0,2.0,0.6511627906976745,0.717948717948718,,,,,,0.4777777777777778,0.5454545454545454,0.42857142857142855,0.4673913043478261,0.5454545454545454,0.41379310344827586,0.5283018867924528,0.6538461538461539,0.4375,0.021739130434782608,0.13333333333333333,0.16,0.17391304347826086,25.732217573221757,0.47058823529411764,0.23529411764705882,,0.12578616352201258,0.059602649006622516,0.10416666666666667,0.12077294685990338,0.07692307692307693,,0.10526315789473684,0.09090909090909091,0.14772727272727273,0.13333333333333333,0.5434782608695652,0.54,0.6428571428571429,0.5925925925925926,0.25,0.18478260869565216,0.5294117647058824,0.5294117647058824,0.021739130434782608,,,,,,,,0.6363636363636364,0.7142857142857143,,,,,0.5517241379310345,0.4375,0.034482758620689655,,,,0.5652173913043478,,0.49403423913043476,0.49465,0.4955655172413793,0.18446601941747573,0.18811881188118812,0.15178571428571427,0.25,5.203333333333332,23.200000000000003,0.3474178403755869,7.0,6.0,10.0,6.0,10.0,0.13636363636363635,0.038461538461538464,0.21428571428571427,0.30434782608695654,0.3684210526315789,0.05555555555555555,5.0,1.0,2.0,2.0,3.0,8.0,1.0,3.0,5.0,3.0,0.125,0.1,0.5,0.5714285714285714,0.8888888888888888,0.2,,,,,,,,True,,,,,,,,,,,,,,
468,1610612745,Jon Barry,Jon Barry,468,HOU,20533.0,342.0,-46.0,637.0,629.0,228.0,187.0,74.0,1266.0,5.0,11.0,1.0,2.0,2.0,4.0,5.0,7.0,17.0,3.0,9.0,1.0,3.0,5.0,9.0,23.0,,,1.0,5.0,13.0,33.0,12.0,32.0,24.0,86.0,695.0,2.0,4.0,,1.0,4.0,3.0,7.0,4.0,10.0,9.0,27.0,18.0,8.0,30.0,6.0,,23.0,9.0,2.0,15.0,11.0,26.0,8.0,5.0,7.0,3.0,63.0,,,10.0,18.0,2.0,30.0,1.0,31.0,13.0,6.0,7.0,18.0,13.0,4.0,5.0,,,22.0,,8.0,11.0,25.0,1.0,1.0,18.0,1.0,29.0,8.0,3.0,27.0,228.0,5.0,3.0,0.6923076923076923,0.6923076923076923,0.8333333333333334,0.375,,0.4,0.375,0.3939393939393939,0.5,0.42857142857142855,0.47692307692307695,0.4,0.5294117647058824,0.5460526315789473,0.4,0.6136363636363636,0.49230769230769234,0.06060606060606061,0.09090909090909091,,13.687150837988826,0.8181818181818182,0.06896551724137931,,0.08256880733944955,,0.13333333333333333,0.09556313993174062,0.003389830508474576,,0.03278688524590164,0.06818181818181818,0.11504424778761062,0.10638297872340426,0.16923076923076924,0.45454545454545453,0.5,0.8,0.07692307692307693,0.26153846153846155,0.4117647058823529,0.4375,0.13846153846153847,0.3333333333333333,0.3333333333333333,1.0,0.35384615384615387,0.391304347826087,0.391304347826087,0.7777777777777778,0.4,0.5,0.2,,,,0.23529411764705882,0.5,0.29411764705882354,0.6,0.29411764705882354,0.2,0.6615384615384615,0.391304347826087,0.49127153846153837,0.49138000000000004,0.515064705882353,0.1232876712328767,0.2,0.046511627906976744,0.313953488372093,11.539393939393937,25.162499999999998,0.3579277864992151,1.0,1.0,1.0,1.0,1.0,0.014285714285714285,,,0.2,0.2,0.17857142857142858,,3.0,2.0,1.0,,1.0,,,1.0,,,0.02040816326530612,1.0,,0.7142857142857143,1.0,5.0,1.0,0.058823529411764705,0.030303030303030304,,,,True,,,,,,,,,,,,,,
2586,1610612745,Keith Bogans,Keith Bogans,2586,HOU,1521.0,25.0,1.0,48.0,50.0,9.0,22.0,5.0,98.0,1.0,1.0,,,,,2.0,,,,,,,,2.0,5.0,,1.0,,1.0,2.0,3.0,2.0,5.0,5.0,15.0,58.0,,,,1.0,2.0,,1.0,,1.0,2.0,2.0,2.0,2.0,6.0,,,5.0,2.0,,4.0,,4.0,,2.0,1.0,1.0,8.0,,,2.0,2.0,,4.0,,4.0,,,,,,,,,,,,,1.0,2.0,,,3.0,,6.0,2.0,1.0,2.0,9.0,,,0.5,0.5,1.0,0.4,,,0.4,0.6666666666666666,,,0.625,,,0.6818181818181818,0.5,0.3333333333333333,0.625,,,,20.754716981132074,,,,0.10526315789473684,,0.3333333333333333,0.16,,,0.09090909090909091,,0.16666666666666666,0.4,0.125,1.0,1.0,,0.25,,,,,,,,0.625,0.4,0.4,1.0,,,,1.0,,,,,,,0.5,,0.75,0.4,0.50615,,0.421,0.2,0.4,0.13333333333333333,0.13333333333333333,7.6000000000000005,25.6,0.1875,1.0,,,,,,,,0.5,0.5,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,11116.0,185.0,-3.0,351.0,339.0,156.0,104.0,46.0,690.0,14.0,25.0,6.0,10.0,7.0,12.0,47.0,,8.0,,,,,,,1.0,,,,1.0,39.0,80.0,,1.0,22.0,100.0,378.0,9.0,17.0,,,26.0,18.0,30.0,,1.0,15.0,51.0,42.0,36.0,,,8.0,1.0,,2.0,5.0,8.0,13.0,6.0,3.0,,2.0,34.0,16.0,,8.0,16.0,4.0,28.0,19.0,47.0,3.0,2.0,1.0,5.0,3.0,7.0,2.0,,1.0,12.0,,5.0,8.0,16.0,,5.0,28.0,1.0,31.0,12.0,7.0,51.0,156.0,1.0,7.0,0.5384615384615384,0.6,,,,,,0.4875,0.5294117647058824,0.6,0.48148148148148145,0.5294117647058824,0.5806451612903226,0.5376344086021505,0.5909090909090909,0.6375,0.012345679012345678,0.025,0.04,,26.25,0.4166666666666667,0.2857142857142857,,0.128,0.12307692307692308,0.18604651162790697,0.14285714285714285,0.1144578313253012,0.14285714285714285,0.08108108108108109,0.07692307692307693,0.1774193548387097,0.32,0.30864197530864196,0.56,0.5833333333333334,0.6428571428571429,0.5802469135802469,0.09876543209876543,,,,,,,0.012345679012345678,,,,0.5882352941176471,0.6,,,,,0.3870967741935484,0.5833333333333334,,,0.03225806451612903,,0.32098765432098764,,0.4401654320987654,0.48625000000000007,0.4453806451612903,0.13953488372093023,0.1411764705882353,0.26,0.51,6.4625,25.3,0.4444444444444444,25.0,3.0,8.0,8.0,8.0,0.08333333333333333,0.06,0.07142857142857142,0.5319148936170213,0.5319148936170213,,8.0,2.0,1.0,,3.0,7.0,,,5.0,1.0,0.18421052631578946,0.09090909090909091,0.625,0.48,,0.3333333333333333,,,0.125,,4.0,0.10256410256410256,,True,,,,,,,,,,,,,,
133,1610612745,David Wesley,David Wesley,133,HOU,12245.0,204.0,-36.0,383.0,373.0,127.0,81.0,43.0,756.0,3.0,7.0,1.0,1.0,,2.0,1.0,4.0,10.0,3.0,11.0,1.0,2.0,4.0,4.0,11.0,,1.0,3.0,7.0,7.0,18.0,7.0,22.0,17.0,52.0,416.0,1.0,1.0,,2.0,5.0,1.0,6.0,5.0,11.0,10.0,27.0,4.0,10.0,21.0,,2.0,11.0,4.0,1.0,13.0,7.0,20.0,4.0,8.0,2.0,3.0,47.0,4.0,,5.0,13.0,2.0,20.0,5.0,25.0,6.0,3.0,3.0,6.0,4.0,7.0,2.0,1.0,1.0,13.0,,3.0,9.0,20.0,1.0,2.0,21.0,3.0,22.0,7.0,4.0,27.0,127.0,3.0,4.0,0.2857142857142857,0.3333333333333333,1.0,0.3181818181818182,,0.45454545454545453,0.3181818181818182,0.3888888888888889,1.0,0.16666666666666666,0.4375,0.3333333333333333,0.5,0.5098039215686274,0.5,0.5625,0.55,0.05555555555555555,0.14285714285714285,,14.918414918414918,0.46153846153846156,0.16666666666666666,,0.09701492537313433,0.031496062992125984,0.11627906976744186,0.1016949152542373,0.03048780487804878,0.07692307692307693,0.09090909090909091,0.14814814814814814,0.08108108108108109,0.07692307692307693,0.175,0.42857142857142855,0.5,,0.025,0.25,0.4,0.4,0.275,0.2727272727272727,0.2727272727272727,1.0,0.275,0.36363636363636365,0.36363636363636365,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,0.11764705882352941,,0.23529411764705882,0.5,0.4117647058823529,0.42857142857142855,0.725,0.36363636363636365,0.4997237499999999,0.5280750000000001,0.5063911764705883,0.14893617021276595,0.28,0.09615384615384616,0.5192307692307693,11.461111111111112,24.418181818181814,0.33159268929503916,,1.0,1.0,1.0,1.0,0.02702702702702703,0.02,0.07692307692307693,,,0.17647058823529413,3.0,3.0,2.0,,,,,,1.0,,0.0196078431372549,,1.0,,0.5,,,,,,,,,True,,,,,,,,,,,,,,
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,6178.0,103.0,-13.0,195.0,193.0,90.0,70.0,23.0,388.0,7.0,14.0,,,2.0,5.0,5.0,10.0,29.0,1.0,1.0,,1.0,1.0,6.0,9.0,,,3.0,5.0,19.0,48.0,7.0,10.0,13.0,72.0,226.0,2.0,6.0,,,6.0,6.0,17.0,4.0,6.0,7.0,31.0,8.0,30.0,12.0,9.0,2.0,9.0,6.0,5.0,4.0,4.0,8.0,2.0,2.0,1.0,1.0,20.0,3.0,1.0,4.0,13.0,1.0,18.0,4.0,22.0,4.0,2.0,2.0,7.0,5.0,3.0,2.0,,,10.0,,7.0,2.0,4.0,,1.0,14.0,1.0,15.0,6.0,2.0,31.0,90.0,,2.0,0.21052631578947367,0.2222222222222222,0.5714285714285714,0.7,,0.6666666666666666,0.7,0.3958333333333333,0.3333333333333333,0.35294117647058826,0.5086206896551724,0.3333333333333333,0.5217391304347826,0.5714285714285714,0.42857142857142855,0.5961538461538461,0.1724137931034483,0.10416666666666667,0.21428571428571427,0.2,33.18181818181818,0.7,0.1,0.25,0.21311475409836064,0.045454545454545456,0.19047619047619047,0.2073170731707317,0.037037037037037035,0.08333333333333333,0.06666666666666667,0.13333333333333333,0.3225806451612903,0.13333333333333333,0.2413793103448276,0.5,0.6363636363636364,0.14285714285714285,0.08620689655172414,0.5,0.3448275862068966,0.35714285714285715,0.017241379310344827,1.0,1.0,,0.15517241379310345,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,,,0.21739130434782608,0.4,0.043478260869565216,1.0,0.21739130434782608,0.6,0.41379310344827586,0.6666666666666666,0.4525675438596491,0.38703333333333334,0.45466521739130444,0.11475409836065574,0.12,0.08333333333333333,0.4305555555555556,13.033333333333331,27.8,0.46153846153846156,2.0,,1.0,1.0,1.0,,0.05,,0.4,0.5,0.3333333333333333,2.0,2.0,2.0,,,4.0,,,1.0,,0.029411764705882353,,1.0,,0.3,,,1.0,0.034482758620689655,0.09090909090909091,1.0,0.038461538461538464,,True,,,,,,,,,,,,,,
1507,1610612745,Derek Anderson,Derek Anderson,1507,HOU,7877.0,131.0,-28.0,247.0,236.0,99.0,77.0,30.0,483.0,3.0,4.0,,,1.0,2.0,5.0,11.0,20.0,1.0,2.0,,,,3.0,9.0,,,1.0,4.0,16.0,29.0,4.0,11.0,20.0,64.0,268.0,1.0,2.0,,,2.0,1.0,5.0,1.0,4.0,16.0,21.0,10.0,22.0,6.0,6.0,2.0,9.0,3.0,,11.0,3.0,14.0,2.0,9.0,,2.0,31.0,2.0,,4.0,10.0,1.0,15.0,2.0,17.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,,,5.0,,1.0,5.0,13.0,,1.0,15.0,1.0,21.0,4.0,4.0,21.0,99.0,4.0,4.0,0.3125,0.3333333333333333,0.5,0.36363636363636365,,0.25,0.36363636363636365,0.5517241379310345,0.5,0.2,0.55,0.5,0.2777777777777778,0.6326530612244898,0.5,0.59375,0.275,,,,19.636363636363637,0.4,0.1,,0.12987012987012986,0.022222222222222223,0.125,0.12844036697247707,0.01694915254237288,0.05714285714285714,0.05555555555555555,0.058823529411764705,0.19047619047619047,0.05263157894736842,0.1,0.75,0.75,0.3333333333333333,0.125,0.5,0.55,0.55,0.05,0.5,0.5,1.0,0.225,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,0.2222222222222222,0.5,,,0.4444444444444444,0.25,0.375,0.3333333333333333,0.4373717948717949,0.38675,0.4782687499999999,0.1111111111111111,0.12121212121212122,0.03125,0.328125,14.6,26.05454545454545,0.4008097165991903,2.0,,2.0,2.0,2.0,,,,0.4,0.4,0.23076923076923078,,1.0,2.0,,,,,,1.0,,,,0.5,0.5,0.2727272727272727,,2.0,1.0,,0.08333333333333333,,,,True,,,,,,,,,,,,,,
