EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LostBallSteals,BadPassTurnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,FTOffRebounds,Travels,Technical Free Throw Trips,LongMidRangePctBlocked,OffFTReboundPct,Blocked3s,BlockedArc3,OffensiveGoaltends,OffCorner3ReboundPct,HeaveMakes,HeaveAttempts,DefensiveGoaltends,3SecondViolations,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,on,Corner3PctBlocked,Clear Path Fouls
101125,1610612743,Julius Hodge,Julius Hodge,101125,DEN,205.0,3,9,11,9.0,8.0,20,4,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,22.22222222222222,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,12686.0,211,424,426,136.0,143.0,850,444,3.0,4.0,2.0,9.0,4.0,1.0,2.0,4.0,1.0,1.0,6.0,1.0,136.0,17.813765182186234,0.3333333333333333,0.32075471698113206,60.0,24.0,39.0,6.0,9.0,5.0,10.0,2.0,8.0,3.0,18.0,3.0,2.0,2.0,29.0,65.0,5.0,19.0,77.0,8.0,16.0,2.0,18.0,6.0,16.0,2.0,3.0,15.0,42.0,16.0,8.0,2.0,7.0,1.0,1.0,1.0,2.0,14.0,8.0,20.0,3.0,31.0,16.0,47.0,1.0,3.0,1.0,1.0,15.0,40.0,4.0,3.0,21.0,2.0,2.0,29.0,5.0,16.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,15.0,7.0,1.0,0.7241379310344828,0.84,0.4461538461538462,0.5,0.375,0.4142857142857143,0.5,0.3333333333333333,0.4695121951219512,0.5294117647058824,0.35714285714285715,0.07142857142857142,0.1076923076923077,0.1282051282051282,0.25,0.21428571428571427,0.14492753623188406,0.08484848484848485,0.15384615384615385,0.05263157894736842,0.14736842105263157,0.07881773399014778,0.07272727272727272,0.0967741935483871,0.08860759493670886,0.09090909090909091,0.15,0.1935483870967742,0.11940298507462686,0.1875,0.1,0.030303030303030304,0.2,0.5571428571428572,0.6153846153846154,0.7058823529411765,0.6666666666666666,0.11428571428571428,0.25,0.3333333333333333,1.0,0.2571428571428571,0.16666666666666666,0.16666666666666666,1.0,0.04285714285714286,0.02857142857142857,0.5625,0.6666666666666666,0.5555555555555556,0.5,0.1111111111111111,0.6285714285714286,0.5231821428571427,0.5134545454545454,0.5240833333333335,0.19753086419753085,0.21052631578947367,0.23376623376623376,0.19480519480519481,6.316923076923075,24.360000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,38476.0,641,1246,1275,409.0,412.0,2521,1320,42.0,51.0,15.0,111.0,37.0,21.0,7.0,8.0,3.0,,15.0,6.0,409.0,12.413314840499307,0.4666666666666667,0.32825040128410915,171.0,20.0,33.0,1.0,4.0,7.0,9.0,5.0,12.0,10.0,25.0,30.0,14.0,54.0,35.0,70.0,84.0,18.0,169.0,1.0,5.0,,11.0,12.0,21.0,30.0,10.0,64.0,48.0,22.0,,54.0,2.0,9.0,7.0,23.0,2.0,12.0,15.0,49.0,6.0,70.0,14.0,84.0,,16.0,7.0,1.0,30.0,68.0,1.0,1.0,36.0,,9.0,26.0,6.0,10.0,6.0,9.0,5.0,1.0,3.0,9.0,3.0,64.0,13.0,6.0,0.6857142857142857,0.6857142857142857,0.5,0.2,0.5714285714285714,0.4902597402597403,0.4230769230769231,0.5294117647058824,0.5152439024390244,0.4230769230769231,0.5423728813559322,0.5454545454545454,0.02857142857142857,0.06060606060606061,,0.12,0.13066666666666665,0.02591792656587473,0.10714285714285714,0.014388489208633094,0.12427184466019417,0.023255813953488372,0.03773584905660377,0.022988505747126436,0.018433179723502304,0.02247191011235955,0.12745098039215685,0.1308411214953271,0.13253012048192772,0.10091743119266056,0.12903225806451613,,0.3333333333333333,0.21428571428571427,0.6060606060606061,0.6451612903225806,0.7,0.07792207792207792,0.4166666666666667,0.4166666666666667,0.6,0.16233766233766234,0.4,0.4,0.7,0.19480519480519481,0.35064935064935066,0.3076923076923077,0.25,0.17647058823529413,0.7777777777777778,0.27450980392156865,0.7597402597402597,0.5289373376623376,0.56179,0.5207117647058824,0.06329113924050633,0.13513513513513514,0.0650887573964497,0.378698224852071,8.001428571428571,24.41547619047619,-50.0,8.0,1.0,2.0,3.0,19.0,2.0,6.0,7.0,16.0,27.0,3.0,8.0,10.0,81.0,19.0,2.0,4.0,3.0,1.0,1.0,0.32142857142857145,0.375,0.3333333333333333,0.32142857142857145,0.26666666666666666,0.26666666666666666,1.0,0.35185185185185186,0.35185185185185186,1.0,1.0,0.15384615384615385,0.5,1.0,0.46153846153846156,0.3333333333333333,1.0,0.21428571428571427,0.3137254901960784,0.4375,0.35185185185185186,,,,,,,,,,,,,,,,,,,,,,,True,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,53164.0,886,1720,1727,596.0,555.0,3447,1842,105.0,128.0,49.0,279.0,30.0,15.0,28.0,20.0,3.0,7.0,48.0,14.0,596.0,25.513784461152884,0.5833333333333334,0.34651162790697676,240.0,35.0,58.0,,,13.0,20.0,34.0,64.0,74.0,198.0,20.0,2.0,85.0,143.0,320.0,105.0,84.0,487.0,12.0,21.0,,48.0,38.0,103.0,27.0,51.0,157.0,90.0,196.0,,85.0,19.0,23.0,16.0,42.0,3.0,5.0,6.0,22.0,1.0,29.0,9.0,38.0,3.0,15.0,21.0,1.0,10.0,36.0,,3.0,72.0,,5.0,95.0,6.0,24.0,18.0,2.0,2.0,,,2.0,,157.0,7.0,17.0,0.3146853146853147,0.3146853146853147,0.446875,0.5714285714285714,0.36893203883495146,0.47411764705882353,0.7272727272727273,0.4076923076923077,0.5130151843817787,0.7272727272727273,0.48026315789473684,0.24705882352941178,0.059375,0.06896551724137931,0.109375,0.015384615384615385,0.0392156862745098,0.007451564828614009,0.03296703296703297,0.01675977653631285,0.03768506056527591,0.009411764705882352,0.00909090909090909,0.0078125,0.006191950464396285,0.024390243902439025,0.024390243902439025,0.04242424242424243,0.04741379310344827,0.024193548387096774,0.05172413793103448,0.013888888888888888,,0.13647058823529412,0.603448275862069,0.6481481481481481,0.4857142857142857,0.15058823529411763,0.53125,0.5964912280701754,0.14705882352941177,0.46588235294117647,0.37373737373737376,0.3894736842105263,0.3108108108108108,0.047058823529411764,0.2,,,0.15384615384615385,0.65,0.015384615384615385,0.3835294117647059,0.46851600000000015,0.4446678571428571,0.4579303846153846,0.05417607223476298,0.07100591715976332,0.09856262833675565,0.32238193018480493,12.910625000000001,24.962857142857143,-51.0,7.0,3.0,4.0,,32.0,5.0,8.0,10.0,25.0,39.0,8.0,12.0,10.0,84.0,32.0,7.0,14.0,8.0,,0.717948717948718,0.37142857142857144,0.6666666666666666,0.37037037037037035,0.37142857142857144,0.35,0.35,0.8571428571428571,0.3764705882352941,0.3764705882352941,0.6875,,0.12121212121212122,0.75,1.0,0.24242424242424243,0.625,0.8,,0.19230769230769232,0.4,0.3764705882352941,33.0,1.0,4.0,17.0,0.04040404040404041,0.017857142857142856,,,,,,,,,,,,,,,,,True,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,86969.0,1449,2825,2862,980.0,970.0,5687,2966,45.0,52.0,17.0,111.0,53.0,35.0,27.0,27.0,3.0,8.0,54.0,15.0,980.0,12.438725490196079,0.5,0.34690265486725663,367.0,91.0,171.0,26.0,64.0,25.0,52.0,6.0,31.0,26.0,87.0,6.0,2.0,6.0,123.0,289.0,12.0,89.0,347.0,27.0,76.0,17.0,74.0,32.0,82.0,5.0,42.0,109.0,190.0,56.0,38.0,6.0,28.0,7.0,6.0,24.0,20.0,106.0,40.0,128.0,29.0,197.0,128.0,325.0,13.0,18.0,19.0,9.0,83.0,165.0,10.0,15.0,127.0,30.0,21.0,114.0,12.0,44.0,19.0,33.0,22.0,2.0,9.0,34.0,23.0,109.0,19.0,17.0,0.7723577235772358,0.9134615384615384,0.42560553633217996,0.35526315789473684,0.3902439024390244,0.42857142857142855,0.36538461538461536,0.3850574712643678,0.4928977272727273,0.42045454545454547,0.4780701754385965,0.03986710963455149,0.09688581314878893,0.1286549707602339,0.16129032258064516,0.25217391304347825,0.13588110403397027,0.09842154131847725,0.12539184952978055,0.07547169811320754,0.13322759714512292,0.09388971684053651,0.11653116531165311,0.115,0.07874015748031496,0.08379888268156424,0.13131313131313133,0.1455223880597015,0.13262599469496023,0.11353711790393013,0.15555555555555556,0.09090909090909091,0.6764705882352942,0.5681063122923588,0.5321637426900585,0.610738255033557,0.7252747252747253,0.10299003322259136,0.1935483870967742,0.23076923076923078,0.8333333333333334,0.28903654485049834,0.2988505747126437,0.3023255813953488,0.9230769230769231,0.019933554817275746,0.019933554817275746,0.8205128205128205,0.40625,0.5977011494252874,0.4807692307692308,0.022988505747126436,0.6079734219269103,0.503236877076412,0.5346955882352942,0.5026356321839082,0.13213213213213212,0.13707165109034267,0.2132564841498559,0.31412103746397696,6.571280276816608,24.650000000000002,,1.0,,1.0,,3.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,12.0,3.0,1.0,4.0,3.0,8.0,1.0,0.3333333333333333,0.5,0.2,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.5,0.5,1.0,0.23076923076923078,0.01282051282051282,,,0.01282051282051282,1.0,1.0,,0.034482758620689655,0.3333333333333333,0.5,,2.0,3.0,,0.011494252873563218,0.019417475728155338,1.0,1.0,1.0,0.05813953488372093,,,,,,,,,,,,,True,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,52417.0,874,1687,1713,592.0,549.0,3400,1787,134.0,173.0,99.0,385.0,27.0,16.0,33.0,36.0,4.0,10.0,69.0,27.0,592.0,21.509824198552224,0.4782608695652174,0.3509187907528156,202.0,70.0,123.0,4.0,14.0,31.0,50.0,25.0,60.0,40.0,94.0,1.0,1.0,8.0,135.0,277.0,9.0,98.0,371.0,10.0,25.0,5.0,25.0,55.0,95.0,8.0,48.0,161.0,76.0,194.0,4.0,2.0,22.0,39.0,25.0,29.0,2.0,26.0,22.0,56.0,12.0,90.0,29.0,119.0,10.0,11.0,23.0,5.0,22.0,68.0,3.0,12.0,117.0,2.0,9.0,137.0,15.0,60.0,16.0,4.0,2.0,,2.0,4.0,,161.0,11.0,16.0,0.2814814814814815,0.2857142857142857,0.48736462093862815,0.4,0.5789473684210527,0.4772727272727273,0.4,0.5485436893203883,0.5345821325648416,0.44642857142857145,0.6192307692307693,0.03146853146853147,0.07942238267148015,0.13008130081300814,0.06666666666666667,0.2,0.09540034071550256,0.04043545878693624,0.10476190476190476,0.015873015873015872,0.09786700125470514,0.036410923276983094,0.043859649122807015,0.04424778761061947,0.03642384105960265,0.011363636363636364,0.0718232044198895,0.07142857142857142,0.13025210084033614,0.10967741935483871,0.09090909090909091,0.08130081300813008,,0.43006993006993005,0.5691056910569106,0.6542056074766355,0.32857142857142857,0.2097902097902098,0.4166666666666667,0.44642857142857145,0.2,0.32867132867132864,0.425531914893617,0.43478260869565216,0.25,0.0034965034965034965,0.027972027972027972,0.56,0.2857142857142857,0.4854368932038835,0.62,0.009708737864077669,0.46153846153846156,0.477938612099644,0.4983772727272727,0.4983168367346939,0.18126888217522658,0.18633540372670807,0.0673854447439353,0.4339622641509434,7.966425992779785,48.53333333333334,60.0,,,,,1.0,,,1.0,7.0,1.0,,,1.0,,,14.0,6.0,10.0,3.0,,0.1111111111111111,,0.125,,,,,0.125,0.125,,,,,,,,,,0.06796116504854369,0.14285714285714285,,3.0,1.0,6.0,,0.02127659574468085,0.015151515151515152,,,,0.02631578947368421,1.0,5.0,1.0,1.0,,,,,,,,,True,,
2248,1610612743,Earl Watson,Earl Watson,2248,DEN,33899.0,565,1106,1125,383.0,393.0,2231,1109,76.0,98.0,50.0,218.0,24.0,14.0,28.0,15.0,2.0,5.0,43.0,18.0,383.0,17.436305732484076,0.6511627906976745,0.3462929475587703,133.0,18.0,30.0,1.0,3.0,8.0,10.0,8.0,14.0,3.0,13.0,25.0,9.0,76.0,29.0,57.0,101.0,26.0,213.0,4.0,6.0,3.0,23.0,13.0,20.0,32.0,20.0,88.0,24.0,34.0,2.0,74.0,4.0,22.0,14.0,21.0,5.0,5.0,15.0,23.0,1.0,39.0,10.0,49.0,1.0,10.0,23.0,1.0,25.0,64.0,1.0,5.0,43.0,3.0,4.0,39.0,3.0,9.0,12.0,4.0,2.0,1.0,1.0,4.0,2.0,88.0,8.0,11.0,0.41379310344827586,0.42857142857142855,0.5087719298245614,0.6666666666666666,0.65,0.5917721518987342,0.625,0.6538461538461539,0.6051136363636364,0.6764705882352942,0.6875,0.6392405063291139,0.07017543859649122,0.1,0.07142857142857142,0.020833333333333332,0.06199460916442048,0.013333333333333334,0.10416666666666667,0.04716981132075472,0.07378640776699029,0.02079002079002079,0.023255813953488372,,0.011976047904191617,0.05,0.06818181818181818,0.07766990291262135,0.04411764705882353,0.10891089108910891,0.09302325581395349,0.013333333333333334,0.5,0.189873417721519,0.6,0.6666666666666666,0.5,0.08860759493670886,0.5714285714285714,0.6153846153846154,0.125,0.08227848101265822,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.15822784810126583,0.4810126582278481,0.1875,0.3333333333333333,0.19230769230769232,0.8,0.17307692307692307,0.8291139240506329,0.5268177419354837,0.5011733333333332,0.49677551020408167,0.054878048780487805,0.14285714285714285,0.107981220657277,0.4131455399061033,6.463157894736843,25.491089108910895,117.0,13.0,1.0,3.0,6.0,30.0,3.0,7.0,8.0,23.0,43.0,4.0,10.0,14.0,120.0,30.0,8.0,5.0,5.0,,0.9302325581395349,0.42574257425742573,0.4,0.4375,0.43434343434343436,0.52,0.52,1.0,0.39473684210526316,0.4,0.9,,0.1875,0.3333333333333333,1.0,0.4375,0.42857142857142855,1.0,0.6666666666666666,0.4423076923076923,0.34782608695652173,0.40540540540540543,9.0,,,,,,,,,0.038461538461538464,,2.0,,,1.0,2.0,0.009900990099009901,0.013157894736842105,,,,,True,,
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,23611.0,394,753,766,192.0,259.0,1519,777,9.0,14.0,5.0,33.0,12.0,8.0,9.0,14.0,,4.0,23.0,4.0,192.0,11.876484560570072,0.391304347826087,0.2549800796812749,78.0,17.0,26.0,8.0,12.0,5.0,8.0,4.0,8.0,14.0,37.0,2.0,,,35.0,71.0,2.0,7.0,80.0,12.0,17.0,2.0,26.0,5.0,16.0,,1.0,11.0,52.0,18.0,14.0,,4.0,5.0,3.0,1.0,3.0,20.0,17.0,45.0,7.0,69.0,24.0,93.0,1.0,4.0,5.0,4.0,29.0,54.0,6.0,5.0,18.0,6.0,2.0,12.0,4.0,8.0,,18.0,16.0,,2.0,18.0,11.0,11.0,3.0,,0.7428571428571429,0.9285714285714286,0.49295774647887325,0.7058823529411765,0.3125,0.5,0.7058823529411765,0.3125,0.5194805194805194,0.7222222222222222,0.3235294117647059,0.0273972602739726,0.056338028169014086,0.11538461538461539,,0.2413793103448276,0.17857142857142858,0.07575757575757576,0.17894736842105263,0.0410958904109589,0.1786743515850144,0.06824925816023739,0.09090909090909091,,0.08843537414965986,0.037037037037037035,0.1797752808988764,0.25862068965517243,0.13333333333333333,0.2,0.13333333333333333,0.030303030303030304,0.6111111111111112,0.3561643835616438,0.6538461538461539,0.7391304347826086,0.5294117647058824,0.1095890410958904,0.5,0.5,1.0,0.5068493150684932,0.3783783783783784,0.3888888888888889,0.9285714285714286,0.0273972602739726,,0.7058823529411765,0.6666666666666666,0.5,0.625,,0.3835616438356164,0.45608082191780824,0.5111875,0.45539999999999997,0.1038961038961039,0.10666666666666667,0.325,0.1375,10.27323943661972,22.700000000000003,-18.0,1.0,,,,,,,,,1.0,,,,,,2.0,3.0,4.0,1.0,,0.5,,,0.5,0.5,0.5,,,,,,,,,,,,,,,,3.0,1.0,1.0,,0.02702702702702703,0.043478260869565216,,,,0.05263157894736842,,,,2.0,,,,,,,,,True,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,57366.0,956,1886,1906,772.0,739.0,3792,2007,51.0,65.0,35.0,144.0,33.0,21.0,27.0,48.0,6.0,12.0,75.0,31.0,772.0,33.54691075514874,0.36,0.4093319194061506,247.0,147.0,255.0,18.0,40.0,45.0,91.0,11.0,40.0,72.0,191.0,9.0,5.0,48.0,230.0,486.0,57.0,209.0,708.0,28.0,65.0,13.0,78.0,72.0,165.0,30.0,108.0,267.0,294.0,166.0,26.0,42.0,52.0,14.0,8.0,11.0,11.0,42.0,27.0,70.0,3.0,100.0,54.0,154.0,14.0,12.0,15.0,6.0,43.0,86.0,7.0,15.0,194.0,5.0,4.0,271.0,24.0,105.0,33.0,17.0,11.0,,6.0,18.0,7.0,267.0,11.0,32.0,0.6391304347826087,0.6774193548387096,0.4732510288065844,0.4307692307692308,0.43636363636363634,0.4594843462246777,0.4276315789473684,0.4076923076923077,0.5296352583586627,0.4482758620689655,0.5077220077220077,0.10497237569060773,0.10699588477366255,0.17254901960784313,0.2,0.03571428571428571,0.11235955056179775,0.05898876404494382,0.13106796116504854,0.06748466257668712,0.11700844390832328,0.060571428571428575,0.08527131782945736,0.05982905982905983,0.03857566765578635,0.08181818181818182,0.11057692307692307,0.07734806629834254,0.14102564102564102,0.11409395973154363,0.17543859649122806,0.05982905982905983,0.3888888888888889,0.4696132596685083,0.5764705882352941,0.6966824644549763,0.6598639455782312,0.07366482504604052,0.275,0.34375,0.5454545454545454,0.35174953959484345,0.3769633507853403,0.3769633507853403,0.6111111111111112,0.016574585635359115,0.08839779005524862,0.5263157894736842,0.45,0.4666666666666667,0.4945054945054945,0.02564102564102564,0.574585635359116,0.5012332402234636,0.4987710937499999,0.4934789473684212,0.1696,0.18518518518518517,0.11016949152542373,0.3771186440677966,7.953909465020578,28.470175438596502,-52.0,2.0,,2.0,,11.0,3.0,9.0,5.0,25.0,13.0,3.0,11.0,5.0,39.0,11.0,6.0,5.0,6.0,,1.0,0.22807017543859648,0.2727272727272727,0.16666666666666666,0.2549019607843137,0.2222222222222222,0.2222222222222222,1.0,0.22916666666666666,0.22916666666666666,1.0,0.16666666666666666,0.02631578947368421,,,0.11842105263157894,0.3333333333333333,1.0,,0.1282051282051282,0.2,0.2619047619047619,,1.0,11.0,16.0,,0.013157894736842105,1.0,,1.0,0.03773584905660377,,6.0,1.0,,,3.0,,,1.0,1.0,0.017241379310344827,,True,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,21979.0,366,728,748,313.0,304.0,1476,753,16.0,17.0,11.0,35.0,15.0,10.0,15.0,7.0,,3.0,22.0,14.0,313.0,21.187427240977883,0.6818181818181818,0.42994505494505497,108.0,29.0,47.0,16.0,22.0,15.0,22.0,5.0,19.0,25.0,72.0,,,3.0,59.0,138.0,3.0,37.0,155.0,17.0,28.0,8.0,42.0,25.0,52.0,2.0,23.0,73.0,80.0,38.0,28.0,3.0,5.0,1.0,1.0,5.0,7.0,31.0,20.0,76.0,16.0,112.0,38.0,150.0,2.0,5.0,12.0,3.0,25.0,35.0,2.0,2.0,32.0,3.0,5.0,43.0,5.0,16.0,8.0,37.0,20.0,2.0,15.0,39.0,24.0,73.0,3.0,8.0,0.6779661016949152,0.8888888888888888,0.427536231884058,0.6071428571428571,0.4807692307692308,0.41843971631205673,0.6071428571428571,0.46296296296296297,0.484375,0.6363636363636364,0.5447761194029851,0.02127659574468085,0.036231884057971016,0.0851063829787234,0.05263157894736842,0.5,0.2889733840304182,0.10231023102310231,0.2857142857142857,0.10294117647058823,0.2882882882882883,0.10242587601078167,0.10679611650485436,0.09433962264150944,0.10204081632653061,0.10638297872340426,0.12195121951219512,0.28205128205128205,0.42718446601941745,0.2553191489361702,0.34782608695652173,0.02666666666666667,0.6153846153846154,0.3333333333333333,0.6170212765957447,0.6744186046511628,0.4482758620689655,0.1347517730496454,0.2631578947368421,0.2777777777777778,0.6,0.5106382978723404,0.3472222222222222,0.3472222222222222,0.96,,0.02127659574468085,0.7857142857142857,0.7272727272727273,0.4074074074074074,0.6818181818181818,,0.3546099290780142,0.4683063829787234,0.519532,0.47968703703703713,0.10526315789473684,0.10738255033557047,0.2709677419354839,0.47096774193548385,10.865942028985508,25.900000000000002,-22.0,,,,,,,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,0.0625,,,,,,,,0.037037037037037035,,,,,,,,,2.0,1.0,1.0,0.09523809523809523,,,3.0,,,,,,,1.0,,,True,,
