EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,HeaveAttempts,Fg3aBlocked,Corner3Assists,StepOutOfBoundsTurnovers,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,PenaltyArc3Accuracy,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,OffCorner3ReboundPct,3SecondViolations,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Arc3PctBlocked,Clear Path Fouls
101128,1610612758,Francisco Garcia,Francisco Garcia,101128,SAC,26607.0,443,-23.0,833,845,213,191,89.0,1678,17.0,30.0,1.0,4.0,7.0,10.0,5.0,13.0,11.0,32.0,3.0,16.0,2.0,4.0,14.0,39.0,3.0,4.0,3.0,33.0,75,17.0,55.0,34.0,151,820,2.0,5.0,3.0,4.0,4.0,17.0,10.0,20.0,2.0,7.0,19.0,45.0,34.0,32.0,42.0,9.0,4.0,39.0,14.0,7.0,29.0,3.0,32.0,3.0,15.0,2.0,12.0,67.0,2.0,10.0,14.0,30.0,1.0,45.0,12.0,57.0,1.0,18.0,13.0,5.0,17.0,2.0,13.0,12.0,2.0,4.0,3.0,29.0,4.0,9.0,22.0,44.0,3.0,3.0,37.0,2.0,4.0,44.0,2.0,1.0,12.0,1.0,9.0,16.0,3.0,1.0,4.0,2.0,2.0,10.0,19.0,10.0,45.0,213,6.0,7.0,0.5151515151515151,0.5483870967741935,0.8235294117647058,0.3090909090909091,0.75,0.2857142857142857,0.3090909090909091,0.44,0.4,0.5,0.45,0.7222222222222222,0.48148148148148145,0.5,0.7727272727272727,0.5789473684210527,0.4230769230769231,0.09333333333333334,0.16666666666666666,0.15384615384615385,19.226638023630503,0.5862068965517241,0.02631578947368421,0.0946372239747634,0.033783783783783786,0.15555555555555556,0.023529411764705882,0.10810810810810811,0.031496062992125984,0.014925373134328358,0.027777777777777776,0.044585987261146494,0.03278688524590164,0.0625,0.12371134020618557,0.09285714285714286,0.1016949152542373,0.25806451612903225,0.0136986301369863,0.5263157894736842,0.23076923076923078,0.5666666666666667,0.68,0.4117647058823529,0.1,0.38461538461538464,0.45454545454545453,0.2,0.24615384615384617,0.34375,0.34375,0.8181818181818182,0.12307692307692308,0.1875,0.1875,1.0,0.3,0.358974358974359,0.358974358974359,0.7857142857142857,0.4444444444444444,0.25,0.4444444444444444,0.75,0.3333333333333333,0.37037037037037035,0.7,0.14814814814814814,0.5,0.1111111111111111,0.6538461538461539,0.358974358974359,0.5181173076923078,0.5428785714285714,0.5185222222222223,0.09219858156028368,0.1411764705882353,0.017857142857142856,0.11258278145695365,0.2980132450331126,9.684000000000001,24.629090909090912,0.25570228091236497,,,,,,,,,,,,,,,,,,,,,,,True,,
101179,1610612758,Ronnie Price,Ronnie Price,101179,SAC,5728.0,95,-34.0,191,185,121,114,17.0,376,8.0,12.0,,1.0,6.0,8.0,,,3.0,9.0,,5.0,,2.0,3.0,13.0,,,6.0,11.0,21,3.0,18.0,5.0,36,190,,2.0,,,2.0,2.0,7.0,12.0,2.0,8.0,3.0,23.0,14.0,8.0,6.0,3.0,,12.0,3.0,2.0,7.0,1.0,8.0,,3.0,,4.0,17.0,1.0,1.0,,6.0,,6.0,2.0,8.0,1.0,4.0,1.0,3.0,5.0,,3.0,2.0,,2.0,,7.0,,5.0,3.0,5.0,1.0,1.0,5.0,,1.0,5.0,1.0,,3.0,,,,,,,,,,,,23.0,121,,,0.6363636363636364,0.6363636363636364,0.6666666666666666,0.16666666666666666,,0.25,0.17647058823529413,0.5238095238095238,,0.5833333333333334,0.3974358974358974,,0.5,0.43902439024390244,0.3333333333333333,0.5476190476190477,0.46153846153846156,0.09523809523809523,0.16666666666666666,,22.748815165876778,0.7142857142857143,,0.09090909090909091,0.016129032258064516,,0.037037037037037035,0.06896551724137931,0.02247191011235955,,,0.03225806451612903,0.05,0.05555555555555555,0.10526315789473684,0.10344827586206896,,,0.05,,0.3076923076923077,0.6666666666666666,0.8,0.625,,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1282051282051282,,,,0.3333333333333333,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.5,,,,,0.4,0.75,0.1,,0.3,0.7692307692307693,0.25,0.5160013157894737,0.4658,0.541355,0.07317073170731707,0.13043478260869565,,0.05555555555555555,0.6388888888888888,8.666666666666668,26.549999999999997,0.6335078534031413,2.0,1.0,1.0,1.0,1.0,1.0,0.05555555555555555,0.2,0.3333333333333333,,,,,,,,,,,,,,True,,
1730,1610612758,Brian Skinner,Brian Skinner,1730,SAC,14105.0,235,-24.0,441,446,143,151,50.0,887,13.0,16.0,4.0,4.0,3.0,4.0,8.0,16.0,,4.0,,,,,,,,,,21.0,36,,,10.0,52,434,6.0,6.0,,,1.0,13.0,4.0,7.0,,,7.0,15.0,22.0,20.0,,,8.0,,,3.0,7.0,4.0,11.0,3.0,3.0,,4.0,26.0,2.0,10.0,6.0,28.0,5.0,39.0,13.0,52.0,,9.0,6.0,3.0,5.0,,2.0,8.0,,3.0,1.0,13.0,2.0,1.0,18.0,33.0,4.0,6.0,16.0,4.0,1.0,17.0,3.0,,6.0,,4.0,11.0,,,5.0,,1.0,5.0,11.0,6.0,15.0,143,2.0,3.0,0.5238095238095238,0.6470588235294118,,,,,,0.5833333333333334,1.0,0.5714285714285714,0.5833333333333334,1.0,0.5714285714285714,0.6046511627906976,0.9285714285714286,0.625,,0.08333333333333333,0.0625,0.125,11.290322580645162,0.38461538461538464,0.2631578947368421,0.14432989690721648,0.06289308176100629,0.125,0.05,0.14049586776859505,0.06030150753768844,0.03125,0.06382978723404255,0.075,0.034482758620689655,0.1016949152542373,0.23529411764705882,0.11904761904761904,0.08571428571428572,0.23076923076923078,,0.5454545454545454,0.4444444444444444,0.8125,0.8666666666666667,0.6153846153846154,0.4444444444444444,0.5,0.5714285714285714,0.375,0.1111111111111111,,,,,,,,,,,,0.6666666666666666,1.0,,,,0.5714285714285714,0.75,,,,0.4444444444444444,,0.47005555555555556,0.46840000000000004,0.49472857142857146,0.15384615384615385,0.15384615384615385,,0.25,0.28846153846153844,5.094444444444445,,0.3242630385487528,,,,1.0,,,,,,1.0,1.0,0.05555555555555555,0.09090909090909091,,,,,,,,,,True,,
1903,1610612758,Kenny Thomas,Kenny Thomas,1903,SAC,26917.0,449,-61.0,832,842,209,184,108.0,1674,41.0,53.0,8.0,14.0,8.0,10.0,5.0,20.0,19.0,58.0,,,,,,,,,,65.0,131,,,33.0,163,855,10.0,20.0,,,5.0,25.0,18.0,29.0,,,11.0,47.0,82.0,48.0,,,16.0,,,6.0,24.0,6.0,30.0,5.0,11.0,3.0,10.0,66.0,7.0,31.0,20.0,46.0,4.0,70.0,41.0,111.0,1.0,12.0,9.0,3.0,8.0,8.0,3.0,21.0,1.0,5.0,4.0,29.0,3.0,5.0,22.0,47.0,4.0,4.0,50.0,9.0,4.0,47.0,13.0,,28.0,,2.0,12.0,,,6.0,,2.0,4.0,12.0,7.0,47.0,209,2.0,1.0,0.6307692307692307,0.7192982456140351,,,,,,0.4961832061068702,0.5,0.6206896551724138,0.4961832061068702,0.5,0.6206896551724138,0.5506756756756757,0.5681818181818182,0.6527777777777778,,0.04580152671755725,0.03773584905660377,0.15,18.710359408033824,0.27586206896551724,0.14285714285714285,0.16546762589928057,0.09779179810725552,0.2,0.0875,0.1746031746031746,0.09571788413098237,0.1267605633802817,0.13043478260869565,0.07344632768361582,0.07142857142857142,0.125,0.17647058823529413,0.17829457364341086,0.23880597014925373,0.12121212121212122,0.016666666666666666,0.5833333333333334,0.40458015267175573,0.7735849056603774,0.803921568627451,0.5365853658536586,0.15267175572519084,0.25,0.29411764705882354,0.4,0.44274809160305345,0.3275862068965517,0.3333333333333333,0.8947368421052632,,,,,,,,,0.7,0.5714285714285714,,,,0.3448275862068966,0.8,,,,0.40458015267175573,,0.46316412213740454,0.511942105263158,0.4387862068965518,0.1917808219178082,0.1917808219178082,,0.15337423312883436,0.2883435582822086,9.86946564885496,,0.2512019230769231,,,,1.0,,,,,,3.0,1.0,0.08333333333333333,0.125,1.0,0.017241379310344827,0.125,,,,,,,True,,
2078,1610612758,Jason Hart,Jason Hart,2078,SAC,49056.0,818,-54.0,1532,1547,463,411,172.0,3079,21.0,39.0,1.0,3.0,8.0,15.0,5.0,21.0,51.0,130.0,3.0,12.0,2.0,6.0,6.0,19.0,,,9.0,77.0,190,9.0,31.0,37.0,218,1553,9.0,18.0,,,4.0,22.0,21.0,53.0,4.0,15.0,21.0,75.0,88.0,66.0,21.0,6.0,2.0,19.0,6.0,19.0,54.0,16.0,70.0,11.0,18.0,3.0,33.0,156.0,3.0,9.0,15.0,41.0,3.0,59.0,12.0,71.0,,31.0,10.0,21.0,26.0,3.0,17.0,17.0,2.0,9.0,1.0,43.0,3.0,14.0,33.0,85.0,,7.0,56.0,1.0,9.0,56.0,2.0,,18.0,,11.0,4.0,1.0,1.0,,,1.0,3.0,5.0,3.0,75.0,463,12.0,11.0,0.5714285714285714,0.5789473684210527,0.7777777777777778,0.2903225806451613,,0.26666666666666666,0.2903225806451613,0.4052631578947368,0.5,0.39622641509433965,0.4095022624434389,0.5,0.39705882352941174,0.43951612903225806,0.55,0.44642857142857145,0.14027149321266968,0.1,0.28205128205128205,0.3333333333333333,16.88914683691236,0.6046511627906976,0.05084745762711865,0.0740072202166065,0.016853932584269662,0.08522727272727272,0.01818181818181818,0.07671232876712329,0.017167381974248927,0.05263157894736842,0.007246376811594203,0.0070921985815602835,0.024793388429752067,0.028368794326241134,0.08875739644970414,0.09016393442622951,0.09090909090909091,0.07272727272727272,,0.6,0.17647058823529413,0.5384615384615384,0.75,0.5714285714285714,0.09502262443438914,0.23809523809523808,0.35714285714285715,0.2,0.5882352941176471,0.3923076923076923,0.3953488372093023,0.6078431372549019,0.05429864253393665,0.25,0.25,0.6666666666666666,0.08597285067873303,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.16666666666666666,0.3333333333333333,,,,0.22058823529411764,0.5333333333333333,0.08823529411764706,0.3333333333333333,0.1323529411764706,0.3167420814479638,0.3157894736842105,0.4448880090497739,0.4098266666666666,0.45675,0.0759493670886076,0.08737864077669903,,0.10091743119266056,0.3440366972477064,13.964736842105266,24.509677419354837,0.30221932114882505,2.0,,,5.0,,,,,0.2222222222222222,,,,,,0.007692307692307693,,,,,,,,True,,
2441,1610612758,Jamal Sampson,Jamal Sampson,2441,SAC,2160.0,36,6.0,75,75,54,43,9.0,150,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,4.0,6,,,,8,59,1.0,2.0,,,,2.0,3.0,5.0,,,,6.0,2.0,6.0,,,2.0,,,,4.0,1.0,5.0,,1.0,,3.0,11.0,2.0,2.0,3.0,7.0,2.0,12.0,4.0,16.0,,,,,,,,,,,,,,,3.0,4.0,,,2.0,,1.0,2.0,,,,,1.0,4.0,,,3.0,,,1.0,4.0,2.0,6.0,54,1.0,1.0,0.25,0.3333333333333333,,,,,,0.6666666666666666,0.5,0.6,0.6666666666666666,0.5,0.6,0.5714285714285714,0.5,0.5,,,,,8.045977011494253,,1.0,0.28,0.08695652173913043,0.3,0.2,0.2857142857142857,0.12121212121212122,0.2,,,0.125,0.1111111111111111,0.3333333333333333,0.4,0.2857142857142857,0.3333333333333333,,0.5,0.3333333333333333,1.0,1.0,0.5,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,0.5,1.0,,,,0.4,1.0,,,,0.3333333333333333,,0.45458333333333334,0.52655,0.483,,,,0.25,0.75,5.316666666666666,,0.72,,,,1.0,,1.0,,,,,,,0.5,,,,,,,,,,True,,
722,1610612758,Corliss Williamson,Corliss Williamson,722,SAC,14098.0,235,-14.0,446,449,158,137,44.0,895,13.0,28.0,3.0,9.0,3.0,7.0,6.0,26.0,3.0,13.0,1.0,1.0,1.0,1.0,,,,,,22.0,67,1.0,1.0,22.0,69,438,3.0,12.0,,,4.0,10.0,8.0,23.0,1.0,1.0,7.0,26.0,22.0,22.0,3.0,,4.0,,,6.0,7.0,3.0,10.0,1.0,3.0,2.0,2.0,23.0,2.0,10.0,4.0,23.0,4.0,31.0,12.0,43.0,3.0,4.0,2.0,2.0,11.0,4.0,9.0,12.0,,2.0,4.0,23.0,1.0,6.0,20.0,39.0,2.0,4.0,31.0,2.0,3.0,29.0,1.0,,12.0,,3.0,3.0,,,2.0,,,1.0,3.0,2.0,26.0,158,6.0,3.0,0.5,0.55,1.0,1.0,,1.0,1.0,0.3283582089552239,0.25,0.34782608695652173,0.34558823529411764,0.25,0.3958333333333333,0.42073170731707316,0.35714285714285715,0.4482758620689655,0.014705882352941176,0.08955223880597014,0.10714285714285714,0.11538461538461539,21.126760563380284,0.4782608695652174,0.2857142857142857,0.1270718232044199,0.06329113924050633,0.08,0.047619047619047616,0.11688311688311688,0.06,0.17647058823529413,0.022727272727272728,0.0375,0.034482758620689655,0.13953488372093023,0.09090909090909091,0.14457831325301204,0.0967741935483871,0.05263157894736842,0.07894736842105263,0.6666666666666666,0.4117647058823529,0.4642857142857143,0.52,0.6153846153846154,0.38235294117647056,0.23076923076923078,0.2608695652173913,0.3333333333333333,0.19117647058823528,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.014705882352941176,1.0,1.0,1.0,,,,,0.75,0.3333333333333333,,,,0.2916666666666667,0.42857142857142855,0.041666666666666664,1.0,,0.4264705882352941,,0.46873235294117643,0.55263,0.4573541666666667,0.1518987341772152,0.15384615384615385,,0.14492753623188406,0.37681159420289856,6.6402985074626875,23.5,0.3542600896860987,,,,2.0,,,,,,,,,0.07692307692307693,,,,,,,,,,True,,
949,1610612758,Shareef Abdur-Rahim,Shareef Abdur-Rahim,949,SAC,20549.0,342,39.0,623,628,153,139,69.0,1251,24.0,31.0,5.0,9.0,5.0,6.0,20.0,43.0,15.0,26.0,,1.0,,,,5.0,,,2.0,59.0,100,,6.0,46.0,164,627,7.0,11.0,,,6.0,20.0,15.0,22.0,,2.0,13.0,43.0,58.0,60.0,,,2.0,4.0,,7.0,18.0,5.0,23.0,4.0,7.0,3.0,8.0,51.0,3.0,10.0,11.0,28.0,6.0,45.0,14.0,59.0,,7.0,4.0,3.0,8.0,4.0,1.0,14.0,1.0,7.0,2.0,22.0,1.0,1.0,26.0,47.0,6.0,4.0,48.0,3.0,3.0,58.0,6.0,,25.0,,7.0,7.0,,,5.0,,,2.0,7.0,3.0,43.0,153,4.0,5.0,0.4915254237288136,0.5,,,,,,0.59,0.6363636363636364,0.6818181818181818,0.5566037735849056,0.6363636363636364,0.625,0.6212121212121212,0.6666666666666666,0.671875,0.05660377358490566,0.07,0.0967741935483871,0.09302325581395349,22.031473533619454,0.36363636363636365,0.23076923076923078,0.12389380530973451,0.049019607843137254,0.1527777777777778,0.0410958904109589,0.13087248322147652,0.04693140794223827,,0.06153846153846154,0.058823529411764705,0.05660377358490566,0.06666666666666667,0.14705882352941177,0.14285714285714285,0.15384615384615385,0.15,,0.42857142857142855,0.29245283018867924,0.7741935483870968,0.8571428571428571,0.5416666666666666,0.4056603773584906,0.46511627906976744,0.5128205128205128,0.05,0.24528301886792453,0.5769230769230769,0.5769230769230769,1.0,0.009433962264150943,,,,0.04716981132075472,,,,0.8181818181818182,0.5555555555555556,,,,0.25,0.8333333333333334,,,0.08333333333333333,0.3490566037735849,,0.4481380952380953,0.5422181818181818,0.42304565217391304,0.2,0.21008403361344538,,0.12195121951219512,0.2621951219512195,8.11,28.150000000000002,0.24558587479935795,,1.0,,1.0,,,,,,1.0,3.0,0.03225806451612903,,1.0,,0.4,1.0,,,,,,True,,
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,22820.0,380,-33.0,716,726,194,160,86.0,1442,15.0,25.0,4.0,7.0,5.0,8.0,12.0,23.0,22.0,60.0,1.0,2.0,,1.0,2.0,7.0,,,4.0,49.0,108,3.0,9.0,36.0,143,759,8.0,17.0,,,4.0,20.0,14.0,28.0,1.0,5.0,11.0,42.0,72.0,26.0,9.0,,4.0,6.0,2.0,8.0,32.0,13.0,45.0,12.0,20.0,2.0,10.0,103.0,3.0,16.0,13.0,46.0,17.0,76.0,20.0,96.0,2.0,8.0,3.0,5.0,16.0,6.0,11.0,15.0,1.0,5.0,1.0,31.0,2.0,8.0,13.0,25.0,3.0,5.0,47.0,5.0,7.0,48.0,5.0,3.0,21.0,,4.0,6.0,,,5.0,,,1.0,6.0,3.0,42.0,194,4.0,4.0,0.7346938775510204,0.7659574468085106,1.0,0.3333333333333333,,0.2,0.375,0.4537037037037037,0.47058823529411764,0.5,0.45726495726495725,0.47058823529411764,0.4696969696969697,0.5109489051094891,0.5,0.5256410256410257,0.07692307692307693,0.07407407407407407,0.16,0.13043478260869565,20.588235294117645,0.5161290322580645,0.5151515151515151,0.19658119658119658,0.06324110671936758,0.15853658536585366,0.04,0.18670886075949367,0.057926829268292686,0.034482758620689655,0.07547169811320754,0.07042253521126761,0.017543859649122806,0.16666666666666666,0.21794871794871795,0.19607843137254902,0.11538461538461539,0.23333333333333334,0.03636363636363636,0.5,0.21367521367521367,0.6,0.7142857142857143,0.8,0.19658119658119658,0.5217391304347826,0.6,0.3333333333333333,0.5128205128205128,0.36666666666666664,0.3728813559322034,0.9090909090909091,0.017094017094017096,0.5,0.5,1.0,0.05982905982905983,0.2857142857142857,0.2857142857142857,1.0,0.4117647058823529,0.5714285714285714,,,,0.24242424242424243,0.625,0.030303030303030304,,0.12121212121212122,0.2905982905982906,0.3333333333333333,0.43857974137931033,0.4534416666666666,0.43829062500000004,0.15789473684210525,0.1693548387096774,,0.13986013986013987,0.2937062937062937,12.109259259259257,29.066666666666663,0.2709497206703911,1.0,1.0,,1.0,,,,,0.25,1.0,,0.04,0.1111111111111111,1.0,0.016666666666666666,0.5,,,,,,,True,,
2755,1610612758,Kevin Martin,Kevin Martin,2755,SAC,19240.0,321,7.0,612,620,181,145,63.0,1232,21.0,32.0,3.0,3.0,5.0,10.0,7.0,22.0,8.0,21.0,5.0,11.0,3.0,6.0,7.0,27.0,1.0,6.0,10.0,36.0,75,12.0,38.0,37.0,145,612,5.0,8.0,1.0,6.0,2.0,15.0,8.0,18.0,5.0,16.0,10.0,41.0,34.0,38.0,30.0,6.0,8.0,26.0,7.0,9.0,13.0,5.0,18.0,3.0,6.0,1.0,6.0,41.0,3.0,7.0,9.0,20.0,1.0,30.0,11.0,41.0,1.0,18.0,11.0,7.0,7.0,3.0,6.0,8.0,1.0,1.0,1.0,15.0,4.0,4.0,7.0,26.0,1.0,2.0,33.0,1.0,4.0,47.0,2.0,3.0,19.0,,4.0,3.0,,,1.0,,,2.0,3.0,1.0,41.0,181,3.0,3.0,0.4722222222222222,0.53125,0.8333333333333334,0.3157894736842105,0.16666666666666666,0.3125,0.32432432432432434,0.48,0.625,0.4444444444444444,0.4778761061946903,0.4642857142857143,0.45588235294117646,0.5335820895522388,0.5,0.5131578947368421,0.336283185840708,0.12,0.15625,0.13636363636363635,22.00886262924668,0.4666666666666667,0.058823529411764705,0.09216589861751152,0.035,0.13846153846153847,0.046153846153846156,0.10283687943262411,0.03773584905660377,0.05128205128205128,0.03225806451612903,0.030303030303030304,0.02040816326530612,0.0784313725490196,0.0684931506849315,0.11827956989247312,0.17777777777777778,0.05,0.01818181818181818,0.3333333333333333,0.2831858407079646,0.65625,0.7777777777777778,0.6666666666666666,0.19469026548672566,0.3181818181818182,0.3684210526315789,0.14285714285714285,0.18584070796460178,0.38095238095238093,0.4,0.25,0.09734513274336283,0.45454545454545453,0.45454545454545453,0.8,0.23893805309734514,0.25925925925925924,0.25925925925925924,0.8571428571428571,0.21428571428571427,1.0,0.42857142857142855,0.16666666666666666,1.0,0.29411764705882354,0.5,0.17647058823529413,0.5,0.29411764705882354,0.6194690265486725,0.2692307692307692,0.49874017857142855,0.49581818181818177,0.5107893939393938,0.14615384615384616,0.20652173913043478,,0.10344827586206896,0.2827586206896552,8.254666666666667,24.75263157894737,0.2957516339869281,2.0,1.0,,2.0,1.0,,,,0.2,1.0,,0.05,0.125,,0.047619047619047616,,,,,,,,True,,
