EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Arc3Assists,ShootingFouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFg3Pct,AtRimPctBlocked,OffShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,OffThreePtRebounds,DeadBallTurnovers,BlockedLongMidRange,RecoveredBlocks,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PtsPutbacks,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,DefFTReboundPct,FTOffRebounds,OffFTReboundPct,ShortMidRangePctBlocked,SecondChanceArc3FGA,ShortMidRangeAssists,SecondChanceArc3Frequency,SelfOReb,SelfORebPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,Blocked3s,BlockedArc3,ShortMidRangePctAssisted,on,SecondChanceArc3FGM,PtsUnassisted3s,HeaveAttempts,StepOutOfBoundsTurnovers,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedCorner3,3SecondViolations,Clear Path Fouls,OffensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveMakes
101110,1610612757,Martell Webster,Martell Webster,101110,POR,4868.0,81,24,151,154,84,54.0,18,305,3.0,4.0,2.0,3.0,4.0,6.0,2.0,6.0,1.0,4.0,2.0,8.0,1.0,5.0,7.0,10,4.0,14.0,9.0,35.0,152,2.0,2.0,2.0,6.0,3.0,6.0,2.0,9.0,7.0,19.0,6.0,8.0,12.0,8.0,2.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,13.0,1.0,2.0,6.0,8.0,1.0,9.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,4,7.0,10.0,2.0,3.0,2.0,2.0,2.0,19.0,84,1.0,2.0,0.42857142857142855,0.42857142857142855,1.0,0.2857142857142857,0.2222222222222222,0.2857142857142857,0.7,1.0,0.5,0.5416666666666666,1.0,0.4,0.603448275862069,1.0,0.5,0.5833333333333334,0.1,0.16666666666666666,18.71345029239766,1.0,0.11320754716981132,0.018867924528301886,0.1111111111111111,0.11267605633802817,0.0136986301369863,0.0625,0.1111111111111111,0.15384615384615385,0.09090909090909091,0.07692307692307693,0.2,0.16666666666666666,0.75,0.75,0.6666666666666666,0.25,0.6666666666666666,0.8,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.25,0.25,1.0,0.2,0.6666666666666666,0.26666666666666666,0.25,0.3333333333333333,0.2,0.75,0.25,0.5209812500000001,0.3516,0.5394233333333334,0.07692307692307693,0.16666666666666666,0.17142857142857143,0.5428571428571428,11.320000000000002,23.97142857142857,0.5562913907284768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
101127,1610612757,Jarrett Jack,Jarrett Jack,101127,POR,7529.0,125,-2,226,233,110,76.0,33,459,6.0,12.0,4.0,7.0,7.0,13.0,1.0,1.0,,,,5.0,,1.0,15.0,33,1.0,6.0,15.0,48.0,248,2.0,3.0,2.0,9.0,7.0,18.0,,1.0,8.0,22.0,12.0,18.0,3.0,5.0,,2.0,12.0,8.0,20.0,4.0,9.0,3.0,48.0,2.0,2.0,6.0,8.0,2.0,10.0,3.0,,3.0,4.0,1.0,3.0,4.0,1.0,7,12.0,18.0,10.0,,,,,22.0,110,2.0,,0.4,0.4,1.0,0.16666666666666666,,0.16666666666666666,0.45454545454545453,0.6666666666666666,0.3888888888888889,0.4230769230769231,0.875,0.3684210526315789,0.5217391304347826,0.9,0.5,0.15384615384615385,0.06060606060606061,,19.083969465648853,1.0,0.06976744186046512,0.02247191011235955,0.09090909090909091,0.07407407407407407,0.017699115044247787,0.038461538461538464,0.06451612903225806,,0.11428571428571428,0.10526315789473684,,0.3076923076923077,0.5,0.6,0.3333333333333333,0.3333333333333333,0.5384615384615384,0.5384615384615384,0.5714285714285714,0.02564102564102564,1.0,1.0,1.0,0.1282051282051282,,,,0.3684210526315789,0.5714285714285714,,,0.05263157894736842,,0.46153846153846156,,0.4578307692307693,0.4586333333333334,0.4627815789473685,0.21739130434782608,0.25,0.1875,0.4583333333333333,10.25151515151515,24.833333333333332,0.48672566371681414,2.0,8.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,0.16666666666666666,0.043478260869565216,0.20512820512820512,0.25,0.25,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1520,1610612757,Charles Smith,Charles Smith,1520,POR,2917.0,49,-12,87,89,25,17.0,10,176,3.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,6.0,1.0,1.0,5.0,7,3.0,9.0,,19.0,103,1.0,1.0,,2.0,1.0,2.0,2.0,3.0,,8.0,10.0,,9.0,6.0,2.0,1.0,,1.0,1.0,,,,3.0,1.0,,2.0,2.0,2.0,4.0,1.0,1.0,,,,,1.0,1.0,2,,,,,3.0,2.0,3.0,8.0,25,,,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.7142857142857143,1.0,0.5,0.59375,1.0,0.8,0.59375,1.0,0.8,0.5625,0.14285714285714285,,17.346938775510203,,0.05555555555555555,0.03225806451612903,,0.046511627906976744,0.045454545454545456,,,0.125,0.058823529411764705,,,0.25,0.75,1.0,1.0,0.125,1.0,1.0,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.4,0.5,0.4,0.5,0.2,1.0,0.8125,0.3333333333333333,0.54106875,,0.59773,,,0.10526315789473684,0.42105263157894735,7.014285714285713,24.566666666666666,0.28735632183908044,,1.0,,,,,1.0,2.0,,,,0.25,,0.0625,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.07692307692307693,0.07692307692307693,0.1,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1739,1610612757,Ruben Patterson,Ruben Patterson,1739,POR,2781.0,46,-12,81,82,21,29.0,13,163,9.0,14.0,3.0,4.0,,3.0,,,,,,,,,10.0,21,,,9.0,29.0,97,1.0,2.0,4.0,6.0,3.0,7.0,,,6.0,12.0,6.0,14.0,,,,3.0,5.0,,5.0,,4.0,1.0,10.0,4.0,1.0,4.0,5.0,5.0,10.0,1.0,1.0,,2.0,1.0,1.0,3.0,,3,11.0,13.0,6.0,1.0,1.0,,1.0,12.0,21,,1.0,0.3,0.3333333333333333,,,,,0.47619047619047616,0.5,0.42857142857142855,0.47619047619047616,0.5,0.42857142857142855,0.5370370370370371,0.6,0.5454545454545454,,0.14285714285714285,,31.578947368421055,0.6666666666666666,0.14814814814814814,0.125,0.16666666666666666,0.15151515151515152,0.12195121951219512,,0.2857142857142857,,0.15384615384615385,0.16666666666666666,,0.6666666666666666,0.6428571428571429,0.8181818181818182,0.3333333333333333,0.14285714285714285,,,,,,,,,,,,0.5714285714285714,0.75,,,,,0.6666666666666666,,0.48618571428571433,0.3489,0.4212571428571429,0.23076923076923078,0.23076923076923078,0.20689655172413793,0.41379310344827586,4.371428571428571,,0.25925925925925924,1.0,4.0,,,,,,,1.0,,,0.21428571428571427,0.2,0.19047619047619047,0.25,0.25,,,,1.0,1.0,1.0,1.0,1.0,,0.1111111111111111,0.18181818181818182,0.16666666666666666,,0.5,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2775,1610612757,Ha Ha,Ha Ha,2775,POR,12703.0,212,-56,384,394,143,120.0,47,778,17.0,26.0,7.0,13.0,,,,,,,,,,,18.0,31,,,8.0,44.0,452,6.0,9.0,,12.0,7.0,15.0,,,3.0,17.0,22.0,14.0,,,,2.0,,1.0,1.0,,,,3.0,12.0,8.0,26.0,35.0,14.0,49.0,3.0,3.0,,3.0,1.0,2.0,14.0,7.0,41,16.0,17.0,8.0,2.0,8.0,6.0,8.0,17.0,143,6.0,1.0,0.6111111111111112,0.9166666666666666,,,,,0.5806451612903226,0.6666666666666666,0.4666666666666667,0.5806451612903226,0.6666666666666666,0.4666666666666667,0.5789473684210527,0.6666666666666666,0.5,,0.06451612903225806,,11.954022988505749,0.21428571428571427,0.18309859154929578,0.07947019867549669,0.21052631578947367,0.18888888888888888,0.07368421052631578,0.1111111111111111,0.09433962264150944,0.2413793103448276,0.23333333333333334,0.16666666666666666,0.375,0.8387096774193549,0.6538461538461539,0.7083333333333334,0.6470588235294118,,,,,,,,,,,,,0.8666666666666667,0.5384615384615384,,,,,0.8387096774193549,,0.5269774193548387,0.5559555555555556,0.5441533333333334,0.2222222222222222,0.2222222222222222,0.2727272727272727,0.38636363636363635,1.6000000000000003,,0.3723958333333333,1.0,5.0,,,,,1.0,25.0,3.0,,,0.07692307692307693,0.10526315789473684,0.16129032258064516,0.2,0.2,,,,6.0,9.0,2.0,11.0,,6.0,0.05128205128205128,0.04411764705882353,0.06666666666666667,0.75,1.0,0.6666666666666666,,12.0,,4.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,0.1111111111111111,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2742,1610612757,Sebastian Telfair,Sebastian Telfair,2742,POR,4822.0,80,-23,150,156,80,71.0,14,306,6.0,11.0,1.0,2.0,,8.0,3.0,4.0,2.0,2.0,2.0,6.0,,3.0,6.0,20,5.0,10.0,11.0,38.0,175,,,,3.0,1.0,8.0,2.0,5.0,8.0,16.0,,12.0,15.0,6.0,2.0,,9.0,3.0,12.0,,4.0,5.0,27.0,1.0,1.0,,1.0,3.0,4.0,3.0,3.0,,1.0,,1.0,2.0,,3,10.0,14.0,4.0,4.0,,,,16.0,80,,4.0,,,1.0,0.5,0.4,0.5,0.3,,0.125,0.45,1.5,0.3076923076923077,0.5277777777777778,1.5,0.4444444444444444,0.3333333333333333,,,22.754491017964074,0.5,,0.01694915254237288,0.045454545454545456,0.012195121951219513,0.025974025974025976,,,,,0.0625,,0.36666666666666664,0.5454545454545454,0.5454545454545454,,0.26666666666666666,,,,0.13333333333333333,0.75,0.75,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,0.15384615384615385,0.5,0.15384615384615385,1.0,0.23076923076923078,,0.7,0.3333333333333333,0.5039333333333333,,0.4702423076923077,0.125,0.18181818181818182,0.07894736842105263,0.42105263157894735,7.515000000000001,24.04,0.5333333333333333,,1.0,1.0,1.0,1.0,1.0,3.0,,2.0,,1.0,,,0.03333333333333333,,,1.0,1.0,1.0,,,1.0,1.0,,,0.05555555555555555,0.04,0.07142857142857142,,,,,,,,,,,,,1.0,,,,,,1.0,0.14285714285714285,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1730,1610612757,Brian Skinner,Brian Skinner,1730,POR,346.0,6,-1,11,12,2,,1,23,,,,,,1.0,,,,,,,,,,2,,,,,8,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,1,,,,,2.0,2.0,2.0,,2,,,,,,,,,,,,,,,,,,,0.5,,16.666666666666668,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.34475,,0.3402,,,,,11.5,,0.18181818181818182,,1.0,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,
702,1610612757,Voshon Lenard,Voshon Lenard,702,POR,1512.0,25,-13,45,46,16,4.0,5,91,2.0,2.0,1.0,1.0,2.0,5.0,,,,,,3.0,,,4.0,8,,3.0,2.0,10.0,59,,,1.0,1.0,1.0,3.0,,,1.0,3.0,4.0,4.0,,3.0,,,3.0,,3.0,,2.0,,6.0,,,,,,,,,,,,,2.0,1.0,3,4.0,4.0,1.0,1.0,,,,3.0,16,,1.0,0.5,0.5,,,,,0.5,,0.3333333333333333,0.36363636363636365,,0.3333333333333333,0.38461538461538464,0.25,0.375,0.2727272727272727,,,30.0,,,,,,,,,,,,,0.18181818181818182,1.0,1.0,,0.45454545454545453,0.4,0.4,1.0,,,,,0.2727272727272727,,,,0.3333333333333333,1.0,,,,,0.45454545454545453,,0.44919090909090914,0.45795,0.4488666666666667,0.08333333333333333,0.1111111111111111,0.1,0.3,12.8,25.566666666666666,0.35555555555555557,,1.0,,,,1.0,,1.0,,,,,,0.09090909090909091,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,
2216,1610612757,Zach Randolph,Zach Randolph,2216,POR,4155.0,69,-26,124,122,13,28.0,14,246,6.0,14.0,,,3.0,14.0,,,,,,,,,12.0,38,,,3.0,27.0,145,1.0,4.0,,2.0,,3.0,,,,,4.0,20.0,,,,4.0,2.0,3.0,5.0,,1.0,1.0,13.0,3.0,,9.0,11.0,3.0,14.0,1.0,1.0,,2.0,1.0,1.0,4.0,,3,8.0,4.0,2.0,,,,,,13,,,0.16666666666666666,0.16666666666666666,,,,,0.3157894736842105,0.25,,0.3157894736842105,0.25,,0.3375,0.25,,,0.10526315789473684,,32.11678832116788,0.5,0.18,0.05660377358490566,,0.15,0.047619047619047616,,0.2777777777777778,,0.16,,,0.3684210526315789,0.42857142857142855,0.5454545454545454,0.16666666666666666,0.3684210526315789,0.21428571428571427,0.21428571428571427,0.3333333333333333,,,,,,,,,,,,,,,0.3684210526315789,,0.4396184210526316,0.46249999999999997,0.3955333333333333,0.05,0.05,0.07407407407407407,,9.18421052631579,,0.10483870967741936,3.0,10.0,,,,,3.0,,,,,0.21428571428571427,0.09090909090909091,0.2631578947368421,0.3,0.3333333333333333,,,,,2.0,,2.0,,,,0.08333333333333333,,,0.5,,,,,,,2.0,,1.0,,1.0,2.0,,,,0.5,,,0.1,,,,2.0,0.09090909090909091,,,,,,,,True,,,,,,,,,,,,,,
2413,1610612757,Juan Dixon,Juan Dixon,2413,POR,6362.0,106,-72,187,194,35,46.0,20,381,2.0,3.0,1.0,1.0,13.0,24.0,,1.0,,,2.0,7.0,,,17.0,34,2.0,8.0,8.0,48.0,245,3.0,7.0,,6.0,1.0,6.0,,,3.0,5.0,14.0,20.0,6.0,7.0,2.0,2.0,6.0,1.0,7.0,,3.0,2.0,15.0,2.0,2.0,6.0,8.0,3.0,11.0,3.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,6,7.0,10.0,5.0,1.0,,,,5.0,35,,1.0,0.4117647058823529,0.4375,1.0,0.25,,0.25,0.5,0.42857142857142855,0.16666666666666666,0.47619047619047616,0.42857142857142855,0.16666666666666666,0.5217391304347826,0.42857142857142855,0.35714285714285715,0.19047619047619047,0.058823529411764705,0.041666666666666664,24.637681159420293,0.6,0.09375,0.02666666666666667,0.125,0.1,0.03260869565217391,0.0625,0.14285714285714285,0.09090909090909091,0.0625,0.14285714285714285,,0.07142857142857142,0.6666666666666666,1.0,1.0,0.5714285714285714,0.5416666666666666,0.5652173913043478,0.38461538461538464,0.023809523809523808,,,,0.16666666666666666,0.2857142857142857,0.3333333333333333,1.0,0.16666666666666666,1.0,,,,,0.2619047619047619,0.2857142857142857,0.4277609756097562,0.39354285714285714,0.43470000000000003,0.1111111111111111,0.13513513513513514,0.125,0.10416666666666667,15.176470588235297,25.775000000000002,0.18716577540106952,2.0,7.0,,,,,1.0,5.0,2.0,,,0.3333333333333333,,0.16666666666666666,0.2857142857142857,0.2857142857142857,,,,,,1.0,2.0,,,0.058823529411764705,0.02564102564102564,,,,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,0.05,1.0,0.125,0.14285714285714285,0.3333333333333333,,,,True,,,,,,,,,,,,,,
