EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimAccuracy,SecondChancePointsPct,LongMidRangeAssists,DefTwoPtRebounds,DefRebounds,ShootingFouls,Defensive 3 Seconds Violations,DefTwoPtReboundPct,DefFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,ShortMidRangePctBlocked,DefFTReboundPct,DefLongMidRangeReboundPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FtPoints,SecondChanceFG3A,PenaltyFtPoints,ThreePtAssists,Arc3Assists,FTOffRebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,OffAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,DefShortMidRangeReboundPct,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,LiveBallTurnovers,LostBallTurnovers,LiveBallTurnoverPct,DefThreePtRebounds,BadPassTurnovers,BlockedAtRim,DefThreePtReboundPct,DefCorner3ReboundPct,StepOutOfBoundsTurnovers,HeaveAttempts,Corner3Assists,2pt And 1 Free Throw Trips,on,SecondChanceArc3FGA,SecondChanceFtPoints,ShortMidRangeAssists,OffThreePtRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,BlockedLongMidRange,OffThreePtReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SecondChanceArc3Frequency,Offensive Fouls Drawn,3SecondViolations,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,Offensive Fouls,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,Blocked3s,BlockedArc3,HeaveMakes,BlockedCorner3
101188,1610612741,Eddie Basden,Eddie Basden,101188,CHI,348.0,6,12.0,15,13,6,13,2.0,28,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,7,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,6,1.0,1.0,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.25,0.3333333333333333,20.0,0.75,0.6666666666666666,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5503,0.7024,0.5113,0.3333333333333333,5.15,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101195,1610612741,Luke Schenscher,Luke Schenscher,101195,CHI,348.0,6,12.0,15,13,6,13,2.0,28,1.0,1.0,1.0,,,,,2.0,3.0,4.0,7,1.0,,,,,,1.0,1.0,1.0,2.0,,,,,6,,,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,,15.0,0.3333333333333333,1.0,1.0,,,,,,1.0,,,0.3333333333333333,0.4302333333333333,0.561,,,3.7000000000000006,0.4,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.125,0.5,1.0,0.6666666666666666,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,1610612741,Malik Allen,Malik Allen,2124,CHI,469.0,8,5.0,16,15,5,12,2.0,31,,,,,,1.0,4.0,1.0,4.0,2.0,9,,1.0,1.0,2.0,,,1.0,1.0,,2.0,,,1.0,2.0,5,,,,0.25,1.0,0.25,1.0,0.25,1.0,,,19.047619047619047,,,,,1.0,0.25,0.25,,,,,,0.3836,,0.3811,1.0,15.85,0.3125,,,,,,2.0,,1.0,1.0,2.0,1.0,,,,0.1,0.08333333333333333,,0.3333333333333333,,,,,,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.125,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,1610612741,Jannero Pargo,Jannero Pargo,2457,CHI,408.0,7,5.0,15,14,13,12,1.0,29,,,,,,1.0,1.0,1.0,1.0,5.0,14,,1.0,1.0,5.0,,,,,,,,,2.0,5.0,13,1.0,,,1.0,1.0,1.25,1.25,1.25,1.25,,,12.5,,,,,0.5,1.0,1.0,,,,,0.5,0.413725,,0.413725,1.0,18.9,0.8666666666666667,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,1610612741,Randy Livingston,Randy Livingston,988,CHI,1335.0,22,9.0,47,44,29,34,5.0,91,,1.0,1.0,,,,,,2.0,,36,2.0,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,,29,2.0,,,,,,,,,1.0,1.0,5.454545454545454,0.5,,,,,,,,0.5,,,0.5,0.4779,0.4779,,,2.1,0.6170212765957447,,,1.0,,,,,1.0,1.0,4.0,,,,,0.05555555555555555,0.047619047619047616,0.2,,0.5,,,,,,2.0,3.0,,,0.13333333333333333,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,1610612741,Ben Gordon,Ben Gordon,2732,CHI,868.0,14,3.0,28,29,15,24,5.0,57,,1.0,,,,1.0,1.0,1.0,3.0,8.0,25,1.0,,,6.0,,,,1.0,,3.0,3.0,3.0,3.0,6.0,15,2.0,,,0.3333333333333333,,0.4166666666666667,1.5,0.5,1.0,,,25.0,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,,,,,0.6666666666666666,0.526875,0.47275,0.5694,0.75,9.333333333333334,0.5357142857142857,,,1.0,,,2.0,,1.0,2.0,2.0,,,,,0.07142857142857142,0.058823529411764705,,,0.16666666666666666,,,,,,,,1.0,,,,,,,1.0,,,1.0,3.0,1.0,1.0,3.0,1.0,,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.16666666666666666,,,,,,,24.133333333333336,,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,1.0,0.14285714285714285,0.25,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1610612741,Chris Duhon,Chris Duhon,2768,CHI,272.0,5,5.0,11,9,8,7,,20,2.0,2.0,,1.0,1.0,,1.0,3.0,4.0,7.0,6,,2.0,3.0,5.0,2.0,,1.0,1.0,,2.0,1.0,1.0,,5.0,8,,0.3333333333333333,0.3333333333333333,0.75,0.6666666666666666,0.6,0.5,0.5833333333333334,0.5,,,54.54545454545455,0.4,1.0,1.0,0.5,0.2,,,,,0.25,1.0,0.6,0.48630000000000007,,0.45782500000000004,0.7142857142857143,8.25,0.7272727272727273,,1.0,1.0,,,4.0,,,,1.0,,,,,,,,,0.2,1.0,1.0,,,1.0,1.0,1.0,,,0.3333333333333333,0.3333333333333333,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,0.2,0.2,,,,0.25,,,30.0,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,1610612741,Othella Harrington,Othella Harrington,970,CHI,238.0,4,5.0,10,8,10,8,1.0,18,,,,,,2.0,2.0,2.0,3.0,5.0,6,,2.0,3.0,5.0,2.0,,,,,,,,,5.0,10,,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,,,45.45454545454545,,,,,0.6666666666666666,1.0,1.0,0.5,,,,,0.3668,,0.3668,1.0,14.666666666666666,1.0,,,1.0,,,2.0,,,,2.0,,,,,,,,,0.3333333333333333,,,,,,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,2.0,4.0,2.0,,,,,,,,,,,,0.4,0.4,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1610612741,Eric Piatkowski,Eric Piatkowski,15,CHI,54.0,1,-3.0,2,2,2,2,,4,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,1610612741,Tyson Chandler,Tyson Chandler,2199,CHI,430.0,7,-7.0,13,13,4,8,1.0,26,,,,,,,,,,,11,,,,,,,,,,,,,1.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3076923076923077,,,,,,,,1.0,1.0,3.0,,,,,0.14285714285714285,0.14285714285714285,,,,,,,,,2.0,2.0,,,0.2857142857142857,0.25,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
