EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PtsAssisted2s,OffTwoPtRebounds,FTDefRebounds,BadPassSteals,ShootingFouls,Offensive Fouls,Loose Ball Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChancePointsPct,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,LongMidRangeAssists,DefThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,PtsPutbacks,HeaveAttempts,Fg3aBlocked,Corner3Assists,StepOutOfBoundsTurnovers,Loose Ball Fouls,BlockedAtRim,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,Defensive 3 Seconds Violations,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,3SecondViolations,OffFTReboundPct,OffensiveGoaltends,DefensiveGoaltends,on,HeaveMakes,SecondChanceArc3PctAssisted,Blocked3s,BlockedCorner3,3pt And 1 Free Throw Trips,Clear Path Fouls,BlockedArc3
101109,1610612766,Raymond Felton,Raymond Felton,101109,CHA,2528.0,42,28.0,96,93,58,44,8,189,1,3,2.0,1.0,3.0,2.0,1.0,4.0,2.0,1,7,6.0,14.0,16,77,2.0,3,3.0,12.0,12,2,4.0,4.0,2.0,6,2.0,2.0,2.0,14,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,4,11,1.0,16.0,1.0,1.0,3.0,5.0,12,58,2.0,5.0,0.14285714285714285,0.07692307692307693,0.375,0.4583333333333333,0.46153846153846156,22.22222222222222,0.75,0.07692307692307693,0.058823529411764705,0.05128205128205128,0.02631578947368421,0.09090909090909091,0.14285714285714285,0.14285714285714285,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.3076923076923077,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6923076923076923,0.4784153846153847,0.3598,0.4796,0.2,0.3333333333333333,0.75,9.357142857142858,25.166666666666668,0.6041666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101118,1610612766,Sean May,Sean May,101118,CHA,2088.0,35,12.0,73,74,44,43,9,147,7,7,4.0,3.0,5.0,,,1.0,1.0,8,15,1.0,9.0,25,67,3.0,7,1.0,8.0,18,4,1.0,2.0,,2,,2.0,,4,,2.0,6.0,1.0,7.0,6.0,1.0,1.0,1.0,1.0,,,2.0,2.0,4,7,,12.0,2.0,,5.0,2.0,18,44,,2.0,0.5333333333333333,0.5,0.5952380952380952,0.75,0.0625,28.04878048780488,0.5,0.15384615384615385,,0.10526315789473684,0.03333333333333333,,0.25,0.25,0.4375,1.0,1.0,0.1875,0.3125,,0.0625,0.5,,0.125,0.5,0.51018125,0.535,0.566675,0.2631578947368421,0.2777777777777778,0.72,8.446666666666665,26.4,0.6027397260273972,2.0,2.0,4.0,1.0,2.0,1.0,5.0,5.0,12.0,1.0,4.0,5.0,3.0,1.0,1.0,0.75,0.75,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.625,0.625,0.5714285714285714,0.043478260869565216,0.125,0.8571428571428571,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.5,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101187,1610612766,Alan Anderson,Alan Anderson,101187,CHA,7879.0,131,22.0,267,271,128,143,30,538,11,21,11.0,7.0,11.0,11.0,5.0,11.0,9.0,16,39,22.0,12.0,74,235,2.0,12,14.0,5.0,35,18,11.0,7.0,2.0,9,2.0,5.0,1.0,20,1.0,3.0,5.0,6.0,11.0,3.0,2.0,3.0,2.0,2.0,,1.0,5.0,1.0,8,15,,15.0,1.0,,7.0,1.0,35,128,2.0,1.0,0.41025641025641024,0.5081967213114754,0.5441176470588235,0.603448275862069,0.36065573770491804,24.745762711864405,0.6,0.034482758620689655,0.022727272727272728,0.041666666666666664,0.047619047619047616,0.03125,,,0.3442622950819672,0.5238095238095238,0.7333333333333333,0.11475409836065574,0.18032786885245902,0.18032786885245902,0.18032786885245902,0.4230769230769231,0.19230769230769232,0.34615384615384615,0.7049180327868853,0.48841475409836066,0.42300000000000004,0.5148384615384616,0.1044776119402985,0.15555555555555556,0.47297297297297297,6.953846153846155,24.413636363636364,0.4794007490636704,,2.0,6.0,2.0,,3.0,6.0,6.0,14.0,5.0,,1.0,2.0,,,0.4375,0.4375,,0.5,0.5,0.5769230769230769,0.6,,0.06097560975609756,,0.2727272727272727,0.2857142857142857,0.4,0.6666666666666666,,,0.5454545454545454,0.08108108108108109,3.0,5.0,1.0,1.0,2.0,5.0,4.0,10.0,1.0,1.0,6.0,24.0,6.0,5.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.45454545454545453,1.0,0.42857142857142855,0.45454545454545453,0.20512820512820512,0.2857142857142857,0.2857142857142857,0.06060606060606061,0.23529411764705882,0.02857142857142857,0.08333333333333333,0.08,0.07692307692307693,1.0,1.0,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.45454545454545453,0.45454545454545453,1.0,0.45454545454545453,0.45454545454545453,0.6,0.3333333333333333,1.0,1.0,0.4,0.4444444444444444,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101207,1610612766,Kevin Burleson,Kevin Burleson,101207,CHA,20405.0,340,-2.0,674,684,321,350,74,1358,7,14,7.0,3.0,17.0,4.0,3.0,50.0,24.0,12,34,54.0,16.0,70,652,2.0,17,27.0,14.0,39,20,46.0,35.0,13.0,48,5.0,9.0,6.0,109,,11.0,22.0,4.0,26.0,26.0,11.0,11.0,9.0,14.0,1.0,2.0,25.0,12.0,63,16,2.0,17.0,1.0,,4.0,5.0,39,321,12.0,4.0,0.35294117647058826,0.3068181818181818,0.3645833333333333,0.38235294117647056,0.6136363636363636,15.921052631578949,0.44,0.058823529411764705,,0.06792452830188679,0.01238390092879257,,0.02702702702702703,0.07317073170731707,0.1590909090909091,0.5,0.5833333333333334,0.03409090909090909,0.19318181818181818,0.045454545454545456,0.5681818181818182,0.1590909090909091,0.06818181818181818,0.5454545454545454,0.7727272727272727,0.5082559523809523,0.4511125,0.48866904761904756,0.04395604395604396,0.10810810810810811,0.5571428571428572,9.788235294117648,26.870370370370377,0.4762611275964392,1.0,1.0,3.0,1.0,2.0,2.0,9.0,5.0,4.0,4.0,4.0,15.0,23.0,3.0,,0.16666666666666666,0.18181818181818182,1.0,0.29411764705882354,0.5,0.2840909090909091,0.5625,0.12121212121212122,0.018957345971563982,0.0136986301369863,0.2857142857142857,0.3333333333333333,0.5,0.14285714285714285,1.0,1.0,0.42857142857142855,0.12857142857142856,4.0,1.0,,1.0,,9.0,5.0,10.0,1.0,5.0,5.0,18.0,12.0,9.0,4.0,20.0,7.0,,4.0,1.0,1.0,2.0,,2.0,2.0,0.6,0.18518518518518517,0.2,0.18518518518518517,0.2,0.11764705882352941,0.14285714285714285,0.3333333333333333,0.08974358974358974,0.023809523809523808,0.020833333333333332,0.08333333333333333,0.02,,1.0,,0.23529411764705882,0.25,,0.25,0.3333333333333333,1.0,0.18,0.1836734693877551,0.5555555555555556,0.14285714285714285,,,,0.20833333333333334,0.1956521739130435,1.0,4.0,2.0,4.0,2.0,8.0,1.0,5.0,1.0,1.0,0.037037037037037035,0.058823529411764705,0.25,0.02,0.21428571428571427,0.5714285714285714,0.25,,,,,,,,,,True,,,,,,,
2774,1610612766,Bernard Robinson,Bernard Robinson,2774,CHA,7841.0,131,-14.0,265,282,140,154,31,547,9,20,8.0,7.0,8.0,,,1.0,1.0,16,35,1.0,20.0,52,260,3.0,17,1.0,9.0,21,22,1.0,6.0,,6,,4.0,,12,3.0,11.0,21.0,3.0,24.0,14.0,2.0,4.0,1.0,1.0,1.0,3.0,5.0,2.0,16,19,3.0,26.0,2.0,,10.0,4.0,21,140,4.0,4.0,0.45714285714285713,0.4444444444444444,0.5416666666666666,0.42,0.027777777777777776,17.60797342192691,0.8,0.13924050632911392,0.058823529411764705,0.14414414414414414,0.022727272727272728,0.08333333333333333,0.16666666666666666,0.2222222222222222,0.5555555555555556,0.45,0.5625,0.19444444444444445,0.2222222222222222,,0.027777777777777776,0.4444444444444444,,0.05555555555555555,0.5833333333333334,0.4927085714285714,0.5952,0.4642176470588235,0.22727272727272727,0.23255813953488372,0.40384615384615385,6.097142857142857,38.1,0.5283018867924528,2.0,3.0,3.0,2.0,2.0,2.0,6.0,6.0,10.0,,5.0,12.0,9.0,,1.0,0.3125,0.3125,0.6666666666666666,0.35294117647058826,0.6666666666666666,0.3333333333333333,0.75,0.3333333333333333,,,0.2222222222222222,0.2857142857142857,0.2857142857142857,1.0,0.6666666666666666,0.5,0.375,0.11538461538461539,5.0,,,,,,,,,,,,,,4.0,2.0,5.0,,,,1.0,,,,,,,,,,0.11428571428571428,0.2,,0.15625,,,0.06451612903225806,0.125,,,,0.625,0.625,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,True,,,,,,,
2416,1610612766,Kareem Rush,Kareem Rush,2416,CHA,3729.0,62,-29.0,123,124,39,58,11,247,4,6,1.0,2.0,9.0,1.0,,13.0,3.0,5,17,14.0,5.0,27,131,,2,3.0,3.0,6,10,13.0,1.0,4.0,5,1.0,1.0,,14,1.0,4.0,5.0,3.0,8.0,3.0,,,,5.0,,,5.0,3.0,6,5,,7.0,,1.0,2.0,1.0,6,39,,1.0,0.29411764705882354,0.3548387096774194,0.39705882352941174,0.42857142857142855,0.45161290322580644,28.676470588235293,,0.12903225806451613,0.038461538461538464,0.13513513513513514,0.045454545454545456,0.043478260869565216,0.15384615384615385,0.1111111111111111,0.1935483870967742,0.6666666666666666,0.6666666666666666,0.06451612903225806,0.2903225806451613,0.03225806451612903,0.41935483870967744,0.2,,0.6,0.6451612903225806,0.513341935483871,0.5604,0.53373,0.06060606060606061,0.10526315789473684,0.2222222222222222,10.8,24.96428571428571,0.3170731707317073,,,,,,,,,,2.0,,3.0,1.0,4.0,,,,,,,0.3,,,0.05,0.1,,,,,,,,,1.0,,,,,4.0,1.0,4.0,,1.0,1.0,9.0,3.0,4.0,,,1.0,1.0,1.0,,,2.0,1.0,2.0,2.0,0.75,0.2857142857142857,,0.3333333333333333,0.2857142857142857,,,,0.16666666666666666,,0.05263157894736842,0.1111111111111111,,0.045454545454545456,1.0,,0.1111111111111111,0.1111111111111111,,,,,0.3076923076923077,0.3076923076923077,0.75,,,,,0.3333333333333333,0.3076923076923077,,1.0,,,,3.0,,,1.0,,,,,,0.2,1.0,,,,,,,,,,,True,,,,,,,
1908,1610612766,Jumaine Jones,Jumaine Jones,1908,CHA,10993.0,183,-42.0,361,365,155,176,40,726,3,10,4.0,1.0,25.0,15.0,9.0,18.0,8.0,12,36,33.0,6.0,60,374,2.0,11,17.0,4.0,29,2,18.0,7.0,,7,,2.0,1.0,14,2.0,23.0,27.0,7.0,34.0,9.0,3.0,4.0,1.0,2.0,,3.0,6.0,2.0,16,9,3.0,10.0,,,4.0,1.0,29,155,2.0,1.0,0.3333333333333333,0.391304347826087,0.40540540540540543,0.46774193548387094,0.4782608695652174,19.559902200489,0.6666666666666666,0.25274725274725274,0.03225806451612903,0.2047244094488189,0.03954802259887006,0.023255813953488372,0.15151515151515152,0.23809523809523808,0.14492753623188406,0.3,0.375,0.014492753623188406,0.36231884057971014,0.21739130434782608,0.2608695652173913,0.14285714285714285,0.32142857142857145,0.2857142857142857,0.6231884057971014,0.4855963768115942,0.568225,0.49811607142857145,0.0547945205479452,0.1,0.48333333333333334,13.077777777777778,24.6,0.4293628808864266,1.0,2.0,2.0,,1.0,1.0,6.0,5.0,22.0,5.0,1.0,6.0,8.0,2.0,,0.9166666666666666,1.0,0.5,0.45454545454545453,0.3125,0.44642857142857145,0.3333333333333333,0.07142857142857142,0.043478260869565216,0.07317073170731707,0.6666666666666666,,,0.25,0.5,,0.5,0.1,9.0,7.0,1.0,3.0,3.0,3.0,2.0,10.0,1.0,6.0,5.0,27.0,3.0,3.0,2.0,4.0,3.0,2.0,,,1.0,4.0,1.0,4.0,3.0,0.9,0.30303030303030304,0.16666666666666666,0.29411764705882354,0.30303030303030304,0.05555555555555555,0.2,,0.08333333333333333,0.043478260869565216,0.0196078431372549,0.35135135135135137,0.10526315789473684,0.044444444444444446,0.75,,0.36,0.36,1.0,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.16666666666666666,0.16666666666666666,1.0,0.375,0.3333333333333333,1.0,0.3333333333333333,0.25,0.16666666666666666,,3.0,2.0,,,,,3.0,2.0,1.0,,,,,0.058823529411764705,0.375,,1.0,0.05263157894736842,,,,,,,,True,,,,,,,
2586,1610612766,Keith Bogans,Keith Bogans,2586,CHA,4983.0,83,25.0,171,173,88,89,19,344,10,18,12.0,5.0,6.0,1.0,1.0,5.0,2.0,14,29,6.0,12.0,40,168,4.0,16,3.0,8.0,26,26,5.0,4.0,3.0,7,2.0,3.0,1.0,17,1.0,5.0,7.0,2.0,9.0,9.0,3.0,4.0,3.0,2.0,,1.0,6.0,,7,15,2.0,15.0,3.0,,7.0,2.0,26,88,3.0,2.0,0.4827586206896552,0.4,0.4878048780487805,0.5652173913043478,0.17142857142857143,24.479166666666668,0.6666666666666666,0.11904761904761904,0.038461538461538464,0.10344827586206896,0.029411764705882353,0.047619047619047616,0.10526315789473684,0.25,0.5142857142857142,0.5555555555555556,0.6666666666666666,0.14285714285714285,0.17142857142857143,0.02857142857142857,0.14285714285714285,0.631578947368421,0.05263157894736842,0.10526315789473684,0.6857142857142857,0.5273200000000001,0.5045000000000001,0.5430947368421052,0.1794871794871795,0.21212121212121213,0.65,5.444827586206896,24.933333333333334,0.5146198830409356,2.0,3.0,7.0,1.0,3.0,2.0,8.0,9.0,2.0,1.0,1.0,6.0,2.0,,1.0,0.07142857142857142,0.07142857142857142,0.75,0.5625,0.75,0.47368421052631576,0.8,0.1,0.023809523809523808,0.0625,0.1,0.2,0.25,0.75,0.6666666666666666,,0.5833333333333334,0.2,3.0,,,,,,,,,,,,,,4.0,,1.0,,2.0,,,,,,,,,,,,0.13793103448275862,0.16666666666666666,0.2,0.0625,,,0.06666666666666667,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,True,,,,,,,
2679,1610612766,Matt Carroll,Matt Carroll,2679,CHA,11918.0,199,40.0,391,393,210,201,44,784,9,17,9.0,10.0,19.0,10.0,4.0,14.0,8.0,24,46,24.0,36.0,108,349,3.0,24,12.0,17.0,65,28,14.0,2.0,2.0,4,1.0,1.0,,10,3.0,13.0,17.0,7.0,24.0,8.0,1.0,6.0,1.0,1.0,1.0,5.0,7.0,1.0,16,25,1.0,42.0,6.0,5.0,17.0,3.0,65,210,5.0,3.0,0.5217391304347826,0.5142857142857142,0.611764705882353,0.7272727272727273,0.34285714285714286,20.62780269058296,0.8571428571428571,0.1092436974789916,0.05084745762711865,0.10179640718562874,0.0374331550802139,0.06818181818181818,0.061224489795918366,0.125,0.24285714285714285,0.5294117647058824,0.6428571428571429,0.14285714285714285,0.2714285714285714,0.14285714285714285,0.2,0.25,0.1111111111111111,0.2222222222222222,0.5857142857142857,0.5035600000000001,0.49245,0.5029194444444444,0.21951219512195122,0.2982456140350877,0.6018518518518519,9.623913043478263,24.920833333333334,0.5370843989769821,1.0,1.0,7.0,5.0,3.0,3.0,9.0,15.0,20.0,4.0,,7.0,8.0,,,0.4166666666666667,0.4166666666666667,1.0,0.625,0.75,0.6666666666666666,0.75,,0.03125,0.06382978723404255,0.3333333333333333,0.5,0.5555555555555556,0.25,1.0,1.0,0.7777777777777778,0.08333333333333333,10.0,3.0,,,2.0,5.0,4.0,8.0,,1.0,6.0,21.0,3.0,5.0,5.0,1.0,4.0,,,,1.0,1.0,,1.0,,0.875,0.3333333333333333,,0.5,0.3333333333333333,0.10869565217391304,0.17647058823529413,0.1,0.08333333333333333,,0.016666666666666666,0.15217391304347827,0.06896551724137931,,,0.2,0.5263157894736842,0.5555555555555556,0.6,0.3,0.3,1.0,0.35714285714285715,0.35714285714285715,0.8,,,,0.5,0.5,0.35714285714285715,,1.0,,,,1.0,,3.0,1.0,,,0.05263157894736842,,,0.10526315789473684,0.25,,,,1.0,0.04,,,,,,True,,,,,,,
2056,1610612766,Primoz Brezec,Primoz Brezec,2056,CHA,6901.0,115,-43.0,213,215,102,93,30,428,10,15,10.0,8.0,10.0,,,1.0,1.0,17,33,1.0,9.0,43,242,10.0,15,1.0,6.0,30,16,1.0,1.0,1.0,2,1.0,,,5,1.0,5.0,10.0,9.0,19.0,,,3.0,1.0,,,2.0,3.0,1.0,9,10,,11.0,,1.0,4.0,1.0,30,102,,1.0,0.5151515151515151,0.5,0.5384615384615384,0.7894736842105263,0.029411764705882353,17.142857142857142,1.0,0.10638297872340426,0.02857142857142857,0.11267605633802817,0.07964601769911504,0.034482758620689655,0.08695652173913043,0.2222222222222222,0.4411764705882353,0.6666666666666666,0.7142857142857143,0.23529411764705882,0.29411764705882354,,0.029411764705882353,0.625,,0.0625,0.47058823529411764,0.46608529411764704,0.5199111111111111,0.5020312499999999,0.10526315789473684,0.10810810810810811,0.6976744186046512,7.718181818181819,23.8,0.4788732394366197,4.0,8.0,7.0,3.0,4.0,4.0,12.0,12.0,18.0,8.0,2.0,,8.0,,3.0,0.5294117647058824,0.6428571428571429,0.4,0.8,0.4,0.75,0.5,0.25,0.10256410256410256,0.16,0.6,0.375,0.6,0.8,0.5,,0.7,0.27906976744186046,4.0,,,,,,,,,,,,,,4.0,1.0,3.0,,,,,1.0,,1.0,1.0,,,,,,0.12121212121212122,0.06666666666666667,0.375,0.125,0.11764705882352941,0.05555555555555555,0.06666666666666667,0.13333333333333333,,1.0,,0.4,0.4,0.75,,,,,,,,,,,,,,,6.0,,,,,,1.0,,,,,,0.1111111111111111,,,,,,,,,,,,True,,,,,,,
