EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,FtPoints,PenaltyFtPoints,Corner3Assists,LostBallTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,ShortMidRangeAssists,LongMidRangeAssists,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceCorner3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,OffensiveGoaltends,on
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,8485.0,141,5,263,266,65.0,101.0,34,529,8.0,17.0,2.0,5.0,3.0,4.0,6.0,16.0,14.0,33.0,28.0,274.0,4.0,9.0,8.0,3.0,5.0,6.0,16.0,12.0,4.0,5.0,3.0,3.0,6.0,3.0,3.0,15.0,5.0,9.0,1.0,2.0,14.0,2.0,18.0,15.0,33.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,2.0,14.0,20.0,1.0,3.0,1.0,1.0,1.0,1.0,8.0,6.0,1.0,1.0,8.0,3.0,1.0,6.0,65.0,1.0,0.5714285714285714,0.6666666666666666,0.42424242424242425,0.4444444444444444,0.6,0.42424242424242425,0.4444444444444444,0.6,0.42424242424242425,0.4444444444444444,0.6,0.15151515151515152,0.29411764705882354,12.5,0.2,0.18181818181818182,0.3333333333333333,0.15053763440860216,0.09574468085106383,0.06451612903225806,0.125,0.12903225806451613,0.1044776119402985,0.06451612903225806,0.13333333333333333,0.09090909090909091,0.125,0.125,0.125,0.15,0.17073170731707318,0.08333333333333333,0.375,0.5151515151515151,0.47058823529411764,0.6666666666666666,0.625,0.48484848484848486,0.375,0.375,0.5,0.5555555555555556,0.4,0.8,0.75,0.5151515151515151,0.4652848484848485,0.48677499999999996,0.51146,0.030303030303030304,0.030303030303030304,0.2857142857142857,0.21428571428571427,3.5363636363636357,0.24714828897338403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101142,1610612747,Ronny Turiaf,Ronny Turiaf,101142,LAL,4465.0,74,-2,134,139,42.0,58.0,15,273,6.0,9.0,3.0,4.0,1.0,1.0,,1.0,9.0,14.0,29.0,158.0,3.0,4.0,6.0,1.0,2.0,7.0,10.0,8.0,4.0,2.0,,2.0,2.0,1.0,,6.0,3.0,2.0,,1.0,11.0,5.0,17.0,5.0,22.0,,,2.0,,,,,2.0,1.0,,4.0,11.0,,13.0,2.0,19.0,1.0,7.0,7.0,2.0,1.0,4.0,7.0,4.0,,7.0,42.0,3.0,0.5555555555555556,0.7142857142857143,0.6428571428571429,0.75,0.5,0.6428571428571429,0.75,0.5,0.6304347826086957,0.6,0.5,0.14285714285714285,0.2222222222222222,16.129032258064516,1.0,0.45454545454545453,,0.23404255319148937,0.041666666666666664,0.08333333333333333,0.1875,0.2033898305084746,0.078125,0.1111111111111111,,,0.1,0.3333333333333333,0.3076923076923077,0.125,0.2777777777777778,0.125,0.5714285714285714,0.6428571428571429,0.6666666666666666,0.8571428571428571,0.5,0.07142857142857142,,,,1.0,0.75,0.5,1.0,0.6428571428571429,0.50375,0.5698333333333333,0.49715,0.35,0.35,0.20689655172413793,0.2413793103448276,6.0,0.31343283582089554,3.0,4.0,11.0,5.0,1.0,2.0,1.0,3.0,2.0,0.2857142857142857,0.75,0.75,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101209,1610612747,Devin Green,Devin Green,101209,LAL,1307.0,22,-8,37,37,12.0,28.0,6,74,2.0,3.0,1.0,1.0,,,,2.0,2.0,7.0,8.0,47.0,1.0,2.0,3.0,,3.0,4.0,2.0,2.0,2.0,,2.0,1.0,3.0,1.0,,7.0,,2.0,,,1.0,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,1.0,,,,2.0,,3.0,1.0,6.0,,2.0,,,,,,,,4.0,12.0,1.0,0.5,1.0,0.2857142857142857,0.5,,0.2857142857142857,0.5,,0.4,0.5,0.3333333333333333,,,23.913043478260867,1.0,,,0.07692307692307693,0.125,,,0.058823529411764705,0.09523809523809523,0.4,,,,,,,0.3333333333333333,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.2857142857142857,,,,0.5,1.0,,,0.42857142857142855,0.4945428571428572,0.4686,0.3676333333333333,0.2222222222222222,0.2222222222222222,0.375,0.5,7.385714285714285,0.32432432432432434,,2.0,4.0,4.0,,,,1.0,1.0,0.2857142857142857,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1904,1610612747,Devean George,Devean George,1904,LAL,92531.0,1542,89,2891,2880,983.0,1049.0,399,5771,44.0,88.0,20.0,36.0,14.0,30.0,19.0,39.0,120.0,265.0,448.0,2994.0,28.0,52.0,70.0,23.0,67.0,133.0,146.0,94.0,38.0,18.0,49.0,19.0,68.0,14.0,23.0,155.0,31.0,48.0,3.0,40.0,137.0,15.0,192.0,82.0,274.0,66.0,41.0,26.0,16.0,28.0,6.0,2.0,54.0,6.0,17.0,72.0,159.0,14.0,75.0,6.0,86.0,4.0,27.0,34.0,20.0,2.0,12.0,34.0,19.0,,133.0,983.0,24.0,0.6083333333333333,0.7227722772277227,0.4528301886792453,0.5384615384615384,0.34328358208955223,0.4588235294117647,0.5086206896551724,0.3875968992248062,0.4817204301075269,0.5,0.434640522875817,0.06792452830188679,0.10227272727272728,15.441832787860756,0.48148148148148145,0.12295081967213115,0.02631578947368421,0.13524185587364265,0.049689440993788817,0.11976047904191617,0.07045454545454545,0.13140311804008908,0.0561877667140825,0.06031746031746032,0.05761316872427984,0.03676470588235294,0.06824925816023739,0.07766990291262135,0.14792899408284024,0.12307692307692308,0.13253012048192772,0.11382113821138211,0.5588235294117647,0.20705882352941177,0.5,0.5569620253164557,0.4772727272727273,0.09176470588235294,0.48717948717948717,0.5588235294117647,0.631578947368421,0.6206896551724138,0.5555555555555556,0.23255813953488372,0.4666666666666667,0.5835294117647059,0.4867401891252955,0.5080693181818181,0.49958897637795263,0.06444444444444444,0.09375,0.15625,0.296875,11.304528301886796,0.3400207540643376,57.0,138.0,58.0,33.0,5.0,10.0,6.0,15.0,15.0,0.3247058823529412,0.41304347826086957,0.4253731343283582,0.7017543859649122,0.05,11.0,3.0,23.0,31.0,74.0,2.0,13.0,32.0,19.0,86.0,1.0,4.0,5.0,30.0,50.0,160.0,1.0,6.0,18.0,62.0,141.0,9.0,2.0,84.0,19.0,10.0,25.0,5.0,12.0,2.0,3.0,3.0,0.94,0.3125,0.16666666666666666,0.2903225806451613,0.31645569620253167,0.3764705882352941,0.1282051282051282,0.028985507246376812,0.13636363636363635,0.043668122270742356,0.17411764705882352,0.4189189189189189,0.4189189189189189,0.967741935483871,0.2023529411764706,0.22093023255813954,0.22093023255813954,0.8947368421052632,0.034482758620689655,0.06896551724137931,0.25,1.0,0.24806201550387597,0.40625,0.23255813953488372,0.16666666666666666,0.2261904761904762,0.012345679012345678,24.869374999999998,,,,,,,,,,,,,,True
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,65277.0,1088,132,2072,2066,791.0,871.0,294,4138,112.0,187.0,9.0,17.0,40.0,68.0,52.0,111.0,287.0,595.0,1079.0,2191.0,30.0,59.0,123.0,107.0,216.0,470.0,210.0,364.0,18.0,28.0,70.0,36.0,106.0,23.0,41.0,248.0,6.0,13.0,1.0,35.0,88.0,8.0,131.0,20.0,151.0,50.0,19.0,41.0,15.0,46.0,4.0,4.0,87.0,8.0,25.0,19.0,71.0,18.0,263.0,,363.0,31.0,122.0,11.0,9.0,,2.0,13.0,8.0,,470.0,791.0,14.0,0.36585365853658536,0.3776978417266187,0.4823529411764706,0.5084745762711864,0.49537037037037035,0.48316708229426436,0.5121951219512195,0.48360655737704916,0.556830031282586,0.6029411764705882,0.5856423173803527,0.047058823529411764,0.10160427807486631,43.12835328105654,0.47126436781609193,0.08247422680412371,0.01282051282051282,0.12256267409470752,0.019345238095238096,0.14893617021276595,0.01818181818181818,0.12906610703043023,0.018962075848303395,0.03587443946188341,0.011834319526627219,0.010714285714285714,0.019305019305019305,0.014084507042253521,0.08571428571428572,0.1404494382022472,0.1423728813559322,0.12574850299401197,0.6153846153846154,0.23316708229426433,0.5989304812834224,0.6666666666666666,0.35714285714285715,0.13840399002493767,0.46846846846846846,0.49056603773584906,0.19230769230769232,0.2073170731707317,0.5294117647058824,0.22295081967213115,0.5882352941176471,0.4912718204488778,0.4598300498753119,0.4457874999999999,0.449709180327869,0.14253897550111358,0.17784256559766765,0.11399443929564411,0.4355885078776645,11.101008403361341,0.38175675675675674,123.0,297.0,304.0,175.0,13.0,26.0,4.0,61.0,56.0,0.37032418952618457,0.41414141414141414,0.4197952218430034,0.44715447154471544,,39.0,14.0,15.0,5.0,14.0,4.0,1.0,4.0,62.0,193.0,6.0,19.0,26.0,85.0,67.0,207.0,8.0,23.0,27.0,89.0,141.0,60.0,,193.0,62.0,7.0,31.0,7.0,3.0,6.0,1.0,,0.7014925373134329,0.32367149758454106,0.34782608695652173,0.30337078651685395,0.32367149758454106,0.2581047381546135,0.04504504504504504,0.013468013468013467,0.20588235294117646,0.01715686274509804,0.017456359102244388,0.35714285714285715,0.35714285714285715,0.8,0.24064837905236908,0.32124352331606215,0.32460732984293195,0.6935483870967742,0.04878048780487805,0.23170731707317074,0.3157894736842105,1.0,0.013114754098360656,0.25,0.2786885245901639,0.3058823529411765,0.32124352331606215,0.02830188679245283,25.82898550724638,2.0,2.0,3.0,1.0,12.0,2.0,2.0,0.00966183574879227,0.010362694300518135,0.5,0.5,,,True
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,60091.0,1002,52,1897,1879,695.0,711.0,255,3776,87.0,138.0,16.0,28.0,25.0,37.0,23.0,63.0,119.0,241.0,396.0,1938.0,17.0,35.0,61.0,35.0,69.0,151.0,100.0,138.0,26.0,27.0,79.0,35.0,114.0,28.0,34.0,263.0,17.0,40.0,3.0,36.0,115.0,26.0,177.0,60.0,237.0,25.0,11.0,28.0,18.0,38.0,1.0,8.0,66.0,4.0,23.0,42.0,94.0,14.0,104.0,5.0,116.0,14.0,46.0,21.0,14.0,1.0,6.0,21.0,13.0,2.0,151.0,695.0,15.0,0.42016806722689076,0.4716981132075472,0.49377593360995853,0.4857142857142857,0.5072463768115942,0.4921383647798742,0.5348837209302325,0.49504950495049505,0.5365853658536586,0.5865384615384616,0.5763358778625954,0.11203319502074689,0.13768115942028986,19.89026063100137,0.42424242424242425,0.29213483146067415,0.038461538461538464,0.16862170087976538,0.06279434850863422,0.16071428571428573,0.06028368794326241,0.16666666666666666,0.062023939064200215,0.07111111111111111,0.03821656050955414,0.07058823529411765,0.0625,0.05172413793103448,0.14345991561181434,0.20121951219512196,0.1708185053380783,0.14772727272727273,0.6190476190476191,0.4339622641509434,0.6304347826086957,0.7310924369747899,0.39080459770114945,0.19811320754716982,0.36507936507936506,0.41818181818181815,0.4782608695652174,0.6511627906976745,0.5714285714285714,0.36633663366336633,0.6756756756756757,0.6761006289308176,0.4890247634069401,0.5052941176470588,0.4833389999999999,0.13142857142857142,0.1684981684981685,0.15404040404040403,0.3813131313131313,5.253941908713693,0.36636794939377965,9.0,40.0,83.0,51.0,7.0,10.0,8.0,19.0,18.0,0.12578616352201258,0.225,0.225,0.5555555555555556,0.125,15.0,13.0,32.0,2.0,8.0,1.0,,2.0,23.0,69.0,4.0,7.0,10.0,30.0,25.0,77.0,4.0,8.0,10.0,32.0,60.0,15.0,,69.0,23.0,6.0,14.0,8.0,2.0,,1.0,7.0,0.8,0.3246753246753247,0.5,0.3125,0.3246753246753247,0.24213836477987422,0.12698412698412698,,0.20833333333333334,0.04316546762589928,0.025157232704402517,0.25,0.25,1.0,0.2169811320754717,0.3333333333333333,0.3382352941176471,0.782608695652174,0.023255813953488372,0.16279069767441862,0.5714285714285714,1.0,0.019801980198019802,,0.297029702970297,0.3333333333333333,0.3333333333333333,,25.81038961038961,,1.0,2.0,,,,,0.012987012987012988,0.014492753623188406,,,,,True
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,45735.0,762,-3,1399,1395,363.0,387.0,194,2794,10.0,22.0,1.0,3.0,2.0,3.0,,5.0,26.0,67.0,160.0,1444.0,1.0,6.0,16.0,3.0,7.0,42.0,36.0,16.0,,8.0,61.0,26.0,87.0,18.0,20.0,200.0,8.0,12.0,,20.0,45.0,2.0,67.0,20.0,87.0,28.0,14.0,10.0,7.0,16.0,2.0,2.0,26.0,1.0,3.0,19.0,80.0,2.0,39.0,2.0,28.0,,6.0,1.0,,1.0,,1.0,1.0,,42.0,363.0,15.0,0.6923076923076923,0.6923076923076923,0.3880597014925373,0.16666666666666666,0.42857142857142855,0.44155844155844154,0.4375,0.45454545454545453,0.47305389221556887,0.47058823529411764,0.5125,0.11940298507462686,0.2727272727272727,11.855036855036854,0.38461538461538464,0.038461538461538464,,0.08858267716535433,0.02510460251046025,0.12738853503184713,0.0365296803652968,0.09774436090225563,0.028694404591104734,0.014084507042253521,0.04032258064516129,0.02358490566037736,0.050955414012738856,,0.0967741935483871,0.06382978723404255,0.09905660377358491,0.09009009009009009,1.0,0.14285714285714285,0.45454545454545453,0.625,0.5,0.032467532467532464,,,,0.1875,0.3333333333333333,0.09090909090909091,0.6666666666666666,0.7077922077922078,0.49833026315789475,0.50080625,0.5084274193548387,0.0375,0.0821917808219178,0.1,0.2625,12.168656716417908,0.2594710507505361,16.0,40.0,24.0,12.0,8.0,3.0,6.0,7.0,6.0,0.2597402597402597,0.4,0.4,0.8125,,2.0,7.0,34.0,5.0,24.0,3.0,2.0,9.0,23.0,63.0,4.0,7.0,6.0,17.0,28.0,87.0,4.0,10.0,8.0,26.0,81.0,3.0,2.0,61.0,23.0,1.0,14.0,6.0,12.0,,,,0.9642857142857143,0.3218390804597701,0.4,0.3076923076923077,0.32941176470588235,0.564935064935065,0.4,,0.21739130434782608,0.011363636363636364,0.15584415584415584,0.20833333333333334,0.20833333333333334,1.0,0.4090909090909091,0.36507936507936506,0.36507936507936506,0.9565217391304348,0.1875,0.4375,0.5714285714285714,1.0,0.2727272727272727,0.2222222222222222,0.5151515151515151,0.35294117647058826,0.3770491803278688,,25.5264367816092,,,1.0,,2.0,,,,,,,,,True
101144,1610612747,Von Wafer,Von Wafer,101144,LAL,2187.0,36,7,64,64,9.0,11.0,13,128,,2.0,,1.0,,,,1.0,2.0,9.0,13.0,61.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,,1.0,2.0,1.0,3.0,,1.0,7.0,3.0,,,,2.0,,2.0,3.0,5.0,2.0,2.0,,,,,,,,,3.0,4.0,,5.0,,6.0,,3.0,,,,,,,,2.0,9.0,,0.5,0.5,0.2222222222222222,0.3333333333333333,1.0,0.21875,0.3333333333333333,0.5,0.34210526315789475,0.5,0.5,0.1111111111111111,0.5,24.675324675324674,,,,0.06451612903225806,,,0.21428571428571427,0.05555555555555555,0.08823529411764706,,,,0.23076923076923078,,0.18181818181818182,,,,,0.125,,,,0.0625,,,,0.3333333333333333,,,,0.5625,0.4846875,0.3882,0.4448,0.15789473684210525,0.25,0.3076923076923077,0.15384615384615385,13.766666666666664,0.140625,2.0,6.0,6.0,,1.0,,,,,0.375,0.3333333333333333,0.3333333333333333,0.5,,2.0,,1.0,,,,,,1.0,7.0,,,,1.0,1.0,7.0,,,,1.0,3.0,,,7.0,1.0,,,,1.0,,,,1.0,0.14285714285714285,,,0.14285714285714285,0.4375,,,,,,,,,0.4375,0.14285714285714285,0.14285714285714285,1.0,,,,,,,0.5,,0.14285714285714285,,25.685714285714283,,,,,,,,,,,,,,True
2470,1610612747,Smush Parker,Smush Parker,2470,LAL,50193.0,837,100,1619,1603,670.0,685.0,229,3222,45.0,71.0,4.0,8.0,15.0,24.0,6.0,21.0,58.0,125.0,260.0,1655.0,6.0,14.0,27.0,21.0,45.0,113.0,60.0,56.0,2.0,12.0,54.0,30.0,84.0,20.0,28.0,198.0,3.0,10.0,,13.0,52.0,1.0,66.0,13.0,79.0,41.0,25.0,26.0,15.0,13.0,3.0,2.0,39.0,1.0,23.0,25.0,64.0,2.0,56.0,2.0,73.0,5.0,24.0,4.0,1.0,3.0,,6.0,2.0,,113.0,670.0,17.0,0.5172413793103449,0.5263157894736842,0.464,0.42857142857142855,0.4666666666666667,0.4818181818181818,0.5454545454545454,0.5487804878048781,0.5118110236220472,0.5625,0.5707070707070707,0.096,0.14084507042253522,15.552016985138005,0.6666666666666666,0.014492753623188406,,0.09701492537313433,0.01876172607879925,0.06806282722513089,0.012658227848101266,0.08940852819807428,0.016883116883116882,0.02072538860103627,0.014814814814814815,0.01951219512195122,0.010752688172043012,0.0196078431372549,0.10526315789473684,0.06716417910447761,0.10849056603773585,0.06944444444444445,0.3333333333333333,0.32272727272727275,0.6338028169014085,0.7377049180327869,0.5555555555555556,0.09545454545454546,0.2857142857142857,0.3,0.3333333333333333,0.36363636363636365,0.5,0.2926829268292683,0.625,0.7545454545454545,0.527236111111111,0.49346562499999996,0.5192875000000001,0.100418410041841,0.16666666666666666,0.10384615384615385,0.4346153846153846,6.456800000000001,0.41383570105003087,7.0,33.0,48.0,23.0,10.0,11.0,5.0,15.0,13.0,0.15,0.21212121212121213,0.21875,0.42857142857142855,0.25,3.0,6.0,20.0,7.0,25.0,3.0,4.0,9.0,25.0,70.0,3.0,5.0,12.0,28.0,32.0,95.0,4.0,8.0,16.0,37.0,93.0,3.0,3.0,67.0,25.0,4.0,16.0,4.0,7.0,,,,0.96875,0.3368421052631579,0.5,0.43243243243243246,0.34782608695652173,0.4318181818181818,0.047619047619047616,0.030303030303030304,0.06382978723404255,0.03571428571428571,0.11363636363636363,0.28,0.28,1.0,0.3181818181818182,0.35714285714285715,0.35714285714285715,0.96,0.13636363636363635,0.22727272727272727,0.6,1.0,0.10975609756097561,0.4444444444444444,0.34146341463414637,0.42857142857142855,0.373134328358209,,26.129473684210524,1.0,,,,,2.0,2.0,,,0.3333333333333333,1.0,,,True
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,30987.0,516,39,934,932,256.0,255.0,134,1866,16.0,32.0,2.0,5.0,4.0,7.0,14.0,38.0,46.0,111.0,127.0,957.0,6.0,17.0,17.0,8.0,17.0,32.0,46.0,46.0,4.0,9.0,62.0,13.0,75.0,10.0,29.0,163.0,14.0,20.0,3.0,8.0,35.0,7.0,50.0,37.0,87.0,15.0,8.0,19.0,14.0,11.0,,2.0,30.0,3.0,8.0,22.0,44.0,2.0,38.0,2.0,31.0,4.0,12.0,2.0,1.0,1.0,,4.0,1.0,,32.0,256.0,5.0,0.5,0.5227272727272727,0.4144144144144144,0.35294117647058826,0.47058823529411764,0.3969465648854962,0.3333333333333333,0.4318181818181818,0.4379310344827586,0.425,0.5517241379310345,0.08108108108108109,0.21875,15.963302752293577,0.6333333333333333,0.1891891891891892,0.07692307692307693,0.10869565217391304,0.06578947368421052,0.07017543859649122,0.09395973154362416,0.09862385321100918,0.07505518763796909,0.0641025641025641,0.056818181818181816,0.07246376811594203,0.0990990990990991,0.07894736842105263,0.10416666666666667,0.07526881720430108,0.13533834586466165,0.07792207792207792,0.25,0.24427480916030533,0.5,0.64,0.4375,0.2900763358778626,0.3684210526315789,0.3888888888888889,0.14285714285714285,0.2777777777777778,0.4,0.3181818181818182,0.5714285714285714,0.3969465648854962,0.4517323076923077,0.4839428571428571,0.4730619047619047,0.08633093525179857,0.10084033613445378,0.13385826771653545,0.25196850393700787,10.045045045045045,0.2740899357601713,16.0,41.0,23.0,13.0,3.0,5.0,2.0,6.0,4.0,0.31297709923664124,0.3902439024390244,0.3902439024390244,0.875,0.5,5.0,11.0,22.0,3.0,12.0,1.0,,2.0,1.0,8.0,,,1.0,3.0,4.0,20.0,,1.0,1.0,5.0,12.0,,1.0,7.0,1.0,1.0,7.0,5.0,1.0,,,,1.0,0.2,,0.2,0.21052631578947367,0.15267175572519084,0.05263157894736842,,0.05405405405405406,0.014285714285714285,0.0916030534351145,0.25,0.25,1.0,0.061068702290076333,0.125,0.125,1.0,0.05555555555555555,,,,0.09090909090909091,,0.13636363636363635,0.3333333333333333,0.14285714285714285,,26.635,,,2.0,,,2.0,2.0,,,,,,,True
