EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,SecondChanceFtPoints,PtsPutbacks,Fg3aBlocked,SelfOReb,DefensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffFTReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3FGA,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Corner3Frequency,PenaltyCorner3Frequency,HeaveAttempts,2pt And 1 Free Throw Trips,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Corner3Assists,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGM,HeaveMakes,StepOutOfBoundsTurnovers,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,3SecondViolations,BlockedCorner3
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,6647.0,111,-25,207,209,92,94,31,416,6.0,12.0,1.0,2.0,2.0,5.0,4.0,6.0,15.0,2.0,10.0,1.0,2.0,1.0,5.0,12,31,2.0,10.0,2.0,32,214,1.0,3.0,1.0,2.0,5.0,4,13,1.0,5.0,1.0,12,12.0,12,3.0,3.0,10.0,2.0,2.0,15,3.0,18,3.0,5.0,1.0,9.0,39,1.0,1.0,2.0,6,8,2.0,10,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,9.0,13.0,5,2.0,3.0,1.0,1.0,12,92,2.0,0.5,0.5,0.5,0.2,0.5,0.2,0.2,0.3870967741935484,0.3333333333333333,0.3076923076923077,0.36585365853658536,0.5,0.3055555555555556,0.36904761904761907,0.5,0.3157894736842105,0.24390243902439024,0.06451612903225806,0.08333333333333333,0.25,18.852459016393443,0.75,0.08333333333333333,0.011627906976744186,0.09523809523809523,0.05263157894736842,0.08602150537634409,0.01904761904761905,0.025,0.06666666666666667,0.11764705882352941,0.08695652173913043,0.0625,0.05555555555555555,0.3333333333333333,0.2926829268292683,0.5,0.5454545454545454,0.3333333333333333,0.0975609756097561,0.36585365853658536,0.4,0.4,0.6666666666666666,0.24390243902439024,0.2,0.2,0.5,0.4,0.5,0.4,0.5,1.0,0.2777777777777778,0.4,0.2777777777777778,0.2,0.5365853658536586,0.2,0.4807182926829268,0.46135000000000004,0.45586111111111116,0.023809523809523808,0.03125,0.15625,0.375,10.683870967741935,25.360000000000007,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,2423.0,40,6,79,78,51,44,15,157,,1.0,,,,,3.0,2.0,7.0,1.0,4.0,,,1.0,2.0,3,11,1.0,4.0,6.0,15,62,1.0,2.0,,,4.0,1,6,1.0,2.0,6.0,11,4.0,2,3.0,,4.0,1.0,2.0,1,,1,,1.0,,,2,1.0,2.0,,7,7,3.0,10,1.0,,1.0,2.0,2.0,,,,2.0,1.0,,5.0,6,,8.0,,4.0,11,51,,0.6666666666666666,1.0,1.0,0.25,,0.5,0.25,0.2727272727272727,0.5,0.16666666666666666,0.3,0.5,0.3125,0.39473684210526316,0.6666666666666666,0.4583333333333333,0.26666666666666666,0.18181818181818182,,0.3333333333333333,22.105263157894736,1.0,0.2413793103448276,0.05555555555555555,,0.1111111111111111,0.18421052631578946,0.06666666666666667,,0.2,0.2222222222222222,0.18181818181818182,0.3333333333333333,,,0.06666666666666667,,,,0.2,0.4666666666666667,0.2857142857142857,0.3333333333333333,1.0,0.26666666666666666,0.25,0.3333333333333333,1.0,,,,,,,,0.25,0.5,0.3333333333333333,0.25,0.4196933333333333,0.38285,0.39909375,0.21052631578947367,0.26666666666666666,0.26666666666666666,0.7333333333333333,14.963636363636363,25.075,0.6455696202531646,1.0,2.0,2.0,1.0,1.0,1.0,0.25,0.14285714285714285,0.25,0.09090909090909091,0.09090909090909091,0.125,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
101156,1610612762,Robert Whaley,Robert Whaley,101156,UTA,12707.0,212,-44,391,393,191,185,63,784,14.0,28.0,6.0,10.0,7.0,16.0,17.0,3.0,12.0,,,,,,,23,57,,,3.0,49,413,7.0,12.0,,,16.0,9,26,,,3.0,21,26.0,20,,,,,6.0,17,,17,,10.0,,7.0,34,1.0,14.0,4.0,22,27,16.0,43,7.0,3.0,4.0,5.0,1.0,9.0,4.0,1.0,14.0,6.0,27.0,41.0,7,2.0,6.0,,2.0,21,191,5.0,0.5652173913043478,0.7647058823529411,,,,,,0.40350877192982454,0.5833333333333334,0.34615384615384615,0.40350877192982454,0.5833333333333334,0.34615384615384615,0.4083333333333333,0.5714285714285714,0.3620689655172414,,0.10526315789473684,0.10714285714285714,0.11764705882352941,15.948275862068966,0.35714285714285715,0.16666666666666666,0.08484848484848485,0.08888888888888889,0.038461538461538464,0.14689265536723164,0.07853403141361257,0.0410958904109589,0.047619047619047616,0.2222222222222222,0.17391304347826086,0.12,0.030303030303030304,0.25,0.49122807017543857,0.5,0.56,0.5,0.2982456140350877,0.21052631578947367,0.25,0.2727272727272727,1.0,,,,,0.8333333333333334,0.6,,,,0.6153846153846154,0.4375,,,0.49122807017543857,,0.4640333333333334,0.5387454545454545,0.4855884615384615,0.03389830508474576,0.03389830508474576,0.32653061224489793,0.42857142857142855,6.380701754385966,,0.4884910485933504,6.0,2.0,12.0,,4.0,,,0.08333333333333333,,0.14814814814814814,0.07894736842105263,0.14285714285714285,0.35294117647058826,0.4,1.0,1.0,2.0,3.0,4.0,3.0,1.0,8.0,6.0,1.0,1.0,8.0,4.0,2.0,1.0,0.047619047619047616,0.05263157894736842,0.5,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
101261,1610612762,Andre Owens,Andre Owens,101261,UTA,2175.0,36,-9,67,67,43,43,17,134,1.0,6.0,,,1.0,6.0,,3.0,5.0,,1.0,,,,1.0,4,11,,2.0,4.0,12,70,2.0,3.0,,,6.0,3,9,,2.0,3.0,9,4.0,4,,,1.0,,3.0,1,1.0,2,1.0,,,1.0,5,,2.0,,2,2,2.0,4,,,,1.0,1.0,3.0,,,4.0,3.0,1.0,6.0,3,,6.0,,3.0,9,43,3.0,0.5,0.5,,,,,,0.36363636363636365,0.6666666666666666,0.3333333333333333,0.3076923076923077,0.6666666666666666,0.2727272727272727,0.375,0.75,0.34615384615384615,0.15384615384615385,0.2727272727272727,0.5,,23.25581395348837,0.25,0.08333333333333333,0.05405405405405406,,,0.06896551724137931,0.046511627906976744,0.07142857142857142,,0.14285714285714285,,0.125,,,0.46153846153846156,0.16666666666666666,0.3333333333333333,,,0.38461538461538464,0.6,0.6,0.6666666666666666,0.07692307692307693,,,,,,,,,0.5454545454545454,0.16666666666666666,0.09090909090909091,,0.6153846153846154,,0.4461538461538461,0.3580666666666666,0.4633636363636363,0.1875,0.21428571428571427,0.5,0.75,8.354545454545455,23.75,0.6417910447761194,,2.0,,1.0,,,0.5,,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,0.07692307692307693,0.09090909090909091,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,4221.0,70,-16,127,130,55,47,16,257,8.0,11.0,2.0,2.0,1.0,1.0,4.0,3.0,9.0,,4.0,,1.0,,1.0,13,24,,4.0,1.0,27,146,3.0,4.0,,1.0,6.0,4,7,,1.0,1.0,9,8.0,18,,,3.0,,3.0,8,1.0,9,1.0,6.0,,2.0,19,,2.0,1.0,7,9,2.0,11,2.0,,2.0,2.0,2.0,3.0,,,5.0,3.0,,2.0,8,1.0,7.0,,5.0,9,55,,0.3076923076923077,0.3333333333333333,,,,,,0.5416666666666666,0.75,0.5714285714285714,0.4642857142857143,0.6,0.5,0.45,0.6,0.45,0.14285714285714285,0.125,0.18181818181818182,0.25,24.475524475524477,0.4,0.16279069767441862,0.046511627906976744,0.058823529411764705,,0.13333333333333333,0.04081632653061224,0.05,,,0.2,0.2857142857142857,0.07692307692307693,,0.39285714285714285,0.7272727272727273,0.8888888888888888,0.25,0.14285714285714285,0.32142857142857145,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14285714285714285,,,,0.4,1.0,0.2,,,0.125,1.0,0.125,,0.5357142857142857,,0.4827944444444445,0.47235999999999995,0.4389875,0.16666666666666666,0.19230769230769232,0.2222222222222222,0.3333333333333333,8.0625,29.650000000000002,0.4330708661417323,2.0,,2.0,,,,,,,0.06666666666666667,,,0.5,0.6666666666666666,,1.0,1.0,,2.0,,,8.0,4.0,1.0,3.0,8.0,3.0,,,0.2,,0.375,0.5,,,,,,,1.0,3.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2743,1610612762,Kris Humphries,Kris Humphries,2743,UTA,4995.0,83,-30,154,154,65,63,29,308,4.0,7.0,1.0,2.0,2.0,3.0,14.0,3.0,9.0,,,,,,,12,30,,,6.0,30,154,3.0,8.0,,,6.0,5,12,,,3.0,13,14.0,10,,,,,3.0,1,,1,,1.0,,,2,2.0,4.0,4.0,8,17,6.0,23,5.0,5.0,,4.0,3.0,,1.0,,4.0,2.0,5.0,9.0,7,,9.0,,3.0,13,65,,0.5833333333333334,0.6363636363636364,,,,,,0.4,0.375,0.4166666666666667,0.4,0.375,0.4166666666666667,0.4411764705882353,0.375,0.43333333333333335,,0.1,0.14285714285714285,0.14285714285714285,20.105820105820108,1.0,0.13793103448275862,0.04819277108433735,0.25,0.2222222222222222,0.16216216216216217,0.06521739130434782,,0.14285714285714285,0.058823529411764705,0.14285714285714285,0.2,0.25,0.25,0.23333333333333334,0.5714285714285714,0.6666666666666666,1.0,0.4666666666666667,0.3,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,0.25,0.5,,,,0.25,0.6666666666666666,,,0.23333333333333334,,0.4242333333333334,0.43584999999999996,0.42570833333333336,0.09375,0.09375,0.2,0.43333333333333335,9.526666666666667,,0.42207792207792205,5.0,,2.0,,,,,,,0.12,0.041666666666666664,,0.35714285714285715,0.4166666666666667,,5.0,,,,,2.0,6.0,5.0,,1.0,6.0,3.0,,2.0,0.8333333333333334,,0.5,0.2,,,,1.0,,,,1.0,0.5,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,
1921,1610612762,Gordan Giricek,Gordan Giricek,1921,UTA,3618.0,60,-19,116,113,79,78,21,229,3.0,4.0,,1.0,2.0,2.0,1.0,5.0,17.0,,1.0,,1.0,,1.0,8,22,,1.0,5.0,21,129,,3.0,,1.0,,5,12,,1.0,1.0,11,14.0,2,,,1.0,,1.0,3,,3,,3.0,,,6,1.0,1.0,3.0,3,7,2.0,9,1.0,1.0,,2.0,,1.0,2.0,,3.0,1.0,1.0,5.0,5,1.0,6.0,,3.0,11,79,3.0,0.875,0.875,,,,,,0.36363636363636365,,0.4166666666666667,0.34782608695652173,,0.38461538461538464,0.40384615384615385,,0.39285714285714285,0.043478260869565216,0.045454545454545456,,,20.567375886524825,0.6666666666666666,0.09090909090909091,0.02,0.21428571428571427,0.2,0.1276595744680851,0.03636363636363636,0.038461538461538464,0.2,0.16666666666666666,,0.08333333333333333,0.2,0.25,0.17391304347826086,0.75,0.75,1.0,0.043478260869565216,0.7391304347826086,0.29411764705882354,0.3125,0.8,0.043478260869565216,,,,0.25,,0.25,,,0.15384615384615385,1.0,0.07692307692307693,,0.21739130434782608,,0.44420217391304356,0.47926250000000004,0.42136538461538464,0.11538461538461539,0.12,,0.5238095238095238,15.881818181818181,25.2,0.6810344827586207,,,,,,,,0.058823529411764705,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,0.1,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,578.0,10,11,20,20,8,10,1,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1,2,,,,2,11,1.0,1.0,,,2.0,1,2,,,,2,,2,,,,,,2,,2,,1.0,,1.0,4,,,,2,2,1.0,3,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,1,1.0,,,,2,8,,,,,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,,,,,14.285714285714286,1.0,0.2222222222222222,,,,0.16666666666666666,,,,,,0.3333333333333333,,,0.5,1.0,1.0,,0.5,,,,,,,,,1.0,1.0,,,,0.5,1.0,,,0.5,,0.3933,0.4054,0.3933,,,1.0,1.0,3.55,,0.4,,,2.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1960,1610612762,Milt Palacio,Milt Palacio,1960,UTA,6381.0,106,-29,191,194,103,98,32,385,11.0,18.0,,,7.0,10.0,1.0,6.0,12.0,,1.0,,,,1.0,17,31,,2.0,4.0,38,208,,1.0,,,,8,15,,1.0,3.0,19,22.0,12,,,1.0,,4.0,13,2.0,15,1.0,8.0,,5.0,32,,1.0,3.0,5,8,1.0,9,3.0,2.0,1.0,10.0,4.0,3.0,6.0,,13.0,6.0,4.0,8.0,11,,8.0,,1.0,19,103,2.0,0.6470588235294118,0.6470588235294118,,,,,,0.5483870967741935,,0.5333333333333333,0.5151515151515151,,0.5,0.5135135135135135,,0.5,0.06060606060606061,0.12903225806451613,0.2222222222222222,,22.026431718061673,0.7692307692307693,0.08196721311475409,0.01282051282051282,0.11538461538461539,,0.09195402298850575,0.011627906976744186,,,0.10526315789473684,0.05,0.09090909090909091,0.11764705882352941,0.1111111111111111,0.5454545454545454,0.6111111111111112,0.7857142857142857,0.5454545454545454,0.030303030303030304,0.36363636363636365,0.5,0.5,0.8333333333333334,0.030303030303030304,,,,,,,,,0.625,0.7,0.0625,,0.6060606060606061,,0.5100560606060606,,0.515521875,0.029411764705882353,0.03125,,0.5,7.477419354838709,24.05,0.5392670157068062,,,,,,,,,,,0.045454545454545456,,,,,,1.0,1.0,1.0,,3.0,1.0,,,1.0,1.0,,,3.0,,,,,1.0,,1.0,1.0,0.030303030303030304,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,2180.0,36,-5,66,64,24,21,8,130,,,,,,,,1.0,1.0,,,,,,,1,1,,,4.0,6,58,,,,,2.0,1,1,,,,2,,2,,,,,,2,,2,,,1.0,1.0,4,,,1.0,2,3,,3,,,,,,,,,,,,3.0,6,1.0,4.0,,2.0,2,24,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,4.054054054054054,,0.09090909090909091,,0.14285714285714285,,0.10344827586206896,,,,,0.25,,0.25,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.3353,,0.3353,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,15.3,,0.36363636363636365,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
