EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Steals,BadPassSteals,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PtsUnassisted3s,3pt And 1 Free Throw Trips,DefensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,Clear Path Fouls,Corner3PctBlocked
101185,1610612742,Rawle Marshall,Rawle Marshall,101185,DAL,428.0,7,-19,12,15,6,8.0,2,27,1.0,2.0,1.0,1.0,2,2.0,4.0,27,1,2.0,2.0,2.0,1.0,1.0,2.0,1,2.0,1.0,2.0,6,1.0,1.0,0.5,0.5,0.6666666666666666,0.5,20.0,1.0,0.5,0.5,1.0,1.0,1.0,0.48740000000000006,0.3189,0.3333333333333333,0.3333333333333333,0.5,2.45,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1496,1610612742,Keith Van Horn,Keith Van Horn,1496,DAL,65362.0,1089,95,2038,2021,740,794.0,276,4059,62.0,112.0,31.0,114.0,251,94.0,472.0,2147,79,42.0,149.0,136.0,31.0,22.0,121.0,82,113.0,42.0,149.0,740,0.5964912280701754,0.7083333333333334,0.4541832669322709,0.4883720930232558,0.5340136054421769,0.49666666666666665,21.676545300592718,0.28940568475452194,0.5535714285714286,0.6526315789473685,0.5806451612903226,0.25,0.6408268733850129,0.5048268831168832,0.4945157258064516,0.10046728971962617,0.14432989690721648,0.3156779661016949,7.7199203187251015,0.3631010794896958,18.0,35.0,16.0,26.0,65.0,26.0,74.0,17.0,36.0,2.0,2.0,5.0,12.0,33.0,100.0,5.0,11.0,10.0,33.0,50.0,136.0,25.0,50.0,7.0,13.0,10.0,81.0,31.0,15.0,45.0,92.0,150.0,36.0,2.0,98.0,33.0,24.0,26.0,11.0,37.0,7.0,4.0,7.0,7.0,12.0,85.0,7.0,44.0,3.0,23.0,95.0,20.0,138.0,54.0,192.0,6.0,9.0,32.0,2.0,19.0,39.0,1.0,13.0,4.0,9.0,71.0,7.0,26.0,49.0,5.0,16.0,8.0,13.0,2.0,2.0,1.0,13.0,11.0,5.0,2.0,4.0,11.0,5.0,1.0,2.0,2.0,23.0,11.0,1.0,0.36764705882352944,0.5384615384615384,0.3333333333333333,0.373134328358209,0.5,0.3924050632911392,0.5634920634920635,0.4314516129032258,0.5785714285714286,0.35142118863049093,0.09561752988047809,0.15178571428571427,0.09230769230769231,0.013513513513513514,0.4507042253521127,0.22988505747126436,0.0410958904109589,0.1270053475935829,0.06179775280898876,0.12365591397849462,0.03271028037383177,0.12633832976445397,0.0550755939524838,0.08032128514056225,0.06190476190476191,0.043478260869565216,0.018292682926829267,0.08,0.09126984126984126,0.14204545454545456,0.146875,0.14705882352941177,0.06,0.03125,0.45454545454545453,0.16795865633074936,0.4,0.4406779661016949,0.46153846153846156,0.19121447028423771,0.35135135135135137,0.3561643835616438,0.7692307692307693,0.09302325581395349,0.4722222222222222,0.4722222222222222,1.0,0.25839793281653745,0.33,0.33,1.0,0.5555555555555556,0.5142857142857142,0.1111111111111111,0.031746031746031744,1.0,1.0,0.1746031746031746,0.45454545454545453,1.0,0.5161290322580645,0.0967741935483871,0.4166666666666667,0.2661290322580645,0.30303030303030304,0.336734693877551,0.5216028301886793,0.0072992700729927005,0.1716101694915254,24.904411764705877,,,,,,,,,,True,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,33425.0,557,131,1045,1030,403,392.0,135,2075,19.0,34.0,14.0,93.0,187,99.0,360.0,1114,67,57.0,160.0,80.0,10.0,4.0,42.0,87,109.0,31.0,160.0,403,0.43010752688172044,0.4444444444444444,0.49732620320855614,0.5304878048780488,0.6017241379310345,0.6422764227642277,26.148705096073517,0.13821138211382114,0.5588235294117647,0.6333333333333333,0.2631578947368421,0.14736842105263157,0.3780487804878049,0.4319267346938775,0.40796755319148925,0.12727272727272726,0.14553990610328638,0.4444444444444444,12.654545454545453,0.38564593301435407,5.0,7.0,8.0,16.0,35.0,58.0,118.0,3.0,6.0,,,1.0,2.0,22.0,53.0,3.0,5.0,10.0,26.0,25.0,59.0,15.0,26.0,3.0,5.0,6.0,45.0,35.0,11.0,28.0,106.0,69.0,6.0,1.0,52.0,22.0,10.0,31.0,11.0,42.0,9.0,2.0,18.0,7.0,6.0,95.0,7.0,8.0,2.0,18.0,76.0,15.0,109.0,17.0,126.0,1.0,6.0,14.0,2.0,7.0,9.0,1.0,7.0,,1.0,23.0,4.0,8.0,25.0,,5.0,5.0,4.0,5.0,12.0,4.0,15.0,16.0,14.0,1.0,1.0,16.0,9.0,,,,7.0,15.0,0.92,0.423728813559322,0.6,0.39285714285714285,0.43103448275862066,0.5769230769230769,0.5223880597014925,0.6290322580645161,0.5421052631578948,0.6617647058823529,0.23983739837398374,0.053475935828877004,0.11764705882352941,0.08571428571428572,0.025423728813559324,0.6086956521739131,0.28846153846153844,0.058823529411764705,0.20708446866485014,0.023809523809523808,0.16666666666666666,0.05982905982905983,0.19789473684210526,0.033112582781456956,0.027522935779816515,0.020618556701030927,0.023076923076923078,0.07446808510638298,,0.15447154471544716,0.2087912087912088,0.24836601307189543,0.19230769230769232,0.1,0.008928571428571428,0.5625,0.14227642276422764,0.45714285714285713,0.5,0.4375,0.4796747967479675,0.4915254237288136,0.5043478260869565,0.4827586206896552,0.024390243902439025,0.5,0.5,1.0,0.21544715447154472,0.41509433962264153,0.41509433962264153,0.9090909090909091,0.22580645161290322,0.7142857142857143,0.2,,,,0.16129032258064516,0.6,1.0,0.5714285714285714,0.021052631578947368,0.5,0.2736842105263158,0.38461538461538464,0.4230769230769231,0.44539200000000007,0.06451612903225806,0.125,26.46610169491525,6.0,1.0,,,,,,,,True,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,34531.0,576,84,1093,1066,356,386.0,147,2159,24.0,46.0,22.0,86.0,155,35.0,339.0,1154,51,19.0,116.0,66.0,25.0,14.0,35.0,40,47.0,18.0,116.0,356,0.38372093023255816,0.38823529411764707,0.5548387096774193,0.59375,0.6097122302158273,0.5918367346938775,24.072612470402525,0.1796875,0.5217391304347826,0.6,0.20833333333333334,0.25287356321839083,0.57421875,0.4801992063492063,0.47645059523809535,0.0661764705882353,0.10526315789473684,0.3421828908554572,10.616129032258067,0.32570905763952424,3.0,6.0,10.0,20.0,37.0,42.0,72.0,6.0,12.0,1.0,1.0,3.0,5.0,38.0,89.0,4.0,8.0,12.0,31.0,44.0,101.0,7.0,11.0,5.0,9.0,2.0,31.0,26.0,15.0,36.0,106.0,96.0,2.0,4.0,85.0,38.0,7.0,48.0,17.0,65.0,10.0,7.0,20.0,8.0,20.0,147.0,2.0,6.0,,6.0,18.0,1.0,25.0,8.0,33.0,2.0,11.0,18.0,1.0,13.0,9.0,2.0,5.0,,2.0,27.0,2.0,8.0,17.0,,1.0,,6.0,2.0,1.0,,6.0,9.0,7.0,1.0,1.0,9.0,5.0,,,2.0,8.0,6.0,0.7272727272727273,0.43564356435643564,0.5555555555555556,0.4166666666666667,0.4536082474226804,0.6363636363636364,0.5098039215686274,0.725,0.5574712643678161,0.7380952380952381,0.39453125,0.04516129032258064,0.13043478260869565,0.02702702702702703,,0.6666666666666666,0.022222222222222223,,0.04556962025316456,0.01634877384196185,0.061224489795918366,0.014925373134328358,0.0486815415821501,0.015968063872255488,0.00819672131147541,0.009259259259259259,0.029197080291970802,0.01904761904761905,,0.04195804195804196,0.043478260869565216,0.05,0.0821917808219178,,0.017857142857142856,0.5555555555555556,0.14453125,0.5405405405405406,0.5555555555555556,0.2,0.28125,0.5833333333333334,0.5833333333333334,0.5714285714285714,0.046875,0.5,0.5,1.0,0.34765625,0.42696629213483145,0.42696629213483145,0.6842105263157895,0.3,0.5,,0.05,1.0,1.0,0.4,0.5,1.0,0.45454545454545453,0.05747126436781609,0.6,0.3563218390804598,0.3870967741935484,0.4470588235294118,0.48662000000000005,,0.09144542772861357,26.010891089108902,36.0,,,,,,,,,True,,
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,26983.0,450,61,835,826,238,276.0,119,1661,25.0,51.0,16.0,32.0,68,32.0,96.0,876,20,9.0,29.0,24.0,4.0,2.0,51.0,49,57.0,28.0,29.0,238,0.375,0.631578947368421,0.47058823529411764,0.47058823529411764,0.5161290322580645,0.5,11.890243902439025,0.75,0.49019607843137253,0.6578947368421053,0.4,0.8,0.75,0.5099720588235295,0.5249249999999999,0.3146067415730337,0.3146067415730337,0.3020833333333333,1.8852941176470586,0.28502994011976046,14.0,30.0,9.0,7.0,16.0,,1.0,,,,,,,,,,,,,,,16.0,35.0,,,15.0,47.0,10.0,,,40.0,,26.0,,,,15.0,9.0,7.0,16.0,5.0,2.0,3.0,2.0,4.0,39.0,13.0,56.0,1.0,15.0,61.0,11.0,87.0,70.0,157.0,2.0,2.0,7.0,1.0,5.0,17.0,1.0,2.0,,2.0,24.0,5.0,2.0,33.0,3.0,5.0,6.0,3.0,7.0,,,4.0,26.0,17.0,2.0,7.0,26.0,16.0,1.0,4.0,,3.0,4.0,,,,,,0.45714285714285713,0.5,0.45714285714285713,0.5,0.4895833333333333,,0.22058823529411764,0.2549019607843137,0.125,,0.2916666666666667,0.3142857142857143,0.038461538461538464,0.1918238993710692,0.1830065359477124,0.21739130434782608,0.1511627906976744,0.19638242894056848,0.1760204081632653,0.17757009345794392,0.1935483870967742,0.1792452830188679,0.12903225806451613,0.20833333333333334,0.1743119266055046,0.22093023255813954,0.18699186991869918,0.1836734693877551,0.3,0.1,0.6153846153846154,0.23529411764705882,0.4375,0.5,0.2857142857142857,0.014705882352941176,,,,,,,,,,,,0.8571428571428571,0.4666666666666667,0.07142857142857142,,,,,,,0.5625,,,,,,0.5404656250000001,,0.4895833333333333,,,,1.0,,,,,,,True,,
2205,1610612742,DeSagana Diop,DeSagana Diop,2205,DAL,20858.0,348,-23,628,636,227,278.0,84,1264,17.0,27.0,4.0,18.0,42,7.0,43.0,679,11,5.0,11.0,14.0,5.0,4.0,69.0,13,19.0,8.0,11.0,227,0.3888888888888889,0.875,0.42857142857142855,0.42857142857142855,0.4215686274509804,0.34375,8.701657458563536,0.6428571428571429,0.6296296296296297,0.7083333333333334,0.35294117647058826,0.36363636363636365,0.6428571428571429,0.4897214285714287,0.4280545454545454,0.16326530612244897,0.16326530612244897,0.2558139534883721,4.147619047619048,0.3614649681528662,11.0,16.0,2.0,1.0,10.0,,5.0,,,,,,,,,,,,,,,11.0,17.0,,,,22.0,3.0,,,22.0,,20.0,,,,3.0,6.0,1.0,7.0,,1.0,2.0,,4.0,15.0,5.0,30.0,1.0,14.0,38.0,5.0,57.0,36.0,93.0,1.0,1.0,3.0,1.0,2.0,9.0,,1.0,,1.0,12.0,2.0,3.0,52.0,4.0,4.0,1.0,2.0,1.0,,,2.0,34.0,26.0,1.0,7.0,34.0,20.0,1.0,1.0,3.0,3.0,2.0,,,,,,0.6470588235294118,0.2727272727272727,0.6470588235294118,0.2727272727272727,0.6470588235294118,,0.07142857142857142,0.1111111111111111,,,0.25,0.20833333333333334,0.041666666666666664,0.16101694915254236,0.1282051282051282,0.21875,0.09090909090909091,0.17333333333333334,0.12110726643598616,0.2028985507246377,0.10666666666666667,0.08888888888888889,0.046511627906976744,0.25,0.1511627906976744,0.1590909090909091,0.16981132075471697,0.19148936170212766,0.29411764705882354,0.047619047619047616,0.5882352941176471,0.23809523809523808,0.1,0.1,1.0,0.11904761904761904,,,,,,,,,,,,0.9411764705882353,0.6875,0.09090909090909091,,,,,,,0.5,,,,,,0.5398375,,0.5116279069767442,,,,2.0,,,,,,,True,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,33603.0,560,63,1057,1041,424,441.0,134,2098,55.0,105.0,33.0,86.0,179,87.0,262.0,1081,58,52.0,99.0,64.0,23.0,15.0,62.0,100,119.0,47.0,99.0,424,0.37209302325581395,0.38095238095238093,0.48044692737430167,0.4654255319148936,0.5481171548117155,0.5103092783505154,22.87365813377374,0.5585106382978723,0.5238095238095238,0.6179775280898876,0.3090909090909091,0.515625,0.6063829787234043,0.5056273224043716,0.48422711864406776,0.2146118721461187,0.22380952380952382,0.37786259541984735,5.666480446927373,0.4011352885525071,5.0,7.0,15.0,14.0,39.0,17.0,35.0,,1.0,,,,,1.0,8.0,,1.0,1.0,6.0,1.0,9.0,7.0,14.0,,1.0,7.0,21.0,22.0,1.0,6.0,108.0,,4.0,5.0,3.0,1.0,19.0,52.0,30.0,82.0,18.0,12.0,19.0,9.0,24.0,194.0,1.0,6.0,,10.0,31.0,3.0,44.0,7.0,51.0,2.0,8.0,22.0,1.0,17.0,16.0,1.0,5.0,2.0,3.0,38.0,,18.0,26.0,1.0,8.0,3.0,11.0,16.0,,,20.0,8.0,3.0,2.0,3.0,12.0,8.0,,,,11.0,19.0,,0.1111111111111111,,0.16666666666666666,0.25,0.5,0.3793103448275862,0.4666666666666667,0.3671875,0.5526315789473685,0.047872340425531915,0.10614525139664804,0.1523809523809524,0.05128205128205128,0.02857142857142857,0.5789473684210527,0.06976744186046512,,0.08115183246073299,0.016,0.10309278350515463,0.011627906976744186,0.08559498956158663,0.015184381778741865,0.021897810218978103,0.025210084033613446,,,0.045454545454545456,0.104,0.054945054945054944,0.0783132530120482,0.1038961038961039,0.1,0.02631578947368421,0.6666666666666666,0.2074468085106383,0.358974358974359,0.3783783783783784,0.14285714285714285,0.18617021276595744,0.4857142857142857,0.5,0.7647058823529411,0.005319148936170213,,,,0.0425531914893617,0.125,0.125,,0.4666666666666667,0.7142857142857143,0.4,,,,0.06666666666666667,,,0.45454545454545453,,,0.09375,0.16666666666666666,0.3333333333333333,0.4876346153846154,,0.08015267175572519,41.53333333333333,3.0,,,4.0,2.0,2.0,,,,True,,
353,1610612742,Darrell Armstrong,Darrell Armstrong,353,DAL,11380.0,190,15,344,353,145,138.0,59,697,6.0,10.0,3.0,7.0,27,5.0,25.0,371,8,5.0,10.0,2.0,5.0,4.0,20.0,20,6.0,,10.0,145,0.14285714285714285,0.16666666666666666,0.25925925925925924,0.24390243902439024,0.2840909090909091,0.25,14.563106796116504,0.24390243902439024,0.6,0.6,,0.17647058823529413,0.5853658536585366,0.4815925000000001,0.46062499999999995,,,0.4,11.144444444444442,0.42151162790697677,1.0,1.0,1.0,,1.0,1.0,16.0,1.0,3.0,,,1.0,2.0,1.0,11.0,,1.0,,7.0,2.0,14.0,1.0,1.0,,1.0,,2.0,1.0,1.0,9.0,12.0,3.0,2.0,1.0,10.0,1.0,1.0,21.0,11.0,32.0,7.0,4.0,6.0,7.0,8.0,75.0,2.0,3.0,1.0,4.0,18.0,1.0,23.0,6.0,29.0,2.0,1.0,9.0,3.0,8.0,7.0,,1.0,,3.0,16.0,,7.0,3.0,1.0,,1.0,10.0,,,,3.0,1.0,1.0,,,1.0,1.0,,,,3.0,3.0,0.5,0.14285714285714285,,0.1111111111111111,0.15384615384615385,1.0,0.125,0.5,0.14705882352941177,0.5,0.34146341463414637,0.037037037037037035,,,0.0625,0.5625,0.05555555555555555,0.08333333333333333,0.144,0.02654867256637168,0.12903225806451613,0.041666666666666664,0.14102564102564102,0.031055900621118012,,0.045454545454545456,0.03773584905660377,0.02702702702702703,0.09090909090909091,0.15384615384615385,0.09375,0.16666666666666666,0.23076923076923078,0.05555555555555555,0.06896551724137931,1.0,0.024390243902439025,,,,0.3902439024390244,0.0625,0.06666666666666667,1.0,0.07317073170731707,0.3333333333333333,0.3333333333333333,1.0,0.2682926829268293,0.09090909090909091,0.09090909090909091,,0.5,1.0,,,,,0.5,,,0.3333333333333333,0.11764705882352941,0.5,0.4117647058823529,,0.1,,,0.08,27.900000000000006,3.0,,,,,,,,,True,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,25889.0,431,30,813,806,310,363.0,111,1619,32.0,52.0,12.0,66.0,136,45.0,195.0,870,37,22.0,62.0,50.0,11.0,7.0,44.0,52,57.0,30.0,62.0,310,0.3787878787878788,0.4032258064516129,0.4852941176470588,0.5067567567567568,0.5668604651162791,0.5535714285714286,19.659936238044633,0.35135135135135137,0.6153846153846154,0.7111111111111111,0.34375,0.2857142857142857,0.43243243243243246,0.47275979729729734,0.4457869047619048,0.17751479289940827,0.1910828025477707,0.31794871794871793,7.2823529411764705,0.3813038130381304,7.0,10.0,8.0,27.0,55.0,7.0,29.0,1.0,4.0,,,,1.0,5.0,8.0,1.0,1.0,2.0,4.0,6.0,12.0,12.0,21.0,1.0,1.0,2.0,29.0,17.0,2.0,5.0,82.0,18.0,8.0,,8.0,5.0,11.0,20.0,4.0,24.0,3.0,1.0,6.0,,14.0,52.0,4.0,16.0,2.0,7.0,45.0,4.0,56.0,22.0,78.0,4.0,4.0,5.0,1.0,3.0,8.0,1.0,2.0,,1.0,13.0,1.0,5.0,20.0,3.0,4.0,2.0,6.0,9.0,,,3.0,7.0,6.0,1.0,,7.0,5.0,,,,5.0,1.0,1.0,0.5,1.0,0.4,0.5,0.5714285714285714,0.4594594594594595,0.6136363636363636,0.47619047619047616,0.6304347826086957,0.08108108108108109,0.08088235294117647,0.1346153846153846,0.05454545454545454,0.034482758620689655,0.38461538461538464,0.1,0.06060606060606061,0.156794425087108,0.05442176870748299,0.09859154929577464,0.056338028169014086,0.1452513966480447,0.0547945205479452,0.0603448275862069,0.037037037037037035,0.061855670103092786,0.07407407407407407,,0.13978494623655913,0.12121212121212122,0.1875,0.10526315789473684,0.07142857142857142,0.06451612903225806,0.7142857142857143,0.3716216216216216,0.4909090909090909,0.5192307692307693,0.3333333333333333,0.19594594594594594,0.2413793103448276,0.25,0.7142857142857143,0.02702702702702703,0.25,0.25,1.0,0.05405405405405406,0.625,0.625,1.0,0.45454545454545453,0.7,0.2857142857142857,,,,0.045454545454545456,1.0,1.0,0.6666666666666666,0.023809523809523808,,0.09523809523809523,0.5,0.625,0.4747055555555556,,0.14871794871794872,24.275000000000002,,,,,,,,,,True,,
2605,1610612742,Marquis Daniels,Marquis Daniels,2605,DAL,30157.0,503,3,935,936,348,388.0,130,1871,31.0,60.0,16.0,62.0,139,52.0,179.0,986,40,22.0,59.0,40.0,20.0,17.0,37.0,46,66.0,28.0,59.0,348,0.3225806451612903,0.36363636363636365,0.4460431654676259,0.4379310344827586,0.5114285714285715,0.5086206896551724,19.152854511970535,0.41379310344827586,0.5166666666666667,0.6078431372549019,0.1935483870967742,0.35555555555555557,0.45517241379310347,0.4682506896551725,0.45942888888888894,0.17159763313609466,0.1728395061728395,0.329608938547486,6.609352517985612,0.37219251336898396,10.0,16.0,10.0,20.0,53.0,11.0,26.0,,1.0,,,,1.0,1.0,5.0,,,1.0,4.0,1.0,6.0,12.0,20.0,,,11.0,35.0,17.0,1.0,5.0,84.0,3.0,14.0,,5.0,1.0,12.0,20.0,13.0,33.0,12.0,1.0,10.0,3.0,7.0,79.0,11.0,16.0,1.0,10.0,28.0,1.0,39.0,28.0,67.0,6.0,3.0,18.0,1.0,10.0,15.0,2.0,8.0,3.0,3.0,33.0,1.0,10.0,17.0,2.0,3.0,,2.0,5.0,,1.0,6.0,3.0,,,3.0,3.0,1.0,,1.0,,9.0,6.0,1.0,0.16666666666666666,,0.2,0.16666666666666666,0.6,0.425,0.6,0.4111111111111111,0.6481481481481481,0.041379310344827586,0.08633093525179857,0.15,0.05660377358490566,,0.5454545454545454,0.025,0.02631578947368421,0.07756232686980609,0.048484848484848485,0.10869565217391304,0.10891089108910891,0.08388520971302428,0.06264501160092807,0.05084745762711865,0.04807692307692308,0.046296296296296294,0.1111111111111111,0.1,0.032520325203252036,0.11363636363636363,0.09333333333333334,0.08955223880597014,0.16,0.09230769230769231,0.3333333333333333,0.36551724137931035,0.37735849056603776,0.4,0.25,0.1793103448275862,0.4230769230769231,0.4230769230769231,0.8181818181818182,0.006896551724137931,,,,0.034482758620689655,0.2,0.2,1.0,0.8,0.625,,,,,,,,0.625,0.022222222222222223,,0.08888888888888889,0.25,0.2,0.5530333333333333,0.14285714285714285,0.19553072625698323,25.766666666666666,,,,,,,,,,True,,
