EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFtPoints,PtsUnassisted2s,OffTwoPtRebounds,FTDefRebounds,LostBallTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,SecondChanceTurnovers,Offensive Fouls,Technical Free Throw Trips,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimFGM,Fg2aBlocked,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,FG2APctBlocked,AtRimPctBlocked,OffCorner3ReboundPct,PenaltyAtRimAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Travels,Loose Ball Fouls,ShortMidRangePctBlocked,BlockedShortMidRange,on,OffensiveGoaltends,LongMidRangePctBlocked,Clear Path Fouls,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
101143,1610612753,Travis Diener,Travis Diener,101143,ORL,14755.0,246,-56.0,480,476,192,174,63,956,4.0,12.0,8.0,13.0,1.0,5.0,7.0,17.0,44.0,2.0,4.0,8.0,20.0,4,12,25.0,57.0,5.0,88,536,1.0,1.0,2.0,5.0,8.0,1.0,2.0,13.0,27.0,5.0,46.0,8.0,60.0,15.0,1.0,43.0,17.0,12.0,4.0,16.0,4.0,8.0,4.0,36.0,2.0,2.0,5.0,12.0,17.0,4.0,21.0,2.0,7.0,4.0,3.0,4.0,4.0,4.0,6.0,2.0,10.0,5.0,7.0,22,10,3.0,6.0,3.0,46.0,192,8.0,3.0,1.0,1.0,0.8,0.43859649122807015,0.4,0.48148148148148145,0.44642857142857145,0.3333333333333333,1.0,0.5,0.6014492753623188,0.6666666666666666,0.7068965517241379,0.6111111111111112,0.6666666666666666,0.71875,0.8260869565217391,14.774774774774775,0.4,0.06896551724137931,0.0851063829787234,0.09090909090909091,0.03636363636363636,0.08673469387755102,0.008733624454148471,0.0425531914893617,0.11538461538461539,0.09375,0.11764705882352941,0.047619047619047616,0.05128205128205128,0.17391304347826086,0.3333333333333333,0.3333333333333333,1.0,0.18840579710144928,0.6153846153846154,0.6153846153846154,1.0,0.6376811594202898,0.38636363636363635,0.38636363636363635,0.7058823529411765,0.16666666666666666,0.6666666666666666,0.5,1.0,0.2413793103448276,0.7142857142857143,0.6896551724137931,0.4,0.8260869565217391,0.3953488372093023,0.5007389705882354,0.49551666666666666,0.5037714285714286,0.09090909090909091,0.5227272727272727,19.95,25.37543859649122,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,3427.0,57,-13.0,113,113,36,40,16,226,3.0,7.0,,,,,,,,,,,,6,14,,,6.0,18,123,1.0,3.0,,,4.0,2.0,3.0,,,3.0,7.0,10.0,,,,,,,1.0,1.0,1.0,,,3.0,1.0,,2.0,5.0,9.0,3.0,12.0,,1.0,1.0,,2.0,,1.0,1.0,,3.0,,3.0,5,7,,11.0,2.0,7.0,36,,2.0,0.8333333333333334,0.8333333333333334,,,,,,0.42857142857142855,0.3333333333333333,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.6666666666666666,0.47368421052631576,0.5,0.7,,16.541353383458645,0.6666666666666666,,0.14285714285714285,0.1111111111111111,0.1,0.1320754716981132,0.06,0.125,0.06666666666666667,0.2,0.09090909090909091,0.14285714285714285,,0.5,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,,,,,,,,,,0.14285714285714285,,0.4163857142857143,0.4282,0.37453333333333333,0.2222222222222222,0.3888888888888889,11.542857142857144,,0.3185840707964602,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,5.0,4.0,1.0,5.0,4.0,1.0,1.0,0.3333333333333333,0.05,0.09090909090909091,0.09090909090909091,0.2,0.8,0.14285714285714285,1.0,1.0,1.0,0.35714285714285715,0.2,0.2,0.23529411764705882,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,8352.0,139,-6.0,258,251,85,65,35,509,5.0,10.0,1.0,2.0,,,,8.0,18.0,,,1.0,4.0,8,21,9.0,20.0,7.0,50,276,1.0,3.0,,,2.0,1.0,4.0,1.0,4.0,5.0,10.0,8.0,27.0,,,18.0,8.0,3.0,3.0,6.0,2.0,2.0,,15.0,,1.0,3.0,4.0,9.0,6.0,15.0,1.0,2.0,2.0,,3.0,1.0,2.0,3.0,,6.0,3.0,11.0,23,7,,9.0,2.0,10.0,85,2.0,2.0,0.5,0.5714285714285714,1.0,0.45,,0.25,0.45,0.38095238095238093,0.3333333333333333,0.25,0.524390243902439,0.3333333333333333,0.3125,0.5555555555555556,0.3333333333333333,0.45454545454545453,0.4878048780487805,17.114093959731544,0.5,0.058823529411764705,0.05405405405405406,0.10714285714285714,,0.06862745098039216,0.040983606557377046,,0.043478260869565216,0.05405405405405406,0.15384615384615385,0.06666666666666667,0.041666666666666664,0.24390243902439024,0.5,0.5,0.8,0.04878048780487805,0.5,0.5,1.0,0.43902439024390244,0.4444444444444444,0.4444444444444444,1.0,,,,,,,0.5,0.25,0.5853658536585366,0.4444444444444444,0.46109268292682937,0.4948666666666666,0.43803749999999997,0.04,0.2,12.666666666666666,25.479999999999997,0.32945736434108525,1.0,4.0,2.0,7.0,,8.0,5.0,2.0,1.0,1.0,,2.0,1.0,1.0,,1.0,,,,0.16666666666666666,0.056818181818181816,0.08571428571428572,0.05,0.07142857142857142,,0.0975609756097561,0.25,0.25,,0.17073170731707318,0.2857142857142857,0.2857142857142857,0.046511627906976744,0.08695652173913043,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.030303030303030304,0.6666666666666666,0.5,0.125,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1883,1610612753,Steve Francis,Steve Francis,1883,ORL,4156.0,69,5.0,138,134,63,54,17,272,1.0,5.0,1.0,1.0,,,,,2.0,,,,1.0,11,23,1.0,3.0,14.0,39,146,2.0,4.0,,,5.0,4.0,6.0,,1.0,8.0,16.0,2.0,3.0,,,2.0,,6.0,6.0,12.0,4.0,2.0,3.0,30.0,1.0,,1.0,5.0,7.0,4.0,11.0,1.0,5.0,,5.0,4.0,,3.0,3.0,,7.0,2.0,3.0,10,15,2.0,16.0,3.0,16.0,63,2.0,3.0,0.09090909090909091,0.1,1.0,0.3333333333333333,,,0.3333333333333333,0.4782608695652174,0.5,0.6666666666666666,0.4807692307692308,0.5,0.5714285714285714,0.5909090909090909,0.625,0.7272727272727273,0.11538461538461539,25.806451612903224,0.5714285714285714,,0.14705882352941177,0.05555555555555555,0.07692307692307693,0.11538461538461539,0.06896551724137931,,,0.23529411764705882,0.07142857142857142,,0.1,0.19230769230769232,0.2,0.2,,0.038461538461538464,1.0,1.0,1.0,0.07692307692307693,,,,,,,,,,0.14285714285714285,,0.7692307692307693,,0.5269711538461539,0.4918,0.5744499999999999,0.1282051282051282,0.41025641025641024,4.526086956521739,24.8,0.45652173913043476,10.0,17.0,,1.0,1.0,20.0,3.0,1.0,1.0,,2.0,6.0,,,,,,,,0.1111111111111111,0.06666666666666667,0.08333333333333333,,0.25,,0.6538461538461539,0.5882352941176471,0.7142857142857143,0.1,0.038461538461538464,,,0.2,0.2222222222222222,2.0,3.0,6.0,2.0,2.0,1.0,,2.0,,0.07142857142857142,0.75,0.6666666666666666,0.8571428571428571,4.0,3.0,1.0,1.0,0.13043478260869565,0.17647058823529413,0.3333333333333333,0.6666666666666666,,,,,,,True,,,,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,7502.0,125,-9.0,255,251,98,106,37,506,6.0,14.0,1.0,3.0,,1.0,1.0,3.0,8.0,,,2.0,4.0,20,43,4.0,11.0,21.0,73,276,5.0,8.0,,,12.0,8.0,13.0,3.0,5.0,11.0,36.0,16.0,12.0,,,8.0,3.0,2.0,4.0,6.0,2.0,1.0,1.0,16.0,1.0,,2.0,5.0,14.0,5.0,19.0,,2.0,2.0,,4.0,3.0,2.0,3.0,,7.0,1.0,5.0,10,20,2.0,25.0,4.0,36.0,98,4.0,4.0,0.4,0.4444444444444444,1.0,0.36363636363636365,,0.6,0.36363636363636365,0.46511627906976744,0.625,0.6153846153846154,0.48148148148148145,0.625,0.6944444444444444,0.5461538461538461,0.6666666666666666,0.75,0.2037037037037037,24.74226804123711,0.5714285714285714,,0.0684931506849315,0.06451612903225806,0.02857142857142857,0.0673076923076923,0.04424778761061947,0.03571428571428571,0.09090909090909091,0.027777777777777776,,0.14285714285714285,,0.25925925925925924,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.05555555555555555,0.3333333333333333,0.3333333333333333,1.0,0.14814814814814814,0.375,0.375,1.0,,,,,0.05555555555555555,1.0,0.2222222222222222,0.5,0.6666666666666666,0.375,0.4656175925925926,0.49768571428571434,0.4658305555555555,0.1643835616438356,0.4931506849315068,7.0302325581395335,25.427272727272726,0.3843137254901961,12.0,25.0,2.0,4.0,2.0,24.0,4.0,7.0,2.0,2.0,1.0,8.0,1.0,1.0,,1.0,1.0,,,0.4666666666666667,0.05128205128205128,0.058823529411764705,0.1111111111111111,0.13333333333333333,1.0,0.46296296296296297,0.48,0.5217391304347826,0.25,0.07407407407407407,0.5,0.5,0.13114754098360656,0.16,3.0,5.0,10.0,4.0,2.0,,,,2.0,0.02857142857142857,0.625,0.6,0.5555555555555556,6.0,2.0,,,0.046511627906976744,0.08,,0.6,0.5,0.3333333333333333,,,,,True,,,,,,,,,,,,,
2052,1610612753,DeShawn Stevenson,DeShawn Stevenson,2052,ORL,5726.0,95,-60.0,188,190,89,71,23,378,,10.0,,,,,,,1.0,,,,1.0,4,22,,1.0,6.0,14,241,,2.0,,,,2.0,10.0,,1.0,4.0,8.0,6.0,,,,1.0,,3.0,4.0,7.0,4.0,1.0,1.0,18.0,,,5.0,2.0,7.0,3.0,10.0,1.0,1.0,1.0,,2.0,,,2.0,,4.0,2.0,4.0,9,8,2.0,9.0,1.0,8.0,89,4.0,1.0,0.75,0.75,,,,,,0.18181818181818182,,0.2,0.17391304347826086,,0.18181818181818182,0.25925925925925924,,0.3076923076923077,0.043478260869565216,14.155251141552512,0.5,,0.04878048780487805,0.16666666666666666,,0.09859154929577464,0.031914893617021274,,,0.1,0.16666666666666666,0.16666666666666666,0.058823529411764705,0.43478260869565216,,,,,,,,0.043478260869565216,,,,,,,,,,0.09090909090909091,,0.5652173913043478,,0.4755913043478262,0.3793,0.4835090909090909,,0.5714285714285714,8.663636363636362,24.5,0.4734042553191489,4.0,12.0,,,,2.0,3.0,,2.0,,,3.0,2.0,2.0,,2.0,2.0,,,,0.041666666666666664,0.06896551724137931,,,1.0,0.5217391304347826,0.3333333333333333,0.4,0.75,,,,0.11538461538461539,0.12,,1.0,6.0,,,1.0,1.0,,1.0,0.037037037037037035,0.5,,0.5454545454545454,2.0,2.0,,,0.09090909090909091,0.16666666666666666,,0.3333333333333333,,,1.0,1.0,,,True,,,,,,,,,,,,,
278,1610612753,Stacey Augmon,Stacey Augmon,278,ORL,2808.0,47,13.0,86,86,39,28,9,172,,2.0,,,,,,,,,,,,3,12,,,8.0,14,75,1.0,2.0,,,2.0,2.0,8.0,,,8.0,12.0,2.0,,,,,,1.0,2.0,3.0,2.0,,1.0,8.0,,1.0,,4.0,4.0,3.0,7.0,1.0,,,,,,,,,,,,2,8,2.0,10.0,2.0,12.0,39,1.0,2.0,0.3333333333333333,0.5,,,,,,0.25,0.5,0.25,0.25,0.5,0.25,0.4117647058823529,0.3333333333333333,0.46153846153846156,,17.171717171717173,,0.14285714285714285,0.125,,,0.09523809523809523,0.04878048780487805,,0.2,0.11764705882352941,,,0.2,0.16666666666666666,,,,,,,,,,,,,,,,,,,,0.4166666666666667,,0.434325,0.5374,0.446475,0.14285714285714285,0.8571428571428571,6.0249999999999995,,0.45348837209302323,2.0,5.0,1.0,5.0,,4.0,2.0,,,,,3.0,1.0,1.0,,1.0,1.0,,,,0.05714285714285714,0.07142857142857142,0.1,,1.0,0.4166666666666667,0.4,1.0,0.5,0.4166666666666667,0.2,0.25,0.2,0.2,1.0,2.0,4.0,2.0,,,,,,,1.0,0.5,0.5,1.0,4.0,,,0.3333333333333333,0.6,,0.25,,,,,0.2,,True,,,,,,,,,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,3053.0,51,-16.0,99,104,32,22,11,203,4.0,8.0,1.0,1.0,,,,,3.0,,1.0,,2.0,7,19,1.0,4.0,7.0,24,110,,2.0,,1.0,2.0,1.0,3.0,,2.0,4.0,6.0,2.0,3.0,,,3.0,,2.0,,2.0,,1.0,1.0,4.0,,1.0,1.0,4.0,7.0,1.0,8.0,,1.0,1.0,,3.0,1.0,3.0,5.0,,8.0,2.0,,3,7,1.0,10.0,1.0,6.0,32,2.0,1.0,0.14285714285714285,0.14285714285714285,1.0,0.25,,,0.25,0.3684210526315789,,0.3333333333333333,0.3695652173913043,,0.2,0.42857142857142855,0.25,0.375,0.17391304347826086,32.14285714285714,0.375,0.125,0.10256410256410256,0.1,,0.10204081632653061,,,0.06666666666666667,0.15384615384615385,0.14285714285714285,,,0.34782608695652173,0.5,0.5,,0.043478260869565216,1.0,1.0,1.0,0.13043478260869565,,,,,0.3333333333333333,,,,,0.4,,0.5217391304347826,,0.46738913043478264,0.4224833333333333,0.42069999999999996,0.08333333333333333,0.25,9.489473684210527,24.4,0.32323232323232326,1.0,8.0,2.0,3.0,2.0,12.0,,2.0,,,,4.0,,,,,,,,0.5,,,,0.09090909090909091,,0.34782608695652173,0.125,0.14285714285714285,,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.14814814814814814,0.17391304347826086,,2.0,2.0,,,,1.0,1.0,,,0.6666666666666666,,0.4,,1.0,,,0.05263157894736842,0.125,,,0.5,,1.0,,,,True,,,,,,,,,,,,,
2242,1610612753,Terence Morris,Terence Morris,2242,ORL,3206.0,53,-16.0,99,103,44,28,14,202,2.0,8.0,,,,,,,1.0,,1.0,,,6,15,,1.0,2.0,14,120,2.0,3.0,,1.0,4.0,4.0,9.0,,,2.0,10.0,8.0,,,,1.0,,3.0,,3.0,,,2.0,6.0,,,,7.0,7.0,2.0,9.0,,2.0,2.0,,1.0,,1.0,1.0,,2.0,1.0,2.0,2,1,,2.0,1.0,10.0,44,,1.0,0.6666666666666666,0.8,,,,,,0.4,0.6666666666666666,0.4444444444444444,0.375,0.5,0.4444444444444444,0.4117647058823529,0.5,0.5,0.0625,16.10169491525424,0.5,,0.22580645161290322,,,0.17073170731707318,0.0392156862745098,,0.23076923076923078,0.16666666666666666,,,,0.5,0.25,0.25,1.0,,,,,0.0625,,,,,0.25,,,,,,,0.375,,0.452459375,0.5558500000000001,0.40146666666666664,0.2857142857142857,0.7142857142857143,11.16,25.6,0.4444444444444444,4.0,5.0,,2.0,,4.0,2.0,,,,,,2.0,1.0,1.0,2.0,1.0,,,,0.046511627906976744,0.06666666666666667,0.07692307692307693,0.3333333333333333,0.5,0.3125,0.8,0.8,0.5,0.125,,,,,1.0,2.0,2.0,2.0,,1.0,,,,,0.5,0.5,0.2222222222222222,2.0,,1.0,1.0,,,,1.0,,,,,,,True,,,,,,,,,,,,,
2306,1610612753,Carlos Arroyo,Carlos Arroyo,2306,ORL,688.0,11,,26,22,12,8,4,48,1.0,1.0,,1.0,,,1.0,,2.0,,1.0,,1.0,1,6,,3.0,4.0,6,17,,1.0,,1.0,,,2.0,,2.0,3.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1,5,1.0,6.0,1.0,3.0,12,,1.0,,,,,,,,0.16666666666666666,,,0.1111111111111111,,,0.25,,0.25,0.3333333333333333,40.625,,,,,,,,,,,,,,0.1111111111111111,1.0,1.0,,0.1111111111111111,,,,0.2222222222222222,,,,,0.5,,,0.25,,0.25,,0.6666666666666666,,0.477761111111111,0.4092,0.4366375,,0.5,5.533333333333334,24.533333333333335,0.46153846153846156,,3.0,,2.0,,2.0,,,,1.0,,2.0,1.0,1.0,,1.0,,,,,,,,,,0.3333333333333333,,,,0.2222222222222222,,,0.18181818181818182,0.25,,1.0,1.0,,,,,,,,0.5,,0.25,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
