EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,OffensiveGoaltends,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,FG2M,FtPoints,Points,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,FTDefRebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefFTReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffThreePtRebounds,OffRebounds,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,DefThreePtRebounds,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Corner3Frequency,PenaltyCorner3Frequency,Avg2ptShotDistance,ShortMidRangeFGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,2pt And 1 Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,PtsUnassisted2s,Steals,LostBallSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LiveBallTurnovers,LostBallTurnovers,LiveBallTurnoverPct,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,3SecondViolations,Technical Free Throw Trips,HeaveMakes,Corner3PctBlocked,Blocked3s,BlockedArc3
101111,1610612761,Charlie Villanueva,Charlie Villanueva,101111,TOR,453.0,8,-1.0,17,17,17,14,1.0,34,1.0,1.0,1.0,1.0,1.0,1.0,17,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,0.5,16.666666666666668,0.2,0.14285714285714285,0.5,0.5,0.5,0.5,0.5,1.0,0.551525,0.551525,26.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,111.0,2,,5,6,5,6,,11,1.0,1.0,,,1.0,,3,1.0,,,,,,,,2.0,2.0,,,,1.0,1.0,,5,,40.0,,,,1.0,,1.0,,1.0,0.6306,0.6306,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,414.0,7,-1.0,16,16,16,13,1.0,32,1.0,1.0,,,1.0,,17,1.0,,,,2.0,,4.0,,,1.0,,,,,,,16,,5.88235294117647,,,,1.0,,1.0,,1.0,0.6122,0.6122,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.25,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,585.0,10,-5.0,22,21,22,18,1.0,43,,,1.0,1.0,1.0,2.0,23,1.0,2.0,1.0,,,,,2.0,3.0,3.0,,,,,,,22,0.6666666666666666,17.391304347826086,0.3333333333333333,0.375,,,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.4204333333333334,0.4204333333333334,24.75,1.0,,,,1.0,1.0,,1.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,,0.125,0.125,,,,,,0.25,0.5,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,585.0,10,-5.0,22,21,22,18,1.0,43,1.0,1.0,3.0,3.0,2.0,4.0,23,2.0,4.0,3.0,,,,,1.0,1.0,1.0,,,,,,,22,0.6666666666666666,26.08695652173913,0.16666666666666666,0.125,,0.16666666666666666,0.5,0.16666666666666666,0.5,0.8333333333333334,0.4862583333333334,0.4862583333333334,25.5,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,2.0,,1.0,1.0,1.0,6.0,1.0,1.0,0.5,0.5,0.4166666666666667,0.4166666666666667,0.5,0.5,,1.0,1.0,1.0,1.0,0.16666666666666666,0.5,1.0,,,,,,,,,,,,1.0,1.0,,,,0.3333333333333333,,,0.16666666666666666,0.16666666666666666,6.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.25,0.25,0.25,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1610612761,Jalen Rose,Jalen Rose,147,TOR,474.0,8,-5.0,17,15,17,12,1.0,32,1.0,1.0,,,4.0,,20,4.0,,,,,,,,,,,,,2.0,2.0,,17,,33.333333333333336,,,,0.25,,0.25,,0.25,0.409675,0.409675,,1.0,1.0,1.0,2.0,4.0,8.0,2.0,4.0,8.0,,,3.0,4.0,1.0,8.0,,,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,,1.0,1.0,,1.0,0.2,0.2,1.0,,,,,,,,,,,2.0,,,,,,,,0.5,,,10.350000000000001,1.0,,,,,,,,,,,,,,0.25,,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,171.0,3,-4.0,6,5,6,5,,11,,,,,,,6,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,1610612761,Matt Bonner,Matt Bonner,2588,TOR,132.0,2,-4.0,5,4,5,4,,9,,,,,,,6,,,,,,,,,,,,1.0,1.0,,,,5,,20.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101111,1610612761,Charlie Villanueva,Charlie Villanueva,101111,TOR,141212.0,2354,-36.0,4485,4486,1258,1491,548.0,8971,323.0,91.0,127.0,32.0,725.0,213.0,5046,189.0,59.0,126.0,25.0,87.0,11.0,199.0,210.0,339.0,520.0,43.0,98.0,22.0,145.0,246.0,1.0,1258,0.22707889125799574,21.639024390243904,0.14705882352941177,0.15070643642072212,0.1523046092184369,0.3443496801705757,0.13539445628997868,0.36693548387096775,0.12903225806451613,0.5714285714285714,0.4932054962646745,0.4895358299595141,24.459624413145548,0.2804905239687848,203.0,55.0,365.0,113.0,1053.0,89.0,42.0,277.0,406.0,51.0,147.0,160.0,72.0,277.0,0.5561643835616439,0.6928327645051194,0.503448275862069,0.4708994708994709,0.5010660980810234,0.4737903225806452,0.5207715133531158,0.5036363636363637,0.2947976878612717,0.628482972136223,0.6789297658862876,0.5714285714285714,0.6043956043956044,0.0732196589769308,0.09183673469387756,0.2630579297245964,42.0,62.0,31.0,42.0,181.0,0.057931034482758624,0.07430340557275542,0.07167235494880546,0.08441247002398082,0.05045871559633028,137.0,86.0,27.0,78.0,0.16149068322981366,0.15089514066496162,0.13940520446096655,0.14647887323943662,0.1460554371002132,0.09168443496801706,0.10887096774193548,6.665241379310345,265.0,41.0,6.0,8.0,70.0,16.0,19.0,207.0,41.0,13.0,0.9857142857142858,0.3286384976525822,0.3220338983050847,0.330188679245283,0.28251599147121537,0.3228346456692913,0.328,0.975609756097561,0.03614457831325301,0.25,0.3253968253968254,113.0,324.0,60.0,20.0,14.0,12.0,0.42641509433962266,0.45564516129032256,55.0,28.0,0.5612244897959183,False,72.0,112.0,49.0,29.0,4.0,10.0,11.0,1.0,92.0,150.0,5.0,31.0,230.0,3.0,144.0,1.0,2.0,14.0,3.0,28.0,134.0,5.0,27.0,40.0,5.0,27.0,5.0,2.0,12.0,21.0,1.0,19.0,16.0,14.0,17.0,1.0,1.0,63.0,46.0,2.0,15.0,63.0,39.0,3.0,2.0,20.0,0.3125,0.6133333333333333,0.5993975903614458,0.6284153005464481,0.009389671361502348,0.06415094339622641,0.0072992700729927005,0.015748031496062992,0.03968253968253968,0.08939292861907938,0.13535353535353536,0.06828193832599119,0.06545454545454546,0.08423913043478261,0.203125,0.059602649006622516,0.6190476190476191,0.4424778761061947,0.35766423357664234,0.3602941176470588,0.7551020408163265,0.3372093023255814,0.3372093023255814,1.0,0.6746987951807228,0.6428571428571429,0.06944444444444445,0.060240963855421686,0.4,1.0,0.16666666666666666,1.0,0.4074074074074074,0.5160847328244276,0.004694835680751174,0.2184235517568851,,,,,,
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,94721.0,1579,-176.0,2970,3014,766,945,326.0,5984,124.0,23.0,39.0,8.0,326.0,87.0,3369,60.0,19.0,38.0,22.0,60.0,9.0,142.0,115.0,185.0,242.0,55.0,92.0,8.0,109.0,227.0,,766,0.2106537530266344,16.840848014332636,0.11746680286006128,0.11570247933884298,0.07430340557275542,0.30024213075060535,0.09443099273607748,0.2911392405063291,0.10126582278481013,0.5108958837772397,0.484656796116505,0.4773807692307693,24.014942528735634,0.2579124579124579,78.0,17.0,168.0,107.0,530.0,32.0,28.0,107.0,208.0,31.0,114.0,131.0,65.0,107.0,0.6190476190476191,0.6582278481012658,0.5153374233128835,0.5333333333333333,0.5121065375302664,0.5,0.5614406779661016,0.5691489361702128,0.26495726495726496,0.6290322580645161,0.7222222222222222,0.6410256410256411,0.7391304347826086,0.13978494623655913,0.17195767195767195,0.2018867924528302,27.0,38.0,20.0,14.0,57.0,0.08282208588957055,0.12903225806451613,0.04216867469879518,0.03837798696596669,0.042105263157894736,119.0,48.0,11.0,39.0,0.11079545454545454,0.13688212927756654,0.13994910941475827,0.10887096774193548,0.288135593220339,0.1162227602905569,0.13924050632911392,8.734355828220865,83.0,10.0,2.0,2.0,29.0,7.0,5.0,84.0,10.0,13.0,0.9655172413793104,0.3333333333333333,0.2631578947368421,0.3372093023255814,0.2009685230024213,0.2564102564102564,0.2564102564102564,1.0,0.04,0.25,0.2631578947368421,46.0,128.0,37.0,13.0,7.0,6.0,0.5542168674698795,0.6133333333333333,37.0,20.0,0.40217391304347827,False,13.0,25.0,44.0,19.0,1.0,5.0,3.0,,21.0,43.0,1.0,7.0,52.0,3.0,20.0,1.0,,13.0,9.0,9.0,39.0,4.0,7.0,24.0,7.0,17.0,5.0,2.0,5.0,6.0,,15.0,31.0,4.0,16.0,,,13.0,11.0,1.0,1.0,13.0,5.0,3.0,2.0,29.0,0.14285714285714285,0.4883720930232558,0.45,0.48148148148148145,,0.0963855421686747,0.025210084033613446,,0.05333333333333334,0.037178265014299335,0.04854368932038835,0.01935483870967742,0.04186046511627907,0.04219409282700422,0.11538461538461539,0.03783783783783784,0.38461538461538464,0.41304347826086957,0.3697478991596639,0.3793103448275862,0.7954545454545454,0.3958333333333333,0.3958333333333333,0.9473684210526315,0.5,0.52,0.23076923076923078,0.1,0.2,1.0,,,0.2727272727272727,0.5038451219512196,,0.09811320754716982,2.0,,,,,
