EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Travels,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGA,PenaltyArc3FGM,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,SecondChanceArc3Frequency,PenaltyArc3Accuracy,BlockedLongMidRange,Technical Free Throw Trips,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,Blocked3s,BlockedCorner3,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FTOffRebounds,Clear Path Fouls,BlockedArc3,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,Corner3PctBlocked,HeaveMakes
952,1610612748,Antoine Walker,Antoine Walker,952,MIA,24202.0,403,1,743,747,242,208,87.0,1490,36.0,55.0,9.0,11.0,14.0,20.0,15.0,36.0,1.0,4.0,1.0,5.0,,1.0,1.0,2.0,27.0,72.0,22.0,52.0,95,28.0,77.0,14.0,202,802,12.0,18.0,2.0,5.0,1.0,31.0,20.0,32.0,11.0,24.0,10.0,83.0,40.0,64.0,75.0,18.0,72.0,27.0,4.0,24.0,2.0,26.0,2.0,,16.0,4.0,4.0,54.0,3.0,14.0,9.0,44.0,7.0,60.0,18.0,78.0,2.0,11.0,6.0,5.0,15.0,3.0,7.0,11.0,8.0,1.0,26,2.0,10.0,9.0,33.0,6.0,25,1.0,1.0,23,7.0,12.0,6.0,6.0,,7.0,4.0,83.0,242,5.0,0.38461538461538464,0.46511627906976744,0.8928571428571429,0.36363636363636365,0.4,0.4583333333333333,0.36363636363636365,0.5473684210526316,0.6666666666666666,0.625,0.5465116279069767,0.6521739130434783,0.6517857142857143,0.5611111111111111,0.6739130434782609,0.7033898305084746,0.4476744186046512,0.042105263157894736,0.01818181818181818,0.08333333333333333,,24.553039332538734,0.5769230769230769,0.25925925925925924,0.1752988047808765,0.06086956521739131,0.08571428571428572,0.030612244897959183,0.14887640449438203,0.051829268292682924,0.08536585365853659,0.04411764705882353,0.05,0.03896103896103896,0.1643835616438356,0.2,0.168141592920354,0.0958904109589041,0.0625,0.023809523809523808,0.5714285714285714,0.31976744186046513,0.6545454545454545,0.6666666666666666,0.4444444444444444,0.20930232558139536,0.4166666666666667,0.45454545454545453,0.2,0.023255813953488372,0.25,0.25,1.0,0.029069767441860465,0.2,0.2,1.0,0.4186046511627907,0.375,0.375,0.8888888888888888,0.4782608695652174,0.8181818181818182,0.043478260869565216,,,0.35714285714285715,0.7,0.03571428571428571,0.5,0.39285714285714285,0.7674418604651163,0.375,0.5148790697674419,0.49811818181818185,0.5095026785714285,0.06779661016949153,0.12,0.15346534653465346,0.41089108910891087,3.601052631578947,25.084415584415584,0.32570659488559894,1.0,4.0,3.0,3.0,,,4.0,10.0,9.0,,0.17391304347826086,0.45454545454545453,,,,,,2.0,1.0,,0.5,1.0,,,,2.0,1.0,1.0,1.0,0.02631578947368421,,,,True,,
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,8608.0,143,4,269,274,114,100,22.0,543,4.0,9.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,6.0,3.0,5.0,1.0,1.0,2.0,3.0,7.0,19.0,9.0,8.0,18,10.0,24.0,7.0,53,287,2.0,2.0,1.0,1.0,,7.0,2.0,7.0,5.0,12.0,6.0,25.0,,16.0,24.0,2.0,18.0,7.0,1.0,21.0,10.0,31.0,10.0,,12.0,3.0,6.0,72.0,,1.0,1.0,10.0,,11.0,1.0,12.0,1.0,8.0,4.0,4.0,5.0,1.0,3.0,3.0,2.0,,8,,2.0,,4.0,,6,,1.0,7,,1.0,1.0,1.0,,1.0,,25.0,114,1.0,,,0.8,0.4166666666666667,1.0,0.4166666666666667,0.43478260869565216,0.4444444444444444,1.0,0.2857142857142857,0.5476190476190477,1.1666666666666667,0.5,0.5777777777777777,1.1666666666666667,0.5681818181818182,0.5714285714285714,0.05555555555555555,0.1111111111111111,,,17.966101694915253,0.625,,0.0970873786407767,0.014925373134328358,0.041666666666666664,,0.08661417322834646,0.010526315789473684,0.038461538461538464,,,,0.08333333333333333,0.13793103448275862,0.07894736842105263,,0.14285714285714285,0.045454545454545456,,0.21428571428571427,0.4444444444444444,0.5,,0.07142857142857142,0.3333333333333333,0.3333333333333333,,0.14285714285714285,0.5,0.5,,0.11904761904761904,0.6,0.6,1.0,0.4523809523809524,0.3684210526315789,0.3684210526315789,0.7142857142857143,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.10526315789473684,0.5,0.15789473684210525,0.6666666666666666,0.47368421052631576,0.7857142857142857,0.3888888888888889,0.5157463414634148,0.45495,0.4665722222222223,0.023255813953488372,0.05263157894736842,0.1320754716981132,0.4716981132075472,8.588888888888889,25.766666666666666,0.42379182156133827,,1.0,2.0,2.0,,,,3.0,6.0,,,0.3333333333333333,,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,660.0,11,-3,22,21,6,6,2.0,43,,,,,,,,,,2.0,,,,,,,,,,,2,,,1.0,1,26,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,1.0,2.0,,1.0,1.0,2.0,,3.0,1.0,4.0,,,,,1.0,,1.0,,,,1,,1.0,,,,1,,,2,,1.0,,,,,,1.0,6,,,,,,,,,,,,,,,0.16666666666666666,,0.5,,,,,,16.666666666666668,1.0,,0.4,0.125,0.25,,0.3333333333333333,0.125,,0.3333333333333333,,,,1.0,0.5,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.38865000000000005,,,0.3333333333333333,0.3333333333333333,,1.0,17.200000000000003,,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,14741.0,246,52,459,466,182,193,41.0,925,20.0,22.0,6.0,8.0,5.0,6.0,5.0,9.0,12.0,19.0,,,,,,,,,,37.0,50,,,25.0,99,471,6.0,8.0,,,3.0,15.0,11.0,18.0,,,8.0,30.0,58.0,16.0,,10.0,,,,9.0,1.0,10.0,1.0,,5.0,2.0,2.0,21.0,2.0,13.0,12.0,26.0,6.0,44.0,16.0,60.0,1.0,5.0,2.0,3.0,4.0,,4.0,6.0,,,10,1.0,4.0,5.0,14.0,2.0,26,4.0,5.0,34,1.0,12.0,3.0,3.0,,4.0,2.0,30.0,182,1.0,0.7837837837837838,0.90625,,,,,,0.74,0.75,0.6111111111111112,0.74,0.75,0.6111111111111112,0.7424242424242424,0.75,0.6,,,,,,15.139442231075698,0.4,0.2857142857142857,0.16774193548387098,0.104,0.19047619047619047,0.058823529411764705,0.1743119266055046,0.09433962264150944,0.030303030303030304,0.19444444444444445,0.08928571428571429,0.038461538461538464,0.046511627906976744,0.0975609756097561,0.28169014084507044,0.18604651162790697,0.2,0.07692307692307693,0.5,0.44,0.9090909090909091,0.9090909090909091,0.75,0.18,0.5555555555555556,0.5555555555555556,0.6,0.38,0.631578947368421,0.631578947368421,0.9166666666666666,,,,,,,,,1.0,0.75,,,,0.3333333333333333,0.8333333333333334,,,,0.44,,0.488934,0.5720571428571428,0.4677,0.19672131147540983,0.19672131147540983,0.15151515151515152,0.30303030303030304,8.402,,0.39651416122004357,2.0,2.0,5.0,4.0,0.125,0.16666666666666666,,,,,,,,1.0,,,,,1.0,,,,1.0,,2.0,,1.0,,1.0,0.038461538461538464,,,,True,,
2809,1610612748,Gerald Fitch,Gerald Fitch,2809,MIA,3480.0,58,8,114,110,14,38,11.0,224,2.0,2.0,,,,,3.0,4.0,3.0,10.0,1.0,1.0,,,,,,4.0,,8.0,16,1.0,5.0,2.0,21,109,,,,,,,1.0,3.0,,,1.0,3.0,4.0,12.0,3.0,,4.0,,,6.0,5.0,11.0,5.0,,3.0,1.0,2.0,27.0,,2.0,3.0,3.0,1.0,7.0,2.0,9.0,,2.0,2.0,,1.0,,,2.0,1.0,,3,1.0,,3.0,6.0,,3,,,4,,2.0,3.0,1.0,,3.0,3.0,3.0,14,1.0,0.25,0.25,1.0,0.2,,,0.2,0.5,,0.3333333333333333,0.4523809523809524,,0.3333333333333333,0.45652173913043476,,0.375,0.23809523809523808,,,,,20.8,0.3333333333333333,0.2,0.08333333333333333,0.044444444444444446,0.17647058823529413,,0.11320754716981132,0.03508771929824561,0.1,,0.05263157894736842,,,,0.16666666666666666,0.25,,,1.0,0.09523809523809523,1.0,1.0,0.5,0.19047619047619047,0.75,0.75,0.3333333333333333,0.47619047619047616,0.3,0.3,,0.047619047619047616,1.0,1.0,1.0,0.19047619047619047,,,,,,,,,,,,,,0.3333333333333333,,0.43117380952380946,,0.3492,0.08695652173913043,0.1111111111111111,,0.14285714285714285,14.225,24.92,0.12280701754385964,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,1.0,0.2,0.25,True,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,9241.0,154,-22,286,295,104,107,24.0,581,15.0,20.0,4.0,5.0,7.0,8.0,4.0,10.0,,,,,,,,,,,,19.0,30,,,16.0,54,318,4.0,5.0,,,6.0,14.0,8.0,10.0,,,8.0,24.0,24.0,14.0,,6.0,,,2.0,1.0,1.0,2.0,,1.0,1.0,,,5.0,,7.0,4.0,17.0,3.0,24.0,7.0,31.0,1.0,3.0,1.0,2.0,,,,4.0,,,4,,1.0,10.0,19.0,,28,1.0,,26,4.0,11.0,16.0,13.0,2.0,16.0,9.0,24.0,104,4.0,0.631578947368421,0.75,,,,,,0.6333333333333333,0.8,0.8,0.6333333333333333,0.8,0.8,0.6585365853658537,0.7777777777777778,0.75,,0.06666666666666667,0.1,,,14.37699680511182,,0.3,0.1504424778761062,0.0875,0.16,,0.15217391304347827,0.05982905982905983,0.06451612903225806,0.10526315789473684,0.1,,0.075,0.2903225806451613,0.11904761904761904,0.1875,0.1111111111111111,0.125,0.5625,0.6666666666666666,0.75,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.4,0.4,0.5,,,,,,,,,,,,,1.0,0.8,,,,0.8,0.875,,,,0.6666666666666666,,0.47701000000000005,0.51036,0.5072500000000001,0.2972972972972973,0.2972972972972973,0.25925925925925924,0.4444444444444444,2.85,,0.36363636363636365,,1.0,4.0,4.0,,0.25,,,,,,,1.0,,,,,,,,,,6.0,1.0,2.0,2.0,,,,,,,,True,,
101134,1610612748,Wayne Simien,Wayne Simien,101134,MIA,18516.0,309,-15,606,599,190,235,67.0,1205,11.0,21.0,4.0,11.0,4.0,8.0,12.0,28.0,15.0,28.0,,,,,,,,,,38.0,77,,,21.0,97,584,6.0,17.0,,,5.0,17.0,11.0,20.0,,,12.0,34.0,50.0,26.0,,10.0,,,2.0,5.0,1.0,6.0,1.0,,2.0,1.0,2.0,13.0,5.0,23.0,2.0,31.0,5.0,38.0,29.0,67.0,1.0,11.0,5.0,6.0,7.0,,1.0,12.0,6.0,,19,2.0,5.0,29.0,57.0,9.0,27,6.0,7.0,24,1.0,9.0,1.0,1.0,,1.0,1.0,34.0,190,7.0,0.6578947368421053,0.7575757575757576,,,,,,0.4935064935064935,0.35294117647058826,0.55,0.4935064935064935,0.35294117647058826,0.55,0.5449438202247191,0.425,0.6296296296296297,,0.025974025974025976,0.047619047619047616,0.03571428571428571,,15.74344023323615,0.3684210526315789,0.19230769230769232,0.14903846153846154,0.107981220657277,0.02564102564102564,0.08620689655172414,0.11538461538461539,0.1033210332103321,0.14084507042253522,0.08196721311475409,0.09876543209876543,0.12195121951219512,0.1320754716981132,0.09375,0.1978021978021978,0.03508771929824561,,0.02702702702702703,1.0,0.2727272727272727,0.5238095238095238,0.55,0.5454545454545454,0.36363636363636365,0.42857142857142855,0.4444444444444444,0.5,0.36363636363636365,0.5357142857142857,0.5357142857142857,0.8666666666666667,,,,,,,,,0.6470588235294118,0.36363636363636365,,,,0.4,0.5,,,,0.2727272727272727,,0.4174844155844156,0.4684214285714285,0.41644,0.10588235294117647,0.10588235294117647,0.17525773195876287,0.35051546391752575,10.08831168831169,,0.31353135313531355,2.0,6.0,4.0,4.0,,,,,,1.0,,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,0.041666666666666664,,,,False,,
101190,1610612748,Matt Walsh,Matt Walsh,101190,MIA,203.0,3,-13,10,9,6,9,,19,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1,,,,2,15,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1,,1.0,,,,2,,,2,,,,,,,,,6,,,,,,,,,1.0,,,1.0,,,0.5,,,,,,,,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2975,,,,,,,4.3,,0.6,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
2574,1610612748,Jason Kapono,Jason Kapono,2574,MIA,34564.0,576,-64,1127,1118,382,433,135.0,2245,12.0,19.0,3.0,3.0,3.0,3.0,3.0,13.0,36.0,76.0,10.0,22.0,2.0,2.0,4.0,10.0,10.0,26.0,10.0,51.0,108,20.0,48.0,24.0,186,1186,5.0,11.0,3.0,4.0,2.0,21.0,13.0,31.0,8.0,20.0,9.0,59.0,68.0,34.0,60.0,4.0,26.0,10.0,7.0,21.0,10.0,31.0,8.0,2.0,5.0,9.0,7.0,72.0,2.0,8.0,7.0,44.0,1.0,52.0,10.0,62.0,3.0,4.0,4.0,,9.0,1.0,6.0,8.0,3.0,,17,4.0,5.0,34.0,76.0,1.0,24,,7.0,27,1.0,6.0,3.0,2.0,,3.0,1.0,59.0,382,15.0,0.6666666666666666,0.6938775510204082,1.0,0.4166666666666667,0.75,0.4,0.4166666666666667,0.4722222222222222,0.45454545454545453,0.41935483870967744,0.5192307692307693,0.6333333333333333,0.49019607843137253,0.5449101796407185,0.65625,0.5267857142857143,0.3076923076923077,0.06481481481481481,0.15789473684210525,0.23076923076923078,0.013157894736842105,14.330218068535826,0.5294117647058824,0.021739130434782608,0.11282051282051282,0.022099447513812154,0.059322033898305086,0.013986013986013986,0.10039370078740158,0.019801980198019802,0.03333333333333333,0.019417475728155338,0.014388489208633094,0.018867924528301886,0.10476190476190476,0.1485148514851485,0.09782608695652174,0.060240963855421686,0.05714285714285714,0.04054054054054054,0.3333333333333333,0.12179487179487179,0.631578947368421,0.75,0.5,0.08333333333333333,0.23076923076923078,0.3,,0.48717948717948717,0.47368421052631576,0.48,0.7777777777777778,0.14102564102564102,0.45454545454545453,0.47619047619047616,1.0,0.16666666666666666,0.38461538461538464,0.4,1.0,0.2,1.0,0.13333333333333333,1.0,1.0,0.058823529411764705,1.0,0.19607843137254902,0.4,0.19607843137254902,0.42948717948717946,0.38461538461538464,0.4552009615384615,0.44245909090909097,0.44678921568627455,0.037267080745341616,0.05309734513274336,0.11290322580645161,0.3172043010752688,14.016666666666666,24.433333333333334,0.33895297249334516,2.0,2.0,6.0,4.0,,0.3333333333333333,2.0,4.0,,1.0,0.13333333333333333,0.4,1.0,4.0,,,,1.0,,,0.5,1.0,,,,1.0,,,,,2.0,0.041666666666666664,0.038461538461538464,False,0.045454545454545456,
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,7282.0,121,-52,242,242,86,114,22.0,484,6.0,9.0,,,3.0,3.0,2.0,5.0,9.0,21.0,1.0,1.0,,,,,2.0,5.0,1.0,17.0,35,3.0,6.0,14.0,57,256,,1.0,,,,,8.0,14.0,,1.0,2.0,18.0,20.0,14.0,9.0,,5.0,2.0,3.0,5.0,2.0,7.0,1.0,1.0,2.0,1.0,2.0,16.0,,1.0,6.0,20.0,1.0,27.0,1.0,28.0,,3.0,2.0,1.0,9.0,,6.0,4.0,3.0,,13,1.0,7.0,7.0,12.0,1.0,10,,,15,3.0,9.0,1.0,1.0,,1.0,1.0,18.0,86,1.0,0.5882352941176471,0.5882352941176471,1.0,0.5,,,0.5,0.4857142857142857,,0.5714285714285714,0.524390243902439,,0.5333333333333333,0.6063829787234043,,0.6,0.14634146341463414,0.08571428571428572,0.1111111111111111,0.4,,22.304832713754646,0.6923076923076923,0.09090909090909091,0.24390243902439024,0.011111111111111112,0.21428571428571427,,0.23636363636363636,0.009345794392523364,,,0.02631578947368421,,0.14285714285714285,0.34615384615384615,0.25,0.23809523809523808,0.14285714285714285,,1.0,0.21951219512195122,0.6666666666666666,0.75,0.6666666666666666,0.12195121951219512,0.4,0.6666666666666666,0.5,0.5121951219512195,0.42857142857142855,0.42857142857142855,0.5555555555555556,0.024390243902439025,1.0,1.0,1.0,0.12195121951219512,0.4,0.4,1.0,,,,,,0.2,1.0,,,0.06666666666666667,0.36585365853658536,0.4,0.45300243902439014,0.3811,0.42591666666666667,0.19148936170212766,0.21951219512195122,,0.3157894736842105,12.64857142857143,25.316666666666663,0.35537190082644626,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,False,,
2853,1610612748,Earl Barron,Earl Barron,2853,MIA,2341.0,39,-26,77,79,29,52,7.0,156,,4.0,,2.0,,1.0,2.0,5.0,2.0,4.0,,,,,,,,,,4.0,13,,,1.0,9,88,1.0,3.0,,,,2.0,1.0,3.0,,,,2.0,6.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,6.0,1.0,8.0,2.0,10.0,,,,,4.0,,3.0,,1.0,,4,,3.0,5.0,9.0,1.0,3,,1.0,2,,1.0,,,,,,2.0,29,1.0,0.75,0.75,,,,,,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.32142857142857145,0.3333333333333333,0.3333333333333333,,,,,,21.176470588235293,1.0,0.25,0.2222222222222222,0.07407407407407407,0.1111111111111111,,0.19444444444444445,0.05714285714285714,,,0.15384615384615385,,,0.46153846153846156,,0.2,,,,0.3076923076923077,,,,0.38461538461538464,0.4,0.4,0.5,0.3076923076923077,0.5,0.5,1.0,,,,,,,,,0.6666666666666666,,,,,0.3333333333333333,,,,,0.3076923076923077,,0.3935384615384615,0.4417,0.3645,0.07142857142857142,0.07142857142857142,0.2222222222222222,0.2222222222222222,8.984615384615385,,0.37662337662337664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
1507,1610612748,Derek Anderson,Derek Anderson,1507,MIA,17422.0,290,11,559,553,187,192,57.0,1112,2.0,7.0,1.0,1.0,1.0,2.0,3.0,8.0,6.0,21.0,3.0,9.0,,1.0,1.0,2.0,6.0,26.0,5.0,11.0,36,9.0,35.0,15.0,64,558,1.0,2.0,,2.0,,2.0,4.0,12.0,4.0,7.0,11.0,31.0,2.0,20.0,27.0,,26.0,6.0,3.0,26.0,3.0,29.0,2.0,1.0,16.0,4.0,6.0,61.0,,3.0,9.0,23.0,3.0,35.0,3.0,38.0,1.0,6.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,7,,3.0,9.0,26.0,,21,,7.0,20,,3.0,2.0,2.0,,2.0,2.0,31.0,187,5.0,0.09090909090909091,0.09090909090909091,1.0,0.2571428571428571,,0.5714285714285714,0.2571428571428571,0.3055555555555556,0.5,0.3333333333333333,0.34507042253521125,0.25,0.5263157894736842,0.3950617283950617,0.25,0.5961538461538461,0.49295774647887325,0.08333333333333333,0.14285714285714285,0.25,,14.216478190630047,0.42857142857142855,0.14285714285714285,0.115,0.018292682926829267,0.140625,,0.12121212121212122,0.012875536480686695,,0.017241379310344827,0.03773584905660377,,0.12,0.09433962264150944,0.12371134020618557,0.15555555555555556,0.10526315789473684,0.02127659574468085,1.0,0.09859154929577464,0.2857142857142857,0.3333333333333333,,0.11267605633802817,0.375,0.5,,0.29577464788732394,0.2857142857142857,0.2857142857142857,0.16666666666666666,0.1267605633802817,0.3333333333333333,0.3333333333333333,1.0,0.36619718309859156,0.23076923076923078,0.23076923076923078,1.0,0.25,1.0,0.25,,,0.10526315789473684,0.5,0.10526315789473684,0.5,0.2631578947368421,0.5915492957746479,0.23076923076923078,0.48423239436619714,0.5294,0.44493684210526313,0.04054054054054054,0.07692307692307693,0.03125,0.484375,13.17222222222222,24.64285714285714,0.334525939177102,,1.0,7.0,7.0,,,1.0,3.0,,,0.25,0.6,,,,,,,,,,,,,,,,,,,,,,False,,
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,103814.0,1730,208,3306,3309,959,821,361.0,6615,94.0,163.0,2.0,4.0,25.0,50.0,18.0,36.0,41.0,101.0,23.0,55.0,2.0,2.0,2.0,8.0,74.0,209.0,75.0,153.0,300,97.0,264.0,78.0,675,3457,7.0,13.0,6.0,15.0,3.0,35.0,40.0,82.0,27.0,83.0,34.0,195.0,48.0,258.0,222.0,,205.0,74.0,20.0,210.0,46.0,256.0,27.0,19.0,122.0,27.0,61.0,558.0,2.0,3.0,24.0,95.0,3.0,122.0,5.0,127.0,2.0,45.0,33.0,12.0,61.0,14.0,50.0,31.0,11.0,1.0,92,5.0,19.0,39.0,97.0,1.0,78,1.0,8.0,91,11.0,32.0,4.0,,2.0,4.0,2.0,195.0,959,9.0,0.1568627450980392,0.1568627450980392,0.7628865979381443,0.36742424242424243,0.4,0.3253012048192771,0.3730769230769231,0.51,0.5384615384615384,0.4878048780487805,0.5292553191489362,0.5714285714285714,0.48787878787878786,0.5562080536912751,0.5862068965517241,0.5277777777777778,0.46808510638297873,0.06666666666666667,0.09815950920245399,0.1111111111111111,,18.529490977646105,0.6630434782608695,0.025,0.07521773555027712,0.003015075376884422,0.07453416149068323,0.0049261083743842365,0.0750788643533123,0.0035688793718772305,0.008902077151335312,,,0.0035587188612099642,0.06077348066298342,0.0664819944598338,0.09074074074074075,0.08658008658008658,0.04395604395604396,0.0070921985815602835,0.5,0.28900709219858156,0.5766871165644172,0.6394557823129252,0.13829787234042554,0.06382978723404255,0.5,0.5625,0.16666666666666666,0.17907801418439717,0.40594059405940597,0.40594059405940597,0.1951219512195122,0.0975177304964539,0.41818181818181815,0.41818181818181815,0.9565217391304348,0.37056737588652483,0.35406698564593303,0.35406698564593303,0.7027027027027027,0.14285714285714285,0.5,0.07142857142857142,1.0,1.0,0.30303030303030304,0.5,0.048484848484848485,0.25,0.45454545454545453,0.7570921985815603,0.36097560975609755,0.5344233452593916,0.4796394736842105,0.5221223602484473,0.0547008547008547,0.09968847352024922,0.05185185185185185,0.28888888888888886,7.504333333333339,25.174242424242426,0.29007864488808227,3.0,7.0,11.0,9.0,0.008,,13.0,25.0,69.0,2.0,0.4642857142857143,0.3333333333333333,2.0,16.0,4.0,,,4.0,,,0.3076923076923077,0.5,,,,,,,,,,,,False,,
