EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,LongMidRangeAssists,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffAtRimReboundPct,OffShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Avg3ptShotDistance,PlusMinus,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Corner3Assists,SecondChanceTurnovers,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,DefThreePtRebounds,LostBallTurnovers,Loose Ball Fouls Drawn,BlockedShortMidRange,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangePctAssisted,Arc3Assists,FTOffRebounds,LostBallSteals,Offensive Fouls,LongMidRangePctBlocked,OffFTReboundPct,OffThreePtRebounds,Loose Ball Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Arc3PctAssisted,StepOutOfBoundsTurnovers,BadPassOutOfBoundsTurnovers,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,OffArc3ReboundPct,on,ShortMidRangeFGM,SecondChanceFtPoints,SelfOReb,2pt And 1 Free Throw Trips,DefensiveGoaltends,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShortMidRangeAssists,3SecondViolations,HeaveAttempts,Travels,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,1184.0,20,41,42,15,24,8,83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,42,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,8.0,4.0,1.0,1.0,1.0,1.0,2.0,15,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,18.367346938775512,0.6666666666666666,0.5,0.2142857142857142,0.0833333333333333,0.1764705882352941,0.0666666666666666,0.25,0.5,0.25,0.125,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5053,0.6329,0.6329,0.6666666666666666,0.6666666666666666,0.5,0.5,6.2,0.3658536585365853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101161,1610612765,Amir Johnson,Amir Johnson,101161,DET,1137.0,19,40,41,15,24,8,81,4.0,5.0,1.0,2.0,1.0,1.0,,4.0,5.0,2.0,16.0,42,1.0,2.0,2.0,1.0,1.0,7.0,4.0,2.0,2.0,1.0,4.0,3.0,1.0,,1.0,3.0,4.0,,,1.0,1.0,,,1.0,,1.0,3.0,1.0,2.0,1.0,,,,,7.0,15,0.5,0.6666666666666666,0.8,0.5,1.0,0.875,0.5,1.25,0.8888888888888888,0.5,1.1666666666666667,20.833333333333336,1.0,,0.0714285714285714,0.25,0.0625,0.2,,,,0.125,,0.625,0.8,0.8,0.5,,1.0,0.5,,0.5,1.0,1.0,0.5855875,0.55475,0.577075,0.1111111111111111,0.1666666666666666,0.125,0.4375,,0.375,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,6.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.375,0.25,0.5,0.375,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101165,1610612765,Alex Acker,Alex Acker,101165,DET,1629.0,27,56,58,18,31,11,114,,2.0,,1.0,,2.0,1.0,2.0,8.0,,7.0,65,,1.0,,2.0,6.0,4.0,,3.0,4.0,1.0,9.0,1.0,4.0,,4.0,1.0,5.0,1.0,1.0,1.0,1.0,,,1.0,,2.0,3.0,,,,,,,,4.0,18,,,0.25,,0.3333333333333333,0.2692307692307692,,0.2222222222222222,0.2692307692307692,,0.2222222222222222,20.8955223880597,1.0,,0.25,0.0588235294117647,0.2105263157894736,0.0454545454545454,0.125,,0.25,0.3,,0.1538461538461538,,,,0.0769230769230769,1.0,,,0.2222222222222222,,0.5384615384615384,0.4364769230769231,0.5918,0.4512666666666666,,,,0.5714285714285714,11.975,0.3214285714285714,,1.0,,1.0,1.0,5.0,,3.0,,4.0,,,2.0,1.0,,0.2,,0.2,0.3846153846153846,,,0.0769230769230769,,,,0.1111111111111111,,26.46,-10.0,2.0,5.0,1.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,0.25,0.5,1.0,0.3846153846153846,0.4,0.4,0.3076923076923077,0.25,0.25,0.2222222222222222,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,1610612765,Kelvin Cato,Kelvin Cato,1509,DET,2051.0,34,70,73,29,46,15,143,3.0,3.0,,,1.0,1.0,3.0,5.0,12.0,,10.0,78,1.0,2.0,2.0,2.0,6.0,4.0,10.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,6.0,1.0,7.0,,,1.0,,1.0,,2.0,,3.0,4.0,1.0,,,2.0,,2.0,1.0,4.0,29,1.0,1.0,0.4166666666666667,0.5,0.3333333333333333,0.4166666666666667,0.5,0.3333333333333333,0.4166666666666667,0.5,0.3333333333333333,16.27906976744186,0.5,0.3333333333333333,0.1052631578947368,0.04,0.16,0.0294117647058823,,,,0.1666666666666666,0.5,0.25,1.0,1.0,1.0,0.25,,,,0.1666666666666666,1.0,0.25,0.43285,0.41835,0.4148666666666666,,,0.2,0.4,10.6,0.4142857142857143,,,,,,,,,,,,,,1.0,,,,,,,0.1428571428571428,,,,,,,,-15.0,2.0,6.0,,,,,,,1.0,1.0,1.0,1.0,0.0833333333333333,,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,,,,,,2.0,1.0,1.0,2.0,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,1610612765,Carlos Delfino,Carlos Delfino,2568,DET,2006.0,33,69,71,28,44,15,140,2.0,5.0,,,,1.0,1.0,7.0,14.0,4.0,18.0,76,2.0,3.0,4.0,3.0,6.0,8.0,10.0,1.0,2.0,1.0,5.0,,3.0,1.0,5.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,4.0,3.0,6.0,3.0,,,,,8.0,28,0.7142857142857143,0.7142857142857143,0.5,0.6666666666666666,0.5,0.4666666666666667,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5714285714285714,23.529411764705884,0.5,0.1666666666666666,0.1578947368421052,,0.16,,,,,0.25,,0.3333333333333333,0.4,0.6666666666666666,0.5,0.0666666666666666,,,,0.1666666666666666,,0.4,0.4630933333333333,0.3566,0.3992166666666667,0.1666666666666666,0.1764705882352941,0.2222222222222222,0.4444444444444444,11.064285714285717,0.4057971014492754,,,,,,1.0,,,2.0,4.0,,,,,,,,,0.0666666666666666,,,,,,,,,25.1,-13.0,5.0,8.0,,1.0,,,1.0,,4.0,1.0,,,0.2857142857142857,0.4,1.0,0.5333333333333333,0.625,0.7142857142857143,0.0666666666666666,,,,,1.0,,,,0.1666666666666666,0.25,0.8,1.0,1.0,1.0,1.0,0.125,0.2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,1610612765,Tony Delk,Tony Delk,960,DET,768.0,13,25,27,12,17,6,52,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,,8.0,34,,1.0,,1.0,2.0,2.0,,2.0,2.0,,4.0,1.0,1.0,,2.0,2.0,4.0,3.0,3.0,2.0,,,,2.0,2.0,,1.0,1.0,2.0,,,,,,2.0,12,,,0.3333333333333333,,0.5,0.5714285714285714,,0.25,0.5,,0.2,31.25,1.0,,0.3333333333333333,0.1,0.3333333333333333,0.1333333333333333,,,,0.3333333333333333,,0.1428571428571428,1.0,1.0,,0.1428571428571428,,,,0.25,1.0,0.7142857142857143,0.4763833333333333,,0.4917833333333333,,,,0.25,9.5,0.48,,,,,2.0,4.0,,2.0,,2.0,3.0,,2.0,1.0,0.5,0.5,,0.5,0.5714285714285714,1.0,,,,,,,,29.925,-15.0,,1.0,2.0,4.0,2.0,3.0,4.0,2.0,,,,1.0,,,,0.1428571428571428,,,0.5714285714285714,0.5,0.5,0.5,0.5,1.0,2.0,,,0.3333333333333333,,,,,,,,,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,1610612765,Maurice Evans,Maurice Evans,2230,DET,191.0,3,6,7,3,7,1,13,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,3,,,,,,,,,,,,14.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,445.0,7,15,16,3,7,3,31,,,,,,,,,1.0,,,23,,,,,,,,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,2.0,2.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,3,,,,,,,,,,,,11.11111111111111,,0.5,,,,,,,,,,,,,,,,,,,,,0.4352,,,,,,,19.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,0.5,,1.0,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,422.0,7,14,15,11,15,4,29,,,,,,,,,,,,13,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,11,,,,,,,,,,,,15.789473684210526,,,,,,,,,,,,,,,,,,,,,,1.0,0.5373,0.58995,0.58995,,,,,,0.7857142857142857,,,,,,2.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,26.05,-5.0,,,,2.0,1.0,,2.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1610612765,Dale Davis,Dale Davis,905,DET,422.0,7,14,15,11,15,4,29,,,,,,,,,1.0,,,13,,1.0,,,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,3.0,5.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,11,,,,,,,,,,,,10.526315789473683,,,0.3333333333333333,0.125,0.3333333333333333,0.25,0.25,1.0,,,,,,,,,,,,,,0.5,0.47725,,0.47725,,,,,14.8,0.7857142857142857,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,0.5,,,0.5,,,,0.5,,23.2,-5.0,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,1.0,,,,0.3333333333333333,1.0,,,,,,,,2.0,,,,0.5,,,,,,,,,0.6666666666666666,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
