EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,HeaveAttempts,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Loose Ball Fouls,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,FTOffRebounds,FTDefRebounds,Travels,Loose Ball Fouls Drawn,DefFTReboundPct,OffFTReboundPct,LostBallOutOfBoundsTurnovers,BadPassOutOfBoundsTurnovers,Offensive Fouls,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,ShortMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,OffensiveGoaltends,Technical Free Throw Trips,on,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveMakes,StepOutOfBoundsTurnovers,Clear Path Fouls,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,BlockedCorner3
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,5516.0,92,-4.0,180,179,107,109,32.0,359,7.0,15.0,1.0,4.0,10.0,1.0,6.0,16,1.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,13.0,32,4.0,7.0,14.0,52,192,2.0,1.0,7.0,17.0,2.0,4.0,6.0,26.0,10.0,16.0,3.0,9.0,5.0,3.0,3.0,1.0,9.0,6.0,15.0,5.0,1.0,3.0,1.0,5.0,36.0,1.0,8.0,9,9,5.0,2.0,3.0,5.0,1.0,4.0,1.0,5.0,11,1.0,16.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,26.0,107,3.0,1.0,0.38461538461538464,0.38461538461538464,0.25,0.5714285714285714,0.5,0.5714285714285714,0.40625,0.4117647058823529,0.48717948717948717,0.47619047619047616,0.5777777777777777,0.5416666666666666,0.1794871794871795,0.14285714285714285,0.09375,0.2,0.5,22.935779816513758,1.0,0.16,0.0625,0.13636363636363635,0.1,0.13043478260869565,0.23529411764705882,0.25,0.38461538461538464,0.4666666666666667,0.5833333333333334,0.2857142857142857,0.02564102564102564,0.41025641025641024,0.375,0.375,0.5,0.05128205128205128,0.5,1.0,1.0,0.1282051282051282,0.6,0.6,0.3333333333333333,0.3333333333333333,0.47619047619047616,0.4,0.09523809523809523,0.5,0.09523809523809523,0.5,0.5641025641025641,0.6,0.49456923076923076,0.4738,0.49652619047619045,0.1590909090909091,0.14285714285714285,0.2222222222222222,0.5,10.115625,24.271428571428572,0.5944444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,12168.0,203,-1.0,383,377,186,195,57.0,760,8.0,17.0,7.0,4.0,5.0,6.0,13.0,33,,4.0,,4.0,5.0,16.0,2.0,4.0,8.0,23.0,56,5.0,20.0,18.0,79,394,12.0,2.0,8.0,22.0,4.0,12.0,15.0,43.0,30.0,16.0,15.0,,15.0,5.0,5.0,1.0,16.0,,16.0,,,11.0,1.0,4.0,32.0,5.0,15.0,20,38,8.0,6.0,2.0,9.0,,4.0,7.0,20.0,18,2.0,24.0,,9.0,,3.0,2.0,,2.0,43.0,186,3.0,3.0,0.6521739130434783,0.7894736842105263,1.0,0.25,0.3333333333333333,0.2631578947368421,0.4107142857142857,0.36363636363636365,0.40131578947368424,0.4117647058823529,0.44886363636363635,0.5,0.2631578947368421,0.05,0.08928571428571429,0.11764705882352941,,21.65178571428571,0.8888888888888888,0.1271186440677966,0.11363636363636363,0.12345679012345678,0.17857142857142858,0.09302325581395349,0.1276595744680851,,0.2236842105263158,0.47058823529411764,0.5333333333333333,0.5,0.07894736842105263,0.4342105263157895,0.3939393939393939,0.41935483870967744,0.8461538461538461,0.05263157894736842,,,,0.21052631578947367,0.3125,0.3333333333333333,0.5,0.14285714285714285,0.14705882352941177,0.8,0.11764705882352941,,0.23529411764705882,0.5,0.4868421052631579,0.3333333333333333,0.460368,0.499,0.43567500000000003,0.10588235294117647,0.13846153846153847,,0.5443037974683544,12.282142857142857,26.655,0.4856396866840731,3.0,2.0,5.0,4.0,14.0,8.0,1.0,1.0,17.0,18.0,3.0,7.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.35714285714285715,0.4117647058823529,0.16666666666666666,0.06060606060606061,0.0625,0.11409395973154363,0.030303030303030304,0.0989010989010989,0.15555555555555556,0.13513513513513514,0.07462686567164178,0.043478260869565216,0.14285714285714285,0.07692307692307693,0.5,0.3333333333333333,0.4,1.0,0.42857142857142855,0.17721518987341772,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
101156,1610612762,Robert Whaley,Robert Whaley,101156,UTA,2423.0,40,6.0,79,78,51,44,15.0,157,1.0,5.0,2.0,,3.0,4.0,1.0,4,,,,,,,,,,2.0,13,,,,4,62,3.0,,,7.0,,,,,4.0,,,,,,3.0,,4.0,,4.0,,,2.0,,2.0,8.0,2.0,6.0,9,13,2.0,,2.0,3.0,,1.0,2.0,6.0,1,,,,,,,3.0,2.0,3.0,,51,2.0,,1.0,1.0,,,,,0.15384615384615385,,0.15384615384615385,,0.15384615384615385,,,,0.23076923076923078,0.2,,16.842105263157894,0.6666666666666666,0.20689655172413793,0.2222222222222222,0.21052631578947367,0.3333333333333333,0.18181818181818182,0.1111111111111111,0.6666666666666666,0.38461538461538464,0.2,0.25,1.0,0.3076923076923077,0.3076923076923077,0.25,0.25,1.0,,,,,,,,0.6666666666666666,,0.42857142857142855,,,,,,0.38461538461538464,,0.46432307692307684,0.555,0.48982857142857145,,,,,8.292307692307693,,0.6455696202531646,,,,,,,,,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,3.0,,,,,0.5,,,0.08333333333333333,,0.06666666666666667,0.18181818181818182,0.09090909090909091,,,,0.125,1.0,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
101261,1610612762,Andre Owens,Andre Owens,101261,UTA,2221.0,37,3.0,71,70,45,49,14.0,141,3.0,5.0,,1.0,3.0,,4.0,7,,1.0,,1.0,,2.0,,,1.0,7.0,12,,3.0,3.0,17,67,2.0,,3.0,6.0,,2.0,3.0,9.0,6.0,8.0,,,2.0,,2.0,1.0,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,,2.0,2,4,1.0,1.0,,3.0,1.0,2.0,1.0,6.0,3,,4.0,,2.0,,,,,,9.0,45,5.0,,0.42857142857142855,0.42857142857142855,,,,,0.5833333333333334,0.5,0.4666666666666667,0.375,0.5,0.45,0.2,0.3333333333333333,0.16666666666666666,0.4,,23.529411764705884,0.3333333333333333,0.07692307692307693,,0.0625,0.125,0.08333333333333333,,,0.3333333333333333,0.6,1.0,0.3333333333333333,,0.4666666666666667,0.5714285714285714,0.5714285714285714,0.5,0.06666666666666667,,,,0.13333333333333333,,,,,0.375,0.3333333333333333,0.125,,0.125,,0.5333333333333333,,0.48291333333333336,0.3646,0.4510375,0.11764705882352941,0.14285714285714285,,0.5294117647058824,10.6,24.066666666666666,0.6338028169014085,,,1.0,2.0,4.0,,,,2.0,2.0,,,,,2.0,,,,,,0.5,0.5,0.6666666666666666,,,0.5,0.07407407407407407,,0.058823529411764705,0.14285714285714285,,0.08333333333333333,,,,,,,,,0.23529411764705882,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,545.0,9,-6.0,15,18,12,5,,33,,,,,,,,1,,,,,,,,,,,1,,,3.0,3,17,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,1.0,1.0,2,2,1.0,,1.0,2.0,,2.0,,,1,,4.0,,1.0,,1.0,1.0,,1.0,3.0,12,,1.0,,,,,,,,,,,0.5,0.75,,,,,,33.333333333333336,0.5,0.5,0.25,0.3333333333333333,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3134,,,0.5,0.5,,1.0,18.4,,0.8,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,0.5,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,
2743,1610612762,Kris Humphries,Kris Humphries,2743,UTA,8559.0,143,8.0,264,263,117,139,42.0,527,9.0,16.0,6.0,3.0,7.0,18.0,6.0,15,,,,,,1.0,,,1.0,18.0,49,,1.0,7.0,43,263,9.0,,10.0,22.0,,1.0,5.0,25.0,22.0,14.0,,,1.0,,4.0,,9.0,1.0,10.0,1.0,,5.0,,4.0,21.0,3.0,10.0,17,27,3.0,3.0,,5.0,1.0,4.0,4.0,12.0,17,2.0,14.0,2.0,5.0,,3.0,6.0,4.0,6.0,25.0,117,3.0,3.0,0.6111111111111112,0.6875,,,,,0.3673469387755102,0.45454545454545453,0.36,0.43478260869565216,0.38392857142857145,0.44642857142857145,0.02,,0.08163265306122448,0.1875,,19.488817891373802,0.6,0.11627906976744186,0.11538461538461539,0.11607142857142858,,0.1,0.1891891891891892,0.16666666666666666,0.32,0.5625,0.6923076923076923,0.6666666666666666,0.36,0.3,0.4,0.4,0.8333333333333334,,,,,0.02,,,0.6666666666666666,,0.30434782608695654,0.42857142857142855,,,0.043478260869565216,,0.34,,0.43357500000000004,0.5261,0.4430673913043478,0.09433962264150944,0.09615384615384616,,0.5813953488372093,8.82448979591837,25.3,0.4431818181818182,3.0,3.0,4.0,,8.0,4.0,,1.0,7.0,10.0,,5.0,4.0,1.0,2.0,,1.0,1.0,5.0,2.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.05555555555555555,,,0.06306306306306306,0.05,0.061068702290076333,0.06666666666666667,0.03571428571428571,0.07547169811320754,,0.1,,0.8333333333333334,0.16666666666666666,0.17647058823529413,,0.5,0.18604651162790697,2.0,4.0,,,0.5,0.16666666666666666,,,3.0,0.2,0.3333333333333333,,,,,,,True,,,,,,,,,,,,,,,,
1921,1610612762,Gordan Giricek,Gordan Giricek,1921,UTA,94.0,2,,4,4,3,2,,8,1.0,1.0,,1.0,1.0,1.0,,1,,,,,,,,,,1.0,3,,,,2,2,,,1.0,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,2,2,,,,,,,,,1,,,,,,,,,,2.0,3,,,1.0,1.0,,,,,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,,,,,,60.0,,1.0,1.0,1.0,,,1.0,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,0.5,1.0,,,,,0.3333333333333333,,0.44026666666666664,,0.4489,,,,1.0,8.966666666666667,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,3095.0,52,-1.0,102,100,48,69,12.0,202,5.0,5.0,1.0,1.0,1.0,1.0,,1,,,,,,,,,,6.0,7,,,1.0,13,116,1.0,,1.0,1.0,,,1.0,3.0,10.0,2.0,,,,,,,6.0,,6.0,,,1.0,,5.0,12.0,,9.0,9,11,1.0,1.0,,4.0,1.0,3.0,8.0,9.0,4,,6.0,,2.0,,1.0,3.0,1.0,3.0,3.0,48,,1.0,0.8333333333333334,1.0,,,,,0.8571428571428571,1.0,0.8571428571428571,1.0,0.65,0.5,,,,,,11.965811965811966,0.25,0.32142857142857145,,0.2727272727272727,0.5,0.25,0.3333333333333333,,0.7142857142857143,1.0,1.0,0.8,0.14285714285714285,0.14285714285714285,,,,,,,,,,,1.0,,1.0,1.0,,,,,0.7142857142857143,,0.5625,0.5464,0.7731,0.2222222222222222,0.2222222222222222,,0.23076923076923078,4.471428571428571,,0.47058823529411764,1.0,1.0,1.0,,2.0,2.0,,,2.0,2.0,,2.0,2.0,,3.0,,,2.0,1.0,,1.0,1.0,0.5,,,,0.0625,,0.05555555555555555,0.2222222222222222,,,,,,0.3333333333333333,1.0,1.0,,1.0,0.15384615384615385,,,,,,,,1.0,,,,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,
1960,1610612762,Milt Palacio,Milt Palacio,1960,UTA,3167.0,53,-3.0,100,97,38,33,14.0,197,7.0,11.0,1.0,1.0,2.0,1.0,1.0,2,,1.0,,,,,,,,8.0,14,,1.0,12.0,28,102,1.0,,1.0,2.0,,,5.0,7.0,12.0,4.0,,,,,2.0,,7.0,3.0,10.0,2.0,1.0,2.0,1.0,4.0,23.0,1.0,4.0,5,5,2.0,,2.0,3.0,,2.0,3.0,3.0,8,,16.0,,6.0,,2.0,1.0,,1.0,7.0,38,,2.0,0.75,0.75,,,,,0.5714285714285714,0.5,0.5333333333333333,0.5,0.6086956521739131,0.7,0.06666666666666667,,0.14285714285714285,0.18181818181818182,,22.80701754385965,0.6666666666666666,0.12903225806451613,0.07142857142857142,0.1111111111111111,0.125,0.18181818181818182,0.08333333333333333,,0.7333333333333333,0.6363636363636364,0.7777777777777778,0.7142857142857143,0.06666666666666667,0.13333333333333333,0.5,0.5,1.0,0.06666666666666667,,,,,,,1.0,,1.0,0.5,,,,,0.8,,0.5280066666666666,0.4294,0.515,0.2857142857142857,0.3,,0.25,2.6999999999999997,23.1,0.38,1.0,,1.0,,2.0,,,,,,,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,0.09090909090909091,,,,,,1.0,0.07142857142857142,,,,,,,,1.0,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,6079.0,101,-2.0,185,184,79,78,23.0,369,2.0,6.0,1.0,1.0,2.0,4.0,,3,,,,,,,,,,2.0,13,,,3.0,7,170,1.0,,1.0,5.0,,,2.0,4.0,,4.0,,,,,4.0,,5.0,,5.0,,,3.0,1.0,1.0,10.0,5.0,6.0,11,17,,,,4.0,,2.0,5.0,11.0,12,4.0,4.0,,1.0,,1.0,5.0,3.0,5.0,4.0,79,5.0,1.0,,,,,,,0.15384615384615385,0.2,0.15384615384615385,0.2,0.23333333333333334,0.3333333333333333,,,0.3076923076923077,0.5,,8.962264150943396,,0.1016949152542373,0.17857142857142858,0.12643678160919541,0.15384615384615385,0.1,0.07692307692307693,,0.46153846153846156,0.3333333333333333,0.6666666666666666,,0.3076923076923077,0.23076923076923078,,,,,,,,,,,1.0,,0.4,0.5,,,,,0.46153846153846156,,0.4458615384615384,0.5642,0.45114,0.07142857142857142,0.07142857142857142,,0.5714285714285714,7.707692307692308,,0.42702702702702705,1.0,,1.0,,2.0,2.0,,1.0,4.0,6.0,,1.0,1.0,,4.0,3.0,,2.0,2.0,,1.0,1.0,1.0,,0.3333333333333333,,0.056338028169014086,0.047619047619047616,0.05434782608695652,0.047619047619047616,,0.0967741935483871,0.0625,0.22727272727272727,,0.4,,,,1.0,0.2857142857142857,1.0,,2.0,1.0,,0.1111111111111111,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,
