EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,SelfOReb,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedCorner3,DefensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Clear Path Fouls,3pt And 1 Free Throw Trips
101113,1610612744,Ike Diogu,Ike Diogu,101113,GSW,14788.0,246,20,472,471,155,159,75.0,943,17.0,30,6.0,8.0,7.0,10,8.0,31.0,10.0,26.0,35,87,40.0,110,484,8.0,19.0,14.0,30.0,12.0,28,13.0,37.0,54.0,16.0,12.0,9.0,2.0,11.0,1.0,1.0,6.0,1.0,2.0,24.0,5.0,8.0,1.0,10.0,20.0,2.0,32.0,14.0,46.0,2.0,1.0,1.0,6.0,1.0,3.0,15.0,3.0,5.0,21.0,2.0,9.0,9.0,29.0,4.0,6.0,38.0,5.0,47.0,7.0,26.0,1.0,5.0,2.0,3.0,5.0,4.0,1.0,2.0,37.0,155,4.0,1.0,0.7714285714285715,0.7714285714285715,0.40229885057471265,0.42105263157894735,0.42857142857142855,0.40229885057471265,0.42105263157894735,0.42857142857142855,0.514018691588785,0.5769230769230769,0.5606060606060606,0.13793103448275862,0.3,0.0967741935483871,22.939068100358423,0.2857142857142857,0.08,0.06666666666666667,0.12121212121212122,0.047337278106508875,0.1724137931034483,0.1,0.13452914798206278,0.0593607305936073,0.09090909090909091,0.05357142857142857,0.014492753623188406,0.05714285714285714,0.2,0.17857142857142858,0.08333333333333333,0.12987012987012986,0.21739130434782608,0.8,0.3448275862068966,0.5666666666666667,0.8095238095238095,0.7647058823529411,0.3563218390804598,0.25806451612903225,0.2857142857142857,0.625,0.2988505747126437,0.38461538461538464,0.38461538461538464,0.9,0.42105263157894735,0.75,0.8333333333333334,0.35714285714285715,0.7,0.3448275862068966,0.43595747126436796,0.4068625,0.4516964285714286,0.24528301886792453,0.24528301886792453,0.2727272727272727,0.33636363636363636,8.642528735632183,0.3283898305084746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101145,1610612744,Monta Ellis,Monta Ellis,101145,GSW,22018.0,367,67,721,701,263,243,103.0,1422,21.0,39,1.0,2.0,6.0,12,11.0,34.0,8.0,33.0,40,106,24.0,149,708,2.0,7.0,1.0,5.0,12.0,35,13.0,46.0,40.0,40.0,13.0,22.0,9.0,31.0,5.0,4.0,11.0,4.0,7.0,71.0,1.0,5.0,,10.0,22.0,1.0,33.0,6.0,39.0,11.0,6.0,5.0,12.0,2.0,5.0,8.0,7.0,1.0,20.0,,6.0,12.0,27.0,1.0,3.0,25.0,2.0,32.0,1.0,14.0,2.0,5.0,1.0,1.0,5.0,2.0,,,46.0,263,7.0,1.0,0.5,0.5128205128205128,0.37735849056603776,0.2857142857142857,0.34285714285714286,0.4139072847682119,0.18181818181818182,0.3173076923076923,0.4457831325301205,0.20833333333333334,0.3813559322033898,0.12264150943396226,0.1794871794871795,0.14705882352941177,22.142857142857142,0.6,0.041666666666666664,,0.09053497942386832,0.02,0.11627906976744186,0.011627906976744186,0.0972644376899696,0.017857142857142856,0.027777777777777776,0.014285714285714285,0.018518518518518517,0.018867924528301886,,0.0851063829787234,0.1038961038961039,0.08403361344537816,0.08955223880597014,0.4,0.2582781456953642,0.5384615384615384,0.65625,0.6666666666666666,0.2251655629139073,0.3235294117647059,0.3793103448275862,0.2727272727272727,0.2185430463576159,0.24242424242424243,0.25,0.375,0.18181818181818182,0.5,,0.23076923076923078,0.5,0.5562913907284768,0.4747622516556293,0.48885,0.4443567307692308,0.08536585365853659,0.11764705882352941,0.03355704697986577,0.3087248322147651,8.388679245283019,0.3647711511789182,11.0,26.0,2.0,2.0,9.0,4.0,19.0,2.0,1.0,8.0,15.0,45.0,4.0,3.0,17.0,42.0,3.0,2.0,19.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,0.9333333333333333,0.3333333333333333,0.17647058823529413,0.3333333333333333,0.2980132450331126,0.022222222222222223,0.030303030303030304,0.05263157894736842,0.21052631578947367,0.01282051282051282,0.17218543046357615,0.4230769230769231,0.4230769230769231,1.0,0.12582781456953643,0.21052631578947367,0.2222222222222222,0.75,0.18181818181818182,0.18181818181818182,0.17307692307692307,0.2222222222222222,0.15384615384615385,0.125,0.21052631578947367,24.18,,,,,,,,,,,,,,,,,True,,
101198,1610612744,Will Bynum,Will Bynum,101198,GSW,4313.0,72,-31,131,132,37,25,23.0,263,7.0,10,1.0,2.0,5.0,5,,3.0,3.0,8.0,10,21,5.0,28,155,2.0,5.0,,4.0,5.0,5,2.0,12.0,,20.0,3.0,5.0,2.0,7.0,1.0,1.0,4.0,1.0,,16.0,,1.0,,,3.0,,3.0,1.0,4.0,3.0,1.0,2.0,3.0,,3.0,1.0,,,4.0,,1.0,2.0,7.0,,1.0,7.0,,8.0,1.0,4.0,,,,,,,,,12.0,37,2.0,,,,0.47619047619047616,0.4,1.0,0.46,0.3333333333333333,0.8333333333333334,0.5,0.3333333333333333,0.8571428571428571,0.14285714285714285,0.2,0.3333333333333333,20.38216560509554,0.75,,,0.07894736842105263,0.01818181818181818,,,0.05357142857142857,0.014084507042253521,,0.07142857142857142,,,,,0.16666666666666666,0.0625,,,0.4,0.7,0.875,,0.12,,,,0.32,0.375,0.375,,0.3333333333333333,0.5,,0.8333333333333334,1.0,0.56,0.4595458333333334,0.4187666666666667,0.5467000000000001,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.42857142857142855,8.68095238095238,0.2824427480916031,,,,,,1.0,4.0,1.0,,1.0,1.0,4.0,1.0,,1.0,3.0,,,3.0,1.0,1.0,1.0,,1.0,,,,1.0,0.25,,0.3333333333333333,0.16,0.25,,0.25,,0.1111111111111111,,,,,0.16,0.25,0.3333333333333333,1.0,,0.16666666666666666,,,0.16666666666666666,,0.3333333333333333,32.825,1.0,,,,,,,,,,,,,,,,True,,
2202,1610612744,Jason Richardson,Jason Richardson,2202,GSW,34862.0,581,75,1131,1127,413,439,139.0,2258,53.0,75,4.0,7.0,22.0,27,14.0,46.0,26.0,68.0,93,189,57.0,390,1226,7.0,15.0,1.0,48.0,30.0,60,32.0,134.0,84.0,102.0,11.0,37.0,18.0,55.0,9.0,9.0,22.0,2.0,13.0,128.0,,8.0,2.0,17.0,41.0,5.0,63.0,10.0,73.0,18.0,11.0,7.0,14.0,2.0,4.0,11.0,10.0,2.0,25.0,1.0,11.0,19.0,45.0,2.0,3.0,65.0,3.0,75.0,5.0,30.0,10.0,6.0,6.0,,7.0,3.0,,,134.0,413,10.0,10.0,0.45161290322580644,0.4666666666666667,0.49206349206349204,0.4666666666666667,0.5,0.5568561872909699,0.734375,0.5151515151515151,0.5838323353293413,0.7272727272727273,0.5630252100840336,0.0582010582010582,0.06666666666666667,0.13043478260869565,27.894327894327898,0.56,0.12195121951219512,0.047619047619047616,0.11171662125340599,0.022598870056497175,0.12781954887218044,,0.116,0.015444015444015444,0.02727272727272727,0.020202020202020204,0.020689655172413793,,,0.043478260869565216,0.12745098039215685,0.13872832369942195,0.14583333333333334,0.42857142857142855,0.2508361204013378,0.7066666666666667,0.7571428571428571,0.4528301886792453,0.15384615384615385,0.30434782608695654,0.35,0.5,0.22742474916387959,0.38235294117647056,0.38235294117647056,0.4230769230769231,0.21875,0.5714285714285714,,0.2727272727272727,0.8148148148148148,0.6187290969899666,0.4988067340067339,0.50106,0.49074226804123716,0.09259259259259259,0.14018691588785046,0.12307692307692308,0.3435897435897436,8.672486772486772,0.3651635720601238,15.0,30.0,6.0,4.0,9.0,34.0,80.0,11.0,10.0,30.0,49.0,110.0,17.0,14.0,39.0,114.0,33.0,6.0,78.0,34.0,,,,12.0,,,,0.7755102040816326,0.44545454545454544,0.358974358974359,0.4537037037037037,0.36789297658862874,,,,0.08108108108108109,,0.10033444816053512,0.5,0.5,0.8,0.26755852842809363,0.425,0.425,0.7647058823529411,0.1875,0.34375,0.09090909090909091,0.4444444444444444,0.30303030303030304,0.3333333333333333,0.4358974358974359,25.256363636363638,2.0,5.0,6.0,11.0,1.0,1.0,1.0,0.6470588235294118,0.8333333333333334,0.6,0.5454545454545454,1.0,,,,,True,,
2740,1610612744,Andris Biedrins,Andris Biedrins,2740,GSW,60027.0,1000,32,1934,1928,684,706,257.0,3862,106.0,151,33.0,51.0,36.0,53,12.0,33.0,,1.0,118,185,22.0,258,2049,34.0,53.0,4.0,72.0,39.0,59,7.0,85.0,172.0,64.0,16.0,16.0,8.0,24.0,5.0,3.0,8.0,1.0,7.0,56.0,22.0,96.0,6.0,27.0,117.0,15.0,159.0,124.0,283.0,23.0,13.0,10.0,12.0,2.0,6.0,22.0,6.0,6.0,34.0,8.0,10.0,113.0,190.0,19.0,8.0,75.0,9.0,72.0,10.0,38.0,3.0,46.0,22.0,24.0,47.0,28.0,2.0,2.0,85.0,684,23.0,3.0,0.7288135593220338,0.945054945054945,0.6378378378378379,0.6415094339622641,0.6610169491525424,0.6378378378378379,0.6415094339622641,0.6610169491525424,0.5972222222222222,0.6101694915254238,0.5985915492957746,0.08648648648648649,0.06622516556291391,0.18181818181818182,11.20573733751681,0.35294117647058826,0.20270270270270271,0.08333333333333333,0.1836734693877551,0.14906832298136646,0.12,0.08029197080291971,0.16705336426914152,0.12854030501089325,0.1691542288557214,0.1839080459770115,0.11152416356877323,0.08673469387755102,0.0641025641025641,0.20279720279720279,0.19270833333333334,0.16887417218543047,0.1301775147928994,0.5957446808510638,0.8162162162162162,0.7019867549668874,0.75177304964539,0.7169811320754716,0.1783783783783784,0.36363636363636365,0.4444444444444444,0.8333333333333334,0.005405405405405406,,,,0.9622641509433962,0.6470588235294118,0.21212121212121213,0.8983050847457628,0.6792452830188679,0.8162162162162162,0.5211891891891892,0.5353638297872341,0.5397203389830507,0.1784037558685446,0.1784037558685446,0.27906976744186046,0.32945736434108525,1.92972972972973,0.3536711478800414,,,,,,,,,,,,,,,,,,54.0,,,,12.0,,8.0,,,8.0,,,,,,,,,0.08928571428571429,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,2.0,,,True,,
2399,1610612744,Mike Dunleavy,Mike Dunleavy,2399,GSW,32759.0,546,25,1060,1051,340,317,142.0,2111,30.0,43,7.0,12.0,9.0,11,2.0,19.0,22.0,59.0,54,121,51.0,216,1125,9.0,17.0,6.0,30.0,17.0,28,21.0,70.0,68.0,40.0,7.0,44.0,14.0,58.0,10.0,4.0,24.0,7.0,13.0,130.0,2.0,18.0,1.0,23.0,54.0,4.0,81.0,21.0,102.0,13.0,9.0,4.0,14.0,2.0,10.0,8.0,4.0,1.0,22.0,2.0,4.0,17.0,36.0,5.0,4.0,65.0,4.0,61.0,7.0,27.0,5.0,2.0,,2.0,2.0,1.0,,,70.0,340,6.0,5.0,0.6296296296296297,0.6938775510204082,0.4462809917355372,0.5294117647058824,0.6071428571428571,0.46089385474860334,0.6,0.49,0.524390243902439,0.6521739130434783,0.575,0.05785123966942149,0.09302325581395349,0.10526315789473684,18.60655737704918,0.6363636363636364,0.125,0.023255813953488372,0.15606936416184972,0.05070422535211268,0.1796875,0.013513513513513514,0.16244725738396623,0.039761431411530816,0.036036036036036036,0.0707070707070707,0.04827586206896552,0.01834862385321101,,0.05263157894736842,0.15454545454545454,0.20625,0.1595744680851064,0.5,0.24022346368715083,0.6976744186046512,0.7692307692307693,0.6333333333333333,0.10614525139664804,0.10526315789473684,0.11764705882352941,,0.329608938547486,0.3728813559322034,0.3793103448275862,0.6818181818181818,0.6,0.5833333333333334,0.2857142857142857,0.22,0.8181818181818182,0.5642458100558659,0.4763734636871509,0.4745736842105262,0.4961099999999999,0.14,0.19148936170212766,0.1388888888888889,0.32407407407407407,10.819834710743802,0.32075471698113206,5.0,14.0,,1.0,6.0,14.0,44.0,3.0,4.0,16.0,19.0,58.0,3.0,5.0,22.0,51.0,6.0,10.0,44.0,14.0,,6.0,,17.0,1.0,,,0.8947368421052632,0.3275862068965517,0.22727272727272727,0.3275862068965517,0.3240223463687151,,0.01694915254237288,,0.23529411764705882,0.0625,0.0782122905027933,0.35714285714285715,0.35714285714285715,1.0,0.24581005586592178,0.3181818181818182,0.3181818181818182,0.8571428571428571,,0.15,0.12,0.16666666666666666,0.32,0.25,0.3181818181818182,24.953448275862073,,,2.0,2.0,,,,0.6666666666666666,,,0.6666666666666666,1.0,,1.0,1.0,0.01694915254237288,True,,
2554,1610612744,Mickael Pietrus,Mickael Pietrus,2554,GSW,20584.0,343,-42,660,670,231,255,94.0,1330,20.0,38,2.0,5.0,7.0,12,1.0,5.0,8.0,27.0,29,70,27.0,154,726,2.0,8.0,2.0,18.0,11.0,23,15.0,55.0,40.0,18.0,9.0,10.0,7.0,17.0,2.0,5.0,4.0,,6.0,41.0,3.0,9.0,,11.0,21.0,2.0,34.0,12.0,46.0,8.0,3.0,5.0,10.0,2.0,5.0,13.0,5.0,3.0,23.0,2.0,4.0,13.0,33.0,2.0,2.0,35.0,2.0,39.0,3.0,15.0,6.0,3.0,2.0,1.0,3.0,3.0,1.0,,55.0,231,6.0,6.0,0.6896551724137931,0.7407407407407407,0.4142857142857143,0.25,0.4782608695652174,0.4847328244274809,0.42105263157894735,0.46511627906976744,0.5167785234899329,0.45,0.5092592592592593,0.12857142857142856,0.18421052631578946,0.2,22.337662337662337,0.43478260869565216,0.08695652173913043,,0.10096153846153846,0.04072398190045249,0.14285714285714285,0.028846153846153848,0.11228070175438597,0.036923076923076927,,0.05263157894736842,0.06382978723404255,0.03125,0.025,0.08695652173913043,0.0684931506849315,0.1348314606741573,0.15873015873015872,1.0,0.2900763358778626,0.5263157894736842,0.6451612903225806,0.65,0.03816793893129771,0.2,0.25,,0.20610687022900764,0.2962962962962963,0.3076923076923077,0.875,0.2631578947368421,0.4,,0.27906976744186046,0.5833333333333334,0.7557251908396947,0.5133705426356588,0.46068214285714293,0.4957987804878049,0.1048951048951049,0.18292682926829268,0.11688311688311688,0.35714285714285715,8.847142857142856,0.35,19.0,41.0,8.0,4.0,12.0,4.0,20.0,3.0,2.0,8.0,23.0,61.0,11.0,6.0,20.0,66.0,3.0,4.0,18.0,4.0,,1.0,,4.0,,,,0.9565217391304348,0.3770491803278688,0.3,0.3898305084745763,0.46564885496183206,,0.037037037037037035,,0.07142857142857142,0.014925373134328358,0.31297709923664124,0.4634146341463415,0.4634146341463415,1.0,0.15267175572519084,0.2,0.2,0.75,0.42105263157894735,0.15789473684210525,0.27906976744186046,0.3333333333333333,0.18604651162790697,0.25,0.2222222222222222,24.860655737704914,2.0,3.0,1.0,4.0,,,,0.36363636363636365,0.375,1.0,0.3333333333333333,1.0,,,,,True,,
384,1610612744,Calbert Cheaney,Calbert Cheaney,384,GSW,9373.0,156,-44,296,292,125,106,35.0,588,1.0,3,,1.0,1.0,2,2.0,7.0,14.0,34.0,17,44,4.0,38,318,,3.0,2.0,2.0,5.0,14,4.0,14.0,28.0,6.0,1.0,8.0,2.0,10.0,1.0,1.0,5.0,1.0,2.0,22.0,1.0,1.0,,3.0,11.0,3.0,17.0,2.0,19.0,7.0,6.0,1.0,2.0,,,5.0,2.0,1.0,7.0,,3.0,2.0,12.0,,2.0,5.0,1.0,4.0,,1.0,1.0,,,,,,,1.0,14.0,125,4.0,1.0,0.8235294117647058,0.8235294117647058,0.38636363636363635,,0.35714285714285715,0.3541666666666667,,0.3125,0.38,0.2,0.3888888888888889,0.022727272727272728,,0.14285714285714285,16.569767441860467,0.2857142857142857,0.17647058823529413,,0.1134020618556701,0.009009009009009009,0.0967741935483871,0.02631578947368421,0.109375,0.013422818791946308,,,0.0196078431372549,0.034482758620689655,,0.08,0.045454545454545456,0.16,0.13043478260869565,,0.0625,0.3333333333333333,0.3333333333333333,1.0,0.14583333333333334,0.2857142857142857,0.3333333333333333,,0.7083333333333334,0.4117647058823529,0.4117647058823529,0.9285714285714286,0.25,,,0.125,0.5,0.14583333333333334,0.40476595744680854,0.32925,0.42617,0.02040816326530612,0.022222222222222223,0.05263157894736842,0.3684210526315789,15.94090909090909,0.4222972972972973,,2.0,,,1.0,,2.0,1.0,,1.0,,4.0,1.0,,2.0,,,,2.0,,,,1.0,,,,,,,,,0.08333333333333333,,,,,,0.041666666666666664,,,,0.041666666666666664,,,,,0.25,0.0625,,0.0625,,,27.45,,,,,,,,,,,,,,,,,True,,
1884,1610612744,Baron Davis,Baron Davis,1884,GSW,25563.0,426,70,839,834,324,371,94.0,1673,24.0,48,1.0,4.0,11.0,20,16.0,32.0,13.0,39.0,53,119,52.0,209,868,2.0,7.0,1.0,11.0,20.0,40,35.0,99.0,8.0,98.0,6.0,79.0,35.0,114.0,21.0,14.0,51.0,6.0,22.0,263.0,6.0,4.0,,7.0,31.0,1.0,39.0,10.0,49.0,19.0,8.0,11.0,16.0,8.0,13.0,20.0,3.0,5.0,36.0,2.0,10.0,10.0,35.0,,1.0,61.0,,70.0,6.0,23.0,15.0,4.0,1.0,1.0,4.0,3.0,,,99.0,324,14.0,15.0,0.07547169811320754,0.07692307692307693,0.44537815126050423,0.2857142857142857,0.5,0.4131578947368421,0.2777777777777778,0.4266666666666667,0.47072072072072074,0.2894736842105263,0.5103092783505154,0.05042016806722689,0.08333333333333333,0.0625,27.12933753943218,0.4444444444444444,0.02857142857142857,,0.10954063604240283,0.016260162601626018,0.08045977011494253,0.044444444444444446,0.10270270270270271,0.026246719160104987,0.047058823529411764,,,0.05660377358490566,,0.03225806451612903,0.13095238095238096,0.13138686131386862,0.06666666666666667,0.75,0.25263157894736843,0.5,0.5454545454545454,0.16666666666666666,0.16842105263157894,0.5,0.5333333333333333,,0.20526315789473684,0.3333333333333333,0.3333333333333333,,0.2222222222222222,0.25,,0.26666666666666666,0.55,0.6263157894736842,0.48008404255319137,0.5136111111111111,0.49007808219178084,0.1111111111111111,0.16911764705882354,0.05263157894736842,0.47368421052631576,8.664705882352942,0.38617401668653156,4.0,8.0,2.0,2.0,6.0,13.0,63.0,9.0,6.0,29.0,17.0,71.0,11.0,8.0,35.0,18.0,33.0,2.0,61.0,13.0,1.0,5.0,,8.0,,2.0,2.0,0.35294117647058826,0.23943661971830985,0.22857142857142856,0.2463768115942029,0.3736842105263158,0.014084507042253521,,0.015873015873015872,0.1111111111111111,0.045871559633027525,0.042105263157894736,0.5,0.5,0.75,0.33157894736842103,0.20634920634920634,0.20967741935483872,0.23076923076923078,0.1111111111111111,0.5,0.08,0.3333333333333333,0.38666666666666666,0.20689655172413793,0.21311475409836064,26.057746478873238,2.0,,2.0,2.0,1.0,,,0.18181818181818182,,,0.2222222222222222,0.5,,,,,True,,
2560,1610612744,Zarko Cabarkapa,Zarko Cabarkapa,2560,GSW,6388.0,106,-41,204,207,59,75,26.0,411,6.0,13,1.0,5.0,,2,2.0,7.0,4.0,14.0,12,34,15.0,48,217,1.0,7.0,3.0,8.0,2.0,9,5.0,12.0,16.0,8.0,4.0,3.0,1.0,4.0,,1.0,3.0,,,9.0,1.0,4.0,1.0,1.0,13.0,1.0,15.0,6.0,21.0,1.0,1.0,,4.0,1.0,1.0,9.0,3.0,4.0,13.0,1.0,2.0,8.0,14.0,1.0,3.0,16.0,1.0,20.0,2.0,10.0,1.0,,,,,,,,12.0,59,2.0,,0.6666666666666666,0.6666666666666666,0.35294117647058826,0.14285714285714285,0.2222222222222222,0.4125,0.3125,0.2916666666666667,0.4897959183673469,0.4,0.4,0.11764705882352941,0.3076923076923077,,26.609442060085836,0.3076923076923077,0.14285714285714285,0.25,0.20634920634920634,0.05194805194805195,0.03225806451612903,0.03571428571428571,0.14893617021276595,0.047619047619047616,0.14285714285714285,0.041666666666666664,,0.041666666666666664,,0.15789473684210525,0.23076923076923078,0.22580645161290322,,,0.325,0.46153846153846156,0.6666666666666666,0.8333333333333334,0.175,0.2857142857142857,0.2857142857142857,,0.35,0.2857142857142857,0.2857142857142857,0.75,0.625,0.2,1.0,0.16666666666666666,,0.475,0.46717,0.5490857142857143,0.43410833333333326,0.20833333333333334,0.23809523809523808,0.16666666666666666,0.25,9.500000000000002,0.28921568627450983,1.0,2.0,,1.0,2.0,2.0,4.0,1.0,,1.0,3.0,6.0,1.0,1.0,3.0,9.0,,,4.0,2.0,,1.0,,1.0,,,,1.0,0.5,0.3333333333333333,0.5,0.15,,,,0.1,0.047619047619047616,0.05,0.5,0.5,1.0,0.1,0.5,0.5,1.0,,0.125,0.16666666666666666,0.5,0.08333333333333333,,0.5,24.700000000000003,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,,,True,,
