EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,PenaltyFtPoints,Corner3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,Loose Ball Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceFtPoints,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,3pt And 1 Free Throw Trips
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,8064.0,134,-5,263,262,97,124,34,525,10.0,19.0,4.0,8.0,6.0,9.0,4.0,11,14.0,30,2.0,30,295,4.0,9.0,8.0,6.0,9.0,12.0,20.0,8.0,6.0,6.0,4.0,2.0,6.0,2.0,2.0,1.0,1.0,14.0,4.0,8.0,1.0,3.0,13.0,2.0,18.0,13.0,31.0,3.0,1.0,2.0,2.0,1.0,7.0,2.0,1.0,9.0,1.0,4.0,14.0,19,2.0,9.0,1.0,1.0,9.0,3.0,6.0,5.0,3.0,2.0,5.0,4.0,3.0,12.0,97,0.7142857142857143,0.9090909090909091,0.4666666666666667,0.4444444444444444,0.6666666666666666,0.4666666666666667,0.4444444444444444,0.6666666666666666,0.45454545454545453,0.4,0.5454545454545454,0.2,0.3157894736842105,13.953488372093025,0.2222222222222222,0.4,0.1111111111111111,0.1625,0.10126582278481013,0.09375,0.10526315789473684,0.14285714285714285,0.10256410256410256,0.14814814814814814,0.07142857142857142,0.08333333333333333,0.12121212121212122,0.041666666666666664,0.09090909090909091,0.29411764705882354,0.10344827586206896,0.8,0.6333333333333333,0.5263157894736842,0.7692307692307693,0.7,0.36666666666666664,0.36363636363636365,0.36363636363636365,0.75,0.8888888888888888,0.5,0.25,1.0,0.6666666666666666,0.6333333333333333,0.5120033333333335,0.5607857142857143,0.5820333333333334,0.18181818181818182,0.18181818181818182,0.26666666666666666,0.4,2.9033333333333333,0.3688212927756654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101142,1610612747,Ronny Turiaf,Ronny Turiaf,101142,LAL,4850.0,81,-12,162,166,68,67,17,328,3.0,8.0,1.0,5.0,1.0,1.0,,3,4.0,12,6.0,14,178,1.0,5.0,2.0,1.0,4.0,7.0,6.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,,1.0,,11.0,2.0,3.0,,1.0,7.0,1.0,9.0,5.0,14.0,1.0,1.0,,1.0,,5.0,,1.0,6.0,,2.0,10.0,19,1.0,9.0,1.0,2.0,12.0,,2.0,3.0,2.0,1.0,3.0,2.0,1.0,7.0,68,0.75,1.0,0.3333333333333333,0.2,0.25,0.3333333333333333,0.2,0.25,0.3888888888888889,0.2,0.3888888888888889,0.16666666666666666,0.25,13.259668508287293,0.16666666666666666,0.5,,0.125,0.06521739130434782,0.0625,0.1111111111111111,0.1111111111111111,0.078125,0.10526315789473684,0.07142857142857142,,0.0625,0.15789473684210525,0.2,0.045454545454545456,,0.6666666666666666,0.6666666666666666,0.375,0.5,0.6666666666666666,0.25,,,,1.0,0.2,,0.25,1.0,0.6666666666666666,0.5117916666666665,0.564975,0.43069999999999997,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5,3.108333333333333,0.41975308641975306,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,0.5,0.16666666666666666,0.16666666666666666,0.08333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101209,1610612747,Devin Green,Devin Green,101209,LAL,2249.0,37,-30,74,77,40,49,12,151,,2.0,,1.0,,2.0,1.0,4,1.0,8,2.0,4,93,1.0,2.0,3.0,1.0,5.0,4.0,2.0,,,2.0,,,,,,,,,2.0,1.0,1.0,,1.0,1.0,2.0,4.0,6.0,,,,,,1.0,,,1.0,,1.0,1.0,3,1.0,2.0,,,4.0,,1.0,,,,,,,4.0,40,1.0,1.0,0.125,0.5,0.2,0.125,0.5,0.2,0.2,0.5,0.2857142857142857,0.25,1.0,12.222222222222221,,0.125,0.25,0.045454545454545456,0.04,,0.2,0.029411764705882353,0.08571428571428572,0.09090909090909091,,,0.2222222222222222,,,0.2,,,0.25,,,,0.5,0.25,0.25,1.0,0.5,,,0.4,,0.25,0.3998,0.3941,0.39264,0.1111111111111111,0.1111111111111111,0.75,1.0,9.8375,0.5405405405405406,,2.0,2.0,,,,,,1.0,1.0,1.0,,,,0.25,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,148747.0,2479,243,4773,4753,1481,1309,601,9526,209.0,342.0,40.0,72.0,57.0,85.0,50.0,122,287.0,552,155.0,903,4997,48.0,91.0,128.0,75.0,137.0,300.0,248.0,326.0,62.0,37.0,275.0,81.0,356.0,59.0,135.0,44.0,96.0,793.0,35.0,90.0,6.0,85.0,308.0,38.0,431.0,131.0,562.0,58.0,42.0,16.0,84.0,61.0,85.0,9.0,23.0,169.0,10.0,51.0,89.0,194,31.0,206.0,19.0,8.0,231.0,27.0,93.0,51.0,35.0,14.0,51.0,31.0,4.0,300.0,1481,0.43205574912891986,0.484375,0.519927536231884,0.5274725274725275,0.5474452554744526,0.5267605633802817,0.5138888888888888,0.542713567839196,0.5560344827586207,0.5289256198347108,0.5952380952380952,0.06702898550724638,0.08187134502923976,17.97032423520791,0.4970414201183432,0.2620689655172414,0.036585365853658534,0.18043350908025776,0.055900621118012424,0.16098484848484848,0.06283662477558348,0.17583892617449665,0.05768343331795108,0.06951871657754011,0.04941176470588235,0.04807692307692308,0.05689277899343545,0.15934065934065933,0.22247191011235956,0.17039106145251395,0.14035087719298245,0.6078431372549019,0.48169014084507045,0.6111111111111112,0.6656050955414012,0.42105263157894735,0.17183098591549295,0.4098360655737705,0.4424778761061947,0.46,0.6666666666666666,0.5555555555555556,0.175,0.4271356783919598,0.6705882352941176,0.704225352112676,0.510402899575672,0.5121065476190475,0.507666581632653,0.11984536082474227,0.15048543689320387,0.14174972314507198,0.33222591362126247,4.853260869565219,0.31028703121726375,28.0,88.0,84.0,22.0,15.0,21.0,11.0,18.0,36.0,15.0,34.0,0.09,0.2248062015503876,0.04777070063694268,0.12394366197183099,0.3181818181818182,0.3181818181818182,0.4642857142857143,17.0,7.0,15.0,2.0,3.0,3.0,7.0,51.0,143.0,3.0,14.0,19.0,55.0,58.0,158.0,5.0,17.0,22.0,62.0,153.0,21.0,1.0,142.0,51.0,2.0,4.0,2.0,4.0,1.0,8.0,0.8793103448275862,0.3670886075949367,0.29411764705882354,0.3548387096774194,0.36942675159235666,0.22253521126760564,0.012658227848101266,0.07377049180327869,0.013986013986013986,0.02112676056338028,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.20140845070422536,0.35664335664335667,0.3617021276595745,0.8823529411764706,0.027777777777777776,0.6666666666666666,1.0,0.12962962962962962,0.21428571428571427,1.0,0.035175879396984924,0.42857142857142855,0.27638190954773867,0.34545454545454546,0.3591549295774648,25.600632911392406,,,,,,,,True,
2470,1610612747,Smush Parker,Smush Parker,2470,LAL,166414.0,2774,214,5348,5324,1715,1551,684,10672,177.0,270.0,13.0,25.0,50.0,70.0,28.0,82,228.0,451,125.0,941,5647,16.0,33.0,68.0,63.0,114.0,283.0,244.0,212.0,8.0,35.0,221.0,81.0,302.0,63.0,114.0,30.0,77.0,685.0,9.0,27.0,1.0,58.0,174.0,2.0,234.0,37.0,271.0,140.0,71.0,69.0,92.0,59.0,55.0,9.0,33.0,147.0,7.0,52.0,84.0,213,10.0,169.0,8.0,23.0,180.0,16.0,68.0,11.0,4.0,3.0,16.0,6.0,,283.0,1715,0.5350877192982456,0.5446428571428571,0.5055432372505543,0.48484848484848486,0.5526315789473685,0.5237483953786907,0.543859649122807,0.5560975609756098,0.5464576074332171,0.5573770491803278,0.5847107438016529,0.07760532150776053,0.10740740740740741,16.435675851948474,0.6258503401360545,0.012269938650306749,0.005405405405405406,0.09235668789808917,0.01509223029625489,0.10051993067590988,0.013846153846153847,0.09427062169849655,0.014760147601476014,0.016339869281045753,0.014957264957264958,0.014104372355430184,0.013108614232209739,0.09933774834437085,0.07676767676767676,0.09681528662420383,0.11188811188811189,0.375,0.3465982028241335,0.6555555555555556,0.7344398340248963,0.559322033898305,0.10526315789473684,0.34146341463414637,0.36363636363636365,0.32142857142857145,0.43859649122807015,0.52,0.38461538461538464,0.34146341463414637,0.7142857142857143,0.7676508344030809,0.5362970284237726,0.5257949999999999,0.5223383663366337,0.08182912154031288,0.13518886679920478,0.07226354941551541,0.3007438894792774,5.739689578713969,0.3206806282722513,23.0,99.0,55.0,18.0,11.0,22.0,6.0,8.0,30.0,44.0,27.0,0.017241379310344827,0.06756756756756757,0.028645833333333332,0.12708600770218229,0.23232323232323232,0.23469387755102042,0.6086956521739131,6.0,32.0,83.0,3.0,6.0,11.0,28.0,88.0,245.0,7.0,18.0,23.0,63.0,120.0,328.0,10.0,24.0,34.0,91.0,339.0,21.0,3.0,242.0,88.0,,2.0,4.0,,,,0.9416666666666667,0.36585365853658536,0.4166666666666667,0.37362637362637363,0.36923076923076925,0.42105263157894735,,0.06097560975609756,,0.10654685494223363,0.3855421686746988,0.3855421686746988,1.0,0.31450577663671375,0.35918367346938773,0.35918367346938773,0.9204545454545454,0.10526315789473684,0.5,1.0,0.3157894736842105,0.3888888888888889,1.0,0.13658536585365855,0.39285714285714285,0.3073170731707317,0.36507936507936506,0.36363636363636365,25.435060975609765,5.0,4.0,1.0,0.010101010101010102,,,,True,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,41915.0,699,88,1361,1353,586,504,163,2714,20.0,48.0,4.0,8.0,7.0,12.0,10.0,29,50.0,128,38.0,174,1438,7.0,18.0,21.0,14.0,33.0,67.0,60.0,40.0,10.0,14.0,68.0,12.0,80.0,10.0,42.0,13.0,13.0,172.0,24.0,19.0,2.0,14.0,62.0,13.0,89.0,45.0,134.0,25.0,14.0,11.0,24.0,19.0,15.0,,5.0,39.0,7.0,16.0,30.0,53,4.0,52.0,4.0,4.0,48.0,3.0,13.0,6.0,4.0,2.0,7.0,5.0,,67.0,586,0.6,0.6666666666666666,0.390625,0.3888888888888889,0.42424242424242425,0.4171779141104294,0.4473684210526316,0.4479166666666667,0.46774193548387094,0.5,0.5317460317460317,0.109375,0.2708333333333333,14.470284237726098,0.6153846153846154,0.2826086956521739,0.04,0.14027149321266968,0.047979797979797977,0.09090909090909091,0.12698412698412698,0.12751677852348994,0.0735042735042735,0.0703125,0.019801980198019802,0.04790419161676647,0.13725490196078433,0.12307692307692308,0.12727272727272726,0.15841584158415842,0.10810810810810811,0.7142857142857143,0.294478527607362,0.4166666666666667,0.5714285714285714,0.5,0.17791411042944785,0.3448275862068966,0.35714285714285715,0.4,0.42105263157894735,0.5,,0.25,0.5833333333333334,0.50920245398773,0.47977111801242256,0.49354999999999993,0.469563043478261,0.07514450867052024,0.09420289855072464,0.1206896551724138,0.3850574712643678,9.8296875,0.4305657604702425,20.0,51.0,24.0,2.0,1.0,3.0,7.0,4.0,13.0,9.0,11.0,0.08333333333333333,0.046511627906976744,0.011904761904761904,0.3128834355828221,0.39215686274509803,0.39215686274509803,0.8,4.0,6.0,18.0,1.0,1.0,2.0,6.0,6.0,17.0,,,3.0,9.0,12.0,35.0,1.0,1.0,5.0,15.0,36.0,,1.0,16.0,6.0,,1.0,,,,,1.0,0.34285714285714286,1.0,0.3333333333333333,0.35294117647058826,0.2147239263803681,,0.034482758620689655,,0.11042944785276074,0.3333333333333333,0.3333333333333333,1.0,0.10429447852760736,0.35294117647058826,0.35294117647058826,1.0,0.05263157894736842,1.0,1.0,,,,0.125,0.3333333333333333,0.1875,0.3333333333333333,0.375,26.048571428571424,1.0,1.0,,,,,,True,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,145802.0,2430,259,4714,4689,1486,1331,598,9403,208.0,341.0,21.0,37.0,65.0,107.0,105.0,235,604.0,1223,451.0,2019,5005,68.0,137.0,208.0,179.0,363.0,748.0,458.0,750.0,30.0,62.0,196.0,89.0,285.0,64.0,119.0,36.0,41.0,659.0,11.0,36.0,1.0,73.0,188.0,6.0,267.0,48.0,315.0,118.0,71.0,47.0,91.0,37.0,88.0,17.0,54.0,179.0,15.0,51.0,49.0,165,34.0,434.0,7.0,9.0,528.0,48.0,186.0,21.0,15.0,4.0,23.0,10.0,1.0,748.0,1486,0.3791390728476821,0.38879456706281834,0.4938675388389207,0.49635036496350365,0.4931129476584022,0.49872773536895676,0.5184049079754601,0.4913461538461538,0.5555864369093941,0.5683060109289617,0.5744186046511628,0.050695012264922325,0.11143695014662756,36.59574468085106,0.5083798882681564,0.041379310344827586,0.006369426751592357,0.11244019138755981,0.022988505747126436,0.1454183266932271,0.01936619718309859,0.12005519779208831,0.022024367385192128,0.03531598513011153,0.019704433497536946,0.014469453376205787,0.02127659574468085,0.08955223880597014,0.08755760368663594,0.1452991452991453,0.128686327077748,0.43478260869565216,0.21692111959287533,0.6099706744868035,0.6864686468646864,0.3557692307692308,0.1494910941475827,0.44680851063829785,0.47297297297297297,0.22857142857142856,0.22699386503067484,0.5675675675675675,0.19047619047619047,0.20576923076923076,0.6074766355140186,0.4389312977099237,0.4622070471938772,0.448537037037037,0.44954738372093017,0.11033274956217162,0.1366642174871418,0.1030212976721149,0.3704804358593363,11.676124284546194,0.3152312261349173,291.0,647.0,237.0,25.0,20.0,9.0,12.0,5.0,86.0,23.0,82.0,0.01020408163265306,0.1937984496124031,0.02617801047120419,0.4115776081424936,0.44976816074188564,0.45754716981132076,0.45017182130584193,39.0,11.0,31.0,4.0,8.0,4.0,13.0,109.0,318.0,7.0,18.0,47.0,144.0,120.0,349.0,11.0,26.0,51.0,157.0,261.0,99.0,3.0,315.0,109.0,2.0,6.0,2.0,1.0,,,0.725,0.3438395415472779,0.4230769230769231,0.3248407643312102,0.3468208092485549,0.22201017811704835,0.0057306590257879654,0.05531914893617021,0.006289308176100629,0.019720101781170483,0.3548387096774194,0.3548387096774194,0.8181818181818182,0.20229007633587787,0.34276729559748426,0.3449367088607595,0.7155963302752294,0.049079754601226995,0.5,0.75,0.11042944785276074,0.3888888888888889,1.0,0.025,0.3076923076923077,0.27692307692307694,0.3263888888888889,0.346031746031746,26.126934097421213,2.0,2.0,,0.017001545595054096,22.0,3.0,0.008522727272727272,True,
101144,1610612747,Von Wafer,Von Wafer,101144,LAL,1660.0,28,-2,51,50,24,22,9,101,,1.0,,1.0,,,,2,,7,,6,49,,2.0,,,4.0,3.0,,,,2.0,1.0,1.0,2.0,,1.0,,,5.0,2.0,,,1.0,,,1.0,2.0,3.0,1.0,,1.0,,,,,,,,,3.0,4,,2.0,,,2.0,,,,,,,,,3.0,24,,,,,,0.21428571428571427,,0.21428571428571427,0.2,,0.1875,0.2857142857142857,1.0,24.59016393442623,,,,,,0.125,0.18181818181818182,0.03333333333333333,0.06451612903225806,,,,0.18181818181818182,,,,,,0.07142857142857142,,,,0.14285714285714285,,,,0.5,,,,,0.5714285714285714,0.433175,0.3614,0.35529285714285713,,,,0.5,13.142857142857142,0.47058823529411764,,4.0,,1.0,,,,,1.0,,1.0,,0.5,,0.2857142857142857,,,,,1.0,1.0,,,1.0,1.0,1.0,6.0,,,,2.0,2.0,7.0,,,1.0,3.0,3.0,3.0,,6.0,1.0,,,,,,,0.5,0.2857142857142857,,0.3333333333333333,0.2857142857142857,0.5,,0.5,,0.07142857142857142,1.0,1.0,,0.42857142857142855,0.16666666666666666,0.16666666666666666,1.0,,,,,,,0.14285714285714285,1.0,0.2857142857142857,,0.16666666666666666,26.214285714285715,,,,,,,,True,
1919,1610612747,Laron Profit,Laron Profit,1919,LAL,4844.0,81,-3,163,169,76,76,16,332,4.0,5.0,,,2.0,3.0,1.0,3,7.0,14,4.0,21,158,1.0,2.0,5.0,4.0,8.0,10.0,14.0,,,1.0,3.0,2.0,5.0,2.0,2.0,1.0,,12.0,1.0,1.0,,6.0,4.0,,10.0,2.0,12.0,1.0,,1.0,2.0,,4.0,,2.0,6.0,,2.0,,4,1.0,6.0,1.0,,4.0,,1.0,1.0,1.0,,1.0,1.0,,10.0,76,1.0,1.0,0.5,0.5,0.5,0.425,0.8333333333333334,0.36363636363636365,0.4772727272727273,0.8333333333333334,0.4166666666666667,0.07142857142857142,0.2,15.64245810055866,0.3333333333333333,,,0.06557377049180328,0.019230769230769232,0.3333333333333333,0.058823529411764705,0.12658227848101267,0.028985507246376812,,0.0625,,0.08333333333333333,0.08,0.07142857142857142,0.045454545454545456,0.36363636363636365,1.0,0.25,0.8,1.0,1.0,0.15,0.3333333333333333,0.3333333333333333,1.0,,,,0.2727272727272727,0.6666666666666666,0.55,0.5165605263157895,0.45421666666666666,0.5387850000000001,0.047619047619047616,0.06666666666666667,0.23809523809523808,0.47619047619047616,9.700000000000001,0.4662576687116564,2.0,6.0,2.0,,,3.0,,,1.0,1.0,1.0,,0.2857142857142857,,0.3,0.3333333333333333,0.3333333333333333,1.0,,,2.0,,,,1.0,1.0,4.0,1.0,1.0,,2.0,1.0,6.0,1.0,1.0,,3.0,3.0,,1.0,3.0,1.0,,,,,,,1.0,0.16666666666666666,1.0,,0.2,0.3,,,,0.1,,,,0.2,0.25,0.25,1.0,,,,0.3333333333333333,1.0,1.0,0.09090909090909091,,0.18181818181818182,,0.3333333333333333,28.316666666666666,,,,,,,,True,
1904,1610612747,Devean George,Devean George,1904,LAL,50193.0,837,100,1619,1603,670,685,229,3222,26.0,53.0,12.0,20.0,12.0,24.0,8.0,19,54.0,127,38.0,230,1655,14.0,27.0,36.0,17.0,49.0,94.0,64.0,44.0,22.0,13.0,28.0,14.0,42.0,10.0,16.0,,12.0,98.0,17.0,26.0,2.0,20.0,76.0,10.0,106.0,45.0,151.0,43.0,17.0,26.0,13.0,10.0,11.0,1.0,3.0,24.0,2.0,6.0,36.0,84,7.0,51.0,4.0,7.0,60.0,3.0,17.0,14.0,9.0,4.0,14.0,11.0,,94.0,670,0.5925925925925926,0.7441860465116279,0.4251968503937008,0.5185185185185185,0.3469387755102041,0.4485981308411215,0.45161290322580644,0.39325842696629215,0.47520661157024796,0.46153846153846156,0.4392523364485981,0.10236220472440945,0.1509433962264151,14.118895966029724,0.5416666666666666,0.14492753623188406,0.02857142857142857,0.1417910447761194,0.04878048780487805,0.10471204188481675,0.07172995780590717,0.13204951856946354,0.05584415584415584,0.05181347150259067,0.05925925925925926,0.03902439024390244,0.08064516129032258,0.1631578947368421,0.11940298507462686,0.13679245283018868,0.11805555555555555,0.7857142857142857,0.24766355140186916,0.49056603773584906,0.5777777777777777,0.5,0.08878504672897196,0.42105263157894735,0.47058823529411764,0.5,0.6451612903225806,0.6,0.08333333333333333,0.2696629213483146,0.5,0.6542056074766355,0.49907873831775695,0.5016954545454545,0.4989337078651685,0.07860262008733625,0.12056737588652482,0.1565217391304348,0.40869565217391307,9.711023622047243,0.41383570105003087,20.0,55.0,24.0,4.0,4.0,3.0,,4.0,13.0,12.0,13.0,0.0392156862745098,0.06382978723404255,0.034482758620689655,0.2570093457943925,0.36363636363636365,0.38461538461538464,0.75,8.0,18.0,40.0,,1.0,9.0,19.0,10.0,47.0,,3.0,3.0,21.0,28.0,87.0,,4.0,12.0,40.0,78.0,6.0,,47.0,10.0,,,1.0,1.0,,1.0,0.9285714285714286,0.3218390804597701,,0.3,0.3218390804597701,0.40654205607476634,,0.10526315789473684,,0.18691588785046728,0.45,0.45,1.0,0.21962616822429906,0.2127659574468085,0.2127659574468085,0.8,0.03225806451612903,,,0.0967741935483871,,,0.21348314606741572,0.47368421052631576,0.23595505617977527,0.14285714285714285,0.2127659574468085,24.582758620689653,,,,0.05454545454545454,,1.0,0.011363636363636364,True,
