EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFG2A,Fg2aBlocked,LongMidRangeAssists,DefThreePtRebounds,DefTwoPtRebounds,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,OffRebounds,SelfOReb,ShootingFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,ThreePtAssists,Arc3Assists,FTOffRebounds,LostBallSteals,OffFTReboundPct,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,ShortMidRangePctAssisted,Corner3FGA,Corner3Frequency,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeAssists,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,on,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,Offensive Fouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedShortMidRange,LongMidRangePctBlocked,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveMakes,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,3pt And 1 Free Throw Trips
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,987.0,16.0,2.0,36,36,20,29.0,3.0,72,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,7.0,29,3.0,4.0,1.0,1.0,7.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,7.0,20,2.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.6,0.6,0.5833333333333334,0.5833333333333334,0.2,22.5,0.6666666666666666,0.1428571428571428,0.4,1.0,1.0,0.5,0.4,0.5,0.5,1.0,0.2,0.4,1.0,0.2,0.6,0.5045499999999999,0.5045499999999999,0.1666666666666666,0.2,1.0,8.35,25.3,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,1610612751,Jacque Vaughn,Jacque Vaughn,1521,NJN,1537.0,26.0,-8.0,51,55,25,35.0,5.0,106,1.0,3.0,1.0,1.0,1.0,3.0,,,2.0,6.0,,2.0,6.0,49,1.0,1.0,,,2.0,2.0,2.0,,4.0,4.0,3.0,8.0,,2.0,2.0,3.0,3.0,1.0,1.0,,,,1.0,,3.0,,2.0,2.0,1.0,2.0,25,2.0,0.5,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,0.4285714285714285,1.0,,14.035087719298248,1.0,,0.5,0.3333333333333333,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,,,1.0,1.0,,0.5,0.4802166666666667,0.523,0.1428571428571428,0.1428571428571428,0.3333333333333333,8.666666666666666,,0.4901960784313725,1.0,1.0,1.0,1.0,1.0,0.1666666666666666,0.3333333333333333,0.0909090909090909,0.1428571428571428,0.1111111111111111,0.1666666666666666,0.2,0.3919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,1610612751,Marc Jackson,Marc Jackson,1531,NJN,1655.0,28.0,1.0,53,57,32,35.0,8.0,110,2.0,3.0,1.0,1.0,,1.0,,,4.0,6.0,,4.0,12.0,49,1.0,1.0,,4.0,6.0,2.0,6.0,,3.0,3.0,3.0,6.0,3.0,9.0,12.0,,,2.0,2.0,,,,2.0,1.0,3.0,1.0,3.0,6.0,3.0,6.0,32,,0.25,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.75,,17.741935483870968,1.0,0.375,0.5,0.6666666666666666,0.6666666666666666,0.5,0.1666666666666666,,,,,1.0,1.0,,0.5,0.4766666666666666,0.5462,0.3333333333333333,0.3333333333333333,0.5,6.366666666666667,,0.6037735849056604,2.0,,,2.0,4.0,,,0.2857142857142857,0.25,0.2727272727272727,0.2857142857142857,0.2857142857142857,0.591,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,0.5,0.5,0.5,0.2142857142857142,0.15,0.2,0.25,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,1610612751,Scott Padgett,Scott Padgett,1909,NJN,1048.0,17.0,-5.0,30,34,19,10.0,5.0,64,2.0,2.0,2.0,2.0,,,,,2.0,2.0,,,4.0,33,2.0,2.0,,,4.0,2.0,2.0,,2.0,3.0,2.0,7.0,,2.0,4.0,1.0,,1.0,1.0,,,,1.0,,3.0,,,,,4.0,19,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,8.333333333333334,1.0,,1.0,1.0,1.0,0.5,,,,,,1.0,1.0,,1.0,0.5550999999999999,0.5550999999999999,,,1.0,1.35,,0.6333333333333333,,,,1.0,1.0,,,0.1428571428571428,0.1,0.1176470588235294,0.5,0.125,,,,,,,,,,1.0,2.0,,3.0,,,,0.1,0.0769230769230769,,0.2,,,,,,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,1610612751,Linton Johnson,Linton Johnson,2669,NJN,2126.0,35.0,-3.0,69,73,41,41.0,9.0,142,3.0,5.0,2.0,2.0,1.0,3.0,,,5.0,10.0,,1.0,11.0,65,3.0,4.0,,1.0,7.0,10.0,,,2.0,2.0,,4.0,3.0,7.0,7.0,2.0,2.0,2.0,1.0,2.0,1.0,,4.0,3.0,7.0,,3.0,4.0,2.0,7.0,41,,1.0,1.0,0.5,0.75,0.5,0.75,0.4583333333333333,0.7,,20.253164556962023,0.5,0.3333333333333333,0.5,0.6,1.0,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,,0.5,1.0,,0.5,0.48602,0.47335,0.1666666666666666,0.1666666666666666,0.6363636363636364,6.34,,0.5942028985507246,2.0,2.0,2.0,3.0,1.0,0.2,0.4,0.0625,0.25,0.1428571428571428,,0.3,0.2942,,,1.0,2.0,2.0,,4.0,,,,,5.0,1.0,1.0,1.0,,,,,0.1428571428571428,,0.2,0.5,0.5,,,0.3636363636363636,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,1610612751,Zoran Planinic,Zoran Planinic,2565,NJN,1363.0,23.0,8.0,45,45,30,32.0,4.0,90,2.0,3.0,1.0,2.0,,2.0,1.0,,2.0,5.0,2.0,,4.0,36,1.0,3.0,,,2.0,4.0,,1.0,,,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,3.0,,1.0,,,2.0,30,2.0,1.0,1.0,0.4,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.2857142857142857,16.0,,,0.4285714285714285,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,,,,0.1428571428571428,0.6666666666666666,0.5,,0.7142857142857143,0.5388428571428571,0.572,,,0.5,7.340000000000001,25.0,0.6666666666666666,,,,,1.0,,,0.1428571428571428,,0.0769230769230769,0.2,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,1610612751,Lamond Murray,Lamond Murray,441,NJN,722.0,12.0,15.0,21,22,14,7.0,6.0,43,2.0,2.0,2.0,2.0,,1.0,3.0,2.0,2.0,4.0,3.0,4.0,11.0,16,2.0,3.0,2.0,3.0,10.0,,4.0,3.0,,,,,,3.0,5.0,,,,,1.0,,,1.0,1.0,1.0,1.0,3.0,6.0,3.0,10.0,14,1.0,,,0.5,0.6666666666666666,0.5,0.7,0.55,0.7142857142857143,0.4285714285714285,37.93103448275863,,,0.2857142857142857,1.0,1.0,,0.1428571428571428,,,,0.4285714285714285,0.4,1.0,0.4,0.7142857142857143,0.4607142857142857,0.46699,0.3,0.4285714285714285,0.9090909090909092,5.8,26.03333333333333,0.6666666666666666,2.0,,,2.0,1.0,,,0.2,0.2857142857142857,0.25,,0.1666666666666666,0.6122,2.0,2.0,,1.0,2.0,,4.0,4.0,2.0,2.0,1.0,,1.0,1.0,1.0,0.2857142857142857,0.2222222222222222,0.3333333333333333,,0.5,0.25,0.1428571428571428,,,1.0,1.0,0.3636363636363636,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,183.0,3.0,,7,6,5,1.0,1.0,13,,,,,,,1.0,1.0,,,1.0,1.0,1.0,3,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,2.0,1.0,,5,,,,,,,,0.25,,1.0,42.85714285714285,,,,,,,,,,,1.0,,,1.0,1.0,0.5448,0.5448,0.5,1.0,,,25.6,0.7142857142857143,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.5,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,1610612751,Jeff McInnis,Jeff McInnis,976,NJN,375.0,6.0,-15.0,9,14,5,8.0,1.0,23,,,,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,2.0,19,1.0,1.0,2.0,,2.0,2.0,,2.0,1.0,1.0,,2.0,,2.0,2.0,,,,,1.0,,,1.0,1.0,,,1.0,,,2.0,5,,1.0,1.0,0.5,1.0,0.25,0.3333333333333333,0.25,0.3333333333333333,0.5,50.0,,,,,,,0.5,0.5,0.5,1.0,0.5,,,0.6666666666666666,0.5,0.2427833333333333,0.177625,,,1.0,19.8,35.9,0.5555555555555556,,,1.0,,2.0,,,0.6666666666666666,,0.4,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,70.0,1.0,-5.0,2,3,2,3.0,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
