EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,HeaveAttempts,FG3APct,OffCorner3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,FTOffRebounds,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,3pt And 1 Free Throw Trips,on
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,13537.0,226,-7,413,415,123.0,151,50,828,22,42,5.0,6.0,5.0,12.0,4.0,17.0,2.0,6.0,28,65,34.0,90,441,6.0,8.0,12.0,8.0,19.0,13.0,29.0,40.0,16.0,10.0,11.0,5.0,4.0,9.0,2.0,2.0,2.0,2.0,1.0,22.0,1.0,14.0,7.0,17.0,6.0,30.0,15.0,45.0,1.0,3.0,2.0,1.0,9.0,2.0,2.0,13.0,1.0,7.0,1.0,22.0,4.0,6.0,19.0,38,4.0,6.0,33.0,2.0,2.0,48.0,6.0,20.0,7.0,6.0,5.0,1.0,6.0,3.0,2.0,2.0,29.0,123.0,3.0,6.0,0.7142857142857143,0.8695652173913043,0.4307692307692308,0.75,0.42105263157894735,0.4307692307692308,0.75,0.42105263157894735,0.5232558139534884,0.6666666666666666,0.5178571428571429,0.16923076923076924,0.23809523809523808,0.058823529411764705,22.97872340425532,0.4090909090909091,0.2857142857142857,0.1223021582733813,0.1,0.14,0.02,0.12698412698412698,0.07894736842105263,0.13333333333333333,0.06666666666666667,0.08571428571428572,0.02857142857142857,0.07407407407407407,0.18421052631578946,0.1276595744680851,0.1590909090909091,0.038461538461538464,0.5,0.6461538461538462,0.5238095238095238,0.6875,0.7272727272727273,0.26153846153846155,0.23529411764705882,0.25,0.5,0.09230769230769231,0.3333333333333333,0.3333333333333333,1.0,0.75,0.8333333333333334,0.631578947368421,0.4166666666666667,0.6461538461538462,0.48353384615384626,0.5330571428571429,0.4623263157894737,0.25316455696202533,0.25316455696202533,0.13333333333333333,0.32222222222222224,4.10923076923077,0.29782082324455206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101160,1610612763,Lawrence Roberts,Lawrence Roberts,101160,MEM,2851.0,48,10,87,87,41.0,31,16,174,4,5,,1.0,,1.0,,2.0,,,4,7,4.0,12,86,,1.0,,,3.0,1.0,1.0,8.0,,,,2.0,,2.0,,,2.0,,,4.0,3.0,3.0,1.0,2.0,1.0,4.0,6.0,10.0,,3.0,3.0,,1.0,,1.0,,,,,1.0,,,5.0,12,2.0,,5.0,2.0,,8.0,,3.0,1.0,,,,,,,,1.0,41.0,1.0,1.0,1.0,1.0,0.5714285714285714,,,0.5,,,0.5,,0.1,,,,12.62135922330097,1.0,0.25,0.07407407407407407,0.13043478260869565,0.09090909090909091,0.1875,0.07894736842105263,0.15384615384615385,,0.2,0.125,0.18181818181818182,0.14285714285714285,,0.07142857142857142,0.125,,,0.625,0.8,0.8,1.0,0.25,,,,,,,,1.0,,0.25,,0.75,0.46564285714285714,0.3491,0.33843333333333336,0.2727272727272727,0.3,,0.08333333333333333,2.9714285714285715,0.47126436781609193,1.0,1.0,1.0,1.0,1.0,0.125,0.2,0.125,0.25,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1088,1610612763,Chucky Atkins,Chucky Atkins,1088,MEM,50231.0,837,183,1525,1521,427.0,271,183,3046,30,57,2.0,4.0,12.0,21.0,7.0,21.0,37.0,77.0,74,155,80.0,372,1535,5.0,10.0,38.0,19.0,40.0,54.0,128.0,26.0,122.0,2.0,8.0,64.0,29.0,93.0,15.0,14.0,28.0,9.0,27.0,215.0,4.0,5.0,16.0,35.0,,51.0,9.0,60.0,2.0,26.0,16.0,10.0,30.0,3.0,19.0,12.0,4.0,11.0,2.0,42.0,2.0,11.0,21.0,67,3.0,2.0,70.0,2.0,3.0,99.0,1.0,22.0,23.0,2.0,,1.0,2.0,1.0,,1.0,128.0,427.0,8.0,24.0,0.17567567567567569,0.1780821917808219,0.4774193548387097,0.5,0.475,0.49158249158249157,0.6071428571428571,0.4868421052631579,0.5365497076023392,0.6333333333333333,0.5879629629629629,0.05161290322580645,0.10526315789473684,0.09523809523809523,22.107081174438687,0.7142857142857143,,0.060658578856152515,0.011086474501108648,0.09815950920245399,0.017857142857142856,0.06891891891891892,0.013333333333333334,0.018518518518518517,,0.013888888888888888,0.013422818791946308,0.04,0.055944055944055944,0.0811965811965812,0.12380952380952381,0.012658227848101266,0.5,0.1919191919191919,0.5263157894736842,0.5882352941176471,,0.0707070707070707,0.3333333333333333,0.3684210526315789,0.14285714285714285,0.25925925925925924,0.4805194805194805,0.4805194805194805,0.32432432432432434,0.14285714285714285,0.5,0.27631578947368424,0.5714285714285714,0.67003367003367,0.5018039115646258,0.5209305555555557,0.4704364864864865,0.07210031347962383,0.125,0.10215053763440861,0.34408602150537637,10.86516129032258,0.28,123.0,31.0,142.0,36.0,3.0,0.4781144781144781,0.02666666666666667,0.41414141414141414,0.40789473684210525,25.457746478873233,5.0,19.0,3.0,3.0,5.0,43.0,8.0,15.0,9.0,48.0,8.0,18.0,4.0,12.0,105.0,39.0,120.0,43.0,2.0,7.0,1.0,1.0,0.7291666666666666,0.3380281690140845,0.4444444444444444,0.3333333333333333,0.34532374100719426,0.014084507042253521,0.016260162601626018,0.05172413793103448,0.06397306397306397,0.2631578947368421,0.2631578947368421,0.6,0.34959349593495936,0.35537190082644626,0.7441860465116279,0.10714285714285714,0.5357142857142857,0.5333333333333333,0.625,0.06578947368421052,0.6,0.2903225806451613,0.35833333333333334,0.006993006993006993,,,,,,,,,,,,,,,,,True
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,114129.0,1902,339,3418,3415,899.0,782,426,6833,109,175,37.0,54.0,30.0,44.0,35.0,81.0,24.0,56.0,168,312,103.0,556,3392,39.0,62.0,105.0,46.0,73.0,46.0,153.0,190.0,146.0,56.0,31.0,63.0,29.0,92.0,16.0,13.0,35.0,10.0,18.0,213.0,34.0,71.0,38.0,141.0,9.0,188.0,114.0,302.0,9.0,62.0,34.0,28.0,24.0,5.0,15.0,30.0,2.0,9.0,7.0,54.0,7.0,11.0,88.0,155,6.0,12.0,141.0,16.0,32.0,140.0,12.0,55.0,21.0,78.0,69.0,6.0,84.0,44.0,,,153.0,899.0,22.0,16.0,0.5654761904761905,0.6785714285714286,0.5384615384615384,0.6290322580645161,0.6301369863013698,0.5497572815533981,0.6458333333333334,0.5752688172043011,0.5840336134453782,0.6645569620253164,0.6270491803278688,0.09935897435897435,0.14285714285714285,0.06172839506172839,13.544594939943776,0.4444444444444444,0.08653846153846154,0.10714285714285714,0.06484018264840183,0.10133333333333333,0.06854838709677419,0.10585452395032525,0.06599622878692646,0.06377551020408163,0.0679886685552408,0.06285714285714286,0.07598784194528875,0.1,0.09510086455331412,0.12180746561886051,0.07905138339920949,0.05263157894736842,0.5238095238095238,0.42475728155339804,0.6228571428571429,0.7266666666666667,0.5321100917431193,0.1966019417475728,0.43209876543209874,0.4605263157894737,0.45714285714285713,0.13592233009708737,0.42857142857142855,0.43636363636363634,0.875,0.75,0.6851851851851852,0.4731182795698925,0.6818181818181818,0.6674757281553398,0.5036127427184466,0.5402991803278689,0.49717419354838704,0.12087912087912088,0.15492957746478872,0.18884892086330934,0.2751798561151079,5.402564102564103,0.2630193095377414,26.0,6.0,100.0,20.0,,0.24271844660194175,0.05389221556886228,0.06310679611650485,0.06451612903225806,23.676000000000002,33.0,74.0,6.0,5.0,14.0,6.0,1.0,4.0,,39.0,5.0,10.0,12.0,5.0,114.0,3.0,26.0,6.0,1.0,,,3.0,0.9743589743589743,0.39,0.5,0.25,0.39,0.01,,0.14754098360655737,0.1796116504854369,0.44594594594594594,0.4520547945205479,0.9696969696969697,0.23076923076923078,0.23076923076923078,1.0,0.08333333333333333,0.05555555555555555,0.25,1.0,0.15053763440860216,0.35714285714285715,,0.23076923076923078,,4.0,9.0,1.0,6.0,4.0,2.0,1.0,1.0,0.017857142857142856,0.013513513513513514,0.07377049180327869,0.21621621621621623,0.6666666666666666,1.0,,,True
224,1610612763,Eddie Jones,Eddie Jones,224,MEM,146204.0,2437,315,4363,4368,1219.0,1108,552,8731,95,163,6.0,17.0,21.0,36.0,23.0,74.0,41.0,111.0,159,348,168.0,885,4444,14.0,39.0,73.0,31.0,64.0,68.0,250.0,190.0,128.0,6.0,36.0,136.0,41.0,177.0,27.0,14.0,63.0,32.0,41.0,395.0,12.0,22.0,52.0,188.0,4.0,244.0,35.0,279.0,7.0,131.0,85.0,46.0,50.0,14.0,35.0,43.0,3.0,15.0,3.0,93.0,11.0,21.0,73.0,201,8.0,17.0,194.0,8.0,24.0,215.0,11.0,75.0,22.0,25.0,17.0,6.0,27.0,18.0,,2.0,250.0,1219.0,25.0,22.0,0.5974842767295597,0.6089743589743589,0.45689655172413796,0.358974358974359,0.484375,0.49653739612188363,0.3961038961038961,0.5548780487804879,0.5363300492610837,0.42771084337349397,0.6073170731707317,0.10344827586206896,0.1411042944785276,0.12162162162162163,18.12174609531438,0.5376344086021505,0.029411764705882353,0.1148442272449603,0.01583873290136789,0.11016949152542373,0.018838304552590265,0.11379800853485064,0.01678183613030602,0.015904572564612324,0.015521064301552107,0.016091954022988506,0.01411764705882353,0.06770833333333333,0.1276595744680851,0.14890282131661442,0.11585365853658537,0.01808785529715762,0.6666666666666666,0.2257617728531856,0.5828220858895705,0.6785714285714286,0.5789473684210527,0.10249307479224377,0.3108108108108108,0.35384615384615387,0.34782608695652173,0.15373961218836565,0.36936936936936937,0.38317757009345793,0.7804878048780488,0.22077922077922077,0.35294117647058826,0.21951219512195122,0.5833333333333334,0.7437673130193906,0.5205674305555558,0.5148955357142857,0.5203469135802469,0.1,0.1820388349514563,0.08248587570621468,0.2824858757062147,7.912931034482757,0.2793949117579647,227.0,58.0,374.0,100.0,2.0,0.518005540166205,0.02830188679245283,0.314404432132964,0.35365853658536583,24.51069518716578,50.0,147.0,17.0,20.0,42.0,83.0,8.0,21.0,20.0,133.0,11.0,38.0,12.0,40.0,375.0,24.0,225.0,83.0,1.0,20.0,4.0,2.0,0.9398496240601504,0.35561497326203206,0.2894736842105263,0.4,0.3575268817204301,0.00267379679144385,0.004405286343612335,0.09722222222222222,0.203601108033241,0.3401360544217687,0.3401360544217687,0.96,0.3656387665198238,0.3672566371681416,0.927710843373494,0.22077922077922077,0.2727272727272727,0.38095238095238093,1.0,0.25609756097560976,0.47619047619047616,0.3448275862068966,0.3688888888888889,0.010582010582010581,3.0,1.0,2.0,2.0,1.0,1.0,2.0,,0.036036036036036036,,0.00625,0.5,0.17647058823529413,0.6666666666666666,3.0,,True
1517,1610612763,Bobby Jackson,Bobby Jackson,1517,MEM,53847.0,897,170,1600,1601,488.0,511,212,3201,42,89,5.0,14.0,12.0,28.0,8.0,30.0,25.0,74.0,75,193,59.0,401,1611,7.0,23.0,47.0,23.0,61.0,29.0,135.0,28.0,122.0,8.0,27.0,80.0,34.0,114.0,26.0,8.0,43.0,9.0,28.0,262.0,8.0,20.0,29.0,59.0,1.0,89.0,28.0,117.0,5.0,32.0,14.0,18.0,35.0,5.0,25.0,14.0,1.0,10.0,3.0,49.0,5.0,15.0,26.0,77,2.0,3.0,71.0,2.0,6.0,78.0,5.0,29.0,12.0,,,,,,,2.0,135.0,488.0,18.0,13.0,0.18666666666666668,0.19718309859154928,0.38860103626943004,0.30434782608695654,0.3770491803278688,0.475,0.44565217391304346,0.45689655172413796,0.5063131313131313,0.47,0.5,0.13989637305699482,0.21348314606741572,0.23333333333333334,24.197933659597606,0.7142857142857143,0.020833333333333332,0.10189982728842832,0.0408997955010225,0.16201117318435754,0.03076923076923077,0.11609498680738786,0.037383177570093455,0.04395604395604396,0.03333333333333333,0.044585987261146494,0.030864197530864196,0.09289617486338798,0.10714285714285714,0.10526315789473684,0.16,0.026737967914438502,,0.24722222222222223,0.47191011235955055,0.6,0.14285714285714285,0.08333333333333333,0.26666666666666666,0.34782608695652173,,0.20555555555555555,0.33783783783783783,0.3424657534246575,0.32,0.30434782608695654,0.35714285714285715,0.2413793103448276,0.42857142857142855,0.7111111111111111,0.5025448324022346,0.5101777777777777,0.47069166666666673,0.078125,0.1336405529953917,0.1172069825436409,0.33665835411471323,8.673056994818653,0.305,106.0,34.0,167.0,55.0,2.0,0.4638888888888889,0.030612244897959183,0.29444444444444445,0.29310344827586204,25.03173652694611,28.0,61.0,8.0,11.0,21.0,36.0,4.0,15.0,9.0,64.0,9.0,23.0,6.0,20.0,156.0,36.0,104.0,36.0,,,1.0,,0.8125,0.38323353293413176,0.391304347826087,0.36363636363636365,0.3878787878787879,,,0.16666666666666666,0.16944444444444445,0.45901639344262296,0.45901639344262296,0.8928571428571429,0.33962264150943394,0.33962264150943394,0.75,0.17391304347826086,0.32608695652173914,0.26666666666666666,0.75,0.1810344827586207,0.5238095238095238,0.2647058823529412,0.34615384615384615,0.005988023952095809,5.0,,1.0,,,,,,0.013513513513513514,,,,0.625,0.8,1.0,1.0,True
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,10803.0,180,-51,322,324,106.0,122,39,646,8,19,3.0,5.0,2.0,4.0,5.0,7.0,4.0,17.0,17,43,8.0,45,371,6.0,10.0,12.0,3.0,9.0,6.0,12.0,16.0,18.0,2.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,,1.0,10.0,1.0,3.0,6.0,6.0,,12.0,5.0,17.0,,4.0,2.0,2.0,5.0,,4.0,5.0,1.0,1.0,1.0,10.0,,3.0,4.0,14,1.0,2.0,11.0,1.0,2.0,16.0,,6.0,2.0,3.0,2.0,1.0,3.0,1.0,,1.0,12.0,106.0,2.0,2.0,0.47058823529411764,0.5,0.3953488372093023,0.6,0.3333333333333333,0.39361702127659576,0.6,0.2727272727272727,0.4090909090909091,0.6,0.35294117647058826,0.11627906976744186,0.21052631578947367,,17.759562841530055,0.5,,0.05660377358490566,0.027777777777777776,0.15384615384615385,0.024390243902439025,0.08275862068965517,0.026845637583892617,,0.06451612903225806,0.027777777777777776,0.034482758620689655,0.08888888888888889,,0.05555555555555555,0.16666666666666666,,0.3333333333333333,0.40425531914893614,0.42105263157894735,0.5333333333333333,0.125,0.14893617021276595,0.7142857142857143,0.7142857142857143,0.6,0.3617021276595745,0.23529411764705882,0.25,1.0,0.5,0.6,0.36363636363636365,0.5,0.48936170212765956,0.4708712765957446,0.46699999999999997,0.48598636363636366,0.11320754716981132,0.12244897959183673,0.26666666666666666,0.26666666666666666,9.10697674418605,0.32919254658385094,,,4.0,2.0,,0.0851063829787234,,,,23.475,1.0,4.0,,,2.0,,,,,1.0,,,,,3.0,,,,,,,,1.0,0.25,,,0.25,,,0.1111111111111111,0.0851063829787234,0.25,0.25,1.0,,,,,,,,0.18181818181818182,,,,,,1.0,1.0,,,,,,0.058823529411764705,,0.05555555555555555,,,,,,True
2766,1610612763,Antonio Burks,Antonio Burks,2766,MEM,9131.0,152,-30,261,268,78.0,72,31,529,11,18,,,2.0,4.0,1.0,6.0,9.0,24.0,21,48,6.0,48,294,1.0,1.0,2.0,2.0,12.0,4.0,8.0,8.0,34.0,,3.0,14.0,3.0,17.0,3.0,,6.0,5.0,3.0,37.0,,,3.0,3.0,,6.0,,6.0,,4.0,2.0,2.0,7.0,2.0,3.0,6.0,1.0,4.0,,13.0,,3.0,4.0,16,1.0,2.0,12.0,2.0,1.0,11.0,3.0,4.0,3.0,,,,,,,,8.0,78.0,2.0,3.0,0.19047619047619047,0.19047619047619047,0.4375,1.0,0.16666666666666666,0.42857142857142855,1.0,0.15384615384615385,0.4528301886792453,1.0,0.23529411764705882,0.0625,0.16666666666666666,,22.2972972972973,0.5384615384615384,,0.031914893617021274,,0.125,,0.05084745762711865,,,,,,,,0.07692307692307693,0.13043478260869565,,,0.3673469387755102,0.6111111111111112,0.7333333333333333,0.09090909090909091,0.12244897959183673,0.16666666666666666,0.16666666666666666,,0.4897959183673469,0.375,0.375,0.3333333333333333,,,0.3076923076923077,0.5,0.3877551020408163,0.4692833333333333,,0.39998333333333336,0.08,0.08163265306122448,0.041666666666666664,0.16666666666666666,10.752083333333333,0.2988505747126437,1.0,1.0,1.0,1.0,,0.02040816326530612,,0.02040816326530612,0.07692307692307693,38.3,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101194,1610612763,Anthony Roberson,Anthony Roberson,101194,MEM,423.0,7,-4,10,11,,1,1,21,1,2,,,,,,,1.0,1.0,2,3,,4,10,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1.0,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,0.3333333333333333,0.5,,27.272727272727273,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.5,1.0,,,,,,0.3333333333333333,1.0,1.0,,,,,,0.6666666666666666,0.4844333333333333,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,61729.0,1029,121,1871,1870,754.0,659,245,3741,53,84,9.0,16.0,20.0,36.0,9.0,21.0,37.0,79.0,99,184,79.0,445,1950,9.0,19.0,44.0,33.0,69.0,38.0,173.0,94.0,104.0,14.0,12.0,56.0,27.0,83.0,11.0,16.0,39.0,10.0,7.0,193.0,8.0,12.0,29.0,121.0,20.0,170.0,20.0,190.0,2.0,21.0,15.0,6.0,31.0,8.0,25.0,25.0,2.0,6.0,1.0,56.0,10.0,28.0,39.0,83,3.0,9.0,82.0,6.0,9.0,100.0,11.0,39.0,12.0,11.0,9.0,2.0,11.0,9.0,,1.0,173.0,754.0,13.0,12.0,0.47474747474747475,0.5108695652173914,0.5380434782608695,0.47368421052631576,0.4782608695652174,0.5512048192771084,0.65,0.5578512396694215,0.5873655913978495,0.6875,0.6063829787234043,0.06521739130434782,0.11904761904761904,0.09523809523809523,20.018709073900844,0.5535714285714286,0.2702702702702703,0.18529862174578868,0.02197802197802198,0.13122171945701358,0.025806451612903226,0.17162471395881007,0.02336448598130841,0.027649769585253458,0.02824858757062147,0.006578947368421052,0.03317535545023697,0.20704845814977973,0.16666666666666666,0.17829457364341086,0.15625,0.012195121951219513,0.8181818181818182,0.25301204819277107,0.6309523809523809,0.7162162162162162,0.4339622641509434,0.06325301204819277,0.42857142857142855,0.47368421052631576,0.2222222222222222,0.23795180722891565,0.46835443037974683,0.46835443037974683,0.5945945945945946,0.5333333333333333,0.5625,0.2975206611570248,0.5555555555555556,0.6987951807228916,0.5114406626506023,0.5425295454545455,0.5099330578512397,0.10833333333333334,0.18396226415094338,0.09887640449438202,0.3887640449438202,9.682065217391305,0.40299305184393375,131.0,45.0,148.0,52.0,,0.4457831325301205,0.010101010101010102,0.39457831325301207,0.371900826446281,24.90810810810811,3.0,17.0,1.0,2.0,7.0,53.0,6.0,10.0,21.0,56.0,7.0,11.0,5.0,23.0,147.0,21.0,131.0,53.0,,9.0,,,0.875,0.3783783783783784,0.6363636363636364,0.4423076923076923,0.3783783783783784,,,0.06557377049180328,0.05120481927710843,0.17647058823529413,0.17647058823529413,1.0,0.40458015267175573,0.40458015267175573,0.8679245283018868,0.03333333333333333,0.3333333333333333,0.6,1.0,0.05785123966942149,0.2857142857142857,0.4666666666666667,0.40458015267175573,,1.0,,2.0,,,,,,,,,0.1111111111111111,1.0,1.0,,,True
