EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,PenaltyOffPossExcludingTakeFouls,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,ShortMidRangeFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,PenaltyPointsPct,Avg3ptShotDistance,ShortMidRangeFGM,Arc3FGM,PenaltyArc3FGM,NonHeaveArc3FGM,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,RecoveredBlocks,OffAtRimReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted3s,SelfOReb,Technical Free Throw Trips,SecondChanceTsPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,BlockedAtRim,BlockedLongMidRange,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,OffFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,LongMidRangePctBlocked,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,OffensiveGoaltends,BlockedCorner3,Clear Path Fouls
101149,1610612739,Martynas Andriuskevicius,Martynas Andriuskevicius,101149,CLE,179.0,3,6,7,6,1.0,13,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,12.5,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3824,0.3824,0.3824,6.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2366,1610612739,Mike Wilks,Mike Wilks,2366,CLE,5548.0,92,177,173,88,23.0,350,2.0,23.0,187,1.0,13.0,,2.0,7.0,6.0,1.0,88,18.75,,0.021505376344086023,,0.0625,0.49454354838709685,,0.5222526315789474,7.586956521739131,0.4971751412429379,-45.0,82.0,6.0,14.0,1.0,5.0,9.0,1.0,7.0,1.0,3.0,1.0,1.0,6.0,1.0,6.0,7.0,1.0,9.0,2.0,19.0,1.0,6.0,1.0,7.0,2.0,17.0,4.0,10.0,3.0,1.0,5.0,4.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,1.0,2.0,17.0,2.0,1.0,3.0,1.0,5.0,5.0,5.0,3.0,1.0,2.0,1.0,6.0,3.0,4.0,8.0,4.0,2.0,1.0,1.0,1.0,1.0,17.0,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0,0.1111111111111111,0.14285714285714285,0.125,0.30434782608695654,0.46153846153846156,0.265625,0.375,0.2878787878787879,0.40476190476190477,0.28125,0.1111111111111111,0.17391304347826086,0.21428571428571427,0.5,0.16666666666666666,0.8333333333333334,0.09090909090909091,0.05454545454545454,0.06666666666666667,0.08333333333333333,0.05714285714285714,0.13333333333333333,0.15384615384615385,0.043478260869565216,0.07692307692307693,0.4375,0.42857142857142855,0.5454545454545454,0.3333333333333333,0.21875,0.14285714285714285,0.14285714285714285,0.09375,0.3333333333333333,0.3333333333333333,1.0,0.1875,0.5,0.5,0.45,0.5555555555555556,0.05,1.0,0.3,0.71875,0.8947368421052632,28.27777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2562,1610612739,Sasha Pavlovic,Sasha Pavlovic,2562,CLE,6875.0,115,223,221,87,33.0,444,6.0,33.0,213,2.0,14.0,1.0,1.0,11.0,4.0,1.0,87,21.132075471698116,0.010526315789473684,0.008403361344537815,,0.13636363636363635,0.502325,0.44835,0.5177294117647059,9.221212121212119,0.3901345291479821,-31.0,110.0,8.0,15.0,1.0,2.0,7.0,6.0,12.0,3.0,5.0,1.0,2.0,6.0,,1.0,15.0,5.0,11.0,6.0,51.0,,4.0,2.0,3.0,2.0,16.0,12.0,18.0,15.0,,6.0,4.0,,1.0,,1.0,,,,1.0,,2.0,,1.0,7.0,2.0,10.0,3.0,4.0,3.0,4.0,1.0,1.0,8.0,4.0,4.0,18.0,7.0,10.0,1.0,1.0,1.0,1.0,16.0,4.0,1.0,0.4,0.4,1.0,0.45454545454545453,0.6666666666666666,0.45454545454545453,0.45454545454545453,0.2857142857142857,0.5113636363636364,0.4117647058823529,0.53125,0.4,0.25,,0.12121212121212122,0.2,0.16666666666666666,,0.5,0.15384615384615385,0.0945945945945946,0.05,,0.0851063829787234,,0.043478260869565216,0.11428571428571428,0.058823529411764705,0.3409090909090909,0.5333333333333333,0.6666666666666666,0.375,0.2727272727272727,0.5,0.5,0.11363636363636363,0.6,0.6,1.0,0.13636363636363635,0.5,,0.4117647058823529,0.2857142857142857,0.11764705882352941,0.5,0.058823529411764705,0.5909090909090909,0.3137254901960784,24.436363636363637,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,1.0,0.02040816326530612,0.125,1.0,0.16666666666666666,0.2,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.10638297872340426,0.1388888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2739,1610612739,Luke Jackson,Luke Jackson,2739,CLE,8056.0,134,263,258,129,38.0,521,6.0,21.0,276,1.0,8.0,2.0,4.0,12.0,3.0,3.0,129,15.755627009646302,0.020618556701030927,0.030303030303030304,0.034482758620689655,0.20689655172413793,0.4722172413793103,0.3482,0.4840708333333334,9.780952380952382,0.49049429657794674,-27.0,94.0,2.0,7.0,,,3.0,4.0,8.0,,4.0,,2.0,4.0,,2.0,8.0,2.0,8.0,19.0,41.0,,2.0,1.0,4.0,12.0,19.0,6.0,10.0,3.0,,4.0,1.0,,8.0,1.0,9.0,1.0,,7.0,,1.0,19.0,2.0,2.0,4.0,2.0,8.0,,5.0,3.0,4.0,2.0,,9.0,3.0,4.0,9.0,14.0,24.0,4.0,,,,19.0,1.0,4.0,0.375,0.375,0.5,0.25,0.25,0.25,0.38095238095238093,0.25,0.3793103448275862,0.2916666666666667,0.5,0.475,0.27586206896551724,,0.047619047619047616,0.14285714285714285,,,0.5555555555555556,0.125,0.05263157894736842,0.08333333333333333,0.05714285714285714,0.06,,0.05263157894736842,0.06060606060606061,0.10526315789473684,0.2413793103448276,0.2857142857142857,0.3333333333333333,,0.27586206896551724,0.5,0.5,0.13793103448275862,,,,0.13793103448275862,,,0.25,,0.16666666666666666,,0.16666666666666666,0.5172413793103449,0.4634146341463415,24.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,8.0,,0.020833333333333332,0.041666666666666664,,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.2222222222222222,0.2857142857142857,1.0,1.0,3.0,1.0,1.0,0.25,0.14285714285714285,0.05555555555555555,0.5,0.024390243902439025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
673,1610612739,Alan Henderson,Alan Henderson,673,CLE,31837.0,531,994,997,378,131.0,1991,11.0,91.0,1069,27.0,30.0,48.0,60.0,137.0,9.0,7.0,378,11.780104712041885,0.1411764705882353,0.12205567451820129,0.10077519379844961,0.12087912087912088,0.5756857142857144,0.5889423076923076,0.5835000000000001,2.305494505494505,0.38028169014084506,-47.0,377.0,43.0,76.0,26.0,15.0,24.0,2.0,4.0,,,,,,,,47.0,,,33.0,127.0,,18.0,,,16.0,52.0,64.0,30.0,,,,14.0,,7.0,3.0,10.0,2.0,1.0,3.0,2.0,2.0,23.0,9.0,15.0,55.0,7.0,77.0,2.0,9.0,2.0,13.0,7.0,1.0,22.0,6.0,36.0,58.0,37.0,49.0,5.0,12.0,,12.0,52.0,7.0,5.0,0.6808510638297872,0.9696969696969697,,,,,0.5164835164835165,0.6,0.5164835164835165,0.6,0.5619469026548672,0.6341463414634146,,,0.15384615384615385,0.17105263157894737,0.09090909090909091,,0.4090909090909091,0.14285714285714285,0.15942028985507245,0.14423076923076922,0.07086614173228346,0.155902004454343,0.0684931506849315,0.21176470588235294,0.1597222222222222,0.11688311688311688,0.8351648351648352,0.5657894736842105,0.6825396825396826,0.6511627906976745,0.04395604395604396,0.5,0.5,,,,,,0.9629629629629629,,0.8,0.625,,,,0.8351648351648352,0.4094488188976378,,2.0,,,,7.0,4.0,2.0,3.0,5.0,22.0,3.0,0.21804511278195488,0.1206896551724138,0.25,0.18181818181818182,0.2,1.0,,,,,,0.2037037037037037,0.2037037037037037,9.0,41.0,,6.0,,0.640625,0.07407407407407407,0.20689655172413793,1.0,0.3228346456692913,16.0,16.0,28.0,3.0,1.0,2.0,1.0,4.0,10.0,2.0,5.0,0.5925925925925926,0.5925925925925926,0.057692307692307696,0.07692307692307693,0.2222222222222222,0.6153846153846154,0.125,,,,,,,,,,,,,,,,,,,True,,,
101211,1610612739,Stephen Graham,Stephen Graham,101211,CLE,367.0,6,11,11,4,4.0,22,,1.0,16,,,,,,,,4,12.5,,,,,0.3663,,,18.4,0.36363636363636365,-11.0,8.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1800,1610612739,Damon Jones,Damon Jones,1800,CLE,17579.0,293,549,555,211,65.0,1104,4.0,23.0,618,2.0,10.0,2.0,2.0,22.0,8.0,2.0,211,13.848631239935587,0.0125,0.008064516129032258,0.017241379310344827,0.05128205128205128,0.5134461038961038,0.5277428571428572,0.48569482758620686,13.652173913043478,0.3843351548269581,-53.0,220.0,4.0,4.0,,1.0,1.0,5.0,15.0,7.0,21.0,2.0,9.0,34.0,5.0,11.0,9.0,19.0,55.0,3.0,78.0,5.0,4.0,6.0,20.0,,26.0,6.0,12.0,54.0,,34.0,,,15.0,6.0,21.0,2.0,4.0,10.0,2.0,3.0,48.0,,3.0,17.0,,20.0,6.0,4.0,3.0,2.0,1.0,1.0,6.0,2.0,9.0,19.0,8.0,6.0,,,,,26.0,3.0,,0.3333333333333333,0.3333333333333333,0.9473684210526315,0.34545454545454546,0.3,0.34545454545454546,0.391304347826087,0.4,0.4807692307692308,0.43333333333333335,0.4875,0.43333333333333335,0.7051282051282052,,,,,,0.6666666666666666,,0.08333333333333333,0.05172413793103448,,0.07633587786259542,,0.06,0.1232876712328767,0.07894736842105263,0.05128205128205128,1.0,1.0,0.25,0.19230769230769232,0.3333333333333333,0.3333333333333333,0.2692307692307692,0.3333333333333333,0.3333333333333333,1.0,0.4358974358974359,,0.7142857142857143,0.03333333333333333,1.0,0.3,0.2222222222222222,0.36666666666666664,0.7564102564102564,0.3333333333333333,24.634545454545457,,12.0,4.0,12.0,,1.0,,3.0,1.0,2.0,,0.016129032258064516,0.06172839506172839,,,,0.4,0.35294117647058826,0.35294117647058826,0.9166666666666666,0.36363636363636365,0.35294117647058826,0.0375,0.08333333333333333,1.0,7.0,3.0,,,0.4375,,,,0.08974358974358974,,,,,1.0,,,1.0,,,,,0.42857142857142855,,,,,,2.0,2.0,1.0,0.4,0.4,1.0,0.017857142857142856,,,,,,,,,,,,True,,,
2760,1610612739,Anderson Varejao,Anderson Varejao,2760,CLE,3330.0,56,108,107,65,19.0,215,2.0,16.0,111,6.0,9.0,7.0,9.0,25.0,3.0,2.0,65,17.692307692307693,0.16666666666666666,0.16071428571428573,0.07142857142857142,0.125,0.50813125,0.55966,0.47940000000000005,7.4,0.6018518518518519,-17.0,71.0,2.0,9.0,4.0,1.0,5.0,3.0,5.0,,,,,,,,6.0,,,3.0,15.0,,2.0,,,,4.0,8.0,4.0,,,,1.0,,1.0,,1.0,,,1.0,,,2.0,2.0,4.0,9.0,3.0,16.0,1.0,2.0,,1.0,2.0,,3.0,2.0,5.0,10.0,9.0,8.0,,,,,4.0,3.0,,0.6666666666666666,0.8,,,,,0.375,0.2222222222222222,0.375,0.2222222222222222,0.375,0.2,,,0.0625,0.1111111111111111,,,0.6666666666666666,0.2727272727272727,0.2903225806451613,0.4,0.14285714285714285,0.3170731707317073,0.2,0.4444444444444444,0.2,0.42857142857142855,0.5625,0.2222222222222222,0.25,0.5,0.3125,0.6,0.6,,,,,,0.6666666666666666,,0.5555555555555556,0.2,,,,0.5625,0.26666666666666666,,1.0,,,,,3.0,,3.0,,4.0,,0.2631578947368421,0.25,,0.5,0.5,1.0,,,,,,0.2,0.2,1.0,7.0,,3.0,,0.4375,,0.3333333333333333,,0.4666666666666667,1.0,3.0,2.0,,1.0,,,1.0,,,,0.5,0.5,,0.1111111111111111,0.3333333333333333,0.25,,,,,,,,,1.0,,,,,,,,,,,True,,,
727,1610612739,Eric Snow,Eric Snow,727,CLE,14031.0,234,421,417,123,62.0,838,6.0,37.0,443,1.0,11.0,3.0,5.0,19.0,6.0,2.0,123,10.408163265306122,0.02054794520547945,0.020942408376963352,0.014925373134328358,0.16216216216216217,0.44551351351351354,0.393,0.4690090909090909,11.694594594594598,0.2921615201900237,31.0,115.0,6.0,10.0,,3.0,5.0,9.0,21.0,,,,,,,,17.0,,,5.0,39.0,,6.0,,,1.0,13.0,22.0,12.0,,,,4.0,,25.0,10.0,35.0,6.0,4.0,18.0,3.0,4.0,80.0,1.0,3.0,11.0,,14.0,4.0,6.0,4.0,4.0,2.0,,10.0,4.0,9.0,23.0,8.0,8.0,,1.0,,1.0,13.0,3.0,,0.6470588235294118,0.6470588235294118,,,,,0.4594594594594595,0.5454545454545454,0.4594594594594595,0.5454545454545454,0.47560975609756095,0.5416666666666666,,,0.10810810810810811,0.2,0.3333333333333333,,0.6,,0.07096774193548387,0.058823529411764705,0.022222222222222223,0.06796116504854369,0.04,0.075,0.05194805194805195,0.07692307692307693,0.2702702702702703,0.6,0.75,0.5,0.5675675675675675,0.42857142857142855,0.42857142857142855,,,,,,,,0.45454545454545453,0.6,,,,0.2702702702702703,0.3333333333333333,,2.0,,,,1.0,,2.0,,,4.0,1.0,0.022222222222222223,0.10526315789473684,1.0,0.3333333333333333,0.5,0.8888888888888888,,,,,,0.0975609756097561,0.0975609756097561,,,,,,,,,,,,,,1.0,2.0,,,,1.0,,,,,0.038461538461538464,0.029411764705882353,,,,,,,,,,,,1.0,,,,,,,,,,True,,,
1956,1610612739,Ira Newble,Ira Newble,1956,CLE,4661.0,78,140,150,58,23.0,290,2.0,9.0,156,1.0,4.0,3.0,4.0,7.0,,,58,8.433734939759036,0.06521739130434782,0.06349206349206349,0.125,0.2,0.4975300000000001,0.6663,0.52335,6.333333333333333,0.4142857142857143,-11.0,58.0,2.0,5.0,1.0,1.0,3.0,,2.0,,1.0,,,,,,3.0,,1.0,4.0,10.0,1.0,2.0,,,2.0,6.0,2.0,4.0,,,,,,3.0,,3.0,,,1.0,,2.0,6.0,1.0,1.0,2.0,,3.0,,,,2.0,,1.0,2.0,1.0,10.0,19.0,3.0,6.0,1.0,2.0,1.0,2.0,6.0,3.0,1.0,0.3333333333333333,0.5,,,,,0.3333333333333333,0.5,0.3,0.5,0.375,0.6,0.1,,,,,,,,0.05,0.06666666666666667,0.058823529411764705,0.05454545454545454,,,0.045454545454545456,0.08333333333333333,0.5,0.4,0.4,,0.2,,,0.1,,,,,0.5,,0.75,0.3333333333333333,,,,0.6,0.6,23.0,1.0,,,,,,,,1.0,2.0,1.0,0.06666666666666667,0.08333333333333333,0.5,0.5,0.5,,,,,,,0.18181818181818182,0.2,1.0,3.0,,,1.0,0.75,0.1111111111111111,,1.0,0.3,1.0,1.0,2.0,,1.0,,,,,1.0,,1.0,0.5,,,,1.0,,,,,,,,,,,1.0,0.5,,,,,,,,True,,,
